model_type,model_label,pair_id,pair_type,target_segment,token_text,token_norm,token_is_content_norm,orig_id,copy_by_id,copy_by_text,source_bpe_zone_by_id,source_bpe_zone_by_norm,source_bpe_positions_by_id,source_bpe_positions_by_norm,repeat_prefix_words,source_word_count,source_token_count,paired_nll,sideonly_nll,lift_nll_sideonly_minus_paired
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_012971,repeat,other,are,are,False,331,True,True,prefix_only,prefix_only,[2],[2],7,10,13,0.03177234157919884,0.28720349073410034,0.2554311491549015
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_012971,repeat,other,common,common,True,2368,True,True,prefix_only,prefix_only,[4],[4],7,10,13,0.0059104193933308125,2.296560764312744,2.2906503449194133
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_012971,repeat,other,and,and,False,223,True,True,prefix_only,prefix_only,[5],[5],7,10,13,0.024973999708890915,1.1770659685134888,1.1520919688045979
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,compact,source,for,for,False,276,False,False,prefix_only,prefix_only,[1],[1],7,11,15,3.8839926719665527,3.6454360485076904,-0.2385566234588623
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,compact,source,lonely,lonely,True,7104,False,False,prefix_only,prefix_only,[2],[2],7,11,15,11.717604637145996,10.825372695922852,-0.8922319412231445
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,compact,source,necessary,necessary,True,4184,False,False,prefix_only,prefix_only,[6],[6],7,11,15,6.415871620178223,8.737548828125,2.3216772079467773
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,compact,source,Int,int,False,6335,False,False,tail_only,tail_only,[9],[9],7,11,15,5.530570983886719,5.868886947631836,0.3383159637451172
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,compact,other,L,l,False,362,False,False,not_in_source,not_in_source,[],[],7,11,15,6.291439056396484,8.82636833190918,2.5349292755126953
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,compact,other,one,one,False,449,False,False,not_in_source,not_in_source,[],[],7,11,15,6.445125579833984,6.89745569229126,0.4523301124572754
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,compact,other,elderly,elderly,True,9443,True,True,prefix_only,prefix_only,[3],[3],7,11,15,14.931191444396973,13.257800102233887,-1.673391342163086
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,compact,other,help,help,True,882,False,True,not_in_source,prefix_only,[],[0],7,11,15,2.0906295776367188,4.246259689331055,2.155630111694336
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,repeat,source,is,is,False,262,True,True,prefix_only,prefix_only,[5],[5],7,11,15,0.8540520071983337,3.3169643878936768,2.462912380695343
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,repeat,source,necessary,necessary,True,4184,True,True,prefix_only,prefix_only,[6],[6],7,11,15,0.9262677431106567,8.737548828125,7.811281085014343
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,repeat,source,erest,erest,True,1607,False,False,tail_only,tail_only,[9],[9],7,11,15,10.367534637451172,9.297235488891602,-1.0702991485595703
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,repeat,source,disapp,disapp,True,2754,False,False,tail_only,tail_only,[10],[10],7,11,15,8.195677757263184,8.798105239868164,0.6024274826049805
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,repeat,other,Help,help,True,7623,True,True,prefix_only,prefix_only,[0],[0],7,11,15,0.9257295727729797,12.394052505493164,11.468322932720184
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,repeat,other,lonely,lonely,True,7104,True,True,prefix_only,prefix_only,[2],[2],7,11,15,0.9047502875328064,9.849710464477539,8.944960176944733
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,repeat,other,is,is,False,262,True,True,prefix_only,prefix_only,[5],[5],7,11,15,0.6353206038475037,3.8039021492004395,3.168581545352936
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_037911,repeat,other,necessary,necessary,True,4184,True,True,prefix_only,prefix_only,[6],[6],7,11,15,0.6810107231140137,7.73123836517334,7.050227642059326
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,compact,source,time,time,True,533,True,True,prefix_only,prefix_only,[2],[2],13,22,32,0.09849948436021805,0.4273293912410736,0.32882990688085556
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,compact,source,city,city,True,1374,True,True,prefix_only,prefix_only,[4],[4],13,22,32,0.026847779750823975,7.4460530281066895,7.4192052483558655
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,compact,source,ant,ant,False,2786,False,False,tail_only,tail_only,[18],[18],13,22,32,4.8451433181762695,4.560161590576172,-0.28498172760009766
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,compact,source,is,is,False,206,False,False,tail_only,tail_only,[18],[18],13,22,32,6.061905860900879,5.317180156707764,-0.7447257041931152
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,compact,other,-c,c,False,1822,True,True,prefix_only,prefix_only,[11],[11],13,22,32,0.01215373631566763,5.233438014984131,5.221284278668463
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,compact,other,ep,ep,False,3184,True,True,prefix_only,prefix_only,[12],[12],13,22,32,0.015285962261259556,5.657751560211182,5.642465597949922
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,compact,other,emic,emic,True,5756,True,True,prefix_only,prefix_only,[12],[12],13,22,32,0.05993818864226341,8.8258638381958,8.765925649553537
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,compact,other,time,time,True,533,True,True,prefix_only,prefix_only,[2],[2],13,22,32,0.4893609881401062,0.5579857230186462,0.06862473487854004
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,repeat,source,the,the,False,195,True,True,prefix_only,prefix_only,"[3, 7]","[3, 7]",13,22,32,0.00903092510998249,0.1740865856409073,0.1650556605309248
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,repeat,source,in,in,False,231,True,True,prefix_only,prefix_only,[6],[6],13,22,32,0.03168053179979324,1.0401976108551025,1.0085170790553093
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,repeat,source,the,the,False,195,True,True,prefix_only,prefix_only,"[3, 7]","[3, 7]",13,22,32,0.002900799736380577,0.40202468633651733,0.39912388660013676
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,repeat,source,aine,aine,True,4406,True,True,prefix_only,prefix_only,[11],[11],13,22,32,0.13747474551200867,13.528177261352539,13.39070251584053
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,repeat,other,At,at,False,1084,True,True,prefix_only,prefix_only,[0],[0],13,22,32,1.214608907699585,3.463042736053467,2.248433828353882
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,repeat,other,that,that,False,253,True,True,prefix_only,prefix_only,[1],[1],13,22,32,0.05373425781726837,0.9754621386528015,0.9217278808355331
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,repeat,other,of,of,False,228,True,True,both_prefix_and_tail,both_prefix_and_tail,"[9, 17]","[9, 17]",13,22,32,0.0005508335889317095,0.07633072882890701,0.0757798952399753
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_044330,repeat,other,crack,crack,True,4345,True,True,prefix_only,prefix_only,[11],[11],13,22,32,0.06832938641309738,10.641071319580078,10.57274193316698
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,compact,source,The,the,False,308,False,False,prefix_only,both_prefix_and_tail,[0],"[0, 8, 16]",13,22,27,7.972833633422852,9.337738037109375,1.3649044036865234
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,compact,source,less,less,False,1653,False,False,prefix_only,prefix_only,[9],[9],13,22,27,3.0701115131378174,4.1317033767700195,1.0615918636322021
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,compact,source,t,t,False,190,True,True,tail_only,tail_only,[20],[20],13,22,27,0.012037137523293495,7.47548246383667,7.463445326313376
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,compact,source,ert,ert,False,859,True,True,tail_only,tail_only,[20],[20],13,22,27,0.010117200203239918,6.642630577087402,6.632513376884162
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,compact,other,and,and,False,223,True,True,both_prefix_and_tail,both_prefix_and_tail,"[6, 18]","[6, 18]",13,22,27,1.360648274421692,1.6200867891311646,0.25943851470947266
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,compact,other,treatment,treatment,True,5147,False,False,not_in_source,not_in_source,[],[],13,22,27,5.387414932250977,5.041255950927734,-0.3461589813232422
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,compact,other,ert,ert,False,859,True,True,tail_only,tail_only,[20],[20],13,22,27,0.009554609656333923,5.507267951965332,5.497713342308998
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,compact,other,iary,iary,True,10138,True,True,tail_only,tail_only,[20],[20],13,22,27,0.006593496073037386,6.745205402374268,6.73861190630123
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,repeat,source,and,and,False,223,True,True,both_prefix_and_tail,both_prefix_and_tail,"[6, 18]","[6, 18]",13,22,27,0.00358118349686265,0.2849755883216858,0.28139440482482314
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,repeat,source,treated,treated,True,5511,True,True,prefix_only,prefix_only,[7],[7],13,22,27,0.0739089772105217,5.664533615112305,5.590624637901783
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,repeat,source,the,the,False,195,True,True,both_prefix_and_tail,both_prefix_and_tail,"[8, 16]","[0, 8, 16]",13,22,27,0.004443770740181208,0.1549207866191864,0.1504770158790052
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,repeat,source,it,it,False,247,True,True,prefix_only,prefix_only,[11],[11],13,22,27,0.009790024720132351,1.5270941257476807,1.5173041010275483
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,repeat,other,The,the,False,308,True,True,prefix_only,both_prefix_and_tail,[0],"[0, 8, 16]",13,22,27,2.088369131088257,9.464383125305176,7.376013994216919
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,repeat,other,me,me,False,1351,True,True,prefix_only,prefix_only,[3],[3],13,22,27,0.03391487896442413,9.019817352294922,8.985902473330498
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,repeat,other,diagnosed,diagnosed,True,10603,True,True,prefix_only,prefix_only,[5],[5],13,22,27,0.02231604978442192,7.039252281188965,7.016936231404543
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_053625,repeat,other,the,the,False,195,True,True,both_prefix_and_tail,both_prefix_and_tail,"[8, 16]","[0, 8, 16]",13,22,27,0.006001428235322237,0.11649899184703827,0.11049756361171603
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,compact,source,once,once,True,1189,False,False,prefix_only,prefix_only,[4],[4],18,22,51,11.061653137207031,11.205103874206543,0.14345073699951172
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,compact,source,Island,island,True,4931,True,True,prefix_only,prefix_only,[8],[8],18,22,51,0.002579696709290147,2.817526340484619,2.814946643775329
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,compact,source,South,south,True,2438,True,True,prefix_only,prefix_only,[11],[11],18,22,51,0.01334555633366108,4.778886318206787,4.765540761873126
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,compact,source,t,t,False,88,True,True,prefix_only,prefix_only,[12],[12],18,22,51,0.0035431720316410065,5.603868007659912,5.600324835628271
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,compact,other,engu,engu,True,8930,True,True,prefix_only,prefix_only,[7],[7],18,22,51,0.05746229365468025,9.05129337310791,8.99383107945323
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,compact,other,She,she,False,603,True,True,prefix_only,prefix_only,[12],[12],18,22,51,0.04836689308285713,10.969671249389648,10.921304356306791
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,compact,other,1,1,True,21,True,True,prefix_only,prefix_only,"[15, 17]","[15, 17]",18,22,51,0.9533846974372864,6.5894999504089355,5.636115252971649
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,compact,other,6,6,True,26,True,True,both_prefix_and_tail,both_prefix_and_tail,"[17, 19]","[17, 19]",18,22,51,0.018070822581648827,4.187300205230713,4.169229382649064
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,repeat,source,She,she,False,603,True,True,prefix_only,prefix_only,[12],[12],18,22,51,0.04774688929319382,10.123844146728516,10.076097257435322
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,repeat,source,from,from,False,388,True,True,prefix_only,prefix_only,[14],[14],18,22,51,0.002513109240680933,0.5151293873786926,0.5126162781380117
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,repeat,source,2,2,True,22,False,False,tail_only,tail_only,"[19, 19, 21]","[19, 19, 21]",18,22,51,4.799898624420166,2.925882339477539,-1.874016284942627
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,repeat,source,4,4,True,24,False,False,tail_only,tail_only,[21],[21],18,22,51,3.124030113220215,6.059523582458496,2.9354934692382812
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,repeat,other,st,st,False,289,True,True,prefix_only,prefix_only,[0],[0],18,22,51,0.005996095947921276,4.895190238952637,4.889194143004715
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,repeat,other,engu,engu,True,8930,True,True,prefix_only,prefix_only,[7],[7],18,22,51,0.06924080848693848,9.462268829345703,9.393028020858765
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,repeat,other,1,1,True,21,True,True,prefix_only,prefix_only,"[15, 17]","[15, 17]",18,22,51,0.7357489466667175,0.08794407546520233,-0.6478048712015152
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_020396,repeat,other,6,6,True,26,True,True,both_prefix_and_tail,both_prefix_and_tail,"[17, 19]","[17, 19]",18,22,51,0.013967267237603664,4.317782402038574,4.3038151348009706
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,compact,source,A,a,False,263,False,True,prefix_only,both_prefix_and_tail,[0],"[0, 8]",7,11,12,5.535382270812988,7.324431419372559,1.7890491485595703
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,compact,source,is,is,False,262,True,True,prefix_only,prefix_only,[6],[6],7,11,12,0.06426238268613815,1.1020417213439941,1.037779338657856
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,compact,source,a,a,False,192,True,True,tail_only,both_prefix_and_tail,[8],"[0, 8]",7,11,12,0.02524545043706894,1.0625081062316895,1.0372626557946205
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,compact,source,still,still,True,813,True,True,tail_only,tail_only,[10],[10],7,11,12,0.8439390659332275,8.514769554138184,7.670830488204956
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,compact,other,The,the,False,308,False,True,not_in_source,prefix_only,[],[3],7,11,12,5.756326198577881,4.438192844390869,-1.3181333541870117
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,compact,other,a,a,False,192,True,True,tail_only,both_prefix_and_tail,[8],"[0, 8]",7,11,12,0.008563936688005924,1.2307606935501099,1.222196756862104
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,compact,other,movie,movie,True,1933,True,True,tail_only,tail_only,[9],[9],7,11,12,0.059336107224226,8.57528305053711,8.515946943312883
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,compact,other,still,still,True,813,True,True,tail_only,tail_only,[10],[10],7,11,12,0.6145536303520203,11.047294616699219,10.432740986347198
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,repeat,source,the,the,False,195,True,True,prefix_only,prefix_only,[3],[3],7,11,12,0.07791242748498917,2.148665189743042,2.070752762258053
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,repeat,source,like,like,True,409,True,True,both_prefix_and_tail,both_prefix_and_tail,"[2, 7]","[2, 7]",7,11,12,0.9129013419151306,1.4172611236572266,0.504359781742096
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,repeat,source,a,a,False,192,False,True,tail_only,both_prefix_and_tail,[8],"[0, 8]",7,11,12,0.8482252955436707,1.0625081062316895,0.2142828106880188
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,repeat,source,still,still,True,813,False,False,tail_only,tail_only,[10],[10],7,11,12,9.799869537353516,8.514769554138184,-1.285099983215332
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,repeat,other,A,a,False,263,True,True,prefix_only,both_prefix_and_tail,[0],"[0, 8]",7,11,12,0.3367064297199249,6.064103126525879,5.727396696805954
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,repeat,other,one,one,False,345,True,True,prefix_only,prefix_only,[4],[4],7,11,12,0.19489391148090363,5.431546211242676,5.236652299761772
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,repeat,other,above,above,False,2345,True,True,prefix_only,prefix_only,[5],[5],7,11,12,1.6146254539489746,11.838607788085938,10.223982334136963
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_031089,repeat,other,is,is,False,262,True,True,prefix_only,prefix_only,[6],[6],7,11,12,0.29793858528137207,4.229950904846191,3.9320123195648193
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,compact,source,ions,ions,True,661,False,False,prefix_only,prefix_only,[2],[2],13,18,31,2.9167237281799316,3.1016180515289307,0.18489432334899902
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,compact,source,oped,oped,True,11266,True,True,prefix_only,prefix_only,[4],[4],13,18,31,0.03355344012379646,10.065011024475098,10.031457584351301
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,compact,source,zy,zy,False,3052,True,True,prefix_only,prefix_only,[9],[9],13,18,31,0.04819832369685173,11.730655670166016,11.682457346469164
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,compact,source,mes,mes,False,5470,True,True,prefix_only,prefix_only,[9],[9],13,18,31,0.08963602781295776,8.129878044128418,8.04024201631546
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,compact,other,En,en,False,3308,False,True,not_in_source,prefix_only,[],"[4, 9]",13,18,31,12.166801452636719,11.487029075622559,-0.6797723770141602
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,compact,other,aries,aries,True,4521,True,True,prefix_only,prefix_only,[5],[5],13,18,31,0.021424641832709312,6.228919506072998,6.207494864240289
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,compact,other,not,not,False,323,True,True,prefix_only,prefix_only,[11],[11],13,18,31,0.011485172435641289,2.5743088722229004,2.562823699787259
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,compact,other,used,used,True,987,True,True,prefix_only,prefix_only,[12],[12],13,18,31,0.2344583421945572,5.435787200927734,5.201328858733177
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,repeat,source,b,b,False,70,True,True,prefix_only,prefix_only,[7],[7],13,18,31,0.013486230745911598,7.589375972747803,7.575889742001891
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,repeat,source,zy,zy,False,3052,True,True,prefix_only,prefix_only,[9],[9],13,18,31,0.046469658613204956,11.730655670166016,11.68418601155281
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,repeat,source,up,up,False,368,False,False,tail_only,tail_only,[13],[13],13,18,31,6.007218360900879,5.46052360534668,-0.5466947555541992
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,repeat,source,doing,doing,False,909,False,False,tail_only,tail_only,[15],[15],13,18,31,2.9256505966186523,2.593998670578003,-0.3316519260406494
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,repeat,other,in,in,False,231,True,True,both_prefix_and_tail,both_prefix_and_tail,"[3, 14]","[3, 14]",13,18,31,0.08797813206911087,2.81256103515625,2.724582903087139
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,repeat,other,cy,cy,False,2294,True,True,prefix_only,prefix_only,[4],[4],13,18,31,0.019324488937854767,11.332332611083984,11.31300812214613
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,repeat,other,oped,oped,True,11266,True,True,prefix_only,prefix_only,[4],[4],13,18,31,0.0271016675978899,11.190587997436523,11.163486329838634
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_026538,repeat,other,that,that,False,253,True,True,prefix_only,prefix_only,[8],[8],13,18,31,0.1948331892490387,3.49983286857605,3.304999679327011
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,compact,source,'s,s,False,249,True,True,prefix_only,prefix_only,[0],[0],10,17,29,0.3046453297138214,0.5158045291900635,0.21115919947624207
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,compact,source,rem,rem,False,695,False,False,prefix_only,prefix_only,[7],[7],10,17,29,5.924155235290527,4.799312591552734,-1.124842643737793
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,compact,source,Y,y,False,336,True,True,tail_only,tail_only,[11],[11],10,17,29,0.01405554823577404,9.249382972717285,9.235327424481511
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,compact,source,ation,ation,True,378,True,True,tail_only,tail_only,[16],[16],10,17,29,0.07534106075763702,8.477018356323242,8.401677295565605
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,compact,other,Y,y,False,336,True,True,tail_only,tail_only,[11],[11],10,17,29,0.07120849937200546,9.040985107421875,8.96977660804987
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,compact,other,ific,ific,True,1287,True,True,prefix_only,prefix_only,[5],[5],10,17,29,0.22962674498558044,10.204360961914062,9.974734216928482
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,compact,other,behavior,behavior,True,7721,False,False,not_in_source,not_in_source,[],[],10,17,29,2.7763118743896484,7.340629577636719,4.56431770324707
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,compact,other,not,not,False,323,True,True,tail_only,tail_only,[16],[16],10,17,29,0.2459104061126709,12.212714195251465,11.966803789138794
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,repeat,source,im,im,False,272,True,True,prefix_only,prefix_only,[0],[0],10,17,29,0.017668824642896652,11.175451278686523,11.157782454043627
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,repeat,source,was,was,False,265,True,True,prefix_only,prefix_only,[3],[3],10,17,29,0.04153341054916382,2.2201991081237793,2.1786656975746155
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,repeat,source,and,and,False,223,True,True,prefix_only,prefix_only,[6],[6],10,17,29,0.0017144280718639493,0.5714496374130249,0.569735209341161
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,repeat,source,musical,musical,True,7353,False,False,tail_only,tail_only,[15],[15],10,17,29,12.04684066772461,6.844656944274902,-5.202183723449707
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,repeat,other,'s,s,False,249,True,True,prefix_only,prefix_only,[0],[0],10,17,29,0.026434319093823433,1.9478764533996582,1.9214421343058348
mlm,scale1p75_chck82,compact:frontier_consolidation_fwcompact_medium_009183,repeat,other,vocal,vocal,True,11616,True,True,prefix_only,prefix_only,[1],[1],10,17,29,0.05826311931014061,8.895295143127441,8.8370320238173
