family,arch,seed,checkpoint,group,contrast,n,gain_delta,gain_delta_sd,gain_delta_se,true_source_nll_delta_a_minus_b,unrelated_source_nll_delta_a_minus_b,excess_true_nll_cost_over_unrelated,excess_true_cost_se
rewrite,RBT,43022,chck_100M,token_overlap,CminusR,3160,0.46647194337241255,1.3357003756316246,0.02376104335830948,-0.7519115758847587,-0.2854396325123461,-0.46647194337241255,0.023761043358309482
rewrite,RBT,43022,chck_60M,token_overlap,VminusC,3160,0.08042538762092591,1.0813681209321984,0.0192366755872276,-0.614744454395922,-0.5343190667749961,-0.08042538762092592,0.019236675587227598
rewrite,RBT,43022,chck_60M,token_overlap,RminusC,3160,0.08406567460373987,1.0907353967444278,0.019403311945788464,-0.4480130983304374,-0.3639474237266975,-0.08406567460373987,0.019403311945788464
rewrite,RBT,43022,chck_60M,token_overlap,VminusR,3160,-0.003640286982813969,0.6784434171463798,0.012068966772096413,-0.16673135606548453,-0.17037164304829852,0.0036402869828139387,0.012068966772096415
rewrite,RBT,43022,chck_60M,token_overlap,RminusV,3160,0.003640286982813969,0.6784434171463798,0.012068966772096413,0.16673135606548453,0.17037164304829852,-0.0036402869828139387,0.012068966772096415
rewrite,RBT,43022,chck_60M,token_overlap,CminusR,3160,-0.08406567460373987,1.0907353967444278,0.019403311945788464,0.4480130983304374,0.3639474237266975,0.08406567460373987,0.019403311945788464
rewrite,RBT,43022,chck_70M,token_overlap,VminusC,3160,0.23040242451655712,1.055073321047442,0.01876891208909703,-0.48171326665184167,-0.25131084213528454,-0.23040242451655718,0.01876891208909702
rewrite,RBT,43022,chck_70M,token_overlap,RminusC,3160,-0.0353318742558926,1.2871355841420689,0.02289711448824016,-0.15811267555514472,-0.1934445498110373,0.035331874255892556,0.02289711448824016
rewrite,RBT,43022,chck_70M,token_overlap,VminusR,3160,0.26573429877244975,1.2182718146238511,0.021672083004240433,-0.3236005910966969,-0.05786629232424726,-0.2657342987724497,0.02167208300424043
rewrite,RBT,43022,chck_70M,token_overlap,RminusV,3160,-0.26573429877244975,1.2182718146238511,0.021672083004240433,0.3236005910966969,0.05786629232424726,0.2657342987724497,0.02167208300424043
rewrite,RBT,43022,chck_70M,token_overlap,CminusR,3160,0.0353318742558926,1.2871355841420689,0.02289711448824016,0.15811267555514472,0.1934445498110373,-0.035331874255892556,0.02289711448824016
rewrite,RBT,43022,chck_80M,token_overlap,VminusC,3160,0.10830954737678358,1.0043693974031511,0.017866929765719533,-0.47473918050527575,-0.36642963312849214,-0.10830954737678362,0.01786692976571953
rewrite,RBT,43022,chck_80M,token_overlap,RminusC,3160,-0.39820630737120594,1.3409786912166084,0.023854940378750408,0.5550657749364648,0.15685946756525884,0.39820630737120594,0.02385494037875041
rewrite,RBT,43022,chck_80M,token_overlap,VminusR,3160,0.5065158547479895,1.2737861988447858,0.022659639580961254,-1.0298049554417406,-0.523289100693751,-0.5065158547479895,0.022659639580961254
rewrite,RBT,43022,chck_80M,token_overlap,RminusV,3160,-0.5065158547479895,1.2737861988447858,0.022659639580961254,1.0298049554417406,0.523289100693751,0.5065158547479895,0.022659639580961254
rewrite,RBT,43022,chck_80M,token_overlap,CminusR,3160,0.39820630737120594,1.3409786912166084,0.023854940378750408,-0.5550657749364648,-0.15685946756525884,-0.39820630737120594,0.02385494037875041
rewrite,RBT,43022,chck_90M,token_overlap,VminusC,3160,0.13602939859221252,1.005508108311827,0.01788718652372249,-0.6610777007062224,-0.5250483021140099,-0.13602939859221258,0.01788718652372249
rewrite,RBT,43022,chck_90M,token_overlap,RminusC,3160,-0.4587790204942981,1.3408964514882655,0.023853477399637293,0.7357421061849292,0.27696308569063116,0.4587790204942981,0.0238534773996373
rewrite,RBT,43022,chck_90M,token_overlap,VminusR,3160,0.5948084190865106,1.2890470242120506,0.02293111748113306,-1.3968198068911517,-0.802011387804641,-0.5948084190865106,0.02293111748113306
rewrite,RBT,43022,chck_90M,token_overlap,RminusV,3160,-0.5948084190865106,1.2890470242120506,0.02293111748113306,1.3968198068911517,0.802011387804641,0.5948084190865106,0.02293111748113306
rewrite,RBT,43022,chck_90M,token_overlap,CminusR,3160,0.4587790204942981,1.3408964514882655,0.023853477399637293,-0.7357421061849292,-0.27696308569063116,-0.4587790204942981,0.0238534773996373
