arch,seed,checkpoint,contrast,pair_id,n_tokens_a,n_tokens_b,gain_delta,true_delta,unrelated_delta,excess_true_cost
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_003130,2,2,-2.8188602328300476,1.3653261065483084,-1.4535341262817383,2.8188602328300467
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_003146,2,2,0.478407084941864,0.3635104298591614,0.8419175148010254,-0.478407084941864
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_003149,2,2,-0.24452972412109353,0.6395940780639648,0.3950643539428711,0.24452972412109375
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_003282,2,2,0.4525308609008789,1.0563478469848633,1.5088787078857422,-0.4525308609008789
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_003288,2,2,-0.8927789926528931,1.9744471311569214,1.0816681385040283,0.8927789926528931
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_003519,2,2,-0.22181749343872068,-1.2788736820220947,-1.5006911754608154,0.2218174934387207
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_003649,2,2,-0.5216399431228638,-0.3768476247787471,-0.8984875679016113,0.5216399431228642
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_003730,1,1,2.2250032424926762,-2.906670570373535,-0.6816673278808594,-2.225003242492676
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_003746,2,2,-0.6798381209373474,0.9455315470695496,0.26569342613220215,0.6798381209373474
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_003906,2,2,3.9071977138519287,-3.078056573867798,0.8291411399841309,-3.9071977138519287
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_003923,2,2,1.0002427101135254,-0.9945094585418701,0.0057332515716552734,-1.0002427101135254
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_004015,2,2,1.2018436789512634,-0.5946947932243338,0.6071488857269278,-1.2018436789512617
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_004110,2,2,3.380479574203491,-3.6463236808776855,-0.26584410667419434,-3.380479574203491
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_004174,1,1,-1.2425136566162114,-0.2540311813354492,-1.4965448379516602,1.242513656616211
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_004192,2,2,-0.8380525112152104,1.4376356601715088,0.5995831489562988,0.83805251121521
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_004364,2,2,-0.7800889015197754,1.6924724578857422,0.9123835563659668,0.7800889015197754
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_004509,2,2,-1.1608376502990725,-0.37062740325927734,-1.5314650535583496,1.1608376502990723
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_004627,2,2,-3.2430906891822815,-0.1364697813987723,-3.3795604705810547,3.2430906891822824
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_004653,2,2,-0.6127731800079346,0.3400380611419678,-0.2727351188659677,0.6127731800079355
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_004756,2,2,-0.12763750553131104,-1.5276252031326294,-1.6552627086639404,0.12763750553131104
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_004776,1,1,-0.4125714302062989,0.16132068634033203,-0.2512507438659668,0.41257143020629883
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_004779,2,2,0.578150749206543,-1.0941379070281982,-0.5159871578216553,-0.578150749206543
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_004805,2,2,0.1367580294609071,0.05603593587875366,0.19279396533966064,-0.13675802946090698
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_004854,1,1,-3.0454587936401367,3.9312515258789062,0.8857927322387695,3.0454587936401367
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005083,2,2,-1.124873399734497,0.1032571792602539,-1.0216162204742432,1.124873399734497
D,43022,chck_100M,RminusC,compact:frontier_consolidation_fwcompact_expansion_005226,2,2,-3.755332589149475,1.4014395475387573,-2.3538930416107178,3.755332589149475
