family,arch,seed,group,contrast,checkpoint_set,n_checkpoints,checkpoints,n_items_per_checkpoint_min,mean_gain_delta,sd_across_checkpoints_gain_delta,se_across_checkpoints_gain_delta,checkpoint_values_gain_delta,mean_normalized_gain_delta,sd_across_checkpoints_normalized_gain_delta,se_across_checkpoints_normalized_gain_delta,checkpoint_values_normalized_gain_delta,mean_unrepeated_control_nll_delta_a_minus_b,sd_across_checkpoints_unrepeated_control_nll_delta_a_minus_b,se_across_checkpoints_unrepeated_control_nll_delta_a_minus_b,checkpoint_values_unrepeated_control_nll_delta_a_minus_b,mean_repeated_nll_delta_a_minus_b,sd_across_checkpoints_repeated_nll_delta_a_minus_b,se_across_checkpoints_repeated_nll_delta_a_minus_b,checkpoint_values_repeated_nll_delta_a_minus_b
copy,RBT,43022,ALL,VminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,2000,0.14858863105329997,0.05555069438760971,0.032072208358357106,chck_100M:0.186186;chck_80M:0.084782;chck_90M:0.174798,0.04631484796967222,0.012812471196189704,0.007397283694104452,chck_100M:0.0550364;chck_80M:0.0316047;chck_90M:0.0523034,-1.3037946831717466,0.09771034439695327,0.056413093640192015,chck_100M:-1.37405;chck_80M:-1.19221;chck_90M:-1.34512,-1.4523833142250464,0.15322377072914578,0.08846378527672183,chck_100M:-1.56023;chck_80M:-1.27699;chck_90M:-1.51992
copy,RBT,43022,span_1,CminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.18046985976250532,0.04349037510913085,0.025109179776414497,chck_100M:0.20993;chck_80M:0.130519;chck_90M:0.20096,0.054793910516980904,0.0098364081417699,0.005679052888509878,chck_100M:0.0614202;chck_80M:0.0434918;chck_90M:0.0594698,-1.3760229352576812,0.05001115657470799,0.028873954710892182,chck_100M:-1.41091;chck_80M:-1.31873;chck_90M:-1.39843,-1.5564927950201868,0.09349602256846963,0.05397995379806527,chck_100M:-1.62084;chck_80M:-1.44925;chck_90M:-1.59939
copy,RBT,43022,span_1,RminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.18046985976250532,0.04349037510913085,0.025109179776414497,chck_100M:-0.20993;chck_80M:-0.130519;chck_90M:-0.20096,-0.054793910516980904,0.0098364081417699,0.005679052888509878,chck_100M:-0.0614202;chck_80M:-0.0434918;chck_90M:-0.0594698,1.3760229352576812,0.05001115657470799,0.028873954710892182,chck_100M:1.41091;chck_80M:1.31873;chck_90M:1.39843,1.5564927950201868,0.09349602256846963,0.05397995379806527,chck_100M:1.62084;chck_80M:1.44925;chck_90M:1.59939
copy,RBT,43022,span_1,RminusV,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.17441129253835727,0.05378861379957662,0.031054870656522383,chck_100M:-0.210671;chck_80M:-0.112611;chck_90M:-0.199952,-0.04988371031128464,0.012522506863871108,0.0072298727087849205,chck_100M:-0.0583195;chck_80M:-0.0354952;chck_90M:-0.0558364,1.210158634301896,0.09270893516667716,0.05352552867476463,chck_100M:1.27389;chck_80M:1.1038;chck_90M:1.25279,1.3845699268402532,0.14649410225299492,0.08457840937045918,chck_100M:1.48456;chck_80M:1.21641;chck_90M:1.45274
copy,RBT,43022,span_1,VminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.00605856722414804,0.010299634752510351,0.005946496896916676,chck_100M:0.000740941;chck_80M:-0.0179086;chck_90M:-0.00100803,-0.0049102002056962595,0.002686098723861259,0.0015508198212912084,chck_100M:-0.00310062;chck_80M:-0.00799655;chck_90M:-0.00363343,0.16586430095578544,0.04270439459091745,0.024655393712646186,chck_100M:0.137024;chck_80M:0.214923;chck_90M:0.145646,0.1719228681799335,0.05300295285328412,0.030601269097688632,chck_100M:0.136283;chck_80M:0.232832;chck_90M:0.146654
copy,RBT,43022,span_1,VminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.17441129253835727,0.05378861379957662,0.031054870656522383,chck_100M:0.210671;chck_80M:0.112611;chck_90M:0.199952,0.04988371031128464,0.012522506863871108,0.0072298727087849205,chck_100M:0.0583195;chck_80M:0.0354952;chck_90M:0.0558364,-1.210158634301896,0.09270893516667716,0.05352552867476463,chck_100M:-1.27389;chck_80M:-1.1038;chck_90M:-1.25279,-1.3845699268402532,0.14649410225299492,0.08457840937045918,chck_100M:-1.48456;chck_80M:-1.21641;chck_90M:-1.45274
copy,RBT,43022,span_4,CminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.1533452365488435,0.04979934382164948,0.028751664560896055,chck_100M:0.186055;chck_80M:0.0960327;chck_90M:0.177948,0.05378858510887261,0.010945732941160689,0.006319521860056878,chck_100M:0.0610232;chck_80M:0.0411961;chck_90M:0.0591464,-1.5965204639515918,0.05062518691521438,0.029228465293274143,chck_100M:-1.63589;chck_80M:-1.53941;chck_90M:-1.61426,-1.7498657005004352,0.10020009167678275,0.0578505499024157,chck_100M:-1.82194;chck_80M:-1.63544;chck_90M:-1.79221
copy,RBT,43022,span_4,RminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.1533452365488435,0.04979934382164948,0.028751664560896055,chck_100M:-0.186055;chck_80M:-0.0960327;chck_90M:-0.177948,-0.05378858510887261,0.010945732941160689,0.006319521860056878,chck_100M:-0.0610232;chck_80M:-0.0411961;chck_90M:-0.0591464,1.5965204639515918,0.05062518691521438,0.029228465293274143,chck_100M:1.63589;chck_80M:1.53941;chck_90M:1.61426,1.7498657005004352,0.10020009167678275,0.0578505499024157,chck_100M:1.82194;chck_80M:1.63544;chck_90M:1.79221
copy,RBT,43022,span_4,RminusV,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.12276596956824264,0.057313203337637,0.03308979337510448,chck_100M:-0.1617;chck_80M:-0.0569534;chck_90M:-0.149644,-0.042849224261204466,0.0130858567117795,0.007555122895122766,chck_100M:-0.0518496;chck_80M:-0.0278379;chck_90M:-0.0488602,1.3974307320415973,0.10281674093756635,0.05936127305750395,chck_100M:1.47421;chck_80M:1.28062;chck_90M:1.43746,1.5201967016098399,0.16002836677701124,0.09239242063668361,chck_100M:1.63591;chck_80M:1.33757;chck_90M:1.58711
copy,RBT,43022,span_4,VminusC,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,-0.030579266980600855,0.007621405316558039,0.004400220411118029,chck_100M:-0.0243549;chck_80M:-0.0390793;chck_90M:-0.0283036,-0.01093936084766814,0.0021673898786868646,0.0012513431298987318,chck_100M:-0.00917363;chck_80M:-0.0133582;chck_90M:-0.0102863,0.19908973190999435,0.05225454879426959,0.030169177812753984,chck_100M:0.161676;chck_80M:0.258793;chck_90M:0.1768,0.2296689988905952,0.05983061018654352,0.03454321889698047,chck_100M:0.186031;chck_80M:0.297872;chck_90M:0.205104
copy,RBT,43022,span_4,VminusR,all_late80_100,3,chck_100M;chck_80M;chck_90M,1000,0.12276596956824264,0.057313203337637,0.03308979337510448,chck_100M:0.1617;chck_80M:0.0569534;chck_90M:0.149644,0.042849224261204466,0.0130858567117795,0.007555122895122766,chck_100M:0.0518496;chck_80M:0.0278379;chck_90M:0.0488602,-1.3974307320415973,0.10281674093756635,0.05936127305750395,chck_100M:-1.47421;chck_80M:-1.28062;chck_90M:-1.43746,-1.5201967016098399,0.16002836677701124,0.09239242063668361,chck_100M:-1.63591;chck_80M:-1.33757;chck_90M:-1.58711
