arch,seed,checkpoint,contrast,excess_n_pairs,excess_mean,excess_median,excess_sd,excess_se,excess_q10,excess_q25,excess_q75,excess_q90,excess_frac_positive,excess_frac_negative,gain_n_pairs,gain_mean,gain_median,gain_sd,gain_se,gain_q10,gain_q25,gain_q75,gain_q90,gain_frac_positive,gain_frac_negative,true_n_pairs,true_mean,true_median,true_sd,true_se,true_q10,true_q25,true_q75,true_q90,true_frac_positive,true_frac_negative,unrelated_n_pairs,unrelated_mean,unrelated_median,unrelated_sd,unrelated_se,unrelated_q10,unrelated_q25,unrelated_q75,unrelated_q90,unrelated_frac_positive,unrelated_frac_negative
D,43122,chck_100M,VminusC,1465,-0.9076137768284261,-0.8087410926818848,1.8790381482501233,0.04909268494461432,-3.2894770622253415,-2.023752212524414,0.27591441571712505,1.2884544104337698,0.3051194539249147,0.6948805460750853,1465,0.9076137768284261,0.808741092681885,1.8790381482501233,0.04909268494461432,-1.288454410433769,-0.27591441571712405,2.023752212524414,3.2894770622253438,0.6948805460750853,0.3051194539249147,1465,-1.360956779561155,-1.2248640060424787,1.9229550356686158,0.05024007938138611,-3.7881549239158625,-2.546314835548401,-0.1000969409942627,0.8860550537705423,0.23276450511945393,0.7672354948805461,1465,-0.4533430027327287,-0.3653440475463867,1.404872559620272,0.03670439901446391,-2.1498961448669434,-1.3362947702407837,0.4177229404449463,1.233572912216187,0.38293515358361774,0.6170648464163823
D,43122,chck_100M,VminusR,1465,-1.9919860766482231,-1.6633291244506836,2.450484274239308,0.06402257056302653,-5.03789438009262,-3.2574798464775085,-0.35026167519390605,0.5484159231185916,0.18088737201365188,0.8191126279863481,1465,1.9919860766482231,1.6633291244506836,2.450484274239308,0.06402257056302653,-0.5484159231185913,0.35026167519390583,3.2574798464775094,5.037894380092622,0.8191126279863481,0.18088737201365188,1465,-2.124596190159511,-1.779171347618103,2.3374535163531065,0.06106947278205501,-5.063137197494507,-3.3537774085998535,-0.5635197162628174,0.29012575149536374,0.13993174061433447,0.8600682593856656,1465,-0.13261011351128793,-0.06577754020690918,1.3295098379958925,0.03473543507793086,-1.6932071208953856,-0.8880424499511719,0.6845159530639648,1.4016491889953617,0.47440273037542663,0.5255972696245734
D,43122,chck_80M,RminusC,1465,0.9989896987610951,0.8546857833862305,2.0200757442704558,0.05277750330406059,-1.3523449897766118,-0.27926301956176847,2.0612525939941415,3.4570143699646,0.7003412969283277,0.29965870307167236,1465,-0.9989896987610951,-0.8546857833862305,2.0200757442704553,0.05277750330406058,-3.4570143699646,-2.0612525939941406,0.2792630195617676,1.3523449897766122,0.29965870307167236,0.7003412969283277,1465,0.621059062728919,0.4731144905090332,1.901666428853259,0.04968388265474202,-1.564148163795471,-0.5930137634277344,1.5832504034042358,2.946552538871766,0.6156996587030716,0.3843003412969283,1465,-0.37793063603217614,-0.3708906173706046,1.3665002648695217,0.03570186536257676,-1.9889551401138306,-1.218348741531372,0.5031954050064087,1.23533730506897,0.39044368600682594,0.6095563139931741
D,43122,chck_80M,VminusC,1465,-0.8628858888931826,-0.789690375328064,1.8884999540593976,0.0493398887877265,-3.242530632019043,-2.006606340408325,0.34438085556030273,1.3393111318349837,0.3310580204778157,0.6689419795221843,1465,0.8628858888931826,0.789690375328064,1.8884999540593976,0.0493398887877265,-1.3393111318349837,-0.34438085556030296,2.006606340408325,3.2425306320190432,0.6689419795221843,0.3310580204778157,1465,-1.3386848630358181,-1.19386687874794,1.950299609375203,0.05095449731013993,-3.820481777191162,-2.4955334663391113,-0.1094481348991394,0.8698831081390387,0.23139931740614333,0.7686006825938566,1465,-0.47579897414263556,-0.37233567237854004,1.4214407038807215,0.03713726658932003,-2.279140758514404,-1.3502800464630127,0.43444633483886896,1.217627334594727,0.3822525597269625,0.6177474402730375
D,43122,chck_80M,VminusR,1465,-1.8618755876542779,-1.580740213394165,2.387955075602895,0.06238890162908001,-4.9661025404930115,-3.105698585510254,-0.2532329559326172,0.720629549026491,0.19726962457337885,0.8027303754266212,1465,1.8618755876542779,1.5807402133941653,2.387955075602895,0.06238890162908001,-0.720629549026489,0.2532329559326172,3.105698585510254,4.966102540493012,0.8027303754266212,0.19726962457337885,1465,-1.959743925764737,-1.6381611824035645,2.2966040113523474,0.06000221830347336,-4.856464099884033,-3.159216880798339,-0.4792752265930176,0.4076578140258789,0.16655290102389078,0.8334470989761092,1465,-0.09786833811045939,-0.03245735168457031,1.323040609800391,0.034566416805506574,-1.674647569656372,-0.8438050150871277,0.6940240859985352,1.447838449478151,0.4880546075085324,0.5119453924914675
D,43122,chck_90M,RminusC,1465,1.0817473037901044,0.8812716007232666,2.1131874404480553,0.05521018577480363,-1.2604326725006103,-0.267059326171875,2.190712571144104,3.684871488809587,0.7030716723549488,0.29692832764505117,1465,-1.0817473037901044,-0.8812716007232666,2.1131874404480553,0.05521018577480363,-3.6848714888095855,-2.190712571144104,0.267059326171875,1.2604326725006108,0.29692832764505117,0.7030716723549488,1465,0.741563207386443,0.5482094287872314,1.9745761194708173,0.05158875748351034,-1.5197517871856683,-0.5395915508270264,1.7821192741394034,3.1254702568054222,0.6368600682593857,0.3631399317406143,1465,-0.34018409640366154,-0.3515195846557617,1.3768024852350944,0.03597102629425239,-1.9812065601348876,-1.223926067352295,0.5179872512817383,1.3211703777313235,0.3918088737201365,0.6081911262798635
D,43122,chck_90M,VminusC,1465,-0.8966555011450749,-0.8059570789337167,1.8790277894290561,0.049092414304904575,-3.2836156845092774,-2.020238995552063,0.29599666595458984,1.2751307487487795,0.3078498293515358,0.6921501706484642,1465,0.8966555011450749,0.8059570789337158,1.8790277894290561,0.049092414304904575,-1.275130748748779,-0.29599666595458984,2.020238995552063,3.28361568450928,0.6921501706484642,0.3078498293515358,1465,-1.3554883087926415,-1.2153944969177246,1.9199078601285022,0.050160467358127805,-3.7937750816345215,-2.54439640045166,-0.09952545166015625,0.9706755161285404,0.23208191126279865,0.7679180887372014,1465,-0.45883280764756657,-0.39098072052001953,1.4213006312009755,0.037133606980842934,-2.161136770248413,-1.3418444395065308,0.43262338638305664,1.259705257415773,0.3774744027303754,0.6225255972696245
D,43122,chck_90M,VminusR,1465,-1.9784028049351794,-1.6736016273498535,2.44651119221937,0.06391876784670299,-5.045741134881974,-3.2246170043945312,-0.3606572151184082,0.5953710079193117,0.18361774744027304,0.816382252559727,1465,1.9784028049351794,1.6736016273498535,2.4465111922193694,0.06391876784670297,-0.5953710079193115,0.3606572151184082,3.2246170043945312,5.045741134881982,0.816382252559727,0.18361774744027304,1465,-2.0970515161790844,-1.7278677225112915,2.3358141307217366,0.06102664137792491,-5.0960633039474486,-3.307290554046631,-0.5690856650471687,0.3153647899627715,0.14197952218430035,0.8580204778156997,1465,-0.118648711243905,-0.06776976585388184,1.3308788174579769,0.03477120171603256,-1.673517465591431,-0.8771092295646667,0.6899104118347168,1.3867003917694092,0.4757679180887372,0.5242320819112628
RBT,43022,chck_100M,RminusC,1465,0.473893127587875,0.3515028953552246,0.9157375512397141,0.02392501458090658,-0.5531916618347168,-0.1374363899230957,0.9669961929321307,1.6560264587402347,0.6853242320819113,0.3146757679180887,1465,-0.473893127587875,-0.35150289535522466,0.9157375512397141,0.02392501458090658,-1.6560264587402345,-0.9669961929321289,0.1374363899230957,0.5531916618347176,0.3146757679180887,0.6853242320819113,1465,0.7980867096690187,0.8196029663085938,1.3560534398284392,0.03542892641724934,-0.9264482975006103,-0.10795402526855469,1.6765947341918945,2.5503650426864644,0.7303754266211604,0.2696245733788396,1465,0.3241935820811438,0.3197054862976074,1.3645628225160364,0.0356512467803268,-1.4518592834472668,-0.5835766792297363,1.231379508972168,2.0884863853454596,0.6102389078498294,0.38976109215017063
RBT,43022,chck_100M,VminusC,1465,-0.1033401054428706,-0.0914764404296875,0.6841602785705128,0.017874711611768124,-0.9679252624511718,-0.49262142181396484,0.34502530097961426,0.6979391098022463,0.43617747440273036,0.5638225255972696,1465,0.1033401054428706,0.09147644042968761,0.6841602785705128,0.017874711611768124,-0.697939109802246,-0.34502530097961426,0.49262142181396484,0.9679252624511723,0.5638225255972696,0.43617747440273036,1465,-0.5896755954918194,-0.521979808807373,1.0894789168315755,0.02846426788493952,-2.009812116622925,-1.2493762969970712,0.13375329971313477,0.7386468410491949,0.2880546075085324,0.7119453924914676,1465,-0.4863354900489488,-0.4458768367767334,1.0405955516648808,0.027187116781117633,-1.8126983642578125,-1.1217155456542978,0.17682099342346191,0.8119043827056903,0.3174061433447099,0.6825938566552902
RBT,43022,chck_100M,VminusR,1465,-0.5772332330307456,-0.42241954803466797,0.9442138466083188,0.024669000432509736,-1.9583714723587036,-1.040149211883545,0.06983590126037598,0.4712864875793459,0.2860068259385666,0.7139931740614335,1465,0.5772332330307456,0.42241954803466797,0.9442138466083185,0.02466900043250973,-0.4712864875793457,-0.06983590126037598,1.040149211883545,1.9583714723587038,0.7139931740614335,0.2860068259385666,1465,-1.387762305160838,-1.40608549118042,1.2042047086479688,0.03146165096516525,-2.817912983894348,-2.1959571838378906,-0.619084358215332,0.16818809509277513,0.13378839590443686,0.8662116040955632,1465,-0.8105290721300926,-0.8210365772247314,1.2200263079232672,0.03187501393454695,-2.2965823650360107,-1.63429641723633,0.025089502334594727,0.7452921867370617,0.2621160409556314,0.7378839590443687
RBT,43022,chck_60M,RminusC,1465,0.17706137769458236,0.07286643981933594,0.840275415264481,0.021953453295612955,-0.7601645946502685,-0.37712907791137695,0.6012072563171387,1.2606359004974366,0.5440273037542662,0.4559726962457338,1465,-0.17706137769458236,-0.07286643981933594,0.8402754152644811,0.02195345329561296,-1.2606359004974366,-0.6012072563171387,0.37712907791137695,0.760164594650269,0.4559726962457338,0.5440273037542662,1465,-0.05680048831900639,-0.0647273063659668,1.0915612582098733,0.0285186721711575,-1.4128691673278815,-0.7595701217651367,0.6409530639648438,1.3209506511688245,0.4750853242320819,0.5249146757679181,1465,-0.23386186601358877,-0.2371683120727539,1.0326667273401295,0.02697996437448943,-1.4761277198791503,-0.8892478942871094,0.4268636703491211,1.02330780029297,0.39795221843003414,0.6020477815699659
RBT,43022,chck_60M,VminusC,1465,0.14983940254706166,0.08667540550231934,0.85489028686652,0.0223352886978016,-0.7997911453247081,-0.38170647621154785,0.602759838104248,1.1675424575805684,0.5488054607508532,0.45119453924914676,1465,-0.14983940254706166,-0.08667540550231931,0.85489028686652,0.0223352886978016,-1.1675424575805664,-0.602759838104248,0.38170647621154785,0.7997911453247073,0.45119453924914676,0.5488054607508532,1465,-0.38294894353521564,-0.34095001220703125,1.1323587221243294,0.02958456699844286,-1.77903470993042,-1.0816388130187997,0.36632442474365234,0.9805041790008545,0.37406143344709897,0.625938566552901,1465,-0.5327883460822773,-0.5415019989013672,1.0662332224073392,0.02785693931433516,-1.8813839912414552,-1.1738567352294922,0.13031959533691406,0.8055294036865236,0.2880546075085324,0.7119453924914676
RBT,43022,chck_60M,VminusR,1465,-0.027221975147520724,-0.024713516235351562,0.47892515604369584,0.012512636754926441,-0.6124492645263672,-0.3488483428955078,0.2840738296508789,0.5778369903564454,0.47713310580204776,0.5228668941979522,1465,0.027221975147520724,0.024713516235351562,0.47892515604369584,0.012512636754926441,-0.5778369903564453,-0.2840738296508789,0.3488483428955078,0.6124492645263683,0.5228668941979522,0.47713310580204776,1465,-0.3261484552162092,-0.29831743240356445,0.6741182327887778,0.017612348130632196,-1.1671695709228516,-0.722801923751831,0.09262275695800781,0.4593313217163088,0.3030716723549488,0.6969283276450512,1465,-0.2989264800686885,-0.2836589813232422,0.6254054626553012,0.016339654077470348,-1.079989242553711,-0.6685466766357422,0.0999746322631836,0.45592203140258813,0.3051194539249147,0.6948805460750853
RBT,43022,chck_70M,RminusC,1465,0.33689317048206263,0.18584656715393066,0.9999089513411988,0.02612411843112773,-0.6968197345733642,-0.29131126403808594,0.7676029205322266,1.628517770767212,0.5986348122866895,0.4013651877133106,1465,-0.33689317048206263,-0.1858465671539306,0.9999089513411988,0.02612411843112773,-1.628517770767212,-0.7676029205322266,0.29131126403808594,0.6968197345733647,0.4013651877133106,0.5986348122866895,1465,0.2337541581827626,0.19667530059814453,1.290137206028954,0.03370676611855225,-1.332699680328369,-0.597772479057312,1.1173806190490723,1.8363816261291515,0.5604095563139931,0.4395904436860068,1465,-0.10313901229930006,-0.1313490867614746,1.2569635389125575,0.03284005439706889,-1.6490032196044928,-0.9327144622802734,0.700718879699707,1.4412608146667483,0.45870307167235497,0.5412969283276451
RBT,43022,chck_70M,VminusC,1465,-0.13877031693279543,-0.1197347640991211,0.7570920444840058,0.019780163190694172,-1.0593846321105957,-0.566169261932373,0.33133840560913086,0.7412770271301272,0.4300341296928328,0.5699658703071673,1465,0.1387703169327954,0.11973476409912104,0.7570920444840058,0.019780163190694172,-0.7412770271301271,-0.3313384056091308,0.5661692619323729,1.0593846321105964,0.5699658703071673,0.4300341296928328,1465,-0.47208186058461055,-0.45169496536254883,1.1992352201821426,0.03133181563860953,-1.9909740447998048,-1.224088191986084,0.34917449951171875,0.9400923728942875,0.35221843003412967,0.6477815699658703,1465,-0.33331154365181515,-0.27827930450439453,1.1358306999857615,0.029675277618365446,-1.7301085472106934,-1.0890216827392578,0.3932037353515625,1.0128069877624515,0.3938566552901024,0.6061433447098976
RBT,43022,chck_70M,VminusR,1465,-0.47566348741485803,-0.30341601371765137,0.9550184766600149,0.024951287569449986,-1.8034277915954589,-1.0217890739440918,0.17601346969604492,0.5547069549560548,0.3310580204778157,0.6689419795221843,1465,0.47566348741485803,0.30341601371765137,0.9550184766600147,0.02495128756944998,-0.5547069549560547,-0.17601346969604492,1.0217890739440916,1.8034277915954624,0.6689419795221843,0.3310580204778157,1465,-0.7058360187673731,-0.6484332084655744,1.0322762832188475,0.026969763437242666,-2.046197271347046,-1.378169298171997,-0.02341747283935547,0.5500718116760259,0.24505119453924915,0.7549488054607508,1465,-0.23017253135251511,-0.20373821258544922,0.9975422097226387,0.026062283762824972,-1.4662710189819337,-0.8619706630706787,0.4007716178894043,0.956106424331666,0.4143344709897611,0.5856655290102389
RBT,43022,chck_80M,RminusC,1465,0.5096181361646782,0.3548140525817871,0.9724585417552012,0.025406935381565385,-0.5403956413269043,-0.1336355209350586,0.9683144092559814,1.8291338920593274,0.6832764505119454,0.3167235494880546,1465,-0.5096181361646782,-0.35481405258178705,0.9724585417552013,0.02540693538156539,-1.829133892059326,-0.9683144092559814,0.1336355209350586,0.5403956413269048,0.3167235494880546,0.6832764505119454,1465,0.7251401118247582,0.7399768829345703,1.30300406434522,0.03404293205650071,-0.9745084762573242,-0.08542370796203613,1.5725302696228027,2.3695561408996597,0.726962457337884,0.27303754266211605,1465,0.21552197566008,0.2376270294189453,1.3151207150020237,0.03435949769612456,-1.4586491584777832,-0.6610822677612305,1.0748896598815918,1.9160718202590954,0.5754266211604095,0.42457337883959045
RBT,43022,chck_80M,VminusC,1465,-0.11167203183873929,-0.08838653564453125,0.7108767795779163,0.018572720200896748,-1.0337429523468018,-0.4859426021575928,0.33933234214782715,0.7161278724670415,0.44573378839590444,0.5542662116040956,1465,0.11167203183873929,0.08838653564453128,0.7108767795779164,0.01857272020089675,-0.716127872467041,-0.33933234214782715,0.4859426021575928,1.0337429523468027,0.5542662116040956,0.44573378839590444,1465,-0.4486443798696629,-0.38816022872924805,1.0645765421219504,0.027813656061475026,-1.8258417129516602,-1.1098270416259766,0.24785327911376864,0.8230400085449219,0.33993174061433445,0.6600682593856655,1465,-0.3369723480309236,-0.281552553176879,1.0027002342250528,0.026197044875615274,-1.6351921558380127,-0.9466342926025391,0.2863473892211914,0.876904106140137,0.36245733788395906,0.6375426621160409
RBT,43022,chck_80M,VminusR,1465,-0.6212901680034175,-0.4171791076660156,1.0160869149903886,0.02654679195333095,-2.146159553527832,-1.1118993759155273,0.08003807067871271,0.44728965759277467,0.29488054607508535,0.7051194539249147,1465,0.6212901680034175,0.41717910766601574,1.0160869149903884,0.026546791953330946,-0.44728965759277345,-0.08003807067871094,1.1118993759155273,2.1461595535278324,0.7051194539249147,0.29488054607508535,1465,-1.1737844916944211,-1.2218401432037354,1.1394409869314703,0.029769601770193017,-2.616857814788818,-1.922318458557129,-0.40680456161499023,0.2857610702514651,0.14948805460750852,0.8505119453924914,1465,-0.5524943236910036,-0.5457773208618164,1.1916594733315944,0.031133887909627306,-2.025975227355957,-1.347182035446167,0.25858545303344727,0.9773720741271976,0.3180887372013652,0.6819112627986348
RBT,43022,chck_90M,RminusC,1465,0.48180589733880536,0.3497486114501953,0.9276336943121165,0.02423581912974098,-0.5424654960632317,-0.13551616668701172,0.984961986541748,1.683441019058228,0.6853242320819113,0.3146757679180887,1465,-0.48180589733880536,-0.3497486114501953,0.9276336943121166,0.024235819129740984,-1.6834410190582276,-0.984961986541748,0.13551616668701172,0.5424654960632325,0.3146757679180887,0.6853242320819113,1465,0.7868981769162233,0.8076519966125488,1.3592420028047234,0.0355122323989648,-0.9555715084075928,-0.14631319046020508,1.6833219528198242,2.553500390052796,0.7283276450511945,0.2716723549488055,1465,0.30509227957741797,0.3137357234954834,1.3690256691349008,0.035767845330079547,-1.43191499710083,-0.6276121139526367,1.2520132064819336,2.0491329669952396,0.595221843003413,0.40477815699658704
RBT,43022,chck_90M,VminusC,1465,-0.10163431348654192,-0.08058834075927734,0.6967751485181828,0.018204293976306584,-0.9822201728820801,-0.49371767044067383,0.3464479446411133,0.7085678100585938,0.4409556313993174,0.5590443686006826,1465,0.10163431348654191,0.0805883407592774,0.6967751485181829,0.018204293976306588,-0.7085678100585937,-0.3464479446411133,0.49371767044067383,0.9822201728820802,0.5590443686006826,0.4409556313993174,1465,-0.5952938218674155,-0.5514934062957764,1.0944029760355676,0.028592916304012506,-1.9861323356628418,-1.250831127166748,0.14134502410888672,0.7176012992858889,0.2907849829351536,0.7092150170648465,1465,-0.49365950838087364,-0.480125427246092,1.0418947929744764,0.02722106140557265,-1.8088743209838867,-1.137169361114502,0.18110036849975497,0.8205924510955812,0.3180887372013652,0.6819112627986348
RBT,43022,chck_90M,VminusR,1465,-0.5834402108253472,-0.4363651275634748,0.9530601580432501,0.02490012356356562,-1.9545952796936035,-1.0435478687286377,0.06721115112304688,0.4519507408142092,0.2860068259385666,0.7139931740614335,1465,0.5834402108253472,0.43636512756347656,0.9530601580432501,0.02490012356356562,-0.451950740814209,-0.06721115112304688,1.0435478687286377,1.9545952796936041,0.7139931740614335,0.2860068259385666,1465,-1.3821919987836389,-1.394321084022522,1.2084160549964669,0.03157167869380503,-2.8352596282958986,-2.167574405670166,-0.6287109851837158,0.18316936492920016,0.1296928327645051,0.8703071672354948,1465,-0.7987517879582916,-0.8059272766113281,1.217856915756634,0.031818335316150075,-2.297453260421753,-1.6150507926940918,0.045928955078125,0.7585094451904304,0.2621160409556314,0.7378839590443687
