family,arch,seed,group,contrast,checkpoint_set,n_checkpoints,checkpoints,n_items_per_checkpoint_min,mean_gain_delta,sd_across_checkpoints_gain_delta,se_across_checkpoints_gain_delta,checkpoint_values_gain_delta,mean_true_source_nll_delta_a_minus_b,sd_across_checkpoints_true_source_nll_delta_a_minus_b,se_across_checkpoints_true_source_nll_delta_a_minus_b,checkpoint_values_true_source_nll_delta_a_minus_b,mean_unrelated_source_nll_delta_a_minus_b,sd_across_checkpoints_unrelated_source_nll_delta_a_minus_b,se_across_checkpoints_unrelated_source_nll_delta_a_minus_b,checkpoint_values_unrelated_source_nll_delta_a_minus_b,mean_excess_true_nll_cost_over_unrelated,sd_across_checkpoints_excess_true_nll_cost_over_unrelated,se_across_checkpoints_excess_true_nll_cost_over_unrelated,checkpoint_values_excess_true_nll_cost_over_unrelated
rewrite,D,43022,token_overlap,CminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,0.26788361477558764,0.011922476974207348,0.006883445290465728,chck_100M:0.256947;chck_80M:0.280593;chck_90M:0.266111,0.09194928021200899,0.028981624269617562,0.016732548573616293,chck_100M:0.0997748;chck_80M:0.0598584;chck_90M:0.116215,0.3598328949875967,0.021109718472632082,0.012187701642691348,chck_100M:0.356722;chck_80M:0.340452;chck_90M:0.382326,-0.26788361477558764,0.011922476974207348,0.006883445290465728,chck_100M:-0.256947;chck_80M:-0.280593;chck_90M:-0.266111
rewrite,D,43022,token_overlap,RminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,-0.26788361477558764,0.011922476974207348,0.006883445290465728,chck_100M:-0.256947;chck_80M:-0.280593;chck_90M:-0.266111,-0.09194928021200899,0.028981624269617562,0.016732548573616293,chck_100M:-0.0997748;chck_80M:-0.0598584;chck_90M:-0.116215,-0.3598328949875967,0.021109718472632082,0.012187701642691348,chck_100M:-0.356722;chck_80M:-0.340452;chck_90M:-0.382326,0.26788361477558764,0.011922476974207348,0.006883445290465728,chck_100M:0.256947;chck_80M:0.280593;chck_90M:0.266111
rewrite,D,43022,token_overlap,RminusV,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,-0.8191129253667405,0.03877963433281581,0.022389432321126463,chck_100M:-0.804079;chck_80M:-0.863159;chck_90M:-0.790101,0.8442640794002766,0.04273608614483523,0.024673690839831657,chck_100M:0.827547;chck_80M:0.892832;chck_90M:0.812414,0.025151154033536124,0.003958606657839728,0.002285502619519612,chck_100M:0.0234683;chck_80M:0.0296732;chck_90M:0.022312,0.8191129253667405,0.03877963433281581,0.022389432321126463,chck_100M:0.804079;chck_80M:0.863159;chck_90M:0.790101
rewrite,D,43022,token_overlap,VminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,0.5512293105911529,0.029501705295308184,0.017032817493799188,chck_100M:0.547132;chck_80M:0.582566;chck_90M:0.52399,-0.9362133596122856,0.014284320721186607,0.008247056413568037,chck_100M:-0.927322;chck_80M:-0.95269;chck_90M:-0.928628,-0.38498404902113276,0.01774894833577373,0.010247360099491723,chck_100M:-0.38019;chck_80M:-0.370125;chck_90M:-0.404638,-0.5512293105911529,0.029501705295308184,0.017032817493799188,chck_100M:-0.547132;chck_80M:-0.582566;chck_90M:-0.52399
rewrite,D,43022,token_overlap,VminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,0.8191129253667405,0.03877963433281581,0.022389432321126463,chck_100M:0.804079;chck_80M:0.863159;chck_90M:0.790101,-0.8442640794002766,0.04273608614483523,0.024673690839831657,chck_100M:-0.827547;chck_80M:-0.892832;chck_90M:-0.812414,-0.025151154033536124,0.003958606657839728,0.002285502619519612,chck_100M:-0.0234683;chck_80M:-0.0296732;chck_90M:-0.022312,-0.8191129253667405,0.03877963433281581,0.022389432321126463,chck_100M:-0.804079;chck_80M:-0.863159;chck_90M:-0.790101
rewrite,D,43122,ALL,CminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,5892,0.6357268306830819,0.02297163765448691,0.013262681183544562,chck_100M:0.640062;chck_80M:0.610896;chck_90M:0.656222,-0.2871528451939374,0.042821809506272915,0.024723183245633544,chck_100M:-0.310814;chck_80M:-0.237721;chck_90M:-0.312923,0.3485739854891445,0.022433566243266465,0.012952025509433196,chck_100M:0.329248;chck_80M:0.373175;chck_90M:0.343299,-0.6357268306830819,0.02297163765448691,0.013262681183544562,chck_100M:-0.640062;chck_80M:-0.610896;chck_90M:-0.656222
rewrite,D,43122,ALL,RminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,5892,-0.6357268306830819,0.02297163765448691,0.013262681183544562,chck_100M:-0.640062;chck_80M:-0.610896;chck_90M:-0.656222,0.2871528451939374,0.042821809506272915,0.024723183245633544,chck_100M:0.310814;chck_80M:0.237721;chck_90M:0.312923,-0.3485739854891445,0.022433566243266465,0.012952025509433196,chck_100M:-0.329248;chck_80M:-0.373175;chck_90M:-0.343299,0.6357268306830819,0.02297163765448691,0.013262681183544562,chck_100M:0.640062;chck_80M:0.610896;chck_90M:0.656222
rewrite,D,43122,ALL,RminusV,D_late80_100,3,chck_100M;chck_80M;chck_90M,5892,-1.4031830552139504,0.040627674629693786,0.02345639888400224,chck_100M:-1.41675;chck_80M:-1.35751;chck_90M:-1.43529,1.4391891024629881,0.04776866793256247,0.02757925328969479,chck_100M:1.46814;chck_80M:1.38405;chck_90M:1.46537,0.03600604724903801,0.013440115859420764,0.0077596545093763375,chck_100M:0.0513904;chck_80M:0.0265455;chck_90M:0.0300822,1.4031830552139504,0.040627674629693786,0.02345639888400224,chck_100M:1.41675;chck_80M:1.35751;chck_90M:1.43529
rewrite,D,43122,ALL,VminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,5892,0.7674562245308684,0.018091082907784165,0.010444891586741027,chck_100M:0.776686;chck_80M:0.746612;chck_90M:0.77907,-1.152036257269051,0.00550802616510628,0.003180060389127613,chck_100M:-1.15732;chck_80M:-1.14633;chck_90M:-1.15245,-0.3845800327381825,0.013604727070182796,0.007854692836221427,chck_100M:-0.380638;chck_80M:-0.39972;chck_90M:-0.373381,-0.7674562245308684,0.018091082907784165,0.010444891586741027,chck_100M:-0.776686;chck_80M:-0.746612;chck_90M:-0.77907
rewrite,D,43122,ALL,VminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,5892,1.4031830552139504,0.040627674629693786,0.02345639888400224,chck_100M:1.41675;chck_80M:1.35751;chck_90M:1.43529,-1.4391891024629881,0.04776866793256247,0.02757925328969479,chck_100M:-1.46814;chck_80M:-1.38405;chck_90M:-1.46537,-0.03600604724903801,0.013440115859420764,0.0077596545093763375,chck_100M:-0.0513904;chck_80M:-0.0265455;chck_90M:-0.0300822,-1.4031830552139504,0.040627674629693786,0.02345639888400224,chck_100M:-1.41675;chck_80M:-1.35751;chck_90M:-1.43529
rewrite,D,43122,token_nonoverlap,CminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,2732,1.0433110410895625,0.05067368740913619,0.02925646706649573,chck_100M:1.07364;chck_80M:0.984811;chck_90M:1.07148,-0.6931114426860381,0.08008121781354735,0.04623491266168462,chck_100M:-0.749774;chck_80M:-0.601495;chck_90M:-0.728066,0.3501995984035244,0.03030048471460861,0.017493993006555422,chck_100M:0.323865;chck_80M:0.383316;chck_90M:0.343417,-1.0433110410895625,0.05067368740913619,0.02925646706649573,chck_100M:-1.07364;chck_80M:-0.984811;chck_90M:-1.07148
rewrite,D,43122,token_nonoverlap,RminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,2732,-1.0433110410895625,0.05067368740913619,0.02925646706649573,chck_100M:-1.07364;chck_80M:-0.984811;chck_90M:-1.07148,0.6931114426860381,0.08008121781354735,0.04623491266168462,chck_100M:0.749774;chck_80M:0.601495;chck_90M:0.728066,-0.3501995984035244,0.03030048471460861,0.017493993006555422,chck_100M:-0.323865;chck_80M:-0.383316;chck_90M:-0.343417,1.0433110410895625,0.05067368740913619,0.02925646706649573,chck_100M:1.07364;chck_80M:0.984811;chck_90M:1.07148
rewrite,D,43122,token_nonoverlap,RminusV,D_late80_100,3,chck_100M;chck_80M;chck_90M,2732,-1.9370997941274066,0.07326448371098428,0.04229926939257573,chck_100M:-1.98548;chck_80M:-1.85281;chck_90M:-1.97301,2.0474916207139358,0.09209060350266224,0.05316853472209714,chck_100M:2.11372;chck_80M:1.94233;chck_90M:2.08643,0.1103918265865292,0.019536868608550178,0.011279616350268796,chck_100M:0.128243;chck_80M:0.0895208;chck_90M:0.113412,1.9370997941274066,0.07326448371098428,0.04229926939257573,chck_100M:1.98548;chck_80M:1.85281;chck_90M:1.97301
rewrite,D,43122,token_nonoverlap,VminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,2732,0.893788753037844,0.022923536818163517,0.013234910152745005,chck_100M:0.911838;chck_80M:0.867996;chck_90M:0.901532,-1.354380178027898,0.012059390022700454,0.006962492075868795,chck_100M:-1.36395;chck_80M:-1.34083;chck_90M:-1.35836,-0.46059142499005357,0.01086475758626122,0.006272770717107944,chck_100M:-0.452108;chck_80M:-0.472837;chck_90M:-0.456829,-0.893788753037844,0.022923536818163517,0.013234910152745005,chck_100M:-0.911838;chck_80M:-0.867996;chck_90M:-0.901532
rewrite,D,43122,token_nonoverlap,VminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,2732,1.9370997941274066,0.07326448371098428,0.04229926939257573,chck_100M:1.98548;chck_80M:1.85281;chck_90M:1.97301,-2.0474916207139358,0.09209060350266224,0.05316853472209714,chck_100M:-2.11372;chck_80M:-1.94233;chck_90M:-2.08643,-0.1103918265865292,0.019536868608550178,0.011279616350268796,chck_100M:-0.128243;chck_80M:-0.0895208;chck_90M:-0.113412,-1.9370997941274066,0.07326448371098428,0.04229926939257573,chck_100M:-1.98548;chck_80M:-1.85281;chck_90M:-1.97301
rewrite,D,43122,token_overlap,CminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,0.28334706396456755,0.016420562581241048,0.009480416226524615,chck_100M:0.265211;chck_80M:0.287626;chck_90M:0.297205,0.06382148656189145,0.015961834553448455,0.009215569476193735,chck_100M:0.068691;chck_80M:0.0767814;chck_90M:0.0459921,0.347168550526459,0.015635662527700288,0.009027253969325907,chck_100M:0.333902;chck_80M:0.364407;chck_90M:0.343197,-0.28334706396456755,0.016420562581241048,0.009480416226524615,chck_100M:-0.265211;chck_80M:-0.287626;chck_90M:-0.297205
rewrite,D,43122,token_overlap,RminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,-0.28334706396456755,0.016420562581241048,0.009480416226524615,chck_100M:-0.265211;chck_80M:-0.287626;chck_90M:-0.297205,-0.06382148656189145,0.015961834553448455,0.009215569476193735,chck_100M:-0.068691;chck_80M:-0.0767814;chck_90M:-0.0459921,-0.347168550526459,0.015635662527700288,0.009027253969325907,chck_100M:-0.333902;chck_80M:-0.364407;chck_90M:-0.343197,0.28334706396456755,0.016420562581241048,0.009480416226524615,chck_100M:0.265211;chck_80M:0.287626;chck_90M:0.297205
rewrite,D,43122,token_overlap,RminusV,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,-0.9415816214444686,0.025047753150406887,0.014461327023982715,chck_100M:-0.925051;chck_80M:-0.929294;chck_90M:-0.9704,0.9132769252915995,0.013817919462191826,0.00797777952113702,chck_100M:0.909998;chck_80M:0.901393;chck_90M:0.928439,-0.028304696152868934,0.013458673229434736,0.0077703686119493555,chck_100M:-0.0150528;chck_80M:-0.0279003;chck_90M:-0.041961,0.9415816214444686,0.025047753150406887,0.014461327023982715,chck_100M:0.925051;chck_80M:0.929294;chck_90M:0.9704
rewrite,D,43122,token_overlap,VminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,0.658234557479901,0.015825008235731387,0.009136572764827561,chck_100M:0.65984;chck_80M:0.641668;chck_90M:0.673196,-0.977098411853491,0.002323982047702396,0.0013417516608328361,chck_100M:-0.978689;chck_80M:-0.978175;chck_90M:-0.974431,-0.31886385437359005,0.017635460914067723,0.010181838106020124,chck_100M:-0.318849;chck_80M:-0.336507;chck_90M:-0.301236,-0.658234557479901,0.015825008235731387,0.009136572764827561,chck_100M:-0.65984;chck_80M:-0.641668;chck_90M:-0.673196
rewrite,D,43122,token_overlap,VminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,0.9415816214444686,0.025047753150406887,0.014461327023982715,chck_100M:0.925051;chck_80M:0.929294;chck_90M:0.9704,-0.9132769252915995,0.013817919462191826,0.00797777952113702,chck_100M:-0.909998;chck_80M:-0.901393;chck_90M:-0.928439,0.028304696152868934,0.013458673229434736,0.0077703686119493555,chck_100M:0.0150528;chck_80M:0.0279003;chck_90M:0.041961,-0.9415816214444686,0.025047753150406887,0.014461327023982715,chck_100M:-0.925051;chck_80M:-0.929294;chck_90M:-0.9704
rewrite,RBT,43022,ALL,CminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,5892,0.4631253086514375,0.01047171540099595,0.006045847705642162,chck_100M:0.469315;chck_80M:0.451035;chck_90M:0.469026,-0.7187973886195499,0.07678527936546999,0.04433200171145472,chck_100M:-0.77013;chck_80M:-0.630524;chck_90M:-0.755739,-0.25567207996811253,0.06635240144609005,0.0383085768362782,chck_100M:-0.300815;chck_80M:-0.179489;chck_90M:-0.286713,-0.4631253086514375,0.01047171540099595,0.006045847705642162,chck_100M:-0.469315;chck_80M:-0.451035;chck_90M:-0.469026
rewrite,RBT,43022,ALL,RminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,5892,-0.4631253086514375,0.01047171540099595,0.006045847705642162,chck_100M:-0.469315;chck_80M:-0.451035;chck_90M:-0.469026,0.7187973886195499,0.07678527936546999,0.04433200171145472,chck_100M:0.77013;chck_80M:0.630524;chck_90M:0.755739,0.25567207996811253,0.06635240144609005,0.0383085768362782,chck_100M:0.300815;chck_80M:0.179489;chck_90M:0.286713,0.4631253086514375,0.01047171540099595,0.006045847705642162,chck_100M:0.469315;chck_80M:0.451035;chck_90M:0.469026
rewrite,RBT,43022,ALL,RminusV,D_late80_100,3,chck_100M;chck_80M;chck_90M,5892,-0.585911517765126,0.01810106027922236,0.010450652024826671,chck_100M:-0.598617;chck_80M:-0.565186;chck_90M:-0.593931,1.305255423321676,0.17766588803350614,0.10257544828195868,chck_100M:1.41995;chck_80M:1.1006;chck_90M:1.39522,0.7193439055565499,0.1596012574800951,0.09214582896913569,chck_100M:0.821331;chck_80M:0.535416;chck_90M:0.801285,0.585911517765126,0.01810106027922236,0.010450652024826671,chck_100M:0.598617;chck_80M:0.565186;chck_90M:0.593931
rewrite,RBT,43022,ALL,VminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,5892,0.1227862091136885,0.007794583973622098,0.004500205155391861,chck_100M:0.129302;chck_80M:0.114151;chck_90M:0.124905,-0.5864580347021259,0.10092015622318591,0.058266279362115474,chck_100M:-0.649818;chck_80M:-0.470079;chck_90M:-0.639477,-0.46367182558843734,0.09335685496726141,0.05389960534604523,chck_100M:-0.520516;chck_80M:-0.355927;chck_90M:-0.514572,-0.1227862091136885,0.00779458397362209,0.004500205155391857,chck_100M:-0.129302;chck_80M:-0.114151;chck_90M:-0.124905
rewrite,RBT,43022,ALL,VminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,5892,0.585911517765126,0.01810106027922236,0.010450652024826671,chck_100M:0.598617;chck_80M:0.565186;chck_90M:0.593931,-1.305255423321676,0.17766588803350614,0.10257544828195868,chck_100M:-1.41995;chck_80M:-1.1006;chck_90M:-1.39522,-0.7193439055565499,0.1596012574800951,0.09214582896913569,chck_100M:-0.821331;chck_80M:-0.535416;chck_90M:-0.801285,-0.585911517765126,0.01810106027922236,0.010450652024826671,chck_100M:-0.598617;chck_80M:-0.565186;chck_90M:-0.593931
rewrite,RBT,43022,token_nonoverlap,CminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,2732,0.4885405049549771,0.02085195963598936,0.01203888450896967,chck_100M:0.472603;chck_80M:0.512139;chck_90M:0.480879,-0.7626243481087999,0.039303533514283825,0.022691905654575246,chck_100M:-0.791202;chck_80M:-0.717803;chck_90M:-0.778869,-0.2740838431538228,0.06014334993361174,0.034723779274136606,chck_100M:-0.318599;chck_80M:-0.205663;chck_90M:-0.29799,-0.4885405049549771,0.02085195963598936,0.01203888450896967,chck_100M:-0.472603;chck_80M:-0.512139;chck_90M:-0.480879
rewrite,RBT,43022,token_nonoverlap,RminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,2732,-0.4885405049549771,0.02085195963598936,0.01203888450896967,chck_100M:-0.472603;chck_80M:-0.512139;chck_90M:-0.480879,0.7626243481087999,0.039303533514283825,0.022691905654575246,chck_100M:0.791202;chck_80M:0.717803;chck_90M:0.778869,0.2740838431538228,0.06014334993361174,0.034723779274136606,chck_100M:0.318599;chck_80M:0.205663;chck_90M:0.29799,0.4885405049549771,0.02085195963598936,0.01203888450896967,chck_100M:0.472603;chck_80M:0.512139;chck_90M:0.480879
rewrite,RBT,43022,token_nonoverlap,RminusV,D_late80_100,3,chck_100M;chck_80M;chck_90M,2732,-0.6039299440382456,0.02546469444852717,0.014702048194688731,chck_100M:-0.585825;chck_80M:-0.633048;chck_90M:-0.592917,1.3252666914074698,0.12369180599289716,0.07141349748655014,chck_100M:1.39995;chck_80M:1.18249;chck_90M:1.39336,0.7213367473692239,0.14902158548253283,0.08603765249340516,chck_100M:0.814123;chck_80M:0.549443;chck_90M:0.800445,0.6039299440382456,0.02546469444852717,0.014702048194688731,chck_100M:0.585825;chck_80M:0.633048;chck_90M:0.592917
rewrite,RBT,43022,token_nonoverlap,VminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,2732,0.11538943908326856,0.004815889966417092,0.002780455368498526,chck_100M:0.113222;chck_80M:0.120908;chck_90M:0.112038,-0.5626423432986698,0.08487985721332048,0.049005408410887574,chck_100M:-0.608746;chck_80M:-0.464688;chck_90M:-0.614493,-0.4472529042154012,0.08967754642200976,0.051775355567012495,chck_100M:-0.495524;chck_80M:-0.34378;chck_90M:-0.502455,-0.11538943908326854,0.004815889966417117,0.00278045536849854,chck_100M:-0.113222;chck_80M:-0.120908;chck_90M:-0.112038
rewrite,RBT,43022,token_nonoverlap,VminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,2732,0.6039299440382456,0.02546469444852717,0.014702048194688731,chck_100M:0.585825;chck_80M:0.633048;chck_90M:0.592917,-1.3252666914074698,0.12369180599289716,0.07141349748655014,chck_100M:-1.39995;chck_80M:-1.18249;chck_90M:-1.39336,-0.7213367473692239,0.14902158548253283,0.08603765249340516,chck_100M:-0.814123;chck_80M:-0.549443;chck_90M:-0.800445,-0.6039299440382456,0.02546469444852717,0.014702048194688731,chck_100M:-0.585825;chck_80M:-0.633048;chck_90M:-0.592917
rewrite,RBT,43022,token_overlap,CminusR,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,0.44115242374597213,0.037390800330540916,0.021587588636053347,chck_100M:0.466472;chck_80M:0.398206;chck_90M:0.458779,-0.6809064856687176,0.1092807224344363,0.06309325451475858,chck_100M:-0.751912;chck_80M:-0.555066;chck_90M:-0.735742,-0.23975406192274537,0.07191382545640553,0.0415194664857115,chck_100M:-0.28544;chck_80M:-0.156859;chck_90M:-0.276963,-0.44115242374597213,0.037390800330540916,0.021587588636053347,chck_100M:-0.466472;chck_80M:-0.398206;chck_90M:-0.458779
rewrite,RBT,43022,token_overlap,RminusC,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,-0.44115242374597213,0.037390800330540916,0.021587588636053347,chck_100M:-0.466472;chck_80M:-0.398206;chck_90M:-0.458779,0.6809064856687176,0.1092807224344363,0.06309325451475858,chck_100M:0.751912;chck_80M:0.555066;chck_90M:0.735742,0.23975406192274537,0.07191382545640553,0.0415194664857115,chck_100M:0.28544;chck_80M:0.156859;chck_90M:0.276963,0.44115242374597213,0.037390800330540916,0.021587588636053347,chck_100M:0.466472;chck_80M:0.398206;chck_90M:0.458779
rewrite,RBT,43022,token_overlap,RminusV,D_late80_100,3,chck_100M;chck_80M;chck_90M,3160,-0.5703335618859605,0.055765483143847897,0.03219621670459012,chck_100M:-0.609676;chck_80M:-0.506516;chck_90M:-0.594808,1.2879545421791478,0.22447568219753034,0.12960109554326904,chck_100M:1.43724;chck_80M:1.0298;chck_90M:1.39682,0.7176209802931873,0.16878054922512806,0.09744549552910058,chck_100M:0.827562;chck_80M:0.523289;chck_90M:0.802011,0.5703335618859605,0.055765483143847897,0.03219621670459012,chck_100M:0.609676;chck_80M:0.506516;chck_90M:0.594808
