column,subtask,n_items,gain_prev_to_best,gain_prev_to_best_per_item,loss_prev_to_best,loss_prev_to_best_per_item,gain_best_to_next,gain_best_to_next_per_item,loss_best_to_next,loss_best_to_next_per_item,transient_gain_best_only_vs_neighbors,transient_gain_best_only_vs_neighbors_per_item,persistent_gain_prev_to_best_through_next,persistent_gain_prev_to_best_through_next_per_item,recovered_loss_best_only_vs_neighbors,recovered_loss_best_only_vs_neighbors_per_item,gain_best_to_final,gain_best_to_final_per_item,loss_best_to_final,loss_best_to_final_per_item,net_prev_to_best,net_best_to_next,net_best_to_final,mean_flip_count_all,frac_any_flip_all
BLiMP,principle_A_domain_3,941,16,0.01700318809776833,28,0.02975557917109458,20,0.021253985122210415,19,0.020191285866099893,8,0.008501594048884165,8,0.008501594048884165,13,0.01381509032943677,20,0.021253985122210415,19,0.020191285866099893,-12,1,1,0.8193411264612115,0.31562167906482463
BLiMP,tough_vs_raising_2,920,18,0.01956521739130435,6,0.006521739130434782,10,0.010869565217391304,10,0.010869565217391304,4,0.004347826086956522,14,0.015217391304347827,3,0.003260869565217391,10,0.010869565217391304,10,0.010869565217391304,12,0,0,0.4032608695652174,0.1358695652173913
BLiMP,wh_questions_object_gap,859,27,0.03143189755529686,15,0.017462165308498253,14,0.01629802095459837,12,0.013969732246798603,9,0.010477299185098952,18,0.020954598370197905,5,0.005820721769499418,14,0.01629802095459837,12,0.013969732246798603,12,2,2,0.7823050058207218,0.30267753201396974
BLiMP,tough_vs_raising_1,948,11,0.011603375527426161,22,0.023206751054852322,2,0.002109704641350211,13,0.013713080168776372,5,0.005274261603375527,6,0.006329113924050633,2,0.002109704641350211,2,0.002109704641350211,13,0.013713080168776372,-11,-11,-11,0.46835443037974683,0.1751054852320675
BLiMP,left_branch_island_echo_question,947,16,0.01689545934530095,6,0.006335797254487857,18,0.01900739176346357,4,0.004223864836325237,3,0.0031678986272439284,13,0.013727560718057022,1,0.0010559662090813093,18,0.01900739176346357,4,0.004223864836325237,10,14,14,0.48996832101372756,0.19535374868004224
BLiMP,passive_2,903,2,0.0022148394241417496,12,0.013289036544850499,12,0.013289036544850499,0,0.0,0,0.0,2,0.0022148394241417496,7,0.007751937984496124,12,0.013289036544850499,0,0.0,-10,12,12,0.29900332225913623,0.13067552602436322
BLiMP,wh_questions_subject_gap,898,14,0.015590200445434299,4,0.004454342984409799,6,0.0066815144766146995,12,0.013363028953229399,6,0.0066815144766146995,8,0.008908685968819599,3,0.0033407572383073497,6,0.0066815144766146995,12,0.013363028953229399,10,-6,-6,0.5902004454342984,0.21269487750556793
BLiMP,existential_there_subject_raising,924,16,0.017316017316017316,7,0.007575757575757576,2,0.0021645021645021645,11,0.011904761904761904,6,0.006493506493506494,10,0.010822510822510822,1,0.0010822510822510823,2,0.0021645021645021645,11,0.011904761904761904,9,-9,-9,0.31926406926406925,0.11147186147186147
BLiMP,wh_questions_subject_gap_long_distance,857,9,0.010501750291715286,0,0.0,2,0.002333722287047841,4,0.004667444574095682,2,0.002333722287047841,7,0.008168028004667444,0,0.0,2,0.002333722287047841,4,0.004667444574095682,9,-2,-2,0.2193698949824971,0.09684947491248541
BLiMP,complex_NP_island,846,15,0.01773049645390071,7,0.008274231678486997,4,0.004728132387706856,20,0.02364066193853428,6,0.0070921985815602835,9,0.010638297872340425,0,0.0,4,0.004728132387706856,20,0.02364066193853428,8,-16,-16,0.5650118203309693,0.22340425531914893
BLiMP,expletive_it_object_raising,759,5,0.006587615283267457,12,0.015810276679841896,6,0.007905138339920948,8,0.010540184453227932,3,0.003952569169960474,2,0.002635046113306983,3,0.003952569169960474,6,0.007905138339920948,8,0.010540184453227932,-7,-2,-2,0.37812911725955206,0.1370223978919631
BLiMP,only_npi_scope,837,16,0.019115890083632018,9,0.010752688172043012,5,0.005973715651135006,8,0.009557945041816009,4,0.0047789725209080045,12,0.014336917562724014,3,0.0035842293906810036,5,0.005973715651135006,8,0.009557945041816009,7,-3,-3,0.6750298685782556,0.2616487455197133
BLiMP,regular_plural_subject_verb_agreement_2,945,4,0.004232804232804233,11,0.01164021164021164,6,0.006349206349206349,10,0.010582010582010581,1,0.0010582010582010583,3,0.0031746031746031746,2,0.0021164021164021165,6,0.006349206349206349,10,0.010582010582010581,-7,-4,-4,0.3566137566137566,0.14603174603174604
BLiMP,superlative_quantifiers_2,986,21,0.02129817444219067,14,0.014198782961460446,16,0.016227180527383367,14,0.014198782961460446,8,0.008113590263691683,13,0.013184584178498986,6,0.006085192697768763,16,0.016227180527383367,14,0.014198782961460446,7,2,2,0.5943204868154158,0.22920892494929007
BLiMP,causative,818,13,0.01589242053789731,7,0.008557457212713936,6,0.007334963325183374,11,0.013447432762836185,8,0.009779951100244499,5,0.006112469437652812,2,0.0024449877750611247,6,0.007334963325183374,11,0.013447432762836185,6,-5,-5,0.4193154034229829,0.16625916870415647
BLiMP,irregular_past_participle_adjectives,961,3,0.003121748178980229,8,0.008324661810613945,8,0.008324661810613945,1,0.001040582726326743,1,0.001040582726326743,2,0.002081165452653486,7,0.007284079084287201,8,0.008324661810613945,1,0.001040582726326743,-5,7,7,0.15192507804370448,0.047866805411030174
BLiMP,matrix_question_npi_licensor_present,929,7,0.007534983853606028,12,0.012917115177610334,3,0.0032292787944025836,19,0.02045209903121636,3,0.0032292787944025836,4,0.004305705059203444,0,0.0,3,0.0032292787944025836,19,0.02045209903121636,-5,-16,-16,0.5855758880516685,0.23681377825618946
BLiMP,passive_1,840,14,0.016666666666666666,9,0.010714285714285714,7,0.008333333333333333,7,0.008333333333333333,6,0.007142857142857143,8,0.009523809523809525,6,0.007142857142857143,7,0.008333333333333333,7,0.008333333333333333,5,0,0,0.30714285714285716,0.13095238095238096
BLiMP,determiner_noun_agreement_1,929,4,0.004305705059203444,8,0.008611410118406888,3,0.0032292787944025836,3,0.0032292787944025836,2,0.002152852529601722,2,0.002152852529601722,3,0.0032292787944025836,3,0.0032292787944025836,3,0.0032292787944025836,-4,0,0,0.25080731969860065,0.09364908503767493
BLiMP,determiner_noun_agreement_with_adjective_1,933,6,0.006430868167202572,2,0.0021436227224008574,2,0.0021436227224008574,2,0.0021436227224008574,1,0.0010718113612004287,5,0.0053590568060021436,0,0.0,2,0.0021436227224008574,2,0.0021436227224008574,4,0,0,0.21436227224008575,0.08681672025723473
BLiMP,ellipsis_n_bar_2,828,1,0.0012077294685990338,5,0.006038647342995169,3,0.0036231884057971015,2,0.0024154589371980675,0,0.0,1,0.0012077294685990338,2,0.0024154589371980675,3,0.0036231884057971015,2,0.0024154589371980675,-4,1,1,0.10748792270531402,0.042270531400966184
BLiMP,inchoative,855,5,0.005847953216374269,9,0.010526315789473684,2,0.0023391812865497076,11,0.012865497076023392,3,0.0035087719298245615,2,0.0023391812865497076,2,0.0023391812865497076,2,0.0023391812865497076,11,0.012865497076023392,-4,-9,-9,0.3321637426900585,0.13216374269005848
BLiMP,anaphor_gender_agreement,971,12,0.012358393408856848,9,0.009268795056642637,7,0.007209062821833162,7,0.007209062821833162,3,0.003089598352214212,9,0.009268795056642637,2,0.0020597322348094747,7,0.007209062821833162,7,0.007209062821833162,3,0,0,0.48712667353244077,0.18846549948506694
BLiMP,coordinate_structure_constraint_complex_left_branch,906,15,0.016556291390728478,18,0.019867549668874173,10,0.011037527593818985,18,0.019867549668874173,8,0.008830022075055188,7,0.00772626931567329,4,0.004415011037527594,10,0.011037527593818985,18,0.019867549668874173,-3,-8,-8,0.6147902869757175,0.23178807947019867
BLiMP,determiner_noun_agreement_irregular_1,681,5,0.007342143906020558,2,0.002936857562408223,3,0.004405286343612335,8,0.011747430249632892,3,0.004405286343612335,2,0.002936857562408223,1,0.0014684287812041115,3,0.004405286343612335,8,0.011747430249632892,3,-5,-5,0.36123348017621143,0.12334801762114538
BLiMP,existential_there_object_raising,812,10,0.012315270935960592,7,0.008620689655172414,4,0.0049261083743842365,9,0.011083743842364532,3,0.003694581280788177,7,0.008620689655172414,3,0.003694581280788177,4,0.0049261083743842365,9,0.011083743842364532,3,-5,-5,0.3805418719211823,0.15147783251231528
BLiMP,existential_there_quantifiers_1,930,0,0.0,3,0.0032258064516129032,1,0.001075268817204301,2,0.002150537634408602,0,0.0,0,0.0,1,0.001075268817204301,1,0.001075268817204301,2,0.002150537634408602,-3,-1,-1,0.08602150537634409,0.02903225806451613
BLiMP,principle_A_domain_2,915,13,0.014207650273224045,10,0.01092896174863388,10,0.01092896174863388,15,0.01639344262295082,4,0.004371584699453552,9,0.009836065573770493,4,0.004371584699453552,10,0.01092896174863388,15,0.01639344262295082,3,-5,-5,0.746448087431694,0.27650273224043714
BLiMP,adjunct_island,928,13,0.014008620689655173,15,0.016163793103448277,12,0.01293103448275862,14,0.015086206896551725,3,0.003232758620689655,10,0.010775862068965518,3,0.003232758620689655,12,0.01293103448275862,14,0.015086206896551725,-2,-2,-2,0.5646551724137931,0.22952586206896552
BLiMP,animate_subject_passive,895,3,0.0033519553072625698,5,0.00558659217877095,3,0.0033519553072625698,3,0.0033519553072625698,1,0.0011173184357541898,2,0.0022346368715083797,2,0.0022346368715083797,3,0.0033519553072625698,3,0.0033519553072625698,-2,0,0,0.3027932960893855,0.11173184357541899
BLiMP,determiner_noun_agreement_2,931,1,0.0010741138560687433,3,0.00322234156820623,4,0.004296455424274973,0,0.0,0,0.0,1,0.0010741138560687433,1,0.0010741138560687433,4,0.004296455424274973,0,0.0,-2,4,4,0.1288936627282492,0.061224489795918366
BLiMP,determiner_noun_agreement_with_adj_2,941,4,0.004250797024442083,2,0.0021253985122210413,3,0.003188097768331562,0,0.0,0,0.0,4,0.004250797024442083,1,0.0010626992561105207,3,0.003188097768331562,0,0.0,2,3,3,0.1381509032943677,0.053134962805526036
BLiMP,determiner_noun_agreement_with_adj_irregular_1,718,2,0.002785515320334262,4,0.005571030640668524,5,0.006963788300835654,0,0.0,0,0.0,2,0.002785515320334262,2,0.002785515320334262,5,0.006963788300835654,0,0.0,-2,5,5,0.22423398328690808,0.0766016713091922
BLiMP,ellipsis_n_bar_1,802,11,0.01371571072319202,9,0.011221945137157107,14,0.017456359102244388,6,0.007481296758104738,2,0.0024937655860349127,9,0.011221945137157107,5,0.006234413965087282,14,0.017456359102244388,6,0.007481296758104738,2,8,8,0.5997506234413965,0.23690773067331672
BLiMP,intransitive,868,10,0.01152073732718894,12,0.013824884792626729,8,0.009216589861751152,8,0.009216589861751152,4,0.004608294930875576,6,0.0069124423963133645,3,0.0034562211981566822,8,0.009216589861751152,8,0.009216589861751152,-2,0,0,0.4043778801843318,0.16013824884792627
BLiMP,irregular_plural_subject_verb_agreement_1,804,8,0.009950248756218905,10,0.012437810945273632,12,0.014925373134328358,6,0.007462686567164179,3,0.0037313432835820895,5,0.006218905472636816,5,0.006218905472636816,12,0.014925373134328358,6,0.007462686567164179,-2,6,6,0.47139303482587064,0.17537313432835822
BLiMP,only_npi_licensor_present,882,13,0.01473922902494331,15,0.017006802721088437,6,0.006802721088435374,23,0.026077097505668934,8,0.009070294784580499,5,0.005668934240362812,2,0.0022675736961451248,6,0.006802721088435374,23,0.026077097505668934,-2,-17,-17,0.7721088435374149,0.3378684807256236
BLiMP,principle_A_c_command,946,18,0.019027484143763214,16,0.016913319238900635,17,0.017970401691331923,8,0.008456659619450317,4,0.004228329809725159,14,0.014799154334038054,5,0.005285412262156448,17,0.017970401691331923,8,0.008456659619450317,2,9,9,0.733615221987315,0.273784355179704
BLiMP,principle_A_case_2,915,12,0.013114754098360656,10,0.01092896174863388,4,0.004371584699453552,13,0.014207650273224045,4,0.004371584699453552,8,0.008743169398907104,2,0.002185792349726776,4,0.004371584699453552,13,0.014207650273224045,2,-9,-9,0.3377049180327869,0.1355191256830601
BLiMP,regular_plural_subject_verb_agreement_1,890,5,0.0056179775280898875,7,0.007865168539325843,8,0.008988764044943821,6,0.006741573033707865,2,0.0022471910112359553,3,0.0033707865168539327,4,0.0044943820224719105,8,0.008988764044943821,6,0.006741573033707865,-2,2,2,0.3471910112359551,0.12808988764044943
BLiMP,sentential_negation_npi_licensor_present,919,2,0.002176278563656148,4,0.004352557127312296,8,0.008705114254624592,0,0.0,0,0.0,2,0.002176278563656148,2,0.002176278563656148,8,0.008705114254624592,0,0.0,-2,8,8,0.11860718171926006,0.046789989118607184
BLiMP,transitive,868,7,0.008064516129032258,5,0.00576036866359447,7,0.008064516129032258,6,0.0069124423963133645,2,0.002304147465437788,5,0.00576036866359447,2,0.002304147465437788,7,0.008064516129032258,6,0.0069124423963133645,2,1,1,0.36981566820276496,0.14861751152073732
BLiMP,animate_subject_trans,923,10,0.010834236186348862,9,0.009750812567713976,9,0.009750812567713976,6,0.0065005417118093175,3,0.0032502708559046588,7,0.007583965330444204,2,0.0021668472372697724,9,0.009750812567713976,6,0.0065005417118093175,1,3,3,0.3423618634886241,0.13867822318526543
BLiMP,determiner_noun_agreement_irregular_2,820,5,0.006097560975609756,6,0.007317073170731708,6,0.007317073170731708,3,0.003658536585365854,0,0.0,5,0.006097560975609756,2,0.0024390243902439024,6,0.007317073170731708,3,0.003658536585365854,-1,3,3,0.18902439024390244,0.07926829268292683
BLiMP,determiner_noun_agreement_with_adj_irregular_2,840,8,0.009523809523809525,7,0.008333333333333333,3,0.0035714285714285713,4,0.004761904761904762,2,0.002380952380952381,6,0.007142857142857143,0,0.0,3,0.0035714285714285713,4,0.004761904761904762,1,-1,-1,0.3107142857142857,0.11428571428571428
BLiMP,distractor_agreement_relational_noun,788,14,0.017766497461928935,13,0.01649746192893401,18,0.02284263959390863,11,0.013959390862944163,5,0.006345177664974619,9,0.011421319796954314,5,0.006345177664974619,18,0.02284263959390863,11,0.013959390862944163,1,7,7,0.7741116751269036,0.3032994923857868
BLiMP,distractor_agreement_relative_clause,871,14,0.016073478760045924,15,0.01722158438576349,14,0.016073478760045924,14,0.016073478760045924,6,0.006888633754305396,8,0.009184845005740528,8,0.009184845005740528,14,0.016073478760045924,14,0.016073478760045924,-1,0,0,0.616532721010333,0.23880597014925373
BLiMP,irregular_plural_subject_verb_agreement_2,892,4,0.004484304932735426,5,0.005605381165919282,6,0.006726457399103139,5,0.005605381165919282,1,0.0011210762331838565,3,0.0033632286995515697,3,0.0033632286995515697,6,0.006726457399103139,5,0.005605381165919282,-1,1,1,0.3295964125560538,0.1367713004484305
BLiMP,left_branch_island_simple_question,951,15,0.015772870662460567,14,0.014721345951629864,20,0.02103049421661409,8,0.008412197686645636,3,0.0031545741324921135,12,0.012618296529968454,9,0.00946372239747634,20,0.02103049421661409,8,0.008412197686645636,1,12,12,0.6498422712933754,0.25236593059936907
BLiMP,coordinate_structure_constraint_object_extraction,949,14,0.014752370916754479,14,0.014752370916754479,12,0.012644889357218124,7,0.007376185458377239,4,0.004214963119072708,10,0.01053740779768177,7,0.007376185458377239,12,0.012644889357218124,7,0.007376185458377239,0,5,5,0.5447839831401475,0.18651211801896733
BLiMP,principle_A_case_1,912,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0
BLiMP,principle_A_domain_1,914,11,0.012035010940919038,11,0.012035010940919038,4,0.00437636761487965,13,0.014223194748358862,5,0.005470459518599562,6,0.006564551422319475,2,0.002188183807439825,4,0.00437636761487965,13,0.014223194748358862,0,-9,-9,0.4890590809628009,0.19584245076586435
COMPS,wugs_dist_in_between,13896,359,0.025834772596430626,145,0.010434657455382844,188,0.013529073114565342,175,0.012593552101324122,93,0.006692573402417962,266,0.019142199194012666,57,0.004101899827288429,188,0.013529073114565342,175,0.012593552101324122,214,13,13,0.7479850316637882,0.29217040875071965
COMPS,wugs_dist_before,13896,157,0.011298215313759356,352,0.025331030512377662,202,0.014536557282671272,172,0.012377662636729994,58,0.004173862982153138,99,0.007124352331606218,103,0.007412204951065054,202,0.014536557282671272,172,0.012377662636729994,-195,30,30,0.7575561312607945,0.2926741508347726
COMPS,base,49340,1094,0.02217267936765302,1080,0.02188893392784759,775,0.015707336846372114,782,0.01584920956627483,311,0.0063032022699635185,783,0.015869477097689502,315,0.006384272395622213,775,0.015707336846372114,782,0.01584920956627483,14,-7,-7,0.841183623834617,0.3262059181191731
COMPS,wugs,13896,248,0.017846862406447898,252,0.018134715025906734,220,0.01583189407023604,251,0.018062751871042025,86,0.006188831318364997,162,0.011658031088082901,86,0.006188831318364997,220,0.01583189407023604,251,0.018062751871042025,-4,-31,-31,0.886873920552677,0.33484455958549225
EWoK,social-relations,1548,23,0.014857881136950904,42,0.027131782945736434,34,0.021963824289405683,24,0.015503875968992248,9,0.005813953488372093,14,0.00904392764857881,15,0.009689922480620155,34,0.021963824289405683,24,0.015503875968992248,-19,10,10,0.8197674418604651,0.33785529715762275
EWoK,quantitative-properties,314,12,0.03821656050955414,3,0.009554140127388535,3,0.009554140127388535,13,0.041401273885350316,5,0.01592356687898089,7,0.022292993630573247,2,0.006369426751592357,3,0.009554140127388535,13,0.041401273885350316,9,-10,-10,0.8726114649681529,0.3471337579617834
EWoK,spatial-relations,490,6,0.012244897959183673,9,0.018367346938775512,13,0.026530612244897958,11,0.022448979591836733,2,0.004081632653061225,4,0.00816326530612245,1,0.0020408163265306124,13,0.026530612244897958,11,0.022448979591836733,-3,2,2,0.7918367346938775,0.2938775510204082
EWoK,material-dynamics,770,20,0.025974025974025976,22,0.02857142857142857,20,0.025974025974025976,15,0.01948051948051948,4,0.005194805194805195,16,0.02077922077922078,9,0.011688311688311689,20,0.025974025974025976,15,0.01948051948051948,-2,5,5,1.0532467532467533,0.37662337662337664
EWoK,physical-interactions,556,16,0.02877697841726619,14,0.025179856115107913,3,0.00539568345323741,12,0.02158273381294964,6,0.01079136690647482,10,0.017985611510791366,1,0.0017985611510791368,3,0.00539568345323741,12,0.02158273381294964,2,-9,-9,0.6906474820143885,0.2841726618705036
EWoK,social-interactions,294,6,0.02040816326530612,4,0.013605442176870748,4,0.013605442176870748,4,0.013605442176870748,2,0.006802721088435374,4,0.013605442176870748,2,0.006802721088435374,4,0.013605442176870748,4,0.013605442176870748,2,0,0,0.6326530612244898,0.25510204081632654
EWoK,agent-properties,2210,38,0.017194570135746608,37,0.0167420814479638,32,0.014479638009049774,23,0.010407239819004524,11,0.004977375565610859,27,0.012217194570135747,15,0.006787330316742082,32,0.014479638009049774,23,0.010407239819004524,1,9,9,0.581447963800905,0.2420814479638009
EWoK,material-properties,170,2,0.011764705882352941,3,0.01764705882352941,1,0.0058823529411764705,1,0.0058823529411764705,0,0.0,2,0.011764705882352941,1,0.0058823529411764705,1,0.0058823529411764705,1,0.0058823529411764705,-1,0,0,0.7235294117647059,0.2647058823529412
EWoK,physical-dynamics,120,2,0.016666666666666666,1,0.008333333333333333,2,0.016666666666666666,1,0.008333333333333333,1,0.008333333333333333,1,0.008333333333333333,0,0.0,2,0.016666666666666666,1,0.008333333333333333,1,1,1,1.1416666666666666,0.35833333333333334
EWoK,physical-relations,818,14,0.017114914425427872,15,0.018337408312958436,6,0.007334963325183374,14,0.017114914425427872,7,0.008557457212713936,7,0.008557457212713936,4,0.004889975550122249,6,0.007334963325183374,14,0.017114914425427872,-1,-8,-8,0.8007334963325183,0.31784841075794623
EWoK,social-properties,328,6,0.018292682926829267,7,0.021341463414634148,4,0.012195121951219513,1,0.003048780487804878,0,0.0,6,0.018292682926829267,1,0.003048780487804878,4,0.012195121951219513,1,0.003048780487804878,-1,3,3,0.8536585365853658,0.3384146341463415
Entity,ambiref_4_ops,434,6,0.013824884792626729,1,0.002304147465437788,3,0.0069124423963133645,6,0.013824884792626729,2,0.004608294930875576,4,0.009216589861751152,0,0.0,3,0.0069124423963133645,6,0.013824884792626729,5,-3,-3,0.4976958525345622,0.17972350230414746
Entity,ambiref_0_ops,508,6,0.011811023622047244,10,0.01968503937007874,6,0.011811023622047244,6,0.011811023622047244,0,0.0,6,0.011811023622047244,2,0.003937007874015748,6,0.011811023622047244,6,0.011811023622047244,-4,0,0,0.7106299212598425,0.25393700787401574
Entity,regular_0_ops,517,4,0.007736943907156673,8,0.015473887814313346,5,0.009671179883945842,4,0.007736943907156673,2,0.0038684719535783366,2,0.0038684719535783366,2,0.0038684719535783366,5,0.009671179883945842,4,0.007736943907156673,-4,1,1,0.6170212765957447,0.23017408123791103
Entity,regular_4_ops,388,5,0.01288659793814433,1,0.002577319587628866,5,0.01288659793814433,5,0.01288659793814433,2,0.005154639175257732,3,0.007731958762886598,1,0.002577319587628866,5,0.01288659793814433,5,0.01288659793814433,4,0,0,0.6134020618556701,0.2268041237113402
Entity,ambiref_1_ops,428,5,0.011682242990654205,2,0.004672897196261682,4,0.009345794392523364,1,0.002336448598130841,1,0.002336448598130841,4,0.009345794392523364,1,0.002336448598130841,4,0.009345794392523364,1,0.002336448598130841,3,3,3,0.37850467289719625,0.14953271028037382
Entity,move_contents_2_ops,399,6,0.015037593984962405,3,0.007518796992481203,1,0.002506265664160401,4,0.010025062656641603,1,0.002506265664160401,5,0.012531328320802004,1,0.002506265664160401,1,0.002506265664160401,4,0.010025062656641603,3,-3,-3,0.44360902255639095,0.17042606516290726
Entity,move_contents_3_ops,406,5,0.012315270935960592,2,0.0049261083743842365,0,0.0,5,0.012315270935960592,2,0.0049261083743842365,3,0.007389162561576354,0,0.0,0,0.0,5,0.012315270935960592,3,-5,-5,0.6182266009852216,0.229064039408867
Entity,regular_1_ops,409,8,0.019559902200488997,5,0.012224938875305624,5,0.012224938875305624,2,0.004889975550122249,1,0.0024449877750611247,7,0.017114914425427872,3,0.007334963325183374,5,0.012224938875305624,2,0.004889975550122249,3,3,3,0.43031784841075793,0.15158924205378974
Entity,ambiref_3_ops,409,7,0.017114914425427872,5,0.012224938875305624,3,0.007334963325183374,5,0.012224938875305624,4,0.009779951100244499,3,0.007334963325183374,0,0.0,3,0.007334963325183374,5,0.012224938875305624,2,-2,-2,0.5207823960880196,0.19559902200489
Entity,ambiref_5_ops,123,3,0.024390243902439025,1,0.008130081300813009,1,0.008130081300813009,1,0.008130081300813009,1,0.008130081300813009,2,0.016260162601626018,0,0.0,1,0.008130081300813009,1,0.008130081300813009,2,0,0,0.4146341463414634,0.15447154471544716
Entity,move_contents_4_ops,353,3,0.0084985835694051,1,0.0028328611898017,3,0.0084985835694051,3,0.0084985835694051,1,0.0028328611898017,2,0.0056657223796034,1,0.0028328611898017,3,0.0084985835694051,3,0.0084985835694051,2,0,0,0.5892351274787535,0.2096317280453258
Entity,move_contents_5_ops,116,2,0.017241379310344827,4,0.034482758620689655,2,0.017241379310344827,3,0.02586206896551724,2,0.017241379310344827,0,0.0,1,0.008620689655172414,2,0.017241379310344827,3,0.02586206896551724,-2,-1,-1,0.6379310344827587,0.2413793103448276
