arm,checkpoint,probe_set,slot_mode,packet_type,condition,grouping,n_packets,mean_full_m_orig_new_minus_source,se_full_m_orig_new_minus_source,mean_full_m_source_minus_orig_new,se_full_m_source_minus_orig_new,mean_content_m_orig_new_minus_source,se_content_m_orig_new_minus_source
view,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-4.916122307243353,0.24271760139400736,4.916122307243353,0.24271760139400736,-5.42185810918181,0.24344482235203502
repeat_split,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.4582855077447026,0.1753989194797253,-0.4582855077447026,0.1753989194797253,0.6307781791810247,0.2061763097495895
repeat_split,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-3.637011258581928,0.2174775234989417,3.637011258581928,0.2174775234989417,-4.1448179644286975,0.2298121490461601
repeat_split,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-3.7676016531010244,0.2124754473722085,3.7676016531010244,0.2124754473722085,-4.357328719949538,0.22116562156799088
repeat_split,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,1125,1.097698432235171,0.09744408182275606,-1.097698432235171,0.09744408182275606,1.3538693091517573,0.10562995529094218
repeat_split,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,1125,-4.045900214944416,0.10393705431571976,4.045900214944416,0.10393705431571976,-4.215564657068662,0.10846641513183591
repeat_split,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,1125,-4.370606817792001,0.10233582858594616,4.370606817792001,0.10233582858594616,-4.601763638552221,0.10496601688745667
repeat_split,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.4582855077447026,0.1753989194797253,-0.4582855077447026,0.1753989194797253,0.6307781791810247,0.2061763097495895
repeat_split,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-3.637011258581928,0.2174775234989417,3.637011258581928,0.2174775234989417,-4.1448179644286975,0.2298121490461601
repeat_split,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-3.7676016531010244,0.2124754473722085,3.7676016531010244,0.2124754473722085,-4.357328719949538,0.22116562156799088
repeat_split,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.9684096847115261,0.23065801289864438,-0.9684096847115261,0.23065801289864438,1.0975158718754168,0.24477583432872776
repeat_split,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-4.11987392553922,0.24403704783956334,4.11987392553922,0.24403704783956334,-4.511951359394499,0.24481926404412624
repeat_split,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-4.355718131772978,0.2434784728315444,4.355718131772978,0.2434784728315444,-4.788780948905821,0.24542952922038397
view_split,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.5359702833761939,0.16137621337200983,-0.5359702833761939,0.16137621337200983,0.6944812085462265,0.19456690270729812
view_split,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-3.653216961248383,0.22014411802549924,3.653216961248383,0.22014411802549924,-4.2025268577137735,0.23474942511325797
view_split,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-3.8403049280288215,0.2157566972959785,3.8403049280288215,0.2157566972959785,-4.465378571080867,0.22671745388303347
view_split,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,1125,1.0911270663833954,0.09610162038972338,-1.0911270663833954,0.09610162038972338,1.3378837417776883,0.10513794083611609
view_split,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,1125,-4.200873701432545,0.10605322347678835,4.200873701432545,0.10605322347678835,-4.383575813745593,0.1109880574322182
view_split,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,1125,-4.560749772923491,0.10287126844751894,4.560749772923491,0.10287126844751894,-4.818373343992518,0.10616110380316095
view_split,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.5359702833761939,0.16137621337200983,-0.5359702833761939,0.16137621337200983,0.6944812085462265,0.19456690270729812
view_split,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-3.653216961248383,0.22014411802549924,3.653216961248383,0.22014411802549924,-4.2025268577137735,0.23474942511325797
view_split,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-3.8403049280288215,0.2157566972959785,3.8403049280288215,0.2157566972959785,-4.465378571080867,0.22671745388303347
view_split,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.9035563674438349,0.2220079456833965,-0.9035563674438349,0.2220079456833965,1.0086052793299944,0.24168528223307495
view_split,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-4.367810982442003,0.23947139642951126,4.367810982442003,0.23947139642951126,-4.809124048258734,0.24517926016890512
view_split,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-4.67179041317601,0.23657628829459815,4.67179041317601,0.23657628829459815,-5.16405863829669,0.24184005989332044
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,0.46027282524910357,0.16897378694283025,-0.46027282524910357,0.16897378694283025,0.6544984341674266,0.20495590381907022
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.811591257369248,0.23090772266418352,3.811591257369248,0.23090772266418352,-4.347805698541683,0.24580100324538767
clean,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.936132690409528,0.22845699623163376,3.936132690409528,0.22845699623163376,-4.523724288034672,0.24058988437980938
clean,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,0.7578712950413601,0.11638998329026037,-0.7578712950413601,0.11638998329026037,0.9805728929976302,0.12718307729800982
clean,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,-4.59587500714711,0.13426957276196033,4.59587500714711,0.13426957276196033,-4.809560348291631,0.13790109604247577
clean,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,-4.901730589090693,0.13304479444911932,4.901730589090693,0.13304479444911932,-5.203490530146362,0.13385824834491944
clean,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,0.9866673210457086,0.17320912380910972,-0.9866673210457086,0.17320912380910972,1.1595075615806096,0.18496387393488423
clean,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,-4.281151750462982,0.1764243785194129,4.281151750462982,0.1764243785194129,-4.549642398084064,0.18332689793367135
clean,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,-4.524388257284185,0.1771648136607654,4.524388257284185,0.1771648136607654,-4.824670958765051,0.18421112391636185
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,0.46027282524910357,0.16897378694283025,-0.46027282524910357,0.16897378694283025,0.6544984341674266,0.20495590381907022
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.811591257369248,0.23090772266418352,3.811591257369248,0.23090772266418352,-4.347805698541683,0.24580100324538767
clean,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.936132690409528,0.22845699623163376,3.936132690409528,0.22845699623163376,-4.523724288034672,0.24058988437980938
clean,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,0.5769708991331921,0.24424552539760314,-0.5769708991331921,0.24424552539760314,0.6327532831865443,0.2676968546311433
clean,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,-4.749648260660859,0.2965601124476224,4.749648260660859,0.2965601124476224,-5.2912184349103875,0.2864145201837507
clean,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,-4.990620090668689,0.29271256794484063,4.990620090668689,0.29271256794484063,-5.567291436421527,0.27999080102983204
clean,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,1.0173098770764732,0.45125315950251405,-1.0173098770764732,0.45125315950251405,1.1735544002606304,0.47539434132361996
clean,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,-4.155207948858804,0.45261158680181474,4.155207948858804,0.45261158680181474,-4.500685039205271,0.48409104070666864
clean,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,-4.302625342031522,0.45240670369677216,4.302625342031522,0.45240670369677216,-4.668144445474238,0.487799544727352
repeat,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,0.4613251411766313,0.1690650754127805,-0.4613251411766313,0.1690650754127805,0.6460569654027374,0.20104707503274982
repeat,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.9481482630457267,0.22332312803689328,3.9481482630457267,0.22332312803689328,-4.530920692307756,0.23601484030194422
repeat,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-4.044333785639264,0.2197403194965162,4.044333785639264,0.2197403194965162,-4.651932272861454,0.23145547125632215
repeat,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,1.020742380365699,0.11489406808879556,-1.020742380365699,0.11489406808879556,1.2314330861728968,0.12624118921897476
repeat,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,-4.5687533532909494,0.13181589334154611,4.5687533532909494,0.13181589334154611,-4.815535641169033,0.13522392929696264
repeat,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,-4.840501473592744,0.12864137381532845,4.840501473592744,0.12864137381532845,-5.147667049336693,0.12960340679663104
repeat,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,1.0458835444739687,0.17214616177348974,-1.0458835444739687,0.17214616177348974,1.2389266638990766,0.1846180475647685
repeat,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,-4.382427545461906,0.17348800812991605,4.382427545461906,0.17348800812991605,-4.65334104539119,0.1813305377727028
repeat,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,-4.554691205742957,0.16993931313398716,4.554691205742957,0.16993931313398716,-4.845833371130073,0.17720863987831556
repeat,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,0.4613251411766313,0.1690650754127805,-0.4613251411766313,0.1690650754127805,0.6460569654027374,0.20104707503274982
repeat,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.9481482630457267,0.22332312803689328,3.9481482630457267,0.22332312803689328,-4.530920692307756,0.23601484030194422
repeat,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-4.044333785639264,0.2197403194965162,4.044333785639264,0.2197403194965162,-4.651932272861454,0.23145547125632215
repeat,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,0.7694140102966179,0.2539450968882268,-0.7694140102966179,0.2539450968882268,0.8366368457616109,0.2727718436490438
repeat,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,-4.803532102899853,0.30655765309532507,4.803532102899853,0.30655765309532507,-5.3263824313659995,0.2986596559205922
repeat,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,-4.946699279243208,0.30474483900595833,4.946699279243208,0.30474483900595833,-5.48173020966869,0.2943569919386993
repeat,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,1.0550684552187841,0.4474805054788328,-1.0550684552187841,0.4474805054788328,1.1459573276016872,0.4684686067948027
repeat,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,-4.4024554719749736,0.4479803174694618,4.4024554719749736,0.4479803174694618,-4.764563258630483,0.46500694980372853
repeat,final,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,69,-4.48904876068371,0.4379904171042886,4.48904876068371,0.4379904171042886,-4.8993521602761465,0.45344921004181377
view,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,0.49616013498871847,0.1624474470846714,-0.49616013498871847,0.1624474470846714,0.6166131430439885,0.1918972259229955
view,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-4.004260749211586,0.22462810174890166,4.004260749211586,0.22462810174890166,-4.62434293209005,0.23484351981465426
view,final,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-4.142773560676794,0.21823145588479878,4.142773560676794,0.21823145588479878,-4.814520972407411,0.22555474891490374
view,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,1.2093933086440476,0.11535876137609966,-1.2093933086440476,0.11535876137609966,1.4399887331989376,0.12631090507663062
view,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,-4.560133568083931,0.13342969377548863,4.560133568083931,0.13342969377548863,-4.792432765966172,0.1377622763013528
view,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,715,-4.9242142501601425,0.12971733333537952,4.9242142501601425,0.12971733333537952,-5.2464275935841735,0.13101999620334615
view,final,extended_nontrain,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,1.1991273800128293,0.17417560481247582,-1.1991273800128293,0.17417560481247582,1.3719345914341519,0.1856172884065143
view,final,extended_nontrain,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,-4.346858249112408,0.1711557636597954,4.346858249112408,0.1711557636597954,-4.621840210911572,0.17876066305432425
view,final,extended_nontrain,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,410,-4.7252218752858,0.16709557294136598,4.7252218752858,0.16709557294136598,-5.041889228730162,0.1734180379788954
view,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,0.49616013498871847,0.1624474470846714,-0.49616013498871847,0.1624474470846714,0.6166131430439885,0.1918972259229955
view,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-4.004260749211586,0.22462810174890166,4.004260749211586,0.22462810174890166,-4.62434293209005,0.23484351981465426
view,final,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-4.142773560676794,0.21823145588479878,4.142773560676794,0.21823145588479878,-4.814520972407411,0.22555474891490374
view,final,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,0.9449941253263644,0.26105964134444853,-0.9449941253263644,0.26105964134444853,1.0407471835526365,0.28355893099418156
view,final,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,-4.801682660773586,0.30904477440685696,4.801682660773586,0.30904477440685696,-5.290120244510559,0.3059951693059305
