key,prompt_id,domain,pair_words,source_words,rewrite_words,length_ratio,content_recall,entity_recall,number_recall,quality_rank_score,reason
sid:21621|doc:2223,frontier_consolidation_fwcompact_medium_021621,no_domain,18,10,8,0.8,1.0,1.0,1.0,1.1546,same_domain:no_domain
sid:57139|doc:13336,frontier_consolidation_fwcompact_medium_057139,no_domain,27,15,12,0.8,1.0,1.0,1.0,1.1546,same_domain:no_domain
sid:21262|doc:1332,frontier_consolidation_fwcompact_medium_021262,no_domain,27,15,12,0.8,1.0,1.0,1.0,1.1546,same_domain:no_domain
sid:45146|doc:15930,frontier_consolidation_fwcompact_medium_045146,no_domain,27,15,12,0.8,1.0,1.0,1.0,1.1546,same_domain:no_domain
sid:582|doc:15028,frontier_consolidation_fwcompact_medium_000582,no_domain,20,11,9,0.8181818181818182,1.0,1.0,1.0,1.1540545454545457,same_domain:no_domain
sid:2288|doc:5193,frontier_consolidation_fwcompact_medium_002288,no_domain,31,17,14,0.8235294117647058,1.0,1.0,1.0,1.153894117647059,same_domain:no_domain
sid:61234|doc:5528,frontier_consolidation_fwcompact_medium_061234,no_domain,22,12,10,0.8333333333333334,1.0,1.0,1.0,1.1536000000000002,same_domain:no_domain
sid:33589|doc:5384,frontier_consolidation_fwcompact_medium_033589,no_domain,33,18,15,0.8333333333333334,1.0,1.0,1.0,1.1536000000000002,same_domain:no_domain
sid:5022|doc:6359,frontier_consolidation_fwcompact_medium_005022,no_domain,24,13,11,0.8461538461538461,1.0,1.0,1.0,1.1532153846153848,same_domain:no_domain
sid:8511|doc:9830,frontier_consolidation_fwcompact_medium_008511,no_domain,24,13,11,0.8461538461538461,1.0,1.0,1.0,1.1532153846153848,same_domain:no_domain
sid:47766|doc:10068,frontier_consolidation_fwcompact_medium_047766,no_domain,26,14,12,0.8571428571428571,1.0,1.0,1.0,1.1528857142857145,same_domain:no_domain
sid:42330|doc:2378,frontier_consolidation_fwcompact_medium_042330,no_domain,26,14,12,0.8571428571428571,1.0,1.0,1.0,1.1528857142857145,same_domain:no_domain
sid:23499|doc:3910,frontier_consolidation_fwcompact_medium_023499,no_domain,26,14,12,0.8571428571428571,1.0,1.0,1.0,1.1528857142857145,same_domain:no_domain
sid:16330|doc:12361,frontier_consolidation_fwcompact_medium_016330,no_domain,26,14,12,0.8571428571428571,1.0,1.0,1.0,1.1528857142857145,same_domain:no_domain
sid:11504|doc:12450,frontier_consolidation_fwcompact_medium_011504,no_domain,26,14,12,0.8571428571428571,1.0,1.0,1.0,1.1528857142857145,same_domain:no_domain
sid:31251|doc:12968,frontier_consolidation_fwcompact_medium_031251,no_domain,26,14,12,0.8571428571428571,1.0,1.0,1.0,1.1528857142857145,same_domain:no_domain
sid:49330|doc:15081,frontier_consolidation_fwcompact_medium_049330,no_domain,26,14,12,0.8571428571428571,1.0,1.0,1.0,1.1528857142857145,same_domain:no_domain
sid:39921|doc:16183,frontier_consolidation_fwcompact_medium_039921,no_domain,26,14,12,0.8571428571428571,1.0,1.0,1.0,1.1528857142857145,same_domain:no_domain
sid:15332|doc:444,frontier_consolidation_fwcompact_medium_015332,no_domain,26,14,12,0.8571428571428571,1.0,1.0,1.0,1.1528857142857145,same_domain:no_domain
sid:19200|doc:4783,frontier_consolidation_fwcompact_medium_019200,no_domain,26,14,12,0.8571428571428571,1.0,1.0,1.0,1.1528857142857145,same_domain:no_domain
sid:29348|doc:7026,frontier_consolidation_fwcompact_medium_029348,no_domain,26,14,12,0.8571428571428571,1.0,1.0,1.0,1.1528857142857145,same_domain:no_domain
sid:14447|doc:7257,frontier_consolidation_fwcompact_medium_014447,no_domain,26,14,12,0.8571428571428571,1.0,1.0,1.0,1.1528857142857145,same_domain:no_domain
sid:42379|doc:9020,frontier_consolidation_fwcompact_medium_042379,no_domain,26,14,12,0.8571428571428571,1.0,1.0,1.0,1.1528857142857145,same_domain:no_domain
sid:12731|doc:467,frontier_consolidation_fwcompact_medium_012731,no_domain,28,15,13,0.8666666666666667,1.0,1.0,1.0,1.1526,same_domain:no_domain
sid:38347|doc:10376,frontier_consolidation_fwcompact_medium_038347,no_domain,30,16,14,0.875,1.0,1.0,1.0,1.1523500000000002,same_domain:no_domain
sid:12677|doc:10670,frontier_consolidation_fwcompact_medium_012677,no_domain,30,16,14,0.875,1.0,1.0,1.0,1.1523500000000002,same_domain:no_domain
sid:32636|doc:1515,frontier_consolidation_fwcompact_medium_032636,no_domain,30,16,14,0.875,1.0,1.0,1.0,1.1523500000000002,same_domain:no_domain
sid:22250|doc:7964,frontier_consolidation_fwcompact_medium_022250,no_domain,30,16,14,0.875,1.0,1.0,1.0,1.1523500000000002,same_domain:no_domain
sid:25892|doc:882,frontier_consolidation_fwcompact_medium_025892,no_domain,30,16,14,0.875,1.0,1.0,1.0,1.1523500000000002,same_domain:no_domain
sid:12189|doc:382,frontier_consolidation_fwcompact_medium_012189,no_domain,32,17,15,0.8823529411764706,1.0,1.0,1.0,1.152129411764706,same_domain:no_domain
sid:43978|doc:9433,frontier_consolidation_fwcompact_medium_043978,no_domain,32,17,15,0.8823529411764706,1.0,1.0,1.0,1.152129411764706,same_domain:no_domain
sid:34093|doc:3100,frontier_consolidation_fwcompact_medium_034093,no_domain,32,17,15,0.8823529411764706,1.0,1.0,1.0,1.152129411764706,same_domain:no_domain
sid:2648|doc:6752,frontier_consolidation_fwcompact_medium_002648,no_domain,32,17,15,0.8823529411764706,1.0,1.0,1.0,1.152129411764706,same_domain:no_domain
sid:5958|doc:7603,frontier_consolidation_fwcompact_medium_005958,no_domain,32,17,15,0.8823529411764706,1.0,1.0,1.0,1.152129411764706,same_domain:no_domain
sid:57609|doc:15221,frontier_consolidation_fwcompact_medium_057609,no_domain,34,18,16,0.8888888888888888,1.0,1.0,1.0,1.1519333333333335,same_domain:no_domain
sid:50921|doc:2042,frontier_consolidation_fwcompact_medium_050921,no_domain,34,18,16,0.8888888888888888,1.0,1.0,1.0,1.1519333333333335,same_domain:no_domain
sid:34294|doc:5810,frontier_consolidation_fwcompact_medium_034294,no_domain,19,10,9,0.9,1.0,1.0,1.0,1.1516000000000002,same_domain:no_domain
