step,exposure,old_loss,old_lr,legal_step35_tok_loss,legal_step35_tok_minus_old_loss,legal_step35_tok_masked_tokens_minus_old,bytealpha_tok_loss,bytealpha_tok_minus_old_loss,bytealpha_tok_masked_tokens_minus_old
34,1344103,7.656816005706787,0.0002251655629139073,7.627328872680664,-0.029487133026123047,-66,7.605101108551025,-0.05171489715576172,-63
35,1383609,7.549376964569092,0.00023178807947019868,7.513676643371582,-0.035700321197509766,-54,7.4902825355529785,-0.05909442901611328,-53
36,1423273,7.477404594421387,0.00023841059602649006,7.422835826873779,-0.05456876754760742,-49,7.408578872680664,-0.06882572174072266,-47
37,1462801,7.408293724060059,0.00024503311258278145,7.368667125701904,-0.0396265983581543,-29,7.352280139923096,-0.05601358413696289,-28
38,1502417,7.385969161987305,0.00025165562913907286,7.3443217277526855,-0.04164743423461914,-69,7.320163249969482,-0.06580591201782227,-67
39,1542160,7.275613307952881,0.0002582781456953642,7.2340593338012695,-0.04155397415161133,-30,7.223339080810547,-0.052274227142333984,-30
40,1581893,7.191895484924316,0.00026490066225165563,7.151314735412598,-0.04058074951171875,-60,7.136674880981445,-0.055220603942871094,-57
41,1621210,7.091401100158691,0.00027152317880794704,7.041502952575684,-0.04989814758300781,-47,7.038660049438477,-0.052741050720214844,-46
42,1660543,7.0411577224731445,0.0002781456953642384,6.995397090911865,-0.0457606315612793,-36,6.992079734802246,-0.04907798767089844,-31
43,1700139,7.009468078613281,0.0002847682119205298,6.96410608291626,-0.045361995697021484,-76,6.949123382568359,-0.060344696044921875,-70
44,1739201,6.979985237121582,0.00029139072847682117,6.943126678466797,-0.036858558654785156,-35,6.940976619720459,-0.03900861740112305,-30
45,1778590,6.870090961456299,0.00029801324503311264,6.840445041656494,-0.029645919799804688,-30,6.8314528465271,-0.03863811492919922,-29
46,1818052,6.770460605621338,0.000304635761589404,6.751033306121826,-0.01942729949951172,-68,6.739701747894287,-0.03075885772705078,-67
47,1857453,6.7784423828125,0.00031125827814569535,6.780594825744629,0.0021524429321289062,-74,6.761105537414551,-0.01733684539794922,-70
48,1896969,6.746462821960449,0.00031788079470198677,6.752336502075195,0.005873680114746094,-24,6.737943172454834,-0.008519649505615234,-17
49,1936742,6.791985988616943,0.0003245033112582781,6.8030242919921875,0.01103830337524414,-55,6.788372993469238,-0.003612995147705078,-50
50,1976087,6.836093902587891,0.0003311258278145696,6.819386005401611,-0.016707897186279297,-34,6.799368858337402,-0.03672504425048828,-32
51,2015842,6.781214714050293,0.00033774834437086095,6.7716217041015625,-0.009593009948730469,-58,6.8217267990112305,0.0405120849609375,-56
52,2055444,6.693086624145508,0.0003443708609271523,6.655050754547119,-0.03803586959838867,-41,6.658905982971191,-0.034180641174316406,-37
53,2094666,6.690600872039795,0.0003509933774834437,6.7101054191589355,0.019504547119140625,-46,6.698024749755859,0.007423877716064453,-43
54,2134089,6.600715160369873,0.0003576158940397351,6.603152275085449,0.002437114715576172,-63,6.606564998626709,0.0058498382568359375,-61
55,2173741,6.65545129776001,0.0003642384105960265,6.6472601890563965,-0.008191108703613281,-48,6.642269134521484,-0.01318216323852539,-46
56,2213489,6.538197040557861,0.0003708609271523179,6.521829605102539,-0.016367435455322266,-74,6.552228927612305,0.01403188705444336,-72
57,2252892,6.521730422973633,0.00037748344370860926,6.526083469390869,0.004353046417236328,-85,6.522195339202881,0.0004649162292480469,-78
58,2292592,6.5392045974731445,0.00038410596026490067,6.542582988739014,0.0033783912658691406,-56,6.555869102478027,0.016664505004882812,-53
59,2332174,6.616677761077881,0.0003907284768211921,6.632473945617676,0.015796184539794922,-67,6.639969348907471,0.023291587829589844,-60
60,2371609,6.603355407714844,0.00039735099337748344,6.58711051940918,-0.016244888305664062,-70,6.590077877044678,-0.013277530670166016,-67
61,2410990,6.53791618347168,0.00040397350993377486,6.542265892028809,0.004349708557128906,-55,6.544325828552246,0.006409645080566406,-48
62,2450536,6.486588954925537,0.0004105960264900662,6.470877647399902,-0.015711307525634766,-42,6.46052360534668,-0.026065349578857422,-43
63,2490296,6.434096336364746,0.0004172185430463576,6.4376397132873535,0.003543376922607422,-33,6.430515766143799,-0.0035805702209472656,-28
64,2530308,6.345680236816406,0.00042384105960264904,6.345652103424072,-2.8133392333984375e-05,-49,6.344335079193115,-0.0013451576232910156,-46
65,2570051,6.378862380981445,0.0004304635761589404,6.364633083343506,-0.014229297637939453,-45,6.351828575134277,-0.02703380584716797,-44
66,2609443,6.416501522064209,0.0004370860927152318,6.409297943115234,-0.007203578948974609,-42,6.403497219085693,-0.013004302978515625,-42
67,2648676,6.501046657562256,0.00044370860927152317,6.481025218963623,-0.020021438598632812,-66,6.468538761138916,-0.032507896423339844,-63
68,2687679,6.522924423217773,0.0004503311258278146,6.507330894470215,-0.015593528747558594,-53,6.500078201293945,-0.022846221923828125,-53
69,2727167,6.569920063018799,0.000456953642384106,6.564741611480713,-0.0051784515380859375,-37,6.5818305015563965,0.011910438537597656,-38
70,2766722,6.383347988128662,0.00046357615894039735,6.371671199798584,-0.011676788330078125,-54,6.502300262451172,0.11895227432250977,-52
71,2806374,6.560187816619873,0.00047019867549668876,6.551586627960205,-0.008601188659667969,-58,6.562649726867676,0.0024619102478027344,-55
72,2846056,6.4545488357543945,0.0004768211920529801,6.432400703430176,-0.02214813232421875,-52,6.470442295074463,0.01589345932006836,-49
73,2885630,6.381653785705566,0.00048344370860927153,6.38308048248291,0.00142669677734375,-52,6.409626483917236,0.027972698211669922,-51
74,2925266,6.406119346618652,0.0004900662251655629,6.4184160232543945,0.012296676635742188,-50,6.446248531341553,0.04012918472290039,-47
75,2964838,6.330574989318848,0.0004966887417218543,6.30422830581665,-0.026346683502197266,-60,6.335597038269043,0.0050220489501953125,-59
76,3004520,6.292871952056885,0.0005033112582781457,6.297205924987793,0.004333972930908203,-30,6.3091607093811035,0.01628875732421875,-30
77,3043413,6.286715030670166,0.0005099337748344371,6.281164646148682,-0.005550384521484375,-60,6.295192718505859,0.00847768783569336,-56
78,3083280,6.356027603149414,0.0005165562913907284,6.346534729003906,-0.009492874145507812,-63,6.368569850921631,0.012542247772216797,-62
79,3122748,6.278993606567383,0.0005231788079470198,6.299245834350586,0.020252227783203125,-47,6.3183088302612305,0.039315223693847656,-46
80,3162043,6.416740417480469,0.0005298013245033113,6.392982482910156,-0.0237579345703125,-27,6.420302391052246,0.0035619735717773438,-25
81,3201372,6.445028305053711,0.0005364238410596027,6.421726703643799,-0.02330160140991211,-82,6.4306535720825195,-0.014374732971191406,-81
82,3240815,6.353533744812012,0.0005430463576158941,6.342140197753906,-0.011393547058105469,-45,6.353614807128906,8.106231689453125e-05,-47
83,3280400,6.234841823577881,0.0005496688741721855,6.224613189697266,-0.010228633880615234,-72,6.249739170074463,0.014897346496582031,-70
84,3319919,6.2715277671813965,0.0005562913907284768,6.248219013214111,-0.023308753967285156,-58,6.266452312469482,-0.0050754547119140625,-56
85,3359479,6.3202080726623535,0.0005629139072847682,6.300749778747559,-0.019458293914794922,-47,6.324369430541992,0.004161357879638672,-41
86,3399233,6.349283218383789,0.0005695364238410596,6.333001136779785,-0.016282081604003906,-72,6.349841117858887,0.0005578994750976562,-71
87,3438620,6.30401611328125,0.0005761589403973509,6.288197040557861,-0.015819072723388672,-52,6.302689075469971,-0.0013270378112792969,-50
88,3477933,6.238900184631348,0.0005827814569536423,6.241187572479248,0.0022873878479003906,-71,6.24622106552124,0.007320880889892578,-68
89,3517713,6.337260723114014,0.0005894039735099338,6.340078353881836,0.0028176307678222656,-44,6.342545032501221,0.005284309387207031,-40
90,3557129,6.169913291931152,0.0005960264900662253,6.190908908843994,0.020995616912841797,-28,6.18053674697876,0.010623455047607422,-23
91,3596757,6.280535697937012,0.0006026490066225166,6.269906520843506,-0.01062917709350586,-29,6.274547576904297,-0.005988121032714844,-27
92,3636414,6.251821994781494,0.000609271523178808,6.283323764801025,0.03150177001953125,-47,6.302568435668945,0.05074644088745117,-45
93,3676041,6.173898220062256,0.0006158940397350994,6.157835006713867,-0.016063213348388672,-53,6.177471160888672,0.0035729408264160156,-53
94,3715570,6.216238975524902,0.0006225165562913907,6.1971845626831055,-0.019054412841796875,-48,6.204773902893066,-0.011465072631835938,-46
95,3755000,6.215307235717773,0.0006291390728476821,6.239416122436523,0.02410888671875,-41,6.252633571624756,0.03732633590698242,-36
96,3794582,6.144720077514648,0.0006357615894039735,6.1399312019348145,-0.004788875579833984,-49,6.149539947509766,0.0048198699951171875,-45
97,3833666,6.368418216705322,0.0006423841059602648,6.367005348205566,-0.0014128684997558594,-69,6.365311145782471,-0.0031070709228515625,-65
98,3873195,6.164884567260742,0.0006490066225165562,6.182318210601807,0.017433643341064453,-73,6.190011024475098,0.02512645721435547,-69
99,3912527,6.262024402618408,0.0006556291390728477,6.262639045715332,0.0006146430969238281,-51,6.273240089416504,0.011215686798095703,-48
100,3952098,6.295854568481445,0.0006622516556291392,6.3055620193481445,0.009707450866699219,-46,6.305251121520996,0.009396553039550781,-42
101,3991574,6.292101860046387,0.0006688741721854305,6.276544570922852,-0.015557289123535156,-74,6.278474807739258,-0.013627052307128906,-68
102,4030900,6.107494831085205,0.0006754966887417219,6.0912604331970215,-0.016234397888183594,-49,6.116403102874756,0.008908271789550781,-48
103,4070634,6.226608753204346,0.0006821192052980133,6.210293292999268,-0.016315460205078125,-43,6.2386369705200195,0.012028217315673828,-42
104,4110232,6.25053071975708,0.0006887417218543046,6.235105991363525,-0.015424728393554688,-44,6.23350715637207,-0.017023563385009766,-42
105,4149882,6.05388069152832,0.000695364238410596,6.022898197174072,-0.030982494354248047,-37,6.048447132110596,-0.005433559417724609,-34
106,4189375,6.049315452575684,0.0007019867549668874,6.037703037261963,-0.011612415313720703,-56,6.046118259429932,-0.003197193145751953,-54
107,4229310,6.1686553955078125,0.0007086092715231787,6.183554172515869,0.01489877700805664,-61,6.198813438415527,0.030158042907714844,-57
108,4268614,6.131390571594238,0.0007152317880794702,6.131493091583252,0.00010251998901367188,-45,6.136661529541016,0.005270957946777344,-41
109,4308381,6.1676764488220215,0.0007218543046357617,6.182928562164307,0.015252113342285156,-43,6.186420440673828,0.01874399185180664,-38
110,4348029,6.183394432067871,0.000728476821192053,6.186674118041992,0.0032796859741210938,-49,6.189750671386719,0.006356239318847656,-48
111,4387415,6.173149585723877,0.0007350993377483444,6.1535491943359375,-0.019600391387939453,-52,6.157489776611328,-0.015659809112548828,-52
112,4426990,6.108356952667236,0.0007417218543046358,6.080598831176758,-0.027758121490478516,-53,6.1000189781188965,-0.008337974548339844,-51
113,4466572,6.175131797790527,0.0007483443708609272,6.160801887512207,-0.014329910278320312,-55,6.169557094573975,-0.005574703216552734,-53
114,4505912,6.096541881561279,0.0007549668874172185,6.0932111740112305,-0.003330707550048828,-61,6.084181785583496,-0.012360095977783203,-57
115,4545978,6.01467227935791,0.0007615894039735099,6.015556335449219,0.0008840560913085938,-39,6.018801689147949,0.0041294097900390625,-39
116,4585619,6.094820499420166,0.0007682119205298013,6.096525192260742,0.0017046928405761719,-78,6.108761787414551,0.013941287994384766,-74
117,4625096,6.123873710632324,0.0007748344370860926,6.119410037994385,-0.004463672637939453,-34,6.134463787078857,0.010590076446533203,-34
118,4664381,6.121164798736572,0.0007814569536423842,6.090355396270752,-0.030809402465820312,-78,6.1244683265686035,0.00330352783203125,-76
119,4703898,6.055362224578857,0.0007880794701986756,6.050990581512451,-0.00437164306640625,-60,6.062571048736572,0.007208824157714844,-59
120,4743454,6.051592826843262,0.0007947019867549669,6.046424865722656,-0.005167961120605469,-54,6.051313400268555,-0.00027942657470703125,-54
121,4782815,6.084817886352539,0.0008013245033112583,6.082488059997559,-0.0023298263549804688,-47,6.10256814956665,0.017750263214111328,-42
122,4822450,5.935187339782715,0.0008079470198675497,5.918061256408691,-0.017126083374023438,-36,5.942397117614746,0.00720977783203125,-35
123,4862198,6.284825801849365,0.0008145695364238411,6.080216884613037,-0.20460891723632812,-63,6.0932416915893555,-0.19158411026000977,-60
124,4901819,6.061978340148926,0.0008211920529801324,6.165976047515869,0.10399770736694336,-65,6.004187107086182,-0.05779123306274414,-64
125,4941298,6.043350696563721,0.0008278145695364238,5.992642879486084,-0.05070781707763672,-76,5.964905738830566,-0.0784449577331543,-75
126,4980962,6.000607013702393,0.0008344370860927153,5.9490227699279785,-0.05158424377441406,-48,5.913552284240723,-0.08705472946166992,-42
127,5020600,5.91864013671875,0.0008410596026490066,5.870701313018799,-0.04793882369995117,-74,5.843832492828369,-0.07480764389038086,-74
128,5060353,5.870283603668213,0.0008476821192052981,5.853548049926758,-0.016735553741455078,-68,5.888957500457764,0.01867389678955078,-66
129,5099973,5.786026477813721,0.0008543046357615895,5.798635005950928,0.012608528137207031,-70,5.723018646240234,-0.06300783157348633,-68
130,5139534,5.861211776733398,0.0008609271523178808,5.760704040527344,-0.10050773620605469,-63,5.7827019691467285,-0.07850980758666992,-61
131,5179146,5.831906795501709,0.0008675496688741722,5.794565200805664,-0.03734159469604492,-43,5.770054340362549,-0.061852455139160156,-41
132,5218722,5.827149391174316,0.0008741721854304636,5.770776748657227,-0.056372642517089844,-44,5.747893333435059,-0.07925605773925781,-44
133,5257739,5.909440517425537,0.0008807947019867549,5.896374225616455,-0.013066291809082031,-82,5.866838455200195,-0.0426020622253418,-80
134,5296955,5.74838924407959,0.0008874172185430463,5.706044673919678,-0.04234457015991211,-78,5.689344882965088,-0.05904436111450195,-76
135,5336262,5.8604021072387695,0.0008940397350993377,5.790094375610352,-0.07030773162841797,-63,5.788125991821289,-0.07227611541748047,-62
136,5375381,5.785462856292725,0.0009006622516556292,5.7588582038879395,-0.026604652404785156,-76,5.747372150421143,-0.03809070587158203,-74
137,5415083,5.747737884521484,0.0009072847682119206,5.669231414794922,-0.0785064697265625,-70,5.689679145812988,-0.058058738708496094,-68
138,5454563,5.648312568664551,0.000913907284768212,5.590512275695801,-0.05780029296875,-75,5.596625328063965,-0.05168724060058594,-73
139,5494025,5.6098246574401855,0.0009205298013245034,5.576077461242676,-0.033747196197509766,-47,5.605513572692871,-0.004311084747314453,-45
140,5533729,5.423457145690918,0.0009271523178807947,5.412611484527588,-0.010845661163330078,-19,5.41148042678833,-0.01197671890258789,-20
141,5573347,5.408684253692627,0.0009337748344370861,5.409789085388184,0.0011048316955566406,-46,5.376486301422119,-0.03219795227050781,-46
142,5613028,5.549967288970947,0.0009403973509933775,5.556868076324463,0.006900787353515625,-64,5.561609268188477,0.011641979217529297,-64
143,5652875,5.335058212280273,0.0009470198675496688,5.321171283721924,-0.01388692855834961,-42,5.317365646362305,-0.01769256591796875,-42
144,5692274,5.422975540161133,0.0009536423841059602,5.4278364181518555,0.004860877990722656,-53,5.423384189605713,0.0004086494445800781,-51
145,5732011,5.425838470458984,0.0009602649006622517,5.424128532409668,-0.0017099380493164062,-72,5.421623229980469,-0.004215240478515625,-71
146,5771598,5.263225078582764,0.0009668874172185431,5.199072360992432,-0.06415271759033203,-64,5.21142053604126,-0.051804542541503906,-63
147,5810916,5.233231067657471,0.0009735099337748345,5.209107398986816,-0.024123668670654297,-56,5.1882548332214355,-0.044976234436035156,-54
148,5850625,5.230551242828369,0.0009801324503311258,5.234766006469727,0.004214763641357422,-32,5.243874549865723,0.013323307037353516,-28
149,5890062,5.133302688598633,0.0009867549668874172,5.123743534088135,-0.009559154510498047,-53,5.1193766593933105,-0.013926029205322266,-50
150,5929971,5.1712117195129395,0.0009933774834437086,5.1816277503967285,0.010416030883789062,-46,5.16325569152832,-0.00795602798461914,-44
151,5969723,5.222962856292725,0.001,5.2033209800720215,-0.019641876220703125,-58,5.225357532501221,0.0023946762084960938,-53
152,6009649,5.210442543029785,0.0009999995636690794,5.163749694824219,-0.046692848205566406,-48,5.172794818878174,-0.03764772415161133,-45
153,6049410,5.3665947914123535,0.0009999982546770793,5.336256980895996,-0.030337810516357422,-66,5.329744338989258,-0.0368504524230957,-65
154,6089115,5.151283264160156,0.0009999960730262842,5.100183486938477,-0.05109977722167969,-45,5.1182861328125,-0.03299713134765625,-44
155,6128722,5.0405168533325195,0.0009999930187205017,5.050243854522705,0.009727001190185547,-72,5.065830707550049,0.025313854217529297,-70
156,6168234,5.194748878479004,0.0009999890917650627,5.205514907836914,0.010766029357910156,-70,5.210327625274658,0.015578746795654297,-67
157,6207703,5.207848072052002,0.000999984292166821,5.1843791007995605,-0.023468971252441406,-45,5.1908860206604,-0.016962051391601562,-43
158,6246986,5.166280746459961,0.0009999786199341536,5.149536609649658,-0.016744136810302734,-58,5.172098159790039,0.005817413330078125,-57
159,6286640,5.067071437835693,0.00099997207507696,5.056182384490967,-0.010889053344726562,-70,5.09495735168457,0.027885913848876953,-69
160,6326689,5.028691291809082,0.0009999646576066635,5.0039381980896,-0.024753093719482422,-79,5.0239458084106445,-0.0047454833984375,-76
161,6366167,5.00688362121582,0.0009999563675362096,5.017631530761719,0.010747909545898438,-36,5.032866954803467,0.025983333587646484,-35
162,6405664,4.997378349304199,0.0009999472048800673,5.044683456420898,0.04730510711669922,-59,5.0430731773376465,0.045694828033447266,-55
163,6445359,4.830850601196289,0.0009999371696542286,4.849788665771484,0.018938064575195312,-57,4.860143184661865,0.029292583465576172,-56
164,6485016,4.893347263336182,0.000999926261876208,4.89286470413208,-0.0004825592041015625,-24,4.918271064758301,0.02492380142211914,-23
165,6524712,4.8851447105407715,0.000999914481565043,4.89786958694458,0.012724876403808594,-60,4.9086151123046875,0.023470401763916016,-62
166,6564371,4.8401103019714355,0.0009999018287412944,4.833994388580322,-0.006115913391113281,-39,4.825559616088867,-0.01455068588256836,-35
167,6603709,5.108832359313965,0.0009998883034270452,5.132297039031982,0.023464679718017578,-88,5.141624450683594,0.032792091369628906,-85
168,6643613,4.798232078552246,0.0009998739056459017,4.805816650390625,0.007584571838378906,-44,4.807551383972168,0.009319305419921875,-42
169,6683325,4.9183759689331055,0.0009998586354229924,4.93179178237915,0.013415813446044922,-62,4.939637184143066,0.021261215209960938,-59
170,6722614,4.961604595184326,0.000999842492784969,4.996783256530762,0.03517866134643555,-63,4.990529537200928,0.028924942016601562,-59
171,6762177,4.892190933227539,0.0009998254777600056,4.899960041046143,0.007769107818603516,-49,4.890852928161621,-0.0013380050659179688,-45
172,6801831,4.802194118499756,0.0009998075903777986,4.789559841156006,-0.01263427734375,-85,4.807955741882324,0.005761623382568359,-81
173,6841177,4.900376796722412,0.0009997888306695678,4.9123406410217285,0.011963844299316406,-25,4.920729160308838,0.02035236358642578,-23
174,6880612,4.940518379211426,0.0009997691986680546,4.93912935256958,-0.0013890266418457031,-42,4.924112796783447,-0.016405582427978516,-42
175,6920322,4.780759811401367,0.0009997486944075234,4.761747360229492,-0.019012451171875,-55,4.770084857940674,-0.01067495346069336,-51
176,6960227,4.566258907318115,0.0009997273179237604,4.529872417449951,-0.03638648986816406,-58,4.553262233734131,-0.012996673583984375,-56
177,6999686,4.807991981506348,0.0009997050692540752,4.77922248840332,-0.028769493103027344,-59,4.778054237365723,-0.029937744140625,-56
178,7039105,4.850271224975586,0.0009996819484372982,4.855762958526611,0.005491733551025391,-56,4.854948997497559,0.004677772521972656,-54
179,7078492,4.713159084320068,0.000999657955513783,4.696376800537109,-0.016782283782958984,-55,4.727104187011719,0.01394510269165039,-51
180,7118021,4.724817276000977,0.0009996330905254049,4.758056163787842,0.033238887786865234,-54,4.738306999206543,0.013489723205566406,-54
181,7157458,4.755651950836182,0.0009996073535155617,4.810034275054932,0.05438232421875,-43,4.77841329574585,0.02276134490966797,-39
182,7196920,4.612150192260742,0.0009995807445291724,4.6724748611450195,0.060324668884277344,-71,4.637589931488037,0.025439739227294922,-66
183,7236402,4.779873847961426,0.0009995532636126788,4.806583404541016,0.026709556579589844,-70,4.7945356369018555,0.014661788940429688,-67
184,7275769,4.880256175994873,0.0009995249108140434,4.895608901977539,0.015352725982666016,-46,4.868457317352295,-0.011798858642578125,-42
185,7315502,4.704172134399414,0.0009994956861827512,4.778146743774414,0.073974609375,-70,4.753106594085693,0.0489344596862793,-68
186,7354975,4.665724754333496,0.0009994655897698089,4.660876750946045,-0.004848003387451172,-71,4.651700019836426,-0.014024734497070312,-66
187,7394651,4.659658908843994,0.0009994346216277443,4.67292594909668,0.013267040252685547,-69,4.669890880584717,0.010231971740722656,-65
188,7434204,4.676733016967773,0.0009994027818106066,4.702932357788086,0.0261993408203125,-48,4.682916164398193,0.006183147430419922,-46
189,7473897,4.544379234313965,0.0009993700703739671,4.554535865783691,0.010156631469726562,-59,4.549063682556152,0.0046844482421875,-57
190,7513721,4.509316444396973,0.0009993364873749175,4.479276180267334,-0.030040264129638672,-50,4.47910737991333,-0.030209064483642578,-48
191,7553416,4.77613639831543,0.000999302032872071,4.768005847930908,-0.008130550384521484,-87,4.762526988983154,-0.01360940933227539,-84
192,7593056,4.799471855163574,0.0009992667069255619,4.824182033538818,0.02471017837524414,-61,4.827882766723633,0.028410911560058594,-60
193,7632931,4.569036960601807,0.0009992305095970456,4.5514726638793945,-0.01756429672241211,-34,4.535667419433594,-0.03336954116821289,-32
194,7672520,4.571501731872559,0.000999193440949698,4.574618816375732,0.003117084503173828,-68,4.574885845184326,0.003384113311767578,-64
195,7711892,4.57883882522583,0.0009991555010482156,4.589292526245117,0.01045370101928711,-88,4.58717679977417,0.008337974548339844,-84
196,7751424,4.57502555847168,0.0009991166899588162,4.566780090332031,-0.008245468139648438,-66,4.567557334899902,-0.007468223571777344,-64
197,7791318,4.636830806732178,0.0009990770077492378,4.629997253417969,-0.006833553314208984,-50,4.6314568519592285,-0.005373954772949219,-48
198,7831118,4.555740833282471,0.0009990364544887383,4.5238471031188965,-0.03189373016357422,-34,4.515723705291748,-0.040017127990722656,-32
199,7870368,4.587406635284424,0.0009989950302480965,4.612379550933838,0.024972915649414062,-66,4.610401153564453,0.022994518280029297,-62
200,7909940,4.529907703399658,0.0009989527350996112,4.529509544372559,-0.0003981590270996094,-73,4.529390335083008,-0.0005173683166503906,-69
201,7949693,4.57011604309082,0.000998909569117101,4.570152759552002,3.6716461181640625e-05,-72,4.5771965980529785,0.007080554962158203,-71
202,7989348,4.563968181610107,0.0009988655323759045,4.572031021118164,0.00806283950805664,-22,4.578336715698242,0.014368534088134766,-23
203,8028849,4.607494354248047,0.00099882062495288,4.591470241546631,-0.016024112701416016,-47,4.598645210266113,-0.008849143981933594,-43
204,8068435,4.440715789794922,0.0009987748469264055,4.439120769500732,-0.0015950202941894531,-72,4.439648151397705,-0.0010676383972167969,-67
205,8108173,4.512022972106934,0.0009987281983763786,4.509777069091797,-0.0022459030151367188,-62,4.513510704040527,0.00148773193359375,-58
206,8147429,4.551830291748047,0.0009986806793842163,4.559846878051758,0.008016586303710938,-87,4.560455322265625,0.008625030517578125,-85
207,8187120,4.548375129699707,0.000998632290032854,4.537967205047607,-0.01040792465209961,-54,4.537888526916504,-0.010486602783203125,-50
208,8226444,4.628946781158447,0.0009985830304067474,4.627857685089111,-0.0010890960693359375,-96,4.634924411773682,0.005977630615234375,-97
209,8266187,4.451748847961426,0.0009985329005918703,4.423316478729248,-0.028432369232177734,-49,4.4181365966796875,-0.03361225128173828,-48
