binary_delta,checkpoint,domain,dose_name,family,interaction_delta_view_minus_repeat,margin_delta_view_minus_repeat,numops,repeat_correct,repeat_interaction,repeat_margin,split,uid,view_correct,view_interaction,view_margin,words,source_csv
0.0,chck_80M,,dose1,Entity,,-2.9032500259345397,5,True,,6.561542356736027,move_contents,move_contents_5_ops_77,True,,3.658292330801487,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
-1.0,chck_80M,,dose1,Entity,,-4.774193931370974,0,True,,3.9335731137543917,regular,regular_0_ops_213,False,,-0.8406208176165819,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,1.3644336084253155,0,False,,-4.100220057589468,regular,regular_0_ops_263,False,,-2.735786449164152,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-0.7180413134628907,0,True,,1.795968234189786,regular,regular_0_ops_314,True,,1.0779269207268953,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,2.505085689481348,0,False,,-8.024593563284725,regular,regular_0_ops_325,False,,-5.519507873803377,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-1.3736188486218452,0,False,,-3.459360122680664,regular,regular_0_ops_373,False,,-4.832978971302509,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-1.2514986470341682,1,False,,-2.9488680362701416,regular,regular_1_ops_306,False,,-4.20036668330431,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,1.0947266817092896,1,False,,-5.356837414205074,regular,regular_1_ops_311,False,,-4.262110732495785,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,7.5006739078089595,1,False,,-15.408523594029248,regular,regular_1_ops_385,False,,-7.907849686220288,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-1.0227165967226028,1,False,,-9.8080675303936,regular,regular_1_ops_70,False,,-10.830784127116203,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
-1.0,chck_80M,,dose1,Entity,,-5.063138330355287,1,True,,4.271747948601842,regular,regular_1_ops_81,False,,-0.7913903817534447,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,3.9294254798442125,2,False,,-6.260825714096427,regular,regular_2_ops_132,False,,-2.3314002342522144,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,0.9956591185182333,2,False,,-8.608084172010422,regular,regular_2_ops_344,False,,-7.6124250534921885,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,3.7637839652597904,2,False,,-7.538687078282237,regular,regular_2_ops_348,False,,-3.7749031130224466,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,2.1605811226181686,2,False,,-21.39347536722198,regular,regular_2_ops_58,False,,-19.232894244603813,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-2.4150224402546883,2,False,,-5.467676725238562,regular,regular_2_ops_97,False,,-7.88269916549325,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
-1.0,chck_80M,,dose1,Entity,,-3.4247513860464096,3,True,,3.2687964867800474,regular,regular_3_ops_197,False,,-0.1559548992663622,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
-1.0,chck_80M,,dose1,Entity,,-3.4087940538302064,3,True,,3.2261616634204984,regular,regular_3_ops_226,False,,-0.18263239040970802,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,1.7587641924619675,3,True,,2.5141255725175142,regular,regular_3_ops_372,True,,4.272889764979482,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-4.899151737336069,3,False,,-19.32913404656574,regular,regular_3_ops_78,False,,-24.22828578390181,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-0.44291835092008114,3,False,,-4.073015078902245,regular,regular_3_ops_85,False,,-4.515933429822326,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
0.0,chck_80M,,dose1,Entity,,-2.700610175728798,4,False,,-5.316390872001648,regular,regular_4_ops_121,False,,-8.017001047730446,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
-1.0,chck_80M,,dose1,Entity,,-2.2407259047031403,4,True,,1.1755274087190628,regular,regular_4_ops_131,False,,-1.0651984959840775,80000000,experiments/archive/frontier_consolidation/data/ewok_entity_margin_pilot80/view_minus_repeat_margin_deltas.csv
