dose_name,checkpoint,group,numops_group,n,margin_delta_mean,margin_delta_median,margin_delta_stdev,frac_margin_positive,binary_delta_mean,frac_binary_positive
dose1,chck_80M,split_ambiref,split:ambiref,30,1.7117746141855605,1.9847587902331725,4.718474186348378,0.6,0.06666666666666667,0.16666666666666666
dose1,chck_80M,split_move_contents,split:move_contents,30,1.5393189285416156,1.2443514661863446,6.321829782164382,0.5666666666666667,0.0,0.13333333333333333
dose1,chck_80M,split_regular,split:regular,30,-0.6490813928210021,-1.0000830003991723,3.0863136162833715,0.36666666666666664,-0.13333333333333333,0.03333333333333333
dose1,chck_80M,zero_ops,zero,15,-0.17289055162497485,0.6611593769630417,4.827311829443726,0.5333333333333333,-0.13333333333333333,0.06666666666666667
dose1p82,chck_80M,all,all,90,0.2795949275411355,0.21994262095540762,5.565726941802417,0.5333333333333333,0.03333333333333333,0.1111111111111111
dose1p82,chck_80M,ambiref_nonzero_ops,split:ambiref:nonzero,25,-0.0038639669260010123,-0.49594645760953426,4.882675917746012,0.44,0.08,0.12
dose1p82,chck_80M,ambiref_zero_ops,split:ambiref:zero,5,-0.2635959412902594,-0.18447710759937763,3.4170107888775103,0.4,0.0,0.0
dose1p82,chck_80M,move_contents_nonzero_ops,split:move_contents:nonzero,25,1.2739161881897598,1.0573508590459824,6.243162435422047,0.64,0.0,0.12
dose1p82,chck_80M,move_contents_zero_ops,split:move_contents:zero,5,1.8921608353964985,1.3134224959649146,2.4743410855917403,0.8,0.0,0.0
dose1p82,chck_80M,nonzero_ops,nonzero,75,0.629966229807275,0.463651470374316,5.66962855311308,0.56,0.06666666666666667,0.13333333333333333
dose1p82,chck_80M,numops_0,0,15,-1.4722615837895623,-0.3564842708874494,4.632241056908201,0.4,-0.13333333333333333,0.0
dose1p82,chck_80M,numops_1,1,15,-1.7877331045533842,-1.2687705419957638,6.310798072341301,0.4,-0.13333333333333333,0.0
dose1p82,chck_80M,numops_2,2,15,1.152516894446065,0.463651470374316,4.081791643792665,0.6666666666666666,0.13333333333333333,0.13333333333333333
dose1p82,chck_80M,numops_3,3,15,0.8518773920523623,1.4621007237583399,4.875371077229648,0.6666666666666666,0.26666666666666666,0.26666666666666666
dose1p82,chck_80M,numops_4,4,15,0.8046913401844601,0.6734118424355984,3.251628869086386,0.6,0.0,0.06666666666666667
dose1p82,chck_80M,numops_5,5,15,2.1284786269068716,-0.8158609122037888,7.839022182284025,0.4666666666666667,0.06666666666666667,0.2
dose1p82,chck_80M,regular_nonzero_ops,split:regular:nonzero,25,0.6198464681580663,0.463651470374316,5.727123868160698,0.6,0.12,0.16
dose1p82,chck_80M,regular_zero_ops,split:regular:zero,5,-6.045349645474926,-7.589270327240229,3.5890527745849865,0.0,-0.4,0.0
dose1p82,chck_80M,split_ambiref,split:ambiref,30,-0.04715262932004407,-0.39176016207784414,4.6714523182258425,0.43333333333333335,0.06666666666666667,0.1
dose1p82,chck_80M,split_move_contents,split:move_contents,30,1.3769569627242162,1.1853866775054485,5.792614145324369,0.6666666666666666,0.0,0.1
dose1p82,chck_80M,split_regular,split:regular,30,-0.4910195507807657,0.009644006378948689,5.970786355051656,0.5,0.03333333333333333,0.13333333333333333
dose1p82,chck_80M,zero_ops,zero,15,-1.4722615837895623,-0.3564842708874494,4.632241056908201,0.4,-0.13333333333333333,0.0
dose2p64,chck_80M,all,all,90,0.9792498404043727,0.5343762714765035,6.1400427854696105,0.5555555555555556,0.08888888888888889,0.14444444444444443
dose2p64,chck_80M,ambiref_nonzero_ops,split:ambiref:nonzero,25,0.7198387890588492,0.3244216574821621,4.732960453574826,0.52,0.12,0.12
dose2p64,chck_80M,ambiref_zero_ops,split:ambiref:zero,5,-5.542793150513899,-5.071708424773533,6.025988376834716,0.2,0.0,0.0
dose2p64,chck_80M,move_contents_nonzero_ops,split:move_contents:nonzero,25,3.180857395280618,3.6930776592344046,6.569815583458987,0.68,0.04,0.2
dose2p64,chck_80M,move_contents_zero_ops,split:move_contents:zero,5,1.32558184308582,0.9972146428190172,3.5693193015929956,0.8,0.2,0.2
dose2p64,chck_80M,nonzero_ops,nonzero,75,1.7099785602511839,2.0512859952868894,5.939004947985744,0.5866666666666667,0.09333333333333334,0.14666666666666667
dose2p64,chck_80M,numops_0,0,15,-2.674393758829683,-3.1577211059629917,5.815747563565665,0.4,0.06666666666666667,0.13333333333333333
dose2p64,chck_80M,numops_1,1,15,1.1580752739294742,3.30046197026968,5.163249104723228,0.5333333333333333,0.0,0.06666666666666667
dose2p64,chck_80M,numops_2,2,15,-0.5409264188531476,-1.5590183078311384,6.157826765324201,0.4,0.06666666666666667,0.13333333333333333
dose2p64,chck_80M,numops_3,3,15,2.5356512594774054,3.3953820527531207,5.573798774619052,0.8,0.13333333333333333,0.2
dose2p64,chck_80M,numops_4,4,15,0.7617079740564805,0.37668300583027303,4.9067851239424085,0.5333333333333333,0.0,0.06666666666666667
dose2p64,chck_80M,numops_5,5,15,4.635384712645706,4.21644420363009,6.413035935465619,0.6666666666666666,0.26666666666666666,0.26666666666666666
dose2p64,chck_80M,regular_nonzero_ops,split:regular:nonzero,25,1.229239496414084,2.0512859952868894,6.0726416409582695,0.56,0.12,0.12
dose2p64,chck_80M,regular_zero_ops,split:regular:zero,5,-3.8059699690609703,-4.267605384811759,5.187311285164352,0.2,0.0,0.2
dose2p64,chck_80M,split_ambiref,split:ambiref,30,-0.3239332008699421,-0.5590483660052996,5.4924327973746525,0.4666666666666667,0.1,0.1
dose2p64,chck_80M,split_move_contents,split:move_contents,30,2.871644803248152,2.9201834038249217,6.210485717614607,0.7,0.06666666666666667,0.2
dose2p64,chck_80M,split_regular,split:regular,30,0.39003791883490824,-0.04592117585707456,6.223890255847978,0.5,0.1,0.13333333333333333
dose2p64,chck_80M,zero_ops,zero,15,-2.674393758829683,-3.1577211059629917,5.815747563565665,0.4,0.06666666666666667,0.13333333333333333
