family,checkpoint,seed,group,contrast,n,delta_mean_gain_a_minus_b,mean_gain_a,mean_gain_b
copy,chck_80M,43022,span_1,CminusR,1000,-0.5510817093315508,3.7359198040223873,4.287001513353938
copy,chck_80M,43022,span_4,RminusC,1000,0.5270407551983403,4.100924233166649,3.5738834779683084
copy,chck_80M,43022,span_4,RminusV,1000,0.26341702270775125,4.100924233166649,3.8375072104588974
copy,chck_80M,43022,span_4,VminusC,1000,0.263623732490589,3.8375072104588974,3.5738834779683084
copy,chck_80M,43022,span_4,VminusR,1000,-0.26341702270775125,3.8375072104588974,4.100924233166649
copy,chck_80M,43022,span_4,CminusR,1000,-0.5270407551983403,3.5738834779683084,4.100924233166649
copy,chck_90M,43022,ALL,RminusC,2000,0.4924570328754321,4.203754187105353,3.7112971542299213
copy,chck_90M,43022,ALL,RminusV,2000,0.19437013191371655,4.203754187105353,4.009384055191637
copy,chck_90M,43022,ALL,VminusC,2000,0.29808690096171553,4.009384055191637,3.7112971542299213
copy,chck_90M,43022,ALL,VminusR,2000,-0.19437013191371655,4.009384055191637,4.203754187105353
copy,chck_90M,43022,ALL,CminusR,2000,-0.4924570328754321,3.7112971542299213,4.203754187105353
copy,chck_90M,43022,domain_bnc_spoken,RminusC,180,0.42442060293336237,4.637791895859967,4.213371292926604
copy,chck_90M,43022,domain_bnc_spoken,RminusV,180,0.2972467112732069,4.637791895859967,4.34054518458676
copy,chck_90M,43022,domain_bnc_spoken,VminusC,180,0.12717389166015547,4.34054518458676,4.213371292926604
copy,chck_90M,43022,domain_bnc_spoken,VminusR,180,-0.2972467112732069,4.34054518458676,4.637791895859967
copy,chck_90M,43022,domain_bnc_spoken,CminusR,180,-0.42442060293336237,4.213371292926604,4.637791895859967
copy,chck_90M,43022,domain_childes,RminusC,642,0.37274206477057126,2.8423840579912882,2.469641993220717
copy,chck_90M,43022,domain_childes,RminusV,642,0.09757891174535249,2.8423840579912882,2.7448051462459357
copy,chck_90M,43022,domain_childes,VminusC,642,0.27516315302521877,2.7448051462459357,2.469641993220717
copy,chck_90M,43022,domain_childes,VminusR,642,-0.09757891174535249,2.7448051462459357,2.8423840579912882
copy,chck_90M,43022,domain_childes,CminusR,642,-0.37274206477057126,2.469641993220717,2.8423840579912882
copy,chck_90M,43022,domain_gutenberg,RminusC,468,0.7105649277313146,5.084960733431061,4.374395805699747
copy,chck_90M,43022,domain_gutenberg,RminusV,468,0.32579827631924996,5.084960733431061,4.759162457111811
copy,chck_90M,43022,domain_gutenberg,VminusC,468,0.3847666514120647,4.759162457111811,4.374395805699747
copy,chck_90M,43022,domain_gutenberg,VminusR,468,-0.32579827631924996,4.759162457111811,5.084960733431061
copy,chck_90M,43022,domain_gutenberg,CminusR,468,-0.7105649277313146,4.374395805699747,5.084960733431061
copy,chck_90M,43022,domain_open_subtitles,RminusC,434,0.4397991164545356,4.957743646930153,4.517944530475617
copy,chck_90M,43022,domain_open_subtitles,RminusV,434,0.324014541009813,4.957743646930153,4.63372910592034
copy,chck_90M,43022,domain_open_subtitles,VminusC,434,0.11578457544472265,4.63372910592034,4.517944530475617
copy,chck_90M,43022,domain_open_subtitles,VminusR,434,-0.324014541009813,4.63372910592034,4.957743646930153
copy,chck_90M,43022,domain_open_subtitles,CminusR,434,-0.4397991164545356,4.517944530475617,4.957743646930153
copy,chck_90M,43022,domain_simple_wiki,RminusC,272,0.5276256902857308,4.440011310451576,3.912385620165845
copy,chck_90M,43022,domain_simple_wiki,RminusV,272,-0.07575255750105825,4.440011310451576,4.515763867952634
copy,chck_90M,43022,domain_simple_wiki,VminusC,272,0.6033782477867891,4.515763867952634,3.912385620165845
copy,chck_90M,43022,domain_simple_wiki,VminusR,272,0.07575255750105825,4.515763867952634,4.440011310451576
copy,chck_90M,43022,domain_simple_wiki,CminusR,272,-0.5276256902857308,3.912385620165845,4.440011310451576
copy,chck_90M,43022,domain_switchboard,RminusC,4,0.5716402907273732,2.197456317313481,1.625816026586108
copy,chck_90M,43022,domain_switchboard,RminusV,4,0.024746495590079576,2.197456317313481,2.1727098217234015
copy,chck_90M,43022,domain_switchboard,VminusC,4,0.5468937951372936,2.1727098217234015,1.625816026586108
copy,chck_90M,43022,domain_switchboard,VminusR,4,-0.024746495590079576,2.1727098217234015,2.197456317313481
copy,chck_90M,43022,domain_switchboard,CminusR,4,-0.5716402907273732,1.625816026586108,2.197456317313481
copy,chck_90M,43022,span_1,RminusC,1000,0.5236237032732092,4.298740778250273,3.7751170749770635
copy,chck_90M,43022,span_1,RminusV,1000,0.12671413751046323,4.298740778250273,4.1720266407398094
copy,chck_90M,43022,span_1,VminusC,1000,0.39690956576274594,4.1720266407398094,3.7751170749770635
copy,chck_90M,43022,span_1,VminusR,1000,-0.12671413751046323,4.1720266407398094,4.298740778250273
copy,chck_90M,43022,span_1,CminusR,1000,-0.5236237032732092,3.7751170749770635,4.298740778250273
copy,chck_90M,43022,span_4,RminusC,1000,0.4612903624776554,4.108767595960434,3.6474772334827787
copy,chck_90M,43022,span_4,RminusV,1000,0.26202612631697075,4.108767595960434,3.8467414696434634
copy,chck_90M,43022,span_4,VminusC,1000,0.19926423616068467,3.8467414696434634,3.6474772334827787
copy,chck_90M,43022,span_4,VminusR,1000,-0.26202612631697075,3.8467414696434634,4.108767595960434
copy,chck_90M,43022,span_4,CminusR,1000,-0.4612903624776554,3.6474772334827787,4.108767595960434
copy,chck_100M,43022,ALL,RminusC,2000,0.46721887244158333,4.161582367425114,3.6943634949835302
copy,chck_100M,43022,ALL,RminusV,2000,0.1473055460615864,4.161582367425114,4.014276821363527
copy,chck_100M,43022,ALL,VminusC,2000,0.3199133263799969,4.014276821363527,3.6943634949835302
copy,chck_100M,43022,ALL,VminusR,2000,-0.1473055460615864,4.014276821363527,4.161582367425114
copy,chck_100M,43022,ALL,CminusR,2000,-0.46721887244158333,3.6943634949835302,4.161582367425114
copy,chck_100M,43022,domain_bnc_spoken,RminusC,180,0.37803526095481654,4.585330027687774,4.207294766732957
copy,chck_100M,43022,domain_bnc_spoken,RminusV,180,0.2442889605766041,4.585330027687774,4.34104106711117
copy,chck_100M,43022,domain_bnc_spoken,VminusC,180,0.13374630037821245,4.34104106711117,4.207294766732957
copy,chck_100M,43022,domain_bnc_spoken,VminusR,180,-0.2442889605766041,4.34104106711117,4.585330027687774
copy,chck_100M,43022,domain_bnc_spoken,CminusR,180,-0.37803526095481654,4.207294766732957,4.585330027687774
copy,chck_100M,43022,domain_childes,RminusC,642,0.3606754583208662,2.82085040588352,2.460174947562654
copy,chck_100M,43022,domain_childes,RminusV,642,0.0622722457842908,2.82085040588352,2.7585781600992294
copy,chck_100M,43022,domain_childes,VminusC,642,0.2984032125365754,2.7585781600992294,2.460174947562654
copy,chck_100M,43022,domain_childes,VminusR,642,-0.0622722457842908,2.7585781600992294,2.82085040588352
copy,chck_100M,43022,domain_childes,CminusR,642,-0.3606754583208662,2.460174947562654,2.82085040588352
copy,chck_100M,43022,domain_gutenberg,RminusC,468,0.677067690675055,5.029628783592834,4.352561092917779
copy,chck_100M,43022,domain_gutenberg,RminusV,468,0.2652874324115144,5.029628783592834,4.7643413511813195
copy,chck_100M,43022,domain_gutenberg,VminusC,468,0.4117802582635406,4.7643413511813195,4.352561092917779
copy,chck_100M,43022,domain_gutenberg,VminusR,468,-0.2652874324115144,4.7643413511813195,5.029628783592834
copy,chck_100M,43022,domain_gutenberg,CminusR,468,-0.677067690675055,4.352561092917779,5.029628783592834
copy,chck_100M,43022,domain_open_subtitles,RminusC,434,0.4099369428941131,4.91504291009353,4.505105967199417
copy,chck_100M,43022,domain_open_subtitles,RminusV,434,0.2708747876840878,4.91504291009353,4.644168122409442
copy,chck_100M,43022,domain_open_subtitles,VminusC,434,0.1390621552100253,4.644168122409442,4.505105967199417
copy,chck_100M,43022,domain_open_subtitles,VminusR,434,-0.2708747876840878,4.644168122409442,4.91504291009353
copy,chck_100M,43022,domain_open_subtitles,CminusR,434,-0.4099369428941131,4.505105967199417,4.91504291009353
copy,chck_100M,43022,domain_simple_wiki,RminusC,272,0.5088302152417019,4.38149074363023,3.872660528388528
copy,chck_100M,43022,domain_simple_wiki,RminusV,272,-0.11327885295433049,4.38149074363023,4.49476959658456
copy,chck_100M,43022,domain_simple_wiki,VminusC,272,0.6221090681960324,4.49476959658456,3.872660528388528
copy,chck_100M,43022,domain_simple_wiki,VminusR,272,0.11327885295433049,4.49476959658456,4.38149074363023
copy,chck_100M,43022,domain_simple_wiki,CminusR,272,-0.5088302152417019,3.872660528388528,4.38149074363023
copy,chck_100M,43022,domain_switchboard,RminusC,4,0.4139056678977795,2.0147483299369924,1.6008426620392129
copy,chck_100M,43022,domain_switchboard,RminusV,4,-0.060507698508445174,2.0147483299369924,2.0752560284454376
copy,chck_100M,43022,domain_switchboard,VminusC,4,0.47441336640622467,2.0752560284454376,1.6008426620392129
copy,chck_100M,43022,domain_switchboard,VminusR,4,0.060507698508445174,2.0752560284454376,2.0147483299369924
copy,chck_100M,43022,domain_switchboard,CminusR,4,-0.4139056678977795,1.6008426620392129,2.0147483299369924
copy,chck_100M,43022,span_1,RminusC,1000,0.49048498071877056,4.251270326795892,3.760785346077121
copy,chck_100M,43022,span_1,RminusV,1000,0.06739258198133324,4.251270326795892,4.183877744814558
copy,chck_100M,43022,span_1,VminusC,1000,0.4230923987374373,4.183877744814558,3.760785346077121
copy,chck_100M,43022,span_1,VminusR,1000,-0.06739258198133324,4.183877744814558,4.251270326795892
copy,chck_100M,43022,span_1,CminusR,1000,-0.49048498071877056,3.760785346077121,4.251270326795892
copy,chck_100M,43022,span_4,RminusC,1000,0.44395276416439744,4.0718944080543364,3.627941643889939
copy,chck_100M,43022,span_4,RminusV,1000,0.2272185101418409,4.0718944080543364,3.8446758979124955
copy,chck_100M,43022,span_4,VminusC,1000,0.21673425402255653,3.8446758979124955,3.627941643889939
copy,chck_100M,43022,span_4,VminusR,1000,-0.2272185101418409,3.8446758979124955,4.0718944080543364
copy,chck_100M,43022,span_4,CminusR,1000,-0.44395276416439744,3.627941643889939,4.0718944080543364
copy,chck_80M,43122,ALL,RminusC,2000,0.7011765503257354,4.307701968534677,3.6065254182089417
copy,chck_80M,43122,ALL,RminusV,2000,0.3644095788270896,4.307701968534677,3.9432923897075876
copy,chck_80M,43122,ALL,VminusC,2000,0.3367669714986459,3.9432923897075876,3.6065254182089417
copy,chck_80M,43122,ALL,VminusR,2000,-0.3644095788270896,3.9432923897075876,4.307701968534677
copy,chck_80M,43122,ALL,CminusR,2000,-0.7011765503257354,3.6065254182089417,4.307701968534677
copy,chck_80M,43122,domain_bnc_spoken,RminusC,180,0.8339967548497951,4.701208568725269,3.867211813875474
copy,chck_80M,43122,domain_bnc_spoken,RminusV,180,0.44904938296563657,4.701208568725269,4.252159185759632
copy,chck_80M,43122,domain_bnc_spoken,VminusC,180,0.3849473718841585,4.252159185759632,3.867211813875474
copy,chck_80M,43122,domain_bnc_spoken,VminusR,180,-0.44904938296563657,4.252159185759632,4.701208568725269
copy,chck_80M,43122,domain_bnc_spoken,CminusR,180,-0.8339967548497951,3.867211813875474,4.701208568725269
copy,chck_80M,43122,domain_childes,RminusC,642,0.4673631387488624,2.9121549518796424,2.44479181313078
copy,chck_80M,43122,domain_childes,RminusV,642,0.2579546741196137,2.9121549518796424,2.6542002777600286
copy,chck_80M,43122,domain_childes,VminusC,642,0.20940846462924867,2.6542002777600286,2.44479181313078
copy,chck_80M,43122,domain_childes,VminusR,642,-0.2579546741196137,2.6542002777600286,2.9121549518796424
copy,chck_80M,43122,domain_childes,CminusR,642,-0.4673631387488624,2.44479181313078,2.9121549518796424
copy,chck_80M,43122,domain_gutenberg,RminusC,468,0.7078884672642811,5.013992550072428,4.3061040828081465
copy,chck_80M,43122,domain_gutenberg,RminusV,468,0.29054516085080184,5.013992550072428,4.723447389221626
copy,chck_80M,43122,domain_gutenberg,VminusC,468,0.4173433064134793,4.723447389221626,4.3061040828081465
copy,chck_80M,43122,domain_gutenberg,VminusR,468,-0.29054516085080184,4.723447389221626,5.013992550072428
copy,chck_80M,43122,domain_gutenberg,CminusR,468,-0.7078884672642811,4.3061040828081465,5.013992550072428
copy,chck_80M,43122,domain_open_subtitles,RminusC,434,0.8148475580237573,5.140655650574784,4.325808092551027
copy,chck_80M,43122,domain_open_subtitles,RminusV,434,0.5330125928343694,5.140655650574784,4.607643057740415
copy,chck_80M,43122,domain_open_subtitles,VminusC,434,0.2818349651893879,4.607643057740415,4.325808092551027
copy,chck_80M,43122,domain_open_subtitles,VminusR,434,-0.5330125928343694,4.607643057740415,5.140655650574784
copy,chck_80M,43122,domain_open_subtitles,CminusR,434,-0.8148475580237573,4.325808092551027,5.140655650574784
copy,chck_80M,43122,domain_simple_wiki,RminusC,272,0.9698554333770533,4.819818878507336,3.8499634451302827
copy,chck_80M,43122,domain_simple_wiki,RminusV,272,0.40425750704209484,4.819818878507336,4.415561371465241
copy,chck_80M,43122,domain_simple_wiki,VminusC,272,0.5655979263349584,4.415561371465241,3.8499634451302827
copy,chck_80M,43122,domain_simple_wiki,VminusR,272,-0.40425750704209484,4.415561371465241,4.819818878507336
copy,chck_80M,43122,domain_simple_wiki,CminusR,272,-0.9698554333770533,3.8499634451302827,4.819818878507336
copy,chck_80M,43122,domain_switchboard,RminusC,4,0.8625572402961552,2.749778713681735,1.8872214733855799
copy,chck_80M,43122,domain_switchboard,RminusV,4,1.2806813629576936,2.749778713681735,1.4690973507240415
copy,chck_80M,43122,domain_switchboard,VminusC,4,-0.4181241226615384,1.4690973507240415,1.8872214733855799
copy,chck_80M,43122,domain_switchboard,VminusR,4,-1.2806813629576936,1.4690973507240415,2.749778713681735
copy,chck_80M,43122,domain_switchboard,CminusR,4,-0.8625572402961552,1.8872214733855799,2.749778713681735
copy,chck_80M,43122,span_1,RminusC,1000,0.7601840838054512,4.404806846451118,3.6446227626456666
copy,chck_80M,43122,span_1,RminusV,1000,0.45918204976547194,4.404806846451118,3.945624796685646
copy,chck_80M,43122,span_1,VminusC,1000,0.30100203403997927,3.945624796685646,3.6446227626456666
copy,chck_80M,43122,span_1,VminusR,1000,-0.45918204976547194,3.945624796685646,4.404806846451118
copy,chck_80M,43122,span_1,CminusR,1000,-0.7601840838054512,3.6446227626456666,4.404806846451118
copy,chck_80M,43122,span_4,RminusC,1000,0.6421690168460183,4.2105970906182355,3.568428073772217
copy,chck_80M,43122,span_4,RminusV,1000,0.2696371078887063,4.2105970906182355,3.940959982729529
copy,chck_80M,43122,span_4,VminusC,1000,0.37253190895731203,3.940959982729529,3.568428073772217
copy,chck_80M,43122,span_4,VminusR,1000,-0.2696371078887063,3.940959982729529,4.2105970906182355
copy,chck_80M,43122,span_4,CminusR,1000,-0.6421690168460183,3.568428073772217,4.2105970906182355
copy,chck_90M,43122,ALL,RminusC,2000,0.6465665008977548,4.278936018238308,3.632369517340553
copy,chck_90M,43122,ALL,RminusV,2000,0.3448804325192847,4.278936018238308,3.934055585719023
copy,chck_90M,43122,ALL,VminusC,2000,0.3016860683784701,3.934055585719023,3.632369517340553
copy,chck_90M,43122,ALL,VminusR,2000,-0.3448804325192847,3.934055585719023,4.278936018238308
copy,chck_90M,43122,ALL,CminusR,2000,-0.6465665008977548,3.632369517340553,4.278936018238308
copy,chck_90M,43122,domain_bnc_spoken,RminusC,180,0.8139190685416295,4.706078535740218,3.8921594671985886
copy,chck_90M,43122,domain_bnc_spoken,RminusV,180,0.4085804836129272,4.706078535740218,4.297498052127291
copy,chck_90M,43122,domain_bnc_spoken,VminusC,180,0.40533858492870234,4.297498052127291,3.8921594671985886
copy,chck_90M,43122,domain_bnc_spoken,VminusR,180,-0.4085804836129272,4.297498052127291,4.706078535740218
copy,chck_90M,43122,domain_bnc_spoken,CminusR,180,-0.8139190685416295,3.8921594671985886,4.706078535740218
copy,chck_90M,43122,domain_childes,RminusC,642,0.40482931416939216,2.8775969159097836,2.4727676017403915
copy,chck_90M,43122,domain_childes,RminusV,642,0.22274781790417242,2.8775969159097836,2.654849098005611
copy,chck_90M,43122,domain_childes,VminusC,642,0.18208149626521974,2.654849098005611,2.4727676017403915
copy,chck_90M,43122,domain_childes,VminusR,642,-0.22274781790417242,2.654849098005611,2.8775969159097836
copy,chck_90M,43122,domain_childes,CminusR,642,-0.40482931416939216,2.4727676017403915,2.8775969159097836
copy,chck_90M,43122,domain_gutenberg,RminusC,468,0.6115344571886281,4.981021047410642,4.369486590222014
copy,chck_90M,43122,domain_gutenberg,RminusV,468,0.24699439023678327,4.981021047410642,4.7340266571738585
copy,chck_90M,43122,domain_gutenberg,VminusC,468,0.3645400669518448,4.7340266571738585,4.369486590222014
copy,chck_90M,43122,domain_gutenberg,VminusR,468,-0.24699439023678327,4.7340266571738585,4.981021047410642
copy,chck_90M,43122,domain_gutenberg,CminusR,468,-0.6115344571886281,4.369486590222014,4.981021047410642
copy,chck_90M,43122,domain_open_subtitles,RminusC,434,0.7507960395127045,5.088030192057773,4.337234152545069
copy,chck_90M,43122,domain_open_subtitles,RminusV,434,0.5153790179350093,5.088030192057773,4.572651174122764
copy,chck_90M,43122,domain_open_subtitles,VminusC,434,0.23541702157769517,4.572651174122764,4.337234152545069
copy,chck_90M,43122,domain_open_subtitles,VminusR,434,-0.5153790179350093,4.572651174122764,5.088030192057773
copy,chck_90M,43122,domain_open_subtitles,CminusR,434,-0.7507960395127045,4.337234152545069,5.088030192057773
copy,chck_90M,43122,domain_simple_wiki,RminusC,272,0.9917818144455333,4.820495962042314,3.8287141475967803
copy,chck_90M,43122,domain_simple_wiki,RminusV,272,0.46705226670187816,4.820495962042314,4.353443695340435
copy,chck_90M,43122,domain_simple_wiki,VminusC,272,0.5247295477436551,4.353443695340435,3.8287141475967803
copy,chck_90M,43122,domain_simple_wiki,VminusR,272,-0.46705226670187816,4.353443695340435,4.820495962042314
copy,chck_90M,43122,domain_simple_wiki,CminusR,272,-0.9917818144455333,3.8287141475967803,4.820495962042314
copy,chck_90M,43122,domain_switchboard,RminusC,4,1.2297222798224539,3.215706203132868,1.985983923310414
copy,chck_90M,43122,domain_switchboard,RminusV,4,1.7265484840609133,3.215706203132868,1.4891577190719545
copy,chck_90M,43122,domain_switchboard,VminusC,4,-0.49682620423845947,1.4891577190719545,1.985983923310414
copy,chck_90M,43122,domain_switchboard,VminusR,4,-1.7265484840609133,1.4891577190719545,3.215706203132868
copy,chck_90M,43122,domain_switchboard,CminusR,4,-1.2297222798224539,1.985983923310414,3.215706203132868
copy,chck_90M,43122,span_1,RminusC,1000,0.6561001061902871,4.321607970686675,3.665507864496388
copy,chck_90M,43122,span_1,RminusV,1000,0.37379737798031965,4.321607970686675,3.9478105927063556
copy,chck_90M,43122,span_1,VminusC,1000,0.2823027282099675,3.9478105927063556,3.665507864496388
copy,chck_90M,43122,span_1,VminusR,1000,-0.37379737798031965,3.9478105927063556,4.321607970686675
copy,chck_90M,43122,span_1,CminusR,1000,-0.6561001061902871,3.665507864496388,4.321607970686675
copy,chck_90M,43122,span_4,RminusC,1000,0.6370328956052229,4.23626406578994,3.599231170184717
copy,chck_90M,43122,span_4,RminusV,1000,0.3159634870582493,4.23626406578994,3.9203005787316907
copy,chck_90M,43122,span_4,VminusC,1000,0.32106940854697363,3.9203005787316907,3.599231170184717
copy,chck_90M,43122,span_4,VminusR,1000,-0.3159634870582493,3.9203005787316907,4.23626406578994
copy,chck_90M,43122,span_4,CminusR,1000,-0.6370328956052229,3.599231170184717,4.23626406578994
copy,chck_100M,43122,ALL,RminusC,2000,0.6557540554741008,4.279186693628082,3.6234326381539814
copy,chck_100M,43122,ALL,RminusV,2000,0.3631908139282589,4.279186693628082,3.9159958796998233
copy,chck_100M,43122,ALL,VminusC,2000,0.2925632415458419,3.9159958796998233,3.6234326381539814
copy,chck_100M,43122,ALL,VminusR,2000,-0.3631908139282589,3.9159958796998233,4.279186693628082
copy,chck_100M,43122,ALL,CminusR,2000,-0.6557540554741008,3.6234326381539814,4.279186693628082
copy,chck_100M,43122,domain_bnc_spoken,RminusC,180,0.8119452698387448,4.707298635026058,3.8953533651873133
copy,chck_100M,43122,domain_bnc_spoken,RminusV,180,0.44867108517711163,4.707298635026058,4.2586275498489465
copy,chck_100M,43122,domain_bnc_spoken,VminusC,180,0.3632741846616332,4.2586275498489465,3.8953533651873133
copy,chck_100M,43122,domain_bnc_spoken,VminusR,180,-0.44867108517711163,4.2586275498489465,4.707298635026058
copy,chck_100M,43122,domain_bnc_spoken,CminusR,180,-0.8119452698387448,3.8953533651873133,4.707298635026058
copy,chck_100M,43122,domain_childes,RminusC,642,0.4221992349115973,2.8836160092921177,2.4614167743805204
copy,chck_100M,43122,domain_childes,RminusV,642,0.2421618805453205,2.8836160092921177,2.641454128746797
copy,chck_100M,43122,domain_childes,VminusC,642,0.18003735436627677,2.641454128746797,2.4614167743805204
copy,chck_100M,43122,domain_childes,VminusR,642,-0.2421618805453205,2.641454128746797,2.8836160092921177
copy,chck_100M,43122,domain_childes,CminusR,642,-0.4221992349115973,2.4614167743805204,2.8836160092921177
copy,chck_100M,43122,domain_gutenberg,RminusC,468,0.6387050005272243,4.976624600032136,4.337919599504912
copy,chck_100M,43122,domain_gutenberg,RminusV,468,0.2775829969648793,4.976624600032136,4.699041603067257
copy,chck_100M,43122,domain_gutenberg,VminusC,468,0.36112200356234503,4.699041603067257,4.337919599504912
copy,chck_100M,43122,domain_gutenberg,VminusR,468,-0.2775829969648793,4.699041603067257,4.976624600032136
copy,chck_100M,43122,domain_gutenberg,CminusR,468,-0.6387050005272243,4.337919599504912,4.976624600032136
copy,chck_100M,43122,domain_open_subtitles,RminusC,434,0.7372646681173229,5.086733740394517,4.349469072277194
copy,chck_100M,43122,domain_open_subtitles,RminusV,434,0.520578104327889,5.086733740394517,4.566155636066628
copy,chck_100M,43122,domain_open_subtitles,VminusC,434,0.21668656378943396,4.566155636066628,4.349469072277194
copy,chck_100M,43122,domain_open_subtitles,VminusR,434,-0.520578104327889,4.566155636066628,5.086733740394517
copy,chck_100M,43122,domain_open_subtitles,CminusR,434,-0.7372646681173229,4.349469072277194,5.086733740394517
copy,chck_100M,43122,domain_simple_wiki,RminusC,272,0.9943802399688813,4.8171399277930735,3.8227596878241923
copy,chck_100M,43122,domain_simple_wiki,RminusV,272,0.4672897642707392,4.8171399277930735,4.349850163522334
copy,chck_100M,43122,domain_simple_wiki,VminusC,272,0.527090475698142,4.349850163522334,3.8227596878241923
copy,chck_100M,43122,domain_simple_wiki,VminusR,272,-0.4672897642707392,4.349850163522334,4.8171399277930735
copy,chck_100M,43122,domain_simple_wiki,CminusR,272,-0.9943802399688813,3.8227596878241923,4.8171399277930735
copy,chck_100M,43122,domain_switchboard,RminusC,4,1.236955520696938,3.2033346199896187,1.9663790992926806
copy,chck_100M,43122,domain_switchboard,RminusV,4,1.8025873687583953,3.2033346199896187,1.4007472512312233
copy,chck_100M,43122,domain_switchboard,VminusC,4,-0.5656318480614573,1.4007472512312233,1.9663790992926806
copy,chck_100M,43122,domain_switchboard,VminusR,4,-1.8025873687583953,1.4007472512312233,3.2033346199896187
copy,chck_100M,43122,domain_switchboard,CminusR,4,-1.236955520696938,1.9663790992926806,3.2033346199896187
copy,chck_100M,43122,span_1,RminusC,1000,0.6733358274669299,4.331782472045212,3.6584466445782824
copy,chck_100M,43122,span_1,RminusV,1000,0.40619586270359687,4.331782472045212,3.9255866093416154
copy,chck_100M,43122,span_1,VminusC,1000,0.267139964763333,3.9255866093416154,3.6584466445782824
