family,arm,checkpoint,seed,role,group,n,mean_gain,mean_a_nll,mean_b_nll,sd_gain,se_gain
copy,D_V_43022,chck_100M,43022,V,domain_bnc_spoken,180,4.34104106711117,0.7740043862970196,5.1150454534081895,3.889662891437561,0.289918354493759
copy,D_V_43022,chck_100M,43022,V,domain_childes,642,2.7585781600992294,0.29276133076051464,3.051339490859744,3.3522102679769206,0.13230118617784672
copy,D_V_43022,chck_100M,43022,V,domain_gutenberg,468,4.7643413511813195,0.29659154463048704,5.060932895811807,4.165817209769374,0.192564968641459
copy,D_V_43022,chck_100M,43022,V,domain_open_subtitles,434,4.644168122409442,0.5136364777763237,5.1578046001857665,4.273052526303133,0.20511308498629122
copy,D_V_43022,chck_100M,43022,V,domain_simple_wiki,272,4.49476959658456,0.24903341656151917,4.7438030131460796,4.637742166128657,0.28120442375484267
copy,D_V_43022,chck_100M,43022,V,domain_switchboard,4,2.0752560284454376,0.037773242918774486,2.113029271364212,1.4676923562284099,0.7338461781142049
copy,D_V_43022,chck_100M,43022,V,span_1,1000,4.183877744814558,0.5173838029110149,4.701261547725573,4.398246288652389,0.13908475982523938
copy,D_V_43022,chck_100M,43022,V,span_4,1000,3.8446758979124955,0.2395010174890997,4.084176915401596,3.739713176304749,0.1182601143286584
copy,D_V_43022,chck_80M,43022,V,ALL,2000,4.018221683784589,0.3844271502254632,4.402648834010053,4.051213013383581,0.09058787689257453
copy,D_V_43022,chck_80M,43022,V,domain_bnc_spoken,180,4.421079123077733,0.7508509774588876,5.1719301005366205,3.9324480955094265,0.29310737531828873
copy,D_V_43022,chck_80M,43022,V,domain_childes,642,2.77174176604903,0.30845715076001,3.08019891680904,3.3742960482627455,0.1331728423974434
copy,D_V_43022,chck_80M,43022,V,domain_gutenberg,468,4.7504397238704135,0.3169502544779268,5.06738997834834,4.061428502444092,0.187739598938373
copy,D_V_43022,chck_80M,43022,V,domain_open_subtitles,434,4.639418126736333,0.5035868409903981,5.14300496772673,4.218341107483785,0.2024868528421892
copy,D_V_43022,chck_80M,43022,V,domain_simple_wiki,272,4.473764600564213,0.2524138902731549,4.726178490837367,4.602592809542905,0.27907318096255507
copy,D_V_43022,chck_80M,43022,V,domain_switchboard,4,1.9034206208307296,0.03141187014989555,1.9348324909806252,1.362104231622546,0.681052115811273
copy,D_V_43022,chck_80M,43022,V,span_1,1000,4.198936157110282,0.5218130340732646,4.720749191183547,4.373680508205436,0.13830792163811936
copy,D_V_43022,chck_80M,43022,V,span_4,1000,3.8375072104588974,0.24704126637766183,4.084548476836559,3.691917811926753,0.11674869219833696
copy,D_V_43022,chck_90M,43022,V,ALL,2000,4.009384055191637,0.38322176925369905,4.392605824445336,4.082812617916664,0.09129446553055537
copy,D_V_43022,chck_90M,43022,V,domain_bnc_spoken,180,4.34054518458676,0.7750016045809995,5.11554678916776,3.879984008636786,0.2891969331641328
copy,D_V_43022,chck_90M,43022,V,domain_childes,642,2.7448051462459357,0.30065480136240175,3.0454599476083373,3.3435366226483096,0.131958864702245
copy,D_V_43022,chck_90M,43022,V,domain_gutenberg,468,4.759162457111811,0.29371019998889564,5.052872657100707,4.162549524463932,0.19241391983478143
copy,D_V_43022,chck_90M,43022,V,domain_open_subtitles,434,4.63372910592034,0.5242356229555718,5.157964728875912,4.265511666915225,0.2047511121523556
copy,D_V_43022,chck_90M,43022,V,domain_simple_wiki,272,4.515763867952634,0.25289652430875015,4.768660392261384,4.6472132034416935,0.2817786897434576
