arm,pair_id,category,pivot,target_a,target_b,target_class,target_token_len,left_distance,right_distance,between_content_count,slot_margin,left_margin,right_margin,orig_score,swap_score
compact,p0000032,temporal,when,beard,bade,content,1,1,6,3,8.501953125,5.4453125,11.558594226837158,-5.228538513183594,-13.730491638183594
compact,p0000033,causal_connector,if,spirit,suppose,content,1,4,2,2,8.195312976837158,9.240234136581421,7.150390625,-4.533553600311279,-12.728866577148438
compact,p0000034,spatial,inside,file,container,content,1,2,3,3,10.952636778354645,10.514648914337158,11.390624612569809,-0.7113198637962341,-11.663956642150879
compact,p0000035,causal_connector,if,container,relationships,content,1,1,3,2,12.304931879043579,14.023925960063934,10.585937738418579,-1.4899241924285889,-13.794856071472168
compact,p0000036,temporal,when,planet,soon,content,1,2,6,3,7.755859375,6.33984375,9.171875476837158,-5.947292327880859,-13.70315170288086
compact,p0000040,causal_connector,if,approached,interested,verbish,1,6,4,3,8.589843988418579,5.0,12.179687947034836,-3.0051848888397217,-11.5950288772583
compact,p0000041,spatial,into,house,sold,content,1,2,4,3,10.743652820587158,12.104492425918579,9.382812976837158,-3.007051944732666,-13.750704765319824
compact,p0000042,temporal,when,half,went,content,1,2,2,2,6.65625,4.046875,9.265625,-3.6476192474365234,-10.303869247436523
compact,p0000046,temporal,when,about,finish,content,1,1,2,1,6.648436784744263,10.671874523162842,2.625,-3.9653537273406982,-10.613790512084961
compact,p0000047,temporal,when,about,friends,content,1,1,2,1,11.363281965255737,14.078125387430191,8.6484375,-1.949591875076294,-13.312873840332031
compact,p0000048,temporal,since,dark,we're,content,2,1,1,1,9.836426019668579,13.79785230755806,5.875,-1.9541890621185303,-11.79061508178711
compact,p0000049,temporal,since,again,haven't,content,2,1,2,1,8.74218738079071,10.687500238418579,6.796874284744263,-1.9265767335891724,-10.668764114379883
compact,p0000050,temporal,after,international,february,capitalized,1,3,3,4,5.97265625,1.8984375,10.046875238418579,-5.80482292175293,-11.77747917175293
compact,p0000051,causal_connector,although,however,danger,content,2,1,6,3,9.69531261920929,8.085938096046448,11.304687261581421,-1.424106478691101,-11.11941909790039
compact,p0000052,causal_connector,unless,freedom,became,content,1,1,2,1,9.33984375,7.046875,11.632812023162842,-8.043264389038086,-17.383108139038086
compact,p0000053,causal_connector,if,second,anybody,content,1,5,1,3,10.472655773162842,10.296874761581421,10.648436546325684,-3.7681403160095215,-14.240796089172363
compact,p0000054,spatial,into,run,bright,content,1,1,3,2,10.601562261581421,5.203124523162842,15.999999932944775,-2.451469659805298,-13.053031921386719
compact,p0000055,causal_connector,if,boys,party,content,1,2,3,3,4.015625,3.125,4.90625,-3.152493476867676,-7.168118476867676
compact,p0000057,spatial,through,line,lack,content,1,6,1,3,2.273437023162842,3.203124523162842,1.34375,-6.137814044952393,-8.411251068115234
compact,p0000058,spatial,inside,eating,called,verbish,1,3,2,2,3.140625,-0.90625,7.1875,-5.945401191711426,-9.086026191711426
compact,p0000060,temporal,after,spent,night,content,1,2,1,2,4.531249761581421,4.593749761581421,4.468749761581421,-3.1399500370025635,-7.671199798583984
compact,p0000061,temporal,after,loss,draw,content,1,1,3,2,-0.98046875,1.4921875,-3.453125,-9.562891960144043,-8.582423210144043
compact,p0000063,comparative,than,rather,help,content,1,1,2,2,7.671875476837158,10.687500298023224,4.656250476837158,-3.552485942840576,-11.224361419677734
compact,p0000064,temporal,during,british,american,capitalized,1,1,2,1,4.28125,3.375000238418579,5.187499839812517,-1.5135612487792969,-5.794811248779297
compact,p0000065,spatial,against,victories,colonists,content,2,1,2,1,0.2119140625,-2.287109375,2.710937023162842,-8.000880241394043,-8.212794303894043
compact,p0000066,spatial,into,he's,now,content,2,2,3,2,8.972656905651093,10.007812350988388,7.937499523162842,-0.7742570042610168,-9.74691390991211
compact,p0000068,causal_connector,if,yourself,gods,content,2,3,7,3,2.433594226837158,7.74218824505806,-2.875,-4.014294624328613,-6.4478888511657715
compact,p0000069,causal_connector,if,juice,there's,content,2,5,1,2,11.235351502895355,9.43750011920929,13.033202916383743,-0.5299301743507385,-11.765281677246094
compact,p0000070,temporal,when,foot,stay,content,1,9,2,2,7.142822265625,1.07470703125,13.210937261581421,-6.197605133056641,-13.34042739868164
compact,p0000072,comparative,than,seems,doubt,content,1,4,4,5,8.289061546325684,8.914062976837158,7.664061546325684,-8.726395606994629,-17.015457153320312
compact,p0000073,temporal,before,money,sleep,content,1,3,2,2,7.888671636581421,7.046874523162842,8.73046875,-3.664729356765747,-11.553400993347168
compact,p0000074,temporal,during,lady,too,content,1,1,6,3,13.187500357627869,14.437499962747097,11.937499761581421,-1.4517894983291626,-14.639289855957031
compact,p0000075,temporal,during,lady,yet,content,1,1,4,3,15.49902331829071,18.058593429625034,12.939453125,-1.1253892183303833,-16.624412536621094
compact,p0000076,causal_connector,if,best,problem,content,1,3,4,3,7.453125,10.25,4.65625,-2.338931083679199,-9.7920560836792
compact,p0000077,spatial,through,ate,apple,content,1,1,2,1,11.12500018440187,12.312499816529453,9.937499599531293,-0.011201674118638039,-11.136201858520508
compact,p0000078,spatial,through,ate,pears,content,1,1,2,1,13.109374875202775,13.843750253785402,12.375000450760126,-0.02987874113023281,-13.139253616333008
compact,p0000079,spatial,between,association,consumption,nominal,1,1,2,2,5.6484375,3.945312023162842,7.3515625,-7.596823692321777,-13.245261192321777
compact,p0000080,comparative,lower,association,consumption,nominal,1,2,1,2,5.6484375,3.945312023162842,7.3515625,-7.596823692321777,-13.245261192321777
compact,p0000081,causal_connector,if,workers,consumers,content,2,1,2,2,11.092773914337158,11.294922351837158,10.890625283122063,-1.3220534324645996,-12.414827346801758
compact,p0000083,comparative,longer,bother,stays,content,1,2,7,5,4.06640625,3.0078125,5.125,-9.181814193725586,-13.248220443725586
compact,p0000084,temporal,during,pneumonia,address,content,1,1,3,2,14.830077454447746,15.015624552965164,14.644531309604645,-0.21721334755420685,-15.047290802001953
compact,p0000085,spatial,beyond,room,there's,content,2,4,2,2,5.2636719942092896,3.6406251192092896,6.886718928813934,-1.0494598150253296,-6.313131809234619
compact,p0000086,spatial,within,stood,small,content,1,1,2,1,11.148438334465027,11.718750357627869,10.578125357627869,-1.580201268196106,-12.728639602661133
compact,p0000087,causal_connector,because,yyy,cha,content,1,3,7,3,4.234375476837158,4.25,4.21875,-7.57648229598999,-11.810857772827148
compact,p0000088,spatial,through,caterpillar,nice,content,1,2,2,2,14.707030959427357,14.820312384516,14.593749535270035,-0.0343964621424675,-14.741427421569824
compact,p0000089,temporal,after,leaf,felt,content,1,2,3,1,15.121094040572643,16.35156313003972,13.890624951571226,-0.010393805801868439,-15.131487846374512
compact,p0000091,causal_connector,because,supper,knew,content,1,1,2,1,9.732420921325684,4.75390625,14.710937023162842,-4.160181999206543,-13.892602920532227
compact,p0000092,causal_connector,if,supper,keep,content,1,5,6,5,8.26953125,4.953125,11.585937023162842,-4.457134246826172,-12.726665496826172
compact,p0000093,spatial,behind,lives,faces,content,1,3,2,4,0.8671875,2.390625,-0.65625,-6.129350662231445,-6.996538162231445
compact,p0000096,temporal,while,toys,talk,content,1,1,2,1,8.031249403953552,7.874999940395355,8.187499761581421,-1.3516680002212524,-9.382917404174805
compact,p0000098,spatial,behind,man,reason,content,1,1,4,1,8.062499582767487,8.843750059604645,7.281250059604645,-0.5537304282188416,-8.616230010986328
compact,p0000099,temporal,before,details,visit,content,1,1,2,1,10.570313215255737,16.203125476837158,4.9375,-2.72057843208313,-13.290891647338867
compact,p0000101,spatial,outside,hear,man,content,1,5,3,3,8.203125476837158,8.703125,7.703125,-3.0506644248962402,-11.253789901733398
compact,p0000102,causal_connector,although,helping,thinking,verbish,1,6,2,4,6.140624523162842,6.499999761581421,5.78125,-3.4730515480041504,-9.613676071166992
compact,p0000103,comparative,more,now,thousand,content,1,1,3,2,18.54785157740116,19.468750059604645,17.626953095197678,-0.12586592137813568,-18.673717498779297
compact,p0000104,comparative,than,now,thousand,content,1,2,2,2,18.54785157740116,19.468750059604645,17.626953095197678,-0.12586592137813568,-18.673717498779297
compact,p0000105,spatial,between,hear,father,content,1,3,2,3,9.566405773162842,14.484374945051968,4.6484375,-2.963320255279541,-12.529726028442383
compact,p0000106,spatial,into,agnes,tilly,capitalized,1,4,4,3,1.3750001192092896,0.5625,2.1875001192092896,-0.8446263074874878,-2.2196264266967773
compact,p0000109,causal_connector,though,yet,band,content,1,4,3,3,14.351563423871994,15.890625417232513,12.812500468455255,-0.30544760823249817,-14.657011032104492
compact,p0000112,temporal,while,little,needta,content,1,1,4,2,8.305663824081421,15.423828423023224,1.1875,-3.1436445713043213,-11.449308395385742
compact,p0000113,causal_connector,though,feels,friends,content,1,2,2,1,11.453124523162842,12.7421875,10.164062261581421,-2.019411563873291,-13.472536087036133
compact,p0000114,temporal,after,bridge,crash,content,1,3,3,3,6.541015625,6.750000197440386,6.33203125,-2.7148866653442383,-9.255902290344238
compact,p0000115,causal_connector,unless,full,they've,content,2,1,1,1,6.401366949081421,3.515625,9.287108898162842,-2.9690287113189697,-9.37039566040039
compact,p0000116,temporal,before,story,goes,content,1,1,2,1,12.009765625,10.847655892372131,13.171875476837158,-1.5089244842529297,-13.51869010925293
compact,p0000117,spatial,above,meters,level,content,1,1,2,2,6.890625357627869,9.656250044703484,4.125000178813934,-0.20800745487213135,-7.0986328125
compact,p0000118,temporal,when,comes,pretty,content,1,2,9,2,11.985108137130737,11.35302734375,12.617187976837158,-3.152167558670044,-15.137275695800781
compact,p0000119,causal_connector,though,shows,rather,content,1,4,4,5,8.88671875,4.2109375,13.562500953674316,-7.947927474975586,-16.834646224975586
compact,p0000120,spatial,through,haven't,yet,content,2,2,2,1,7.2519530057907104,9.699218690395355,4.8046875,-1.6678763628005981,-8.919829368591309
compact,p0000121,temporal,when,fled,conquered,verbish,1,1,2,2,2.484375,2.5625,2.40625,-4.606429100036621,-7.090804100036621
compact,p0000122,temporal,when,night,guys,content,1,1,2,1,10.066405892372131,15.664062403142452,4.4687498807907104,-0.4247249364852905,-10.491130828857422
compact,p0000123,comparative,shorter,next,note,content,1,1,1,1,11.695313081145287,10.562500208616257,12.82812499627471,-0.05506838858127594,-11.750381469726562
compact,p0000124,temporal,before,richard,eric,capitalized,1,4,1,3,0.9375,0.375,1.5000004768371582,-5.044755458831787,-5.982255458831787
compact,p0000125,causal_connector,if,stuff,find,content,1,3,3,2,10.146484136581421,9.324218273162842,10.96874988079071,-2.859804391860962,-13.006288528442383
compact,p0000126,spatial,inside,weak,chamber,content,1,2,2,2,16.095704251900315,16.582032188773155,15.609375361353159,-0.025887316092848778,-16.121591567993164
compact,p0000127,spatial,inside,weak,chamber,content,1,2,2,2,15.800781596451998,15.906250469386578,15.695312725380063,-0.05066550895571709,-15.851447105407715
compact,p0000128,temporal,when,peace,herself,content,2,1,4,2,4.496093273162842,2.703125,6.2890625,-3.179269313812256,-7.675362586975098
compact,p0000129,temporal,before,stood,ready,content,1,1,2,1,2.71875,4.875,0.5625002384185791,-3.501443862915039,-6.220193862915039
compact,p0000130,temporal,when,ask,door,content,1,2,6,3,7.72265625,10.398437976837158,5.046875,-4.816247940063477,-12.538904190063477
compact,p0000131,causal_connector,if,column,newspaper,content,1,1,2,1,12.773437727242708,12.249999599531293,13.296874903142452,-0.01871277019381523,-12.792150497436523
compact,p0000132,causal_connector,if,column,newspaper,content,1,1,2,1,13.179687470197678,13.296875262632966,13.062499679625034,-0.01734641194343567,-13.197033882141113
compact,p0000133,spatial,into,heavy,now,content,2,8,2,4,2.053223133087158,-2.0546875,6.1611326932907104,-2.473360061645508,-4.526583194732666
compact,p0000134,temporal,when,drink,baby,content,1,1,4,1,5.03125,4.4375,5.624999985098839,-2.899050235748291,-7.930300235748291
compact,p0000136,temporal,while,thought,send,content,1,3,2,2,9.6328125,7.999999523162842,11.265625238418579,-2.4155445098876953,-12.048357009887695
compact,p0000137,temporal,when,truth,told,content,1,7,7,4,10.951172113418579,8.953125476837158,12.94921886920929,-3.2901837825775146,-14.241355895996094
compact,p0000138,spatial,into,eyes,strong,content,1,2,2,3,5.458984851837158,10.19921875,0.71875,-4.224488735198975,-9.683473587036133
compact,p0000139,spatial,through,road,woods,content,2,4,2,3,3.171875,2.8125,3.53125,-2.3852806091308594,-5.557155609130859
compact,p0000140,temporal,when,fun,play,content,1,1,2,1,8.421875357627869,9.593750350177288,7.249999523162842,-1.9225460290908813,-10.34442138671875
compact,p0000141,temporal,when,fun,junior,content,1,1,4,2,8.140625476837158,17.76562549173832,-1.484375,-7.273153781890869,-15.413779258728027
compact,p0000142,temporal,after,brazil,england,capitalized,2,1,3,2,7.375000208616257,7.312499940395355,7.437500029802322,-0.28219154477119446,-7.657191753387451
compact,p0000143,temporal,before,dozen,picked,verbish,1,2,2,2,14.710938453674316,15.468749523162842,13.953125238418579,-2.749842643737793,-17.46078109741211
compact,p0000144,causal_connector,if,square,enough,content,1,2,4,3,4.78271484375,-0.1689453125,9.734375,-7.903931617736816,-12.686646461486816
compact,p0000145,temporal,after,cut,face,content,1,3,3,3,2.71484375,3.5,1.9296875,-9.090229988098145,-11.805073738098145
compact,p0000146,spatial,through,ate,apple,content,1,1,2,1,11.437500270083547,12.87500045192428,10.000000089406967,-0.021528927609324455,-11.459029197692871
compact,p0000147,temporal,when,second,league,content,1,2,2,2,5.55859375,6.9609375,4.156249523162842,-5.537363052368164,-11.095956802368164
compact,p0000148,spatial,under,mother,room,content,1,3,3,4,2.72265625,4.632812976837158,0.8125,-6.373900413513184,-9.096556663513184
compact,p0000149,temporal,when,period,troubles,content,1,4,2,2,2.148437023162842,1.734375,2.5625,-6.5381340980529785,-8.68657112121582
compact,p0000150,spatial,under,eighty,process,content,1,4,2,2,11.8515625,14.546875953674316,9.15625,-3.6368961334228516,-15.488458633422852
compact,p0000151,spatial,onto,ball,big,content,1,1,2,1,7.7343751192092896,8.65625,6.812499850988388,-1.417709231376648,-9.152084350585938
compact,p0000152,spatial,outside,germany,european,capitalized,1,1,2,1,10.461913824081421,5.111328125,15.812500310130417,-3.3178293704986572,-13.779743194580078
compact,p0000153,causal_connector,because,kitty,wants,content,1,3,2,2,10.574219703674316,5.578125,15.570313334465027,-3.421807289123535,-13.996026992797852
compact,p0000154,causal_connector,if,suppose,ran,content,1,6,2,4,6.671875,10.90624988079071,2.4375,-3.492128372192383,-10.164003372192383
compact,p0000155,comparative,more,dark,months,content,1,2,3,3,4.601562976837158,1.1562504768371582,8.046875476837158,-5.30094575881958,-9.902508735656738
compact,p0000156,comparative,than,dark,months,content,1,3,2,3,4.601562976837158,1.1562504768371582,8.046875476837158,-5.30094575881958,-9.902508735656738
compact,p0000157,spatial,into,words,song,content,1,3,1,3,-1.390625,1.28125,-4.0625,-6.780887603759766,-5.390262603759766
compact,p0000158,spatial,under,sent,command,content,1,3,2,2,7.0,9.18749988079071,4.8125,-3.5949554443359375,-10.594955444335938
compact,p0000159,spatial,behind,guys,minute,content,2,3,7,4,6.562499284744263,7.812499761581421,5.312500238418579,-2.371302366256714,-8.933801651000977
compact,p0000160,spatial,behind,hide,rocks,content,1,1,3,1,9.171875,8.750000238418579,9.593749642372131,-1.9401311874389648,-11.112006187438965
compact,p0000161,temporal,when,learned,watching,verbish,1,2,3,1,10.537109851837158,6.906250476837158,14.167969208210707,-1.4409289360046387,-11.978038787841797
compact,p0000162,temporal,while,little,always,content,1,1,3,1,9.6640625,12.234374642372131,7.093749523162842,-1.4272899627685547,-11.091352462768555
compact,p0000163,causal_connector,if,great,went,content,1,2,6,3,13.318359375,11.039062023162842,15.597656548023224,-2.0578432083129883,-15.376202583312988
compact,p0000165,spatial,through,father,else,content,1,3,5,3,8.67578125,7.875000476837158,9.476562142372131,-2.349884033203125,-11.025665283203125
compact,p0000166,temporal,since,became,days,content,1,3,2,2,8.166015863418579,10.519530773162842,5.8125,-3.8383138179779053,-12.004329681396484
compact,p0000167,temporal,when,even,tried,verbish,1,1,2,1,8.515625476837158,5.75,11.28125011920929,-3.6185412406921387,-12.134166717529297
compact,p0000168,spatial,under,thought,orders,content,1,4,2,2,6.73046875,10.124999761581421,3.3359375,-6.179574012756348,-12.910042762756348
compact,p0000170,temporal,before,blue,breath,content,1,5,5,4,5.0546875,8.703124523162842,1.40625,-5.8212127685546875,-10.875900268554688
compact,p0000171,spatial,across,search,sea,content,1,1,2,1,0.6875,1.875,-0.4999995231628418,-8.272910118103027,-8.960410118103027
compact,p0000173,comparative,better,health,air,content,1,3,5,2,3.0390625,5.328125,0.75,-5.022496223449707,-8.061558723449707
compact,p0000174,causal_connector,if,folks,plain,content,1,2,6,3,8.632323741912842,10.296874761581421,6.967773914337158,-4.233852863311768,-12.86617660522461
compact,p0000175,temporal,while,numbers,crowd,content,1,3,2,2,7.109375,8.343750312924385,5.875000178813934,-0.1667318344116211,-7.276106834411621
compact,p0000176,comparative,than,fingers,hand,content,1,2,2,2,0.9765625,-0.75,2.703125476837158,-6.236681938171387,-7.213244438171387
compact,p0000177,spatial,against,victories,navy,content,2,1,3,2,-0.3671875,0.15625,-0.890625,-6.60827112197876,-6.24108362197876
compact,p0000180,spatial,within,inner,outer,content,1,2,4,3,0.23419189453125,1.3125,-0.8441162109375,-11.348947525024414,-11.583139419555664
compact,p0000181,temporal,after,injuries,struck,content,1,2,2,2,11.210937261581421,17.26562480442226,5.156250476837158,-2.681175470352173,-13.892112731933594
compact,p0000182,spatial,toward,channel,north,capitalized,1,1,2,1,11.28125011920929,6.562499761581421,16.000000580679625,-1.2602537870407104,-12.54150390625
compact,p0000183,causal_connector,if,zzz,else,content,2,3,5,3,9.07324156165123,8.133300542831421,10.01318359747529,-0.38714471459388733,-9.460386276245117
compact,p0000184,comparative,longer,snake,food,content,1,2,3,3,11.074218273162842,11.593749539926648,10.554687023162842,-2.7337746620178223,-13.807992935180664
compact,p0000185,temporal,when,needs,certain,content,1,2,7,3,11.61328125,12.062499761581421,11.164062976837158,-3.938467025756836,-15.551748275756836
compact,p0000186,causal_connector,because,hear,brother,content,1,3,2,3,8.126953125,11.160155773162842,5.093749523162842,-2.7456092834472656,-10.872562408447266
compact,p0000187,spatial,through,ate,piece,content,1,1,2,1,12.20312506891787,12.218749753199518,12.1875003837049,-0.015353133901953697,-12.218478202819824
compact,p0000188,comparative,better,puts,fact,content,1,8,3,5,6.675781726837158,0.6484375,12.703125238418579,-6.377074718475342,-13.0528564453125
compact,p0000189,spatial,through,senator,mayor,capitalized,1,3,3,3,3.8125,4.9999998807907104,2.625,-1.974116325378418,-5.786616325378418
compact,p0000190,spatial,through,diego,california,capitalized,1,3,4,3,4.437500238418579,3.625000238418579,5.249999761581421,-1.8448636531829834,-6.2823638916015625
compact,p0000192,temporal,after,heights,summit,content,2,1,3,2,6.750000078231096,6.500000134110451,7.000000029802322,-0.05046598240733147,-6.800466060638428
compact,p0000193,spatial,into,descended,staying,verbish,1,1,4,3,2.750000476837158,2.812500476837158,2.687500238418579,-4.959787368774414,-7.709787845611572
compact,p0000194,comparative,more,lists,publications,content,2,3,3,3,1.6367197036743164,2.234374523162842,1.0390625,-6.325977325439453,-7.9626970291137695
compact,p0000195,comparative,than,lists,publications,content,2,4,2,3,1.6367197036743164,2.234374523162842,1.0390625,-6.325977325439453,-7.9626970291137695
compact,p0000196,temporal,before,mean,explain,content,2,4,6,3,6.957031726837158,8.796875357627869,5.1171875,-1.5435843467712402,-8.500616073608398
compact,p0000197,temporal,while,ones,half,content,1,4,4,3,4.124999046325684,1.5625,6.687499523162842,-5.044131278991699,-9.169130325317383
compact,p0000199,causal_connector,because,version,hip,content,1,1,8,3,6.5107421875,5.796875,7.224609375,-4.502153396606445,-11.012895584106445
compact,p0000200,comparative,slower,version,hip,content,1,4,5,3,6.5107421875,5.796875,7.224609375,-4.502153396606445,-11.012895584106445
compact,p0000201,temporal,when,feel,find,content,1,2,8,3,0.3125,0.4999997615814209,0.1250002384185791,-3.9670658111572266,-4.279565811157227
compact,p0000202,temporal,when,feel,find,content,1,5,5,3,0.3125,0.4999997615814209,0.1250002384185791,-3.9670658111572266,-4.279565811157227
compact,p0000203,spatial,into,went,seat,content,1,1,2,1,11.472656488418579,9.5625,13.382812947034836,-1.1930415630340576,-12.665698051452637
compact,p0000204,spatial,into,again,power,content,1,2,2,2,6.45703125,4.03125,8.882812023162842,-4.712520599365234,-11.169551849365234
compact,p0000205,spatial,within,families,week,content,1,7,2,4,5.279296875,0.78125,9.77734375,-5.076382637023926,-10.355679512023926
compact,p0000207,temporal,while,social,university,capitalized,1,2,5,3,16.851561840157956,16.210937795229256,17.49218779243529,-0.007744495291262865,-16.85930633544922
compact,p0000208,temporal,when,became,went,content,1,3,2,2,8.578125,11.343750469386578,5.8125,-0.8564939498901367,-9.434618949890137
compact,p0000209,causal_connector,if,bottom,small,content,1,5,9,8,3.82421875,5.890625,1.7578125,-7.014444351196289,-10.838663101196289
compact,p0000212,temporal,before,seen,even,verbish,1,2,3,2,9.109375357627869,8.875000178813934,9.343750476837158,-0.8485637903213501,-9.957939147949219
compact,p0000213,temporal,after,dessert,sandwich,content,2,2,3,2,3.8906248807907104,3.9374999403953552,3.8437497913837433,-0.5234023332595825,-4.414027214050293
compact,p0000214,temporal,after,dessert,sandwich,content,2,2,3,2,3.9140622317790985,3.921875,3.906249910593033,-0.45896270871162415,-4.373024940490723
compact,p0000215,temporal,until,gentleman,now,content,2,1,1,1,1.6982426643371582,0.759765625,2.63671875,-3.5840916633605957,-5.282334327697754
compact,p0000216,spatial,toward,magnet,black,content,1,1,6,1,9.515624471008778,12.281250015599653,6.7499998807907104,-0.036333613097667694,-9.551958084106445
compact,p0000217,spatial,through,gone,few,content,1,1,2,1,11.586914539337158,12.666015625,10.5078125,-1.8909335136413574,-13.477848052978516
compact,p0000218,temporal,while,suspicion,tests,content,1,2,2,2,8.0,-1.5624995231628418,17.562499737367034,-4.668420791625977,-12.668420791625977
compact,p0000219,spatial,below,far,sea,content,1,2,2,2,6.23046875,6.3359375,6.125000238418579,-4.764223098754883,-10.994691848754883
compact,p0000221,causal_connector,if,now,you're,content,2,1,1,1,9.968749403953552,10.515625417232513,9.421875238418579,-1.0775114297866821,-11.046260833740234
compact,p0000222,causal_connector,because,eat,milk,content,1,9,6,4,8.4296875,6.156249523162842,10.703124731779099,-2.0470943450927734,-10.476781845092773
compact,p0000223,spatial,against,october,white,capitalized,1,2,2,3,13.931640565395355,12.906249944120646,14.95703118853271,-0.03521162271499634,-13.966852188110352
compact,p0000224,spatial,against,october,white,capitalized,1,2,2,3,13.451172307133675,11.640624783933163,15.261718877591193,-0.06362681090831757,-13.514799118041992
compact,p0000227,temporal,after,double,pretty,content,1,4,5,4,2.74609375,-0.5078125,5.999999523162842,-6.391069412231445,-9.137163162231445
compact,p0000231,spatial,within,carson,territory,capitalized,2,2,2,2,1.37109375,4.1875,-1.4453120231628418,-7.478959083557129,-8.850052833557129
compact,p0000232,causal_connector,because,that's,they're,content,2,1,1,1,2.0546876192092896,3.8593751192092896,0.25,-1.2042139768600464,-3.258901596069336
compact,p0000233,causal_connector,because,tired,asking,verbish,1,1,2,2,8.390624582767487,7.3125001192092896,9.468749523162842,-0.6133255362510681,-9.003950119018555
compact,p0000234,spatial,into,artists,months,content,1,5,4,4,8.72265625,11.250000059604645,6.1953125,-3.6113672256469727,-12.334023475646973
compact,p0000235,comparative,better,home,frank,content,2,2,5,3,3.97265625,4.789062261581421,3.15625,-3.8904342651367188,-7.863090515136719
compact,p0000236,causal_connector,if,he's,top,content,2,8,6,6,11.34350597858429,13.249511182308197,9.437500715255737,-1.1508625745773315,-12.494368553161621
compact,p0000237,causal_connector,if,such,man,content,1,2,2,2,9.757812023162842,9.382812261581421,10.132812976837158,-2.9237942695617676,-12.68160629272461
compact,p0000239,comparative,longer,play,about,content,1,3,5,1,13.984374940395355,17.0312497317791,10.93750011920929,-0.4468384385108948,-14.43121337890625
compact,p0000240,temporal,until,fought,worn,content,1,1,4,2,14.455078832805157,15.003906428813934,13.906250283122063,-0.04256749898195267,-14.49764633178711
compact,p0000241,temporal,until,fought,worn,content,1,1,4,2,14.429687153548002,14.90624962747097,13.953124679625034,-0.04251228645443916,-14.472199440002441
compact,p0000242,spatial,across,traveled,performing,verbish,1,1,3,2,8.343749523162842,9.15625,7.53125,-4.707539081573486,-13.051288604736328
