tail_name,update,rows,words,qwen_rows,compact_modified_rows,topup_rows,inherited_wwm_total_targets,inherited_wwm_qwen_targets,inherited_wwm_nonqwen_targets,inherited_wwm_qwen_target_fraction,inherited_wwm_compact_modified_targets,correspondence_focus_total_targets,correspondence_focus_qwen_targets,correspondence_focus_nonqwen_targets,correspondence_focus_qwen_target_fraction,correspondence_focus_candidate_groups,correspondence_focus_selected_groups,correspondence_focus_selected_pair_refs,correspondence_focus_compact_modified_targets,target_ratio_focus_vs_wwm,qwen_target_ratio_focus_vs_wwm
structural_appended,19,259,39558,61,40,0,8533,1657,6876,0.19418727294034924,1059,7328,452,6876,0.06168122270742358,974,347,154,305,0.8587835462322747,0.2727821363910682
structural_appended,20,255,39589,41,18,0,8903,1113,7790,0.12501404021116477,487,8084,294,7790,0.0363681345868382,656,221,102,144,0.9080085364483882,0.2641509433962264
structural_appended,21,258,39650,47,22,0,8794,1181,7613,0.13429611098476235,501,7950,337,7613,0.04238993710691824,749,268,120,161,0.9040254719126677,0.2853513971210838
structural_appended,22,255,39581,45,24,0,8721,1226,7495,0.1405802086916638,703,7826,331,7495,0.04229491438793764,720,256,114,180,0.8973741543400986,0.2699836867862969
structural_appended,23,256,39620,39,21,0,8646,1020,7626,0.1179736294240111,546,7908,282,7626,0.03566009104704097,624,220,92,149,0.9146426092990978,0.27647058823529413
structural_appended,24,260,39577,64,31,0,9025,1786,7239,0.19789473684210526,866,7689,450,7239,0.05852516582130316,1023,333,161,238,0.8519667590027701,0.251959686450168
structural_appended,25,255,39627,40,19,0,8695,1182,7513,0.1359401955146636,573,7835,322,7513,0.041097638800255264,640,232,106,143,0.9010925819436457,0.272419627749577
structural_appended,26,258,39657,49,22,0,8686,1341,7345,0.1543863688694451,582,7711,366,7345,0.047464660874076,782,276,125,154,0.8877504029472715,0.27293064876957496
structural_appended,27,255,39588,36,20,0,8715,1010,7705,0.11589213998852553,547,7956,251,7705,0.03154851684263449,576,189,99,128,0.9129087779690189,0.2485148514851485
structural_appended,28,258,39546,67,32,0,8801,1919,6882,0.21804340415861834,941,7369,487,6882,0.06608766454064323,1072,366,175,232,0.8372912169071697,0.25377800937988537
structural_appended,29,257,39674,54,21,0,8699,1505,7194,0.17300839176916888,531,7610,416,7194,0.05466491458607096,864,307,144,168,0.8748131969191861,0.2764119601328904
structural_appended,30,260,39619,58,35,0,8659,1465,7194,0.16918812795934865,895,7582,388,7194,0.051173832761804275,928,309,137,227,0.8756207414251068,0.26484641638225254
structural_appended,31,258,39573,49,26,0,8815,1272,7543,0.14429948950652297,700,7965,422,7543,0.05298179535467671,780,300,127,217,0.9035734543391946,0.33176100628930816
structural_appended,32,257,39568,46,23,0,8975,1299,7676,0.14473537604456824,624,8025,349,7676,0.04348909657320872,736,263,114,184,0.8941504178272981,0.2686682063125481
structural_appended,33,259,39660,47,29,0,9014,1248,7766,0.13845129798091857,764,8108,342,7766,0.04218056240749877,752,265,111,203,0.8994896827157755,0.27403846153846156
structural_appended,34,257,39571,51,28,0,8671,1426,7245,0.16445623342175067,794,7614,369,7245,0.04846335697399527,816,281,122,210,0.8780994118325453,0.258765778401122
structural_appended,35,256,39607,40,24,0,8593,1054,7539,0.12265797742348424,660,7839,300,7539,0.038270187523918864,639,219,97,183,0.9122541603630863,0.2846299810246679
structural_appended,36,255,39543,39,29,0,8858,1033,7825,0.11661774666967713,757,8092,267,7825,0.03299555116164113,624,214,99,194,0.9135244976292617,0.2584704743465634
structural_appended,37,260,39655,60,34,0,8850,1729,7121,0.19536723163841807,963,7625,504,7121,0.06609836065573771,960,366,153,313,0.8615819209039548,0.291497975708502
structural_appended,38,255,39575,38,20,0,8897,989,7908,0.11116106552770597,493,8204,296,7908,0.03607996099463676,600,202,95,147,0.9221085759244689,0.2992922143579373
structural_appended,39,259,39658,54,25,0,8724,1487,7237,0.17044933516735442,693,7626,389,7237,0.05100970364542355,864,309,136,162,0.8741403026134801,0.26160053799596505
structural_appended,40,259,39613,53,29,0,8614,1397,7217,0.162177850011609,819,7659,442,7217,0.05770988379684032,848,314,137,232,0.8891339679591362,0.31639226914817464
structural_appended,41,256,39632,42,21,0,8696,1106,7590,0.12718491260349585,538,7932,342,7590,0.04311649016641452,672,262,113,158,0.9121435142594296,0.3092224231464738
structural_appended,42,259,39552,52,31,0,8579,1356,7223,0.15806037999766873,810,7596,373,7223,0.04910479199578725,832,275,126,218,0.8854178808718965,0.2750737463126844
structural_appended,43,258,39617,49,31,0,8642,1312,7330,0.15181670909511688,801,7672,342,7330,0.044577685088633995,784,261,120,221,0.8877574635501041,0.2606707317073171
structural_appended,44,258,39605,53,26,0,8876,1404,7472,0.15817936007210456,679,7896,424,7472,0.05369807497467072,845,316,141,206,0.889589905362776,0.301994301994302
structural_appended,45,257,39607,47,28,0,8712,1269,7443,0.14566115702479338,732,7777,334,7443,0.042947151858042945,752,252,114,191,0.8926767676767676,0.2631993695823483
structural_appended,46,256,39645,45,24,0,8419,1140,7279,0.13540800570138972,604,7607,328,7279,0.04311818062311029,719,263,117,171,0.9035514906758523,0.28771929824561404
structural_appended,47,256,39574,50,23,0,8665,1419,7246,0.16376226197345645,649,7595,349,7246,0.04595128373930217,800,265,138,154,0.8765147143681478,0.2459478505990134
structural_appended,48,257,39638,42,19,0,8571,1157,7414,0.1349900828374752,481,7726,312,7414,0.04038312192596428,672,229,104,133,0.9014117372535293,0.2696629213483146
structural_appended,49,257,39597,54,23,0,8490,1509,6981,0.17773851590106007,626,7382,401,6981,0.054321322134922786,864,309,128,192,0.8694935217903416,0.26573889993373095
structural_appended,50,257,39539,51,24,0,8878,1299,7579,0.14631673800405498,604,7970,391,7579,0.04905897114178168,815,284,131,165,0.8977247127731471,0.3010007698229407
structural_appended,51,258,39625,50,28,0,8745,1325,7420,0.15151515151515152,759,7777,357,7420,0.04590459045904591,800,279,124,201,0.889308176100629,0.26943396226415095
structural_appended,52,261,39623,60,30,0,8831,1577,7254,0.17857547276639113,766,7664,410,7254,0.05349686847599165,958,309,138,222,0.8678518854036915,0.25998731769181993
structural_appended,53,258,39665,52,28,0,8834,1329,7505,0.1504414761150102,715,7884,379,7505,0.04807204464738711,832,281,133,189,0.8924609463436721,0.28517682468021066
structural_appended,54,261,39647,52,31,0,8789,1366,7423,0.15542154966435318,820,7822,399,7423,0.05100997187420097,830,292,127,248,0.8899761064967573,0.29209370424597364
structural_appended,55,256,39552,49,24,0,8936,1460,7476,0.16338406445837064,758,7812,336,7476,0.043010752688172046,784,261,135,197,0.8742166517457476,0.23013698630136986
structural_appended,56,257,39624,50,27,0,8787,1344,7443,0.15295322635711847,713,7790,347,7443,0.04454428754813864,800,276,131,197,0.8865369295550245,0.25818452380952384
structural_appended,57,256,39599,39,22,0,8892,1058,7834,0.11898335582546109,640,8115,281,7834,0.03462723351817622,624,211,96,163,0.9126180836707153,0.2655954631379962
structural_appended,58,257,39562,46,20,0,8766,1320,7446,0.15058179329226556,532,7801,355,7446,0.04550698628380977,736,255,116,143,0.8899155829340635,0.2689393939393939
structural_appended,59,256,39646,45,22,0,8575,1195,7380,0.13935860058309038,609,7700,320,7380,0.04155844155844156,720,249,113,157,0.8979591836734694,0.26778242677824265
structural_appended,60,259,39680,56,31,0,8708,1485,7223,0.17053284336242536,833,7646,423,7223,0.05532304472927021,896,327,143,249,0.8780431786862655,0.28484848484848485
structural_appended,61,258,39639,51,22,0,8609,1318,7291,0.1530955976303868,565,7669,378,7291,0.04928934672056331,814,295,130,157,0.8908119409919851,0.2867981790591806
structural_appended,62,257,39598,44,21,0,9083,1266,7817,0.13938126169767698,627,8170,353,7817,0.04320685434516524,704,256,111,188,0.899482549818342,0.27883096366508686
structural_appended,63,261,39662,62,31,0,8541,1555,6986,0.18206299028216835,805,7438,452,6986,0.06076902393116429,992,347,148,237,0.8708582133239667,0.2906752411575563
structural_appended,64,258,39684,47,25,0,8617,1197,7420,0.1389114541023558,652,7741,321,7420,0.04146751065753779,752,256,120,176,0.8983404897296042,0.2681704260651629
structural_appended,65,257,39614,46,28,0,8821,1323,7498,0.14998299512526925,879,7832,334,7498,0.04264555669050051,736,253,121,196,0.8878811926085478,0.25245653817082386
structural_appended,66,261,39576,59,40,0,8623,1459,7164,0.16919865476052418,1018,7571,407,7164,0.05375775987320037,944,311,147,270,0.878000695813522,0.27895819054146676
structural_appended,67,258,39620,56,30,0,8629,1508,7121,0.17475953181133388,859,7547,426,7121,0.05644627004107593,896,309,147,240,0.874608877042531,0.28249336870026526
structural_appended,68,254,39607,33,17,0,8839,878,7961,0.09933250367688652,426,8234,273,7961,0.033155210104444985,528,193,87,132,0.931553343138364,0.3109339407744875
structural_appended,69,260,39599,67,40,0,8559,1817,6742,0.21229115550882113,1117,7252,510,6742,0.07032542746828462,1072,376,166,314,0.8472952447715855,0.28068244358833244
structural_appended,70,258,39672,49,24,0,8729,1369,7360,0.15683354336120975,652,7723,363,7360,0.047002460183866376,784,272,129,182,0.8847519761713828,0.26515704894083275
structural_appended,71,256,39537,50,28,0,8784,1357,7427,0.15448542805100182,768,7794,367,7427,0.04708750320759559,800,275,124,214,0.8872950819672131,0.27044952100221076
structural_appended,72,259,39661,48,29,0,8997,1270,7727,0.14115816383238858,794,8084,357,7727,0.044161306284017814,768,267,130,206,0.8985217294653773,0.2811023622047244
structural_appended,73,258,39613,50,32,0,8851,1344,7507,0.15184724889842954,868,7864,357,7507,0.04539674465920651,800,264,125,209,0.8884871765902158,0.265625
structural_appended,74,257,39617,48,25,0,8535,1316,7219,0.15418863503222027,643,7586,367,7219,0.04837859214342209,768,283,117,207,0.8888107791446983,0.27887537993920974
structural_appended,75,256,39669,47,18,0,8772,1324,7448,0.15093479252165984,536,7789,341,7448,0.04377968930543073,752,257,119,128,0.8879388964888281,0.25755287009063443
structural_appended,76,255,39628,45,21,0,8716,1246,7470,0.14295548416704912,575,7825,355,7470,0.04536741214057508,720,272,128,162,0.8977742083524552,0.28491171749598715
structural_appended,77,256,39590,42,22,0,8719,1173,7546,0.13453377680926712,601,7870,324,7546,0.04116899618805591,672,238,106,176,0.9026264479871545,0.27621483375959077
structural_appended,78,257,39622,45,31,0,8519,1192,7327,0.13992252611808897,821,7672,345,7327,0.04496871741397289,718,261,120,249,0.9005751848808545,0.28942953020134227
structural_appended,79,256,39676,42,27,0,8755,1101,7654,0.12575671045117076,732,7965,311,7654,0.039045825486503455,672,241,117,184,0.9097658480868075,0.28247048138056313
structural_appended,80,219,33655,44,28,0,7339,1174,6165,0.15996729799700232,751,6472,307,6165,0.047435105067985164,704,242,104,182,0.881864014170868,0.2614991482112436
