endpoint,form,source_id,row_index,position,token_id,token,token_kind,distance_to_nearest_special,row_active_tokens,row_length_bin,kl
dense64_private_scale_0p55,coherent_add_special,36401,45,134,398,ry,content,75,210,128-255,0.10649000853300095
dense64_private_scale_0p55,short_add_special,950870,20,5,395,est,content,5,24,16-31,0.10638134181499481
dense64_private_scale_0p55,coherent_no_special,16354,20,3,3836,Ġstories,content,-1,238,128-255,0.1061360314488411
dense64_private_scale_0p55,short_add_special,28266,37,19,2,</s>,special,0,20,16-31,0.1039450466632843
dense64_private_scale_0p57,short_add_special,28266,41,2,12490,ĠFull,content,2,10,0-15,1.2527836561203003
dense64_private_scale_0p57,short_add_special,1800,16,22,292,ĠW,content,22,56,32-63,0.44888830184936523
dense64_private_scale_0p57,coherent_add_special,303252,43,188,2,</s>,special,0,189,128-255,0.3179264962673187
dense64_private_scale_0p57,coherent_add_special,1308,31,152,9378,ĠKid,content,65,218,128-255,0.29121288657188416
dense64_private_scale_0p57,short_add_special,950870,19,28,329,ĠD,content,7,36,32-63,0.2560670077800751
dense64_private_scale_0p57,short_add_special,950870,19,18,1913,Ġdead,content,17,36,32-63,0.24661675095558167
dense64_private_scale_0p57,coherent_no_special,311951,34,14,305,Ġan,content,-1,166,128-255,0.2313261479139328
dense64_private_scale_0p57,short_add_special,28266,37,0,1,<s>,special,0,20,16-31,0.20854859054088593
dense64_private_scale_0p57,coherent_add_special,950870,2,18,1913,Ġdead,content,18,205,128-255,0.19317471981048584
dense64_private_scale_0p57,short_add_special,28266,41,9,2,</s>,special,0,10,0-15,0.18338555097579956
dense64_private_scale_0p57,coherent_no_special,311951,34,4,604,urn,content,-1,166,128-255,0.1800806224346161
dense64_private_scale_0p57,short_add_special,950870,20,23,2,</s>,special,0,24,16-31,0.1727820485830307
dense64_private_scale_0p57,coherent_add_special,311951,34,5,604,urn,content,5,168,128-255,0.17139959335327148
dense64_private_scale_0p57,coherent_add_special,311951,34,143,720,Ġch,content,24,168,128-255,0.16707685589790344
dense64_private_scale_0p57,coherent_add_special,950870,2,0,1,<s>,special,0,205,128-255,0.16368666291236877
dense64_private_scale_0p57,coherent_add_special,34231,6,44,2612,Ġeverybody,content,44,192,128-255,0.16306650638580322
dense64_private_scale_0p57,coherent_add_special,311951,34,39,8243,Ġclothing,content,39,168,128-255,0.16234107315540314
dense64_private_scale_0p57,coherent_add_special,29417,22,10,1530,ike,content,10,239,128-255,0.15637406706809998
dense64_private_scale_0p57,coherent_no_special,29417,22,9,1530,ike,content,-1,237,128-255,0.15377940237522125
dense64_private_scale_0p57,coherent_no_special,950870,2,27,329,ĠD,content,-1,203,128-255,0.15155379474163055
dense64_private_scale_0p57,coherent_no_special,311951,34,38,8243,Ġclothing,content,-1,166,128-255,0.14656811952590942
dense64_private_scale_0p57,coherent_add_special,26786,37,87,5144,ĠBas,content,87,185,128-255,0.14453549683094025
dense64_private_scale_0p57,coherent_no_special,951788,17,163,2826,-g,content,-1,212,128-255,0.14149059355258942
dense64_private_scale_0p57,coherent_no_special,950870,2,0,8983,ĠAP,content,-1,203,128-255,0.13920846581459045
dense64_private_scale_0p57,coherent_add_special,308557,13,231,2,</s>,special,0,232,128-255,0.13805939257144928
dense64_private_scale_0p57,coherent_add_special,26786,37,148,12086,Ġcanal,content,36,185,128-255,0.13655535876750946
dense64_private_scale_0p57,coherent_add_special,26786,37,44,4216,Ġswimming,content,44,185,128-255,0.13491719961166382
dense64_private_scale_0p57,short_add_special,28266,33,0,1,<s>,special,0,17,16-31,0.1329600214958191
dense64_private_scale_0p57,coherent_add_special,950870,2,28,329,ĠD,content,28,205,128-255,0.13230809569358826
dense64_private_scale_0p57,short_add_special,950870,19,22,8232,ĠMem,content,13,36,32-63,0.1322375386953354
dense64_private_scale_0p57,short_add_special,950870,20,4,371,ell,content,4,24,16-31,0.1308455616235733
dense64_private_scale_0p57,coherent_add_special,951788,17,164,2826,-g,content,49,214,128-255,0.12730896472930908
dense64_private_scale_0p57,coherent_no_special,950870,2,17,1913,Ġdead,content,-1,203,128-255,0.1236121729016304
dense64_private_scale_0p57,coherent_no_special,311951,34,142,720,Ġch,content,-1,166,128-255,0.12359704077243805
dense64_private_scale_0p57,coherent_add_special,36401,45,134,398,ry,content,75,210,128-255,0.1232454851269722
dense64_private_scale_0p57,short_add_special,950870,20,0,1,<s>,special,0,24,16-31,0.12092173099517822
dense64_private_scale_0p57,coherent_add_special,16354,20,4,3836,Ġstories,content,4,240,128-255,0.11480903625488281
dense64_private_scale_0p57,coherent_no_special,16354,20,3,3836,Ġstories,content,-1,238,128-255,0.11460181325674057
dense64_private_scale_0p57,short_add_special,950870,20,5,395,est,content,5,24,16-31,0.11385934054851532
dense64_private_scale_0p57,coherent_no_special,31996,47,129,236,om,content,-1,229,128-255,0.1108676940202713
dense64_private_scale_0p58,short_add_special,28266,41,2,12490,ĠFull,content,2,10,0-15,1.3077707290649414
dense64_private_scale_0p58,short_add_special,1800,16,22,292,ĠW,content,22,56,32-63,0.4687578082084656
dense64_private_scale_0p58,coherent_add_special,303252,43,188,2,</s>,special,0,189,128-255,0.329423189163208
dense64_private_scale_0p58,coherent_add_special,1308,31,152,9378,ĠKid,content,65,218,128-255,0.3058246076107025
dense64_private_scale_0p58,short_add_special,950870,19,18,1913,Ġdead,content,17,36,32-63,0.26686251163482666
dense64_private_scale_0p58,short_add_special,950870,19,28,329,ĠD,content,7,36,32-63,0.2667403221130371
dense64_private_scale_0p58,coherent_no_special,311951,34,14,305,Ġan,content,-1,166,128-255,0.2406560480594635
dense64_private_scale_0p58,short_add_special,28266,37,0,1,<s>,special,0,20,16-31,0.21679404377937317
dense64_private_scale_0p58,coherent_add_special,950870,2,18,1913,Ġdead,content,18,205,128-255,0.1985664963722229
dense64_private_scale_0p58,short_add_special,28266,41,9,2,</s>,special,0,10,0-15,0.1919872909784317
dense64_private_scale_0p58,coherent_no_special,311951,34,4,604,urn,content,-1,166,128-255,0.18531402945518494
dense64_private_scale_0p58,short_add_special,950870,20,23,2,</s>,special,0,24,16-31,0.17855015397071838
dense64_private_scale_0p58,coherent_add_special,311951,34,5,604,urn,content,5,168,128-255,0.1768271028995514
dense64_private_scale_0p58,coherent_add_special,34231,6,44,2612,Ġeverybody,content,44,192,128-255,0.17293167114257812
dense64_private_scale_0p58,coherent_add_special,311951,34,143,720,Ġch,content,24,168,128-255,0.17242351174354553
dense64_private_scale_0p58,coherent_add_special,950870,2,0,1,<s>,special,0,205,128-255,0.16960589587688446
dense64_private_scale_0p58,coherent_add_special,311951,34,39,8243,Ġclothing,content,39,168,128-255,0.16675525903701782
dense64_private_scale_0p58,coherent_add_special,29417,22,10,1530,ike,content,10,239,128-255,0.16273602843284607
dense64_private_scale_0p58,coherent_add_special,26786,37,87,5144,ĠBas,content,87,185,128-255,0.160594180226326
dense64_private_scale_0p58,coherent_no_special,29417,22,9,1530,ike,content,-1,237,128-255,0.15988707542419434
dense64_private_scale_0p58,coherent_no_special,950870,2,27,329,ĠD,content,-1,203,128-255,0.1565600484609604
dense64_private_scale_0p58,coherent_no_special,311951,34,38,8243,Ġclothing,content,-1,166,128-255,0.15101440250873566
dense64_private_scale_0p58,coherent_no_special,951788,17,163,2826,-g,content,-1,212,128-255,0.14592215418815613
dense64_private_scale_0p58,coherent_add_special,308557,13,231,2,</s>,special,0,232,128-255,0.14444810152053833
dense64_private_scale_0p58,coherent_add_special,26786,37,148,12086,Ġcanal,content,36,185,128-255,0.1433737874031067
dense64_private_scale_0p58,coherent_no_special,950870,2,0,8983,ĠAP,content,-1,203,128-255,0.14335942268371582
dense64_private_scale_0p58,coherent_add_special,26786,37,44,4216,Ġswimming,content,44,185,128-255,0.1411771923303604
dense64_private_scale_0p58,short_add_special,950870,20,4,371,ell,content,4,24,16-31,0.13860055804252625
dense64_private_scale_0p58,coherent_add_special,950870,2,28,329,ĠD,content,28,205,128-255,0.1377461701631546
dense64_private_scale_0p58,short_add_special,28266,33,0,1,<s>,special,0,17,16-31,0.13708433508872986
dense64_private_scale_0p58,short_add_special,950870,19,22,8232,ĠMem,content,13,36,32-63,0.13681259751319885
dense64_private_scale_0p58,coherent_add_special,36401,45,134,398,ry,content,75,210,128-255,0.13209891319274902
dense64_private_scale_0p58,coherent_add_special,951788,17,164,2826,-g,content,49,214,128-255,0.13132455945014954
dense64_private_scale_0p58,coherent_no_special,950870,2,17,1913,Ġdead,content,-1,203,128-255,0.12719252705574036
dense64_private_scale_0p58,coherent_no_special,311951,34,142,720,Ġch,content,-1,166,128-255,0.12717795372009277
dense64_private_scale_0p58,short_add_special,950870,20,0,1,<s>,special,0,24,16-31,0.12490905821323395
dense64_private_scale_0p58,coherent_no_special,16354,20,3,3836,Ġstories,content,-1,238,128-255,0.11896730959415436
dense64_private_scale_0p58,coherent_add_special,16354,20,4,3836,Ġstories,content,4,240,128-255,0.11890258640050888
dense64_private_scale_0p58,short_add_special,950870,20,5,395,est,content,5,24,16-31,0.11762075871229172
dense64_private_scale_0p58,coherent_no_special,31996,47,129,236,om,content,-1,229,128-255,0.11493229120969772
dense64_private_scale_0p60,short_add_special,28266,41,2,12490,ĠFull,content,2,10,0-15,1.419118881225586
dense64_private_scale_0p60,short_add_special,1800,16,22,292,ĠW,content,22,56,32-63,0.5096383690834045
dense64_private_scale_0p60,coherent_add_special,303252,43,188,2,</s>,special,0,189,128-255,0.35291576385498047
dense64_private_scale_0p60,coherent_add_special,1308,31,152,9378,ĠKid,content,65,218,128-255,0.3363207280635834
dense64_private_scale_0p60,short_add_special,950870,19,18,1913,Ġdead,content,17,36,32-63,0.311259388923645
dense64_private_scale_0p60,short_add_special,950870,19,28,329,ĠD,content,7,36,32-63,0.28855299949645996
dense64_private_scale_0p60,coherent_no_special,311951,34,14,305,Ġan,content,-1,166,128-255,0.25981953740119934
dense64_private_scale_0p60,short_add_special,28266,37,0,1,<s>,special,0,20,16-31,0.2337590456008911
dense64_private_scale_0p60,short_add_special,28266,41,9,2,</s>,special,0,10,0-15,0.21002107858657837
dense64_private_scale_0p60,coherent_add_special,950870,2,18,1913,Ġdead,content,18,205,128-255,0.20950213074684143
dense64_private_scale_0p60,coherent_add_special,26786,37,87,5144,ĠBas,content,87,185,128-255,0.19699835777282715
dense64_private_scale_0p60,coherent_no_special,311951,34,4,604,urn,content,-1,166,128-255,0.19587920606136322
dense64_private_scale_0p60,coherent_add_special,34231,6,44,2612,Ġeverybody,content,44,192,128-255,0.19356152415275574
dense64_private_scale_0p60,short_add_special,950870,20,23,2,</s>,special,0,24,16-31,0.19029882550239563
dense64_private_scale_0p60,coherent_add_special,311951,34,5,604,urn,content,5,168,128-255,0.18785034120082855
dense64_private_scale_0p60,coherent_add_special,311951,34,143,720,Ġch,content,24,168,128-255,0.18328189849853516
dense64_private_scale_0p60,coherent_add_special,950870,2,0,1,<s>,special,0,205,128-255,0.18169549107551575
dense64_private_scale_0p60,coherent_add_special,29417,22,10,1530,ike,content,10,239,128-255,0.17592038214206696
dense64_private_scale_0p60,coherent_add_special,311951,34,39,8243,Ġclothing,content,39,168,128-255,0.17558647692203522
dense64_private_scale_0p60,coherent_no_special,29417,22,9,1530,ike,content,-1,237,128-255,0.1725345253944397
dense64_private_scale_0p60,coherent_no_special,950870,2,27,329,ĠD,content,-1,203,128-255,0.16668091714382172
dense64_private_scale_0p60,coherent_no_special,311951,34,38,8243,Ġclothing,content,-1,166,128-255,0.1599898785352707
dense64_private_scale_0p60,coherent_add_special,308557,13,231,2,</s>,special,0,232,128-255,0.15778668224811554
dense64_private_scale_0p60,coherent_add_special,26786,37,148,12086,Ġcanal,content,36,185,128-255,0.15737995505332947
dense64_private_scale_0p60,short_add_special,950870,20,4,371,ell,content,4,24,16-31,0.1550007462501526
dense64_private_scale_0p60,coherent_no_special,951788,17,163,2826,-g,content,-1,212,128-255,0.15492120385169983
dense64_private_scale_0p60,coherent_add_special,26786,37,44,4216,Ġswimming,content,44,185,128-255,0.15377484261989594
dense64_private_scale_0p60,coherent_no_special,950870,2,0,8983,ĠAP,content,-1,203,128-255,0.15174226462841034
dense64_private_scale_0p60,coherent_add_special,36401,45,134,398,ry,content,75,210,128-255,0.15061138570308685
dense64_private_scale_0p60,coherent_add_special,950870,2,28,329,ĠD,content,28,205,128-255,0.14885862171649933
dense64_private_scale_0p60,short_add_special,950870,19,22,8232,ĠMem,content,13,36,32-63,0.14612092077732086
dense64_private_scale_0p60,short_add_special,28266,33,0,1,<s>,special,0,17,16-31,0.14546345174312592
dense64_private_scale_0p60,coherent_add_special,951788,17,164,2826,-g,content,49,214,128-255,0.13948951661586761
dense64_private_scale_0p60,coherent_no_special,950870,2,17,1913,Ġdead,content,-1,203,128-255,0.13448791205883026
dense64_private_scale_0p60,coherent_no_special,311951,34,142,720,Ġch,content,-1,166,128-255,0.13441284000873566
dense64_private_scale_0p60,short_add_special,950870,20,0,1,<s>,special,0,24,16-31,0.13303612172603607
dense64_private_scale_0p60,coherent_no_special,16354,20,3,3836,Ġstories,content,-1,238,128-255,0.12797421216964722
dense64_private_scale_0p60,coherent_add_special,16354,20,4,3836,Ġstories,content,4,240,128-255,0.12730474770069122
dense64_private_scale_0p60,short_add_special,950870,20,5,395,est,content,5,24,16-31,0.12517613172531128
dense64_private_scale_0p60,coherent_no_special,1308,31,151,9378,ĠKid,content,-1,216,128-255,0.1239871010184288
