arm,checkpoint,predictions,source_payload,score_from_payload,is_clean_reference,split,numops,n_gold_filtered,n_pred,n_scored,correct,score_pp,pred_correct_option_frac,pred_wrong_option_frac,pred_not_in_options_frac
clean_maxgeom,chck_70M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_70M/Entity/chck_70M/full_deberta_maxgeom_clean_seed43022_chck_70M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,4,388,388,388,90,23.195876288659793,0.23195876288659795,0.26288659793814434,0.0
clean_maxgeom,chck_70M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_70M/Entity/chck_70M/full_deberta_maxgeom_clean_seed43022_chck_70M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,5,94,94,94,20,21.27659574468085,0.2127659574468085,0.2127659574468085,0.0
clean_maxgeom,chck_70M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_70M/Entity/chck_70M/full_deberta_maxgeom_clean_seed43022_chck_70M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,0,516,516,516,232,44.96124031007752,0.4496124031007752,0.3003875968992248,0.0
clean_maxgeom,chck_70M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_70M/Entity/chck_70M/full_deberta_maxgeom_clean_seed43022_chck_70M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,1,437,437,437,70,16.018306636155607,0.16018306636155608,0.3684210526315789,0.0
clean_maxgeom,chck_70M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_70M/Entity/chck_70M/full_deberta_maxgeom_clean_seed43022_chck_70M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,2,399,399,399,80,20.050125313283207,0.20050125313283207,0.3107769423558897,0.0
clean_maxgeom,chck_70M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_70M/Entity/chck_70M/full_deberta_maxgeom_clean_seed43022_chck_70M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,3,406,406,406,88,21.67487684729064,0.21674876847290642,0.270935960591133,0.0
clean_maxgeom,chck_70M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_70M/Entity/chck_70M/full_deberta_maxgeom_clean_seed43022_chck_70M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,4,353,353,353,80,22.662889518413596,0.22662889518413598,0.311614730878187,0.0
clean_maxgeom,chck_70M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_70M/Entity/chck_70M/full_deberta_maxgeom_clean_seed43022_chck_70M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,5,116,116,116,39,33.62068965517241,0.33620689655172414,0.14655172413793102,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,ambiref,0,508,508,508,147,28.937007874015748,0.28937007874015747,0.30708661417322836,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,ambiref,1,428,428,428,69,16.121495327102803,0.16121495327102803,0.3317757009345794,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,ambiref,2,413,413,413,74,17.91767554479419,0.1791767554479419,0.2736077481840194,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,ambiref,3,409,409,409,102,24.938875305623473,0.24938875305623473,0.21271393643031786,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,ambiref,4,434,434,434,117,26.95852534562212,0.2695852534562212,0.16820276497695852,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,ambiref,5,123,123,123,27,21.951219512195124,0.21951219512195122,0.16260162601626016,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,0,517,517,517,222,42.94003868471954,0.42940038684719534,0.27079303675048355,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,1,409,409,409,50,12.224938875305623,0.12224938875305623,0.32273838630806845,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,2,405,405,405,72,17.77777777777778,0.17777777777777778,0.34074074074074073,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,3,425,425,425,100,23.529411764705884,0.23529411764705882,0.26823529411764707,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,4,388,388,388,88,22.68041237113402,0.2268041237113402,0.23711340206185566,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,5,94,94,94,20,21.27659574468085,0.2127659574468085,0.1702127659574468,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,0,516,516,516,240,46.51162790697674,0.46511627906976744,0.28488372093023256,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,1,437,437,437,73,16.704805491990847,0.16704805491990846,0.36613272311212813,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,2,399,399,399,74,18.546365914786968,0.18546365914786966,0.3258145363408521,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,3,406,406,406,88,21.67487684729064,0.21674876847290642,0.2832512315270936,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,4,353,353,353,78,22.096317280453256,0.22096317280453256,0.31444759206798867,0.0
clean_maxgeom,chck_80M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_80M/Entity/chck_80M/full_deberta_maxgeom_clean_seed43022_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,5,116,116,116,35,30.17241379310345,0.3017241379310345,0.1206896551724138,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,ambiref,0,508,508,508,155,30.511811023622048,0.3051181102362205,0.28937007874015747,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,ambiref,1,428,428,428,65,15.186915887850468,0.15186915887850466,0.34345794392523366,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,ambiref,2,413,413,413,84,20.338983050847457,0.2033898305084746,0.29539951573849876,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,ambiref,3,409,409,409,100,24.449877750611247,0.24449877750611246,0.21271393643031786,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,ambiref,4,434,434,434,119,27.419354838709676,0.27419354838709675,0.17511520737327188,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,ambiref,5,123,123,123,30,24.390243902439025,0.24390243902439024,0.13008130081300814,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,0,517,517,517,224,43.32688588007737,0.4332688588007737,0.2804642166344294,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,1,409,409,409,51,12.469437652811736,0.12469437652811736,0.33007334963325186,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,2,405,405,405,79,19.506172839506174,0.19506172839506172,0.31851851851851853,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,3,425,425,425,100,23.529411764705884,0.23529411764705882,0.2752941176470588,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,4,388,388,388,93,23.969072164948454,0.23969072164948454,0.2422680412371134,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,regular,5,94,94,94,25,26.595744680851062,0.26595744680851063,0.18085106382978725,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,0,516,516,516,231,44.76744186046512,0.4476744186046512,0.29069767441860467,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,1,437,437,437,73,16.704805491990847,0.16704805491990846,0.3501144164759725,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,2,399,399,399,72,18.045112781954888,0.18045112781954886,0.3157894736842105,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,3,406,406,406,96,23.645320197044335,0.23645320197044334,0.2536945812807882,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,4,353,353,353,77,21.813031161473088,0.21813031161473087,0.31728045325779036,0.0
clean_maxgeom,chck_100M,experiments/archive/frontier_consolidation/data/deberta_maxgeom_clean_stable_eval/eval/official_outputs/deberta_maxgeom_clean_seed43022_chck_100M/Entity/chck_100M/full_deberta_maxgeom_clean_seed43022_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,,,True,move_contents,5,116,116,116,35,30.17241379310345,0.3017241379310345,0.13793103448275862,0.0
