example_id,source,words,loss,n_masked,arm,role,checkpoint,seed
3176,bnc_spoken,160,2.325082302093506,36,OFF,OFF,chck_80M,43022
14015,childes,160,1.5284090042114258,37,OFF,OFF,chck_80M,43022
9557,childes,160,0.9319992661476135,30,OFF,OFF,chck_80M,43022
24856,gutenberg,160,3.3571572303771973,30,OFF,OFF,chck_80M,43022
14445,childes,160,2.7824206352233887,40,OFF,OFF,chck_80M,43022
58172,simple_wiki,160,3.5270650386810303,33,OFF,OFF,chck_80M,43022
53393,simple_wiki,160,4.888264179229736,43,OFF,OFF,chck_80M,43022
42785,open_subtitles,160,2.5087480545043945,38,OFF,OFF,chck_80M,43022
56464,simple_wiki,160,3.500770330429077,42,OFF,OFF,chck_80M,43022
62077,simple_wiki,160,4.745518207550049,26,OFF,OFF,chck_80M,43022
19858,childes,160,1.604673147201538,32,OFF,OFF,chck_80M,43022
51065,open_subtitles,160,4.084721565246582,38,OFF,OFF,chck_80M,43022
2742,bnc_spoken,160,2.8833119869232178,32,OFF,OFF,chck_80M,43022
53193,simple_wiki,160,3.552159547805786,40,OFF,OFF,chck_80M,43022
7684,childes,160,2.3308029174804688,46,OFF,OFF,chck_80M,43022
26402,gutenberg,160,3.100226402282715,24,OFF,OFF,chck_80M,43022
19296,childes,160,2.012171983718872,30,OFF,OFF,chck_80M,43022
21992,childes,160,0.7953029870986938,47,OFF,OFF,chck_80M,43022
52738,open_subtitles,160,2.254042863845825,37,OFF,OFF,chck_80M,43022
1782,bnc_spoken,160,3.606362819671631,24,OFF,OFF,chck_80M,43022
9009,childes,160,1.3484910726547241,40,OFF,OFF,chck_80M,43022
35332,gutenberg,160,2.839761734008789,32,OFF,OFF,chck_80M,43022
36631,gutenberg,160,2.2775731086730957,28,OFF,OFF,chck_80M,43022
27893,gutenberg,160,2.9057414531707764,25,OFF,OFF,chck_80M,43022
45118,open_subtitles,160,2.582620620727539,39,OFF,OFF,chck_80M,43022
13042,childes,160,1.1649459600448608,49,OFF,OFF,chck_80M,43022
47026,open_subtitles,160,2.763352632522583,45,OFF,OFF,chck_80M,43022
46093,open_subtitles,160,3.1688108444213867,39,OFF,OFF,chck_80M,43022
9638,childes,160,2.4936375617980957,36,OFF,OFF,chck_80M,43022
38847,open_subtitles,160,3.2473602294921875,34,OFF,OFF,chck_80M,43022
25389,gutenberg,160,3.2233829498291016,22,OFF,OFF,chck_80M,43022
23610,gutenberg,160,1.7968580722808838,45,OFF,OFF,chck_80M,43022
9850,childes,160,1.350976586341858,39,OFF,OFF,chck_80M,43022
33545,gutenberg,160,2.2109556198120117,39,OFF,OFF,chck_80M,43022
27677,gutenberg,160,2.2330422401428223,30,OFF,OFF,chck_80M,43022
31140,gutenberg,160,3.2696642875671387,24,OFF,OFF,chck_80M,43022
39267,open_subtitles,160,3.2484142780303955,27,OFF,OFF,chck_80M,43022
42641,open_subtitles,160,3.2731850147247314,32,OFF,OFF,chck_80M,43022
16252,childes,160,1.07057785987854,36,OFF,OFF,chck_80M,43022
21179,childes,160,1.9768563508987427,26,OFF,OFF,chck_80M,43022
36547,gutenberg,160,2.987802028656006,28,OFF,OFF,chck_80M,43022
31372,gutenberg,160,4.943671226501465,35,OFF,OFF,chck_80M,43022
48479,open_subtitles,160,3.1539149284362793,33,OFF,OFF,chck_80M,43022
8771,childes,160,1.1722912788391113,36,OFF,OFF,chck_80M,43022
35397,gutenberg,160,3.3597121238708496,37,OFF,OFF,chck_80M,43022
21260,childes,160,1.646768569946289,40,OFF,OFF,chck_80M,43022
13377,childes,160,1.2007051706314087,35,OFF,OFF,chck_80M,43022
16330,childes,160,1.5250986814498901,34,OFF,OFF,chck_80M,43022
47969,open_subtitles,160,4.468662738800049,45,OFF,OFF,chck_80M,43022
37483,gutenberg,160,4.166811943054199,33,OFF,OFF,chck_80M,43022
14826,childes,160,2.0062966346740723,37,OFF,OFF,chck_80M,43022
40156,open_subtitles,160,3.0095648765563965,40,OFF,OFF,chck_80M,43022
19420,childes,160,2.5115253925323486,27,OFF,OFF,chck_80M,43022
27140,gutenberg,160,4.1228718757629395,24,OFF,OFF,chck_80M,43022
7181,childes,160,0.7810931205749512,32,OFF,OFF,chck_80M,43022
27695,gutenberg,160,3.1886866092681885,39,OFF,OFF,chck_80M,43022
1384,bnc_spoken,160,3.205897569656372,36,OFF,OFF,chck_80M,43022
20591,childes,160,1.9901814460754395,32,OFF,OFF,chck_80M,43022
21970,childes,160,1.3873316049575806,34,OFF,OFF,chck_80M,43022
8436,childes,160,1.892828106880188,34,OFF,OFF,chck_80M,43022
59742,simple_wiki,160,3.6843974590301514,33,OFF,OFF,chck_80M,43022
55526,simple_wiki,160,1.4829668998718262,42,OFF,OFF,chck_80M,43022
29340,gutenberg,160,4.715400218963623,31,OFF,OFF,chck_80M,43022
33364,gutenberg,160,2.4677278995513916,33,OFF,OFF,chck_80M,43022
55845,simple_wiki,160,2.184734582901001,34,OFF,OFF,chck_80M,43022
49750,open_subtitles,160,1.731073260307312,44,OFF,OFF,chck_80M,43022
46059,open_subtitles,160,2.3923122882843018,42,OFF,OFF,chck_80M,43022
10122,childes,160,1.1612156629562378,42,OFF,OFF,chck_80M,43022
2911,bnc_spoken,160,2.9380340576171875,20,OFF,OFF,chck_80M,43022
29628,gutenberg,160,3.6680634021759033,35,OFF,OFF,chck_80M,43022
3336,bnc_spoken,160,2.4312386512756348,24,OFF,OFF,chck_80M,43022
39750,open_subtitles,160,3.4336788654327393,34,OFF,OFF,chck_80M,43022
11887,childes,160,1.0227130651474,44,OFF,OFF,chck_80M,43022
37409,gutenberg,160,5.188033580780029,29,OFF,OFF,chck_80M,43022
16087,childes,160,0.45867404341697693,45,OFF,OFF,chck_80M,43022
55281,simple_wiki,160,3.059248685836792,27,OFF,OFF,chck_80M,43022
19070,childes,160,2.0434279441833496,31,OFF,OFF,chck_80M,43022
50032,open_subtitles,160,2.4544131755828857,26,OFF,OFF,chck_80M,43022
57454,simple_wiki,160,3.7681777477264404,34,OFF,OFF,chck_80M,43022
34510,gutenberg,160,2.9183599948883057,30,OFF,OFF,chck_80M,43022
12407,childes,160,1.654333472251892,37,OFF,OFF,chck_80M,43022
38516,open_subtitles,160,2.0101163387298584,33,OFF,OFF,chck_80M,43022
5433,childes,160,0.8339526653289795,39,OFF,OFF,chck_80M,43022
10152,childes,160,1.8398499488830566,34,OFF,OFF,chck_80M,43022
2397,bnc_spoken,160,3.475419044494629,35,OFF,OFF,chck_80M,43022
39156,open_subtitles,160,2.8139114379882812,48,OFF,OFF,chck_80M,43022
55308,simple_wiki,160,1.9854495525360107,41,OFF,OFF,chck_80M,43022
5825,childes,160,1.227380633354187,30,OFF,OFF,chck_80M,43022
35857,gutenberg,160,2.4796316623687744,29,OFF,OFF,chck_80M,43022
57669,simple_wiki,160,2.0022079944610596,34,OFF,OFF,chck_80M,43022
20822,childes,160,0.9938966035842896,32,OFF,OFF,chck_80M,43022
57321,simple_wiki,160,1.786332130432129,33,OFF,OFF,chck_80M,43022
12881,childes,160,2.212063789367676,33,OFF,OFF,chck_80M,43022
29039,gutenberg,160,3.0429813861846924,39,OFF,OFF,chck_80M,43022
7182,childes,160,0.5533518195152283,35,OFF,OFF,chck_80M,43022
21853,childes,160,1.0126783847808838,36,OFF,OFF,chck_80M,43022
37536,gutenberg,160,2.6300923824310303,37,OFF,OFF,chck_80M,43022
3724,bnc_spoken,160,2.9868898391723633,28,OFF,OFF,chck_80M,43022
43719,open_subtitles,160,3.675175189971924,41,OFF,OFF,chck_80M,43022
29677,gutenberg,160,3.1991844177246094,41,OFF,OFF,chck_80M,43022
9435,childes,160,1.1030467748641968,35,OFF,OFF,chck_80M,43022
12464,childes,160,0.9651111364364624,44,OFF,OFF,chck_80M,43022
43943,open_subtitles,160,3.711312770843506,34,OFF,OFF,chck_80M,43022
21153,childes,160,1.6526328325271606,33,OFF,OFF,chck_80M,43022
24419,gutenberg,160,3.138706684112549,30,OFF,OFF,chck_80M,43022
22193,childes,160,1.1025909185409546,33,OFF,OFF,chck_80M,43022
62109,simple_wiki,160,1.8086806535720825,43,OFF,OFF,chck_80M,43022
3392,bnc_spoken,160,3.8632264137268066,34,OFF,OFF,chck_80M,43022
55682,simple_wiki,160,3.681851387023926,43,OFF,OFF,chck_80M,43022
57347,simple_wiki,160,3.9312827587127686,40,OFF,OFF,chck_80M,43022
8554,childes,160,1.1876939535140991,40,OFF,OFF,chck_80M,43022
57210,simple_wiki,160,1.3873910903930664,26,OFF,OFF,chck_80M,43022
36351,gutenberg,160,1.9403578042984009,33,OFF,OFF,chck_80M,43022
46272,open_subtitles,160,2.3785247802734375,32,OFF,OFF,chck_80M,43022
4481,bnc_spoken,160,3.7835874557495117,27,OFF,OFF,chck_80M,43022
61346,simple_wiki,160,3.4232089519500732,38,OFF,OFF,chck_80M,43022
36298,gutenberg,160,3.1744134426116943,24,OFF,OFF,chck_80M,43022
23133,gutenberg,160,2.332390069961548,31,OFF,OFF,chck_80M,43022
59486,simple_wiki,160,1.8980110883712769,29,OFF,OFF,chck_80M,43022
38482,gutenberg,160,3.7475106716156006,27,OFF,OFF,chck_80M,43022
45843,open_subtitles,160,3.265458822250366,41,OFF,OFF,chck_80M,43022
61912,simple_wiki,160,4.177199363708496,34,OFF,OFF,chck_80M,43022
1018,bnc_spoken,160,4.458411693572998,35,OFF,OFF,chck_80M,43022
45756,open_subtitles,160,1.489052176475525,39,OFF,OFF,chck_80M,43022
51773,open_subtitles,160,2.8975141048431396,24,OFF,OFF,chck_80M,43022
14587,childes,160,2.043419599533081,34,OFF,OFF,chck_80M,43022
7065,childes,160,0.8823297619819641,45,OFF,OFF,chck_80M,43022
7935,childes,160,1.4894100427627563,37,OFF,OFF,chck_80M,43022
50052,open_subtitles,160,3.4955880641937256,27,OFF,OFF,chck_80M,43022
7743,childes,160,1.8186167478561401,44,OFF,OFF,chck_80M,43022
52392,open_subtitles,160,3.4795444011688232,28,OFF,OFF,chck_80M,43022
21975,childes,160,0.9584540724754333,37,OFF,OFF,chck_80M,43022
42298,open_subtitles,160,3.5686707496643066,34,OFF,OFF,chck_80M,43022
56120,simple_wiki,160,3.9110209941864014,33,OFF,OFF,chck_80M,43022
31876,gutenberg,160,2.990849018096924,25,OFF,OFF,chck_80M,43022
17882,childes,160,0.6826550364494324,37,OFF,OFF,chck_80M,43022
29842,gutenberg,160,2.8826515674591064,32,OFF,OFF,chck_80M,43022
17570,childes,160,2.0796902179718018,31,OFF,OFF,chck_80M,43022
36593,gutenberg,160,3.0127131938934326,37,OFF,OFF,chck_80M,43022
12470,childes,160,1.8190473318099976,40,OFF,OFF,chck_80M,43022
20655,childes,160,2.0861830711364746,40,OFF,OFF,chck_80M,43022
42006,open_subtitles,160,2.942366600036621,34,OFF,OFF,chck_80M,43022
60583,simple_wiki,160,2.1901464462280273,39,OFF,OFF,chck_80M,43022
18563,childes,160,1.5148310661315918,32,OFF,OFF,chck_80M,43022
6247,childes,160,1.2257609367370605,37,OFF,OFF,chck_80M,43022
56147,simple_wiki,160,1.9154263734817505,27,OFF,OFF,chck_80M,43022
50022,open_subtitles,160,3.7453997135162354,39,OFF,OFF,chck_80M,43022
445,bnc_spoken,160,2.9227051734924316,30,OFF,OFF,chck_80M,43022
17535,childes,160,0.8939768075942993,40,OFF,OFF,chck_80M,43022
50711,open_subtitles,160,2.464298963546753,26,OFF,OFF,chck_80M,43022
20001,childes,160,1.183663249015808,38,OFF,OFF,chck_80M,43022
777,bnc_spoken,160,3.721789836883545,36,OFF,OFF,chck_80M,43022
1742,bnc_spoken,160,3.8361294269561768,31,OFF,OFF,chck_80M,43022
25849,gutenberg,160,3.029813528060913,27,OFF,OFF,chck_80M,43022
11615,childes,160,0.6958516836166382,48,OFF,OFF,chck_80M,43022
57671,simple_wiki,160,2.4156947135925293,27,OFF,OFF,chck_80M,43022
57417,simple_wiki,160,2.761188507080078,31,OFF,OFF,chck_80M,43022
1756,bnc_spoken,160,4.791561126708984,41,OFF,OFF,chck_80M,43022
17433,childes,160,2.1940693855285645,34,OFF,OFF,chck_80M,43022
49603,open_subtitles,160,2.8776395320892334,41,OFF,OFF,chck_80M,43022
24329,gutenberg,160,1.9477496147155762,31,OFF,OFF,chck_80M,43022
35242,gutenberg,160,2.257796049118042,23,OFF,OFF,chck_80M,43022
43592,open_subtitles,160,3.676366090774536,41,OFF,OFF,chck_80M,43022
3574,bnc_spoken,160,2.502291679382324,30,OFF,OFF,chck_80M,43022
28648,gutenberg,160,2.0374059677124023,29,OFF,OFF,chck_80M,43022
7814,childes,160,1.1623568534851074,45,OFF,OFF,chck_80M,43022
5577,childes,160,1.1977617740631104,37,OFF,OFF,chck_80M,43022
53669,simple_wiki,160,1.9353675842285156,32,OFF,OFF,chck_80M,43022
60425,simple_wiki,160,3.197007179260254,37,OFF,OFF,chck_80M,43022
33497,gutenberg,160,3.30550479888916,34,OFF,OFF,chck_80M,43022
15521,childes,160,0.4443676471710205,41,OFF,OFF,chck_80M,43022
13301,childes,160,1.7801053524017334,34,OFF,OFF,chck_80M,43022
37303,gutenberg,160,4.220487594604492,27,OFF,OFF,chck_80M,43022
19400,childes,160,0.7772477865219116,35,OFF,OFF,chck_80M,43022
11686,childes,160,1.8318289518356323,39,OFF,OFF,chck_80M,43022
25542,gutenberg,160,3.70556902885437,36,OFF,OFF,chck_80M,43022
308,bnc_spoken,160,2.908580780029297,40,OFF,OFF,chck_80M,43022
19193,childes,160,1.3433492183685303,28,OFF,OFF,chck_80M,43022
31353,gutenberg,160,5.3640360832214355,39,OFF,OFF,chck_80M,43022
62261,simple_wiki,160,2.8685920238494873,51,OFF,OFF,chck_80M,43022
15187,childes,160,1.763249397277832,45,OFF,OFF,chck_80M,43022
44470,open_subtitles,160,4.004754066467285,42,OFF,OFF,chck_80M,43022
53197,simple_wiki,160,1.8503252267837524,46,OFF,OFF,chck_80M,43022
42272,open_subtitles,160,2.761913776397705,32,OFF,OFF,chck_80M,43022
37264,gutenberg,160,4.470202445983887,32,OFF,OFF,chck_80M,43022
13253,childes,160,1.489238977432251,33,OFF,OFF,chck_80M,43022
19515,childes,160,1.2392497062683105,30,OFF,OFF,chck_80M,43022
1372,bnc_spoken,160,3.404759407043457,28,OFF,OFF,chck_80M,43022
26001,gutenberg,160,3.7771706581115723,25,OFF,OFF,chck_80M,43022
22264,childes,160,1.5503696203231812,41,OFF,OFF,chck_80M,43022
24260,gutenberg,160,3.4989049434661865,44,OFF,OFF,chck_80M,43022
27648,gutenberg,160,2.3702666759490967,32,OFF,OFF,chck_80M,43022
23209,gutenberg,160,2.319458484649658,32,OFF,OFF,chck_80M,43022
25022,gutenberg,160,4.359226226806641,22,OFF,OFF,chck_80M,43022
31289,gutenberg,160,2.525502920150757,28,OFF,OFF,chck_80M,43022
19801,childes,160,1.34332275390625,45,OFF,OFF,chck_80M,43022
3484,bnc_spoken,160,2.6204516887664795,22,OFF,OFF,chck_80M,43022
19777,childes,160,1.458621859550476,30,OFF,OFF,chck_80M,43022
12609,childes,160,2.763111114501953,33,OFF,OFF,chck_80M,43022
18750,childes,160,1.175255537033081,39,OFF,OFF,chck_80M,43022
42103,open_subtitles,160,3.049844741821289,49,OFF,OFF,chck_80M,43022
538,bnc_spoken,160,2.807866096496582,28,OFF,OFF,chck_80M,43022
6997,childes,160,1.1224344968795776,29,OFF,OFF,chck_80M,43022
48548,open_subtitles,160,3.7656500339508057,36,OFF,OFF,chck_80M,43022
10502,childes,160,1.4552955627441406,41,OFF,OFF,chck_80M,43022
37673,gutenberg,160,4.134207725524902,35,OFF,OFF,chck_80M,43022
17123,childes,160,3.464689016342163,43,OFF,OFF,chck_80M,43022
2013,bnc_spoken,160,2.545978307723999,28,OFF,OFF,chck_80M,43022
20483,childes,160,1.7254549264907837,45,OFF,OFF,chck_80M,43022
14090,childes,160,1.0005686283111572,30,OFF,OFF,chck_80M,43022
7166,childes,160,1.089911699295044,39,OFF,OFF,chck_80M,43022
43530,open_subtitles,160,2.424609899520874,41,OFF,OFF,chck_80M,43022
26656,gutenberg,160,3.281552791595459,32,OFF,OFF,chck_80M,43022
51222,open_subtitles,160,3.1381869316101074,31,OFF,OFF,chck_80M,43022
31419,gutenberg,160,5.757859230041504,40,OFF,OFF,chck_80M,43022
6218,childes,160,1.0329234600067139,44,OFF,OFF,chck_80M,43022
29703,gutenberg,160,3.4333243370056152,35,OFF,OFF,chck_80M,43022
9980,childes,160,1.4313969612121582,24,OFF,OFF,chck_80M,43022
20041,childes,160,0.7604928016662598,27,OFF,OFF,chck_80M,43022
30849,gutenberg,160,2.2163045406341553,30,OFF,OFF,chck_80M,43022
51941,open_subtitles,160,3.927502393722534,31,OFF,OFF,chck_80M,43022
47053,open_subtitles,160,3.106894016265869,30,OFF,OFF,chck_80M,43022
3665,bnc_spoken,160,3.5172832012176514,39,OFF,OFF,chck_80M,43022
46572,open_subtitles,160,2.9905667304992676,44,OFF,OFF,chck_80M,43022
21089,childes,160,1.349523901939392,44,OFF,OFF,chck_80M,43022
15261,childes,160,1.918993353843689,37,OFF,OFF,chck_80M,43022
835,bnc_spoken,160,2.7961959838867188,34,OFF,OFF,chck_80M,43022
55468,simple_wiki,160,4.476441383361816,30,OFF,OFF,chck_80M,43022
23232,gutenberg,160,2.0841963291168213,30,OFF,OFF,chck_80M,43022
6035,childes,160,1.7154232263565063,39,OFF,OFF,chck_80M,43022
41316,open_subtitles,160,2.603199005126953,37,OFF,OFF,chck_80M,43022
40070,open_subtitles,160,3.834993362426758,42,OFF,OFF,chck_80M,43022
17233,childes,160,1.31916081905365,41,OFF,OFF,chck_80M,43022
16915,childes,160,3.6288535594940186,45,OFF,OFF,chck_80M,43022
40976,open_subtitles,160,3.1519482135772705,32,OFF,OFF,chck_80M,43022
35196,gutenberg,160,4.7111077308654785,28,OFF,OFF,chck_80M,43022
30904,gutenberg,160,3.2705135345458984,30,OFF,OFF,chck_80M,43022
11793,childes,160,1.2594512701034546,40,OFF,OFF,chck_80M,43022
26364,gutenberg,160,3.8949618339538574,37,OFF,OFF,chck_80M,43022
52435,open_subtitles,160,3.4084103107452393,34,OFF,OFF,chck_80M,43022
15893,childes,160,0.6585643291473389,37,OFF,OFF,chck_80M,43022
3748,bnc_spoken,160,4.803592681884766,36,OFF,OFF,chck_80M,43022
30345,gutenberg,160,2.8848798274993896,27,OFF,OFF,chck_80M,43022
34295,gutenberg,160,3.4025521278381348,25,OFF,OFF,chck_80M,43022
55399,simple_wiki,160,2.8347060680389404,37,OFF,OFF,chck_80M,43022
17956,childes,160,1.4311590194702148,40,OFF,OFF,chck_80M,43022
7646,childes,160,2.1100046634674072,41,OFF,OFF,chck_80M,43022
39838,open_subtitles,160,4.063710689544678,45,OFF,OFF,chck_80M,43022
22154,childes,160,1.7856117486953735,33,OFF,OFF,chck_80M,43022
24151,gutenberg,160,3.6038081645965576,29,OFF,OFF,chck_80M,43022
46356,open_subtitles,160,2.1864728927612305,27,OFF,OFF,chck_80M,43022
57505,simple_wiki,160,2.13478684425354,36,OFF,OFF,chck_80M,43022
17170,childes,160,1.438900351524353,42,OFF,OFF,chck_80M,43022
61691,simple_wiki,160,3.647334575653076,35,OFF,OFF,chck_80M,43022
21652,childes,160,1.2618433237075806,32,OFF,OFF,chck_80M,43022
22509,childes,160,0.876332700252533,39,OFF,OFF,chck_80M,43022
12768,childes,160,1.7680515050888062,51,OFF,OFF,chck_80M,43022
3012,bnc_spoken,160,3.182225227355957,21,OFF,OFF,chck_80M,43022
60800,simple_wiki,160,2.0496954917907715,33,OFF,OFF,chck_80M,43022
58108,simple_wiki,160,3.586494207382202,35,OFF,OFF,chck_80M,43022
413,bnc_spoken,160,2.504326820373535,43,OFF,OFF,chck_80M,43022
21588,childes,160,1.2490893602371216,26,OFF,OFF,chck_80M,43022
16081,childes,160,2.7526540756225586,34,OFF,OFF,chck_80M,43022
56229,simple_wiki,160,4.118326663970947,31,OFF,OFF,chck_80M,43022
19946,childes,160,0.953576385974884,40,OFF,OFF,chck_80M,43022
52714,open_subtitles,160,3.4690701961517334,31,OFF,OFF,chck_80M,43022
48884,open_subtitles,160,2.608076333999634,36,OFF,OFF,chck_80M,43022
36580,gutenberg,160,3.093266248703003,30,OFF,OFF,chck_80M,43022
16213,childes,160,0.33107990026474,33,OFF,OFF,chck_80M,43022
52771,open_subtitles,160,3.5958080291748047,48,OFF,OFF,chck_80M,43022
13637,childes,160,0.603111743927002,35,OFF,OFF,chck_80M,43022
56410,simple_wiki,160,3.2316877841949463,33,OFF,OFF,chck_80M,43022
40468,open_subtitles,160,2.926802635192871,36,OFF,OFF,chck_80M,43022
51380,open_subtitles,160,3.3339805603027344,31,OFF,OFF,chck_80M,43022
35801,gutenberg,160,3.0672435760498047,32,OFF,OFF,chck_80M,43022
46103,open_subtitles,160,2.5779926776885986,31,OFF,OFF,chck_80M,43022
44740,open_subtitles,160,4.320688247680664,39,OFF,OFF,chck_80M,43022
12866,childes,160,1.5967093706130981,42,OFF,OFF,chck_80M,43022
50967,open_subtitles,160,2.1106677055358887,30,OFF,OFF,chck_80M,43022
18711,childes,160,2.488816738128662,32,OFF,OFF,chck_80M,43022
8263,childes,160,1.5729103088378906,36,OFF,OFF,chck_80M,43022
23682,gutenberg,160,2.8064000606536865,31,OFF,OFF,chck_80M,43022
1293,bnc_spoken,160,4.016328811645508,36,OFF,OFF,chck_80M,43022
57136,simple_wiki,160,2.6948704719543457,46,OFF,OFF,chck_80M,43022
48853,open_subtitles,160,3.787937641143799,26,OFF,OFF,chck_80M,43022
23261,gutenberg,160,1.4359934329986572,36,OFF,OFF,chck_80M,43022
38672,open_subtitles,160,5.037629127502441,45,OFF,OFF,chck_80M,43022
32570,gutenberg,160,3.3942713737487793,35,OFF,OFF,chck_80M,43022
52405,open_subtitles,160,4.163578987121582,27,OFF,OFF,chck_80M,43022
36758,gutenberg,160,2.9668095111846924,36,OFF,OFF,chck_80M,43022
9937,childes,160,1.7797021865844727,32,OFF,OFF,chck_80M,43022
46006,open_subtitles,160,3.450875997543335,34,OFF,OFF,chck_80M,43022
32750,gutenberg,160,3.772747278213501,37,OFF,OFF,chck_80M,43022
