family,dose_name,rho,window,subgroup,n,margin_mean,margin_median,margin_stdev,frac_margin_positive,binary_delta_mean,frac_binary_positive,checkpoint_count,mean_of_checkpoint_means,checkpoints
Entity,dose2p64,0.111872,endpoint80,numops_2,15,-0.5409264188531476,-1.5590183078311384,6.157826765324201,0.4,0.06666666666666667,0.13333333333333333,1,-0.5409264188531476,chck_80M
Entity,dose2p64,0.111872,endpoint80,numops_3,15,2.5356512594774054,3.3953820527531207,5.573798774619052,0.8,0.13333333333333333,0.2,1,2.5356512594774054,chck_80M
Entity,dose2p64,0.111872,endpoint80,numops_4,15,0.7617079740564805,0.37668300583027303,4.9067851239424085,0.5333333333333333,0.0,0.06666666666666667,1,0.7617079740564805,chck_80M
Entity,dose2p64,0.111872,endpoint80,numops_5,15,4.635384712645706,4.21644420363009,6.413035935465619,0.6666666666666666,0.26666666666666666,0.26666666666666666,1,4.635384712645706,chck_80M
Entity,dose2p64,0.111872,endpoint80,split_ambiref,30,-0.3239332008699421,-0.5590483660052996,5.4924327973746525,0.4666666666666667,0.1,0.1,1,-0.3239332008699421,chck_80M
Entity,dose2p64,0.111872,endpoint80,split_ambiref_nonzero_ops,25,0.7198387890588492,0.3244216574821621,4.732960453574826,0.52,0.12,0.12,1,0.7198387890588492,chck_80M
Entity,dose2p64,0.111872,endpoint80,split_ambiref_zero_ops,5,-5.542793150513899,-5.071708424773533,6.025988376834716,0.2,0.0,0.0,1,-5.542793150513899,chck_80M
Entity,dose2p64,0.111872,endpoint80,split_move_contents,30,2.871644803248152,2.9201834038249217,6.210485717614607,0.7,0.06666666666666667,0.2,1,2.871644803248152,chck_80M
Entity,dose2p64,0.111872,endpoint80,split_move_contents_nonzero_ops,25,3.180857395280618,3.6930776592344046,6.569815583458987,0.68,0.04,0.2,1,3.180857395280618,chck_80M
Entity,dose2p64,0.111872,endpoint80,split_move_contents_zero_ops,5,1.32558184308582,0.9972146428190172,3.5693193015929956,0.8,0.2,0.2,1,1.32558184308582,chck_80M
Entity,dose2p64,0.111872,endpoint80,split_regular,30,0.39003791883490824,-0.04592117585707456,6.223890255847978,0.5,0.1,0.13333333333333333,1,0.39003791883490824,chck_80M
Entity,dose2p64,0.111872,endpoint80,split_regular_nonzero_ops,25,1.229239496414084,2.0512859952868894,6.0726416409582695,0.56,0.12,0.12,1,1.229239496414084,chck_80M
Entity,dose2p64,0.111872,endpoint80,split_regular_zero_ops,5,-3.8059699690609703,-4.267605384811759,5.187311285164352,0.2,0.0,0.2,1,-3.8059699690609703,chck_80M
Entity,dose2p64,0.111872,endpoint80,zero_ops,15,-2.674393758829683,-3.1577211059629917,5.815747563565665,0.4,0.06666666666666667,0.13333333333333333,1,-2.674393758829683,chck_80M
Entity,dose2p64,0.111872,late70_80,all,180,0.5006635684743136,0.3387942244298756,5.950363219468102,0.5333333333333333,0.1111111111111111,0.15,2,0.5006635684743136,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,nonzero_ops,150,1.2138040580088272,0.5518305277219042,5.668226205403411,0.56,0.12,0.14666666666666667,2,1.2138040580088272,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,numops_1,30,0.03479585143504664,-0.9500249379780143,4.65424074782443,0.4,0.0,0.03333333333333333,2,0.0347958514350466,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,numops_2,30,-0.32913282386919795,-1.5508421995909885,5.601718106000154,0.43333333333333335,0.1,0.13333333333333333,2,-0.32913282386919795,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,numops_3,30,2.0577373805552877,2.0272898310795426,5.332756520102126,0.7666666666666667,0.2,0.23333333333333334,2,2.0577373805552877,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,numops_4,30,1.2302346651646077,0.6283522721205372,5.451141150207587,0.6,0.06666666666666667,0.1,2,1.2302346651646077,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,numops_5,30,3.0753852167583924,2.104606451583095,6.44211258494737,0.6,0.23333333333333334,0.23333333333333334,2,3.0753852167583924,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,split_ambiref,60,-0.4168912978105557,-1.007320860400796,5.811431594227785,0.45,0.13333333333333333,0.13333333333333333,2,-0.4168912978105558,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,split_ambiref_nonzero_ops,50,0.4048288062226493,-0.5590483660052996,5.262734407439142,0.48,0.14,0.14,2,0.4048288062226493,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,split_ambiref_zero_ops,10,-4.525491817976581,-5.127650839218404,6.625544351141575,0.3,0.1,0.1,2,-4.525491817976581,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,split_move_contents,60,2.1572509656927044,1.7386375878559193,5.980469354800209,0.6666666666666666,0.13333333333333333,0.2,2,2.1572509656927044,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,split_move_contents_nonzero_ops,50,2.521256073883269,2.5910052158287726,6.18773189404421,0.66,0.12,0.2,2,2.521256073883269,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,split_move_contents_zero_ops,10,0.33722542473988143,0.8169354817946441,4.3796073677559395,0.7,0.2,0.2,2,0.3372254247398815,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,split_regular,60,-0.23836896245920797,-0.1808145698159933,5.705204521632789,0.48333333333333334,0.06666666666666667,0.11666666666666667,2,-0.23836896245920797,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,split_regular_nonzero_ops,50,0.7153272939205635,0.33484675909858197,5.271585595899734,0.54,0.1,0.1,2,0.7153272939205636,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,split_regular_zero_ops,10,-5.006850244358065,-5.523950292117661,5.390916605224369,0.2,-0.1,0.2,2,-5.006850244358065,chck_70M;chck_80M
Entity,dose2p64,0.111872,late70_80,zero_ops,30,-3.065038879198255,-4.098540889768628,6.044825253808188,0.4,0.06666666666666667,0.16666666666666666,2,-3.065038879198255,chck_70M;chck_80M
Entity,dose2p64,0.111872,mid50_60,all,180,0.8972356259179327,0.6358862537890673,6.824871903899022,0.5611111111111111,0.06111111111111111,0.13333333333333333,2,0.8972356259179327,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,nonzero_ops,150,1.631848208864103,1.1010044480208308,6.651569466324249,0.6,0.08666666666666667,0.14,2,1.631848208864103,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,numops_1,30,0.13900344776338897,-0.06544375623343512,4.858989202787548,0.5,0.0,0.03333333333333333,2,0.13900344776338897,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,numops_2,30,-0.0544181031989865,0.5803286079317331,5.418977996189049,0.5333333333333333,0.03333333333333333,0.06666666666666667,2,-0.05441810319898649,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,numops_3,30,3.2764224773292274,4.27182978176279,7.337895550017393,0.7333333333333333,0.23333333333333334,0.3,2,3.2764224773292274,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,numops_4,30,1.1499170148764581,0.8686060906620696,6.288254436365241,0.6,0.1,0.13333333333333333,2,1.1499170148764581,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,numops_5,30,3.6483162075504274,1.82314808096271,7.923371966868608,0.6333333333333333,0.06666666666666667,0.16666666666666666,2,3.648316207550427,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,split_ambiref,60,0.8839997381020415,2.0113223753869534,6.415882453200913,0.6,0.05,0.11666666666666667,2,0.8839997381020415,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,split_ambiref_nonzero_ops,50,1.8449436136742587,3.0890913910989184,5.949177319844006,0.66,0.06,0.12,2,1.8449436136742587,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,split_ambiref_zero_ops,10,-3.920719639759045,-2.209157223260263,6.505024061832828,0.3,0.0,0.1,2,-3.920719639759045,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,split_move_contents,60,1.1283089962167046,0.5415838620392606,6.397698345327755,0.5333333333333333,0.08333333333333333,0.13333333333333333,2,1.1283089962167046,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,split_move_contents_nonzero_ops,50,1.600639969978947,1.1104587373847608,6.461332370192047,0.56,0.1,0.16,2,1.600639969978947,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,split_move_contents_zero_ops,10,-1.2333458725945092,-2.8974478457239456,5.4905635642567185,0.4,0.0,0.0,2,-1.2333458725945092,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,split_regular,60,0.6793981434350523,0.4649734109407291,7.585612334072176,0.55,0.05,0.15,2,0.6793981434350523,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,split_regular_nonzero_ops,50,1.4499610429391032,0.6271926197223365,7.4504453402544675,0.58,0.1,0.14,2,1.4499610429391034,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,split_regular_zero_ops,10,-3.1734163540852025,-3.4507300634722924,7.063313145656742,0.4,-0.2,0.2,2,-3.1734163540852025,chck_50M;chck_60M
Entity,dose2p64,0.111872,mid50_60,zero_ops,30,-2.775827288812919,-2.334948874457041,6.485885274225177,0.36666666666666664,-0.06666666666666667,0.1,2,-2.775827288812919,chck_50M;chck_60M
