target,global_index,domain,local_index,ContextType,ContextDiff,TargetDiff,ConceptA,ConceptB,buckets,decoder_mode,band,band_start,band_end,s11_sum,s21_sum,s12_sum,s22_sum,official_margin_t1_sum,official_margin_t2_sum,within_context_margin_c1_sum,within_context_margin_c2_sum,interaction_sum,t1_correct,t2_correct,both_official_positive,both_swapped_positive,interaction_positive,both_within_context_positive,stable_conditional_failure,persistent_both_official,persistent_swapped
matched_base_80M,105,agent-properties,105,indirect,variable swap,concept swap,believe,doubt,added_stable_failure,raw,L1-L2,1,2,-73.07843631505966,-72.97528779506683,-59.85343009233475,-59.787102937698364,-0.10314851999282837,0.06632715463638306,-13.225006222724915,13.18818485736847,-0.03682136535644531,False,True,False,False,False,False,True,False,False
matched_base_80M,115,agent-properties,115,direct,negation,concept swap,believe,imagine,removed_stable_failure,raw,L1-L2,1,2,-60.93125715851784,-60.44887179136276,-46.56642869114876,-46.5234315097332,-0.4823853671550751,0.04299718141555786,-14.36482846736908,13.925440281629562,-0.4393881857395172,False,True,False,False,False,False,True,False,False
matched_base_80M,123,agent-properties,123,direct,other,concept swap,believe,imagine,base_only_correct,raw,L1-L2,1,2,-69.46596956253052,-69.5635105073452,-57.96382224559784,-57.96042940020561,0.097540944814682,0.003392845392227173,-11.502147316932678,11.603081107139587,0.10093379020690918,True,True,True,False,True,False,False,False,False
matched_base_80M,133,agent-properties,133,indirect,antonym,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-82.45350885391235,-82.5351732969284,-79.718266248703,-79.81324112415314,0.08166444301605225,-0.09497487545013428,-2.7352426052093506,2.7219321727752686,-0.013310432434082031,True,False,False,False,False,False,False,False,False
matched_base_80M,137,agent-properties,137,indirect,antonym,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-72.70214101672173,-72.6445908844471,-71.06301987171173,-70.99923267960548,-0.057550132274627686,0.06378719210624695,-1.6391211450099945,1.6453582048416138,0.006237059831619263,False,True,False,False,True,False,False,False,False
matched_base_80M,138,agent-properties,138,indirect,antonym,variable swap,choose,-,scale_only_correct,raw,L1-L2,1,2,-80.3894749879837,-80.37404108047485,-83.0104627609253,-82.99776077270508,-0.015433907508850098,0.012701988220214844,2.6209877729415894,-2.6237196922302246,-0.002731919288635254,False,True,False,False,False,False,True,False,False
matched_base_80M,145,agent-properties,145,indirect,antonym,variable swap,choose,-,base_only_correct,raw,L1-L2,1,2,-69.53515136241913,-69.48844933509827,-68.8214783668518,-68.79016888141632,-0.046702027320861816,0.03130948543548584,-0.7136729955673218,0.6982804536819458,-0.015392541885375977,False,True,False,False,False,False,True,False,False
matched_base_80M,150,agent-properties,150,indirect,antonym,variable swap,choose,-,added_stable_failure,raw,L1-L2,1,2,-72.11292758584023,-72.07971474528313,-73.48016473650932,-73.45010673999786,-0.03321284055709839,0.03005799651145935,1.367237150669098,-1.370391994714737,-0.003154844045639038,False,True,False,False,False,False,True,False,False
matched_base_80M,161,agent-properties,161,indirect,antonym,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-82.18976640701294,-82.24611520767212,-83.26424252986908,-83.31230580806732,0.05634880065917969,-0.04806327819824219,1.0744761228561401,-1.0661906003952026,0.0082855224609375,True,False,False,False,True,False,False,False,False
matched_base_80M,163,agent-properties,163,indirect,antonym,variable swap,choose,-,shared_correct,raw,L1-L2,1,2,-80.89730632305145,-81.01042771339417,-82.90214467048645,-83.0158931016922,0.1131213903427124,-0.11374843120574951,2.0048383474349976,-2.0054653882980347,-0.0006270408630371094,True,False,False,False,False,False,False,False,False
matched_base_80M,164,agent-properties,164,indirect,antonym,variable swap,choose,-,scale_only_correct,raw,L1-L2,1,2,-83.23497915267944,-83.144855260849,-81.18686413764954,-81.15856087207794,-0.09012389183044434,0.02830326557159424,-2.0481150150299072,1.9862943887710571,-0.0618206262588501,False,True,False,False,False,False,True,False,False
matched_base_80M,170,agent-properties,170,indirect,antonym,variable swap,choose,-,removed_stable_failure;scale_only_correct,raw,L1-L2,1,2,-69.60228708386421,-69.59976384043694,-68.98369950056076,-68.98535573482513,-0.0025232434272766113,-0.0016562342643737793,-0.6185875833034515,0.6144081056118011,-0.004179477691650391,False,False,False,True,False,False,True,False,False
matched_base_80M,171,agent-properties,171,indirect,antonym,variable swap,choose,-,added_stable_failure,raw,L1-L2,1,2,-68.98535573482513,-68.98369950056076,-69.59976384043694,-69.60228708386421,-0.0016562342643737793,-0.0025232434272766113,0.6144081056118011,-0.6185875833034515,-0.004179477691650391,False,False,False,True,False,False,True,False,False
matched_base_80M,183,agent-properties,183,indirect,antonym,variable swap,choose,-,added_stable_failure,raw,L1-L2,1,2,-73.05023550987244,-73.01239562034607,-72.31117796897888,-72.26304268836975,-0.03783988952636719,0.04813528060913086,-0.7390575408935547,0.7493529319763184,0.010295391082763672,False,True,False,False,True,False,False,False,False
matched_base_80M,194,agent-properties,194,indirect,antonym,variable swap,choose,-,base_only_correct,raw,L1-L2,1,2,-66.64678409695625,-66.62556466460228,-65.19341242313385,-65.18118223547935,-0.02121943235397339,0.01223018765449524,-1.453371673822403,1.4443824291229248,-0.00898924469947815,False,True,False,False,False,False,True,False,False
matched_base_80M,196,agent-properties,196,indirect,antonym,variable swap,choose,-,base_only_correct,raw,L1-L2,1,2,-75.60806739330292,-75.57694983482361,-78.84775686264038,-78.83636784553528,-0.031117558479309082,0.011389017105102539,3.2396894693374634,-3.25941801071167,-0.019728541374206543,False,True,False,False,False,False,True,False,False
matched_base_80M,207,agent-properties,207,indirect,antonym,variable swap,choose,-,added_stable_failure,raw,L1-L2,1,2,-79.776416182518,-79.79304826259613,-80.42697811126709,-80.45618391036987,0.016632080078125,-0.029205799102783203,0.6505619287490845,-0.6631356477737427,-0.012573719024658203,True,False,False,False,False,False,False,False,False
matched_base_80M,209,agent-properties,209,indirect,antonym,variable swap,choose,-,added_stable_failure,raw,L1-L2,1,2,-79.95289397239685,-80.32072615623474,-80.62306702136993,-80.91332352161407,0.3678321838378906,-0.2902565002441406,0.6701730489730835,-0.5925973653793335,0.07757568359375,True,False,False,False,True,False,False,False,False
matched_base_80M,210,agent-properties,210,indirect,antonym,variable swap,choose,-,scale_only_correct,raw,L1-L2,1,2,-76.25971484184265,-76.30484521389008,-79.52103996276855,-79.56238734722137,0.045130372047424316,-0.041347384452819824,3.2613251209259033,-3.257542133331299,0.003782987594604492,True,False,False,False,True,False,False,False,False
matched_base_80M,220,agent-properties,220,indirect,antonym,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-78.54702818393707,-78.57192814350128,-82.01168704032898,-82.02211248874664,0.024899959564208984,-0.010425448417663574,3.4646588563919067,-3.4501843452453613,0.01447451114654541,True,False,False,False,True,False,False,False,False
matched_base_80M,239,agent-properties,239,indirect,antonym,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-71.35678654909134,-71.37538582086563,-71.76097083091736,-71.78210180997849,0.018599271774291992,-0.02113097906112671,0.4041842818260193,-0.406715989112854,-0.002531707286834717,True,False,False,False,False,False,False,False,False
matched_base_80M,244,agent-properties,244,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-79.99804711341858,-79.718266248703,-82.71036887168884,-82.45350885391235,-0.27978086471557617,0.25686001777648926,2.7123217582702637,-2.7352426052093506,-0.022920846939086914,False,True,False,False,False,False,True,False,False
matched_base_80M,260,agent-properties,260,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-79.94054198265076,-79.9866623878479,-82.96820569038391,-83.03659570217133,0.046120405197143555,-0.06839001178741455,3.0276637077331543,-3.0499333143234253,-0.022269606590270996,True,False,False,False,False,False,False,False,False
matched_base_80M,261,agent-properties,261,indirect,variable swap,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-83.03659570217133,-82.96820569038391,-79.9866623878479,-79.94054198265076,-0.06839001178741455,0.046120405197143555,-3.0499333143234253,3.0276637077331543,-0.022269606590270996,False,True,False,False,False,False,True,False,False
matched_base_80M,265,agent-properties,265,indirect,variable swap,variable swap,choose,-,base_only_correct,raw,L1-L2,1,2,-82.73248279094696,-82.78163385391235,-79.79764091968536,-79.8147804737091,0.049151062965393066,-0.017139554023742676,-2.9348418712615967,2.966853380203247,0.03201150894165039,True,False,False,False,True,False,False,False,False
matched_base_80M,281,agent-properties,281,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-73.45010673999786,-73.38266623020172,-72.07971474528313,-72.03235918283463,-0.06744050979614258,0.04735556244850159,-1.370391994714737,1.350307047367096,-0.02008494734764099,False,True,False,False,False,False,True,False,False
matched_base_80M,286,agent-properties,286,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-72.68125689029694,-72.75356888771057,-69.04070508480072,-69.14161288738251,0.07231199741363525,-0.10090780258178711,-3.640551805496216,3.611956000328064,-0.028595805168151855,True,False,False,False,False,False,False,False,False
matched_base_80M,298,agent-properties,298,indirect,variable swap,variable swap,choose,-,scale_only_correct,raw,L1-L2,1,2,-69.77523452043533,-69.97401851415634,-68.97882199287415,-69.18319484591484,0.1987839937210083,-0.2043728530406952,-0.7964125275611877,0.7908236682415009,-0.00558885931968689,True,False,False,False,False,False,False,False,False
matched_base_80M,299,agent-properties,299,indirect,variable swap,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-69.18319484591484,-68.97882199287415,-69.97401851415634,-69.77523452043533,-0.2043728530406952,0.1987839937210083,0.7908236682415009,-0.7964125275611877,-0.00558885931968689,False,True,False,False,False,False,True,False,False
matched_base_80M,328,agent-properties,328,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-69.06802892684937,-69.14455056190491,-70.231809258461,-70.33977222442627,0.07652163505554199,-0.107962965965271,1.1637803316116333,-1.1952216625213623,-0.031441330909729004,True,False,False,False,False,False,False,False,False
matched_base_80M,330,agent-properties,330,indirect,variable swap,variable swap,choose,-,shared_correct,raw,L1-L2,1,2,-69.14195537567139,-69.06845510005951,-70.33098638057709,-70.23081827163696,-0.07350027561187744,0.10016810894012451,1.1890310049057007,-1.1623631715774536,0.02666783332824707,False,True,False,False,True,False,False,False,False
matched_base_80M,364,agent-properties,364,indirect,variable swap,variable swap,choose,-,shared_correct,raw,L1-L2,1,2,-66.09791898727417,-66.17525178194046,-64.44352023303509,-64.52090644836426,0.07733279466629028,-0.07738621532917023,-1.6543987542390823,1.6543453335762024,-5.342066287994385e-05,True,False,False,False,False,False,False,False,False
matched_base_80M,374,agent-properties,374,indirect,variable swap,variable swap,choose,-,shared_correct,raw,L1-L2,1,2,-75.60806739330292,-76.46810817718506,-78.84775686264038,-79.59941554069519,0.8600407838821411,-0.7516586780548096,3.2396894693374634,-3.131307363510132,0.10838210582733154,True,False,False,False,True,False,False,False,False
matched_base_80M,386,agent-properties,386,indirect,variable swap,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-68.48997956514359,-68.46148824691772,-67.86239701509476,-67.86216852068901,-0.028491318225860596,0.00022849440574645996,-0.6275825500488281,0.599319726228714,-0.028262823820114136,False,True,False,False,False,False,True,False,False
matched_base_80M,387,agent-properties,387,indirect,variable swap,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-67.86216852068901,-67.86239701509476,-68.46148824691772,-68.48997956514359,0.00022849440574645996,-0.028491318225860596,0.599319726228714,-0.6275825500488281,-0.028262823820114136,True,False,False,False,False,False,False,False,False
matched_base_80M,388,agent-properties,388,indirect,variable swap,variable swap,choose,-,removed_stable_failure,raw,L1-L2,1,2,-80.16924846172333,-80.42697811126709,-79.50691747665405,-79.776416182518,0.2577296495437622,-0.26949870586395264,-0.6623309850692749,0.6505619287490845,-0.01176905632019043,True,False,False,False,False,False,False,False,False
matched_base_80M,392,agent-properties,392,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-80.11170792579651,-80.53771936893463,-80.08671712875366,-80.54774451255798,0.42601144313812256,-0.4610273838043213,-0.02499079704284668,-0.01002514362335205,-0.03501594066619873,True,False,False,False,False,False,False,False,False
matched_base_80M,408,agent-properties,408,indirect,variable swap,variable swap,choose,-,added_stable_failure,raw,L1-L2,1,2,-69.22070980072021,-69.23560683429241,-67.76406967639923,-67.8111110329628,0.01489703357219696,-0.047041356563568115,-1.4566401243209839,1.4244958013296127,-0.032144322991371155,True,False,False,False,False,False,False,False,False
matched_base_80M,418,agent-properties,418,indirect,variable swap,variable swap,choose,-,base_only_correct,raw,L1-L2,1,2,-81.61861908435822,-81.56748628616333,-82.21005415916443,-82.2398431301117,-0.051132798194885254,-0.029788970947265625,0.5914350748062134,-0.6723568439483643,-0.08092176914215088,False,False,False,True,False,False,True,False,False
matched_base_80M,422,agent-properties,422,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-78.5260283946991,-78.57192814350128,-81.9541300535202,-82.02211248874664,0.04589974880218506,-0.06798243522644043,3.428101658821106,-3.4501843452453613,-0.02208268642425537,True,False,False,False,False,False,False,False,False
matched_base_80M,439,agent-properties,439,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-82.57375061511993,-82.56363129615784,-79.69195222854614,-79.68558144569397,-0.010119318962097168,0.0063707828521728516,-2.8817983865737915,2.878049850463867,-0.0037485361099243164,False,True,False,False,False,False,True,False,False
matched_base_80M,446,agent-properties,446,indirect,variable swap,variable swap,choose,-,shared_stable_failure,raw,L1-L2,1,2,-83.35234951972961,-83.06291580200195,-83.25828421115875,-83.02789843082428,-0.28943371772766113,0.23038578033447266,-0.09406530857086182,0.03501737117767334,-0.05904793739318848,False,True,False,False,False,False,True,False,False
matched_base_80M,458,agent-properties,458,indirect,variable swap,variable swap,choose,-,base_only_correct,raw,L1-L2,1,2,-71.78210180997849,-71.66482353210449,-71.37538582086563,-71.23486667871475,-0.11727827787399292,0.1405191421508789,-0.406715989112854,0.42995685338974,0.023240864276885986,False,True,False,False,True,False,False,False,False
matched_base_80M,460,agent-properties,460,direct,negation,concept swap,feel,not feel,shared_correct,raw,L1-L2,1,2,-40.106749355793,-39.94843989610672,-48.2362357378006,-47.95340585708618,-0.1583094596862793,0.2828298807144165,8.129486382007599,-8.004965960979462,0.12452042102813721,False,True,False,False,True,False,False,False,False
matched_base_80M,481,agent-properties,481,direct,other,concept swap,feel,not feel,added_stable_failure,raw,L1-L2,1,2,-44.69472208619118,-44.68494367599487,-35.918110370635986,-36.028622418642044,-0.009778410196304321,-0.11051204800605774,-8.776611715555191,8.656321257352829,-0.12029045820236206,False,False,False,True,False,False,True,False,False
matched_base_80M,484,agent-properties,484,direct,other,concept swap,feel,not feel,base_only_correct,raw,L1-L2,1,2,-41.98757517337799,-41.84676003456116,-50.57041025161743,-50.55862653255463,-0.1408151388168335,0.011783719062805176,8.582835078239441,-8.71186649799347,-0.12903141975402832,False,True,False,False,False,False,True,False,False
matched_base_80M,488,agent-properties,488,direct,other,concept swap,feel,not feel,scale_only_correct,raw,L1-L2,1,2,-40.7331902384758,-40.78875231742859,-48.744437634944916,-48.91797494888306,0.05556207895278931,-0.17353731393814087,8.011247396469116,-8.129222631454468,-0.11797523498535156,True,False,False,False,False,False,False,False,False
matched_base_80M,507,agent-properties,507,direct,antonym,concept swap,have no preference,prefer,removed_stable_failure,raw,L1-L2,1,2,-73.15534281730652,-73.1257965862751,-80.05718010663986,-80.03899559378624,-0.029546231031417847,0.018184512853622437,6.9018372893333435,-6.913199007511139,-0.01136171817779541,False,True,False,False,False,False,True,False,False
matched_base_80M,509,agent-properties,509,direct,antonym,concept swap,have no preference,prefer,removed_stable_failure,raw,L1-L2,1,2,-74.27100817859173,-74.08222198486328,-81.24265193939209,-81.09328317642212,-0.18878619372844696,0.1493687629699707,6.971643760800362,-7.011061191558838,-0.03941743075847626,False,True,False,False,False,False,True,False,False
matched_base_80M,510,agent-properties,510,direct,antonym,concept swap,hear,not hear,added_stable_failure,raw,L1-L2,1,2,-44.61884942650795,-44.61532336473465,-51.769376039505005,-51.835373401641846,-0.003526061773300171,-0.06599736213684082,7.150526612997055,-7.220050036907196,-0.06952342391014099,False,False,False,True,False,False,True,False,False
matched_base_80M,512,agent-properties,512,direct,antonym,concept swap,hear,not hear,shared_correct,raw,L1-L2,1,2,-44.82390409708023,-44.9942529797554,-52.592564433813095,-52.166265934705734,0.1703488826751709,0.42629849910736084,7.768660336732864,-7.172012954950333,0.5966473817825317,True,True,True,False,True,False,False,False,False
matched_base_80M,521,agent-properties,521,direct,antonym,concept swap,hear,not hear,shared_correct,raw,L1-L2,1,2,-48.07312715053558,-48.1237236559391,-40.07209664583206,-40.40503913164139,0.05059650540351868,-0.33294248580932617,-8.001030504703522,7.718684524297714,-0.2823459804058075,True,False,False,False,False,False,False,False,False
matched_base_80M,527,agent-properties,527,direct,antonym,concept swap,hear,not hear,shared_stable_failure,raw,L1-L2,1,2,-45.836695939302444,-45.51615062355995,-36.70814490318298,-36.42185667157173,-0.3205453157424927,0.28628823161125183,-9.128551036119461,9.09429395198822,-0.034257084131240845,False,True,False,False,False,False,True,False,False
matched_base_80M,545,agent-properties,545,direct,antonym,concept swap,hear,not hear,shared_correct,raw,L1-L2,1,2,-46.588815093040466,-45.95523580908775,-37.54222533106804,-37.266449362039566,-0.633579283952713,0.2757759690284729,-9.046589761972427,8.688786447048187,-0.3578033149242401,False,True,False,False,False,False,True,False,False
matched_base_80M,549,agent-properties,549,direct,antonym,concept swap,hear,not hear,removed_stable_failure;scale_only_correct,raw,L1-L2,1,2,-46.03033247590065,-45.65895226597786,-36.45537447929382,-36.80028396844864,-0.3713802099227905,-0.3449094891548157,-9.574957996606827,8.85866829752922,-0.7162896990776062,False,False,False,True,False,False,True,False,True
matched_base_80M,556,agent-properties,556,indirect,antonym,concept swap,hear,not hear,shared_correct,raw,L1-L2,1,2,-35.887886345386505,-36.05158990621567,-45.6162825524807,-45.8666515648365,0.1637035608291626,-0.25036901235580444,9.728396207094193,-9.815061658620834,-0.08666545152664185,True,False,False,False,False,False,False,False,False
matched_base_80M,569,agent-properties,569,direct,antonym,concept swap,intend,not intend,shared_correct,raw,L1-L2,1,2,-60.470120668411255,-61.43568353354931,-58.74506434798241,-58.26211088895798,0.9655628651380539,0.4829534590244293,-1.7250563204288483,3.1735726445913315,1.4485163241624832,True,True,True,False,True,False,False,False,False
matched_base_80M,583,agent-properties,583,direct,antonym,concept swap,intend,not intend,added_stable_failure,raw,L1-L2,1,2,-67.76710665225983,-68.18810784816742,-64.79040223360062,-65.31418293714523,0.4210011959075928,-0.5237807035446167,-2.97670441865921,2.8739249110221863,-0.10277950763702393,True,False,False,False,False,False,False,False,False
matched_base_80M,592,agent-properties,592,indirect,antonym,concept swap,intend,not intend,base_only_correct,raw,L1-L2,1,2,-58.21309082210064,-56.679640516638756,-60.34774422645569,-60.80496284365654,-1.5334503054618835,-0.45721861720085144,2.134653404355049,-4.125322327017784,-1.990668922662735,False,False,False,True,False,False,True,False,True
matched_base_80M,594,agent-properties,594,indirect,antonym,concept swap,intend,not intend,shared_stable_failure,raw,L1-L2,1,2,-75.38182836771011,-75.4134846329689,-79.73457509279251,-80.441535115242,0.03165626525878906,-0.7069600224494934,4.3527467250823975,-5.028050482273102,-0.6753037571907043,True,False,False,False,False,False,False,False,False
matched_base_80M,602,agent-properties,602,indirect,antonym,concept swap,intend,not intend,added_stable_failure,raw,L1-L2,1,2,-74.7282304763794,-74.74765783548355,-79.24161940813065,-79.30624157190323,0.019427359104156494,-0.06462216377258301,4.513388931751251,-4.558583736419678,-0.045194804668426514,True,False,False,False,False,False,False,False,False
matched_base_80M,620,agent-properties,620,indirect,antonym,concept swap,intend,not intend,base_only_correct,raw,L1-L2,1,2,-57.7423093020916,-56.46619191765785,-59.832931101322174,-60.27491529285908,-1.2761173844337463,-0.4419841915369034,2.0906217992305756,-3.8087233752012253,-1.7181015759706497,False,False,False,True,False,False,True,False,True
matched_base_80M,626,agent-properties,626,indirect,antonym,concept swap,intend,not intend,scale_only_correct,raw,L1-L2,1,2,-64.1954020857811,-64.29899311065674,-68.30835348367691,-67.43996751308441,0.10359102487564087,0.8683859705924988,4.112951397895813,-3.1409744024276733,0.9719769954681396,True,True,True,False,True,False,False,False,False
matched_base_80M,627,agent-properties,627,indirect,antonym,concept swap,intend,not intend,added_stable_failure,raw,L1-L2,1,2,-67.43996751308441,-68.30835348367691,-64.29899311065674,-64.1954020857811,0.8683859705924988,0.10359102487564087,-3.1409744024276733,4.112951397895813,0.9719769954681396,True,True,True,False,True,False,False,False,False
matched_base_80M,640,agent-properties,640,indirect,antonym,concept swap,intend,not intend,scale_only_correct,raw,L1-L2,1,2,-64.19096374511719,-64.97307896614075,-68.48404091596603,-67.60943132638931,0.7821152210235596,0.8746095895767212,4.293077170848846,-2.6363523602485657,1.6567248106002808,True,True,True,False,True,False,False,True,False
matched_base_80M,644,agent-properties,644,indirect,antonym,concept swap,intend,not intend,shared_correct,raw,L1-L2,1,2,-64.21896457672119,-64.1892461180687,-66.8342997431755,-66.87371337413788,-0.029718458652496338,-0.039413630962371826,2.615335166454315,-2.6844672560691833,-0.06913208961486816,False,False,False,True,False,False,True,False,False
matched_base_80M,649,agent-properties,649,indirect,antonym,concept swap,intend,not intend,scale_only_correct,raw,L1-L2,1,2,-61.295621544122696,-60.89385789632797,-59.06797005236149,-60.59802833199501,-0.4017636477947235,-1.530058279633522,-2.2276514917612076,0.29582956433296204,-1.9318219274282455,False,False,False,True,False,False,True,False,True
matched_base_80M,662,agent-properties,662,indirect,other,concept swap,intend,not intend,removed_stable_failure,raw,L1-L2,1,2,-57.78903052210808,-57.699419021606445,-61.06921407580376,-60.965394988656044,-0.08961150050163269,0.10381908714771271,3.2801835536956787,-3.2659759670495987,0.014207586646080017,False,True,False,False,True,False,False,False,False
matched_base_80M,666,agent-properties,666,indirect,other,concept swap,intend,not intend,removed_stable_failure,raw,L1-L2,1,2,-78.15103608369827,-77.69378066062927,-81.63279604911804,-81.19197523593903,-0.45725542306900024,0.4408208131790161,3.4817599654197693,-3.4981945753097534,-0.01643460988998413,False,True,False,False,False,False,True,False,False
matched_base_80M,667,agent-properties,667,indirect,other,concept swap,intend,not intend,added_stable_failure,raw,L1-L2,1,2,-81.19197523593903,-81.63279604911804,-77.69378066062927,-78.15103608369827,0.4408208131790161,-0.45725542306900024,-3.4981945753097534,3.4817599654197693,-0.01643460988998413,True,False,False,False,False,False,False,False,False
matched_base_80M,672,agent-properties,672,indirect,other,concept swap,intend,not intend,scale_only_correct,raw,L1-L2,1,2,-57.60230466723442,-57.77203878760338,-60.50014689564705,-60.37228512763977,0.16973412036895752,0.12786176800727844,2.897842228412628,-2.600246340036392,0.29759588837623596,True,True,True,False,True,False,False,False,False
matched_base_80M,675,agent-properties,675,indirect,other,concept swap,intend,not intend,base_only_correct,raw,L1-L2,1,2,-61.37267841398716,-61.27052681148052,-58.18834647536278,-57.9338214546442,-0.10215160250663757,0.2545250207185745,-3.184331938624382,3.336705356836319,0.15237341821193695,False,True,False,False,True,False,False,False,False
matched_base_80M,694,agent-properties,694,indirect,other,concept swap,intend,not intend,scale_only_correct,raw,L1-L2,1,2,-77.00777471065521,-76.66983717679977,-77.56421917676926,-77.22695064544678,-0.33793753385543823,0.33726853132247925,0.5564444661140442,-0.5571134686470032,-0.0006690025329589844,False,True,False,False,False,False,True,False,False
matched_base_80M,735,agent-properties,735,indirect,antonym,concept swap,make an effort,make no effort,base_only_correct,raw,L1-L2,1,2,-80.67767757177353,-81.16417533159256,-76.58940976858139,-77.07048493623734,0.48649775981903076,-0.4810751676559448,-4.088267803192139,4.093690395355225,0.0054225921630859375,True,False,False,False,True,False,False,False,False
matched_base_80M,737,agent-properties,737,indirect,antonym,concept swap,make an effort,make no effort,scale_only_correct,raw,L1-L2,1,2,-80.3361132144928,-80.35648721456528,-76.59208565950394,-76.61062225699425,0.020374000072479248,-0.01853659749031067,-3.744027554988861,3.7458649575710297,0.001837402582168579,True,False,False,False,True,False,False,False,False
