arm,group,late_mean_accuracy_pct,late_mean_stale_pick_pct_among_wrong_stale_available_not_gold,mean_prefix_words,mean_relevant_updates,mean_total_ops,n,n_checkpoints,seed
VS,rel_updates_1,14.638447971781305,48.484848484848484,111.98185941043084,1.0,6.316704459561603,1323,3,43122
VS,rel_updates_2,17.509215376513954,47.44520746093064,125.77330173775671,2.0,8.171406003159557,1266,3,43122
VS,rel_updates_3,17.75067750677507,42.6374817017647,137.81463414634146,3.0,9.44308943089431,1230,3,43122
VS,rel_updates_4,21.46282973621103,47.03094668302231,142.931654676259,4.0,10.02158273381295,1112,3,43122
VS,rel_updates_5,22.294372294372295,36.486486486486484,146.2077922077922,5.0,10.441558441558442,308,3,43122
VS,total_ops_0,36.95175438596491,nan,61.473684210526315,0.0,0.0,304,3,43122
VS,total_ops_1,32.124874118831826,nan,69.66465256797584,0.22356495468277945,1.0,331,3,43122
VS,total_ops_10,19.872669395179628,47.07977207977208,141.51841746248294,2.8076398362892223,10.0,733,3,43122
VS,total_ops_11,20.04830917874396,45.53264604810997,149.18961352657004,2.9504830917874396,11.0,828,3,43122
VS,total_ops_12,18.86108088501995,43.49205406404266,158.37431991294886,3.115342763873776,12.0,919,3,43122
VS,total_ops_2,29.006882989183875,33.333333333333336,77.53687315634218,0.4424778761061947,2.0,339,3,43122
VS,total_ops_3,28.212290502793294,66.66666666666666,85.74022346368714,0.723463687150838,3.0,358,3,43122
VS,total_ops_4,23.486901535682023,32.41106719367589,93.0,1.005420054200542,4.0,369,3,43122
VS,total_ops_5,23.57930449533503,44.78114478114478,101.42493638676845,1.3231552162849873,5.0,393,3,43122
VS,total_ops_6,24.813153961136024,48.170194003527335,109.03363228699551,1.6591928251121075,6.0,446,3,43122
VS,total_ops_7,21.916010498687665,46.623730675454816,117.93897637795276,2.045275590551181,7.0,508,3,43122
VS,total_ops_8,20.382882882882882,45.30366939596946,126.08952702702703,2.285472972972973,8.0,592,3,43122
VS,total_ops_9,20.757575757575758,44.6724746584846,134.4,2.5196969696969695,9.0,660,3,43122
