contrast,group,late_mean_acc_a,late_mean_acc_b,late_mean_delta_accuracy_pct,mean_prefix_words,mean_relevant_updates,mean_total_ops,n,n_checkpoints,seed
RminusV,rel0_total_ops_3,54.457364341085274,42.44186046511628,12.015503875968996,85.88372093023256,0.0,3.0,172,3,43122
RSminusVS,rel0_total_ops_3,38.75968992248062,42.44186046511628,-3.68217054263566,85.88372093023256,0.0,3.0,172,3,43122
RminusC,rel0_total_ops_4,42.49363867684478,36.89567430025445,5.597964376590333,93.36641221374046,0.0,4.0,131,3,43122
RSminusC,rel0_total_ops_4,37.404580152671755,36.89567430025445,0.5089058524173069,93.36641221374046,0.0,4.0,131,3,43122
RSminusR,rel0_total_ops_4,37.404580152671755,42.49363867684478,-5.089058524173026,93.36641221374046,0.0,4.0,131,3,43122
VminusC,rel0_total_ops_4,36.6412213740458,36.89567430025445,-0.2544529262086499,93.36641221374046,0.0,4.0,131,3,43122
VSminusC,rel0_total_ops_4,37.913486005089055,36.89567430025445,1.0178117048346067,93.36641221374046,0.0,4.0,131,3,43122
VSminusV,rel0_total_ops_4,37.913486005089055,36.6412213740458,1.2722646310432566,93.36641221374046,0.0,4.0,131,3,43122
RminusV,rel0_total_ops_4,42.49363867684478,36.6412213740458,5.852417302798983,93.36641221374046,0.0,4.0,131,3,43122
RSminusVS,rel0_total_ops_4,37.404580152671755,37.913486005089055,-0.5089058524172998,93.36641221374046,0.0,4.0,131,3,43122
RminusC,rel0_total_ops_5,52.56410256410256,39.1025641025641,13.46153846153846,100.5673076923077,0.0,5.0,104,3,43122
RSminusC,rel0_total_ops_5,31.41025641025641,39.1025641025641,-7.692307692307693,100.5673076923077,0.0,5.0,104,3,43122
RSminusR,rel0_total_ops_5,31.41025641025641,52.56410256410256,-21.153846153846153,100.5673076923077,0.0,5.0,104,3,43122
VminusC,rel0_total_ops_5,38.46153846153846,39.1025641025641,-0.6410256410256423,100.5673076923077,0.0,5.0,104,3,43122
VSminusC,rel0_total_ops_5,38.78205128205128,39.1025641025641,-0.3205128205128247,100.5673076923077,0.0,5.0,104,3,43122
VSminusV,rel0_total_ops_5,38.78205128205128,38.46153846153846,0.3205128205128176,100.5673076923077,0.0,5.0,104,3,43122
RminusV,rel0_total_ops_5,52.56410256410256,38.46153846153846,14.102564102564102,100.5673076923077,0.0,5.0,104,3,43122
RSminusVS,rel0_total_ops_5,31.41025641025641,38.78205128205128,-7.371794871794869,100.5673076923077,0.0,5.0,104,3,43122
RminusC,rel0_total_ops_6,51.89393939393939,48.10606060606061,3.787878787878782,107.64772727272727,0.0,6.0,88,3,43122
RSminusC,rel0_total_ops_6,45.45454545454545,48.10606060606061,-2.651515151515156,107.64772727272727,0.0,6.0,88,3,43122
RSminusR,rel0_total_ops_6,45.45454545454545,51.89393939393939,-6.439393939393938,107.64772727272727,0.0,6.0,88,3,43122
VminusC,rel0_total_ops_6,40.53030303030303,48.10606060606061,-7.575757575757578,107.64772727272727,0.0,6.0,88,3,43122
VSminusC,rel0_total_ops_6,46.59090909090909,48.10606060606061,-1.5151515151515156,107.64772727272727,0.0,6.0,88,3,43122
VSminusV,rel0_total_ops_6,46.59090909090909,40.53030303030303,6.060606060606062,107.64772727272727,0.0,6.0,88,3,43122
RminusV,rel0_total_ops_6,51.89393939393939,40.53030303030303,11.36363636363636,107.64772727272727,0.0,6.0,88,3,43122
RSminusVS,rel0_total_ops_6,45.45454545454545,46.59090909090909,-1.1363636363636402,107.64772727272727,0.0,6.0,88,3,43122
RminusC,rel0_total_ops_7,59.09090909090909,39.898989898989896,19.191919191919197,117.81818181818181,0.0,7.0,66,3,43122
RSminusC,rel0_total_ops_7,35.85858585858586,39.898989898989896,-4.0404040404040344,117.81818181818181,0.0,7.0,66,3,43122
RSminusR,rel0_total_ops_7,35.85858585858586,59.09090909090909,-23.232323232323232,117.81818181818181,0.0,7.0,66,3,43122
VminusC,rel0_total_ops_7,38.38383838383838,39.898989898989896,-1.5151515151515156,117.81818181818181,0.0,7.0,66,3,43122
VSminusC,rel0_total_ops_7,46.96969696969697,39.898989898989896,7.070707070707073,117.81818181818181,0.0,7.0,66,3,43122
VSminusV,rel0_total_ops_7,46.96969696969697,38.38383838383838,8.585858585858588,117.81818181818181,0.0,7.0,66,3,43122
RminusV,rel0_total_ops_7,59.09090909090909,38.38383838383838,20.707070707070713,117.81818181818181,0.0,7.0,66,3,43122
RSminusVS,rel0_total_ops_7,35.85858585858586,46.96969696969697,-11.111111111111107,117.81818181818181,0.0,7.0,66,3,43122
RminusC,rel0_total_ops_8,47.08994708994709,34.92063492063492,12.169312169312171,127.47619047619048,0.0,8.0,63,3,43122
RSminusC,rel0_total_ops_8,31.746031746031747,34.92063492063492,-3.1746031746031704,127.47619047619048,0.0,8.0,63,3,43122
RSminusR,rel0_total_ops_8,31.746031746031747,47.08994708994709,-15.343915343915342,127.47619047619048,0.0,8.0,63,3,43122
VminusC,rel0_total_ops_8,31.21693121693122,34.92063492063492,-3.703703703703699,127.47619047619048,0.0,8.0,63,3,43122
VSminusC,rel0_total_ops_8,48.148148148148145,34.92063492063492,13.227513227513228,127.47619047619048,0.0,8.0,63,3,43122
VSminusV,rel0_total_ops_8,48.148148148148145,31.21693121693122,16.931216931216927,127.47619047619048,0.0,8.0,63,3,43122
RminusV,rel0_total_ops_8,47.08994708994709,31.21693121693122,15.87301587301587,127.47619047619048,0.0,8.0,63,3,43122
RSminusVS,rel0_total_ops_8,31.746031746031747,48.148148148148145,-16.4021164021164,127.47619047619048,0.0,8.0,63,3,43122
RminusC,rel0_total_ops_9,52.17391304347826,46.3768115942029,5.79710144927536,134.91304347826087,0.0,9.0,46,3,43122
RSminusC,rel0_total_ops_9,36.95652173913044,46.3768115942029,-9.420289855072461,134.91304347826087,0.0,9.0,46,3,43122
RSminusR,rel0_total_ops_9,36.95652173913044,52.17391304347826,-15.21739130434782,134.91304347826087,0.0,9.0,46,3,43122
VminusC,rel0_total_ops_9,49.27536231884058,46.3768115942029,2.89855072463768,134.91304347826087,0.0,9.0,46,3,43122
VSminusC,rel0_total_ops_9,50.0,46.3768115942029,3.6231884057971016,134.91304347826087,0.0,9.0,46,3,43122
VSminusV,rel0_total_ops_9,50.0,49.27536231884058,0.7246376811594217,134.91304347826087,0.0,9.0,46,3,43122
RminusV,rel0_total_ops_9,52.17391304347826,49.27536231884058,2.89855072463768,134.91304347826087,0.0,9.0,46,3,43122
RSminusVS,rel0_total_ops_9,36.95652173913044,50.0,-13.043478260869563,134.91304347826087,0.0,9.0,46,3,43122
RminusC,rel_eq0,48.38849232100368,39.30348258706468,9.085009733939003,88.73329007138221,0.0,3.388059701492537,1541,3,43122
RSminusC,rel_eq0,36.72939649578196,39.30348258706468,-2.574086091282716,88.73329007138221,0.0,3.388059701492537,1541,3,43122
RSminusR,rel_eq0,36.72939649578196,48.38849232100368,-11.65909582522172,88.73329007138221,0.0,3.388059701492537,1541,3,43122
VminusC,rel_eq0,39.238589660393686,39.30348258706468,-0.06489292667099278,88.73329007138221,0.0,3.388059701492537,1541,3,43122
VSminusC,rel_eq0,40.298507462686565,39.30348258706468,0.9950248756218869,88.73329007138221,0.0,3.388059701492537,1541,3,43122
VSminusV,rel_eq0,40.298507462686565,39.238589660393686,1.0599178022928797,88.73329007138221,0.0,3.388059701492537,1541,3,43122
RminusV,rel_eq0,48.38849232100368,39.238589660393686,9.149902660609996,88.73329007138221,0.0,3.388059701492537,1541,3,43122
RSminusVS,rel_eq0,36.72939649578196,40.298507462686565,-3.569110966904603,88.73329007138221,0.0,3.388059701492537,1541,3,43122
RminusC,rel_ge1,18.966723929503086,20.86912260609531,-1.9023986765922238,129.96087039511357,2.5831265508684864,8.527772475663294,5239,3,43122
RSminusC,rel_ge1,21.16179932557104,20.86912260609531,0.29267671947572893,129.96087039511357,2.5831265508684864,8.527772475663294,5239,3,43122
RSminusR,rel_ge1,21.16179932557104,18.966723929503086,2.1950753960679528,129.96087039511357,2.5831265508684864,8.527772475663294,5239,3,43122
VminusC,rel_ge1,23.878602786791372,20.86912260609531,3.0094801806960625,129.96087039511357,2.5831265508684864,8.527772475663294,5239,3,43122
VSminusC,rel_ge1,17.961443023477763,20.86912260609531,-2.907679582617547,129.96087039511357,2.5831265508684864,8.527772475663294,5239,3,43122
VSminusV,rel_ge1,17.961443023477763,23.878602786791372,-5.9171597633136095,129.96087039511357,2.5831265508684864,8.527772475663294,5239,3,43122
RminusV,rel_ge1,18.966723929503086,23.878602786791372,-4.911878857288286,129.96087039511357,2.5831265508684864,8.527772475663294,5239,3,43122
RSminusVS,rel_ge1,21.16179932557104,17.961443023477763,3.200356302093276,129.96087039511357,2.5831265508684864,8.527772475663294,5239,3,43122
RminusC,rel_ge2,20.60776302349336,22.06332992849847,-1.45556690500511,136.0349846782431,3.1179775280898876,9.274770173646578,3916,3,43122
RSminusC,rel_ge2,22.70173646578141,22.06332992849847,0.6384065372829397,136.0349846782431,3.1179775280898876,9.274770173646578,3916,3,43122
RSminusR,rel_ge2,22.70173646578141,20.60776302349336,2.09397344228805,136.0349846782431,3.1179775280898876,9.274770173646578,3916,3,43122
VminusC,rel_ge2,26.276813074565883,22.06332992849847,4.213483146067414,136.0349846782431,3.1179775280898876,9.274770173646578,3916,3,43122
VSminusC,rel_ge2,19.08409942117807,22.06332992849847,-2.9792305073203984,136.0349846782431,3.1179775280898876,9.274770173646578,3916,3,43122
VSminusV,rel_ge2,19.08409942117807,26.276813074565883,-7.192713653387813,136.0349846782431,3.1179775280898876,9.274770173646578,3916,3,43122
RminusV,rel_ge2,20.60776302349336,26.276813074565883,-5.669050051072524,136.0349846782431,3.1179775280898876,9.274770173646578,3916,3,43122
RSminusVS,rel_ge2,22.70173646578141,19.08409942117807,3.617637044603338,136.0349846782431,3.1179775280898876,9.274770173646578,3916,3,43122
RminusC,rel_ge3,21.78616352201258,23.08176100628931,-1.2955974842767297,140.93735849056603,3.6520754716981134,9.80188679245283,2650,3,43122
RSminusC,rel_ge3,24.28930817610063,23.08176100628931,1.2075471698113205,140.93735849056603,3.6520754716981134,9.80188679245283,2650,3,43122
RSminusR,rel_ge3,24.28930817610063,21.78616352201258,2.50314465408805,140.93735849056603,3.6520754716981134,9.80188679245283,2650,3,43122
VminusC,rel_ge3,28.641509433962266,23.08176100628931,5.559748427672957,140.93735849056603,3.6520754716981134,9.80188679245283,2650,3,43122
VSminusC,rel_ge3,19.836477987421382,23.08176100628931,-3.2452830188679265,140.93735849056603,3.6520754716981134,9.80188679245283,2650,3,43122
VSminusV,rel_ge3,19.836477987421382,28.641509433962266,-8.805031446540884,140.93735849056603,3.6520754716981134,9.80188679245283,2650,3,43122
RminusV,rel_ge3,21.78616352201258,28.641509433962266,-6.855345911949687,140.93735849056603,3.6520754716981134,9.80188679245283,2650,3,43122
RSminusVS,rel_ge3,24.28930817610063,19.836477987421382,4.452830188679247,140.93735849056603,3.6520754716981134,9.80188679245283,2650,3,43122
RminusC,rel_ge4,24.694835680751176,24.43661971830986,0.25821596244131584,143.64225352112675,4.216901408450704,10.112676056338028,1420,3,43122
RSminusC,rel_ge4,25.093896713615024,24.43661971830986,0.657276995305164,143.64225352112675,4.216901408450704,10.112676056338028,1420,3,43122
RSminusR,rel_ge4,25.093896713615024,24.694835680751176,0.3990610328638482,143.64225352112675,4.216901408450704,10.112676056338028,1420,3,43122
VminusC,rel_ge4,31.948356807511736,24.43661971830986,7.511737089201876,143.64225352112675,4.216901408450704,10.112676056338028,1420,3,43122
VSminusC,rel_ge4,21.643192488262912,24.43661971830986,-2.793427230046948,143.64225352112675,4.216901408450704,10.112676056338028,1420,3,43122
VSminusV,rel_ge4,21.643192488262912,31.948356807511736,-10.305164319248824,143.64225352112675,4.216901408450704,10.112676056338028,1420,3,43122
RminusV,rel_ge4,24.694835680751176,31.948356807511736,-7.25352112676056,143.64225352112675,4.216901408450704,10.112676056338028,1420,3,43122
RSminusVS,rel_ge4,25.093896713615024,21.643192488262912,3.450704225352112,143.64225352112675,4.216901408450704,10.112676056338028,1420,3,43122
RminusC,rel_updates_0,48.38849232100368,39.30348258706468,9.085009733939003,88.73329007138221,0.0,3.388059701492537,1541,3,43122
RSminusC,rel_updates_0,36.72939649578196,39.30348258706468,-2.574086091282716,88.73329007138221,0.0,3.388059701492537,1541,3,43122
RSminusR,rel_updates_0,36.72939649578196,48.38849232100368,-11.65909582522172,88.73329007138221,0.0,3.388059701492537,1541,3,43122
VminusC,rel_updates_0,39.238589660393686,39.30348258706468,-0.06489292667099278,88.73329007138221,0.0,3.388059701492537,1541,3,43122
VSminusC,rel_updates_0,40.298507462686565,39.30348258706468,0.9950248756218869,88.73329007138221,0.0,3.388059701492537,1541,3,43122
VSminusV,rel_updates_0,40.298507462686565,39.238589660393686,1.0599178022928797,88.73329007138221,0.0,3.388059701492537,1541,3,43122
RminusV,rel_updates_0,48.38849232100368,39.238589660393686,9.149902660609996,88.73329007138221,0.0,3.388059701492537,1541,3,43122
RSminusVS,rel_updates_0,36.72939649578196,40.298507462686565,-3.569110966904603,88.73329007138221,0.0,3.388059701492537,1541,3,43122
RminusC,rel_updates_1,14.109347442680777,17.334341143864954,-3.224993701184177,111.98185941043084,1.0,6.316704459561603,1323,3,43122
RSminusC,rel_updates_1,16.603678508440414,17.334341143864954,-0.7306626354245402,111.98185941043084,1.0,6.316704459561603,1323,3,43122
RSminusR,rel_updates_1,16.603678508440414,14.109347442680777,2.4943310657596367,111.98185941043084,1.0,6.316704459561603,1323,3,43122
VminusC,rel_updates_1,16.780045351473923,17.334341143864954,-0.5542957923910308,111.98185941043084,1.0,6.316704459561603,1323,3,43122
VSminusC,rel_updates_1,14.638447971781305,17.334341143864954,-2.6958931720836485,111.98185941043084,1.0,6.316704459561603,1323,3,43122
VSminusV,rel_updates_1,14.638447971781305,16.780045351473923,-2.1415973796926178,111.98185941043084,1.0,6.316704459561603,1323,3,43122
RminusV,rel_updates_1,14.109347442680777,16.780045351473923,-2.670697908793146,111.98185941043084,1.0,6.316704459561603,1323,3,43122
RSminusVS,rel_updates_1,16.603678508440414,14.638447971781305,1.9652305366591083,111.98185941043084,1.0,6.316704459561603,1323,3,43122
RminusC,rel_updates_2,18.14112690889942,19.931542917324908,-1.7904160084254883,125.77330173775671,2.0,8.171406003159557,1266,3,43122
RSminusC,rel_updates_2,19.378620326487624,19.931542917324908,-0.5529225908372837,125.77330173775671,2.0,8.171406003159557,1266,3,43122
RSminusR,rel_updates_2,19.378620326487624,18.14112690889942,1.2374934175882046,125.77330173775671,2.0,8.171406003159557,1266,3,43122
VminusC,rel_updates_2,21.327014218009477,19.931542917324908,1.3954713006845694,125.77330173775671,2.0,8.171406003159557,1266,3,43122
VSminusC,rel_updates_2,17.509215376513954,19.931542917324908,-2.4223275408109544,125.77330173775671,2.0,8.171406003159557,1266,3,43122
VSminusV,rel_updates_2,17.509215376513954,21.327014218009477,-3.8177988414955237,125.77330173775671,2.0,8.171406003159557,1266,3,43122
RminusV,rel_updates_2,18.14112690889942,21.327014218009477,-3.1858873091100577,125.77330173775671,2.0,8.171406003159557,1266,3,43122
RSminusVS,rel_updates_2,19.378620326487624,17.509215376513954,1.8694049499736707,125.77330173775671,2.0,8.171406003159557,1266,3,43122
RminusC,rel_updates_3,18.428184281842817,21.51761517615176,-3.0894308943089435,137.81463414634146,3.0,9.44308943089431,1230,3,43122
RSminusC,rel_updates_3,23.360433604336045,21.51761517615176,1.8428184281842839,137.81463414634146,3.0,9.44308943089431,1230,3,43122
RSminusR,rel_updates_3,23.360433604336045,18.428184281842817,4.932249322493227,137.81463414634146,3.0,9.44308943089431,1230,3,43122
VminusC,rel_updates_3,24.823848238482384,21.51761517615176,3.306233062330623,137.81463414634146,3.0,9.44308943089431,1230,3,43122
VSminusC,rel_updates_3,17.75067750677507,21.51761517615176,-3.7669376693766914,137.81463414634146,3.0,9.44308943089431,1230,3,43122
VSminusV,rel_updates_3,17.75067750677507,24.823848238482384,-7.0731707317073145,137.81463414634146,3.0,9.44308943089431,1230,3,43122
RminusV,rel_updates_3,18.428184281842817,24.823848238482384,-6.3956639566395665,137.81463414634146,3.0,9.44308943089431,1230,3,43122
RSminusVS,rel_updates_3,23.360433604336045,17.75067750677507,5.609756097560975,137.81463414634146,3.0,9.44308943089431,1230,3,43122
RminusC,rel_updates_4,23.860911270983213,24.100719424460433,-0.2398081534772203,142.931654676259,4.0,10.02158273381295,1112,3,43122
RSminusC,rel_updates_4,25.11990407673861,24.100719424460433,1.0191846522781773,142.931654676259,4.0,10.02158273381295,1112,3,43122
RSminusR,rel_updates_4,25.11990407673861,23.860911270983213,1.2589928057553976,142.931654676259,4.0,10.02158273381295,1112,3,43122
VminusC,rel_updates_4,32.10431654676259,24.100719424460433,8.003597122302157,142.931654676259,4.0,10.02158273381295,1112,3,43122
VSminusC,rel_updates_4,21.46282973621103,24.100719424460433,-2.637889688249402,142.931654676259,4.0,10.02158273381295,1112,3,43122
VSminusV,rel_updates_4,21.46282973621103,32.10431654676259,-10.641486810551559,142.931654676259,4.0,10.02158273381295,1112,3,43122
RminusV,rel_updates_4,23.860911270983213,32.10431654676259,-8.243405275779377,142.931654676259,4.0,10.02158273381295,1112,3,43122
RSminusVS,rel_updates_4,25.11990407673861,21.46282973621103,3.657074340527579,142.931654676259,4.0,10.02158273381295,1112,3,43122
RminusC,rel_updates_5,27.705627705627705,25.649350649350648,2.0562770562770574,146.2077922077922,5.0,10.441558441558442,308,3,43122
RSminusC,rel_updates_5,25.0,25.649350649350648,-0.649350649350648,146.2077922077922,5.0,10.441558441558442,308,3,43122
RSminusR,rel_updates_5,25.0,27.705627705627705,-2.7056277056277054,146.2077922077922,5.0,10.441558441558442,308,3,43122
VminusC,rel_updates_5,31.385281385281385,25.649350649350648,5.7359307359307365,146.2077922077922,5.0,10.441558441558442,308,3,43122
VSminusC,rel_updates_5,22.294372294372295,25.649350649350648,-3.3549783549783534,146.2077922077922,5.0,10.441558441558442,308,3,43122
VSminusV,rel_updates_5,22.294372294372295,31.385281385281385,-9.09090909090909,146.2077922077922,5.0,10.441558441558442,308,3,43122
RminusV,rel_updates_5,27.705627705627705,31.385281385281385,-3.679653679653679,146.2077922077922,5.0,10.441558441558442,308,3,43122
RSminusVS,rel_updates_5,25.0,22.294372294372295,2.7056277056277054,146.2077922077922,5.0,10.441558441558442,308,3,43122
RminusC,total_ops_0,46.82017543859649,36.40350877192983,10.416666666666664,61.473684210526315,0.0,0.0,304,3,43122
RSminusC,total_ops_0,39.69298245614035,36.40350877192983,3.2894736842105203,61.473684210526315,0.0,0.0,304,3,43122
RSminusR,total_ops_0,39.69298245614035,46.82017543859649,-7.127192982456144,61.473684210526315,0.0,0.0,304,3,43122
VminusC,total_ops_0,41.00877192982456,36.40350877192983,4.605263157894733,61.473684210526315,0.0,0.0,304,3,43122
VSminusC,total_ops_0,36.95175438596491,36.40350877192983,0.548245614035082,61.473684210526315,0.0,0.0,304,3,43122
VSminusV,total_ops_0,36.95175438596491,41.00877192982456,-4.057017543859651,61.473684210526315,0.0,0.0,304,3,43122
RminusV,total_ops_0,46.82017543859649,41.00877192982456,5.811403508771932,61.473684210526315,0.0,0.0,304,3,43122
RSminusVS,total_ops_0,39.69298245614035,36.95175438596491,2.7412280701754383,61.473684210526315,0.0,0.0,304,3,43122
RminusC,total_ops_1,38.77139979859013,33.7361530715005,5.035246727089628,69.66465256797584,0.22356495468277945,1.0,331,3,43122
RSminusC,total_ops_1,32.225579053373615,33.7361530715005,-1.5105740181268885,69.66465256797584,0.22356495468277945,1.0,331,3,43122
RSminusR,total_ops_1,32.225579053373615,38.77139979859013,-6.545820745216517,69.66465256797584,0.22356495468277945,1.0,331,3,43122
