seed,overlap_bin,token_class,contrast,estimand,n_pairs,mean_difference,se_pair_difference,fraction_positive
43122,ALL,ALL,RminusC,gain_U_vs_N,1200,-0.002065090588039309,0.021072584873685445,0.495
43122,ALL,ALL,VminusR,gain_T_vs_U,1200,0.21704034744166875,0.03247034161786811,0.5808333333333333
43122,ALL,ALL,VminusR,gain_T_vs_N,1200,0.20151457172949447,0.03195426225475123,0.5583333333333333
43122,ALL,ALL,VminusR,gain_U_vs_N,1200,-0.015525775712174238,0.01903189289329583,0.4691666666666667
43122,ALL,nonoverlap,VminusC,gain_T_vs_U,1200,0.08620000646242665,0.03587517013575734,0.5341666666666667
43122,ALL,nonoverlap,VminusC,gain_T_vs_N,1200,0.06022028758468676,0.03571442089304093,0.52
43122,ALL,nonoverlap,VminusC,gain_U_vs_N,1200,-0.025979718877739887,0.018476764679812373,0.48333333333333334
43122,ALL,nonoverlap,RminusC,gain_T_vs_U,1200,-0.23822301080346933,0.03874243636883503,0.445
43122,ALL,nonoverlap,RminusC,gain_T_vs_N,1200,-0.24929583524434648,0.0383799816027892,0.44166666666666665
43122,ALL,nonoverlap,RminusC,gain_U_vs_N,1200,-0.011072824440877106,0.020536747486814888,0.51
43122,ALL,nonoverlap,VminusR,gain_T_vs_U,1200,0.324423017265896,0.03607256158202752,0.6025
43122,ALL,nonoverlap,VminusR,gain_T_vs_N,1200,0.30951612282903324,0.036050873482430974,0.5858333333333333
43122,ALL,nonoverlap,VminusR,gain_U_vs_N,1200,-0.014906894436862782,0.019274861955197994,0.4775
43122,ALL,overlap,VminusC,gain_T_vs_U,1200,0.2642736951382661,0.0553053773253208,0.5541666666666667
43122,ALL,overlap,VminusC,gain_T_vs_N,1200,0.25507168141557895,0.05286577779345588,0.5466666666666666
43122,ALL,overlap,VminusC,gain_U_vs_N,1200,-0.009202013722687195,0.03451849800858067,0.4825
43122,ALL,overlap,RminusC,gain_T_vs_U,1200,0.15461601752082463,0.056157499608234095,0.5366666666666666
43122,ALL,overlap,RminusC,gain_T_vs_N,1200,0.16155866078562317,0.05433094684585462,0.5475
43122,ALL,overlap,RminusC,gain_U_vs_N,1200,0.00694264326479849,0.03575043491128399,0.49333333333333335
43122,ALL,overlap,VminusR,gain_T_vs_U,1200,0.10965767761744147,0.054221946865362566,0.5116666666666667
43122,ALL,overlap,VminusR,gain_T_vs_N,1200,0.09351302062995573,0.052884382973200555,0.5025
43122,ALL,overlap,VminusR,gain_U_vs_N,1200,-0.01614465698748568,0.03313467471820868,0.4925
43122,high,ALL,VminusC,gain_T_vs_U,400,0.12797602072852288,0.05506638870760672,0.57
43122,high,ALL,VminusC,gain_T_vs_N,400,0.06645262339621089,0.05443123545717521,0.5225
43122,high,ALL,VminusC,gain_U_vs_N,400,-0.06152339733231202,0.027647946574665565,0.4275
43122,high,ALL,RminusC,gain_T_vs_U,400,-0.11793268606804609,0.05837786236151639,0.4375
43122,high,ALL,RminusC,gain_T_vs_N,400,-0.11364938295436026,0.05734570185779749,0.4475
43122,high,ALL,RminusC,gain_U_vs_N,400,0.004283303113685784,0.03021962732028079,0.4825
43122,high,ALL,VminusR,gain_T_vs_U,400,0.245908706796569,0.05715733459355606,0.5825
43122,high,ALL,VminusR,gain_T_vs_N,400,0.18010200635057116,0.055549716642233904,0.54
43122,high,ALL,VminusR,gain_U_vs_N,400,-0.06580670044599779,0.027652446597614407,0.4375
43122,high,nonoverlap,VminusC,gain_T_vs_U,400,0.09190358561269628,0.0692880852279261,0.5325
43122,high,nonoverlap,VminusC,gain_T_vs_N,400,0.06374802282991973,0.06866790729560579,0.5275
43122,high,nonoverlap,VminusC,gain_U_vs_N,400,-0.028155562782776544,0.02909119018900405,0.4775
43122,high,nonoverlap,RminusC,gain_T_vs_U,400,-0.3725047925071946,0.07315571164166769,0.4075
43122,high,nonoverlap,RminusC,gain_T_vs_N,400,-0.3602597149873812,0.07491473486291421,0.415
43122,high,nonoverlap,RminusC,gain_U_vs_N,400,0.012245077519813397,0.030844407955738305,0.5125
43122,high,nonoverlap,VminusR,gain_T_vs_U,400,0.46440837811989083,0.06894877879454456,0.6525
43122,high,nonoverlap,VminusR,gain_T_vs_N,400,0.42400773781730094,0.06992847150513362,0.635
43122,high,nonoverlap,VminusR,gain_U_vs_N,400,-0.040400640302589934,0.031014259949414518,0.4525
43122,high,overlap,VminusC,gain_T_vs_U,400,0.16404845584434952,0.07946977327070984,0.53
43122,high,overlap,VminusC,gain_T_vs_N,400,0.06915722396250205,0.0780695716786671,0.5325
43122,high,overlap,VminusC,gain_U_vs_N,400,-0.09489123188184749,0.04650966057939118,0.45
43122,high,overlap,RminusC,gain_T_vs_U,400,0.13663942037110244,0.08440877263905898,0.53
43122,high,overlap,RminusC,gain_T_vs_N,400,0.13296094907866068,0.08356901854814267,0.5525
43122,high,overlap,RminusC,gain_U_vs_N,400,-0.003678471292441836,0.050230206770483045,0.45
43122,high,overlap,VminusR,gain_T_vs_U,400,0.027409035473247093,0.08329843890539256,0.485
43122,high,overlap,VminusR,gain_T_vs_N,400,-0.06380372511615863,0.07995283931522924,0.45
43122,high,overlap,VminusR,gain_U_vs_N,400,-0.09121276058940567,0.0473628506346262,0.4475
43122,low,ALL,VminusC,gain_T_vs_U,400,0.22233522322901986,0.06274236421762085,0.5675
43122,low,ALL,VminusC,gain_T_vs_N,400,0.20402479896050255,0.06255228166910076,0.5425
43122,low,ALL,VminusC,gain_U_vs_N,400,-0.018310424268517332,0.03977847088813953,0.5025
43122,low,ALL,RminusC,gain_T_vs_U,400,-0.023297058569927094,0.0632589673963432,0.475
43122,low,ALL,RminusC,gain_T_vs_N,400,-0.01776403859529334,0.06488119561300223,0.47
43122,low,ALL,RminusC,gain_U_vs_N,400,0.005533019974633731,0.0403963075284043,0.5
43122,low,ALL,VminusR,gain_T_vs_U,400,0.245632281798947,0.058666065840940106,0.5775
43122,low,ALL,VminusR,gain_T_vs_N,400,0.2217888375557959,0.06067966118901467,0.5475
43122,low,ALL,VminusR,gain_U_vs_N,400,-0.02384344424315107,0.03608924965521154,0.47
43122,low,nonoverlap,VminusC,gain_T_vs_U,400,0.07020445050982137,0.057547927072986074,0.5275
43122,low,nonoverlap,VminusC,gain_T_vs_N,400,0.01543808343471028,0.057087433749586046,0.5
43122,low,nonoverlap,VminusC,gain_U_vs_N,400,-0.0547663670751111,0.03283162633358987,0.465
43122,low,nonoverlap,RminusC,gain_T_vs_U,400,-0.18340859954672248,0.061717374875050676,0.4475
43122,low,nonoverlap,RminusC,gain_T_vs_N,400,-0.21524629634222947,0.060613558040877355,0.4275
43122,low,nonoverlap,RminusC,gain_U_vs_N,400,-0.03183769679550702,0.03847157819475918,0.515
43122,low,nonoverlap,VminusR,gain_T_vs_U,400,0.25361305005654383,0.05945000595208647,0.5775
43122,low,nonoverlap,VminusR,gain_T_vs_N,400,0.23068437977693976,0.05560688711378066,0.555
43122,low,nonoverlap,VminusR,gain_U_vs_N,400,-0.022928670279604074,0.03287669291383106,0.4825
43122,low,overlap,VminusC,gain_T_vs_U,400,0.3744659959482184,0.10666665792305355,0.57
43122,low,overlap,VminusC,gain_T_vs_N,400,0.39261151448629483,0.10399127474282102,0.545
43122,low,overlap,VminusC,gain_U_vs_N,400,0.018145518538076413,0.07012390654253894,0.5
43122,low,overlap,RminusC,gain_T_vs_U,400,0.13681448240686828,0.10816668973672498,0.53
43122,low,overlap,RminusC,gain_T_vs_N,400,0.1797182191516428,0.10759205866120536,0.535
43122,low,overlap,RminusC,gain_U_vs_N,400,0.042903736744774504,0.06900408137502466,0.5275
43122,low,overlap,VminusR,gain_T_vs_U,400,0.23765151354135017,0.10448410459164767,0.5425
43122,low,overlap,VminusR,gain_T_vs_N,400,0.21289329533465204,0.10792641224359874,0.54
43122,low,overlap,VminusR,gain_U_vs_N,400,-0.024758218206698067,0.06341433116782497,0.4825
43122,medium,ALL,VminusC,gain_T_vs_U,400,0.17539930844349633,0.057742054096266426,0.5575
43122,medium,ALL,VminusC,gain_T_vs_N,400,0.20246053114368506,0.053797810420116145,0.5675
43122,medium,ALL,VminusC,gain_U_vs_N,400,0.0270612227001887,0.03503060091287614,0.505
43122,medium,ALL,RminusC,gain_T_vs_U,400,0.015819254714006085,0.05868271450619763,0.5075
43122,medium,ALL,RminusC,gain_T_vs_N,400,-0.00019234013843134613,0.055097151607305474,0.5125
43122,medium,ALL,RminusC,gain_U_vs_N,400,-0.016011594852437458,0.03808760449414267,0.5025
43122,medium,ALL,VminusR,gain_T_vs_U,400,0.15958005372949025,0.052610437826986586,0.5825
43122,medium,ALL,VminusR,gain_T_vs_N,400,0.2026528712821164,0.04919049182840878,0.5875
43122,medium,ALL,VminusR,gain_U_vs_N,400,0.04307281755262616,0.03431831734031586,0.5
43122,medium,nonoverlap,VminusC,gain_T_vs_U,400,0.0964919832647623,0.05890383724296837,0.5425
43122,medium,nonoverlap,VminusC,gain_T_vs_N,400,0.10147475648943026,0.05912801872406568,0.5325
43122,medium,nonoverlap,VminusC,gain_U_vs_N,400,0.004982773224667958,0.033820471014702855,0.5075
43122,medium,nonoverlap,RminusC,gain_T_vs_U,400,-0.15875564035649103,0.06541877923051564,0.48
43122,medium,nonoverlap,RminusC,gain_T_vs_N,400,-0.1723814944034287,0.06262998921190417,0.4825
43122,medium,nonoverlap,RminusC,gain_U_vs_N,400,-0.01362585404693769,0.03690431667175931,0.5025
43122,medium,nonoverlap,VminusR,gain_T_vs_U,400,0.2552476236212533,0.05787350013047075,0.5775
43122,medium,nonoverlap,VminusR,gain_T_vs_N,400,0.273856250892859,0.06052591418461008,0.5675
43122,medium,nonoverlap,VminusR,gain_U_vs_N,400,0.018608627271605657,0.036004548989869656,0.4975
43122,medium,overlap,VminusC,gain_T_vs_U,400,0.2543066336222304,0.0988899646755513,0.5625
43122,medium,overlap,VminusC,gain_T_vs_N,400,0.3034463057979398,0.09002509190218994,0.5625
43122,medium,overlap,VminusC,gain_U_vs_N,400,0.04913967217570946,0.06012066069215484,0.4975
43122,medium,overlap,RminusC,gain_T_vs_U,400,0.1903941497845032,0.09774102963746394,0.55
43122,medium,overlap,RminusC,gain_T_vs_N,400,0.17199681412656595,0.08946335972982139,0.555
43122,medium,overlap,RminusC,gain_U_vs_N,400,-0.01839733565793721,0.06490828253290008,0.5025
43122,medium,overlap,VminusR,gain_T_vs_U,400,0.06391248383772717,0.09242033299350569,0.5075
43122,medium,overlap,VminusR,gain_T_vs_N,400,0.1314494916713738,0.08384006337648928,0.5175
43122,medium,overlap,VminusR,gain_U_vs_N,400,0.06753700783364666,0.05987288963985902,0.5475
43222,ALL,ALL,VminusC,gain_T_vs_U,1200,0.06826426650437598,0.033178798034908905,0.5425
43222,ALL,ALL,VminusC,gain_T_vs_N,1200,0.07305064756503776,0.03248344729660451,0.5291666666666667
43222,ALL,ALL,VminusC,gain_U_vs_N,1200,0.004786381060661771,0.019074432859741412,0.49083333333333334
43222,ALL,ALL,RminusC,gain_T_vs_U,1200,-0.09453763995038167,0.031387348719014205,0.47
43222,ALL,ALL,RminusC,gain_T_vs_N,1200,-0.11240448234283777,0.030983623672026773,0.46416666666666667
43222,ALL,ALL,RminusC,gain_U_vs_N,1200,-0.017866842392456117,0.019154158172288348,0.4691666666666667
43222,ALL,ALL,VminusR,gain_T_vs_U,1200,0.16280190645475764,0.033319706765685554,0.5366666666666666
43222,ALL,ALL,VminusR,gain_T_vs_N,1200,0.18545512990787558,0.03258423484231576,0.56
43222,ALL,ALL,VminusR,gain_U_vs_N,1200,0.02265322345311789,0.01796384982690155,0.52
43222,ALL,nonoverlap,VminusC,gain_T_vs_U,1200,-0.0009780236512112062,0.03620216753983018,0.49916666666666665
43222,ALL,nonoverlap,VminusC,gain_T_vs_N,1200,-0.013901631670822898,0.036613265195166306,0.49916666666666665
43222,ALL,nonoverlap,VminusC,gain_U_vs_N,1200,-0.012923608019611704,0.018100475169301203,0.5025
43222,ALL,nonoverlap,RminusC,gain_T_vs_U,1200,-0.17077898657137766,0.03314146479593384,0.445
43222,ALL,nonoverlap,RminusC,gain_T_vs_N,1200,-0.19483282776407174,0.03355705227647521,0.43333333333333335
43222,ALL,nonoverlap,RminusC,gain_U_vs_N,1200,-0.024053841192694058,0.018626428548154626,0.45916666666666667
43222,ALL,nonoverlap,VminusR,gain_T_vs_U,1200,0.16980096292016647,0.03646090075183618,0.5383333333333333
43222,ALL,nonoverlap,VminusR,gain_T_vs_N,1200,0.18093119609324881,0.03637927336350252,0.5433333333333333
43222,ALL,nonoverlap,VminusR,gain_U_vs_N,1200,0.01113023317308236,0.017711222403209468,0.5133333333333333
43222,ALL,overlap,VminusC,gain_T_vs_U,1200,0.1375065566599632,0.05457886415054,0.5183333333333333
43222,ALL,overlap,VminusC,gain_T_vs_N,1200,0.16000292680089842,0.05483407614226589,0.5233333333333333
43222,ALL,overlap,VminusC,gain_U_vs_N,1200,0.022496370140935237,0.03257604873695154,0.5083333333333333
43222,ALL,overlap,RminusC,gain_T_vs_U,1200,-0.018296293329385652,0.05369191108184117,0.5025
43222,ALL,overlap,RminusC,gain_T_vs_N,1200,-0.029976136921603842,0.05273622000155461,0.51
43222,ALL,overlap,RminusC,gain_U_vs_N,1200,-0.011679843592218181,0.03251499576296521,0.49916666666666665
43222,ALL,overlap,VminusR,gain_T_vs_U,1200,0.15580284998934885,0.05571795205243792,0.5266666666666666
43222,ALL,overlap,VminusR,gain_T_vs_N,1200,0.18997906372250228,0.05399533932126871,0.5258333333333334
43222,ALL,overlap,VminusR,gain_U_vs_N,1200,0.034176213733153424,0.03037966810230354,0.53
43222,high,ALL,VminusC,gain_T_vs_U,400,0.11184040023371984,0.05463041605390735,0.5575
43222,high,ALL,VminusC,gain_T_vs_N,400,0.10674947653042484,0.05306021009024697,0.5325
43222,high,ALL,VminusC,gain_U_vs_N,400,-0.005090923703295027,0.02988223379349817,0.485
43222,high,ALL,RminusC,gain_T_vs_U,400,-0.1291739900519042,0.053029691644898104,0.4375
43222,high,ALL,RminusC,gain_T_vs_N,400,-0.12370502154626291,0.05390083005576314,0.4625
43222,high,ALL,RminusC,gain_U_vs_N,400,0.005468968505641277,0.03220280781676656,0.4875
43222,high,ALL,VminusR,gain_T_vs_U,400,0.24101439028562402,0.05469867093363412,0.5675
43222,high,ALL,VminusR,gain_T_vs_N,400,0.23045449807668775,0.054336924678894984,0.565
43222,high,ALL,VminusR,gain_U_vs_N,400,-0.010559892208936317,0.028218692327583523,0.51
43222,high,nonoverlap,VminusC,gain_T_vs_U,400,0.0500000125777054,0.07035098120998055,0.515
43222,high,nonoverlap,VminusC,gain_T_vs_N,400,0.03226209644441647,0.07127004281119399,0.51
43222,high,nonoverlap,VminusC,gain_U_vs_N,400,-0.01773791613328892,0.029620108025280638,0.4875
43222,high,nonoverlap,RminusC,gain_T_vs_U,400,-0.2608489691219681,0.062268031899276974,0.4125
43222,high,nonoverlap,RminusC,gain_T_vs_N,400,-0.26009975247570155,0.06340861894353747,0.4375
43222,high,nonoverlap,RminusC,gain_U_vs_N,400,0.0007492166462664773,0.02946667537686501,0.4675
43222,high,nonoverlap,VminusR,gain_T_vs_U,400,0.31084898169967345,0.07290117292635015,0.555
43222,high,nonoverlap,VminusR,gain_T_vs_N,400,0.2923618489201181,0.07275612545010549,0.5575
43222,high,nonoverlap,VminusR,gain_U_vs_N,400,-0.018487132779555392,0.02808687757476267,0.4675
43222,high,overlap,VminusC,gain_T_vs_U,400,0.17368078788973434,0.08262639910621813,0.525
43222,high,overlap,VminusC,gain_T_vs_N,400,0.18123685661643324,0.08359443087858444,0.535
43222,high,overlap,VminusC,gain_U_vs_N,400,0.007556068726698868,0.04992523001951049,0.495
43222,high,overlap,RminusC,gain_T_vs_U,400,0.002500989018159707,0.08772799827573904,0.5175
43222,high,overlap,RminusC,gain_T_vs_N,400,0.0126897093831758,0.08627850733489797,0.535
43222,high,overlap,RminusC,gain_U_vs_N,400,0.010188720365016097,0.053540305890750775,0.5
43222,high,overlap,VminusR,gain_T_vs_U,400,0.17117979887157467,0.08923743524323914,0.5175
