role,seed,checkpoint,overlap_bin,token_class,n_targets,n_pairs,mean_gain_T_vs_U,mean_gain_T_vs_N,mean_gain_U_vs_N,se_gain_T_vs_U,se_gain_T_vs_N,se_gain_U_vs_N
C,43022,chck_80M,medium,overlap,400,400,4.794327788456867,4.75368901574373,-0.04063877271313686,0.15743144822568017,0.1625057573684779,0.046808779422702486
C,43022,chck_90M,high,nonoverlap,800,400,-0.01938913935562596,-0.10506373876705766,-0.0856745994114317,0.08167368279676035,0.08002022626738131,0.030379774481843265
C,43022,chck_90M,high,overlap,400,400,5.084606415086964,5.047928903756038,-0.03667751133092679,0.17109137331926283,0.17382679354636535,0.04369287498322499
C,43022,chck_90M,low,nonoverlap,800,400,0.027084160814993083,-0.026488573434762658,-0.05357273424975574,0.06677827431193545,0.06942481560884443,0.03340200997552896
C,43022,chck_90M,low,overlap,400,400,4.3939059906484905,4.31194270716951,-0.08196328347898088,0.17988042039800717,0.1767375532828807,0.060209365906679024
C,43022,chck_90M,medium,nonoverlap,800,400,-0.14771498155314475,-0.20644552039681002,-0.058730538843665275,0.07403569241656463,0.07262942998192021,0.029441606283665198
C,43022,chck_90M,medium,overlap,400,400,4.820861606378676,4.768805819234331,-0.05205578714434523,0.15741870404189828,0.1624298364964445,0.04853781988951009
C,43122,chck_100M,high,nonoverlap,800,400,0.008706717936438508,-0.07570722628966906,-0.08441394422610755,0.07934163684687785,0.07943982874642729,0.030649388315817896
C,43122,chck_100M,high,overlap,400,400,5.226586556244438,5.215841148675536,-0.01074540756890201,0.1620580312765037,0.16283451614676886,0.04651529386080526
C,43122,chck_100M,low,nonoverlap,800,400,0.2129700975411106,0.16616047820891253,-0.04680961933219805,0.07126560734275846,0.06955167838294232,0.037979024752593446
C,43122,chck_100M,low,overlap,400,400,4.479513262434629,4.36049625777523,-0.11901700465939939,0.18368269035480866,0.18282480136673776,0.06730736605520528
C,43122,chck_100M,medium,nonoverlap,800,400,-0.15274316729279236,-0.17879179855342955,-0.026048631260637195,0.07456448926993911,0.07429751357439467,0.034094826378994296
C,43122,chck_100M,medium,overlap,400,400,4.779965332749852,4.632831309608736,-0.1471340231411159,0.1731902206143205,0.17959968014184596,0.059483498401883994
C,43122,chck_80M,high,nonoverlap,800,400,0.034107633723178876,-0.021423897893691903,-0.05553153161687078,0.0763636949290383,0.07691963618280989,0.029547274599133467
C,43122,chck_80M,high,overlap,400,400,5.210782331563459,5.227355860747193,0.016573529183733626,0.16065352801592472,0.16257206539300734,0.042762643795870546
C,43122,chck_80M,low,nonoverlap,800,400,0.19597031205077656,0.1795077815069817,-0.016462530543794856,0.07001414846692888,0.06876733227409579,0.03680999164910246
C,43122,chck_80M,low,overlap,400,400,4.3550355438154655,4.2545648303919,-0.10047071342356503,0.18152628264787823,0.18278575353128415,0.06474085637276882
C,43122,chck_80M,medium,nonoverlap,800,400,-0.10039350736420602,-0.10869644816499203,-0.008302940800786019,0.07150317580541395,0.07179387187458278,0.033793166227184014
C,43122,chck_80M,medium,overlap,400,400,4.704889972974634,4.582217091985367,-0.12267288098926656,0.17297876715650198,0.1802446562406886,0.05580325148028452
C,43122,chck_90M,high,nonoverlap,800,400,0.026625396137242206,-0.05721564650448272,-0.08384104264172493,0.07922304579862621,0.07912111437716868,0.03092779772914948
C,43122,chck_90M,high,overlap,400,400,5.221423465099178,5.216400848419108,-0.005022616680071224,0.16134467810395028,0.16205816672560835,0.046917620407541744
C,43122,chck_90M,low,nonoverlap,800,400,0.22017256931401788,0.175002790450817,-0.04516977886320092,0.07099464591064888,0.06961120734226335,0.03836429722311375
C,43122,chck_90M,low,overlap,400,400,4.480146847573342,4.3654450465471015,-0.11470180102623999,0.1832223615551331,0.18283117805765015,0.06697544269265662
C,43122,chck_90M,medium,nonoverlap,800,400,-0.12517350930254906,-0.15469355072593316,-0.0295200414233841,0.07411010351694171,0.07384497342329253,0.034221692933486245
C,43122,chck_90M,medium,overlap,400,400,4.779449784414901,4.630104429375206,-0.1493453550396953,0.1728025189305184,0.17932574659735792,0.05968911358777386
C,43222,chck_100M,high,nonoverlap,800,400,-0.07229470537160523,-0.10679164915229195,-0.034496943780686705,0.07261323377477179,0.07352691764526467,0.02871184739430595
C,43222,chck_100M,high,overlap,400,400,5.17607226598122,5.154715438736839,-0.021356827244380837,0.16661960627155564,0.16946144667676472,0.051130145063979816
C,43222,chck_100M,low,nonoverlap,800,400,0.1723009175134939,0.16720509738777764,-0.0050958201257162725,0.06670209718592267,0.067682169367424,0.03344792094647506
C,43222,chck_100M,low,overlap,400,400,4.509052525366424,4.417936680995626,-0.09111584437079728,0.17760487475738235,0.17611349772891025,0.06038599358363276
C,43222,chck_100M,medium,nonoverlap,800,400,-0.16285954548977316,-0.17948503008810804,-0.016625484598334878,0.06896435028652931,0.06926075867745575,0.02978172258572076
C,43222,chck_100M,medium,overlap,400,400,4.775936267582875,4.746566278628597,-0.02936998895427678,0.16851054164352736,0.17701782480438283,0.05930084871550967
C,43222,chck_80M,high,nonoverlap,800,400,-0.07132767628179863,-0.10783852313295939,-0.03651084685116075,0.07230859299781812,0.07367995664900281,0.029301381919416884
C,43222,chck_80M,high,overlap,400,400,5.206183415051418,5.205826301832494,-0.0003571132189244963,0.1692068676213132,0.17197767175582462,0.053381335783617014
C,43222,chck_80M,low,nonoverlap,800,400,0.16077581276593264,0.16473056689137594,0.003954754125443287,0.06616445710105535,0.06754922347371045,0.03476228316627507
C,43222,chck_80M,low,overlap,400,400,4.493181548651774,4.404719594169873,-0.08846195448189974,0.18068234457943017,0.17937422736942124,0.062027388128710836
C,43222,chck_80M,medium,nonoverlap,800,400,-0.15868853602092714,-0.17451713325921447,-0.01582859723828733,0.06964055655638424,0.07026385565099566,0.03059831121007318
C,43222,chck_80M,medium,overlap,400,400,4.788779058941145,4.766566326314205,-0.022212732626940124,0.1713124141416791,0.17959458428957364,0.06084546757548805
C,43222,chck_90M,high,nonoverlap,800,400,-0.060710454142536036,-0.09146660322032403,-0.030756149077787995,0.07239532576102156,0.07350909073365151,0.028766458484352542
C,43222,chck_90M,high,overlap,400,400,5.173107450802527,5.15344985460757,-0.019657596194956568,0.16670480393522524,0.16964477393365485,0.05057195481357666
C,43222,chck_90M,low,nonoverlap,800,400,0.17456098376918816,0.16992776258150116,-0.004633221187687013,0.06616926064578826,0.06716854473281528,0.03339765605686262
C,43222,chck_90M,low,overlap,400,400,4.506729058577912,4.411089348295937,-0.09563971028197557,0.1777386653485295,0.17579686316774085,0.06087113981410969
C,43222,chck_90M,medium,nonoverlap,800,400,-0.1562745688529685,-0.1701990659814328,-0.013924497128464282,0.06878082717945652,0.06916720430590555,0.029509339852504386
C,43222,chck_90M,medium,overlap,400,400,4.766913532752223,4.735178895843128,-0.03173463690909557,0.1686324349156399,0.17715624687739856,0.05927668039391545
R,43022,chck_100M,high,nonoverlap,800,400,-0.4078904788440559,-0.43859793646086476,-0.030707457616808823,0.08483550218910896,0.08461926462493641,0.030710088593169874
R,43022,chck_100M,high,overlap,400,400,5.270944772090588,5.318383930531272,0.04743915844068397,0.16334017165412965,0.16717346931473093,0.042942959553006525
R,43022,chck_100M,low,nonoverlap,800,400,-0.030991314882121514,0.024744226683396847,0.05573554156551836,0.06684780858217615,0.07026716313413263,0.03498208067584096
R,43022,chck_100M,low,overlap,400,400,4.448591747886967,4.431146187220001,-0.017445560666965322,0.18957569982757994,0.18365397934937622,0.06125881039371646
R,43022,chck_100M,medium,nonoverlap,800,400,-0.3247682457603514,-0.339016146666836,-0.014247900906484574,0.07385121327509382,0.07548047035201481,0.029073795928770553
R,43022,chck_100M,medium,overlap,400,400,4.922664170437347,4.866145150527445,-0.05651901990990155,0.1698850116284296,0.1745295242826738,0.058312434698563655
R,43022,chck_80M,high,nonoverlap,800,400,-0.5282554827636341,-0.5743901313940296,-0.046134648630395535,0.08639879817268796,0.08618893928845478,0.0311729895748194
R,43022,chck_80M,high,overlap,400,400,5.331529615213513,5.362655921432306,0.031126306218793615,0.16550654250567054,0.16918736720580135,0.042484795750492806
R,43022,chck_80M,low,nonoverlap,800,400,-0.12032580099941698,-0.05851911782519892,0.06180668317421805,0.06778048712086512,0.07162392453415228,0.03479839083344104
R,43022,chck_80M,low,overlap,400,400,4.508887175539858,4.510710217735614,0.0018230421957559884,0.19137533145929572,0.1864427212446527,0.06128697811152765
R,43022,chck_80M,medium,nonoverlap,800,400,-0.3888064870005474,-0.39554148290422747,-0.006734995903680101,0.0763304577134705,0.07779761332703394,0.029973458573936594
R,43022,chck_80M,medium,overlap,400,400,4.987571771236253,4.912964955005446,-0.07460681623080745,0.17298755177251812,0.1769420856396123,0.05844086306451187
R,43022,chck_90M,high,nonoverlap,800,400,-0.4709967053856235,-0.5023980429128279,-0.0314013375272043,0.08661803577537279,0.08641485316886617,0.03131670718292487
R,43022,chck_90M,high,overlap,400,400,5.281764331302038,5.3324306153797805,0.0506662840777426,0.1646152430971553,0.16803668505146047,0.04353876416804175
R,43022,chck_90M,low,nonoverlap,800,400,-0.05908383693167707,-0.005708762379363179,0.05337507455231389,0.06847078086618091,0.07169414266291461,0.035515880795539356
R,43022,chck_90M,low,overlap,400,400,4.473198717859923,4.458445741312462,-0.014752976547461003,0.19065529416161972,0.1844945502447432,0.06225351831210245
R,43022,chck_90M,medium,nonoverlap,800,400,-0.37292053770273925,-0.3863800214161165,-0.013459483713377266,0.07553362369905814,0.07727251657683638,0.029502930146817735
R,43022,chck_90M,medium,overlap,400,400,4.957171467688786,4.899729187091034,-0.05744228059775196,0.16955231672718607,0.17426733576415332,0.05871141878602215
R,43122,chck_100M,high,nonoverlap,800,400,-0.34854913621151357,-0.41494427368073955,-0.06639513746922603,0.08973420698597066,0.0884641433547853,0.0316311303180671
R,43122,chck_100M,high,overlap,400,400,5.369152772960369,5.36457463627361,-0.0045781366867595355,0.17762352281417762,0.17515961233086114,0.05317880316140169
R,43122,chck_100M,low,nonoverlap,800,400,0.019456402716459705,-0.05290841281414032,-0.07236481553060002,0.07763224891697654,0.07725655330935334,0.04089038757455554
R,43122,chck_100M,low,overlap,400,400,4.598130491788324,4.522898471940135,-0.07523201984819025,0.1904529504418727,0.18982899983090867,0.06377669756736383
R,43122,chck_100M,medium,nonoverlap,800,400,-0.27518267297185955,-0.31851839638315144,-0.04333572341129184,0.08210375851286698,0.08066168925472714,0.03598658484361091
R,43122,chck_100M,medium,overlap,400,400,4.954557962395192,4.787938211917645,-0.16661975047754823,0.1772967768888037,0.18700113666069998,0.07011060795136141
R,43122,chck_80M,high,nonoverlap,800,400,-0.3352734797424637,-0.3905805251156562,-0.055307045373192525,0.08781738592849422,0.08723521093041525,0.031184972073044055
R,43122,chck_80M,high,overlap,400,400,5.355023670308583,5.355789615925023,0.000765945616440149,0.1778977092600217,0.17515255589114576,0.04958122413524481
R,43122,chck_80M,low,nonoverlap,800,400,0.04736193606397137,-0.006234967292984947,-0.05359690335695632,0.07345867609933342,0.07338126587366023,0.038942231055458854
R,43122,chck_80M,low,overlap,400,400,4.545507366677921,4.487833389804873,-0.05767397687304765,0.18756627563129377,0.18885256060515293,0.0598333686354884
R,43122,chck_80M,medium,nonoverlap,800,400,-0.2886203356960323,-0.30619138507172466,-0.017571049375692382,0.07868664569873592,0.07852118427772069,0.03336007691989791
R,43122,chck_80M,medium,overlap,400,400,4.953302939979767,4.810636596797558,-0.14266634318220894,0.174665118487413,0.1840381775151874,0.06913788417017391
R,43122,chck_90M,high,nonoverlap,800,400,-0.364252013770747,-0.42960111685359154,-0.06534910308284453,0.08926554782997005,0.08837005252719918,0.031334641524537334
R,43122,chck_90M,high,overlap,400,400,5.344534170751431,5.338116452879185,-0.006417717872245703,0.17726796804210493,0.1751093410197594,0.052753950972875864
R,43122,chck_90M,low,nonoverlap,800,400,0.01206884148530662,-0.06592445875285194,-0.07799330023815855,0.07762126285373003,0.0770153079739581,0.04008554251028126
R,43122,chck_90M,low,overlap,400,400,4.581501242577797,4.508928930424154,-0.072572312153643,0.1895376800306492,0.1890065187900704,0.06276873892937752
R,43122,chck_90M,medium,nonoverlap,800,400,-0.2907740963611286,-0.3346164991997648,-0.04384240283863619,0.08204373530541133,0.08070318097921622,0.03569157968755259
R,43122,chck_90M,medium,overlap,400,400,4.927626637117937,4.762568464633805,-0.16505817248413224,0.17719683437585584,0.18592098252146658,0.06956349029950529
R,43222,chck_100M,high,nonoverlap,800,400,-0.33947932097711603,-0.3775546257151291,-0.03807530473801307,0.0818475381914657,0.08430562365468543,0.03144454082448608
R,43222,chck_100M,high,overlap,400,400,5.182253600722906,5.171915307873423,-0.010338292849482969,0.1718227096942065,0.17095485300977012,0.047064451619089356
R,43222,chck_100M,low,nonoverlap,800,400,-0.020995989051953073,-0.03935623958648648,-0.018360250534533405,0.06871528958632349,0.06950603482182659,0.03735518469919749
R,43222,chck_100M,low,overlap,400,400,4.398921860260016,4.366016261101759,-0.03290559915825725,0.17850679996872784,0.18148784118290076,0.06364957869840286
R,43222,chck_100M,medium,nonoverlap,800,400,-0.2202419143053703,-0.30006440944969653,-0.07982249514432624,0.07550438599141393,0.07482766931313402,0.035282160335481205
R,43222,chck_100M,medium,overlap,400,400,4.8225494177373545,4.689857971391066,-0.13269144634628902,0.17460456895162899,0.18159493593369963,0.06200791437774008
R,43222,chck_80M,high,nonoverlap,800,400,-0.331243352148449,-0.3611004910431802,-0.02985713889473118,0.08106080185368243,0.08284053361768141,0.031738889085841306
R,43222,chck_80M,high,overlap,400,400,5.207184947700443,5.213004690445232,0.005819742744788528,0.1697594043140937,0.16961704544817532,0.047345084866742826
R,43222,chck_80M,low,nonoverlap,800,400,-0.018452257352619197,-0.03475689129263628,-0.016304633940017084,0.06822996560873117,0.06903737643237849,0.038406770983941074
R,43222,chck_80M,low,overlap,400,400,4.40867756605905,4.366295470640179,-0.04238209541887045,0.17812791726279126,0.1800892402644355,0.06285004881839272
R,43222,chck_80M,medium,nonoverlap,800,400,-0.2473083411855623,-0.3115425903943833,-0.06423424920882098,0.07476091484431514,0.07427617686540978,0.034894510355394884
R,43222,chck_80M,medium,overlap,400,400,4.834064949666426,4.718027876989726,-0.1160370726766996,0.1750169087516516,0.18222993914778934,0.06186969177523018
R,43222,chck_90M,high,nonoverlap,800,400,-0.316157070036279,-0.3477409161743708,-0.03158384613809176,0.0810818389235577,0.08351918911067256,0.03105211613893936
R,43222,chck_90M,high,overlap,400,400,5.173427550466295,5.167140725007775,-0.00628682545851916,0.17157000199918812,0.17060942563906864,0.04663646948576411
R,43222,chck_90M,low,nonoverlap,800,400,-0.016327925269288245,-0.03592307444720064,-0.01959514917791239,0.06817226448263242,0.06893392417016661,0.03725267812828457
R,43222,chck_90M,low,overlap,400,400,4.382686309327837,4.348150542014046,-0.03453576731379144,0.17798808614446374,0.18112570297732844,0.06284953294153317
R,43222,chck_90M,medium,nonoverlap,800,400,-0.2013224809267558,-0.2738907897472382,-0.07256830882048235,0.0746317638436608,0.07403157201464076,0.03507694670089267
R,43222,chck_90M,medium,overlap,400,400,4.821522281802718,4.685854641666628,-0.13566764013608917,0.17339615498614722,0.18055351965543232,0.06154815661704914
V,43022,chck_100M,high,nonoverlap,800,400,0.020612837501103057,-0.06014049523277208,-0.08075333273387514,0.08828618061233134,0.08851806294068026,0.029970388155057228
V,43022,chck_100M,high,overlap,400,400,5.357690257424983,5.352362641789805,-0.005327615635178517,0.17199393964240411,0.17354676213679726,0.04636118175067067
V,43022,chck_100M,low,nonoverlap,800,400,0.18655373996065464,0.20114966551947874,0.014595925558824092,0.07371918209526755,0.07433818511808853,0.033823410255071955
V,43022,chck_100M,low,overlap,400,400,4.752341715497896,4.691973061447498,-0.06036865405039862,0.1854279540200737,0.18667446498894805,0.06054289426789311
V,43022,chck_100M,medium,nonoverlap,800,400,-0.16133513440610842,-0.22341811417369173,-0.06208297976758331,0.07651923512562116,0.07800558512788482,0.031944933760477745
V,43022,chck_100M,medium,overlap,400,400,4.98929480705352,4.919101811773726,-0.07019299527979456,0.16739617171219562,0.17081502474523402,0.0617204873849575
V,43022,chck_80M,high,nonoverlap,800,400,-0.04583676727954298,-0.12334395798505284,-0.07750719070550986,0.08972741048037244,0.0900112251938243,0.029689965533431555
V,43022,chck_80M,high,overlap,400,400,5.410749355238513,5.386101099836814,-0.024648255401698408,0.17364765358323503,0.17456980540772332,0.045558548236313244
V,43022,chck_80M,low,nonoverlap,800,400,0.16113878168398516,0.1627687566378154,0.0016299749538302422,0.07442632378621289,0.07474871597369424,0.0344625032744878
V,43022,chck_80M,low,overlap,400,400,4.768234932105406,4.704651143377996,-0.06358378872741013,0.18474788401202138,0.18550056547363605,0.06053905428995482
V,43022,chck_80M,medium,nonoverlap,800,400,-0.19924767784541472,-0.2522933020442724,-0.053045624198857694,0.07801300792283902,0.07922295831485449,0.03304724143200525
V,43022,chck_80M,medium,overlap,400,400,5.005605087638542,4.945711763472937,-0.05989332416560501,0.16977438780143422,0.17276567567444118,0.06109374794452806
V,43022,chck_90M,high,nonoverlap,800,400,0.021446843565208838,-0.0573615111305844,-0.07880835469579324,0.08817489839550557,0.08841315563805668,0.030040265683461763
V,43022,chck_90M,high,overlap,400,400,5.371537184902409,5.3741033823679025,0.0025661974654940423,0.172743829891354,0.17461814920351054,0.04678299647595799
V,43022,chck_90M,low,nonoverlap,800,400,0.18373177893809042,0.2008901330025401,0.01715835406444967,0.07411294916291432,0.07474465346600354,0.033991204608134644
V,43022,chck_90M,low,overlap,400,400,4.755011890502646,4.698799023150932,-0.05621286735171452,0.1854629119893924,0.18670127530224614,0.06051007283669395
V,43022,chck_90M,medium,nonoverlap,800,400,-0.16534512500511483,-0.2219712589820847,-0.05662613397696987,0.07705467288437107,0.07846609700807282,0.032000159638693425
V,43022,chck_90M,medium,overlap,400,400,5.001976615627354,4.940494850249088,-0.06148176537826657,0.16628264963874967,0.17021668270383686,0.061555932008375114
V,43122,chck_100M,high,nonoverlap,800,400,0.13562111338833346,0.028162269565509632,-0.10745884382282384,0.08620256132447833,0.08527383044805524,0.031012526498718083
V,43122,chck_100M,high,overlap,400,400,5.381254494787282,5.281257071843865,-0.09999742294341558,0.17190232793821203,0.17249551047288525,0.04739388430518173
V,43122,chck_100M,low,nonoverlap,800,400,0.2789356248767581,0.18869802951347084,-0.09023759536328725,0.07490006732114603,0.0734059803747476,0.034132613966564994
V,43122,chck_100M,low,overlap,400,400,4.812057733160909,4.712977241910994,-0.0990804912499152,0.18394934671099777,0.1826471469963596,0.061425063210475306
V,43122,chck_100M,medium,nonoverlap,800,400,-0.01847528650192544,-0.03912765378248878,-0.02065236728056334,0.07467808405832076,0.07356757897769355,0.03196126967600012
V,43122,chck_100M,medium,overlap,400,400,5.006569495914445,4.914702531554212,-0.0918669643602334,0.16645204288144652,0.17315132017066953,0.05961098629565633
V,43122,chck_80M,high,nonoverlap,800,400,0.08701204922865145,-0.005399313437519595,-0.09241136266617105,0.08743320100402023,0.08699798059057681,0.030578005842698788
V,43122,chck_80M,high,overlap,400,400,5.383901467514516,5.304185792671633,-0.07971567484288243,0.172061851668401,0.17319502352924837,0.046750398742781044
V,43122,chck_80M,low,nonoverlap,800,400,0.2904170160810463,0.20195445025688968,-0.08846256582415662,0.0750418962710556,0.07333232771112598,0.035150790654920654
V,43122,chck_80M,low,overlap,400,400,4.804134051224683,4.720962066536304,-0.08317198468837887,0.1838361631472247,0.18265867419617604,0.06328285669822695
V,43122,chck_80M,medium,nonoverlap,800,400,-0.03416501477127895,-0.040111453236313536,-0.005946438465034589,0.07519297195829246,0.07453925171394843,0.031108864926440785
V,43122,chck_80M,medium,overlap,400,400,5.005972705111199,4.920298763572646,-0.08567394153855275,0.16486065881243897,0.17183173934530055,0.058743500892827906
V,43122,chck_90M,high,nonoverlap,800,400,0.12251734201796353,0.01413434167392552,-0.10838300034403801,0.08635194730182208,0.08545476279089385,0.03097101012875621
V,43122,chck_90M,high,overlap,400,400,5.385781758138328,5.281626665213844,-0.10415509292448405,0.17216236823510647,0.17261137488516287,0.04760577343610482
V,43122,chck_90M,low,nonoverlap,800,400,0.2703736894775648,0.17633282070048154,-0.09404086877708323,0.07540835494819853,0.07365032688846399,0.03423391602156859
V,43122,chck_90M,low,overlap,400,400,4.8219018572825005,4.72440136972582,-0.09750048755668103,0.1845350983088673,0.18340295738559692,0.06148354323652496
V,43122,chck_90M,medium,nonoverlap,800,400,-0.036193932892056184,-0.058518420957261695,-0.022324488065205515,0.07482250501338385,0.07355113200721843,0.0321681125000261
V,43122,chck_90M,medium,overlap,400,400,5.014682789980434,4.920490453236271,-0.09419233674416319,0.1667800984550551,0.17322064918699032,0.060402552119952456
V,43222,chck_100M,high,nonoverlap,800,400,-0.038785818633623424,-0.09985965883475728,-0.061073840201133864,0.08609406499318495,0.08536516378904647,0.03135624330634747
V,43222,chck_100M,high,overlap,400,400,5.374683714817947,5.363284607975365,-0.011399106842582114,0.17130640612622833,0.17268845784258707,0.05287593604857725
V,43222,chck_100M,low,nonoverlap,800,400,0.09532647729152814,0.08884140717913397,-0.006485070112394169,0.07056473171098313,0.07158571087830565,0.03397604581051673
V,43222,chck_100M,low,overlap,400,400,4.663503975870262,4.669591471161402,0.006087495291139931,0.187112522438388,0.18752301149846037,0.06380709245381481
V,43222,chck_100M,medium,nonoverlap,800,400,-0.19438715531956405,-0.2416944451024756,-0.04730728978291154,0.07749781550092127,0.07811328653334015,0.03053376685467642
V,43222,chck_100M,medium,overlap,400,400,4.923902836098132,4.833331838407466,-0.09057099769066554,0.170390998147051,0.17261508546587281,0.056342448785595786
V,43222,chck_80M,high,nonoverlap,800,400,-0.019790787756210192,-0.060054263464407995,-0.0402634757081978,0.08359921264881343,0.0833855535697323,0.030542917961004272
V,43222,chck_80M,high,overlap,400,400,5.354287974582475,5.363594597089177,0.009306622506701388,0.16852777048427037,0.1697545400204677,0.050056781581966234
V,43222,chck_80M,low,nonoverlap,800,400,0.12740817179903388,0.13206692359002772,0.004658751790993847,0.0692348441927827,0.06978359037594672,0.03343161822546875
V,43222,chck_80M,low,overlap,400,400,4.5703424096346135,4.615514050913625,0.045171641279011965,0.18563031749328532,0.18702459450296832,0.06011246427025492
V,43222,chck_80M,medium,nonoverlap,800,400,-0.13979791294783353,-0.15264193092472852,-0.012844017976894974,0.07601769780322065,0.07617440554728891,0.029749808024136307
V,43222,chck_80M,medium,overlap,400,400,4.875499140690226,4.8202335892755945,-0.05526555141463177,0.16750619679542683,0.16839004700006593,0.05691992709326996
V,43222,chck_90M,high,nonoverlap,800,400,0.004243808327009902,-0.04939656387316063,-0.05364037220017053,0.08465887738013747,0.08411029701308517,0.030659004197514616
V,43222,chck_90M,high,overlap,400,400,5.347433806103945,5.330822959961661,-0.01661084614228457,0.1700608485770585,0.17174798031119315,0.05149452169360064
V,43222,chck_90M,low,nonoverlap,800,400,0.1266103364137234,0.12030120486975647,-0.006309131543966942,0.06918503914724296,0.06997052292859086,0.03322500400879217
V,43222,chck_90M,low,overlap,400,400,4.6390204680315215,4.643521899236366,0.004501431204844266,0.18516496760014725,0.18523873905835875,0.0631562627761159
V,43222,chck_90M,medium,nonoverlap,800,400,-0.14414710414595902,-0.19111193645047023,-0.04696483230451122,0.0758821938905579,0.07640284609850755,0.029841602365319235
V,43222,chck_90M,medium,overlap,400,400,4.884839807818062,4.796180046611698,-0.08865976120636333,0.16972325424136653,0.17154116696198984,0.054793128928879685
