pair_id,edit_class,is_transform,bucket,absent_frac,gap1,skip,source_span,content_density,func_frac,compression,gen_words
compact:frontier_consolidation_fwcompact_medium_007997,light_restructure,True,hard_absent_relation,0.0,0.5555555555555556,0.4444444444444444,0.7,0.7142857142857143,0.2857142857142857,0.7,14
compact:frontier_consolidation_fwcompact_medium_017608,deletion_reorder,False,hard_absent_relation,0.0,0.3333333333333333,0.6666666666666667,0.8823529411764706,0.4375,0.5625,0.9411764705882353,16
compact:frontier_consolidation_fwcompact_medium_034711,light_restructure,True,hard_absent_relation,0.0,0.4,0.6,0.9666666666666667,0.7272727272727273,0.2727272727272727,0.7333333333333333,22
compact:frontier_consolidation_fwcompact_medium_043741,light_restructure,True,hard_absent_relation,0.0,0.14285714285714285,0.8571428571428572,0.88,0.5333333333333333,0.4666666666666667,0.6,15
compact:frontier_consolidation_fwcompact_medium_022350,light_restructure,True,hard_absent_relation,0.0,0.25,0.75,0.875,0.625,0.375,0.5,8
compact:frontier_consolidation_fwcompact_medium_031456,light_restructure,True,hard_absent_relation,0.0,0.2,0.8,0.8461538461538461,0.5454545454545454,0.45454545454545453,0.8461538461538461,11
compact:frontier_consolidation_fwcompact_medium_051855,deletion_reorder,False,hard_absent_relation,0.0,0.625,0.375,0.9375,0.75,0.25,0.75,12
compact:frontier_consolidation_fwcompact_medium_027545,deletion_reorder,False,hard_absent_relation,0.0,0.16666666666666666,0.8333333333333334,0.8,0.7,0.3,0.6666666666666666,10
compact:frontier_consolidation_fwcompact_medium_007183,light_restructure,True,hard_absent_relation,0.0,0.5714285714285714,0.4285714285714286,0.9629629629629629,0.7894736842105263,0.21052631578947367,0.7037037037037037,19
compact:frontier_consolidation_fwcompact_medium_022843,light_restructure,True,hard_absent_relation,0.0,0.4166666666666667,0.5833333333333333,0.9230769230769231,0.65,0.35,0.7692307692307693,20
compact:frontier_consolidation_fwcompact_medium_053900,light_restructure,True,hard_absent_relation,0.09090909090909091,0.5555555555555556,0.4444444444444444,1.0,0.7333333333333334,0.26666666666666666,0.75,15
compact:frontier_consolidation_fwcompact_medium_024370,deletion_reorder,False,hard_absent_relation,0.0,0.5714285714285714,0.4285714285714286,0.7647058823529411,0.75,0.25,0.7058823529411765,12
compact:frontier_consolidation_fwcompact_medium_061373,light_restructure,True,hard_absent_relation,0.07692307692307693,0.45454545454545453,0.5454545454545454,0.75,0.6190476190476191,0.38095238095238093,0.65625,21
compact:frontier_consolidation_fwcompact_medium_051386,deletion_reorder,False,hard_absent_relation,0.0,0.5,0.5,0.8461538461538461,0.5909090909090908,0.4090909090909091,0.8461538461538461,22
compact:frontier_consolidation_fwcompact_medium_059769,light_restructure,True,hard_absent_relation,0.0,0.5714285714285714,0.4285714285714286,0.8333333333333334,0.7272727272727273,0.2727272727272727,0.6111111111111112,11
compact:frontier_consolidation_fwcompact_medium_051691,light_restructure,True,hard_absent_relation,0.0,0.36363636363636365,0.6363636363636364,1.0,0.7058823529411764,0.29411764705882354,0.68,17
compact:frontier_consolidation_fwcompact_medium_039830,verbatim_substring,False,hard_absent_relation,0.0,0.2857142857142857,0.7142857142857143,0.9375,0.5,0.5,1.0,16
compact:frontier_consolidation_fwcompact_medium_015343,deletion_reorder,False,hard_absent_relation,0.0,0.6363636363636364,0.36363636363636365,0.9166666666666666,0.8,0.2,0.625,15
compact:frontier_consolidation_fwcompact_medium_046698,deletion_reorder,False,hard_absent_relation,0.0,0.375,0.625,0.9444444444444444,0.6428571428571428,0.35714285714285715,0.7777777777777778,14
compact:frontier_consolidation_fwcompact_medium_044349,deletion_reorder,False,hard_absent_relation,0.0,0.5333333333333333,0.4666666666666667,0.92,0.6956521739130435,0.30434782608695654,0.92,23
compact:frontier_consolidation_fwcompact_medium_039259,light_restructure,True,hard_absent_relation,0.0,0.3076923076923077,0.6923076923076923,0.972972972972973,0.4666666666666667,0.5333333333333333,0.8108108108108109,30
compact:frontier_consolidation_fwcompact_medium_034662,verbatim_substring,False,hard_absent_relation,0.0,0.5263157894736842,0.4736842105263158,0.96875,0.625,0.375,1.0,32
compact:frontier_consolidation_fwcompact_medium_011282,deletion_reorder,False,hard_absent_relation,0.0,0.6666666666666666,0.33333333333333337,0.9166666666666666,0.7352941176470589,0.2647058823529412,0.9444444444444444,34
compact:frontier_consolidation_fwcompact_medium_017226,light_restructure,True,hard_absent_relation,0.0,0.2857142857142857,0.7142857142857143,0.8076923076923077,0.6153846153846154,0.38461538461538464,0.5,13
compact:frontier_consolidation_fwcompact_medium_029007,verbatim_substring,False,hard_absent_norelation,0.0,0.5,0.5,0.9411764705882353,0.5294117647058824,0.47058823529411764,1.0,17
compact:frontier_consolidation_fwcompact_medium_038046,light_restructure,True,hard_absent_norelation,0.1,0.5,0.5,0.95,0.7142857142857143,0.2857142857142857,0.7,14
compact:frontier_consolidation_fwcompact_medium_029598,deletion_reorder,False,hard_absent_norelation,0.0,0.125,0.875,1.0,0.6428571428571428,0.35714285714285715,0.6666666666666666,14
compact:frontier_consolidation_fwcompact_medium_031745,light_restructure,True,hard_absent_norelation,0.0,0.4,0.6,1.0,0.7272727272727273,0.2727272727272727,0.7586206896551724,22
compact:frontier_consolidation_fwcompact_medium_003757,deletion_reorder,False,hard_absent_norelation,0.0,0.5,0.5,0.4883720930232558,0.6190476190476191,0.38095238095238093,0.4883720930232558,21
compact:frontier_consolidation_fwcompact_medium_028240,light_restructure,True,hard_absent_norelation,0.0,0.2857142857142857,0.7142857142857143,0.9130434782608695,0.75,0.25,0.5217391304347826,12
compact:frontier_consolidation_fwcompact_medium_044135,verbatim_substring,False,hard_absent_norelation,0.0,0.2,0.8,0.6666666666666666,0.5,0.5,0.7272727272727273,24
compact:frontier_consolidation_fwcompact_medium_042231,light_restructure,True,hard_absent_norelation,0.0,0.14285714285714285,0.8571428571428572,0.9523809523809523,0.5,0.5,0.7619047619047619,16
compact:frontier_consolidation_fwcompact_medium_035734,light_restructure,True,hard_absent_norelation,0.0,0.7272727272727273,0.2727272727272727,0.8461538461538461,0.8,0.2,0.5769230769230769,15
compact:frontier_consolidation_fwcompact_medium_004982,light_restructure,True,hard_absent_norelation,0.0,0.25,0.75,0.8571428571428571,0.5,0.5,0.7142857142857143,10
compact:frontier_consolidation_fwcompact_medium_028160,deletion_reorder,False,relation_zero_absent,0.0,0.16666666666666666,0.8333333333333334,1.0,0.4117647058823529,0.5882352941176471,0.8095238095238095,17
compact:frontier_consolidation_fwcompact_medium_029668,substantive_restructure,True,relation_zero_absent,0.0,0.42857142857142855,0.5714285714285714,1.0,0.6153846153846154,0.38461538461538464,0.7647058823529411,13
compact:frontier_consolidation_fwcompact_medium_053186,light_restructure,True,relation_zero_absent,0.0,0.5384615384615384,0.46153846153846156,1.0,0.736842105263158,0.2631578947368421,0.7307692307692307,19
compact:frontier_consolidation_fwcompact_medium_032518,light_restructure,True,relation_zero_absent,0.0,0.5,0.5,1.0,0.6470588235294117,0.35294117647058826,0.9444444444444444,17
compact:frontier_consolidation_fwcompact_medium_014152,verbatim_substring,False,relation_zero_absent,0.0,0.45454545454545453,0.5454545454545454,1.0,0.5714285714285714,0.42857142857142855,1.0,21
compact:frontier_consolidation_fwcompact_medium_041121,deletion_reorder,False,relation_zero_absent,0.0,0.3333333333333333,0.6666666666666667,0.9230769230769231,0.5833333333333333,0.4166666666666667,0.9230769230769231,12
compact:frontier_consolidation_fwcompact_medium_060456,light_restructure,True,relation_zero_absent,0.1,0.25,0.75,1.0,0.6666666666666667,0.3333333333333333,0.7142857142857143,15
compact:frontier_consolidation_fwcompact_medium_005065,verbatim_substring,False,relation_zero_absent,0.0,0.14285714285714285,0.8571428571428572,0.9565217391304348,0.4444444444444444,0.5555555555555556,0.782608695652174,18
compact:frontier_consolidation_fwcompact_medium_021666,light_restructure,True,relation_zero_absent,0.0,0.4444444444444444,0.5555555555555556,0.84,0.5882352941176471,0.4117647058823529,0.68,17
compact:frontier_consolidation_fwcompact_medium_016145,substantive_restructure,True,relation_zero_absent,0.0,0.5,0.5,0.7777777777777778,0.6875,0.3125,0.5925925925925926,16
compact:frontier_consolidation_fwcompact_medium_050022,verbatim_substring,False,relation_zero_absent,0.0,0.5,0.5,1.0,0.5833333333333333,0.4166666666666667,1.0,12
compact:frontier_consolidation_fwcompact_medium_028466,light_restructure,True,relation_zero_absent,0.0,0.2,0.8,0.9285714285714286,0.6,0.4,0.7142857142857143,10
compact:frontier_consolidation_fwcompact_medium_038833,light_restructure,True,relation_zero_absent,0.0,0.42857142857142855,0.5714285714285714,0.9333333333333333,0.6153846153846154,0.38461538461538464,0.8666666666666667,13
compact:frontier_consolidation_fwcompact_medium_061243,light_restructure,True,relation_zero_absent,0.16666666666666666,0.5,0.5,0.7368421052631579,0.6,0.4,0.5263157894736842,10
compact:frontier_consolidation_fwcompact_medium_018859,verbatim_substring,False,relation_zero_absent,0.0,0.5714285714285714,0.4285714285714286,0.9285714285714286,0.5714285714285714,0.42857142857142855,1.0,14
compact:frontier_consolidation_fwcompact_medium_046716,light_restructure,True,relation_zero_absent,0.0,0.3333333333333333,0.6666666666666667,1.0,0.875,0.125,0.5714285714285714,8
compact:frontier_consolidation_fwcompact_medium_056426,deletion_reorder,False,relation_zero_absent,0.0,0.5,0.5,0.8378378378378378,0.5862068965517242,0.41379310344827586,0.7837837837837838,29
compact:frontier_consolidation_fwcompact_medium_050425,deletion_reorder,False,relation_zero_absent,0.0,0.2727272727272727,0.7272727272727273,1.0,0.5909090909090908,0.4090909090909091,0.9565217391304348,22
compact:frontier_consolidation_fwcompact_medium_049612,deletion_reorder,False,relation_zero_absent,0.0,0.3333333333333333,0.6666666666666667,0.9444444444444444,0.5833333333333333,0.4166666666666667,0.6666666666666666,12
compact:frontier_consolidation_fwcompact_medium_022254,deletion_reorder,False,relation_zero_absent,0.07692307692307693,0.36363636363636365,0.6363636363636364,1.0,0.65,0.35,0.7692307692307693,20
compact:frontier_consolidation_fwcompact_medium_020399,deletion_reorder,False,relation_zero_absent,0.0,0.3333333333333333,0.6666666666666667,0.6875,0.7,0.3,0.625,10
compact:frontier_consolidation_fwcompact_medium_041332,substantive_restructure,True,relation_zero_absent,0.0,0.25,0.75,0.8666666666666667,0.7142857142857143,0.2857142857142857,0.4666666666666667,7
compact:frontier_consolidation_fwcompact_medium_044414,verbatim_substring,False,relation_zero_absent,0.0,0.2,0.8,0.9166666666666666,0.55,0.45,0.8333333333333334,20
compact:frontier_consolidation_fwcompact_medium_045193,light_restructure,True,relation_zero_absent,0.0,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.7,0.3,0.6666666666666666,10
compact:frontier_consolidation_fwcompact_medium_054903,light_restructure,True,relation_zero_absent,0.0,0.0,1.0,1.0,0.6666666666666667,0.3333333333333333,0.6428571428571429,9
compact:frontier_consolidation_fwcompact_medium_020098,substantive_restructure,True,relation_zero_absent,0.16666666666666666,0.0,1.0,0.7647058823529411,0.5454545454545454,0.45454545454545453,0.6470588235294118,11
compact:frontier_consolidation_fwcompact_medium_054374,light_restructure,True,relation_zero_absent,0.14285714285714285,0.0,1.0,0.9444444444444444,0.4666666666666667,0.5333333333333333,0.8333333333333334,15
compact:frontier_consolidation_fwcompact_medium_031974,light_restructure,True,relation_zero_absent,0.0,0.625,0.375,0.8,0.6428571428571428,0.35714285714285715,0.7,14
compact:frontier_consolidation_fwcompact_medium_022926,light_restructure,True,relation_zero_absent,0.0,0.0,1.0,0.9333333333333333,0.3846153846153846,0.6153846153846154,0.8666666666666667,13
compact:frontier_consolidation_fwcompact_medium_054149,verbatim_substring,False,relation_zero_absent,0.0,0.5,0.5,0.8947368421052632,0.631578947368421,0.3684210526315789,1.0,19
compact:frontier_consolidation_fwcompact_medium_061395,verbatim_substring,False,relation_zero_absent,0.0,0.5333333333333333,0.4666666666666667,1.0,0.5714285714285714,0.42857142857142855,1.0,28
compact:frontier_consolidation_fwcompact_medium_056163,substantive_restructure,True,ordinary,0.0,0.5,0.5,0.7857142857142857,0.6190476190476191,0.38095238095238093,0.75,21
compact:frontier_consolidation_fwcompact_medium_060117,light_restructure,True,ordinary,0.0,0.4,0.6,1.0,0.7272727272727273,0.2727272727272727,0.4782608695652174,22
compact:frontier_consolidation_fwcompact_medium_046535,deletion_reorder,False,ordinary,0.0,0.2,0.8,0.7333333333333333,0.6,0.4,0.6666666666666666,10
compact:frontier_consolidation_fwcompact_medium_047499,substantive_restructure,True,ordinary,0.4,0.4,0.6,1.0,0.8333333333333334,0.16666666666666666,0.48,12
compact:frontier_consolidation_fwcompact_medium_001136,deletion_reorder,False,ordinary,0.0,0.5,0.5,0.9166666666666666,0.7857142857142857,0.21428571428571427,0.5833333333333334,14
compact:frontier_consolidation_fwcompact_medium_006787,deletion_reorder,False,ordinary,0.0,0.4,0.6,0.8333333333333334,0.7,0.3,0.8333333333333334,10
compact:frontier_consolidation_fwcompact_medium_029308,deletion_reorder,False,ordinary,0.0,0.6666666666666666,0.33333333333333337,0.9285714285714286,0.6363636363636364,0.36363636363636365,0.7857142857142857,11
compact:frontier_consolidation_fwcompact_medium_028028,deletion_reorder,False,ordinary,0.0,0.6666666666666666,0.33333333333333337,0.6923076923076923,0.7777777777777778,0.2222222222222222,0.6923076923076923,9
compact:frontier_consolidation_fwcompact_medium_039275,light_restructure,True,ordinary,0.0,0.6666666666666666,0.33333333333333337,0.5384615384615384,0.6363636363636364,0.36363636363636365,0.4230769230769231,11
compact:frontier_consolidation_fwcompact_medium_002918,deletion_reorder,False,ordinary,0.0,0.4,0.6,0.6842105263157895,0.6,0.4,0.5263157894736842,10
compact:frontier_consolidation_fwcompact_medium_035775,deletion_reorder,False,ordinary,0.0,0.6,0.4,0.95,0.6875,0.3125,0.8,16
compact:frontier_consolidation_fwcompact_medium_047497,substantive_restructure,True,ordinary,0.07142857142857142,0.3333333333333333,0.6666666666666667,0.717948717948718,0.6666666666666667,0.3333333333333333,0.5384615384615384,21
compact:frontier_consolidation_fwcompact_medium_002319,deletion_reorder,False,ordinary,0.0,0.5714285714285714,0.4285714285714286,0.8333333333333334,0.47058823529411764,0.5294117647058824,0.9444444444444444,17
compact:frontier_consolidation_fwcompact_medium_039647,deletion_reorder,False,ordinary,0.0,0.5,0.5,0.9166666666666666,0.6190476190476191,0.38095238095238093,0.875,21
compact:frontier_consolidation_fwcompact_medium_004087,light_restructure,True,ordinary,0.0,0.6,0.4,0.9523809523809523,0.5789473684210527,0.42105263157894735,0.9047619047619048,19
compact:frontier_consolidation_fwcompact_medium_051879,light_restructure,True,ordinary,0.2857142857142857,0.25,0.75,1.0,0.7777777777777778,0.2222222222222222,0.6428571428571429,9
compact:frontier_consolidation_fwcompact_medium_030700,light_restructure,True,ordinary,0.0,0.38461538461538464,0.6153846153846154,1.0,0.7,0.3,0.7692307692307693,20
compact:frontier_consolidation_fwcompact_medium_016834,light_restructure,True,ordinary,0.2,0.0,1.0,0.9166666666666666,0.5555555555555556,0.4444444444444444,0.75,9
compact:frontier_consolidation_fwcompact_medium_017749,light_restructure,True,ordinary,0.0,0.0,1.0,0.5714285714285714,0.5,0.5,0.5714285714285714,8
compact:frontier_consolidation_fwcompact_medium_031882,light_restructure,True,ordinary,0.0,0.6,0.4,0.9473684210526315,0.7333333333333334,0.26666666666666666,0.7894736842105263,15
compact:frontier_consolidation_fwcompact_medium_030656,light_restructure,True,ordinary,0.0,0.14285714285714285,0.8571428571428572,1.0,0.8,0.2,0.5555555555555556,10
compact:frontier_consolidation_fwcompact_medium_035364,light_restructure,True,ordinary,0.0,0.5714285714285714,0.4285714285714286,0.9444444444444444,0.7272727272727273,0.2727272727272727,0.6111111111111112,11
compact:frontier_consolidation_fwcompact_medium_029796,light_restructure,True,ordinary,0.0,0.18181818181818182,0.8181818181818181,1.0,0.5217391304347826,0.4782608695652174,0.696969696969697,23
compact:frontier_consolidation_fwcompact_medium_046193,light_restructure,True,ordinary,0.0,0.625,0.375,0.9310344827586207,0.7083333333333333,0.2916666666666667,0.8275862068965517,24
compact:frontier_consolidation_fwcompact_medium_046131,deletion_reorder,False,ordinary,0.0,0.5714285714285714,0.4285714285714286,0.967741935483871,0.5555555555555556,0.4444444444444444,0.8709677419354839,27
