column,group,exposure,missing,n,gain,loss,net_gain_minus_loss,net_pct,base_item_pct,cand_item_pct
EWoK,social-relations,70M,False,1548,235,262,-27,-1.744186046511628,51.74418604651163,50.0
EWoK,social-relations,80M,False,1548,231,254,-23,-1.4857881136950903,52.13178294573644,50.64599483204134
EWoK,social-relations,100M,False,1548,236,259,-23,-1.4857881136950903,52.2609819121447,50.775193798449614
EWoK,spatial-relations,20M,False,490,75,71,4,0.8163265306122449,45.102040816326536,45.91836734693878
EWoK,spatial-relations,50M,False,490,59,58,1,0.20408163265306123,47.95918367346938,48.16326530612245
EWoK,spatial-relations,70M,False,490,51,75,-24,-4.8979591836734695,51.22448979591837,46.326530612244895
EWoK,spatial-relations,80M,False,490,60,78,-18,-3.673469387755102,50.816326530612244,47.14285714285714
EWoK,spatial-relations,100M,False,490,59,85,-26,-5.3061224489795915,51.63265306122449,46.326530612244895
EWoK,quantitative-properties,20M,False,314,69,56,13,4.140127388535032,51.27388535031847,55.4140127388535
EWoK,quantitative-properties,50M,False,314,44,63,-19,-6.050955414012739,51.910828025477706,45.85987261146497
EWoK,quantitative-properties,70M,False,314,45,52,-7,-2.229299363057325,50.0,47.77070063694268
EWoK,quantitative-properties,80M,False,314,35,44,-9,-2.8662420382165603,52.86624203821656,50.0
EWoK,quantitative-properties,100M,False,314,37,41,-4,-1.2738853503184713,50.0,48.72611464968153
EWoK,physical-dynamics,20M,False,120,33,18,15,12.5,56.666666666666664,69.16666666666667
EWoK,physical-dynamics,50M,False,120,37,18,19,15.833333333333334,27.500000000000004,43.333333333333336
EWoK,physical-dynamics,70M,False,120,23,25,-2,-1.6666666666666667,44.166666666666664,42.5
EWoK,physical-dynamics,80M,False,120,25,17,8,6.666666666666667,44.166666666666664,50.83333333333333
EWoK,physical-dynamics,100M,False,120,25,16,9,7.5,42.5,50.0
EWoK,physical-relations,20M,False,818,81,79,2,0.24449877750611246,51.1002444987775,51.34474327628362
EWoK,physical-relations,50M,False,818,82,82,0,0.0,49.63325183374083,49.63325183374083
EWoK,physical-relations,70M,False,818,118,85,33,4.034229828850855,48.16625916870416,52.20048899755502
EWoK,physical-relations,80M,False,818,79,92,-13,-1.5892420537897312,48.77750611246944,47.18826405867971
EWoK,physical-relations,100M,False,818,85,78,7,0.8557457212713936,49.266503667481665,50.12224938875306
EWoK,social-properties,20M,False,328,49,47,2,0.6097560975609756,48.78048780487805,49.390243902439025
EWoK,social-properties,50M,False,328,50,45,5,1.524390243902439,43.292682926829265,44.81707317073171
EWoK,social-properties,70M,False,328,51,55,-4,-1.2195121951219512,43.59756097560975,42.3780487804878
EWoK,social-properties,80M,False,328,71,56,15,4.573170731707317,43.59756097560975,48.170731707317074
EWoK,social-properties,100M,False,328,75,57,18,5.487804878048781,41.76829268292683,47.256097560975604
Entity,regular_0_ops,20M,False,517,30,26,4,0.7736943907156673,16.054158607350097,16.827852998065765
Entity,regular_0_ops,50M,False,517,71,27,44,8.51063829787234,27.079303675048354,35.5899419729207
Entity,regular_0_ops,70M,False,517,42,67,-25,-4.835589941972921,43.32688588007737,38.49129593810445
Entity,regular_0_ops,80M,False,517,36,45,-9,-1.7408123791102514,41.77949709864603,40.03868471953578
Entity,regular_0_ops,100M,False,517,40,45,-5,-0.9671179883945842,44.10058027079304,43.133462282398455
Entity,regular_1_ops,20M,False,409,26,18,8,1.9559902200488997,14.425427872860636,16.381418092909534
Entity,regular_1_ops,50M,False,409,20,36,-16,-3.9119804400977993,18.82640586797066,14.91442542787286
Entity,regular_1_ops,70M,False,409,22,32,-10,-2.444987775061125,15.892420537897312,13.447432762836186
Entity,regular_1_ops,80M,False,409,29,25,4,0.9779951100244498,15.892420537897312,16.87041564792176
Entity,regular_1_ops,100M,False,409,30,38,-8,-1.9559902200488997,16.625916870415647,14.66992665036675
Entity,regular_2_ops,20M,False,405,28,21,7,1.728395061728395,18.271604938271604,20.0
Entity,regular_2_ops,50M,False,405,49,22,27,6.666666666666667,20.98765432098765,27.65432098765432
Entity,regular_2_ops,70M,False,405,25,27,-2,-0.49382716049382713,22.22222222222222,21.728395061728396
Entity,regular_2_ops,80M,False,405,28,17,11,2.7160493827160495,19.753086419753085,22.469135802469136
Entity,regular_2_ops,100M,False,405,29,22,7,1.728395061728395,20.74074074074074,22.469135802469136
Entity,regular_3_ops,20M,False,425,26,24,2,0.47058823529411764,20.705882352941178,21.176470588235293
Entity,regular_3_ops,50M,False,425,32,33,-1,-0.23529411764705882,27.52941176470588,27.294117647058826
Entity,regular_3_ops,70M,False,425,43,22,21,4.9411764705882355,24.47058823529412,29.411764705882355
Entity,regular_3_ops,80M,False,425,44,14,30,7.0588235294117645,23.294117647058822,30.352941176470587
Entity,regular_3_ops,100M,False,425,43,21,22,5.176470588235294,24.235294117647058,29.411764705882355
Entity,regular_4_ops,20M,False,388,25,14,11,2.8350515463917527,17.010309278350515,19.84536082474227
Entity,regular_4_ops,50M,False,388,56,22,34,8.762886597938145,27.061855670103093,35.824742268041234
Entity,regular_4_ops,70M,False,388,36,22,14,3.6082474226804124,24.22680412371134,27.835051546391753
Entity,regular_4_ops,80M,False,388,31,17,14,3.6082474226804124,23.969072164948454,27.577319587628867
Entity,regular_4_ops,100M,False,388,28,25,3,0.7731958762886598,25.773195876288657,26.54639175257732
Entity,regular_5_ops,20M,False,94,1,9,-8,-8.51063829787234,35.1063829787234,26.595744680851062
Entity,regular_5_ops,50M,False,94,8,8,0,0.0,31.914893617021278,31.914893617021278
Entity,regular_5_ops,70M,False,94,11,8,3,3.1914893617021276,26.595744680851062,29.78723404255319
Entity,regular_5_ops,80M,False,94,4,11,-7,-7.446808510638298,34.04255319148936,26.595744680851062
Entity,regular_5_ops,100M,False,94,6,14,-8,-8.51063829787234,31.914893617021278,23.404255319148938
Entity,move_contents_0_ops,20M,False,516,33,22,11,2.131782945736434,15.11627906976744,17.248062015503876
Entity,move_contents_0_ops,50M,False,516,56,28,28,5.426356589147287,31.3953488372093,36.82170542635659
Entity,move_contents_0_ops,70M,False,516,46,50,-4,-0.7751937984496124,44.57364341085272,43.798449612403104
Entity,move_contents_0_ops,80M,False,516,53,49,4,0.7751937984496124,44.76744186046512,45.542635658914726
Entity,move_contents_0_ops,100M,False,516,56,47,9,1.744186046511628,45.348837209302324,47.093023255813954
Entity,move_contents_5_ops,20M,False,116,6,7,-1,-0.8620689655172413,19.82758620689655,18.96551724137931
Entity,move_contents_5_ops,50M,False,116,21,7,14,12.068965517241379,36.206896551724135,48.275862068965516
Entity,move_contents_5_ops,70M,False,116,15,12,3,2.586206896551724,38.793103448275865,41.37931034482759
Entity,move_contents_5_ops,80M,False,116,12,7,5,4.310344827586207,37.06896551724138,41.37931034482759
Entity,move_contents_5_ops,100M,False,116,14,12,2,1.7241379310344827,39.6551724137931,41.37931034482759
Entity,ambiref_3_ops,20M,False,409,24,27,-3,-0.7334963325183375,18.82640586797066,18.09290953545232
Entity,ambiref_3_ops,50M,False,409,36,38,-2,-0.4889975550122249,27.628361858190708,27.139364303178482
Entity,ambiref_3_ops,70M,False,409,27,32,-5,-1.2224938875305624,26.65036674816626,25.4278728606357
Entity,ambiref_3_ops,80M,False,409,28,29,-1,-0.24449877750611246,26.894865525672373,26.65036674816626
Entity,ambiref_3_ops,100M,False,409,30,33,-3,-0.7334963325183375,25.91687041564792,25.183374083129586
Entity,ambiref_4_ops,20M,False,434,16,18,-2,-0.4608294930875576,19.12442396313364,18.663594470046082
Entity,ambiref_4_ops,50M,False,434,42,27,15,3.456221198156682,32.48847926267281,35.944700460829495
Entity,ambiref_4_ops,70M,False,434,29,18,11,2.5345622119815667,32.71889400921659,35.25345622119816
Entity,ambiref_4_ops,80M,False,434,37,26,11,2.5345622119815667,32.48847926267281,35.02304147465438
Entity,ambiref_4_ops,100M,False,434,36,29,7,1.6129032258064515,33.17972350230415,34.7926267281106
Entity,ambiref_5_ops,20M,False,123,2,12,-10,-8.130081300813009,22.76422764227642,14.634146341463413
Entity,ambiref_5_ops,50M,False,123,13,8,5,4.065040650406504,28.455284552845526,32.52032520325203
Entity,ambiref_5_ops,70M,False,123,7,4,3,2.4390243902439024,30.89430894308943,33.33333333333333
Entity,ambiref_5_ops,80M,False,123,7,6,1,0.8130081300813008,34.959349593495936,35.77235772357724
Entity,ambiref_5_ops,100M,False,123,5,6,-1,-0.8130081300813008,33.33333333333333,32.52032520325203
COMPS,base,20M,False,49340,6929,6703,226,0.45804620997162543,51.16740980948521,51.62545601945683
COMPS,base,50M,False,49340,9388,8733,655,1.3275233076611268,52.2800972841508,53.60762059181192
COMPS,base,70M,False,49340,9404,9172,232,0.4702067288204297,52.93676530198622,53.40697203080664
COMPS,base,80M,False,49340,8702,8835,-133,-0.2695581678151601,53.52452371301175,53.2549655451966
COMPS,base,100M,False,49340,8826,8722,104,0.2107823267126064,53.46372111876774,53.67450344548034
COMPS,wugs,20M,False,13896,2255,2308,-53,-0.3814047207829591,49.63298791018998,49.25158318940702
COMPS,wugs,50M,False,13896,2556,2394,162,1.16580310880829,52.05094991364422,53.2167530224525
COMPS,wugs,70M,False,13896,2637,2556,81,0.582901554404145,51.34571099597006,51.92861255037421
COMPS,wugs,80M,False,13896,2446,2315,131,0.9427173287276914,51.158606793321816,52.101324122049505
COMPS,wugs,100M,False,13896,2415,2337,78,0.5613126079447323,51.770293609671846,52.331606217616574
COMPS,wugs_dist_before,20M,False,13896,1352,1419,-67,-0.4821531375935521,49.82728842832469,49.34513529073114
COMPS,wugs_dist_before,50M,False,13896,2691,2923,-232,-1.669545192861255,47.9706390328152,46.30109383995394
COMPS,wugs_dist_before,70M,False,13896,2163,3937,-1774,-12.766263672999424,53.44703511801957,40.68077144502015
COMPS,wugs_dist_before,80M,False,13896,2130,3518,-1388,-9.988485895221647,50.27345998848589,40.284974093264246
COMPS,wugs_dist_before,100M,False,13896,1979,3336,-1357,-9.765400115141048,48.79821531375936,39.03281519861831
COMPS,wugs_dist_in_between,20M,False,13896,1328,1431,-103,-0.7412204951065055,50.410189982728845,49.66896948762234
COMPS,wugs_dist_in_between,50M,False,13896,2931,2641,290,2.0869314910765686,54.15227403569373,56.2392055267703
COMPS,wugs_dist_in_between,70M,False,13896,3926,2156,1770,12.73747841105354,49.53943580886586,62.2769142199194
COMPS,wugs_dist_in_between,80M,False,13896,3528,2134,1394,10.031663788140472,52.77777777777778,62.80944156591824
COMPS,wugs_dist_in_between,100M,False,13896,3313,1899,1414,10.175590097869891,54.00115141047783,64.17674150834772
GlobalPIQA,GlobalPIQA_parallel,20M,False,103,5,2,3,2.912621359223301,20.388349514563107,23.300970873786408
GlobalPIQA,GlobalPIQA_parallel,50M,False,103,7,9,-2,-1.941747572815534,28.155339805825243,26.21359223300971
GlobalPIQA,GlobalPIQA_parallel,70M,False,103,3,12,-9,-8.737864077669903,30.097087378640776,21.35922330097087
GlobalPIQA,GlobalPIQA_parallel,80M,False,103,5,7,-2,-1.941747572815534,28.155339805825243,26.21359223300971
GlobalPIQA,GlobalPIQA_parallel,100M,False,103,5,8,-3,-2.912621359223301,29.126213592233007,26.21359223300971
GlobalPIQA,GlobalPIQA_nonparallel,20M,False,100,7,4,3,3.0,48.0,51.0
GlobalPIQA,GlobalPIQA_nonparallel,50M,False,100,10,11,-1,-1.0,45.0,44.0
GlobalPIQA,GlobalPIQA_nonparallel,70M,False,100,11,4,7,7.0,41.0,48.0
GlobalPIQA,GlobalPIQA_nonparallel,80M,False,100,12,5,7,7.0,43.0,50.0
GlobalPIQA,GlobalPIQA_nonparallel,100M,False,100,8,5,3,3.0,43.0,46.0
