sentence_uid,source,row_example_id,axis_row_index,sentence_words,row_words,char_start,char_end,mode,n_target_tokens,n_masked,target_truncated_right,loss,endpoint,endpoint_path,description
r1682_s03,gutenberg,920001682,1682,10,160,253,309,row_context,18,3,False,5.709352493286133,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1783_s00,gutenberg,920001783,1783,22,160,0,132,row_context,31,4,False,7.5010480880737305,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1802_s07,gutenberg,920001802,1802,11,160,796,842,row_context,14,5,False,5.248982906341553,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1959_s02,open_subtitles,920001959,1959,10,160,196,248,row_context,13,2,False,4.714646339416504,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r1988_s00,open_subtitles,920001988,1988,9,160,0,44,row_context,13,3,False,2.423276424407959,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2010_s01,open_subtitles,920002010,2010,40,160,180,373,row_context,48,12,False,2.652144193649292,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2023_s04,open_subtitles,920002023,2023,8,160,289,331,row_context,10,1,False,3.793224334716797,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2124_s00,open_subtitles,920002124,2124,8,160,133,184,row_context,20,3,False,6.8442230224609375,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2127_s02,open_subtitles,920002127,2127,11,160,200,259,row_context,16,4,False,3.7060482501983643,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2165_s04,open_subtitles,920002165,2165,8,160,722,764,row_context,11,1,False,0.01948525197803974,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2171_s04,open_subtitles,920002171,2171,9,160,399,446,row_context,14,5,False,4.483250617980957,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,row_context,10,1,False,0.2968222200870514,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2345_s06,open_subtitles,920002345,2345,12,160,548,597,row_context,22,2,False,2.94226336479187,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,row_context,13,1,False,3.091003179550171,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2500_s08,open_subtitles,920002500,2500,10,160,724,770,row_context,11,1,False,2.2907238006591797,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2505_s06,open_subtitles,920002505,2505,8,160,614,667,row_context,11,1,False,0.07957452535629272,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2522_s02,open_subtitles,920002522,2522,10,160,232,276,row_context,11,1,False,0.3604961931705475,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,row_context,17,4,False,0.8796038627624512,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2661_s04,simple_wiki,920002661,2661,10,160,501,550,row_context,22,4,False,1.393524169921875,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2665_s08,simple_wiki,920002665,2665,15,160,687,793,row_context,28,6,False,5.209188938140869,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2699_s01,simple_wiki,920002699,2699,21,160,127,243,row_context,34,7,False,6.373574733734131,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,row_context,17,2,False,0.13632450997829437,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2815_s05,simple_wiki,920002815,2815,22,160,681,795,row_context,41,5,False,2.9076120853424072,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2826_s05,simple_wiki,920002826,2826,22,160,543,657,row_context,49,8,False,1.0801736116409302,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2856_s04,simple_wiki,920002856,2856,17,160,518,601,row_context,33,4,False,0.9335382580757141,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2866_s01,simple_wiki,920002866,2866,14,160,76,165,row_context,35,8,False,4.089881896972656,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2907_s03,simple_wiki,920002907,2907,45,160,279,516,row_context,68,12,False,2.422940969467163,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2941_s04,simple_wiki,920002941,2941,17,160,435,517,row_context,21,3,False,6.5552592277526855,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2945_s00,simple_wiki,920002945,2945,11,160,0,66,row_context,21,2,False,4.329804420471191,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2992_s02,switchboard,920002992,2992,9,160,259,314,row_context,14,2,False,6.908222675323486,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2992_s04,switchboard,920002992,2992,23,160,452,572,row_context,29,4,False,2.6388323307037354,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2994_s01,switchboard,920002994,2994,10,160,88,132,row_context,15,3,False,8.705562591552734,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2994_s02,switchboard,920002994,2994,17,160,146,230,row_context,24,2,False,0.4884350001811981,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2994_s06,switchboard,920002994,2994,32,160,560,741,row_context,44,5,False,3.266524076461792,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2996_s00,switchboard,920002996,2996,11,160,0,56,row_context,13,2,False,1.7596956491470337,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2997_s00,switchboard,920002997,2997,31,160,18,181,row_context,45,7,False,3.2081663608551025,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2997_s03,switchboard,920002997,2997,12,160,442,499,row_context,16,2,False,2.424191474914551,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2997_s04,switchboard,920002997,2997,16,160,500,568,row_context,22,3,False,1.5655241012573242,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2997_s06,switchboard,920002997,2997,10,160,731,776,row_context,12,3,False,5.611057281494141,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2998_s01,switchboard,920002998,2998,9,160,88,128,row_context,11,1,False,1.9932746887207031,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2999_s01,switchboard,920002999,2999,45,160,139,344,row_context,58,8,False,3.097822904586792,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r2999_s05,switchboard,920002999,2999,20,160,677,767,row_context,25,6,False,2.478411912918091,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0001_s04,bnc_spoken,920000001,1,23,160,714,837,isolation,26,4,False,3.709505558013916,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0006_s03,bnc_spoken,920000006,6,29,160,475,613,isolation,33,7,False,2.7867934703826904,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0008_s06,bnc_spoken,920000008,8,15,160,754,827,isolation,20,5,False,3.8123321533203125,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0029_s01,bnc_spoken,920000029,29,10,160,196,240,isolation,11,1,False,0.9504609107971191,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0045_s07,bnc_spoken,920000045,45,10,160,592,645,isolation,14,3,False,1.8511924743652344,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0117_s03,bnc_spoken,920000117,117,41,160,408,621,isolation,55,6,False,5.815244197845459,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0141_s01,bnc_spoken,920000141,141,24,160,114,261,isolation,32,8,False,4.200658798217773,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,isolation,31,8,False,3.4874329566955566,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0165_s03,bnc_spoken,920000165,165,32,160,567,740,isolation,37,4,False,2.174281120300293,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,isolation,65,11,False,4.708306789398193,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0179_s06,bnc_spoken,920000179,179,13,160,658,732,isolation,20,4,False,4.0532989501953125,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0181_s02,bnc_spoken,920000181,181,17,160,259,349,isolation,20,1,False,5.21026611328125,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0213_s04,bnc_spoken,920000213,213,25,160,544,666,isolation,32,3,False,7.148284912109375,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0215_s04,bnc_spoken,920000215,215,14,160,789,869,isolation,18,2,False,6.131867408752441,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0367_s02,childes,920000367,367,18,160,266,369,isolation,24,1,False,0.00019560330838430673,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0451_s00,childes,920000451,451,16,160,15,103,isolation,23,4,False,3.8507206439971924,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0489_s05,childes,920000489,489,9,160,789,834,isolation,13,6,False,3.833097457885742,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0563_s03,childes,920000563,563,8,160,233,269,isolation,16,1,False,4.3073344230651855,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0617_s02,childes,920000617,617,12,160,461,532,isolation,22,2,False,2.5697250366210938,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0702_s00,childes,920000702,702,10,160,304,357,isolation,24,3,False,4.7367072105407715,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0790_s02,childes,920000790,790,12,160,502,567,isolation,16,3,False,5.927302837371826,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0823_s08,childes,920000823,823,20,160,714,810,isolation,24,3,False,0.7402278780937195,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
r0893_s01,childes,920000893,893,9,160,290,336,isolation,14,2,False,4.7505669593811035,chck82_slow_scale1p75,experiments/archive/frontier_consolidation/training/runs/adapter128_scale1p75_h100M100M_seed43022_official_ladder/hf_model/chck_82M,protected slow-adapter chck82 reference
