endpoint,word,child_aoa,model_aoa_word_count,model_aoa_log10_word_count,n_subword_tokens,n_model_points,n_child_points,first_word_count,last_word_count,threshold,best_perf,ceiling
clean_pres_seed62065,moon,1.785216363397487,5618149.023096766,6.749593254810422,1,18,16,1000000.0,89685369.0,-8.50640833236673,-7.308756136894226,-9.704060527839234
clean_pres_seed62065,moose,1.948224109546547,25984111.83656657,7.414707876784419,2,18,16,1000000.0,89685369.0,-13.879916906034776,-8.351712756391082,-19.408121055678468
clean_pres_seed62065,mop,2.970093623661881,8958326.357739517,6.952226880031376,2,18,16,1000000.0,89685369.0,-14.708269331016114,-10.00841760635376,-19.408121055678468
clean_pres_seed62065,morning,1.6584533705475983,7511453.224018899,6.875723967112965,1,18,16,1000000.0,89685369.0,-7.537818916220452,-5.3715773046016695,-9.704060527839234
clean_pres_seed62065,mouth,1.7147741841860282,8595956.615548395,6.934294214907414,1,18,16,1000000.0,89685369.0,-8.495281048197533,-7.286501568555832,-9.704060527839234
clean_pres_seed62065,movie,1.3438703804641483,6820499.476537659,6.833816179929389,1,18,16,1000000.0,89685369.0,-8.336725768525387,-6.96939100921154,-9.704060527839234
clean_pres_seed62065,muffin,1.7680501877172399,13057018.61791821,7.115844023370944,2,18,16,1000000.0,89685369.0,-16.702441745159994,-13.99676243464152,-19.408121055678468
clean_pres_seed62065,nice,2.1927861691026704,5917519.480381001,6.772139696294073,1,18,16,1000000.0,89685369.0,-8.358117340583588,-7.012174153327942,-9.704060527839234
clean_pres_seed62065,night,1.969259583100258,6682061.984182831,6.824910499925835,1,18,16,1000000.0,89685369.0,-7.218380583901192,-4.73270063996315,-9.704060527839234
clean_pres_seed62065,noisy,2.112027252816949,1002556.2173222594,6.00110873459727,1,18,16,1000000.0,89685369.0,-9.633495750966292,-9.56293097409335,-9.704060527839234
clean_pres_seed62065,nose,2.963980598171043,10677179.828795364,7.028456557324597,1,18,16,1000000.0,89685369.0,-8.638232599277282,-7.572404670715332,-9.704060527839234
clean_pres_seed62065,old,2.3598051441479173,3297231.2558839563,6.518149408056777,1,18,16,1000000.0,89685369.0,-7.8233768039701985,-5.942693080101162,-9.704060527839234
clean_pres_seed62065,open,6.205076680882539,8304165.391435334,6.919295990296341,1,18,16,1000000.0,89685369.0,-8.357074277181411,-7.01008802652359,-9.704060527839234
clean_pres_seed62065,outside,4.7883341435977265,17960390.139313847,7.254315766268419,1,18,16,1000000.0,89685369.0,-8.683501361388947,-7.66294219493866,-9.704060527839234
