label,checkpoint,group,n,accuracy_pct,recency_available_n,recency_pick_pct_among_available,recency_not_gold_available_n,recency_not_gold_pick_pct,mean_relevant_updates,mean_total_ops,mean_ops_after_last_relevant,simulation_match_pct
binding_ep25_alpha0p75,eval,total_ops_9,660,24.09090909090909,342,44.44444444444444,169,46.15384615384615,2.5196969696969695,9.0,2.3848484848484848,100.0
binding_ep25_alpha0p75,eval,type_ambiref,2315,24.70842332613391,1098,37.7959927140255,517,38.49129593810445,2.0872570194384448,7.525701943844492,2.127861771058315,100.0
binding_ep25_alpha0p75,eval,type_move_contents,2227,25.19083969465649,1043,31.543624161073826,489,27.811860940695297,1.8792096991468343,7.292321508756174,2.092501122586439,100.0
binding_ep25_alpha0p75,eval,type_regular,2238,26.76496872207328,1056,35.416666666666664,522,35.05747126436781,2.0178731009830204,7.254691689008043,2.0446827524575513,100.0
binding_ep25_alpha1p00,eval,ALL,6780,22.47787610619469,3197,31.154207069127306,1528,30.301047120418847,1.9960176991150442,7.359587020648967,2.0887905604719763,100.0
binding_ep25_alpha1p00,eval,lastop_affects_query,1850,28.81081081081081,1850,31.2972972972973,181,25.414364640883978,2.842162162162162,7.996756756756756,0.0,100.0
binding_ep25_alpha1p00,eval,lastop_not_query,4930,20.101419878296145,1347,30.957683741648108,1347,30.957683741648108,1.6784989858012171,7.120486815415822,2.8726166328600407,100.0
binding_ep25_alpha1p00,eval,lastop_recency_gold,1850,28.81081081081081,1850,31.2972972972973,181,25.414364640883978,2.842162162162162,7.996756756756756,0.0,100.0
binding_ep25_alpha1p00,eval,lastop_recency_not_gold,1347,18.93095768374165,1347,30.957683741648108,1347,30.957683741648108,1.8106904231625836,7.705270972531552,2.9955456570155903,100.0
binding_ep25_alpha1p00,eval,lastop_recency_not_gold_available,1528,20.418848167539267,1528,34.031413612565444,1528,30.301047120418847,1.9299738219895288,7.786649214659686,2.6407068062827226,100.0
binding_ep25_alpha1p00,eval,rel1_postrel_ops0,345,20.869565217391305,345,22.89855072463768,23,30.434782608695652,1.0,4.573913043478261,0.0,100.0
binding_ep25_alpha1p00,eval,rel1_postrel_ops_gt0,978,16.56441717791411,294,31.972789115646258,294,31.972789115646258,1.0,6.931492842535787,3.355828220858896,100.0
binding_ep25_alpha1p00,eval,rel1_stale_available_not_gold,16,50.0,7,57.142857142857146,6,16.666666666666668,1.0,8.5,2.25,100.0
binding_ep25_alpha1p00,eval,rel2_postrel_ops0,391,27.62148337595908,391,30.17902813299233,43,23.25581395348837,2.0,7.040920716112532,0.0,100.0
binding_ep25_alpha1p00,eval,rel2_postrel_ops_gt0,875,16.457142857142856,293,34.47098976109215,293,34.47098976109215,2.0,8.676571428571428,2.672,100.0
binding_ep25_alpha1p00,eval,rel2_stale_available_not_gold,489,22.085889570552148,273,30.4029304029304,151,28.47682119205298,2.0,8.366053169734151,1.822085889570552,100.0
binding_ep25_alpha1p00,eval,rel3_postrel_ops0,469,30.063965884861407,469,33.26226012793177,67,22.388059701492537,3.0,8.867803837953092,0.0,100.0
binding_ep25_alpha1p00,eval,rel3_postrel_ops_gt0,761,21.681997371879106,242,33.47107438016529,242,33.47107438016529,3.0,9.797634691195794,2.38107752956636,100.0
binding_ep25_alpha1p00,eval,rel3_stale_available_not_gold,296,21.62162162162162,164,31.097560975609756,65,32.30769230769231,3.0,9.54054054054054,1.4256756756756757,100.0
binding_ep25_alpha1p00,eval,rel4_postrel_ops0,501,33.13373253493014,501,35.728542914171655,40,32.5,4.0,9.684630738522953,0.0,100.0
binding_ep25_alpha1p00,eval,rel4_postrel_ops_gt0,611,25.368248772504092,152,28.289473684210527,152,28.289473684210527,4.0,10.297872340425531,2.009819967266776,100.0
binding_ep25_alpha1p00,eval,rel4_stale_available_not_gold,326,31.288343558282207,184,34.78260869565217,39,23.076923076923077,4.0,10.13803680981595,0.9785276073619632,100.0
binding_ep25_alpha1p00,eval,rel5_postrel_ops0,144,31.944444444444443,144,32.638888888888886,8,12.5,5.0,10.083333333333334,0.0,100.0
binding_ep25_alpha1p00,eval,rel5_postrel_ops_gt0,164,23.170731707317074,45,44.44444444444444,45,44.44444444444444,5.0,10.75609756097561,1.7134146341463414,100.0
binding_ep25_alpha1p00,eval,rel5_stale_available_not_gold,94,30.851063829787233,53,35.84905660377358,14,35.714285714285715,5.0,10.106382978723405,1.053191489361702,100.0
binding_ep25_alpha1p00,eval,rel_eq0,1541,21.219987021414667,321,24.299065420560748,321,24.299065420560748,0.0,3.388059701492537,3.388059701492537,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_1,257,26.459143968871594,65,12.307692307692308,65,12.307692307692308,0.0,1.0,1.0,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_10,36,11.11111111111111,12,50.0,12,50.0,0.0,10.0,10.0,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_11,32,21.875,10,30.0,10,30.0,0.0,11.0,11.0,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_12,30,6.666666666666667,4,50.0,4,50.0,0.0,12.0,12.0,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_1to3,641,26.053042121684868,166,15.060240963855422,166,15.060240963855422,0.0,1.8673946957878316,1.8673946957878316,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_2,212,25.0,43,16.27906976744186,43,16.27906976744186,0.0,2.0,2.0,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_3,172,26.74418604651163,58,17.24137931034483,58,17.24137931034483,0.0,3.0,3.0,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_4,131,16.793893129770993,38,26.31578947368421,38,26.31578947368421,0.0,4.0,4.0,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_4to6,323,14.551083591331269,76,27.63157894736842,76,27.63157894736842,0.0,4.86687306501548,4.86687306501548,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_5,104,12.5,23,30.434782608695652,23,30.434782608695652,0.0,5.0,5.0,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_6,88,13.636363636363637,15,26.666666666666668,15,26.666666666666668,0.0,6.0,6.0,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_7,66,18.181818181818183,23,39.130434782608695,23,39.130434782608695,0.0,7.0,7.0,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_8,63,11.11111111111111,15,46.666666666666664,15,46.666666666666664,0.0,8.0,8.0,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_9,46,19.565217391304348,15,33.333333333333336,15,33.333333333333336,0.0,9.0,9.0,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_ge7,273,15.018315018315018,79,40.50632911392405,79,40.50632911392405,0.0,8.981684981684982,8.981684981684982,100.0
binding_ep25_alpha1p00,eval,rel_eq0_irrelevant_ops_gt0,1237,20.6143896523848,321,24.299065420560748,321,24.299065420560748,0.0,4.22069523039612,4.22069523039612,100.0
binding_ep25_alpha1p00,eval,rel_eq0_total_ops0,304,23.68421052631579,0,nan,0,nan,0.0,0.0,0.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1,5239,22.84787173124642,2876,31.91933240611961,1207,31.897265948632974,2.5831265508684864,8.527772475663294,1.7066234014124833,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops0,1850,28.81081081081081,1850,31.2972972972973,181,25.414364640883978,2.842162162162162,7.996756756756756,0.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops_0,1850,28.81081081081081,1850,31.2972972972973,181,25.414364640883978,2.842162162162162,7.996756756756756,0.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops_1,1200,24.333333333333332,369,29.26829268292683,369,29.26829268292683,2.7025,8.214166666666667,1.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops_10,15,13.333333333333334,5,0.0,5,0.0,1.1333333333333333,11.466666666666667,10.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops_11,6,0.0,4,50.0,4,50.0,1.0,12.0,11.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops_2,817,21.175030599755203,255,32.15686274509804,255,32.15686274509804,2.5813953488372094,8.664626682986537,2.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops_3,513,16.95906432748538,157,35.6687898089172,157,35.6687898089172,2.415204678362573,9.015594541910332,3.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops_4,343,13.411078717201166,106,39.62264150943396,106,39.62264150943396,2.250728862973761,9.177842565597668,4.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops_5,214,12.149532710280374,56,35.714285714285715,56,35.714285714285715,2.0186915887850465,9.686915887850468,5.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops_6,143,15.384615384615385,32,37.5,32,37.5,1.8391608391608392,9.937062937062937,6.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops_7,75,13.333333333333334,23,26.08695652173913,23,26.08695652173913,1.48,10.24,7.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops_8,40,7.5,13,38.46153846153846,13,38.46153846153846,1.325,10.3,8.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops_9,23,13.043478260869565,6,100.0,6,100.0,1.3043478260869565,11.130434782608695,9.0,100.0
binding_ep25_alpha1p00,eval,rel_ge1_postrel_ops_gt0,3389,19.592800236057833,1026,33.04093567251462,1026,33.04093567251462,2.4417232221894363,8.817645323104161,2.638241369135438,100.0
binding_ep25_alpha1p00,eval,rel_ge3,2650,26.830188679245282,1553,33.869929169349646,554,31.227436823104693,3.6520754716981134,9.80188679245283,1.2532075471698114,100.0
binding_ep25_alpha1p00,eval,rel_ge3_postrel_ops0,1114,31.68761220825853,1114,34.29084380610413,115,25.217391304347824,3.708258527827648,9.392280071813286,0.0,100.0
binding_ep25_alpha1p00,eval,rel_ge3_postrel_ops_gt0,1536,23.307291666666668,439,32.80182232346242,439,32.80182232346242,3.611328125,10.098958333333334,2.162109375,100.0
binding_ep25_alpha1p00,eval,rel_updates_0,1541,21.219987021414667,321,24.299065420560748,321,24.299065420560748,0.0,3.388059701492537,3.388059701492537,100.0
binding_ep25_alpha1p00,eval,rel_updates_1,1323,17.687074829931973,639,27.073552425665103,317,31.861198738170348,1.0,6.316704459561603,2.4807256235827664,100.0
binding_ep25_alpha1p00,eval,rel_updates_2,1266,19.90521327014218,684,32.01754385964912,336,33.035714285714285,2.0,8.171406003159557,1.8467614533965244,100.0
binding_ep25_alpha1p00,eval,rel_updates_3,1230,24.878048780487806,711,33.333333333333336,309,31.067961165048544,3.0,9.44308943089431,1.473170731707317,100.0
binding_ep25_alpha1p00,eval,rel_updates_4,1112,28.866906474820144,653,33.996937212863706,192,29.166666666666668,4.0,10.02158273381295,1.10431654676259,100.0
binding_ep25_alpha1p00,eval,rel_updates_5,308,27.272727272727273,189,35.44973544973545,53,39.62264150943396,5.0,10.441558441558442,0.9123376623376623,100.0
binding_ep25_alpha1p00,eval,reported_numops_0,1541,21.219987021414667,321,24.299065420560748,321,24.299065420560748,0.0,3.388059701492537,3.388059701492537,100.0
binding_ep25_alpha1p00,eval,reported_numops_1,1274,16.483516483516482,614,26.058631921824105,301,32.55813953488372,1.0,6.229199372056515,2.502354788069074,100.0
binding_ep25_alpha1p00,eval,reported_numops_2,1217,20.37797863599014,654,32.415902140672785,332,32.83132530120482,1.9597370583401807,8.054231717337716,1.8742810188989318,100.0
binding_ep25_alpha1p00,eval,reported_numops_3,1240,24.516129032258064,714,32.91316526610644,313,30.670926517571885,2.9290322580645163,9.390322580645162,1.5153225806451613,100.0
binding_ep25_alpha1p00,eval,reported_numops_4,1175,29.27659574468085,688,34.593023255813954,206,29.12621359223301,3.9191489361702128,10.04595744680851,1.1046808510638297,100.0
binding_ep25_alpha1p00,eval,reported_numops_5,333,27.32732732732733,206,35.43689320388349,55,40.0,4.915915915915916,10.483483483483484,0.8858858858858859,100.0
binding_ep25_alpha1p00,eval,stale_available_not_gold,1221,25.470925470925472,681,32.452276064610864,275,28.727272727272727,2.994266994266994,9.25962325962326,1.4471744471744472,100.0
binding_ep25_alpha1p00,eval,total_ops_0,304,23.68421052631579,0,nan,0,nan,0.0,0.0,0.0,100.0
binding_ep25_alpha1p00,eval,total_ops_1,331,23.564954682779454,139,12.949640287769784,68,11.764705882352942,0.22356495468277945,1.0,0.7764350453172205,100.0
binding_ep25_alpha1p00,eval,total_ops_10,733,22.237380627557982,372,34.40860215053763,165,36.96969696969697,2.8076398362892223,10.0,2.2742155525238745,100.0
binding_ep25_alpha1p00,eval,total_ops_11,828,24.516908212560388,442,34.841628959276015,212,34.43396226415094,2.9504830917874396,11.0,2.3659420289855073,100.0
binding_ep25_alpha1p00,eval,total_ops_12,919,23.177366702937977,444,37.387387387387385,204,35.294117647058826,3.115342763873776,12.0,2.4689880304678997,100.0
binding_ep25_alpha1p00,eval,total_ops_2,339,22.4188790560472,131,19.84732824427481,66,16.666666666666668,0.4424778761061947,2.0,1.4188790560471976,100.0
binding_ep25_alpha1p00,eval,total_ops_3,358,23.18435754189944,180,22.77777777777778,97,19.587628865979383,0.723463687150838,3.0,1.8044692737430168,100.0
binding_ep25_alpha1p00,eval,total_ops_4,369,19.51219512195122,171,28.07017543859649,87,29.885057471264368,1.005420054200542,4.0,2.105691056910569,100.0
binding_ep25_alpha1p00,eval,total_ops_5,393,20.356234096692113,179,30.16759776536313,86,27.906976744186046,1.3231552162849873,5.0,2.346055979643766,100.0
binding_ep25_alpha1p00,eval,total_ops_6,446,22.42152466367713,225,31.555555555555557,100,23.0,1.6591928251121075,6.0,2.318385650224215,100.0
binding_ep25_alpha1p00,eval,total_ops_7,508,21.25984251968504,261,23.754789272030653,114,27.19298245614035,2.045275590551181,7.0,2.2401574803149606,100.0
binding_ep25_alpha1p00,eval,total_ops_8,592,21.4527027027027,311,32.79742765273312,160,30.0,2.285472972972973,8.0,2.429054054054054,100.0
binding_ep25_alpha1p00,eval,total_ops_9,660,22.575757575757574,342,36.8421052631579,169,39.64497041420118,2.5196969696969695,9.0,2.3848484848484848,100.0
binding_ep25_alpha1p00,eval,type_ambiref,2315,21.123110151187905,1098,31.420765027322403,517,33.26885880077369,2.0872570194384448,7.525701943844492,2.127861771058315,100.0
binding_ep25_alpha1p00,eval,type_move_contents,2227,23.215087561742255,1043,28.187919463087248,489,23.312883435582823,1.8792096991468343,7.292321508756174,2.092501122586439,100.0
binding_ep25_alpha1p00,eval,type_regular,2238,23.14566577301162,1056,33.80681818181818,522,33.9080459770115,2.0178731009830204,7.254691689008043,2.0446827524575513,100.0
chck82,eval,ALL,6780,27.89085545722714,3197,32.655614638723804,1528,31.544502617801047,1.9960176991150442,7.359587020648967,2.0887905604719763,100.0
chck82,eval,lastop_affects_query,1850,30.37837837837838,1850,32.5945945945946,181,22.65193370165746,2.842162162162162,7.996756756756756,0.0,100.0
chck82,eval,lastop_not_query,4930,26.95740365111562,1347,32.73942093541203,1347,32.73942093541203,1.6784989858012171,7.120486815415822,2.8726166328600407,100.0
chck82,eval,lastop_recency_gold,1850,30.37837837837838,1850,32.5945945945946,181,22.65193370165746,2.842162162162162,7.996756756756756,0.0,100.0
chck82,eval,lastop_recency_not_gold,1347,24.72160356347439,1347,32.73942093541203,1347,32.73942093541203,1.8106904231625836,7.705270972531552,2.9955456570155903,100.0
chck82,eval,lastop_recency_not_gold_available,1528,24.541884816753928,1528,34.29319371727749,1528,31.544502617801047,1.9299738219895288,7.786649214659686,2.6407068062827226,100.0
chck82,eval,rel1_postrel_ops0,345,19.71014492753623,345,20.28985507246377,23,8.695652173913043,1.0,4.573913043478261,0.0,100.0
chck82,eval,rel1_postrel_ops_gt0,978,15.74642126789366,294,33.673469387755105,294,33.673469387755105,1.0,6.931492842535787,3.355828220858896,100.0
chck82,eval,rel1_stale_available_not_gold,16,31.25,7,57.142857142857146,6,16.666666666666668,1.0,8.5,2.25,100.0
chck82,eval,rel2_postrel_ops0,391,27.877237851662404,391,29.66751918158568,43,16.27906976744186,2.0,7.040920716112532,0.0,100.0
chck82,eval,rel2_postrel_ops_gt0,875,21.02857142857143,293,38.56655290102389,293,38.56655290102389,2.0,8.676571428571428,2.672,100.0
chck82,eval,rel2_stale_available_not_gold,489,21.676891615541923,273,32.967032967032964,151,35.09933774834437,2.0,8.366053169734151,1.822085889570552,100.0
chck82,eval,rel3_postrel_ops0,469,32.6226012793177,469,36.46055437100213,67,26.865671641791046,3.0,8.867803837953092,0.0,100.0
chck82,eval,rel3_postrel_ops_gt0,761,24.83574244415243,242,37.1900826446281,242,37.1900826446281,3.0,9.797634691195794,2.38107752956636,100.0
chck82,eval,rel3_stale_available_not_gold,296,29.054054054054053,164,35.97560975609756,65,29.23076923076923,3.0,9.54054054054054,1.4256756756756757,100.0
chck82,eval,rel4_postrel_ops0,501,34.3313373253493,501,36.92614770459082,40,32.5,4.0,9.684630738522953,0.0,100.0
chck82,eval,rel4_postrel_ops_gt0,611,30.114566284779052,152,35.526315789473685,152,35.526315789473685,4.0,10.297872340425531,2.009819967266776,100.0
chck82,eval,rel4_stale_available_not_gold,326,31.595092024539877,184,34.23913043478261,39,30.76923076923077,4.0,10.13803680981595,0.9785276073619632,100.0
chck82,eval,rel5_postrel_ops0,144,41.666666666666664,144,42.361111111111114,8,12.5,5.0,10.083333333333334,0.0,100.0
chck82,eval,rel5_postrel_ops_gt0,164,25.0,45,24.444444444444443,45,24.444444444444443,5.0,10.75609756097561,1.7134146341463414,100.0
chck82,eval,rel5_stale_available_not_gold,94,37.234042553191486,53,41.509433962264154,14,21.428571428571427,5.0,10.106382978723405,1.053191489361702,100.0
chck82,eval,rel_eq0,1541,37.44321868916288,321,23.052959501557634,321,23.052959501557634,0.0,3.388059701492537,3.388059701492537,100.0
chck82,eval,rel_eq0_irrelevant_ops_1,257,38.91050583657587,65,12.307692307692308,65,12.307692307692308,0.0,1.0,1.0,100.0
chck82,eval,rel_eq0_irrelevant_ops_10,36,25.0,12,41.666666666666664,12,41.666666666666664,0.0,10.0,10.0,100.0
chck82,eval,rel_eq0_irrelevant_ops_11,32,28.125,10,30.0,10,30.0,0.0,11.0,11.0,100.0
chck82,eval,rel_eq0_irrelevant_ops_12,30,23.333333333333332,4,25.0,4,25.0,0.0,12.0,12.0,100.0
chck82,eval,rel_eq0_irrelevant_ops_1to3,641,39.0015600624025,166,16.265060240963855,166,16.265060240963855,0.0,1.8673946957878316,1.8673946957878316,100.0
chck82,eval,rel_eq0_irrelevant_ops_2,212,39.15094339622642,43,23.25581395348837,43,23.25581395348837,0.0,2.0,2.0,100.0
chck82,eval,rel_eq0_irrelevant_ops_3,172,38.95348837209303,58,15.517241379310345,58,15.517241379310345,0.0,3.0,3.0,100.0
chck82,eval,rel_eq0_irrelevant_ops_4,131,39.69465648854962,38,23.68421052631579,38,23.68421052631579,0.0,4.0,4.0,100.0
chck82,eval,rel_eq0_irrelevant_ops_4to6,323,43.03405572755418,76,27.63157894736842,76,27.63157894736842,0.0,4.86687306501548,4.86687306501548,100.0
chck82,eval,rel_eq0_irrelevant_ops_5,104,44.23076923076923,23,39.130434782608695,23,39.130434782608695,0.0,5.0,5.0,100.0
chck82,eval,rel_eq0_irrelevant_ops_6,88,46.59090909090909,15,20.0,15,20.0,0.0,6.0,6.0,100.0
chck82,eval,rel_eq0_irrelevant_ops_7,66,28.78787878787879,23,30.434782608695652,23,30.434782608695652,0.0,7.0,7.0,100.0
chck82,eval,rel_eq0_irrelevant_ops_8,63,28.571428571428573,15,46.666666666666664,15,46.666666666666664,0.0,8.0,8.0,100.0
chck82,eval,rel_eq0_irrelevant_ops_9,46,41.30434782608695,15,20.0,15,20.0,0.0,9.0,9.0,100.0
chck82,eval,rel_eq0_irrelevant_ops_ge7,273,29.67032967032967,79,32.91139240506329,79,32.91139240506329,0.0,8.981684981684982,8.981684981684982,100.0
chck82,eval,rel_eq0_irrelevant_ops_gt0,1237,37.99514955537591,321,23.052959501557634,321,23.052959501557634,0.0,4.22069523039612,4.22069523039612,100.0
chck82,eval,rel_eq0_total_ops0,304,35.19736842105263,0,nan,0,nan,0.0,0.0,0.0,100.0
chck82,eval,rel_ge1,5239,25.081122351593816,2876,33.72739916550765,1207,33.80281690140845,2.5831265508684864,8.527772475663294,1.7066234014124833,100.0
chck82,eval,rel_ge1_postrel_ops0,1850,30.37837837837838,1850,32.5945945945946,181,22.65193370165746,2.842162162162162,7.996756756756756,0.0,100.0
chck82,eval,rel_ge1_postrel_ops_0,1850,30.37837837837838,1850,32.5945945945946,181,22.65193370165746,2.842162162162162,7.996756756756756,0.0,100.0
chck82,eval,rel_ge1_postrel_ops_1,1200,27.166666666666668,369,30.89430894308943,369,30.89430894308943,2.7025,8.214166666666667,1.0,100.0
chck82,eval,rel_ge1_postrel_ops_10,15,6.666666666666667,5,20.0,5,20.0,1.1333333333333333,11.466666666666667,10.0,100.0
chck82,eval,rel_ge1_postrel_ops_11,6,0.0,4,75.0,4,75.0,1.0,12.0,11.0,100.0
chck82,eval,rel_ge1_postrel_ops_2,817,24.23500611995104,255,38.8235294117647,255,38.8235294117647,2.5813953488372094,8.664626682986537,2.0,100.0
chck82,eval,rel_ge1_postrel_ops_3,513,23.391812865497077,157,39.49044585987261,157,39.49044585987261,2.415204678362573,9.015594541910332,3.0,100.0
chck82,eval,rel_ge1_postrel_ops_4,343,14.868804664723031,106,43.39622641509434,106,43.39622641509434,2.250728862973761,9.177842565597668,4.0,100.0
chck82,eval,rel_ge1_postrel_ops_5,214,11.214953271028037,56,28.571428571428573,56,28.571428571428573,2.0186915887850465,9.686915887850468,5.0,100.0
chck82,eval,rel_ge1_postrel_ops_6,143,12.587412587412587,32,37.5,32,37.5,1.8391608391608392,9.937062937062937,6.0,100.0
chck82,eval,rel_ge1_postrel_ops_7,75,8.0,23,21.73913043478261,23,21.73913043478261,1.48,10.24,7.0,100.0
chck82,eval,rel_ge1_postrel_ops_8,40,17.5,13,38.46153846153846,13,38.46153846153846,1.325,10.3,8.0,100.0
chck82,eval,rel_ge1_postrel_ops_9,23,4.3478260869565215,6,66.66666666666667,6,66.66666666666667,1.3043478260869565,11.130434782608695,9.0,100.0
chck82,eval,rel_ge1_postrel_ops_gt0,3389,22.18943641192092,1026,35.76998050682261,1026,35.76998050682261,2.4417232221894363,8.817645323104161,2.638241369135438,100.0
chck82,eval,rel_ge3,2650,30.150943396226417,1553,36.83193818415969,554,33.75451263537906,3.6520754716981134,9.80188679245283,1.2532075471698114,100.0
chck82,eval,rel_ge3_postrel_ops0,1114,34.56014362657091,1114,37.432675044883304,115,27.82608695652174,3.708258527827648,9.392280071813286,0.0,100.0
chck82,eval,rel_ge3_postrel_ops_gt0,1536,26.953125,439,35.30751708428246,439,35.30751708428246,3.611328125,10.098958333333334,2.162109375,100.0
chck82,eval,rel_updates_0,1541,37.44321868916288,321,23.052959501557634,321,23.052959501557634,0.0,3.388059701492537,3.388059701492537,100.0
chck82,eval,rel_updates_1,1323,16.780045351473923,639,26.447574334898277,317,31.861198738170348,1.0,6.316704459561603,2.4807256235827664,100.0
chck82,eval,rel_updates_2,1266,23.143759873617693,684,33.47953216374269,336,35.714285714285715,2.0,8.171406003159557,1.8467614533965244,100.0
chck82,eval,rel_updates_3,1230,27.804878048780488,711,36.70886075949367,309,34.95145631067961,3.0,9.44308943089431,1.473170731707317,100.0
chck82,eval,rel_updates_4,1112,32.014388489208635,653,36.60030627871363,192,34.895833333333336,4.0,10.02158273381295,1.10431654676259,100.0
chck82,eval,rel_updates_5,308,32.79220779220779,189,38.095238095238095,53,22.641509433962263,5.0,10.441558441558442,0.9123376623376623,100.0
chck82,eval,reported_numops_0,1541,37.44321868916288,321,23.052959501557634,321,23.052959501557634,0.0,3.388059701492537,3.388059701492537,100.0
chck82,eval,reported_numops_1,1274,15.85557299843014,614,25.570032573289904,301,32.22591362126246,1.0,6.229199372056515,2.502354788069074,100.0
chck82,eval,reported_numops_2,1217,22.67871815940838,654,33.48623853211009,332,35.54216867469879,1.9597370583401807,8.054231717337716,1.8742810188989318,100.0
chck82,eval,reported_numops_3,1240,28.548387096774192,714,36.69467787114846,313,34.82428115015974,2.9290322580645163,9.390322580645162,1.5153225806451613,100.0
chck82,eval,reported_numops_4,1175,31.148936170212767,688,36.627906976744185,206,34.95145631067961,3.9191489361702128,10.04595744680851,1.1046808510638297,100.0
chck82,eval,reported_numops_5,333,34.83483483483484,206,38.83495145631068,55,21.818181818181817,4.915915915915916,10.483483483483484,0.8858858858858859,100.0
chck82,eval,stale_available_not_gold,1221,27.436527436527438,681,34.948604992657856,275,32.0,2.994266994266994,9.25962325962326,1.4471744471744472,100.0
chck82,eval,total_ops_0,304,35.19736842105263,0,nan,0,nan,0.0,0.0,0.0,100.0
chck82,eval,total_ops_1,331,33.53474320241692,139,13.66906474820144,68,11.764705882352942,0.22356495468277945,1.0,0.7764350453172205,100.0
chck82,eval,total_ops_10,733,26.330150068212824,372,38.17204301075269,165,39.39393939393939,2.8076398362892223,10.0,2.2742155525238745,100.0
chck82,eval,total_ops_11,828,26.207729468599034,442,35.294117647058826,212,35.84905660377358,2.9504830917874396,11.0,2.3659420289855073,100.0
chck82,eval,total_ops_12,919,27.20348204570185,444,38.513513513513516,204,35.294117647058826,3.115342763873776,12.0,2.4689880304678997,100.0
chck82,eval,total_ops_2,339,30.088495575221238,131,19.84732824427481,66,19.696969696969695,0.4424778761061947,2.0,1.4188790560471976,100.0
chck82,eval,total_ops_3,358,28.491620111731844,180,20.0,97,15.463917525773196,0.723463687150838,3.0,1.8044692737430168,100.0
chck82,eval,total_ops_4,369,28.726287262872628,171,24.56140350877193,87,26.436781609195403,1.005420054200542,4.0,2.105691056910569,100.0
chck82,eval,total_ops_5,393,27.480916030534353,179,32.402234636871505,86,31.3953488372093,1.3231552162849873,5.0,2.346055979643766,100.0
chck82,eval,total_ops_6,446,28.026905829596412,225,28.88888888888889,100,28.0,1.6591928251121075,6.0,2.318385650224215,100.0
chck82,eval,total_ops_7,508,25.984251968503937,261,31.417624521072796,114,27.19298245614035,2.045275590551181,7.0,2.2401574803149606,100.0
chck82,eval,total_ops_8,592,27.7027027027027,311,37.62057877813505,160,37.5,2.285472972972973,8.0,2.429054054054054,100.0
chck82,eval,total_ops_9,660,26.363636363636363,342,38.01169590643275,169,37.8698224852071,2.5196969696969695,9.0,2.3848484848484848,100.0
chck82,eval,type_ambiref,2315,25.91792656587473,1098,34.790528233151186,517,34.81624758220503,2.0872570194384448,7.525701943844492,2.127861771058315,100.0
chck82,eval,type_move_contents,2227,29.636281993713517,1043,29.81783317353787,489,26.789366053169733,1.8792096991468343,7.292321508756174,2.092501122586439,100.0
chck82,eval,type_regular,2238,28.194816800714925,1056,33.23863636363637,522,32.758620689655174,2.0178731009830204,7.254691689008043,2.0446827524575513,100.0
coherent86,eval,ALL,6780,27.831858407079647,3197,32.87456990928996,1528,31.93717277486911,1.9960176991150442,7.359587020648967,2.0887905604719763,100.0
coherent86,eval,lastop_affects_query,1850,30.43243243243243,1850,32.810810810810814,181,24.30939226519337,2.842162162162162,7.996756756756756,0.0,100.0
coherent86,eval,lastop_not_query,4930,26.855983772819474,1347,32.962138084632514,1347,32.962138084632514,1.6784989858012171,7.120486815415822,2.8726166328600407,100.0
coherent86,eval,lastop_recency_gold,1850,30.43243243243243,1850,32.810810810810814,181,24.30939226519337,2.842162162162162,7.996756756756756,0.0,100.0
