token_class,contrast,role_a,role_b,n,delta_T,T_a,T_b,delta_U,U_a,U_b,delta_N,N_a,N_b,delta_A_T,A_T_a,A_T_b,delta_A_U,A_U_a,A_U_b,delta_G,G_a,G_b
overlap,RminusC,R,C,3160,-0.09194928021200921,1.7510962774559442,1.8430455576679534,-0.3382298635712315,7.814025020192502,8.152254883763733,-0.2665020992038265,8.060819711996034,8.32732181119986,-0.17455281899181685,6.30972343454009,6.484276253531907,0.07172776436740691,0.24679469180353308,0.17506692743612617,-0.24628058335922276,6.062928742736557,6.30920932609578
overlap,VminusC,V,C,3160,-0.9362133596122858,0.9068321980556676,1.8430455576679534,-0.36260290457041755,7.789651979193316,8.152254883763733,-0.34924801446591847,7.978073796733942,8.32732181119986,0.5869653451463677,7.071241598678275,6.484276253531907,0.01335489010450111,0.18842181754062728,0.17506692743612617,0.5736104550418686,6.882819781137648,6.30920932609578
overlap,HVminusC,HV,C,3160,-0.7002530287035753,1.142792528964378,1.8430455576679534,-0.536115931360226,7.6161389524035075,8.152254883763733,-0.6277659212999476,7.699555889899913,8.32732181119986,0.07248710740362796,6.556763360935535,6.484276253531907,-0.09164998993972111,0.08341693749640507,0.17506692743612617,0.16413709734334958,6.473346423439129,6.30920932609578
overlap,HVminusV,HV,V,3160,0.2359603309087105,1.142792528964378,0.9068321980556676,-0.1735130267898084,7.6161389524035075,7.789651979193316,-0.2785179068340291,7.699555889899913,7.978073796733942,-0.5144782377427397,6.556763360935535,7.071241598678275,-0.10500488004422222,0.08341693749640507,0.18842181754062728,-0.409473357698519,6.473346423439129,6.882819781137648
overlap,VminusHV,V,HV,3160,-0.2359603309087105,0.9068321980556676,1.142792528964378,0.1735130267898084,7.789651979193316,7.6161389524035075,0.2785179068340291,7.978073796733942,7.699555889899913,0.5144782377427397,7.071241598678275,6.556763360935535,0.10500488004422222,0.18842181754062728,0.08341693749640507,0.409473357698519,6.882819781137648,6.473346423439129
overlap,HMminusC,HM,C,3160,-0.7530535312011841,1.0899920264667693,1.8430455576679534,-0.3778361896627169,7.7744186941010165,8.152254883763733,-0.3534851828905392,7.973836628309321,8.32732181119986,0.3995683483106447,6.883844601842552,6.484276253531907,0.02435100677217858,0.19941793420830475,0.17506692743612617,0.37521734153846786,6.684426667634248,6.30920932609578
overlap,HMminusHV,HM,HV,3160,-0.052800502497608814,1.0899920264667693,1.142792528964378,0.15827974169750902,7.7744186941010165,7.6161389524035075,0.27428073840940836,7.973836628309321,7.699555889899913,0.32708124090701673,6.883844601842552,6.556763360935535,0.11600099671189969,0.19941793420830475,0.08341693749640507,0.21108024419511828,6.684426667634248,6.473346423439129
overlap,HVminusHM,HV,HM,3160,0.052800502497608814,1.142792528964378,1.0899920264667693,-0.15827974169750902,7.6161389524035075,7.7744186941010165,-0.27428073840940836,7.699555889899913,7.973836628309321,-0.32708124090701673,6.556763360935535,6.883844601842552,-0.11600099671189969,0.08341693749640507,0.19941793420830475,-0.21108024419511828,6.473346423439129,6.684426667634248
overlap,HMminusV,HM,V,3160,0.18315982841110168,1.0899920264667693,0.9068321980556676,-0.015233285092299376,7.7744186941010165,7.789651979193316,-0.004237168424620741,7.973836628309321,7.978073796733942,-0.18739699683572297,6.883844601842552,7.071241598678275,0.010996116667677469,0.19941793420830475,0.18842181754062728,-0.19839311350340072,6.684426667634248,6.882819781137648
overlap,HMminusR,HM,R,3160,-0.6611042509891749,1.0899920264667693,1.7510962774559442,-0.0396063260914854,7.7744186941010165,7.814025020192502,-0.0869830836867127,7.973836628309321,8.060819711996034,0.5741211673024615,6.883844601842552,6.30972343454009,-0.04737675759522833,0.19941793420830475,0.24679469180353308,0.6214979248976906,6.684426667634248,6.062928742736557
