window,checkpoint,words,dose_name,dose,rho,metric,clean,view,repeat,V_minus_C,R_minus_C,V_minus_R,identity_residual,view_growth_vs_1x,repeat_growth_vs_1x,VR_growth_vs_1x,repeat_deterioration_component,view_growth_component,view_share_of_VR_growth,repeat_deterioration_share_of_VR_growth,family,mean,median,min,max,stdev,n,positive,negative
common_10M_80M,chck_10M,10000000,dose1p82,1.8209293539856442,0.07712,Reading,7.68,7.699999999999999,7.515,0.019999999999999574,-0.16500000000000004,0.1849999999999996,0.0,0.5399999999999991,-0.03500000000000103,0.5750000000000002,0.03500000000000103,0.5399999999999991,0.9391304347826069,0.060869565217393076,,,,,,,,,
common_10M_80M,chck_10M,10000000,dose1p82,1.8209293539856442,0.07712,cheap6_no_GlobalPIQA,38.846666666666664,38.245,38.70916666666667,-0.6016666666666666,-0.13749999999999574,-0.46416666666667084,0.0,0.13666666666666316,-0.139166666666668,0.27583333333333115,0.139166666666668,0.13666666666666316,0.49546827794561055,0.5045317220543895,,,,,,,,,
common_10M_80M,chck_10M,10000000,dose1p82,1.8209293539856442,0.07712,cheap5_no_GlobalPIQA_Reading,45.08,44.354,44.948,-0.7259999999999991,-0.1319999999999979,-0.5940000000000012,0.0,0.055999999999997385,-0.1600000000000037,0.21600000000000108,0.1600000000000037,0.055999999999997385,0.25925925925924587,0.7407407407407541,,,,,,,,,
common_10M_80M,chck_10M,10000000,dose1p82,1.8209293539856442,0.07712,EWoK_plus_Entity_sum,66.82,66.03,66.11,-0.789999999999992,-0.7099999999999937,-0.0799999999999983,0.0,0.9399999999999977,-0.23999999999999488,1.1799999999999926,0.23999999999999488,0.9399999999999977,0.7966101694915285,0.2033898305084715,,,,,,,,,
common_10M_80M,chck_10M,10000000,dose2p64,2.641480921798262,0.111872,BLiMP,53.91,56.09,56.22,2.180000000000007,2.3100000000000023,-0.12999999999999545,0.0,-0.03999999999999915,0.29999999999999716,-0.3399999999999963,-0.29999999999999716,-0.03999999999999915,0.11764705882352819,0.8823529411764718,,,,,,,,,
common_10M_80M,chck_10M,10000000,dose2p64,2.641480921798262,0.111872,Supplement,54.62,52.04,53.52,-2.5799999999999983,-1.0999999999999943,-1.480000000000004,0.0,1.7299999999999969,0.030000000000001137,1.6999999999999957,-0.030000000000001137,1.7299999999999969,1.01764705882353,-0.017647058823530126,,,,,,,,,
common_10M_80M,chck_10M,10000000,dose2p64,2.641480921798262,0.111872,EWoK,50.32,49.57,48.89,-0.75,-1.4299999999999997,0.6799999999999997,0.0,0.6899999999999977,0.0799999999999983,0.6099999999999994,-0.0799999999999983,0.6899999999999977,1.1311475409836038,-0.13114754098360387,,,,,,,,,
common_10M_80M,chck_10M,10000000,dose2p64,2.641480921798262,0.111872,Entity,16.5,17.42,18.39,0.9200000000000017,1.8900000000000006,-0.9699999999999989,0.0,1.2100000000000009,0.8500000000000014,0.35999999999999943,-0.8500000000000014,1.2100000000000009,3.3611111111111187,-2.3611111111111187,,,,,,,,,
common_10M_80M,chck_10M,10000000,dose2p64,2.641480921798262,0.111872,COMPS,50.05,50.14,50.23,0.09000000000000341,0.17999999999999972,-0.0899999999999963,0.0,0.17999999999999972,0.44999999999999574,-0.269999999999996,-0.44999999999999574,0.17999999999999972,-0.6666666666666754,1.6666666666666754,,,,,,,,,
common_10M_80M,chck_10M,10000000,dose2p64,2.641480921798262,0.111872,Reading,7.68,8.125,8.61,0.4450000000000003,0.9299999999999997,-0.48499999999999943,0.0,0.9649999999999999,1.0599999999999987,-0.09499999999999886,-1.0599999999999987,0.9649999999999999,-10.157894736842225,11.157894736842225,,,,,,,,,
common_10M_80M,chck_10M,10000000,dose2p64,2.641480921798262,0.111872,cheap6_no_GlobalPIQA,38.846666666666664,38.8975,39.31,0.05083333333333684,0.46333333333333826,-0.4125000000000014,0.0,0.7891666666666666,0.461666666666666,0.32750000000000057,-0.461666666666666,0.7891666666666666,2.4096692111959244,-1.4096692111959244,,,,,,,,,
common_10M_80M,chck_10M,10000000,dose2p64,2.641480921798262,0.111872,cheap5_no_GlobalPIQA_Reading,45.08,45.052,45.45,-0.027999999999998693,0.37000000000000455,-0.39800000000000324,0.0,0.7539999999999978,0.34199999999999875,0.41199999999999903,-0.34199999999999875,0.7539999999999978,1.8300970873786397,-0.8300970873786397,,,,,,,,,
common_10M_80M,chck_10M,10000000,dose2p64,2.641480921798262,0.111872,EWoK_plus_Entity_sum,66.82,66.99000000000001,67.28,0.17000000000001592,0.46000000000000796,-0.28999999999999204,0.0,1.9000000000000057,0.9300000000000068,0.9699999999999989,-0.9300000000000068,1.9000000000000057,1.9587628865979463,-0.9587628865979463,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1,1.0,0.042352,BLiMP,58.74,59.69,59.22,0.9499999999999957,0.4799999999999969,0.46999999999999886,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1,1.0,0.042352,Supplement,57.21,55.45,56.8,-1.759999999999998,-0.4100000000000037,-1.3499999999999943,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1,1.0,0.042352,EWoK,49.14,50.73,50.78,1.5899999999999963,1.6400000000000006,-0.05000000000000426,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1,1.0,0.042352,Entity,19.59,18.65,18.93,-0.9400000000000013,-0.6600000000000001,-0.28000000000000114,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1,1.0,0.042352,COMPS,51.0,50.26,50.42,-0.740000000000002,-0.5799999999999983,-0.1600000000000037,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1,1.0,0.042352,Reading,8.625,8.67,8.51,0.04499999999999993,-0.11500000000000021,0.16000000000000014,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1,1.0,0.042352,cheap6_no_GlobalPIQA,40.7175,40.574999999999996,40.776666666666664,-0.1425000000000054,0.05916666666666259,-0.201666666666668,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1,1.0,0.042352,cheap5_no_GlobalPIQA_Reading,47.136,46.955999999999996,47.23,-0.18000000000000682,0.09399999999999409,-0.2740000000000009,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1,1.0,0.042352,EWoK_plus_Entity_sum,68.73,69.38,69.71000000000001,0.6499999999999915,0.980000000000004,-0.3300000000000125,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1p82,1.8209293539856442,0.07712,BLiMP,58.74,60.44,59.65,1.6999999999999957,0.9099999999999966,0.7899999999999991,0.0,0.75,0.4299999999999997,0.3200000000000003,-0.4299999999999997,0.75,2.343749999999998,-1.343749999999998,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1p82,1.8209293539856442,0.07712,Supplement,57.21,56.61,57.52,-0.6000000000000014,0.3100000000000023,-0.9100000000000037,0.0,1.1599999999999966,0.720000000000006,0.4399999999999906,-0.720000000000006,1.1599999999999966,2.6363636363636846,-1.6363636363636849,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1p82,1.8209293539856442,0.07712,EWoK,49.14,51.01,49.66,1.8699999999999974,0.519999999999996,1.3500000000000014,0.0,0.28000000000000114,-1.1200000000000045,1.4000000000000057,1.1200000000000045,0.28000000000000114,0.2,0.8,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1p82,1.8209293539856442,0.07712,Entity,19.59,19.53,19.27,-0.05999999999999872,-0.3200000000000003,0.26000000000000156,0.0,0.8800000000000026,0.33999999999999986,0.5400000000000027,-0.33999999999999986,0.8800000000000026,1.6296296296296262,-0.6296296296296262,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1p82,1.8209293539856442,0.07712,COMPS,51.0,50.23,50.67,-0.7700000000000031,-0.3299999999999983,-0.44000000000000483,0.0,-0.030000000000001137,0.25,-0.28000000000000114,-0.25,-0.030000000000001137,0.10714285714286077,0.8928571428571392,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1p82,1.8209293539856442,0.07712,Reading,8.625,7.915,8.135,-0.71,-0.4900000000000002,-0.21999999999999975,0.0,-0.7549999999999999,-0.375,-0.3799999999999999,0.375,-0.7549999999999999,1.9868421052631582,-0.9868421052631582,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1p82,1.8209293539856442,0.07712,cheap6_no_GlobalPIQA,40.7175,40.95583333333333,40.8175,0.23833333333332973,0.10000000000000142,0.1383333333333283,0.0,0.38083333333333513,0.04083333333333883,0.3399999999999963,-0.04083333333333883,0.38083333333333513,1.1200980392157038,-0.12009803921570374,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1p82,1.8209293539856442,0.07712,cheap5_no_GlobalPIQA_Reading,47.136,47.564,47.354,0.42799999999999727,0.21799999999999642,0.21000000000000085,0.0,0.6080000000000041,0.12400000000000233,0.48400000000000176,-0.12400000000000233,0.6080000000000041,1.2561983471074418,-0.2561983471074419,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose1p82,1.8209293539856442,0.07712,EWoK_plus_Entity_sum,68.73,70.53999999999999,68.92999999999999,1.809999999999988,0.19999999999998863,1.6099999999999994,0.0,1.1599999999999966,-0.7800000000000153,1.940000000000012,0.7800000000000153,1.1599999999999966,0.5979381443298915,0.40206185567010855,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose2p64,2.641480921798262,0.111872,BLiMP,58.74,59.99,60.87,1.25,2.1299999999999955,-0.8799999999999955,0.0,0.30000000000000426,1.6499999999999986,-1.3499999999999943,-1.6499999999999986,0.30000000000000426,-0.22222222222222632,1.2222222222222263,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose2p64,2.641480921798262,0.111872,Supplement,57.21,57.9,57.9,0.6899999999999977,0.6899999999999977,0.0,0.0,2.4499999999999957,1.1000000000000014,1.3499999999999943,-1.1000000000000014,2.4499999999999957,1.8148148148148193,-0.8148148148148193,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose2p64,2.641480921798262,0.111872,EWoK,49.14,50.2,50.16,1.0600000000000023,1.019999999999996,0.04000000000000625,0.0,-0.529999999999994,-0.6200000000000045,0.09000000000001052,0.6200000000000045,-0.529999999999994,-5.888888888888134,6.888888888888134,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose2p64,2.641480921798262,0.111872,Entity,19.59,17.99,19.8,-1.6000000000000014,0.21000000000000085,-1.8100000000000023,0.0,-0.6600000000000001,0.870000000000001,-1.5300000000000011,-0.870000000000001,-0.6600000000000001,0.43137254901960764,0.5686274509803924,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose2p64,2.641480921798262,0.111872,COMPS,51.0,50.27,50.63,-0.7299999999999969,-0.36999999999999744,-0.35999999999999943,0.0,0.010000000000005116,0.21000000000000085,-0.19999999999999574,-0.21000000000000085,0.010000000000005116,-0.05000000000002665,1.0500000000000267,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose2p64,2.641480921798262,0.111872,Reading,8.625,8.305,8.98,-0.3200000000000003,0.3550000000000004,-0.6750000000000007,0.0,-0.3650000000000002,0.47000000000000064,-0.8350000000000009,-0.47000000000000064,-0.3650000000000002,0.4371257485029938,0.5628742514970062,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose2p64,2.641480921798262,0.111872,cheap6_no_GlobalPIQA,40.7175,40.77583333333333,41.39,0.05833333333333002,0.6724999999999994,-0.6141666666666694,0.0,0.20083333333333542,0.6133333333333368,-0.4125000000000014,-0.6133333333333368,0.20083333333333542,-0.4868686868686902,1.4868686868686902,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose2p64,2.641480921798262,0.111872,cheap5_no_GlobalPIQA_Reading,47.136,47.269999999999996,47.872,0.13399999999999324,0.7359999999999971,-0.6020000000000039,0.0,0.31400000000000006,0.642000000000003,-0.32800000000000296,-0.642000000000003,0.31400000000000006,-0.9573170731707232,1.9573170731707232,,,,,,,,,
common_10M_80M,chck_20M,20000000,dose2p64,2.641480921798262,0.111872,EWoK_plus_Entity_sum,68.73,68.19,69.96,-0.5400000000000063,1.2299999999999898,-1.769999999999996,0.0,-1.1899999999999977,0.2499999999999858,-1.4399999999999835,-0.2499999999999858,-1.1899999999999977,0.8263888888888967,0.17361111111110322,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1,1.0,0.042352,BLiMP,61.85,63.08,63.01,1.2299999999999969,1.1599999999999966,0.07000000000000028,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1,1.0,0.042352,Supplement,57.55,57.86,57.94,0.3100000000000023,0.39000000000000057,-0.0799999999999983,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1,1.0,0.042352,EWoK,48.45,48.43,50.62,-0.020000000000003126,2.1699999999999946,-2.1899999999999977,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1,1.0,0.042352,Entity,21.29,22.61,25.39,1.3200000000000003,4.100000000000001,-2.780000000000001,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1,1.0,0.042352,COMPS,50.97,51.17,51.13,0.20000000000000284,0.1600000000000037,0.03999999999999915,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1,1.0,0.042352,Reading,7.63,8.09,7.6,0.45999999999999996,-0.03000000000000025,0.4900000000000002,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1,1.0,0.042352,cheap6_no_GlobalPIQA,41.29,41.873333333333335,42.615,0.5833333333333357,1.3250000000000028,-0.7416666666666671,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1,1.0,0.042352,cheap5_no_GlobalPIQA_Reading,48.022000000000006,48.63,49.618,0.607999999999997,1.5959999999999965,-0.9879999999999995,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1,1.0,0.042352,EWoK_plus_Entity_sum,69.74000000000001,71.03999999999999,76.00999999999999,1.299999999999983,6.269999999999982,-4.969999999999999,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1p82,1.8209293539856442,0.07712,BLiMP,61.85,61.69,60.13,-0.1600000000000037,-1.7199999999999989,1.5599999999999952,0.0,-1.3900000000000006,-2.8799999999999955,1.4899999999999949,2.8799999999999955,-1.3900000000000006,-0.932885906040272,1.932885906040272,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1p82,1.8209293539856442,0.07712,Supplement,57.55,59.01,57.65,1.4600000000000009,0.10000000000000142,1.3599999999999994,0.0,1.1499999999999986,-0.28999999999999915,1.4399999999999977,0.28999999999999915,1.1499999999999986,0.7986111111111114,0.20138888888888862,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1p82,1.8209293539856442,0.07712,EWoK,48.45,49.44,50.55,0.9899999999999949,2.0999999999999943,-1.1099999999999994,0.0,1.009999999999998,-0.07000000000000028,1.0799999999999983,0.07000000000000028,1.009999999999998,0.9351851851851848,0.06481481481481519,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1p82,1.8209293539856442,0.07712,Entity,21.29,22.9,21.19,1.6099999999999994,-0.09999999999999787,1.7099999999999973,0.0,0.28999999999999915,-4.199999999999999,4.489999999999998,4.199999999999999,0.28999999999999915,0.06458797327394193,0.935412026726058,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1p82,1.8209293539856442,0.07712,COMPS,50.97,50.48,50.68,-0.490000000000002,-0.28999999999999915,-0.20000000000000284,0.0,-0.6900000000000048,-0.45000000000000284,-0.240000000000002,0.45000000000000284,-0.6900000000000048,2.8749999999999964,-1.8749999999999962,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1p82,1.8209293539856442,0.07712,Reading,7.63,7.984999999999999,7.994999999999999,0.35499999999999954,0.3649999999999993,-0.009999999999999787,0.0,-0.10500000000000043,0.3949999999999996,-0.5,-0.3949999999999996,-0.10500000000000043,0.21000000000000085,0.7899999999999991,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1p82,1.8209293539856442,0.07712,cheap6_no_GlobalPIQA,41.29,41.9175,41.365833333333335,0.6274999999999977,0.07583333333333542,0.5516666666666623,0.0,0.044166666666662024,-1.2491666666666674,1.2933333333333294,1.2491666666666674,0.044166666666662024,0.03414948453607899,0.965850515463921,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1p82,1.8209293539856442,0.07712,cheap5_no_GlobalPIQA_Reading,48.022000000000006,48.70399999999999,48.04,0.681999999999988,0.017999999999993577,0.6639999999999944,0.0,0.07399999999999096,-1.578000000000003,1.651999999999994,1.578000000000003,0.07399999999999096,0.044794188861980166,0.9552058111380198,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose1p82,1.8209293539856442,0.07712,EWoK_plus_Entity_sum,69.74000000000001,72.34,71.74,2.5999999999999943,1.9999999999999858,0.6000000000000085,0.0,1.3000000000000114,-4.269999999999996,5.570000000000007,4.269999999999996,1.3000000000000114,0.23339317773788323,0.7666068222621167,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose2p64,2.641480921798262,0.111872,BLiMP,61.85,60.3,62.44,-1.5500000000000043,0.5899999999999963,-2.1400000000000006,0.0,-2.780000000000001,-0.5700000000000003,-2.210000000000001,0.5700000000000003,-2.780000000000001,1.257918552036199,-0.2579185520361991,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose2p64,2.641480921798262,0.111872,Supplement,57.55,55.09,54.98,-2.4599999999999937,-2.5700000000000003,0.11000000000000654,0.0,-2.769999999999996,-2.960000000000001,0.19000000000000483,2.960000000000001,-2.769999999999996,-14.57894736842066,15.57894736842066,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose2p64,2.641480921798262,0.111872,EWoK,48.45,49.12,50.76,0.6699999999999946,2.309999999999995,-1.6400000000000006,0.0,0.6899999999999977,0.14000000000000057,0.5499999999999972,-0.14000000000000057,0.6899999999999977,1.2545454545454569,-0.2545454545454569,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose2p64,2.641480921798262,0.111872,Entity,21.29,24.82,23.01,3.530000000000001,1.7200000000000024,1.8099999999999987,0.0,2.210000000000001,-2.379999999999999,4.59,2.379999999999999,2.210000000000001,0.4814814814814817,0.5185185185185183,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose2p64,2.641480921798262,0.111872,COMPS,50.97,50.3,50.38,-0.6700000000000017,-0.5899999999999963,-0.0800000000000054,0.0,-0.8700000000000045,-0.75,-0.12000000000000455,0.75,-0.8700000000000045,7.249999999999763,-6.249999999999763,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose2p64,2.641480921798262,0.111872,Reading,7.63,9.165000000000001,8.280000000000001,1.535000000000001,0.6500000000000012,0.8849999999999998,0.0,1.075000000000001,0.6800000000000015,0.3949999999999996,-0.6800000000000015,1.075000000000001,2.7215189873417778,-1.7215189873417778,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose2p64,2.641480921798262,0.111872,cheap6_no_GlobalPIQA,41.29,41.46583333333333,41.641666666666666,0.17583333333332973,0.35166666666666657,-0.17583333333333684,0.0,-0.40750000000000597,-0.9733333333333363,0.5658333333333303,0.9733333333333363,-0.40750000000000597,-0.7201767304860233,1.7201767304860232,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose2p64,2.641480921798262,0.111872,cheap5_no_GlobalPIQA_Reading,48.022000000000006,47.926,48.314,-0.09600000000000364,0.2919999999999945,-0.3879999999999981,0.0,-0.7040000000000006,-1.304000000000002,0.6000000000000014,1.304000000000002,-0.7040000000000006,-1.1733333333333316,2.1733333333333316,,,,,,,,,
common_10M_80M,chck_30M,30000000,dose2p64,2.641480921798262,0.111872,EWoK_plus_Entity_sum,69.74000000000001,73.94,73.77,4.199999999999989,4.029999999999987,0.1700000000000017,0.0,2.9000000000000057,-2.239999999999995,5.140000000000001,2.239999999999995,2.9000000000000057,0.5642023346303512,0.43579766536964876,,,,,,,,,
common_10M_80M,chck_40M,40000000,dose1,1.0,0.042352,BLiMP,62.84,63.19,63.82,0.3499999999999943,0.9799999999999969,-0.6300000000000026,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_40M,40000000,dose1,1.0,0.042352,Supplement,56.21,57.6,58.2,1.3900000000000006,1.990000000000002,-0.6000000000000014,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_40M,40000000,dose1,1.0,0.042352,EWoK,48.05,48.23,51.92,0.17999999999999972,3.8700000000000045,-3.690000000000005,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_40M,40000000,dose1,1.0,0.042352,Entity,24.81,26.81,23.06,2.0,-1.75,3.75,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_40M,40000000,dose1,1.0,0.042352,COMPS,51.15,52.44,51.19,1.2899999999999991,0.03999999999999915,1.25,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_40M,40000000,dose1,1.0,0.042352,Reading,7.175000000000001,8.675,7.375,1.5,0.1999999999999993,1.3000000000000007,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_40M,40000000,dose1,1.0,0.042352,cheap6_no_GlobalPIQA,41.70583333333334,42.82416666666666,42.594166666666666,1.1183333333333252,0.8883333333333283,0.22999999999999687,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_40M,40000000,dose1,1.0,0.042352,cheap5_no_GlobalPIQA_Reading,48.612,49.653999999999996,49.638,1.0419999999999945,1.0259999999999962,0.015999999999998238,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_40M,40000000,dose1,1.0,0.042352,EWoK_plus_Entity_sum,72.86,75.03999999999999,74.98,2.1799999999999926,2.1200000000000045,0.05999999999998806,0.0,0.0,0.0,0.0,-0.0,0.0,,,,,,,,,,,
common_10M_80M,chck_40M,40000000,dose1p82,1.8209293539856442,0.07712,BLiMP,62.84,63.14,62.79,0.29999999999999716,-0.05000000000000426,0.3500000000000014,0.0,-0.04999999999999716,-1.0300000000000011,0.980000000000004,1.0300000000000011,-0.04999999999999716,-0.0510204081632622,1.0510204081632621,,,,,,,,,
common_10M_80M,chck_40M,40000000,dose1p82,1.8209293539856442,0.07712,Supplement,56.21,59.59,58.46,3.3800000000000026,2.25,1.1300000000000026,0.0,1.990000000000002,0.259999999999998,1.730000000000004,-0.259999999999998,1.990000000000002,1.150289017341039,-0.15028901734103897,,,,,,,,,
common_10M_80M,chck_40M,40000000,dose1p82,1.8209293539856442,0.07712,EWoK,48.05,48.01,49.35,-0.03999999999999915,1.3000000000000043,-1.3400000000000034,0.0,-0.21999999999999886,-2.5700000000000003,2.3500000000000014,2.5700000000000003,-0.21999999999999886,-0.0936170212765952,1.0936170212765952,,,,,,,,,
