window,checkpoint,words,dose_name,dose,rho,metric,clean,view,repeat,V_minus_C,R_minus_C,V_minus_R,identity_residual,view_growth_vs_1x,repeat_growth_vs_1x,VR_growth_vs_1x,repeat_deterioration_component,view_growth_component,view_share_of_VR_growth,repeat_deterioration_share_of_VR_growth,family,mean,median,min,max,stdev,n,positive,negative,component
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,EWoK,-1.165,-1.4000000000000021,-2.8200000000000003,1.3500000000000014,1.3765277227243093,8,2,6,V_minus_R
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,EWoK,-0.5949999999999998,-0.125,-2.6599999999999966,1.009999999999998,1.3074402472006112,8,3,5,view_growth_vs_1x
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,EWoK,-0.3125000000000009,-0.045000000000001705,-2.5700000000000003,0.9500000000000028,1.2148927054329879,8,3,5,repeat_growth_vs_1x
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,EWoK,-0.28249999999999886,-0.29499999999999815,-3.059999999999995,2.3500000000000014,1.8534581578382459,8,4,4,VR_growth_vs_1x
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,Entity,2.185,1.8499999999999996,-0.05999999999999872,4.84,1.7218013822738087,8,7,1,V_minus_C
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,Entity,1.1187500000000004,1.370000000000001,-1.5399999999999991,3.3200000000000003,1.6892469793203289,8,5,3,R_minus_C
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,Entity,1.0662499999999997,1.1400000000000006,-0.35999999999999943,2.9499999999999993,1.055758867220297,8,7,1,V_minus_R
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,Entity,0.73,0.5199999999999996,-0.5899999999999999,2.4499999999999993,1.0176724143147164,8,6,2,view_growth_vs_1x
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,Entity,0.22250000000000014,0.5500000000000007,-4.199999999999999,1.9699999999999989,1.9403147756411656,8,6,2,repeat_growth_vs_1x
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,Entity,0.5074999999999998,0.5100000000000016,-1.5400000000000027,4.489999999999998,1.846129155054667,8,5,3,VR_growth_vs_1x
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,COMPS,-0.12375000000000114,-0.07000000000000028,-0.7700000000000031,0.30000000000000426,0.39125941339657155,8,4,4,V_minus_C
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,COMPS,-0.14124999999999943,-0.18499999999999872,-0.3299999999999983,0.0800000000000054,0.16426785617225514,8,2,6,R_minus_C
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,COMPS,0.017499999999998295,-0.129999999999999,-0.44000000000000483,0.5,0.3540681935931075,8,3,5,V_minus_R
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,COMPS,-0.5450000000000008,-0.5900000000000034,-1.009999999999998,0.10000000000000142,0.4182958624842326,8,1,7,view_growth_vs_1x
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,COMPS,-0.27249999999999996,-0.39000000000000057,-0.7800000000000011,0.3500000000000014,0.3870677312453589,8,2,6,repeat_growth_vs_1x
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,COMPS,-0.27250000000000085,-0.26500000000000057,-0.75,0.36999999999999744,0.34742933505555074,8,2,6,VR_growth_vs_1x
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,Reading,0.43374999999999986,0.5424999999999995,-0.71,1.1750000000000007,0.5769733219878667,8,7,1,V_minus_C
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,Reading,0.3018749999999999,0.2924999999999991,-0.4900000000000002,0.8300000000000001,0.48024500815432,8,6,2,R_minus_C
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,Reading,0.13187499999999996,0.1475000000000004,-0.21999999999999975,0.41999999999999993,0.24829328136586493,8,5,3,V_minus_R
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,Reading,-0.2468750000000003,-0.2549999999999999,-0.8600000000000012,0.5399999999999991,0.48079500755073795,8,3,5,view_growth_vs_1x
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,Reading,0.050000000000000044,-0.007500000000000284,-0.375,0.7150000000000007,0.3612181770461883,8,4,4,repeat_growth_vs_1x
common_10M_80M,,,dose1p82,1.8209293539856442,0.07712,,,,,,,,,,,,,,,,Reading,-0.29687500000000033,-0.43999999999999995,-0.8800000000000008,0.5750000000000002,0.44638978402928803,8,1,7,VR_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,BLiMP,1.0825000000000005,1.4950000000000045,-1.5500000000000043,2.180000000000007,1.1725887112343747,8,7,1,V_minus_C
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,BLiMP,1.2875000000000014,1.4550000000000054,-0.3400000000000034,2.3100000000000023,0.8654767472324155,8,7,1,R_minus_C
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,BLiMP,-0.20500000000000096,-0.10000000000000142,-2.1400000000000006,0.7899999999999991,0.939224604204369,8,3,5,V_minus_R
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,BLiMP,0.06875000000000053,0.245000000000001,-2.780000000000001,1.1899999999999977,1.2284070695707634,8,6,2,view_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,BLiMP,0.07000000000000117,0.18500000000000227,-1.3200000000000003,1.6499999999999986,0.8979659554475639,8,5,3,repeat_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,BLiMP,-0.0012500000000006395,0.3049999999999997,-2.210000000000001,1.4200000000000017,1.2510959481305046,8,5,3,VR_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Supplement,1.2125000000000012,1.2299999999999969,-2.5799999999999983,4.190000000000005,2.699215494493591,8,6,2,V_minus_C
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Supplement,0.10874999999999968,0.4450000000000003,-2.5700000000000003,3.039999999999999,1.644657476280612,8,5,3,R_minus_C
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Supplement,1.1037500000000016,0.6950000000000038,-1.480000000000004,3.4100000000000037,1.694351435126222,8,6,1,V_minus_R
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Supplement,0.9350000000000005,1.884999999999998,-2.769999999999996,2.720000000000006,1.9322969307462623,8,5,3,view_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Supplement,-0.7350000000000012,-0.8100000000000023,-2.960000000000001,1.8699999999999974,1.7199750828759954,8,3,5,repeat_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Supplement,1.6700000000000017,1.524999999999995,-0.3299999999999983,3.9200000000000017,1.4897363141557245,8,7,1,VR_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,EWoK,0.3212500000000009,0.4049999999999976,-0.75,1.1600000000000037,0.7142916071185493,8,5,3,V_minus_C
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,EWoK,0.9275000000000002,1.2199999999999989,-1.4299999999999997,2.740000000000002,1.4497265752055246,8,6,2,R_minus_C
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,EWoK,-0.6062499999999993,-0.3149999999999977,-3.210000000000001,0.8399999999999963,1.3251623889708226,8,3,5,V_minus_R
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,EWoK,0.27000000000000046,0.6899999999999977,-2.0,1.9200000000000017,1.3828128682404672,8,5,3,view_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,EWoK,-0.006250000000001421,0.10999999999999943,-2.450000000000003,1.2800000000000011,1.1639579950692873,8,5,3,repeat_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,EWoK,0.2762500000000019,0.5799999999999983,-3.280000000000001,3.430000000000007,2.1409473036819144,8,6,2,VR_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Entity,2.44125,2.960000000000001,-1.6000000000000014,4.739999999999998,1.9447250081034226,8,7,1,V_minus_C
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Entity,0.37875000000000103,0.9300000000000015,-3.7099999999999973,2.3099999999999987,1.9942591714361353,8,6,2,R_minus_C
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Entity,2.062499999999999,2.019999999999998,-1.8100000000000023,6.5,2.673690600756084,8,6,2,V_minus_R
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Entity,0.9862500000000001,0.9200000000000017,-0.6600000000000001,2.210000000000001,0.8454911928239448,8,7,1,view_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Entity,-0.5174999999999992,0.26500000000000057,-3.8699999999999974,2.580000000000002,2.2842801304318425,8,4,4,repeat_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Entity,1.5037499999999993,0.884999999999998,-1.8100000000000023,4.789999999999999,2.623955234265359,8,6,2,VR_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,COMPS,-0.13874999999999993,0.004999999999999005,-0.7299999999999969,0.46000000000000085,0.4106593130912428,8,4,4,V_minus_C
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,COMPS,-0.23125000000000018,-0.21000000000000085,-1.0300000000000011,0.490000000000002,0.4815877757110182,8,2,5,R_minus_C
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,COMPS,0.09250000000000025,0.00999999999999801,-0.35999999999999943,0.990000000000002,0.39514011981285185,8,4,4,V_minus_R
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,COMPS,-0.5599999999999996,-0.6099999999999994,-1.3299999999999983,0.17999999999999972,0.5151976042535255,8,2,6,view_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,COMPS,-0.3625000000000007,-0.34499999999999886,-1.0700000000000003,0.44999999999999574,0.5128282920655384,8,2,6,repeat_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,COMPS,-0.1974999999999989,-0.21999999999999886,-0.29999999999999716,0.00999999999999801,0.09996427933445394,8,1,7,VR_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Reading,0.5131249999999998,0.5324999999999998,-0.3200000000000003,1.535000000000001,0.5473960273095575,8,7,1,V_minus_C
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Reading,0.5800000000000001,0.5724999999999998,0.3550000000000004,0.9299999999999997,0.17800481534417628,8,8,0,R_minus_C
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Reading,-0.06687500000000024,-0.1575000000000002,-0.6750000000000007,0.8849999999999998,0.5333247302133503,8,4,4,V_minus_R
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Reading,-0.16750000000000032,-0.4475000000000007,-1.2850000000000001,1.075000000000001,0.8630634805323255,8,3,5,view_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Reading,0.3281250000000002,0.3799999999999999,-0.3200000000000003,1.0599999999999987,0.4437658447875409,8,6,2,repeat_growth_vs_1x
common_10M_80M,,,dose2p64,2.641480921798262,0.111872,,,,,,,,,,,,,,,,Reading,-0.49562500000000054,-0.49000000000000066,-1.2400000000000002,0.3949999999999996,0.5800273238637741,8,1,7,VR_growth_vs_1x
