i,item_id,split_key,source,target_kind,target_text,target_id,nll_base,top1_base,rank_base,nll_true,top1_true,rank_true,nll_decoy,top1_decoy,rank_decoy,changed_frac_bin,changed_target_frac_proxy,content_overlap,decoy_pair_id,decoy_row_index,doc_id,example_id,overlap_bin,pair_id,rewrite_words,row_index,source_words,target_char_end,target_char_start
10,edit:frontier_consolidation_fwcompact_medium_025061:0:103-108,row:1352,compact_edit,content,ishes,4658,7.694000720977783,0,440,0.06307917088270187,1,1,7.616670608520508,0,413,0p4_0p6,0.4166666666666667,0.47619047619047616,frontier_consolidation_fwcompact_medium_025723,915,2722,751352,0p4_0p6,frontier_consolidation_fwcompact_medium_025061,24,1352,40,108,103
11,edit:frontier_consolidation_fwcompact_medium_054180:0:75-78,row:2740,compact_edit,content,see,6166,6.681480407714844,0,62,11.073060035705566,0,349,7.282864570617676,0,105,0p4_0p6,0.45454545454545453,0.4,frontier_consolidation_fwcompact_medium_052028,2098,13513,752740,0p4_0p6,frontier_consolidation_fwcompact_medium_054180,11,2740,25,78,75
12,edit:frontier_consolidation_fwcompact_medium_015436:0:17-20,row:487,compact_edit,content,zed,7912,5.554929256439209,0,34,6.134167194366455,0,23,5.584883213043213,0,37,0p2_0p4,0.23529411764705882,0.4666666666666667,frontier_consolidation_fwcompact_medium_004858,1194,5686,750487,0p4_0p6,frontier_consolidation_fwcompact_medium_015436,16,487,33,20,17
13,edit:frontier_consolidation_fwcompact_medium_006478:0:42-43,row:1661,compact_edit,number,1,21,0.15381084382534027,1,1,0.0021701136138290167,1,1,0.18396960198879242,1,1,ge0p6,0.6666666666666666,0.4444444444444444,frontier_consolidation_fwcompact_medium_060480,1334,15070,751661,0p4_0p6,frontier_consolidation_fwcompact_medium_006478,9,1661,12,43,42
14,edit:frontier_consolidation_fwcompact_medium_031612:0:18-23,row:603,compact_edit,content,ining,1494,7.0645527839660645,0,153,8.012640953063965,0,17,7.284616470336914,0,189,0p4_0p6,0.4666666666666667,0.47368421052631576,frontier_consolidation_fwcompact_medium_025686,532,1014,750603,0p4_0p6,frontier_consolidation_fwcompact_medium_031612,15,603,25,23,18
15,edit:frontier_consolidation_fwcompact_medium_048907:0:69-71,row:2202,compact_edit,content,'s,249,3.6717453002929688,0,10,5.446263313293457,0,16,2.6494808197021484,0,3,0p4_0p6,0.5263157894736842,0.5,frontier_consolidation_fwcompact_medium_041697,680,15740,752202,0p4_0p6,frontier_consolidation_fwcompact_medium_048907,19,2202,31,71,69
16,edit:frontier_consolidation_fwcompact_medium_009515:0:0-1,row:2352,compact_edit,content,P,327,5.900737762451172,0,33,6.137392044067383,0,69,7.885499000549316,0,291,0p4_0p6,0.5,0.4,frontier_consolidation_fwcompact_medium_049218,1840,16116,752352,0p4_0p6,frontier_consolidation_fwcompact_medium_009515,8,2352,12,1,0
17,edit:frontier_consolidation_fwcompact_medium_023592:0:31-37,row:1088,compact_edit,content,ations,895,4.602901935577393,0,8,5.613903522491455,0,10,3.9653220176696777,0,4,0p4_0p6,0.4117647058823529,0.5625,frontier_consolidation_fwcompact_medium_040765,1868,15864,751088,0p4_0p6,frontier_consolidation_fwcompact_medium_023592,17,1088,26,37,31
18,edit:frontier_consolidation_fwcompact_medium_033468:0:0-2,row:1671,compact_edit,content,Al,927,10.15351676940918,0,2368,9.984683990478516,0,2073,11.80868148803711,0,5700,0p4_0p6,0.5,0.3888888888888889,frontier_consolidation_fwcompact_medium_058115,2349,12767,751671,lt0p4,frontier_consolidation_fwcompact_medium_033468,12,1671,33,2,0
19,edit:frontier_consolidation_fwcompact_medium_053963:0:14-15,row:1659,compact_edit,content,e,73,7.331024169921875,0,186,0.016513807699084282,1,1,7.183484077453613,0,166,0p2_0p4,0.3333333333333333,0.65,frontier_consolidation_fwcompact_medium_041813,590,6181,751659,0p6_0p8,frontier_consolidation_fwcompact_medium_053963,21,1659,28,15,14
20,edit:frontier_consolidation_fwcompact_medium_016301:0:94-96,row:2437,compact_edit,content,es,219,7.731828689575195,0,334,0.3947540521621704,1,1,8.08806037902832,0,476,0p2_0p4,0.3333333333333333,0.8181818181818182,frontier_consolidation_fwcompact_medium_049421,1325,4479,752437,ge0p8,frontier_consolidation_fwcompact_medium_016301,15,2437,22,96,94
21,edit:frontier_consolidation_fwcompact_medium_005325:0:77-80,row:351,compact_edit,content,est,395,5.667464256286621,0,37,0.009270715527236462,1,1,5.872276782989502,0,75,0p4_0p6,0.42857142857142855,0.3888888888888889,frontier_consolidation_fwcompact_medium_033388,981,3689,750351,lt0p4,frontier_consolidation_fwcompact_medium_005325,14,351,28,80,77
22,edit:frontier_consolidation_fwcompact_medium_027899:0:43-45,row:2167,compact_edit,content,na,458,11.366661071777344,0,4273,0.02085670456290245,1,1,9.99931526184082,0,2452,0p4_0p6,0.47058823529411764,0.47058823529411764,frontier_consolidation_fwcompact_medium_034058,868,12367,752167,0p4_0p6,frontier_consolidation_fwcompact_medium_027899,17,2167,29,45,43
23,edit:frontier_consolidation_fwcompact_medium_054906:0:65-67,row:2184,compact_edit,content,ps,666,8.097447395324707,0,471,7.513243675231934,0,317,7.261802673339844,0,267,0p4_0p6,0.4444444444444444,0.5555555555555556,frontier_consolidation_fwcompact_medium_004844,1731,16342,752184,0p4_0p6,frontier_consolidation_fwcompact_medium_054906,9,2184,13,67,65
24,edit:frontier_consolidation_fwcompact_medium_057447:0:59-60,row:670,compact_edit,content,f,74,5.878692626953125,0,56,0.07601092755794525,1,1,6.019036293029785,0,67,0p2_0p4,0.25,0.5,frontier_consolidation_fwcompact_medium_047761,581,5270,750670,0p4_0p6,frontier_consolidation_fwcompact_medium_057447,12,670,23,60,59
25,edit:frontier_consolidation_fwcompact_medium_009073:0:86-88,row:194,compact_edit,content,as,232,5.514858722686768,0,40,0.014934871345758438,1,1,6.300361633300781,0,108,0p2_0p4,0.23333333333333334,0.52,frontier_consolidation_fwcompact_medium_030195,2108,579,750194,0p4_0p6,frontier_consolidation_fwcompact_medium_009073,30,194,38,88,86
26,edit:frontier_consolidation_fwcompact_medium_000372:0:41-44,row:802,compact_edit,content,ant,341,6.6437811851501465,0,56,0.09955532103776932,1,1,4.900894641876221,0,13,0p2_0p4,0.29411764705882354,0.6,frontier_consolidation_fwcompact_medium_039655,1121,15012,750802,0p6_0p8,frontier_consolidation_fwcompact_medium_000372,17,802,34,44,41
27,edit:frontier_consolidation_fwcompact_medium_021140:0:23-25,row:292,compact_edit,content,ou,198,5.766236782073975,0,65,0.0043354094959795475,1,1,5.9868268966674805,0,93,ge0p6,0.6470588235294118,0.4,frontier_consolidation_fwcompact_medium_054520,478,3878,750292,0p4_0p6,frontier_consolidation_fwcompact_medium_021140,17,292,30,25,23
28,edit:frontier_consolidation_fwcompact_medium_009970:0:48-52,row:2656,compact_edit,content,ored,2169,3.7988102436065674,0,9,5.542681694030762,0,36,3.8155598640441895,0,9,0p4_0p6,0.4,0.5,frontier_consolidation_fwcompact_medium_044015,2055,2877,752656,0p4_0p6,frontier_consolidation_fwcompact_medium_009970,10,2656,20,52,48
29,edit:frontier_consolidation_fwcompact_medium_041978:0:67-71,row:493,compact_edit,content,ated,641,2.910069704055786,0,3,3.40787672996521,0,4,5.218475341796875,0,32,0p2_0p4,0.3333333333333333,0.5454545454545454,frontier_consolidation_fwcompact_medium_037628,447,8280,750493,0p4_0p6,frontier_consolidation_fwcompact_medium_041978,12,493,25,71,67
30,edit:frontier_consolidation_fwcompact_medium_035306:0:6-8,row:2754,compact_edit,content,od,473,12.540556907653809,0,2331,0.015181352384388447,1,1,11.282357215881348,0,1765,0p4_0p6,0.4090909090909091,0.45,frontier_consolidation_fwcompact_medium_024425,2487,13025,752754,0p4_0p6,frontier_consolidation_fwcompact_medium_035306,22,2754,37,8,6
31,edit:frontier_consolidation_fwcompact_medium_030361:0:41-44,row:2530,compact_edit,content,ind,448,5.99064302444458,0,88,0.14924412965774536,1,1,5.798197269439697,0,52,0p4_0p6,0.4166666666666667,0.4117647058823529,frontier_consolidation_fwcompact_medium_004007,1966,12538,752530,0p4_0p6,frontier_consolidation_fwcompact_medium_030361,12,2530,24,44,41
32,edit:frontier_consolidation_fwcompact_medium_010361:0:35-37,row:1236,compact_edit,content,'s,249,0.906642735004425,1,1,6.440262317657471,0,23,0.9493635296821594,1,1,0p2_0p4,0.2631578947368421,0.75,frontier_consolidation_fwcompact_medium_040769,1640,6342,751236,0p6_0p8,frontier_consolidation_fwcompact_medium_010361,18,1236,25,37,35
33,edit:frontier_consolidation_fwcompact_medium_039007:0:48-53,row:2850,compact_edit,content,ounds,1129,4.981245040893555,0,19,6.440759658813477,0,76,4.8462443351745605,0,22,0p4_0p6,0.5,0.4166666666666667,frontier_consolidation_fwcompact_medium_043703,2208,6156,752850,0p4_0p6,frontier_consolidation_fwcompact_medium_039007,12,2850,24,53,48
34,edit:frontier_consolidation_fwcompact_medium_013127:0:4-8,row:2769,compact_edit,content,hers,2338,5.205568313598633,0,19,4.833642959594727,0,18,5.592873573303223,0,41,0p4_0p6,0.5,0.5714285714285714,frontier_consolidation_fwcompact_medium_016235,2141,3956,752769,0p4_0p6,frontier_consolidation_fwcompact_medium_013127,8,2769,12,8,4
35,edit:frontier_consolidation_fwcompact_medium_055329:0:15-17,row:271,compact_edit,content,ed,214,5.125439167022705,0,25,4.500926494598389,0,12,4.5334672927856445,0,8,ge0p6,0.6,0.6,frontier_consolidation_fwcompact_medium_014588,2252,15175,750271,0p6_0p8,frontier_consolidation_fwcompact_medium_055329,10,271,16,17,15
36,edit:frontier_consolidation_fwcompact_medium_020869:0:17-18,row:2643,compact_edit,content,s,87,6.21661901473999,0,37,7.273458480834961,0,126,6.294471263885498,0,29,0p2_0p4,0.25,0.4,frontier_consolidation_fwcompact_medium_029681,456,16567,752643,0p4_0p6,frontier_consolidation_fwcompact_medium_020869,16,2643,21,18,17
37,edit:frontier_consolidation_fwcompact_medium_015829:0:74-77,row:2800,compact_edit,content,ing,212,4.89971923828125,0,16,6.214638710021973,0,23,4.946813583374023,0,15,0p2_0p4,0.25,0.6666666666666666,frontier_consolidation_fwcompact_medium_034610,1756,4099,752800,0p6_0p8,frontier_consolidation_fwcompact_medium_015829,12,2800,16,77,74
38,edit:frontier_consolidation_fwcompact_medium_014843:0:112-115,row:1954,compact_edit,content,iva,12913,11.741399765014648,0,3970,0.03587700426578522,1,1,11.560041427612305,0,4143,0p4_0p6,0.4117647058823529,0.55,frontier_consolidation_fwcompact_medium_002360,2927,11483,751954,0p4_0p6,frontier_consolidation_fwcompact_medium_014843,17,1954,33,115,112
39,edit:frontier_consolidation_fwcompact_medium_053410:0:14-18,row:585,compact_edit,content,ates,785,5.70970344543457,0,41,4.021091461181641,0,6,4.321286201477051,0,10,0p2_0p4,0.3333333333333333,0.4,frontier_consolidation_fwcompact_medium_058783,525,14623,750585,0p4_0p6,frontier_consolidation_fwcompact_medium_053410,9,585,14,18,14
40,edit:frontier_consolidation_fwcompact_medium_007146:0:1-5,row:2926,compact_edit,content,ever,933,9.693778038024902,0,1513,9.142326354980469,0,835,9.265515327453613,0,1156,ge0p6,0.6666666666666666,0.625,frontier_consolidation_fwcompact_medium_005257,1854,11990,752926,0p6_0p8,frontier_consolidation_fwcompact_medium_007146,9,2926,16,5,1
41,edit:frontier_consolidation_fwcompact_medium_000097:0:0-5,row:652,compact_edit,connective,After,1482,8.102468490600586,0,271,8.288389205932617,0,244,8.856793403625488,0,674,0p2_0p4,0.35294117647058826,0.5294117647058824,frontier_consolidation_fwcompact_medium_060093,64,2306,750652,0p4_0p6,frontier_consolidation_fwcompact_medium_000097,17,652,23,5,0
42,edit:frontier_consolidation_fwcompact_medium_040187:0:61-64,row:1163,compact_edit,content,one,449,7.817759037017822,0,239,11.104369163513184,0,504,8.226570129394531,0,417,0p2_0p4,0.34782608695652173,0.6470588235294118,frontier_consolidation_fwcompact_medium_021020,685,13328,751163,0p6_0p8,frontier_consolidation_fwcompact_medium_040187,23,1163,31,64,61
43,edit:frontier_consolidation_fwcompact_medium_030421:0:0-5,row:85,compact_edit,content,China,4472,9.364120483398438,0,1656,0.17710553109645844,1,1,8.737825393676758,0,813,0p2_0p4,0.36363636363636365,0.5,frontier_consolidation_fwcompact_medium_060337,151,15876,750085,0p4_0p6,frontier_consolidation_fwcompact_medium_030421,11,85,19,5,0
44,edit:frontier_consolidation_fwcompact_medium_024541:0:65-67,row:1592,compact_edit,content,'s,249,1.6162464618682861,1,1,3.5763044357299805,0,4,1.8519231081008911,0,2,0p4_0p6,0.5,0.45,frontier_consolidation_fwcompact_medium_039002,1791,12039,751592,0p4_0p6,frontier_consolidation_fwcompact_medium_024541,16,1592,32,67,65
45,edit:frontier_consolidation_fwcompact_medium_037995:0:98-103,row:2716,compact_edit,content,eding,6608,9.17480182647705,0,942,2.557178258895874,1,1,9.176969528198242,0,1145,0p2_0p4,0.34615384615384615,0.5384615384615384,frontier_consolidation_fwcompact_medium_042819,2071,10010,752716,0p4_0p6,frontier_consolidation_fwcompact_medium_037995,26,2716,48,103,98
46,edit:frontier_consolidation_fwcompact_medium_007012:0:85-92,row:995,compact_edit,content,rations,13742,4.013678550720215,0,7,6.400143623352051,0,70,4.7641801834106445,0,20,0p4_0p6,0.5238095238095238,0.4117647058823529,frontier_consolidation_fwcompact_medium_022362,1282,14327,750995,0p4_0p6,frontier_consolidation_fwcompact_medium_007012,18,995,29,92,85
47,edit:frontier_consolidation_fwcompact_medium_002292:0:28-31,row:581,compact_edit,content,ive,442,3.075479030609131,0,2,0.014724510721862316,1,1,4.319197654724121,0,12,0p4_0p6,0.4444444444444444,0.7,frontier_consolidation_fwcompact_medium_030825,2530,5193,750581,0p6_0p8,frontier_consolidation_fwcompact_medium_002292,9,581,15,31,28
48,edit:frontier_consolidation_fwcompact_medium_061405:0:0-1,row:1367,compact_edit,content,E,367,11.064865112304688,0,3887,10.836148262023926,0,3101,10.985330581665039,0,4146,0p4_0p6,0.4,0.4444444444444444,frontier_consolidation_fwcompact_medium_016086,1176,12931,751367,0p4_0p6,frontier_consolidation_fwcompact_medium_061405,20,1367,31,1,0
49,edit:frontier_consolidation_fwcompact_medium_022587:0:50-52,row:1215,compact_edit,content,-l,2648,8.830464363098145,0,678,11.385953903198242,0,2769,9.780488014221191,0,1156,0p2_0p4,0.36363636363636365,0.5833333333333334,frontier_consolidation_fwcompact_medium_012021,1040,10377,751215,0p4_0p6,frontier_consolidation_fwcompact_medium_022587,11,1215,15,52,50
50,edit:frontier_consolidation_fwcompact_medium_052825:0:3-8,row:1827,compact_edit,content,erson,3914,10.877965927124023,0,5339,0.006024060770869255,1,1,6.7875165939331055,0,131,0p4_0p6,0.42857142857142855,0.5,frontier_consolidation_fwcompact_medium_051592,1495,1001,751827,0p4_0p6,frontier_consolidation_fwcompact_medium_052825,7,1827,12,8,3
51,edit:frontier_consolidation_fwcompact_medium_008899:0:19-21,row:2853,compact_edit,content,ad,277,8.592728614807129,0,900,0.01597439870238304,1,1,8.220598220825195,0,765,0p2_0p4,0.26666666666666666,0.6153846153846154,frontier_consolidation_fwcompact_medium_022191,1807,13085,752853,0p6_0p8,frontier_consolidation_fwcompact_medium_008899,15,2853,25,21,19
52,edit:frontier_consolidation_fwcompact_medium_006567:0:11-16,row:2767,compact_edit,content,-year,4586,6.296286582946777,0,74,4.73951530456543,0,4,6.0362019538879395,0,54,ge0p6,0.6,0.75,frontier_consolidation_fwcompact_medium_057966,1743,2595,752767,0p6_0p8,frontier_consolidation_fwcompact_medium_006567,9,2767,13,16,11
53,edit:frontier_consolidation_fwcompact_medium_048166:0:80-82,row:215,compact_edit,content,ed,214,3.99220609664917,0,11,0.04222093150019646,1,1,5.558529376983643,0,24,0p2_0p4,0.26666666666666666,0.5714285714285714,frontier_consolidation_fwcompact_medium_059522,255,8595,750215,0p4_0p6,frontier_consolidation_fwcompact_medium_048166,15,215,21,82,80
54,edit:frontier_consolidation_fwcompact_medium_004205:0:3-7,row:1953,compact_edit,content,vent,1039,9.874934196472168,0,2010,11.107702255249023,0,2959,9.211043357849121,0,1139,0p4_0p6,0.5714285714285714,0.625,frontier_consolidation_fwcompact_medium_028466,1004,9084,751953,0p6_0p8,frontier_consolidation_fwcompact_medium_004205,7,1953,14,7,3
55,edit:frontier_consolidation_fwcompact_medium_030959:0:20-26,row:1946,compact_edit,content,-sized,16169,11.926420211791992,0,1211,10.586198806762695,0,597,12.346240997314453,0,1260,lt0p2,0.16666666666666666,0.7368421052631579,frontier_consolidation_fwcompact_medium_017332,2254,7574,751946,0p6_0p8,frontier_consolidation_fwcompact_medium_030959,18,1946,28,26,20
56,edit:frontier_consolidation_fwcompact_medium_020719:0:40-41,row:557,compact_edit,content,s,87,9.291324615478516,0,181,3.5043365955352783,0,2,8.310916900634766,0,71,0p4_0p6,0.4666666666666667,0.4,frontier_consolidation_fwcompact_medium_054019,516,12187,750557,0p4_0p6,frontier_consolidation_fwcompact_medium_020719,15,557,21,41,40
57,edit:frontier_consolidation_fwcompact_medium_055989:0:0-4,row:162,compact_edit,content,Like,3033,8.565642356872559,0,441,9.85382080078125,0,833,8.901313781738281,0,592,0p2_0p4,0.23076923076923078,0.4444444444444444,frontier_consolidation_fwcompact_medium_053569,224,2561,750162,0p4_0p6,frontier_consolidation_fwcompact_medium_055989,13,162,24,4,0
58,edit:frontier_consolidation_fwcompact_medium_016040:0:0-3,row:1549,compact_edit,content,Med,3362,11.14912223815918,0,4922,11.329048156738281,0,3297,13.903544425964355,0,4429,0p2_0p4,0.375,0.5,frontier_consolidation_fwcompact_medium_022180,1282,7395,751549,0p4_0p6,frontier_consolidation_fwcompact_medium_016040,8,1549,13,3,0
59,edit:frontier_consolidation_fwcompact_medium_034504:0:86-90,row:1231,compact_edit,content,ally,456,5.547466278076172,0,31,5.365488529205322,0,28,5.423587799072266,0,28,0p4_0p6,0.5882352941176471,0.38461538461538464,frontier_consolidation_fwcompact_medium_032168,499,12664,751231,lt0p4,frontier_consolidation_fwcompact_medium_034504,17,1231,33,90,86
60,edit:frontier_consolidation_fwcompact_medium_053556:0:2-5,row:2469,compact_edit,content,ove,562,10.332315444946289,0,1559,10.697159767150879,0,592,10.3720703125,0,1536,0p2_0p4,0.25,0.4444444444444444,frontier_consolidation_fwcompact_medium_000210,1950,16870,752469,0p4_0p6,frontier_consolidation_fwcompact_medium_053556,15,2469,26,5,2
61,edit:frontier_consolidation_fwcompact_medium_011245:0:3-6,row:828,compact_edit,content,ure,537,9.276312828063965,0,378,7.9508376121521,0,192,9.569064140319824,0,451,0p4_0p6,0.4666666666666667,0.5,frontier_consolidation_fwcompact_medium_048819,734,8456,750828,0p4_0p6,frontier_consolidation_fwcompact_medium_011245,15,828,20,6,3
62,edit:frontier_consolidation_fwcompact_medium_041247:0:12-15,row:116,compact_edit,content,ays,2251,5.463438987731934,0,28,4.122735977172852,0,4,4.95844841003418,0,18,0p2_0p4,0.2,0.5454545454545454,frontier_consolidation_fwcompact_medium_021523,192,963,750116,0p4_0p6,frontier_consolidation_fwcompact_medium_041247,14,116,18,15,12
63,edit:frontier_consolidation_fwcompact_medium_014789:0:128-134,row:577,compact_edit,content,stream,7942,7.385848045349121,0,195,9.890120506286621,0,87,7.002058982849121,0,143,0p2_0p4,0.2916666666666667,0.52,frontier_consolidation_fwcompact_medium_056448,1548,12573,750577,0p4_0p6,frontier_consolidation_fwcompact_medium_014789,24,577,34,134,128
64,edit:frontier_consolidation_fwcompact_medium_001798:0:79-84,row:2599,compact_edit,content,ating,1127,6.388315200805664,0,99,5.213319778442383,0,24,6.126981258392334,0,79,0p4_0p6,0.5833333333333334,0.5384615384615384,frontier_consolidation_fwcompact_medium_041613,2040,1070,752599,0p4_0p6,frontier_consolidation_fwcompact_medium_001798,12,2599,23,84,79
65,edit:frontier_consolidation_fwcompact_medium_029203:0:23-24,row:1639,compact_edit,number,1,21,0.7314720153808594,1,1,0.004983740858733654,1,1,0.7075685858726501,1,1,0p2_0p4,0.2857142857142857,0.5833333333333334,frontier_consolidation_fwcompact_medium_030928,1356,2068,751639,0p4_0p6,frontier_consolidation_fwcompact_medium_029203,14,1639,27,24,23
66,edit:frontier_consolidation_fwcompact_medium_003642:0:10-14,row:2212,compact_edit,content,ipse,14500,4.981742858886719,0,15,0.01039648987352848,1,1,4.561542510986328,0,11,0p2_0p4,0.23529411764705882,0.5384615384615384,frontier_consolidation_fwcompact_medium_034628,1189,16149,752212,0p4_0p6,frontier_consolidation_fwcompact_medium_003642,17,2212,22,14,10
67,edit:frontier_consolidation_fwcompact_medium_017392:0:11-16,row:2862,compact_edit,content,asion,3434,11.984923362731934,0,7014,0.08224089443683624,1,1,12.894679069519043,0,9354,0p4_0p6,0.42857142857142855,0.44,frontier_consolidation_fwcompact_medium_030667,2974,15522,752862,0p4_0p6,frontier_consolidation_fwcompact_medium_017392,21,2862,36,16,11
68,edit:frontier_consolidation_fwcompact_medium_049672:0:83-87,row:1253,compact_edit,content,ives,2799,7.65000057220459,0,374,7.9280104637146,0,231,6.5522871017456055,0,119,0p4_0p6,0.5384615384615384,0.4117647058823529,frontier_consolidation_fwcompact_medium_001355,1077,15939,751253,0p4_0p6,frontier_consolidation_fwcompact_medium_049672,13,1253,27,87,83
69,edit:frontier_consolidation_fwcompact_medium_016050:0:15-19,row:1220,compact_edit,content,ions,661,0.07983958721160889,1,1,0.07864195108413696,1,1,0.055360645055770874,1,1,0p4_0p6,0.5714285714285714,0.42857142857142855,frontier_consolidation_fwcompact_medium_031045,1058,11503,751220,0p4_0p6,frontier_consolidation_fwcompact_medium_016050,7,1220,10,19,15
70,edit:frontier_consolidation_fwcompact_medium_018829:0:15-18,row:79,compact_edit,content,ces,1204,13.60934066772461,0,5475,17.492033004760742,0,8141,14.412147521972656,0,7754,0p4_0p6,0.4,0.5333333333333333,frontier_consolidation_fwcompact_medium_058825,172,7656,750079,0p4_0p6,frontier_consolidation_fwcompact_medium_018829,10,79,17,18,15
71,edit:frontier_consolidation_fwcompact_medium_026047:0:7-9,row:1171,compact_edit,content,'s,249,4.429874420166016,0,6,4.026230335235596,0,11,4.7912445068359375,0,13,0p2_0p4,0.2727272727272727,0.5555555555555556,frontier_consolidation_fwcompact_medium_057478,1020,12141,751171,0p4_0p6,frontier_consolidation_fwcompact_medium_026047,11,1171,16,9,7
72,edit:frontier_consolidation_fwcompact_medium_010084:0:72-75,row:2638,compact_edit,content,ils,3286,6.708947658538818,0,142,8.388973236083984,0,22,4.878110885620117,0,18,0p2_0p4,0.23529411764705882,0.45454545454545453,frontier_consolidation_fwcompact_medium_040975,2232,9381,752638,0p4_0p6,frontier_consolidation_fwcompact_medium_010084,17,2638,35,75,72
73,edit:frontier_consolidation_fwcompact_medium_038922:0:0-1,row:1683,compact_edit,function,A,263,6.541945934295654,0,49,9.155441284179688,0,1129,7.424378395080566,0,125,0p2_0p4,0.25,0.5,frontier_consolidation_fwcompact_medium_015238,1414,5828,751683,0p4_0p6,frontier_consolidation_fwcompact_medium_038922,12,1683,16,1,0
74,edit:frontier_consolidation_fwcompact_medium_013124:0:34-36,row:294,compact_edit,content,ly,278,3.0777673721313477,0,4,0.3771955072879791,1,1,3.8210926055908203,0,6,0p4_0p6,0.5,0.5294117647058824,frontier_consolidation_fwcompact_medium_051523,326,12253,750294,0p4_0p6,frontier_consolidation_fwcompact_medium_013124,14,294,27,36,34
75,edit:frontier_consolidation_fwcompact_medium_042868:0:110-114,row:1854,compact_edit,content,ical,821,5.06129789352417,0,16,0.02674379199743271,1,1,4.760413646697998,0,12,0p4_0p6,0.4,0.6666666666666666,frontier_consolidation_fwcompact_medium_011384,900,1000,751854,0p6_0p8,frontier_consolidation_fwcompact_medium_042868,15,1854,21,114,110
