word,child_aoa,control_model_aoa_log10_step,schedule_model_aoa_log10_step,schedule_minus_control_model_aoa,control_n_points,schedule_n_points,enrichment_model_aoa_log10_step,enrichment_minus_control_model_aoa
red,23.71687667589879,6.8459532723163665,6.021309958954243,-0.8246433133621238,12,12,6.660336466636894,-0.18561680567947292
rock,22.67177290650117,6.682836050443802,7.189168255700804,0.5063322052570021,12,12,6.826136529881299,0.1433004794374968
room,24.722076365420904,6.733765342018982,6.6046416404195805,-0.12912370159940156,12,12,6.463808571494195,-0.2699567705247867
run,23.46802530452093,6.953766743943578,6.73616395708788,-0.21760278685569734,12,12,6.464210418089351,-0.4895563258542266
say,27.143040225343398,6.736776284928459,6.354690137101456,-0.38208614782700323,12,12,6.29756543140324,-0.4392108535252195
school,23.937530807499474,6.806866630781189,6.735701705129839,-0.07116492565135069,12,12,6.413313988042189,-0.39355264273900037
see,23.26497097971234,6.721265736282524,6.115991499280225,-0.6052742370022983,12,12,6.212591351542765,-0.5086743847397583
share,26.32381034652683,6.999566108370505,7.165411679171562,0.1658455708010571,12,12,6.953162877770949,-0.04640323059955609
sheep,23.25988784977189,7.1570376798938655,7.0680431708063525,-0.08899450908751305,12,12,,
show,27.51748617185101,6.797579655740055,6.688955211531677,-0.10862444420837836,12,12,6.378791823013848,-0.4187878327262071
sing,24.394043224950867,6.951662010101388,7.45785331334643,0.5061913032450418,12,12,6.96379921831781,0.012137208216421946
sink,25.39558925497061,7.302750226548234,7.476981292844076,0.1742310662958424,12,12,7.040830801320012,-0.2619194252282222
sister,27.616276000578306,6.805444202955897,6.8832756160129,0.07783141305700259,12,12,6.800436900648863,-0.005007302307033612
sit,21.993039748466675,7.183288326007565,6.058490333637219,-1.124797992370346,12,12,6.027518098848085,-1.15577022715948
sleep,22.902856230719685,6.801754516258583,6.812563381685518,0.010808865426934489,12,12,6.712607080552613,-0.0891474357059705
slow,28.72766020830381,6.926614802659479,6.9722954147828515,0.04568061212337238,12,12,7.00651601273825,0.07990121007877082
snow,24.687574502270998,6.863205029190552,6.8868701752712,0.02366514608064829,12,12,6.821498946848343,-0.04170608234220907
soap,22.847457883648175,7.315329208148456,6.969911419619502,-0.34541778852895444,12,12,7.226865658578318,-0.0884635495701378
soft,26.553159844649922,6.727800993626989,6.880553094939271,0.15275210131228167,12,12,6.807813443001263,0.08001244937427376
splash,25.71250883152326,7.229997188355873,7.023670930519233,-0.20632625783663983,12,12,7.044748303373238,-0.18524888498263525
star,22.531843509244336,6.854581006657177,6.860768036760579,0.006187030103402158,12,12,6.869072882170984,0.014491875513807706
stop,22.7025658907012,6.895790067061806,6.595986037468107,-0.299804029593699,12,12,6.813135870899622,-0.08265419616218406
store,24.24553978030457,7.138713468050218,7.127526236894574,-0.011187231155644461,12,12,6.982103552737641,-0.15660991531257729
story,24.83326348723299,6.6525013602242,7.012344960870683,0.35984360064648335,12,12,6.404440206287244,-0.2480611539369555
street,25.889294579190338,6.883911176695794,6.912895446091443,0.028984269395648354,12,12,6.804835211090691,-0.079075965605103
stroller,24.699849125295277,6.729423411481897,6.977752508463257,0.24832909698135985,12,12,6.97300713685369,0.24358372537179296
swim,24.758145909832024,6.998018631325078,7.322505803736112,0.3244871724110343,12,12,7.11149499350767,0.11347636218259272
table,23.623454640728905,6.856288410539831,6.304685487479721,-0.55160292306011,12,12,6.5739327264989225,-0.2823556840409083
take,26.912440144087405,6.721665762694097,6.4471721429366635,-0.27449361975743347,12,12,,
talk,26.1666744723998,7.171714470520197,6.31785880928408,-0.8538556612361168,12,12,6.021592284442109,-1.1501221860780877
teacher,28.36884966091159,6.934604848762226,7.369476927647433,0.4348720788852072,12,12,6.912720644167937,-0.02188420459428908
throw,24.69394529214973,6.913580293048812,6.17462696100437,-0.7389533320444421,12,12,,
tired,25.834664804067693,7.083633120129235,7.2862913912826475,0.20265827115341217,12,12,6.807887417630858,-0.2757457024983774
today,29.606093090564784,6.968663025814682,6.492451641788498,-0.47621138402618435,12,12,6.939253283642381,-0.029409742172301634
toothbrush,21.901510940070903,6.951206392040287,7.019510257563776,0.06830386552348866,12,12,6.9641397389228334,0.012933346882546104
trash,24.991016369949445,6.954142448728937,6.948062203002613,-0.0060802457263235965,12,12,7.071638760352632,0.1174963116236949
uncle,26.177142576410148,6.937097923828317,7.208711846435653,0.27161392260733663,12,12,6.910834362050024,-0.026263561778292477
wait,26.10356767864079,6.80166179407433,6.207530435846214,-0.5941313582281165,12,12,6.77150575969756,-0.030156034376769725
walk,22.875757281123708,6.908014071647797,6.79739348105699,-0.11062059059080642,12,12,6.906667851256102,-0.0013462203916949633
white,26.40244979152026,6.67530371996625,6.881971416190597,0.206667696224347,12,12,6.5957640147092365,-0.07953970525701326
windy,27.379365497599913,6.258833528328077,6.789136809894754,0.5303032815666766,12,12,6.598554696556667,0.3397211682285892
write,28.395648019984414,6.892658429267161,6.405801299987649,-0.4868571292795121,12,12,6.898583810069269,0.005925380802107583
zipper,24.876762898753164,7.106879233730787,7.22526621675365,0.11838698302286321,12,12,7.048353593123403,-0.05852564060738352
