window,dose_name,metric,family_set,n,checkpoints,V_minus_C_mean,V_minus_C_median,V_minus_C_min,V_minus_C_max,V_minus_C_stdev,V_minus_C_positive,V_minus_C_negative,R_minus_C_mean,R_minus_C_median,R_minus_C_min,R_minus_C_max,R_minus_C_stdev,R_minus_C_positive,R_minus_C_negative,V_minus_R_mean,V_minus_R_median,V_minus_R_min,V_minus_R_max,V_minus_R_stdev,V_minus_R_positive,V_minus_R_negative,view_growth_vs_1x_mean,view_growth_vs_1x_median,view_growth_vs_1x_min,view_growth_vs_1x_max,view_growth_vs_1x_stdev,view_growth_vs_1x_positive,view_growth_vs_1x_negative,repeat_growth_vs_1x_mean,repeat_growth_vs_1x_median,repeat_growth_vs_1x_min,repeat_growth_vs_1x_max,repeat_growth_vs_1x_stdev,repeat_growth_vs_1x_positive,repeat_growth_vs_1x_negative,VR_growth_vs_1x_mean,VR_growth_vs_1x_median,VR_growth_vs_1x_min,VR_growth_vs_1x_max,VR_growth_vs_1x_stdev,VR_growth_vs_1x_positive,VR_growth_vs_1x_negative,view_fraction_of_positive_vr_growth,repeat_collapse_fraction_of_positive_vr_growth
common_10M_80M,dose1p82,EWoK_plus_Entity_mean,EWoK+Entity,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,0.8206250000000004,0.7949999999999999,-0.3949999999999996,1.9550000000000018,0.8643554059859538,6,2,0.8700000000000006,1.0750000000000002,-0.3550000000000004,2.1500000000000004,0.9129974182407564,6,2,-0.04937500000000017,-0.004999999999999893,-1.325000000000001,0.8050000000000015,0.7332239840009912,4,4,0.06750000000000012,-0.08000000000000007,-0.40499999999999936,0.6499999999999986,0.43242670724974525,3,5,-0.04500000000000037,0.15000000000000036,-2.135,1.3550000000000022,1.1682832337604243,4,4,0.11250000000000049,0.03249999999999975,-1.7250000000000032,2.7849999999999984,1.4536038957413004,4,4,0.5999999999999984,0.4000000000000016
common_10M_80M,dose1p82,EWoK_plus_Entity_sum,composite,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,1.6412500000000012,1.5899999999999892,-0.789999999999992,3.910000000000011,1.7287108119719077,6,2,1.7400000000000002,2.1499999999999986,-0.7099999999999937,4.299999999999997,1.8259948364815117,6,2,-0.098749999999999,-0.00999999999999801,-2.6500000000000057,1.6099999999999994,1.466447968001981,4,4,0.13500000000000334,-0.1599999999999966,-0.8100000000000023,1.3000000000000114,0.8648534144994906,3,5,-0.08999999999999986,0.30000000000000426,-4.269999999999996,2.710000000000008,2.336566467520849,4,4,0.2250000000000032,0.06499999999999773,-3.450000000000003,5.570000000000007,2.9072077914826018,4,4,0.6000000000000063,0.3999999999999937
common_10M_80M,dose1p82,cheap5_no_GlobalPIQA_Reading,composite,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,0.6602499999999987,0.6299999999999919,-0.7259999999999991,1.5280000000000058,0.6909839258002219,7,1,0.5169999999999995,0.5289999999999999,-0.1319999999999979,1.1360000000000028,0.46915973521057724,7,1,0.1432499999999992,0.3260000000000005,-0.6980000000000004,0.8220000000000027,0.623603296518366,5,3,0.016499999999999737,0.04200000000000159,-0.43599999999999994,0.6080000000000041,0.31221375461601614,5,3,-0.28750000000000053,-0.21600000000000108,-1.578000000000003,0.6219999999999999,0.6550827646728544,3,5,0.30400000000000027,0.3400000000000034,-0.7820000000000036,1.651999999999994,0.7267414553038402,6,2,0.05427631578947277,0.9457236842105272
common_10M_80M,dose1p82,cheap6_no_GlobalPIQA,composite,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,0.6224999999999996,0.6099999999999959,-0.6016666666666666,1.4200000000000017,0.6210922278982061,7,1,0.48114583333333627,0.5233333333333334,-0.13749999999999574,1.0758333333333425,0.45018160742382624,7,1,0.14135416666666334,0.28125,-0.5150000000000077,0.7033333333333331,0.521921613021432,5,3,-0.027395833333334174,-0.037916666666664156,-0.4308333333333252,0.38083333333333513,0.24177560660333758,4,4,-0.2312499999999984,-0.18583333333333485,-1.2491666666666674,0.5283333333333431,0.5386627327767746,3,5,0.20385416666666423,0.28791666666666416,-0.6583333333333456,1.2933333333333294,0.5833396151872672,6,2,-0.13438937148697558,1.1343893714869755
common_10M_80M,dose1p82,BLiMP,native,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,1.1912499999999993,0.8100000000000023,-0.1600000000000037,2.740000000000009,1.061029654897276,7,1,0.6200000000000001,0.759999999999998,-1.7199999999999989,2.1300000000000026,1.1693099308077894,6,2,0.5712499999999991,0.5700000000000003,-1.3399999999999963,1.7700000000000102,0.9652451576080108,7,1,0.17749999999999932,0.3399999999999963,-1.4299999999999997,1.7600000000000051,1.1236769998536058,5,3,-0.5975000000000001,-0.384999999999998,-2.8799999999999955,0.4299999999999997,1.0181741361027432,2,6,0.7749999999999995,0.9200000000000017,-1.5499999999999972,1.940000000000012,1.0655380934398486,7,1,0.2290322580645154,0.7709677419354846
common_10M_80M,dose1p82,COMPS,native,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,-0.12375000000000114,-0.07000000000000028,-0.7700000000000031,0.30000000000000426,0.39125941339657155,4,4,-0.14124999999999943,-0.18499999999999872,-0.3299999999999983,0.0800000000000054,0.16426785617225514,2,6,0.017499999999998295,-0.129999999999999,-0.44000000000000483,0.5,0.3540681935931075,3,5,-0.5450000000000008,-0.5900000000000034,-1.009999999999998,0.10000000000000142,0.4182958624842326,1,7,-0.27249999999999996,-0.39000000000000057,-0.7800000000000011,0.3500000000000014,0.3870677312453589,2,6,-0.27250000000000085,-0.26500000000000057,-0.75,0.36999999999999744,0.34742933505555074,2,6,1.9999999999999967,-0.9999999999999968
common_10M_80M,dose1p82,EWoK,native,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,-0.5437499999999993,-0.7349999999999959,-2.4399999999999977,1.8699999999999974,1.466871671278709,2,6,0.6212500000000007,0.46999999999999886,-1.5300000000000011,2.0999999999999943,1.0794103879962824,7,1,-1.165,-1.4000000000000021,-2.8200000000000003,1.3500000000000014,1.3765277227243093,2,6,-0.5949999999999998,-0.125,-2.6599999999999966,1.009999999999998,1.3074402472006112,3,5,-0.3125000000000009,-0.045000000000001705,-2.5700000000000003,0.9500000000000028,1.2148927054329879,3,5,-0.28249999999999886,-0.29499999999999815,-3.059999999999995,2.3500000000000014,1.8534581578382459,4,4,2.1061946902654944,-1.1061946902654942
common_10M_80M,dose1p82,Entity,native,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,2.185,1.8499999999999996,-0.05999999999999872,4.84,1.7218013822738087,7,1,1.1187500000000004,1.370000000000001,-1.5399999999999991,3.3200000000000003,1.6892469793203289,5,3,1.0662499999999997,1.1400000000000006,-0.35999999999999943,2.9499999999999993,1.055758867220297,7,1,0.73,0.5199999999999996,-0.5899999999999999,2.4499999999999993,1.0176724143147164,6,2,0.22250000000000014,0.5500000000000007,-4.199999999999999,1.9699999999999989,1.9403147756411656,6,2,0.5074999999999998,0.5100000000000016,-1.5400000000000027,4.489999999999998,1.846129155054667,5,3,1.4384236453201975,-0.43842364532019745
common_10M_80M,dose1p82,Reading,native,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,0.43374999999999986,0.5424999999999995,-0.71,1.1750000000000007,0.5769733219878667,7,1,0.3018749999999999,0.2924999999999991,-0.4900000000000002,0.8300000000000001,0.48024500815432,6,2,0.13187499999999996,0.1475000000000004,-0.21999999999999975,0.41999999999999993,0.24829328136586493,5,3,-0.2468750000000003,-0.2549999999999999,-0.8600000000000012,0.5399999999999991,0.48079500755073795,3,5,0.050000000000000044,-0.007500000000000284,-0.375,0.7150000000000007,0.3612181770461883,4,4,-0.29687500000000033,-0.43999999999999995,-0.8800000000000008,0.5750000000000002,0.44638978402928803,1,7,0.8315789473684211,0.16842105263157892
common_10M_80M,dose1p82,Supplement,native,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,0.5925000000000011,1.245000000000001,-3.6400000000000006,3.3800000000000026,2.0536013662414074,6,2,0.36625000000000085,0.20500000000000185,-2.1599999999999966,2.8000000000000043,1.9379660729744475,5,3,0.22625000000000028,0.10999999999999943,-1.480000000000004,2.510000000000005,1.643853812582757,4,4,0.3150000000000004,0.4599999999999973,-1.8199999999999932,1.990000000000002,1.2150367425367352,5,3,-0.47750000000000004,-0.18499999999999872,-3.3400000000000034,1.6300000000000026,1.5391068838777924,3,5,0.7925000000000004,1.480000000000004,-1.6899999999999977,1.9400000000000048,1.341819127687698,6,2,0.3974763406940066,0.6025236593059934
common_10M_80M,dose2p64,cheap5_exEntity,BLiMP+Supplement+EWoK+COMPS,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,0.6193750000000007,0.7787499999999996,-1.0025000000000013,1.542500000000004,0.8864714865287954,6,2,0.5231250000000003,0.4837499999999997,-0.06500000000000128,1.1975000000000016,0.48461278725538104,6,2,0.09625000000000039,0.10750000000000082,-0.9375,1.0950000000000006,0.7673586421708469,4,4,0.17843750000000047,0.5025000000000022,-1.432500000000001,1.2625000000000028,0.9566206681222049,5,3,-0.25843750000000054,-0.0600000000000005,-1.5650000000000013,0.5849999999999991,0.7852739939255058,4,4,0.436875000000001,0.2812500000000018,-0.9475000000000016,2.012500000000003,0.975220442112596,5,3,0.4084406294706725,0.5915593705293275
common_10M_80M,dose2p64,cheap6_exEntity,BLiMP+Supplement+EWoK+COMPS+Reading,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,0.5981250000000005,0.6119999999999997,-0.49500000000000083,1.359000000000003,0.6795266078044965,6,2,0.5345000000000003,0.4969999999999998,0.07799999999999922,1.0880000000000014,0.3682192669747592,8,0,0.06362500000000024,0.01300000000000015,-0.7080000000000013,0.8880000000000006,0.6312382247840916,4,4,0.1092500000000003,0.27750000000000163,-0.9310000000000006,0.9960000000000004,0.7730377462600764,5,3,-0.1411250000000004,0.015500000000000472,-1.180000000000001,0.5619999999999994,0.6157456426387213,4,4,0.25037500000000074,0.13850000000000148,-0.9840000000000014,1.3620000000000023,0.7812021756790716,4,4,0.43634548177733395,0.5636545182226659
common_10M_80M,dose2p64,EWoK_plus_Entity_mean,EWoK+Entity,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,1.3812500000000005,1.7150000000000016,-0.2699999999999996,2.3400000000000016,0.9725142305238667,7,1,0.6531250000000006,0.8700000000000001,-2.2049999999999965,2.014999999999999,1.3383490295883198,7,1,0.7281249999999999,0.46249999999999947,-0.884999999999998,3.669999999999998,1.4784063270485355,5,3,0.6281250000000003,0.9125000000000005,-0.6300000000000008,1.8499999999999996,0.9577985826884475,5,3,-0.2618750000000003,0.09499999999999886,-1.9999999999999964,0.8649999999999984,0.9907498513031132,5,3,0.8900000000000006,0.820000000000003,-1.1100000000000012,3.269999999999996,1.4765766391991195,6,2,0.705758426966292,0.294241573033708
common_10M_80M,dose2p64,EWoK_plus_Entity_sum,composite,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,2.762500000000001,3.4299999999999997,-0.5400000000000063,4.680000000000007,1.945028461047732,7,1,1.3062500000000004,1.7399999999999949,-4.409999999999982,4.029999999999987,2.676698059176634,7,1,1.4562500000000007,0.9249999999999972,-1.769999999999996,7.339999999999989,2.9568126540970683,5,3,1.2562500000000032,1.8250000000000028,-1.2600000000000051,3.700000000000003,1.915597165376898,5,3,-0.5237499999999997,0.18999999999999062,-3.999999999999986,1.730000000000004,1.9814997026062242,5,3,1.780000000000003,1.6400000000000077,-2.219999999999999,6.539999999999992,2.9531532783982377,6,2,0.7057584269662928,0.29424157303370724
common_10M_80M,dose2p64,cheap5_no_GlobalPIQA_Reading,composite,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,0.9837499999999997,1.2089999999999996,-0.09600000000000364,2.0960000000000036,0.8731862426113453,6,2,0.49425000000000097,0.3309999999999995,0.11600000000000676,1.1640000000000015,0.37746589249891155,8,0,0.4894999999999987,0.5309999999999988,-0.6020000000000039,1.676000000000002,0.9602224444664603,4,4,0.34000000000000075,0.41300000000000026,-0.7040000000000006,1.2880000000000038,0.7359673905819478,5,3,-0.310249999999999,-0.22599999999999554,-1.304000000000002,0.642000000000003,0.7114086127435598,3,5,0.6502499999999998,0.7410000000000032,-0.5459999999999994,1.5919999999999987,0.776779018033535,6,2,0.5228758169934654,0.47712418300653464
common_10M_80M,dose2p64,cheap6_no_GlobalPIQA,composite,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,0.9053125,1.0375000000000014,0.05083333333333684,1.8866666666666703,0.7347671234441873,8,0,0.5085416666666669,0.4075000000000024,0.16250000000000142,1.0783333333333331,0.3149614961350352,8,0,0.3967708333333331,0.423333333333332,-0.6141666666666694,1.4350000000000023,0.8291749147113104,4,4,0.2554166666666662,0.24041666666666828,-0.514166666666668,1.1266666666666652,0.638741166496867,5,3,-0.20385416666666778,-0.18166666666666487,-0.9733333333333363,0.6133333333333368,0.605784113658582,4,4,0.45927083333333396,0.5862500000000033,-0.6433333333333309,1.2916666666666643,0.6840986477266473,6,2,0.5561351780449063,0.4438648219550937
common_10M_80M,dose2p64,BLiMP,native,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,1.0825000000000005,1.4950000000000045,-1.5500000000000043,2.180000000000007,1.1725887112343747,7,1,1.2875000000000014,1.4550000000000054,-0.3400000000000034,2.3100000000000023,0.8654767472324155,7,1,-0.20500000000000096,-0.10000000000000142,-2.1400000000000006,0.7899999999999991,0.939224604204369,3,5,0.06875000000000053,0.245000000000001,-2.780000000000001,1.1899999999999977,1.2284070695707634,6,2,0.07000000000000117,0.18500000000000227,-1.3200000000000003,1.6499999999999986,0.8979659554475639,5,3,-0.0012500000000006395,0.3049999999999997,-2.210000000000001,1.4200000000000017,1.2510959481305046,5,3,-54.99999999997229,55.99999999997229
common_10M_80M,dose2p64,COMPS,native,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,-0.13874999999999993,0.004999999999999005,-0.7299999999999969,0.46000000000000085,0.4106593130912428,4,4,-0.23125000000000018,-0.21000000000000085,-1.0300000000000011,0.490000000000002,0.4815877757110182,2,5,0.09250000000000025,0.00999999999999801,-0.35999999999999943,0.990000000000002,0.39514011981285185,4,4,-0.5599999999999996,-0.6099999999999994,-1.3299999999999983,0.17999999999999972,0.5151976042535255,2,6,-0.3625000000000007,-0.34499999999999886,-1.0700000000000003,0.44999999999999574,0.5128282920655384,2,6,-0.1974999999999989,-0.21999999999999886,-0.29999999999999716,0.00999999999999801,0.09996427933445394,1,7,2.8354430379746973,-1.8354430379746973
common_10M_80M,dose2p64,EWoK,native,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,0.3212500000000009,0.4049999999999976,-0.75,1.1600000000000037,0.7142916071185493,5,3,0.9275000000000002,1.2199999999999989,-1.4299999999999997,2.740000000000002,1.4497265752055246,6,2,-0.6062499999999993,-0.3149999999999977,-3.210000000000001,0.8399999999999963,1.3251623889708226,3,5,0.27000000000000046,0.6899999999999977,-2.0,1.9200000000000017,1.3828128682404672,5,3,-0.006250000000001421,0.10999999999999943,-2.450000000000003,1.2800000000000011,1.1639579950692873,5,3,0.2762500000000019,0.5799999999999983,-3.280000000000001,3.430000000000007,2.1409473036819144,6,2,0.9773755656108547,0.02262443438914526
common_10M_80M,dose2p64,Entity,native,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,2.44125,2.960000000000001,-1.6000000000000014,4.739999999999998,1.9447250081034226,7,1,0.37875000000000103,0.9300000000000015,-3.7099999999999973,2.3099999999999987,1.9942591714361353,6,2,2.062499999999999,2.019999999999998,-1.8100000000000023,6.5,2.673690600756084,6,2,0.9862500000000001,0.9200000000000017,-0.6600000000000001,2.210000000000001,0.8454911928239448,7,1,-0.5174999999999992,0.26500000000000057,-3.8699999999999974,2.580000000000002,2.2842801304318425,4,4,1.5037499999999993,0.884999999999998,-1.8100000000000023,4.789999999999999,2.623955234265359,6,2,0.6558603491271824,0.34413965087281756
common_10M_80M,dose2p64,Reading,native,8,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M,0.5131249999999998,0.5324999999999998,-0.3200000000000003,1.535000000000001,0.5473960273095575,7,1,0.5800000000000001,0.5724999999999998,0.3550000000000004,0.9299999999999997,0.17800481534417628,8,0,-0.06687500000000024,-0.1575000000000002,-0.6750000000000007,0.8849999999999998,0.5333247302133503,4,4,-0.16750000000000032,-0.4475000000000007,-1.2850000000000001,1.075000000000001,0.8630634805323255,3,5,0.3281250000000002,0.3799999999999999,-0.3200000000000003,1.0599999999999987,0.4437658447875409,6,2,-0.49562500000000054,-0.49000000000000066,-1.2400000000000002,0.3949999999999996,0.5800273238637741,1,7,0.337957124842371,0.6620428751576289
