pattern,n,frac,inherited16_non_submission_43022,inherited16_non_submission_43122,legal16_8x480_43022,legal16_8x480_43122,legal40_8x480_43022,legal40_8x480_43122,legal40_12x384_depth_43022,domains_top,ContextDiff_top,coverage
1111111,1094,0.1436072459963245,1,1,1,1,1,1,1,"{""agent-properties"": 454, ""physical-interactions"": 88, ""physical-relations"": 168, ""social-relations"": 154, ""spatial-relations"": 68}","{""antonym"": 348, ""material"": 43, ""negation"": 27, ""other"": 46, ""variable swap"": 600}","{""all_content_mean_count_mean"": 2184.2735231328697, ""all_content_mean_count_median"": 1717.0, ""concept_min_count_mean"": 628.9862879529873, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 973.754756871036, ""context_diff_min_count_median"": 694.0, ""contrast_term_anywhere_frac"": 0.5923217550274223, ""contrast_term_in_context_diff_frac"": 0.17093235831809872, ""legal16_context_frac_lt50_mean"": 0.00012854204753199268, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.0707650578711599, ""legal40_context_frac_lt50_median"": 0.0625, ""n"": 1094, ""target_diff_min_count_mean"": 757.7828371278459, ""target_diff_min_count_median"": 146.0}"
0000000,1075,0.14111315305854555,0,0,0,0,0,0,0,"{""agent-properties"": 440, ""physical-interactions"": 79, ""physical-relations"": 169, ""social-relations"": 161, ""spatial-relations"": 98}","{""antonym"": 350, ""material"": 54, ""negation"": 7, ""other"": 41, ""variable swap"": 613}","{""all_content_mean_count_mean"": 2092.5422882647067, ""all_content_mean_count_median"": 1489.2, ""concept_min_count_mean"": 602.2274549098196, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 967.60348583878, ""context_diff_min_count_median"": 642.0, ""contrast_term_anywhere_frac"": 0.5637209302325581, ""contrast_term_in_context_diff_frac"": 0.1655813953488372, ""legal16_context_frac_lt50_mean"": 1.4534883720930233e-05, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.06806136901158318, ""legal40_context_frac_lt50_median"": 0.058823529411764705, ""n"": 1075, ""target_diff_min_count_mean"": 655.0928196147111, ""target_diff_min_count_median"": 151.0}"
1000000,170,0.022315568390653715,1,0,0,0,0,0,0,"{""agent-properties"": 41, ""material-dynamics"": 29, ""physical-relations"": 24, ""social-relations"": 28, ""spatial-relations"": 17}","{""antonym"": 46, ""material"": 30, ""other"": 10, ""variable swap"": 78, ""variable_swap"": 4}","{""all_content_mean_count_mean"": 1748.4505731686613, ""all_content_mean_count_median"": 1466.75, ""concept_min_count_mean"": 633.1024096385543, ""concept_min_count_median"": 261.0, ""context_diff_min_count_mean"": 743.625, ""context_diff_min_count_median"": 154.0, ""contrast_term_anywhere_frac"": 0.5235294117647059, ""contrast_term_in_context_diff_frac"": 0.21176470588235294, ""legal16_context_frac_lt50_mean"": 0.0001838235294117647, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.05310056006773165, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 170, ""target_diff_min_count_mean"": 343.19827586206895, ""target_diff_min_count_median"": 51.0}"
1011111,144,0.018902599107377266,1,0,1,1,1,1,1,"{""agent-properties"": 38, ""material-dynamics"": 16, ""physical-interactions"": 10, ""physical-relations"": 14, ""social-relations"": 45}","{""antonym"": 70, ""material"": 16, ""number"": 1, ""other"": 5, ""variable swap"": 52}","{""all_content_mean_count_mean"": 1562.7433832371332, ""all_content_mean_count_median"": 1137.1666666666667, ""concept_min_count_mean"": 664.6830985915493, ""concept_min_count_median"": 210.0, ""context_diff_min_count_mean"": 833.9651162790698, ""context_diff_min_count_median"": 138.0, ""contrast_term_anywhere_frac"": 0.4930555555555556, ""contrast_term_in_context_diff_frac"": 0.2152777777777778, ""legal16_context_frac_lt50_mean"": 0.00010850694444444444, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08686734654409663, ""legal40_context_frac_lt50_median"": 0.041666666666666664, ""n"": 144, ""target_diff_min_count_mean"": 443.2616822429907, ""target_diff_min_count_median"": 34.0}"
1101111,132,0.017327382515095826,1,1,0,1,1,1,1,"{""agent-properties"": 47, ""physical-interactions"": 8, ""physical-relations"": 12, ""social-properties"": 10, ""social-relations"": 36}","{""antonym"": 60, ""material"": 7, ""negation"": 5, ""other"": 20, ""variable swap"": 39}","{""all_content_mean_count_mean"": 2054.806676887927, ""all_content_mean_count_median"": 1734.125, ""concept_min_count_mean"": 542.1060606060606, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 951.8777777777777, ""context_diff_min_count_median"": 642.0, ""contrast_term_anywhere_frac"": 0.42424242424242425, ""contrast_term_in_context_diff_frac"": 0.20454545454545456, ""legal16_context_frac_lt50_mean"": 0.00014796401515151516, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.09791896963078084, ""legal40_context_frac_lt50_median"": 0.09090909090909091, ""n"": 132, ""target_diff_min_count_mean"": 341.14444444444445, ""target_diff_min_count_median"": 73.0}"
0001000,125,0.01640850616959832,0,0,0,1,0,0,0,"{""agent-properties"": 32, ""material-dynamics"": 14, ""physical-dynamics"": 8, ""physical-relations"": 15, ""social-relations"": 36}","{""antonym"": 45, ""material"": 17, ""negation"": 5, ""other"": 6, ""variable swap"": 50}","{""all_content_mean_count_mean"": 1706.1406883116883, ""all_content_mean_count_median"": 1243.3333333333333, ""concept_min_count_mean"": 343.352, ""concept_min_count_median"": 210.0, ""context_diff_min_count_mean"": 552.5217391304348, ""context_diff_min_count_median"": 151.0, ""contrast_term_anywhere_frac"": 0.408, ""contrast_term_in_context_diff_frac"": 0.192, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.0824610846268741, ""legal40_context_frac_lt50_median"": 0.07142857142857142, ""n"": 125, ""target_diff_min_count_mean"": 247.66666666666666, ""target_diff_min_count_median"": 31.0}"
0111111,123,0.016145970070884745,0,1,1,1,1,1,1,"{""agent-properties"": 42, ""material-dynamics"": 6, ""physical-relations"": 17, ""social-relations"": 30, ""spatial-relations"": 8}","{""antonym"": 28, ""material"": 7, ""number"": 3, ""other"": 14, ""variable swap"": 66}","{""all_content_mean_count_mean"": 1973.0941218221708, ""all_content_mean_count_median"": 1418.2857142857142, ""concept_min_count_mean"": 961.55, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 978.1176470588235, ""context_diff_min_count_median"": 561.0, ""contrast_term_anywhere_frac"": 0.4878048780487805, ""contrast_term_in_context_diff_frac"": 0.11382113821138211, ""legal16_context_frac_lt50_mean"": 9.527439024390244e-05, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.07439994708740462, ""legal40_context_frac_lt50_median"": 0.047619047619047616, ""n"": 123, ""target_diff_min_count_mean"": 663.421052631579, ""target_diff_min_count_median"": 136.0}"
1110111,120,0.015752165922814386,1,1,1,0,1,1,1,"{""agent-properties"": 34, ""material-dynamics"": 10, ""physical-relations"": 13, ""social-properties"": 11, ""social-relations"": 28}","{""antonym"": 48, ""material"": 11, ""other"": 11, ""variable swap"": 45, ""variable_swap"": 2}","{""all_content_mean_count_mean"": 2006.2177414021164, ""all_content_mean_count_median"": 1469.142857142857, ""concept_min_count_mean"": 536.6271186440678, ""concept_min_count_median"": 210.0, ""context_diff_min_count_mean"": 763.5492957746479, ""context_diff_min_count_median"": 277.0, ""contrast_term_anywhere_frac"": 0.4583333333333333, ""contrast_term_in_context_diff_frac"": 0.18333333333333332, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.0760148210325584, ""legal40_context_frac_lt50_median"": 0.07142857142857142, ""n"": 120, ""target_diff_min_count_mean"": 309.1951219512195, ""target_diff_min_count_median"": 40.0}"
1100111,117,0.015358361774744027,1,1,0,0,1,1,1,"{""agent-properties"": 38, ""physical-dynamics"": 10, ""quantitative-properties"": 8, ""social-properties"": 8, ""social-relations"": 36}","{""antonym"": 62, ""material"": 4, ""negation"": 1, ""other"": 18, ""variable swap"": 32}","{""all_content_mean_count_mean"": 2263.836745353412, ""all_content_mean_count_median"": 2185.1111111111113, ""concept_min_count_mean"": 406.4786324786325, ""concept_min_count_median"": 261.0, ""context_diff_min_count_mean"": 652.364705882353, ""context_diff_min_count_median"": 277.0, ""contrast_term_anywhere_frac"": 0.452991452991453, ""contrast_term_in_context_diff_frac"": 0.3247863247863248, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.09125684113355867, ""legal40_context_frac_lt50_median"": 0.07692307692307693, ""n"": 117, ""target_diff_min_count_mean"": 487.9325842696629, ""target_diff_min_count_median"": 53.0}"
0010000,113,0.014833289577316881,0,0,1,0,0,0,0,"{""agent-properties"": 33, ""physical-interactions"": 6, ""social-interactions"": 11, ""social-relations"": 32, ""spatial-relations"": 10}","{""antonym"": 48, ""material"": 2, ""negation"": 3, ""other"": 15, ""variable swap"": 44}","{""all_content_mean_count_mean"": 2232.264666258029, ""all_content_mean_count_median"": 1579.3333333333333, ""concept_min_count_mean"": 740.5840707964602, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 1828.8181818181818, ""context_diff_min_count_median"": 416.0, ""contrast_term_anywhere_frac"": 0.49557522123893805, ""contrast_term_in_context_diff_frac"": 0.23893805309734514, ""legal16_context_frac_lt50_mean"": 0.00010370575221238938, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08835133028249546, ""legal40_context_frac_lt50_median"": 0.08333333333333333, ""n"": 113, ""target_diff_min_count_mean"": 640.5, ""target_diff_min_count_median"": 42.0}"
1111101,113,0.014833289577316881,1,1,1,1,1,0,1,"{""agent-properties"": 36, ""physical-interactions"": 6, ""physical-relations"": 9, ""social-relations"": 27, ""spatial-relations"": 17}","{""antonym"": 38, ""material"": 6, ""negation"": 5, ""other"": 8, ""variable swap"": 54}","{""all_content_mean_count_mean"": 2550.4988149510273, ""all_content_mean_count_median"": 1685.0, ""concept_min_count_mean"": 501.1517857142857, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 1266.5576923076924, ""context_diff_min_count_median"": 265.0, ""contrast_term_anywhere_frac"": 0.5221238938053098, ""contrast_term_in_context_diff_frac"": 0.168141592920354, ""legal16_context_frac_lt50_mean"": 0.00010370575221238938, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08973336239973681, ""legal40_context_frac_lt50_median"": 0.08823529411764706, ""n"": 113, ""target_diff_min_count_mean"": 390.780487804878, ""target_diff_min_count_median"": 88.0}"
1111110,113,0.014833289577316881,1,1,1,1,1,1,0,"{""agent-properties"": 23, ""material-dynamics"": 9, ""material-properties"": 10, ""physical-relations"": 17, ""social-relations"": 22}","{""antonym"": 59, ""material"": 10, ""negation"": 1, ""other"": 6, ""variable swap"": 36}","{""all_content_mean_count_mean"": 2204.686995428367, ""all_content_mean_count_median"": 1986.2857142857142, ""concept_min_count_mean"": 592.8318584070796, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 789.1923076923077, ""context_diff_min_count_median"": 138.0, ""contrast_term_anywhere_frac"": 0.6371681415929203, ""contrast_term_in_context_diff_frac"": 0.2920353982300885, ""legal16_context_frac_lt50_mean"": 0.0001728429203539823, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08860992368579831, ""legal40_context_frac_lt50_median"": 0.08333333333333333, ""n"": 113, ""target_diff_min_count_mean"": 483.95, ""target_diff_min_count_median"": 136.0}"
0100000,111,0.014570753478603309,0,1,0,0,0,0,0,"{""agent-properties"": 28, ""physical-interactions"": 7, ""physical-relations"": 13, ""social-interactions"": 8, ""social-relations"": 47}","{""antonym"": 65, ""material"": 1, ""number"": 1, ""other"": 4, ""variable swap"": 38}","{""all_content_mean_count_mean"": 1523.622325897326, ""all_content_mean_count_median"": 830.3333333333334, ""concept_min_count_mean"": 451.5315315315315, ""concept_min_count_median"": 136.0, ""context_diff_min_count_mean"": 867.6865671641791, ""context_diff_min_count_median"": 265.0, ""contrast_term_anywhere_frac"": 0.45045045045045046, ""contrast_term_in_context_diff_frac"": 0.1891891891891892, ""legal16_context_frac_lt50_mean"": 7.038288288288288e-05, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.11351754060732389, ""legal40_context_frac_lt50_median"": 0.07692307692307693, ""n"": 111, ""target_diff_min_count_mean"": 207.64285714285714, ""target_diff_min_count_median"": 35.0}"
0000001,105,0.013783145182462589,0,0,0,0,0,0,1,"{""agent-properties"": 37, ""material-dynamics"": 18, ""physical-relations"": 9, ""social-relations"": 12, ""spatial-relations"": 9}","{""antonym"": 48, ""game"": 1, ""material"": 18, ""other"": 4, ""variable swap"": 33}","{""all_content_mean_count_mean"": 1928.3818058132345, ""all_content_mean_count_median"": 1515.2857142857142, ""concept_min_count_mean"": 394.61538461538464, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 511.4931506849315, ""context_diff_min_count_median"": 100.0, ""contrast_term_anywhere_frac"": 0.6095238095238096, ""contrast_term_in_context_diff_frac"": 0.23809523809523808, ""legal16_context_frac_lt50_mean"": 0.00011160714285714285, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.05871570779056886, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 105, ""target_diff_min_count_mean"": 378.25714285714287, ""target_diff_min_count_median"": 40.0}"
0000010,103,0.013520609083749016,0,0,0,0,0,1,0,"{""agent-properties"": 30, ""physical-interactions"": 6, ""quantitative-properties"": 6, ""social-relations"": 33, ""spatial-relations"": 14}","{""active-passive"": 5, ""antonym"": 34, ""number"": 2, ""other"": 4, ""variable swap"": 58}","{""all_content_mean_count_mean"": 2526.889324941509, ""all_content_mean_count_median"": 2156.5714285714284, ""concept_min_count_mean"": 569.3980582524272, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 1013.475, ""context_diff_min_count_median"": 486.0, ""contrast_term_anywhere_frac"": 0.47572815533980584, ""contrast_term_in_context_diff_frac"": 0.13592233009708737, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.13573217955676098, ""legal40_context_frac_lt50_median"": 0.125, ""n"": 103, ""target_diff_min_count_mean"": 571.4428571428572, ""target_diff_min_count_median"": 53.0}"
1111011,83,0.010895248096613285,1,1,1,1,0,1,1,"{""agent-properties"": 16, ""material-dynamics"": 12, ""physical-interactions"": 9, ""social-interactions"": 6, ""social-relations"": 25}","{""antonym"": 35, ""material"": 13, ""negation"": 4, ""other"": 8, ""variable swap"": 17}","{""all_content_mean_count_mean"": 2215.3432587492825, ""all_content_mean_count_median"": 1505.3333333333333, ""concept_min_count_mean"": 492.50602409638554, ""concept_min_count_median"": 136.0, ""context_diff_min_count_mean"": 637.5932203389831, ""context_diff_min_count_median"": 418.0, ""contrast_term_anywhere_frac"": 0.42168674698795183, ""contrast_term_in_context_diff_frac"": 0.1686746987951807, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08051038066590922, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 83, ""target_diff_min_count_mean"": 387.0, ""target_diff_min_count_median"": 22.0}"
0011000,81,0.010632711997899712,0,0,1,1,0,0,0,"{""agent-properties"": 41, ""material-properties"": 3, ""physical-interactions"": 3, ""social-interactions"": 3, ""social-relations"": 21}","{""antonym"": 54, ""material"": 2, ""other"": 5, ""variable swap"": 20}","{""all_content_mean_count_mean"": 2155.407289384141, ""all_content_mean_count_median"": 2453.25, ""concept_min_count_mean"": 551.679012345679, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 985.9137931034483, ""context_diff_min_count_median"": 845.0, ""contrast_term_anywhere_frac"": 0.5185185185185185, ""contrast_term_in_context_diff_frac"": 0.35802469135802467, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.10592110830558256, ""legal40_context_frac_lt50_median"": 0.07692307692307693, ""n"": 81, ""target_diff_min_count_mean"": 569.1428571428571, ""target_diff_min_count_median"": 53.0}"
0000100,71,0.009320031504331845,0,0,0,0,1,0,0,"{""agent-properties"": 21, ""physical-interactions"": 12, ""quantitative-properties"": 5, ""social-relations"": 20, ""spatial-relations"": 4}","{""antonym"": 56, ""number"": 2, ""other"": 4, ""variable swap"": 9}","{""all_content_mean_count_mean"": 2295.355555555556, ""all_content_mean_count_median"": 1550.142857142857, ""concept_min_count_mean"": 730.3943661971831, ""concept_min_count_median"": 320.0, ""context_diff_min_count_mean"": 1260.5483870967741, ""context_diff_min_count_median"": 728.0, ""contrast_term_anywhere_frac"": 0.5492957746478874, ""contrast_term_in_context_diff_frac"": 0.4647887323943662, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.09001975829764815, ""legal40_context_frac_lt50_median"": 0.058823529411764705, ""n"": 71, ""target_diff_min_count_mean"": 623.8035714285714, ""target_diff_min_count_median"": 73.0}"
0100111,64,0.00840115515883434,0,1,0,0,1,1,1,"{""agent-properties"": 12, ""material-dynamics"": 18, ""physical-interactions"": 5, ""physical-relations"": 10, ""social-relations"": 8}","{""antonym"": 33, ""material"": 20, ""other"": 2, ""variable swap"": 9}","{""all_content_mean_count_mean"": 1585.7663481917389, ""all_content_mean_count_median"": 1318.142857142857, ""concept_min_count_mean"": 361.11475409836066, ""concept_min_count_median"": 160.0, ""context_diff_min_count_mean"": 454.22222222222223, ""context_diff_min_count_median"": 59.0, ""contrast_term_anywhere_frac"": 0.609375, ""contrast_term_in_context_diff_frac"": 0.5, ""legal16_context_frac_lt50_mean"": 0.00030517578125, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.0619314508774831, ""legal40_context_frac_lt50_median"": 0.047619047619047616, ""n"": 64, ""target_diff_min_count_mean"": 218.04, ""target_diff_min_count_median"": 51.0}"
0101111,63,0.008269887109477554,0,1,0,1,1,1,1,"{""agent-properties"": 12, ""physical-interactions"": 7, ""quantitative-properties"": 7, ""social-relations"": 14, ""spatial-relations"": 9}","{""antonym"": 40, ""material"": 4, ""negation"": 2, ""other"": 1, ""variable swap"": 16}","{""all_content_mean_count_mean"": 2559.8933719278957, ""all_content_mean_count_median"": 2565.0, ""concept_min_count_mean"": 881.0793650793651, ""concept_min_count_median"": 480.0, ""context_diff_min_count_mean"": 1508.1914893617022, ""context_diff_min_count_median"": 642.0, ""contrast_term_anywhere_frac"": 0.5396825396825397, ""contrast_term_in_context_diff_frac"": 0.25396825396825395, ""legal16_context_frac_lt50_mean"": 0.0001240079365079365, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.09269782014142916, ""legal40_context_frac_lt50_median"": 0.0625, ""n"": 63, ""target_diff_min_count_mean"": 750.0784313725491, ""target_diff_min_count_median"": 207.0}"
1010111,61,0.00800735101076398,1,0,1,0,1,1,1,"{""agent-properties"": 6, ""material-dynamics"": 28, ""material-properties"": 5, ""social-interactions"": 6, ""social-relations"": 9}","{""antonym"": 19, ""material"": 28, ""negation"": 3, ""other"": 2, ""variable swap"": 8}","{""all_content_mean_count_mean"": 1468.572788186313, ""all_content_mean_count_median"": 1371.4285714285713, ""concept_min_count_mean"": 251.54098360655738, ""concept_min_count_median"": 136.0, ""context_diff_min_count_mean"": 327.8627450980392, ""context_diff_min_count_median"": 59.0, ""contrast_term_anywhere_frac"": 0.32786885245901637, ""contrast_term_in_context_diff_frac"": 0.29508196721311475, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.08133899731345717, ""legal40_context_frac_lt50_median"": 0.0, ""n"": 61, ""target_diff_min_count_mean"": 179.61111111111111, ""target_diff_min_count_median"": 24.0}"
1001000,60,0.007876082961407193,1,0,0,1,0,0,0,"{""agent-properties"": 5, ""material-dynamics"": 17, ""material-properties"": 3, ""physical-relations"": 17, ""social-relations"": 10}","{""antonym"": 19, ""game"": 1, ""material"": 18, ""other"": 2, ""variable swap"": 19}","{""all_content_mean_count_mean"": 1564.059298941799, ""all_content_mean_count_median"": 1301.7142857142858, ""concept_min_count_mean"": 304.15, ""concept_min_count_median"": 146.0, ""context_diff_min_count_mean"": 444.3076923076923, ""context_diff_min_count_median"": 59.0, ""contrast_term_anywhere_frac"": 0.35, ""contrast_term_in_context_diff_frac"": 0.2, ""legal16_context_frac_lt50_mean"": 0.0, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.07362835894182644, ""legal40_context_frac_lt50_median"": 0.05555555555555555, ""n"": 60, ""target_diff_min_count_mean"": 283.06382978723406, ""target_diff_min_count_median"": 24.0}"
1001111,60,0.007876082961407193,1,0,0,1,1,1,1,"{""agent-properties"": 19, ""material-dynamics"": 2, ""physical-interactions"": 6, ""physical-relations"": 2, ""social-relations"": 28}","{""antonym"": 26, ""material"": 2, ""negation"": 1, ""other"": 8, ""variable swap"": 23}","{""all_content_mean_count_mean"": 1358.9537337662337, ""all_content_mean_count_median"": 850.7142857142857, ""concept_min_count_mean"": 392.3, ""concept_min_count_median"": 258.0, ""context_diff_min_count_mean"": 630.2894736842105, ""context_diff_min_count_median"": 239.0, ""contrast_term_anywhere_frac"": 0.26666666666666666, ""contrast_term_in_context_diff_frac"": 0.16666666666666666, ""legal16_context_frac_lt50_mean"": 0.0005208333333333333, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.12841559581587333, ""legal40_context_frac_lt50_median"": 0.1111111111111111, ""n"": 60, ""target_diff_min_count_mean"": 263.7916666666667, ""target_diff_min_count_median"": 40.0}"
0110000,57,0.007482278813336834,0,1,1,0,0,0,0,"{""agent-properties"": 14, ""material-dynamics"": 3, ""physical-interactions"": 4, ""social-properties"": 3, ""social-relations"": 27}","{""antonym"": 21, ""material"": 4, ""other"": 6, ""variable swap"": 26}","{""all_content_mean_count_mean"": 1379.7567422343736, ""all_content_mean_count_median"": 818.75, ""concept_min_count_mean"": 321.0, ""concept_min_count_median"": 261.0, ""context_diff_min_count_mean"": 777.90625, ""context_diff_min_count_median"": 355.0, ""contrast_term_anywhere_frac"": 0.38596491228070173, ""contrast_term_in_context_diff_frac"": 0.21052631578947367, ""legal16_context_frac_lt50_mean"": 0.00041118421052631577, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.13703792505784698, ""legal40_context_frac_lt50_median"": 0.11764705882352941, ""n"": 57, ""target_diff_min_count_mean"": 201.51111111111112, ""target_diff_min_count_median"": 21.0}"
1000001,55,0.007219742714623261,1,0,0,0,0,0,1,"{""agent-properties"": 6, ""material-dynamics"": 16, ""physical-interactions"": 8, ""social-properties"": 5, ""social-relations"": 10}","{""antonym"": 24, ""material"": 16, ""negation"": 2, ""other"": 4, ""variable swap"": 9}","{""all_content_mean_count_mean"": 1141.0173737373736, ""all_content_mean_count_median"": 854.6666666666666, ""concept_min_count_mean"": 529.5283018867924, ""concept_min_count_median"": 160.0, ""context_diff_min_count_mean"": 495.6875, ""context_diff_min_count_median"": 59.0, ""contrast_term_anywhere_frac"": 0.5454545454545454, ""contrast_term_in_context_diff_frac"": 0.38181818181818183, ""legal16_context_frac_lt50_mean"": 0.0007102272727272727, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.06900546415463386, ""legal40_context_frac_lt50_median"": 0.047619047619047616, ""n"": 55, ""target_diff_min_count_mean"": 388.0408163265306, ""target_diff_min_count_median"": 31.0}"
0011111,54,0.007088474665266474,0,0,1,1,1,1,1,"{""agent-properties"": 19, ""material-dynamics"": 4, ""social-interactions"": 7, ""social-relations"": 7, ""spatial-relations"": 5}","{""antonym"": 21, ""material"": 4, ""negation"": 2, ""variable swap"": 22, ""variable_swap"": 2}","{""all_content_mean_count_mean"": 1793.4994221313666, ""all_content_mean_count_median"": 859.2222222222222, ""concept_min_count_mean"": 1225.2, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 425.962962962963, ""context_diff_min_count_median"": 51.0, ""contrast_term_anywhere_frac"": 0.3148148148148148, ""contrast_term_in_context_diff_frac"": 0.037037037037037035, ""legal16_context_frac_lt50_mean"": 0.00021701388888888888, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.09341573252391966, ""legal40_context_frac_lt50_median"": 0.08333333333333333, ""n"": 54, ""target_diff_min_count_mean"": 472.7142857142857, ""target_diff_min_count_median"": 40.0}"
1100000,51,0.006694670517196115,1,1,0,0,0,0,0,"{""agent-properties"": 17, ""material-dynamics"": 4, ""social-properties"": 5, ""social-relations"": 9, ""spatial-relations"": 6}","{""antonym"": 19, ""material"": 7, ""negation"": 3, ""other"": 1, ""variable swap"": 21}","{""all_content_mean_count_mean"": 1677.4295129162776, ""all_content_mean_count_median"": 1202.857142857143, ""concept_min_count_mean"": 689.3541666666666, ""concept_min_count_median"": 405.0, ""context_diff_min_count_mean"": 563.75, ""context_diff_min_count_median"": 143.0, ""contrast_term_anywhere_frac"": 0.5882352941176471, ""contrast_term_in_context_diff_frac"": 0.09803921568627451, ""legal16_context_frac_lt50_mean"": 7.659313725490196e-05, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.09268215638412323, ""legal40_context_frac_lt50_median"": 0.07894736842105263, ""n"": 51, ""target_diff_min_count_mean"": 568.0625, ""target_diff_min_count_median"": 81.0}"
1110101,51,0.006694670517196115,1,1,1,0,1,0,1,"{""agent-properties"": 14, ""physical-relations"": 3, ""social-interactions"": 3, ""social-properties"": 4, ""social-relations"": 20}","{""antonym"": 25, ""negation"": 1, ""other"": 5, ""variable swap"": 20}","{""all_content_mean_count_mean"": 1526.0846525478878, ""all_content_mean_count_median"": 809.375, ""concept_min_count_mean"": 400.57142857142856, ""concept_min_count_median"": 151.0, ""context_diff_min_count_mean"": 994.3870967741935, ""context_diff_min_count_median"": 265.0, ""contrast_term_anywhere_frac"": 0.29411764705882354, ""contrast_term_in_context_diff_frac"": 0.17647058823529413, ""legal16_context_frac_lt50_mean"": 0.00045955882352941176, ""legal16_context_frac_lt50_median"": 0.0, ""legal40_context_frac_lt50_mean"": 0.11472624669219096, ""legal40_context_frac_lt50_median"": 0.1111111111111111, ""n"": 51, ""target_diff_min_count_mean"": 268.23809523809524, ""target_diff_min_count_median"": 21.0}"
