endpoint,form,token_kind,distance_bin,row_length_bin,tokens,kl_mean,kl_sd_pop,kl_max
coherent_special_98097_alpha075,coherent_add_special,content,2-3,128-255,108,0.002208257660690286,0.012069856372651329,0.12046710401773453
coherent_special_98097_alpha075,coherent_add_special,content,2-3,>=256,20,0.0003818752760452071,0.0007776617626448162,0.002496575005352497
coherent_special_98097_alpha075,coherent_add_special,content,32-63,128-255,1728,0.001101924189358279,0.004339152257488114,0.08486779034137726
coherent_special_98097_alpha075,coherent_add_special,content,32-63,>=256,320,0.0008102584866235052,0.0028708186102894234,0.024460524320602417
coherent_special_98097_alpha075,coherent_add_special,content,4-7,128-255,216,0.0015181826009980329,0.005001550226951029,0.04579011723399162
coherent_special_98097_alpha075,coherent_add_special,content,4-7,>=256,40,0.0006434572808110772,0.0014857722511380865,0.006484693381935358
coherent_special_98097_alpha075,coherent_add_special,content,64-127,128-255,2474,0.0009849837518795417,0.003929504216939046,0.10551834851503372
coherent_special_98097_alpha075,coherent_add_special,content,64-127,>=256,640,0.0007635869276629847,0.0027830672478220816,0.03249521926045418
coherent_special_98097_alpha075,coherent_add_special,content,8-15,128-255,432,0.0008907206329752845,0.003477511756354886,0.039614755660295486
coherent_special_98097_alpha075,coherent_add_special,content,8-15,>=256,80,0.0012584893302111765,0.0034187623958154257,0.018080346286296844
coherent_special_98097_alpha075,coherent_add_special,special,0,128-255,54,0.025073596284966224,0.027353143839235785,0.1233280599117279
coherent_special_98097_alpha075,coherent_add_special,special,0,>=256,10,0.02336755870201159,0.024403688360045483,0.07926364243030548
coherent_special_98097_alpha075,coherent_no_special,content,none,128-255,6131,0.0009967651259696847,0.003991262115008218,0.11116190254688263
coherent_special_98097_alpha075,coherent_no_special,content,none,>=256,1024,0.0009674143806146212,0.0032745060061635765,0.03511872515082359
coherent_special_98097_alpha075,short_add_special,content,1,0-15,24,0.028895719813817777,0.06107297306726651,0.248953714966774
coherent_special_98097_alpha075,short_add_special,content,1,16-31,18,0.08731608614271459,0.2718841639056149,1.1634554862976074
coherent_special_98097_alpha075,short_add_special,content,1,32-63,18,0.049863495799374706,0.11024951398326951,0.45776936411857605
coherent_special_98097_alpha075,short_add_special,content,1,64-127,4,0.09371249620380695,0.09587187186836109,0.25090327858924866
coherent_special_98097_alpha075,short_add_special,content,16-31,32-63,120,0.0023704720605721265,0.006920119643739433,0.04374617338180542
coherent_special_98097_alpha075,short_add_special,content,16-31,64-127,64,0.0037531113452153875,0.012728872190410597,0.09664462506771088
coherent_special_98097_alpha075,short_add_special,content,2-3,0-15,39,0.002059007387923628,0.005208479178760028,0.02492576837539673
coherent_special_98097_alpha075,short_add_special,content,2-3,16-31,36,0.0008677056257195343,0.0021475655513044545,0.01261905673891306
coherent_special_98097_alpha075,short_add_special,content,2-3,32-63,36,0.0011576757061296423,0.0017719329449407135,0.007491145748645067
coherent_special_98097_alpha075,short_add_special,content,2-3,64-127,8,0.0013121139916165703,0.0013820123486119622,0.003254934446886182
coherent_special_98097_alpha075,short_add_special,content,32-63,64-127,28,0.0015684508401981084,0.004416354436086237,0.023026451468467712
coherent_special_98097_alpha075,short_add_special,content,4-7,0-15,21,0.0009922235547253962,0.002102751897850024,0.009883581660687923
coherent_special_98097_alpha075,short_add_special,content,4-7,16-31,72,0.002754793234191292,0.007165799403067275,0.0427742525935173
coherent_special_98097_alpha075,short_add_special,content,4-7,32-63,72,0.0011184487193026547,0.001797528090382994,0.00902310386300087
coherent_special_98097_alpha075,short_add_special,content,4-7,64-127,16,0.0023675603269168732,0.004277887423548249,0.017260931432247162
coherent_special_98097_alpha075,short_add_special,content,8-15,16-31,53,0.002927144284092479,0.006515098824399891,0.034508638083934784
coherent_special_98097_alpha075,short_add_special,content,8-15,32-63,144,0.0014433271948522336,0.00405540040557476,0.034294456243515015
coherent_special_98097_alpha075,short_add_special,content,8-15,64-127,32,0.0010955984376863626,0.0026311485968220287,0.012108146212995052
coherent_special_98097_alpha075,short_add_special,special,0,0-15,24,0.03950552877116328,0.03808465966720735,0.1530313342809677
coherent_special_98097_alpha075,short_add_special,special,0,16-31,18,0.08970325169826134,0.17764697262865592,0.609251081943512
coherent_special_98097_alpha075,short_add_special,special,0,32-63,18,0.045927644319211446,0.10350964173595857,0.4641028046607971
coherent_special_98097_alpha075,short_add_special,special,0,64-127,4,0.018770651426166296,0.005130251470426669,0.02648928016424179
coherent_special_98098_alpha075,coherent_add_special,content,1,128-255,54,0.13960236853346975,0.47133569037488454,2.8761634826660156
coherent_special_98098_alpha075,coherent_add_special,content,1,>=256,10,0.0001735987913207282,0.0002642682309776613,0.0008870476740412414
coherent_special_98098_alpha075,coherent_add_special,content,16-31,128-255,864,0.000995827215313048,0.004116786788886996,0.0676729679107666
coherent_special_98098_alpha075,coherent_add_special,content,16-31,>=256,160,0.001414696775650448,0.004985739374146272,0.04675214737653732
coherent_special_98098_alpha075,coherent_add_special,content,2-3,128-255,108,0.0022155968886213235,0.01026552659224533,0.09974079579114914
coherent_special_98098_alpha075,coherent_add_special,content,2-3,>=256,20,0.0007232555982568556,0.0018042740548245137,0.007874326780438423
coherent_special_98098_alpha075,coherent_add_special,content,32-63,128-255,1728,0.001217696580927423,0.004877360868286864,0.08444467186927795
coherent_special_98098_alpha075,coherent_add_special,content,32-63,>=256,320,0.000805859375019291,0.0028127952588392706,0.023909296840429306
coherent_special_98098_alpha075,coherent_add_special,content,4-7,128-255,216,0.0013953891620293692,0.004710145255805183,0.05344250425696373
coherent_special_98098_alpha075,coherent_add_special,content,4-7,>=256,40,0.000670047476572222,0.0017221884546646693,0.007997502572834492
coherent_special_98098_alpha075,coherent_add_special,content,64-127,128-255,2474,0.001078535051932426,0.004605955195149907,0.12290795147418976
coherent_special_98098_alpha075,coherent_add_special,content,64-127,>=256,640,0.0007199620539311225,0.0025151251267672933,0.029203329235315323
coherent_special_98098_alpha075,coherent_add_special,content,8-15,128-255,432,0.0011032298551349852,0.0051271718722143604,0.0831807479262352
coherent_special_98098_alpha075,coherent_add_special,content,8-15,>=256,80,0.0009279529415527676,0.0029140673867707806,0.01810791902244091
coherent_special_98098_alpha075,coherent_add_special,special,0,128-255,54,0.030045170037300086,0.03813385974387138,0.24997128546237946
coherent_special_98098_alpha075,coherent_add_special,special,0,>=256,10,0.04695689002983272,0.07867540905354348,0.2473621815443039
coherent_special_98098_alpha075,coherent_no_special,content,none,128-255,6131,0.0011007387389263225,0.004603095693079179,0.1390782594680786
coherent_special_98098_alpha075,coherent_no_special,content,none,>=256,1024,0.0009902928327591761,0.0036697530247136916,0.05453278869390488
coherent_special_98098_alpha075,short_add_special,content,1,0-15,24,0.03272584836304304,0.059812483362349594,0.22003382444381714
coherent_special_98098_alpha075,short_add_special,content,1,16-31,18,0.08727917442497023,0.2680539026370217,1.131119728088379
coherent_special_98098_alpha075,short_add_special,content,1,32-63,18,0.05157789211187315,0.1009145458247067,0.39580240845680237
coherent_special_98098_alpha075,short_add_special,content,1,64-127,4,0.09523332060962275,0.10901584598467588,0.27817249298095703
coherent_special_98098_alpha075,short_add_special,content,16-31,32-63,120,0.00287051575025193,0.008488422097554911,0.052215803414583206
coherent_special_98098_alpha075,short_add_special,content,16-31,64-127,64,0.00424860457451004,0.013660227876108646,0.09103019535541534
coherent_special_98098_alpha075,short_add_special,content,2-3,0-15,39,0.0019555922451323007,0.0053295950104560955,0.028798725455999374
coherent_special_98098_alpha075,short_add_special,content,2-3,16-31,36,0.0007217666932319844,0.0013825748158744313,0.007305912673473358
coherent_special_98098_alpha075,short_add_special,content,2-3,32-63,36,0.0013204474448937414,0.002348531382909301,0.009382402524352074
coherent_special_98098_alpha075,short_add_special,content,2-3,64-127,8,0.0014672495562990662,0.0017071218883510492,0.005306791979819536
coherent_special_98098_alpha075,short_add_special,content,32-63,64-127,28,0.0030350397125533035,0.009638432119594574,0.051187239587306976
coherent_special_98098_alpha075,short_add_special,content,4-7,0-15,21,0.0009314830106069124,0.0019921248336093565,0.008972382172942162
coherent_special_98098_alpha075,short_add_special,content,4-7,16-31,72,0.0037836923887147756,0.011675845850944893,0.0642530769109726
coherent_special_98098_alpha075,short_add_special,content,4-7,32-63,72,0.001757310642975401,0.004142698889369969,0.024957913905382156
coherent_special_98098_alpha075,short_add_special,content,4-7,64-127,16,0.002632530611151651,0.0032483307029327986,0.009708322584629059
coherent_special_98098_alpha075,short_add_special,content,8-15,16-31,53,0.0030086236422405665,0.006722669123161826,0.032981038093566895
coherent_special_98098_alpha075,short_add_special,content,8-15,32-63,144,0.0017469649306826164,0.005181722745561284,0.038086336106061935
coherent_special_98098_alpha075,short_add_special,content,8-15,64-127,32,0.0009133226715505316,0.0019532167318471825,0.009210965596139431
coherent_special_98098_alpha075,short_add_special,special,0,0-15,24,0.05662212011520751,0.0644229755251605,0.2149905115365982
coherent_special_98098_alpha075,short_add_special,special,0,16-31,18,0.15314996162325972,0.29987569165979533,1.0666401386260986
coherent_special_98098_alpha075,short_add_special,special,0,32-63,18,0.042714652269043855,0.0904107121600158,0.4109135866165161
coherent_special_98098_alpha075,short_add_special,special,0,64-127,4,0.026816064957529306,0.008557254220344476,0.03632340952754021
