uid,domain,idx,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,selection_pattern,selection_DiD_item,margin_strict50_43022,margin_strict50_43122,delta_margin_431_minus_430,correct_strict50_43022,correct_strict50_43122,pattern_strict50
material-dynamics_54,material-dynamics,54,break,ripple,direct,material,concept swap,0110,-2,-1.2487316131591797,-0.09009933471679688,1.1586322784423828,0,0,00
material-dynamics_58,material-dynamics,58,break,ripple,direct,material,concept swap,0110,-2,-0.713043212890625,-0.032833099365234375,0.6802101135253906,0,0,00
material-dynamics_60,material-dynamics,60,break,ripple,direct,material,concept swap,0110,-2,-0.4592704772949219,-1.3401689529418945,-0.8808984756469727,0,0,00
material-dynamics_62,material-dynamics,62,break,ripple,direct,material,concept swap,0110,-2,-0.37941741943359375,-0.9627914428710938,-0.5833740234375,0,0,00
material-dynamics_66,material-dynamics,66,break,ripple,direct,material,concept swap,0110,-2,-0.3374176025390625,-0.7090568542480469,-0.3716392517089844,0,0,00
material-dynamics_90,material-dynamics,90,break,splash,direct,material,concept swap,0110,-2,-0.8633966445922852,-1.7038040161132812,-0.8404073715209961,0,0,00
material-dynamics_94,material-dynamics,94,break,splash,direct,material,concept swap,0110,-2,-0.4592704772949219,-1.3401689529418945,-0.8808984756469727,0,0,00
material-dynamics_110,material-dynamics,110,break,wrinkle,direct,material,concept swap,0110,-2,-1.0514135360717773,-1.1246185302734375,-0.07320499420166016,0,0,00
material-dynamics_112,material-dynamics,112,break,wrinkle,direct,material,concept swap,0110,-2,-1.2487316131591797,-0.09009933471679688,1.1586322784423828,0,0,00
material-dynamics_114,material-dynamics,114,break,wrinkle,direct,material,concept swap,0110,-2,-0.713043212890625,-0.032833099365234375,0.6802101135253906,0,0,00
material-dynamics_116,material-dynamics,116,break,wrinkle,direct,material,concept swap,0110,-2,-0.37941741943359375,-0.9627914428710938,-0.5833740234375,0,0,00
material-dynamics_118,material-dynamics,118,break,wrinkle,direct,material,concept swap,0110,-2,-0.3374176025390625,-0.7090568542480469,-0.3716392517089844,0,0,00
material-dynamics_130,material-dynamics,130,drape,pour,direct,material,concept swap,0110,-2,-1.1292095184326172,2.7407684326171875,3.8699779510498047,0,1,01
material-dynamics_134,material-dynamics,134,drape,pour,direct,material,concept swap,0110,-2,-2.0533523559570312,0.08176040649414062,2.135112762451172,0,1,01
material-dynamics_136,material-dynamics,136,drape,pour,direct,material,concept swap,0110,-2,-1.8700447082519531,0.6984977722167969,2.56854248046875,0,1,01
material-dynamics_138,material-dynamics,138,drape,pour,direct,material,concept swap,0110,-2,-0.78448486328125,0.6992607116699219,1.4837455749511719,0,1,01
material-dynamics_152,material-dynamics,152,drape,stir,direct,material,concept swap,0110,-2,-1.1292095184326172,2.7407684326171875,3.8699779510498047,0,1,01
material-dynamics_160,material-dynamics,160,drape,stir,direct,material,concept swap,0110,-2,-2.0533523559570312,0.08176040649414062,2.135112762451172,0,1,01
material-dynamics_164,material-dynamics,164,drape,stir,direct,material,concept swap,0110,-2,-1.8700447082519531,0.6984977722167969,2.56854248046875,0,1,01
material-dynamics_168,material-dynamics,168,drape,stir,direct,material,concept swap,0110,-2,-0.78448486328125,0.6992607116699219,1.4837455749511719,0,1,01
material-dynamics_404,material-dynamics,404,rip ,pour,direct,material,concept swap,0110,-2,-2.1077651977539062,-1.1333675384521484,0.9743976593017578,0,0,00
material-dynamics_406,material-dynamics,406,rip ,pour,direct,material,concept swap,0110,-2,-0.4375152587890625,-1.0480670928955078,-0.6105518341064453,0,0,00
material-dynamics_408,material-dynamics,408,rip ,pour,direct,material,concept swap,0110,-2,0.7647590637207031,-1.055227279663086,-1.819986343383789,1,0,10
material-dynamics_440,material-dynamics,440,rip ,stir,direct,material,concept swap,0110,-2,-2.1077651977539062,-1.1333675384521484,0.9743976593017578,0,0,00
material-dynamics_444,material-dynamics,444,rip ,stir,direct,material,concept swap,0110,-2,-0.4375152587890625,-1.0480670928955078,-0.6105518341064453,0,0,00
material-dynamics_448,material-dynamics,448,rip ,stir,direct,material,concept swap,0110,-2,0.7647590637207031,-1.055227279663086,-1.819986343383789,1,0,10
material-dynamics_478,material-dynamics,478,squeeze,pour,direct,material,concept swap,0110,-2,-2.8235321044921875,0.4873008728027344,3.310832977294922,0,1,01
material-dynamics_482,material-dynamics,482,squeeze,pour,direct,material,concept swap,0110,-2,-0.9581260681152344,-0.2861652374267578,0.6719608306884766,0,0,00
material-dynamics_486,material-dynamics,486,squeeze,pour,direct,material,concept swap,0110,-2,-0.03667449951171875,0.4925518035888672,0.5292263031005859,0,1,01
material-dynamics_525,material-dynamics,525,squeeze,stir,direct,material,concept swap,0110,-2,2.4829025268554688,0.11434745788574219,-2.3685550689697266,1,1,11
material-dynamics_538,material-dynamics,538,squeeze,stir,direct,material,concept swap,0110,-2,-2.8235321044921875,0.4873008728027344,3.310832977294922,0,1,01
material-dynamics_541,material-dynamics,541,squeeze,stir,direct,material,concept swap,0110,-2,-0.48515892028808594,0.22289657592773438,0.7080554962158203,0,1,01
material-dynamics_546,material-dynamics,546,squeeze,stir,direct,material,concept swap,0110,-2,-0.9581260681152344,-0.2861652374267578,0.6719608306884766,0,0,00
material-dynamics_554,material-dynamics,554,squeeze,stir,direct,material,concept swap,0110,-2,-0.03667449951171875,0.4925518035888672,0.5292263031005859,0,1,01
material-dynamics_661,material-dynamics,661,tap,stir,direct,material,concept swap,0110,-2,2.4829025268554688,0.11434745788574219,-2.3685550689697266,1,1,11
material-dynamics_665,material-dynamics,665,tap,stir,direct,material,concept swap,0110,-2,-0.48515892028808594,0.22289657592773438,0.7080554962158203,0,1,01
material-dynamics_31,material-dynamics,31,break,flap,indirect,material,concept swap,0110,-2,-2.9046764373779297,-5.25714111328125,-2.3524646759033203,0,0,00
material-dynamics_177,material-dynamics,177,drape,stir,indirect,material,concept swap,0110,-2,-1.0817413330078125,-2.904705047607422,-1.8229637145996094,0,0,00
material-dynamics_187,material-dynamics,187,drape,stir,indirect,material,concept swap,0110,-2,2.6849536895751953,-1.8593559265136719,-4.544309616088867,1,0,10
material-dynamics_257,material-dynamics,257,fold,stir,indirect,material,concept swap,0110,-2,-1.0817413330078125,-2.904705047607422,-1.8229637145996094,0,0,00
material-dynamics_260,material-dynamics,260,fold,stir,indirect,material,concept swap,0110,-2,-3.0887584686279297,-1.9151325225830078,1.1736259460449219,0,0,00
material-dynamics_267,material-dynamics,267,fold,stir,indirect,material,concept swap,0110,-2,2.6849536895751953,-1.8593559265136719,-4.544309616088867,1,0,10
material-dynamics_317,material-dynamics,317,hang,stir,indirect,material,concept swap,0110,-2,-1.0817413330078125,-2.904705047607422,-1.8229637145996094,0,0,00
material-dynamics_320,material-dynamics,320,hang,stir,indirect,material,concept swap,0110,-2,-3.2840003967285156,-2.8675174713134766,0.41648292541503906,0,0,00
material-dynamics_327,material-dynamics,327,hang,stir,indirect,material,concept swap,0110,-2,2.6849536895751953,-1.8593559265136719,-4.544309616088867,1,0,10
material-dynamics_457,material-dynamics,457,rip ,stir,indirect,material,concept swap,0110,-2,-1.0817413330078125,-2.904705047607422,-1.8229637145996094,0,0,00
material-dynamics_467,material-dynamics,467,rip ,stir,indirect,material,concept swap,0110,-2,2.6849536895751953,-1.8593559265136719,-4.544309616088867,1,0,10
material-dynamics_503,material-dynamics,503,squeeze,pour,indirect,material,concept swap,0110,-2,2.1215248107910156,-2.403573989868164,-4.52509880065918,1,0,10
material-dynamics_579,material-dynamics,579,squeeze,stir,indirect,material,concept swap,0110,-2,-1.0817413330078125,-2.904705047607422,-1.8229637145996094,0,0,00
material-dynamics_585,material-dynamics,585,squeeze,stir,indirect,material,concept swap,0110,-2,2.130514144897461,0.5570182800292969,-1.573495864868164,1,1,11
material-dynamics_611,material-dynamics,611,squeeze,stir,indirect,material,concept swap,0110,-2,1.1694278717041016,-0.8056354522705078,-1.9750633239746094,1,0,10
material-dynamics_617,material-dynamics,617,squeeze,stir,indirect,material,concept swap,0110,-2,2.6849536895751953,-1.8593559265136719,-4.544309616088867,1,0,10
material-dynamics_682,material-dynamics,682,tap,stir,indirect,material,concept swap,0110,-2,-1.3068370819091797,-0.7678890228271484,0.5389480590820312,0,0,00
material-dynamics_687,material-dynamics,687,tap,stir,indirect,material,concept swap,0110,-2,1.1694278717041016,-0.8056354522705078,-1.9750633239746094,1,0,10
material-dynamics_757,material-dynamics,757,wrinkle,stir,indirect,material,concept swap,0110,-2,-1.0817413330078125,-2.904705047607422,-1.8229637145996094,0,0,00
material-dynamics_767,material-dynamics,767,wrinkle,stir,indirect,material,concept swap,0110,-2,2.6849536895751953,-1.8593559265136719,-4.544309616088867,1,0,10
material-dynamics_2,material-dynamics,2,break,drip,direct,material,concept swap,1110,-1,-1.8680877685546875,-1.22100830078125,0.6470794677734375,0,0,00
material-dynamics_6,material-dynamics,6,break,drip,direct,material,concept swap,0010,-1,-0.25882434844970703,-1.6881561279296875,-1.4293317794799805,0,0,00
material-dynamics_8,material-dynamics,8,break,drip,direct,material,concept swap,0010,-1,-0.3766765594482422,-0.9401464462280273,-0.5634698867797852,0,0,00
material-dynamics_21,material-dynamics,21,break,flap,direct,material,concept swap,1110,-1,3.534576416015625,6.920261383056641,3.3856849670410156,1,1,11
material-dynamics_23,material-dynamics,23,break,flap,direct,material,concept swap,1110,-1,1.9343795776367188,6.565401077270508,4.631021499633789,1,1,11
material-dynamics_25,material-dynamics,25,break,flap,direct,material,concept swap,1110,-1,3.222043991088867,7.341220855712891,4.119176864624023,1,1,11
material-dynamics_27,material-dynamics,27,break,flap,direct,material,concept swap,1110,-1,3.017120361328125,6.489030838012695,3.4719104766845703,1,1,11
material-dynamics_29,material-dynamics,29,break,flap,direct,material,concept swap,1110,-1,3.5718154907226562,6.215023040771484,2.643207550048828,1,1,11
material-dynamics_56,material-dynamics,56,break,ripple,direct,material,concept swap,1110,-1,-1.8680877685546875,-1.22100830078125,0.6470794677734375,0,0,00
material-dynamics_64,material-dynamics,64,break,ripple,direct,material,concept swap,0010,-1,-0.25882434844970703,-1.6881561279296875,-1.4293317794799805,0,0,00
material-dynamics_68,material-dynamics,68,break,ripple,direct,material,concept swap,0010,-1,-0.3766765594482422,-0.9401464462280273,-0.5634698867797852,0,0,00
material-dynamics_92,material-dynamics,92,break,splash,direct,material,concept swap,1110,-1,-1.8680877685546875,-1.22100830078125,0.6470794677734375,0,0,00
material-dynamics_96,material-dynamics,96,break,splash,direct,material,concept swap,0010,-1,-0.25882434844970703,-1.6881561279296875,-1.4293317794799805,0,0,00
material-dynamics_98,material-dynamics,98,break,splash,direct,material,concept swap,0010,-1,-0.3766765594482422,-0.9401464462280273,-0.5634698867797852,0,0,00
material-dynamics_155,material-dynamics,155,drape,stir,direct,material,concept swap,1110,-1,1.1473655700683594,-0.6905231475830078,-1.8378887176513672,1,0,10
material-dynamics_157,material-dynamics,157,drape,stir,direct,material,concept swap,1110,-1,0.6435642242431641,-0.3173713684082031,-0.9609355926513672,1,0,10
material-dynamics_159,material-dynamics,159,drape,stir,direct,material,concept swap,1110,-1,0.5632419586181641,-1.5617008209228516,-2.1249427795410156,1,0,10
material-dynamics_162,material-dynamics,162,drape,stir,direct,material,concept swap,0010,-1,-1.2435417175292969,0.5923290252685547,1.8358707427978516,0,1,01
material-dynamics_166,material-dynamics,166,drape,stir,direct,material,concept swap,0111,-1,1.0305404663085938,1.498779296875,0.46823883056640625,1,1,11
material-dynamics_191,material-dynamics,191,flap,drip,direct,material,concept swap,0111,-1,-0.9356651306152344,3.7028942108154297,4.638559341430664,0,1,01
material-dynamics_193,material-dynamics,193,flap,drip,direct,material,concept swap,0111,-1,0.3459339141845703,4.127586364746094,3.7816524505615234,1,1,11
material-dynamics_195,material-dynamics,195,flap,drip,direct,material,concept swap,0111,-1,-0.6239738464355469,5.1372222900390625,5.761196136474609,0,1,01
material-dynamics_197,material-dynamics,197,flap,drip,direct,material,concept swap,0111,-1,-0.4028491973876953,3.7672061920166016,4.170055389404297,0,1,01
material-dynamics_199,material-dynamics,199,flap,drip,direct,material,concept swap,0111,-1,-0.9150943756103516,3.02471923828125,3.9398136138916016,0,1,01
material-dynamics_210,material-dynamics,210,fold,pour,direct,material,concept swap,0111,-1,1.632883071899414,1.7571659088134766,0.1242828369140625,1,1,11
material-dynamics_214,material-dynamics,214,fold,pour,direct,material,concept swap,0111,-1,-1.4721317291259766,-0.19198989868164062,1.280141830444336,0,0,00
material-dynamics_218,material-dynamics,218,fold,pour,direct,material,concept swap,0111,-1,2.0027427673339844,0.08052635192871094,-1.9222164154052734,1,1,11
material-dynamics_232,material-dynamics,232,fold,stir,direct,material,concept swap,0111,-1,1.632883071899414,1.7571659088134766,0.1242828369140625,1,1,11
material-dynamics_234,material-dynamics,234,fold,stir,direct,material,concept swap,0111,-1,0.22600364685058594,-0.6384754180908203,-0.8644790649414062,1,0,10
material-dynamics_235,material-dynamics,235,fold,stir,direct,material,concept swap,1110,-1,1.1473655700683594,-0.6905231475830078,-1.8378887176513672,1,0,10
material-dynamics_13,material-dynamics,13,break,drip,indirect,material,concept swap,1111,0,1.5612201690673828,2.1976394653320312,0.6364192962646484,1,1,11
material-dynamics_15,material-dynamics,15,break,drip,indirect,material,concept swap,1111,0,0.2059192657470703,-0.42601585388183594,-0.6319351196289062,1,0,10
material-dynamics_17,material-dynamics,17,break,drip,indirect,material,concept swap,1111,0,2.8815460205078125,3.4024524688720703,0.5209064483642578,1,1,11
material-dynamics_19,material-dynamics,19,break,drip,indirect,material,concept swap,1111,0,0.3764019012451172,3.365032196044922,2.9886302947998047,1,1,11
material-dynamics_30,material-dynamics,30,break,flap,indirect,material,concept swap,1111,0,2.4012413024902344,-0.66412353515625,-3.0653648376464844,1,0,10
material-dynamics_34,material-dynamics,34,break,flap,indirect,material,concept swap,1111,0,0.9223041534423828,0.33490753173828125,-0.5873966217041016,1,1,11
material-dynamics_39,material-dynamics,39,break,flap,indirect,material,concept swap,1111,0,-0.1846027374267578,2.2462940216064453,2.430896759033203,0,1,01
material-dynamics_53,material-dynamics,53,break,ripple,direct,material,concept swap,1111,0,1.4776191711425781,5.724544525146484,4.246925354003906,1,1,11
material-dynamics_61,material-dynamics,61,break,ripple,direct,material,concept swap,1111,0,6.136316299438477,6.544460296630859,0.4081439971923828,1,1,11
material-dynamics_65,material-dynamics,65,break,ripple,direct,material,concept swap,1111,0,1.3949108123779297,6.0583648681640625,4.663454055786133,1,1,11
material-dynamics_12,material-dynamics,12,break,drip,indirect,material,concept swap,0000,0,-0.04907798767089844,-0.9257545471191406,-0.8766765594482422,0,0,00
material-dynamics_16,material-dynamics,16,break,drip,indirect,material,concept swap,0000,0,-2.370088577270508,-5.061986923217773,-2.6918983459472656,0,0,00
material-dynamics_18,material-dynamics,18,break,drip,indirect,material,concept swap,0000,0,-0.8355617523193359,-2.437824249267578,-1.6022624969482422,0,0,00
material-dynamics_33,material-dynamics,33,break,flap,indirect,material,concept swap,0000,0,1.235452651977539,-0.6031093597412109,-1.83856201171875,1,0,10
material-dynamics_38,material-dynamics,38,break,flap,indirect,material,concept swap,0000,0,-1.4587631225585938,-2.1326074600219727,-0.6738443374633789,0,0,00
material-dynamics_76,material-dynamics,76,break,ripple,indirect,material,concept swap,0000,0,-0.04907798767089844,-0.9257545471191406,-0.8766765594482422,0,0,00
material-dynamics_82,material-dynamics,82,break,ripple,indirect,material,concept swap,0000,0,-2.370088577270508,-5.061986923217773,-2.6918983459472656,0,0,00
material-dynamics_86,material-dynamics,86,break,ripple,indirect,material,concept swap,0000,0,-0.8355617523193359,-2.437824249267578,-1.6022624969482422,0,0,00
material-dynamics_88,material-dynamics,88,break,ripple,indirect,material,concept swap,0000,0,-1.4587631225585938,-2.1326074600219727,-0.6738443374633789,0,0,00
material-dynamics_102,material-dynamics,102,break,splash,indirect,material,concept swap,0000,0,-0.04907798767089844,-0.9257545471191406,-0.8766765594482422,0,0,00
physical-dynamics_5,physical-dynamics,5,accelerate,slow down,direct,antonym,concept swap,0110,-2,1.1586055755615234,-1.3763713836669922,-2.5349769592285156,1,0,10
physical-dynamics_7,physical-dynamics,7,accelerate,slow down,direct,antonym,concept swap,0110,-2,0.47660255432128906,-1.9949874877929688,-2.471590042114258,1,0,10
physical-dynamics_1,physical-dynamics,1,accelerate,slow down,direct,antonym,concept swap,0100,-1,0.31211090087890625,-1.7109527587890625,-2.0230636596679688,1,0,10
physical-dynamics_3,physical-dynamics,3,accelerate,slow down,direct,antonym,concept swap,1110,-1,0.24138450622558594,-1.2880363464355469,-1.5294208526611328,1,0,10
physical-dynamics_9,physical-dynamics,9,accelerate,slow down,direct,antonym,concept swap,0100,-1,-0.5212936401367188,-2.0118179321289062,-1.4905242919921875,0,0,00
physical-dynamics_24,physical-dynamics,24,fall,rise,direct,antonym,concept swap,0111,-1,0.705535888671875,1.1935920715332031,0.4880561828613281,1,1,11
physical-dynamics_26,physical-dynamics,26,fall,rise,direct,antonym,concept swap,0100,-1,-0.41383934020996094,-0.7455959320068359,-0.331756591796875,0,0,00
physical-dynamics_40,physical-dynamics,40,grow,shrink,direct,antonym,concept swap,0010,-1,-1.7478981018066406,0.9169197082519531,2.6648178100585938,0,1,01
physical-dynamics_42,physical-dynamics,42,grow,shrink,direct,antonym,concept swap,0010,-1,-2.209665298461914,0.22014617919921875,2.429811477661133,0,1,01
physical-dynamics_44,physical-dynamics,44,grow,shrink,direct,antonym,concept swap,0010,-1,-1.6592521667480469,1.1514892578125,2.810741424560547,0,1,01
physical-dynamics_45,physical-dynamics,45,grow,shrink,direct,antonym,concept swap,1110,-1,0.34265708923339844,-1.1380844116210938,-1.4807415008544922,1,0,10
physical-dynamics_46,physical-dynamics,46,grow,shrink,direct,antonym,concept swap,0010,-1,-2.1119041442871094,0.3084297180175781,2.4203338623046875,0,1,01
physical-dynamics_48,physical-dynamics,48,grow,shrink,direct,antonym,concept swap,0010,-1,-1.9575786590576172,0.6869602203369141,2.6445388793945312,0,1,01
physical-dynamics_49,physical-dynamics,49,grow,shrink,direct,antonym,concept swap,1110,-1,0.4301929473876953,-1.2870979309082031,-1.7172908782958984,1,0,10
physical-dynamics_81,physical-dynamics,81,sink,float,direct,antonym,concept swap,0100,-1,0.41327476501464844,1.8261470794677734,1.412872314453125,1,1,11
physical-dynamics_83,physical-dynamics,83,sink,float,direct,antonym,concept swap,0100,-1,-1.9118480682373047,-0.42224884033203125,1.4895992279052734,0,0,00
physical-dynamics_95,physical-dynamics,95,sink,float,direct,antonym,concept swap,0100,-1,-4.0150146484375,-2.82391357421875,1.19110107421875,0,0,00
physical-dynamics_99,physical-dynamics,99,sink,float,direct,antonym,concept swap,0100,-1,-3.104794502258301,-0.4888267517089844,2.6159677505493164,0,0,00
physical-dynamics_103,physical-dynamics,103,sink,float,indirect,antonym,concept swap,1110,-1,0.18157577514648438,-0.2623405456542969,-0.44391632080078125,1,0,10
physical-dynamics_107,physical-dynamics,107,sink,float,indirect,antonym,concept swap,1110,-1,-0.3150177001953125,-1.0871810913085938,-0.7721633911132812,0,0,00
physical-dynamics_110,physical-dynamics,110,sink,float,indirect,antonym,concept swap,0010,-1,0.6725749969482422,-1.2015304565429688,-1.874105453491211,1,0,10
physical-dynamics_112,physical-dynamics,112,sink,float,indirect,antonym,concept swap,0010,-1,-0.3163585662841797,-4.353294372558594,-4.036935806274414,0,0,00
physical-dynamics_114,physical-dynamics,114,sink,float,indirect,antonym,concept swap,0010,-1,0.5759792327880859,-2.4374961853027344,-3.0134754180908203,1,0,10
physical-dynamics_115,physical-dynamics,115,sink,float,indirect,antonym,concept swap,0111,-1,4.440732002258301,-2.267446517944336,-6.708178520202637,1,0,10
physical-dynamics_116,physical-dynamics,116,sink,float,indirect,antonym,concept swap,0010,-1,-0.42899322509765625,-2.2152137756347656,-1.7862205505371094,0,0,00
physical-dynamics_118,physical-dynamics,118,sink,float,indirect,antonym,concept swap,0010,-1,0.28314971923828125,-1.5194168090820312,-1.8025665283203125,1,0,10
physical-dynamics_51,physical-dynamics,51,roll,slide,indirect,negation,concept swap,0010,-1,-0.7528572082519531,0.12393569946289062,0.8767929077148438,0,1,01
physical-dynamics_52,physical-dynamics,52,roll,slide,indirect,negation,concept swap,1110,-1,0.1226339340209961,0.5698957443237305,0.4472618103027344,1,1,11
physical-dynamics_59,physical-dynamics,59,roll,slide,indirect,negation,concept swap,0010,-1,-0.30228424072265625,-0.010023117065429688,0.29226112365722656,0,0,00
physical-dynamics_62,physical-dynamics,62,roll,slide,indirect,other,concept swap,1110,-1,0.7802448272705078,-1.8716926574707031,-2.651937484741211,1,0,10
physical-dynamics_64,physical-dynamics,64,roll,slide,indirect,other,concept swap,1110,-1,1.6936149597167969,0.6150703430175781,-1.0785446166992188,1,1,11
physical-dynamics_66,physical-dynamics,66,roll,slide,indirect,other,concept swap,0100,-1,0.9124994277954102,-1.236140251159668,-2.148639678955078,1,0,10
physical-dynamics_0,physical-dynamics,0,accelerate,slow down,direct,antonym,concept swap,1111,0,2.871554374694824,3.0404205322265625,0.16886615753173828,1,1,11
physical-dynamics_2,physical-dynamics,2,accelerate,slow down,direct,antonym,concept swap,1111,0,2.350696563720703,2.9670677185058594,0.6163711547851562,1,1,11
physical-dynamics_4,physical-dynamics,4,accelerate,slow down,direct,antonym,concept swap,1111,0,1.905172348022461,3.038949966430664,1.1337776184082031,1,1,11
physical-dynamics_6,physical-dynamics,6,accelerate,slow down,direct,antonym,concept swap,1111,0,2.5313053131103516,2.3332462310791016,-0.19805908203125,1,1,11
physical-dynamics_8,physical-dynamics,8,accelerate,slow down,direct,antonym,concept swap,1111,0,3.0589895248413086,2.9477481842041016,-0.11124134063720703,1,1,11
physical-dynamics_10,physical-dynamics,10,accelerate,slow down,indirect,antonym,concept swap,1111,0,1.0748443603515625,-0.2454547882080078,-1.3202991485595703,1,0,10
physical-dynamics_12,physical-dynamics,12,accelerate,slow down,indirect,antonym,concept swap,1111,0,1.0709686279296875,0.07043838500976562,-1.0005302429199219,1,1,11
physical-dynamics_14,physical-dynamics,14,accelerate,slow down,indirect,antonym,concept swap,1111,0,0.6821174621582031,-0.0535888671875,-0.7357063293457031,1,0,10
physical-dynamics_16,physical-dynamics,16,accelerate,slow down,indirect,antonym,concept swap,1111,0,1.3221864700317383,0.24249839782714844,-1.0796880722045898,1,1,11
physical-dynamics_18,physical-dynamics,18,accelerate,slow down,indirect,antonym,concept swap,1111,0,1.1191844940185547,-0.5701942443847656,-1.6893787384033203,1,0,10
physical-dynamics_20,physical-dynamics,20,fall,rise,direct,antonym,concept swap,0000,0,0.6037874221801758,0.4488353729248047,-0.1549520492553711,1,1,11
physical-dynamics_22,physical-dynamics,22,fall,rise,direct,antonym,concept swap,0000,0,-0.5454311370849609,-0.9367656707763672,-0.39133453369140625,0,0,00
physical-dynamics_28,physical-dynamics,28,fall,rise,direct,antonym,concept swap,0000,0,0.41463184356689453,0.33978271484375,-0.07484912872314453,1,1,11
physical-dynamics_33,physical-dynamics,33,fall,rise,direct,antonym,concept swap,0000,0,-0.6210098266601562,-1.0519294738769531,-0.4309196472167969,0,0,00
physical-dynamics_36,physical-dynamics,36,fall,rise,direct,antonym,concept swap,0000,0,0.4012737274169922,0.4868946075439453,0.08562088012695312,1,1,11
physical-dynamics_38,physical-dynamics,38,fall,rise,direct,antonym,concept swap,0000,0,-0.2825765609741211,-0.8561515808105469,-0.5735750198364258,0,0,00
physical-dynamics_57,physical-dynamics,57,roll,slide,indirect,negation,concept swap,0000,0,-0.13976287841796875,0.23975372314453125,0.3795166015625,0,1,01
physical-dynamics_70,physical-dynamics,70,roll,slide,indirect,other,concept swap,0000,0,-1.6623992919921875,-0.9044647216796875,0.7579345703125,0,0,00
physical-dynamics_72,physical-dynamics,72,roll,slide,indirect,other,concept swap,0000,0,-0.5425395965576172,0.3956031799316406,0.9381427764892578,0,1,01
physical-dynamics_74,physical-dynamics,74,roll,slide,indirect,other,concept swap,0000,0,-1.5872859954833984,-0.9963932037353516,0.5908927917480469,0,0,00
spatial-relations_355,spatial-relations,355,left,right,direct,antonym,concept swap,0110,-2,4.630710601806641,0.4977397918701172,-4.132970809936523,1,1,11
spatial-relations_359,spatial-relations,359,left,right,direct,antonym,concept swap,0110,-2,5.15483283996582,0.1403331756591797,-5.014499664306641,1,1,11
spatial-relations_363,spatial-relations,363,left,right,direct,antonym,concept swap,0110,-2,6.038421630859375,1.1505393981933594,-4.887882232666016,1,1,11
spatial-relations_375,spatial-relations,375,left,right,direct,antonym,variable swap,0110,-2,4.630710601806641,0.4977397918701172,-4.132970809936523,1,1,11
spatial-relations_379,spatial-relations,379,left,right,direct,antonym,variable swap,0110,-2,5.15483283996582,0.1403331756591797,-5.014499664306641,1,1,11
spatial-relations_383,spatial-relations,383,left,right,direct,antonym,variable swap,0110,-2,6.038421630859375,1.1505393981933594,-4.887882232666016,1,1,11
spatial-relations_25,spatial-relations,25,above,below,indirect,antonym,concept swap,0110,-2,0.9361610412597656,-1.802927017211914,-2.7390880584716797,1,0,10
spatial-relations_29,spatial-relations,29,above,below,indirect,antonym,concept swap,0110,-2,-0.2592315673828125,0.32473182678222656,0.5839633941650391,0,1,01
spatial-relations_36,spatial-relations,36,above,below,indirect,antonym,concept swap,0110,-2,-5.354803085327148,-1.9497127532958984,3.40509033203125,0,0,00
spatial-relations_304,spatial-relations,304,front,behind,indirect,antonym,concept swap,0110,-2,0.019695281982421875,0.3700294494628906,0.35033416748046875,1,1,11
