arm,checkpoint,seed,role,probe_family,probe_id,token_class,gain,pair_id,rewrite_token_len,rewrite_words,source_token_len,source_words,true_source_nll,unrelated_source_nll,source,role2
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1003:7:compact:fwcompact_expansion_020376,nonoverlap,-1.3133316040039062,compact:fwcompact_expansion_020376,9,7,16,12,7.605517387390137,6.292185783386231,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1004:0:compact:fwcompact_expansion_020429,nonoverlap,2.5454297065734863,compact:fwcompact_expansion_020429,9,6,12,10,7.673953533172607,10.219383239746094,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1004:2:compact:fwcompact_expansion_020429,overlap,6.707806142047048,compact:fwcompact_expansion_020429,9,6,12,10,0.0119094531983137,6.719715595245361,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1004:3:compact:fwcompact_expansion_020429,nonoverlap,-2.17059326171875,compact:fwcompact_expansion_020429,9,6,12,10,7.427649021148682,5.257055759429932,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1004:7:compact:fwcompact_expansion_020429,overlap,4.314320802688599,compact:fwcompact_expansion_020429,9,6,12,10,3.4494645595550537,7.763785362243652,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1005:10:compact:fwcompact_expansion_020622,nonoverlap,-2.222111701965332,compact:fwcompact_expansion_020622,12,8,17,13,6.280505657196045,4.058393955230713,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1005:1:compact:fwcompact_expansion_020622,nonoverlap,2.337308406829834,compact:fwcompact_expansion_020622,12,8,17,13,0.7856054306030273,3.1229138374328613,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1005:3:compact:fwcompact_expansion_020622,overlap,7.257847964763641,compact:fwcompact_expansion_020622,12,8,17,13,0.0667684674263,7.324616432189941,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1005:8:compact:fwcompact_expansion_020622,overlap,2.519992589950561,compact:fwcompact_expansion_020622,12,8,17,13,0.3000061511993408,2.8199987411499023,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1006:0:compact:fwcompact_expansion_020653,overlap,12.863937040790915,compact:fwcompact_expansion_020653,23,14,22,14,0.0096047911792993,12.873541831970217,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1006:16:compact:fwcompact_expansion_020653,overlap,8.47437135875225,compact:fwcompact_expansion_020653,23,14,22,14,0.0753913670778274,8.549762725830078,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1007:1:compact:fwcompact_expansion_020686,overlap,6.767005708068609,compact:fwcompact_expansion_020686,18,8,24,13,0.0346052385866642,6.801610946655273,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1007:2:compact:fwcompact_expansion_020686,overlap,1.563392162322998,compact:fwcompact_expansion_020686,18,8,24,13,6.231069087982178,7.794461250305176,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1007:3:compact:fwcompact_expansion_020686,nonoverlap,-0.7862558364868164,compact:fwcompact_expansion_020686,18,8,24,13,9.933667182922363,9.147411346435549,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1007:4:compact:fwcompact_expansion_020686,nonoverlap,2.645814895629883,compact:fwcompact_expansion_020686,18,8,24,13,3.328413963317871,5.974228858947754,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1008:0:compact:fwcompact_expansion_020751,nonoverlap,-0.963798999786377,compact:fwcompact_expansion_020751,17,11,18,12,6.013948440551758,5.050149440765381,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1008:15:compact:fwcompact_expansion_020751,overlap,6.805725316517055,compact:fwcompact_expansion_020751,17,11,18,12,0.0073611931875348,6.81308650970459,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1008:4:compact:fwcompact_expansion_020751,overlap,7.116919886320829,compact:fwcompact_expansion_020751,17,11,18,12,0.0103527195751667,7.127272605895996,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1009:0:compact:fwcompact_expansion_020811,nonoverlap,6.249140560626984,compact:fwcompact_expansion_020811,8,7,16,15,0.5506970286369324,6.799837589263916,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1009:3:compact:fwcompact_expansion_020811,overlap,3.6189775466918954,compact:fwcompact_expansion_020811,8,7,16,15,5.112729072570801,8.731706619262695,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1009:5:compact:fwcompact_expansion_020811,nonoverlap,-0.3273131847381592,compact:fwcompact_expansion_020811,8,7,16,15,3.578463315963745,3.251150131225586,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1009:6:compact:fwcompact_expansion_020811,overlap,10.382280111312866,compact:fwcompact_expansion_020811,8,7,16,15,1.6982462406158447,12.080526351928713,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:100:0:compact:fwcompact_medium_034265,nonoverlap,5.408339500427246,compact:fwcompact_medium_034265,9,5,17,11,6.201020240783691,11.609359741210938,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:100:1:compact:fwcompact_medium_034265,overlap,-3.597768783569336,compact:fwcompact_medium_034265,9,5,17,11,8.949755668640137,5.351986885070801,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:100:3:compact:fwcompact_medium_034265,nonoverlap,-0.8762712478637695,compact:fwcompact_medium_034265,9,5,17,11,11.477750778198242,10.601479530334473,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:100:7:compact:fwcompact_medium_034265,overlap,3.48165225982666,compact:fwcompact_medium_034265,9,5,17,11,8.572039604187012,12.053691864013672,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1010:0:compact:fwcompact_expansion_020914,nonoverlap,-0.3358240127563476,compact:fwcompact_expansion_020914,8,4,15,11,9.873210906982422,9.537386894226074,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1010:4:compact:fwcompact_expansion_020914,nonoverlap,-0.2530393600463867,compact:fwcompact_expansion_020914,8,4,15,11,5.032135009765625,4.779095649719238,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1010:5:compact:fwcompact_expansion_020914,overlap,10.55920983850956,compact:fwcompact_expansion_020914,8,4,15,11,0.1881112903356552,10.747321128845217,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1010:6:compact:fwcompact_expansion_020914,overlap,7.033510640263557,compact:fwcompact_expansion_020914,8,4,15,11,0.2451777905225753,7.278688430786133,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1011:16:compact:fwcompact_expansion_020955,nonoverlap,0.707719087600708,compact:fwcompact_expansion_020955,22,13,41,25,1.9160130023956297,2.623732089996338,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1011:1:compact:fwcompact_expansion_020955,overlap,7.854715527035296,compact:fwcompact_expansion_020955,22,13,41,25,0.011246501468122,7.865962028503418,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1011:20:compact:fwcompact_expansion_020955,overlap,3.938889302313328,compact:fwcompact_expansion_020955,22,13,41,25,0.0203587636351585,3.9592480659484863,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1011:6:compact:fwcompact_expansion_020955,nonoverlap,-1.393847942352295,compact:fwcompact_expansion_020955,22,13,41,25,7.412585258483887,6.018737316131592,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1012:0:compact:fwcompact_expansion_020984,overlap,14.29334083199501,compact:fwcompact_expansion_020984,20,14,21,14,0.4065683782100677,14.699909210205078,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1012:18:compact:fwcompact_expansion_020984,overlap,8.893936455249786,compact:fwcompact_expansion_020984,20,14,21,14,0.1837784647941589,9.077714920043944,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1012:8:compact:fwcompact_expansion_020984,nonoverlap,2.9781055450439453,compact:fwcompact_expansion_020984,20,14,21,14,5.699551582336426,8.677657127380371,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1013:0:compact:fwcompact_expansion_021017,nonoverlap,2.2208967208862305,compact:fwcompact_expansion_021017,14,9,19,14,5.412276268005371,7.633172988891602,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1013:12:compact:fwcompact_expansion_021017,nonoverlap,-1.1035919189453125,compact:fwcompact_expansion_021017,14,9,19,14,7.3769025802612305,6.273310661315918,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1013:2:compact:fwcompact_expansion_021017,overlap,8.150667130947113,compact:fwcompact_expansion_021017,14,9,19,14,0.4453907608985901,8.596057891845703,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1013:7:compact:fwcompact_expansion_021017,overlap,-3.741992950439453,compact:fwcompact_expansion_021017,14,9,19,14,9.16409683227539,5.4221038818359375,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1014:10:compact:fwcompact_expansion_021360,nonoverlap,0.9200544357299804,compact:fwcompact_expansion_021360,16,13,19,15,5.706895351409912,6.626949787139893,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1014:11:compact:fwcompact_expansion_021360,nonoverlap,0.1769189834594726,compact:fwcompact_expansion_021360,16,13,19,15,4.060966491699219,4.237885475158691,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1014:14:compact:fwcompact_expansion_021360,overlap,2.966429758816957,compact:fwcompact_expansion_021360,16,13,19,15,0.0344600193202495,3.000889778137207,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1014:1:compact:fwcompact_expansion_021360,overlap,8.680603042244911,compact:fwcompact_expansion_021360,16,13,19,15,0.1797504276037216,8.860353469848633,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1015:0:compact:fwcompact_expansion_021398,nonoverlap,7.406720325350761,compact:fwcompact_expansion_021398,19,11,21,12,0.2155898362398147,7.622310161590576,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1015:17:compact:fwcompact_expansion_021398,overlap,7.719225220847875,compact:fwcompact_expansion_021398,19,11,21,12,0.0074669788591563,7.726692199707031,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1015:4:compact:fwcompact_expansion_021398,overlap,7.456905137747526,compact:fwcompact_expansion_021398,19,11,21,12,0.0374357588589191,7.494340896606445,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1015:5:compact:fwcompact_expansion_021398,nonoverlap,3.995138108730316,compact:fwcompact_expansion_021398,19,11,21,12,0.2332387566566467,4.228376865386963,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1016:0:compact:fwcompact_expansion_021455,overlap,6.235283149406314,compact:fwcompact_expansion_021455,12,7,17,12,0.0144507754594087,6.249733924865723,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1016:10:compact:fwcompact_expansion_021455,nonoverlap,-4.996791839599609,compact:fwcompact_expansion_021455,12,7,17,12,15.802845001220703,10.806053161621094,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1016:6:compact:fwcompact_expansion_021455,nonoverlap,7.15144681930542,compact:fwcompact_expansion_021455,12,7,17,12,3.4781394004821777,10.629586219787598,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1016:9:compact:fwcompact_expansion_021455,overlap,2.0204044580459595,compact:fwcompact_expansion_021455,12,7,17,12,1.873702883720398,3.894107341766357,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1017:1:compact:fwcompact_expansion_021470,overlap,7.181088000535965,compact:fwcompact_expansion_021470,11,7,16,13,0.1799030005931854,7.36099100112915,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1017:2:compact:fwcompact_expansion_021470,nonoverlap,3.319742202758789,compact:fwcompact_expansion_021470,11,7,16,13,5.166864395141602,8.48660659790039,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1017:8:compact:fwcompact_expansion_021470,overlap,1.71509051322937,compact:fwcompact_expansion_021470,11,7,16,13,3.750412702560425,5.465503215789795,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1017:9:compact:fwcompact_expansion_021470,nonoverlap,-0.8181943893432617,compact:fwcompact_expansion_021470,11,7,16,13,6.217190742492676,5.398996353149414,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1018:11:compact:fwcompact_expansion_021545,nonoverlap,1.693291187286377,compact:fwcompact_expansion_021545,20,10,23,13,3.2271618843078613,4.920453071594238,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1018:18:compact:fwcompact_expansion_021545,overlap,6.013724073767662,compact:fwcompact_expansion_021545,20,10,23,13,0.1139357239007949,6.127659797668457,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1018:1:compact:fwcompact_expansion_021545,overlap,6.464856456499547,compact:fwcompact_expansion_021545,20,10,23,13,0.0077349436469376,6.472591400146484,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1019:0:compact:fwcompact_expansion_021594,overlap,8.137356407940388,compact:fwcompact_expansion_021594,17,8,27,12,0.0931409522891044,8.230497360229492,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1019:12:compact:fwcompact_expansion_021594,nonoverlap,6.105737209320068,compact:fwcompact_expansion_021594,17,8,27,12,4.796016216278076,10.901753425598145,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1019:15:compact:fwcompact_expansion_021594,overlap,7.627652280032635,compact:fwcompact_expansion_021594,17,8,27,12,0.0432685688138008,7.6709208488464355,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1019:3:compact:fwcompact_expansion_021594,nonoverlap,6.210542678833008,compact:fwcompact_expansion_021594,17,8,27,12,7.750948905944824,13.961491584777832,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:101:0:compact:fwcompact_medium_057071,nonoverlap,8.523064762353897,compact:fwcompact_medium_057071,7,6,14,11,0.2517221868038177,8.774786949157715,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:101:1:compact:fwcompact_medium_057071,overlap,7.426489606499672,compact:fwcompact_medium_057071,7,6,14,11,0.0329105705022811,7.459400177001953,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:101:4:compact:fwcompact_medium_057071,overlap,5.621717892587185,compact:fwcompact_medium_057071,7,6,14,11,0.1016250029206276,5.7233428955078125,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:101:5:compact:fwcompact_medium_057071,nonoverlap,0.6133127212524414,compact:fwcompact_medium_057071,7,6,14,11,7.571686744689941,8.184999465942383,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1020:0:compact:fwcompact_expansion_021888,nonoverlap,8.532699584960938,compact:fwcompact_expansion_021888,9,8,16,13,4.85447883605957,13.387178421020508,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1020:2:compact:fwcompact_expansion_021888,overlap,5.965100884437561,compact:fwcompact_expansion_021888,9,8,16,13,0.4530948400497436,6.418195724487305,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1020:4:compact:fwcompact_expansion_021888,overlap,2.0025889556854963,compact:fwcompact_expansion_021888,9,8,16,13,0.0188436824828386,2.021432638168335,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1020:7:compact:fwcompact_expansion_021888,nonoverlap,-1.6371893882751465,compact:fwcompact_expansion_021888,9,8,16,13,5.8746867179870605,4.237497329711914,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1021:0:compact:fwcompact_expansion_022057,nonoverlap,13.321115732192991,compact:fwcompact_expansion_022057,10,6,20,11,2.884193181991577,16.20530891418457,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1021:1:compact:fwcompact_expansion_022057,overlap,6.055559098720551,compact:fwcompact_expansion_022057,10,6,20,11,0.0652909874916076,6.120850086212158,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1021:6:compact:fwcompact_expansion_022057,overlap,7.124249756336212,compact:fwcompact_expansion_022057,10,6,20,11,0.3646227717399597,7.488872528076172,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1021:8:compact:fwcompact_expansion_022057,nonoverlap,-0.3756961822509765,compact:fwcompact_expansion_022057,10,6,20,11,7.582106113433838,7.206409931182861,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1022:0:compact:fwcompact_expansion_022071,nonoverlap,7.8834943771362305,compact:fwcompact_expansion_022071,11,9,20,17,6.241532325744629,14.12502670288086,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1022:2:compact:fwcompact_expansion_022071,overlap,2.6383132934570312,compact:fwcompact_expansion_022071,11,9,20,17,2.2012734413146973,4.8395867347717285,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1022:8:compact:fwcompact_expansion_022071,nonoverlap,-3.861320018768311,compact:fwcompact_expansion_022071,11,9,20,17,10.822587013244627,6.961266994476318,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1022:9:compact:fwcompact_expansion_022071,overlap,1.4736981391906738,compact:fwcompact_expansion_022071,11,9,20,17,3.3343710899353027,4.808069229125977,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1023:0:compact:fwcompact_expansion_022130,overlap,9.638166315853596,compact:fwcompact_expansion_022130,10,7,16,13,0.0216218158602714,9.659788131713867,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1023:4:compact:fwcompact_expansion_022130,nonoverlap,-3.1499757766723637,compact:fwcompact_expansion_022130,10,7,16,13,12.212915420532228,9.062939643859863,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1023:7:compact:fwcompact_expansion_022130,nonoverlap,2.3264269828796387,compact:fwcompact_expansion_022130,10,7,16,13,5.817318439483643,8.143745422363281,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1023:8:compact:fwcompact_expansion_022130,overlap,12.375800028443336,compact:fwcompact_expansion_022130,10,7,16,13,0.1902009099721908,12.566000938415527,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1024:0:compact:fwcompact_expansion_022141,overlap,9.461454391479492,compact:fwcompact_expansion_022141,13,7,19,13,0.9568214416503906,10.418275833129885,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1024:10:compact:fwcompact_expansion_022141,overlap,3.104365825653076,compact:fwcompact_expansion_022141,13,7,19,13,6.155334949493408,9.259700775146484,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1024:11:compact:fwcompact_expansion_022141,nonoverlap,-0.5504150390625,compact:fwcompact_expansion_022141,13,7,19,13,7.555264472961426,7.004849433898926,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1024:8:compact:fwcompact_expansion_022141,nonoverlap,0.7348594665527344,compact:fwcompact_expansion_022141,13,7,19,13,7.243303298950195,7.97816276550293,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1025:0:compact:fwcompact_expansion_022207,overlap,10.698127388954164,compact:fwcompact_expansion_022207,12,8,15,10,0.5792859792709351,11.277413368225098,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1025:10:compact:fwcompact_expansion_022207,overlap,8.502438694238663,compact:fwcompact_expansion_022207,12,8,15,10,0.3047769963741302,8.807215690612793,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1026:10:compact:fwcompact_expansion_022268,overlap,5.049065589904785,compact:fwcompact_expansion_022268,12,8,22,13,1.4568700790405271,6.5059356689453125,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1026:1:compact:fwcompact_expansion_022268,overlap,11.673302218317986,compact:fwcompact_expansion_022268,12,8,22,13,0.060766652226448,11.734068870544434,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1026:7:compact:fwcompact_expansion_022268,nonoverlap,5.963519811630249,compact:fwcompact_expansion_022268,12,8,22,13,3.961735963821411,9.92525577545166,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1026:9:compact:fwcompact_expansion_022268,nonoverlap,0.159123420715332,compact:fwcompact_expansion_022268,12,8,22,13,12.09602165222168,12.255145072937012,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1027:1:compact:fwcompact_expansion_022314,nonoverlap,-0.2325763702392578,compact:fwcompact_expansion_022314,11,5,18,12,6.116120338439941,5.883543968200684,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1027:2:compact:fwcompact_expansion_022314,overlap,8.773242812603712,compact:fwcompact_expansion_022314,11,5,18,12,0.0193940587341785,8.79263687133789,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1027:8:compact:fwcompact_expansion_022314,overlap,0.6238985061645508,compact:fwcompact_expansion_022314,11,5,18,12,7.597500801086426,8.221399307250977,orig,V
D_V_43022,chck_80M,43022,V,heldout_rewrite_content_conditioning,rewritecond:1027:9:compact:fwcompact_expansion_022314,nonoverlap,6.758229628205299,compact:fwcompact_expansion_022314,11,5,18,12,0.1373458951711654,6.895575523376465,orig,V
