identity,checkpoint,words,quantity,lhs_contrast,lhs,rhs1_contrast,rhs1,rhs2_contrast,rhs2,rhs_sum,residual
D1_VR_equals_VB_plus_BR,chck_50M,50000000,EWoK,D1_VminusR,-0.36999999999999744,D1_VminusB,1.220000000000006,D1_BminusR,-1.5900000000000034,-0.36999999999999744,0.0
D1_VR_equals_VB_plus_BR,chck_50M,50000000,COMPS,D1_VminusR,0.13000000000000256,D1_VminusB,-0.12999999999999545,D1_BminusR,0.259999999999998,0.13000000000000256,0.0
D1_VR_equals_VB_plus_BR,chck_50M,50000000,Reading,D1_VminusR,0.3249999999999984,D1_VminusB,0.3999999999999986,D1_BminusR,-0.07500000000000018,0.3249999999999984,0.0
D1_VR_equals_VB_plus_BR,chck_50M,50000000,exEntity5,D1_VminusR,0.8290000000000006,D1_VminusB,0.7339999999999947,D1_BminusR,0.09500000000000597,0.8290000000000006,0.0
D1_VR_equals_VB_plus_BR,chck_50M,50000000,exEntity4_noReading,D1_VminusR,0.9549999999999983,D1_VminusB,0.8174999999999955,D1_BminusR,0.13750000000000284,0.9549999999999983,0.0
D1_VR_equals_VB_plus_BR,chck_60M,60000000,BLiMP,D1_VminusR,-0.0799999999999983,D1_VminusB,-0.45999999999999375,D1_BminusR,0.37999999999999545,-0.0799999999999983,0.0
D1_VR_equals_VB_plus_BR,chck_60M,60000000,Supplement,D1_VminusR,1.1500000000000057,D1_VminusB,2.0600000000000023,D1_BminusR,-0.9099999999999966,1.1500000000000057,0.0
D1_VR_equals_VB_plus_BR,chck_60M,60000000,EWoK,D1_VminusR,0.8399999999999963,D1_VminusB,0.6999999999999957,D1_BminusR,0.14000000000000057,0.8399999999999963,0.0
D1_VR_equals_VB_plus_BR,chck_60M,60000000,COMPS,D1_VminusR,-0.030000000000001137,D1_VminusB,-0.030000000000001137,D1_BminusR,0.0,-0.030000000000001137,0.0
D1_VR_equals_VB_plus_BR,chck_60M,60000000,Reading,D1_VminusR,0.23000000000000043,D1_VminusB,-0.10999999999999943,D1_BminusR,0.33999999999999986,0.23000000000000043,0.0
D1_VR_equals_VB_plus_BR,chck_60M,60000000,exEntity5,D1_VminusR,0.42200000000000415,D1_VminusB,0.43200000000000216,D1_BminusR,-0.00999999999999801,0.42200000000000415,0.0
D1_VR_equals_VB_plus_BR,chck_60M,60000000,exEntity4_noReading,D1_VminusR,0.46999999999999886,D1_VminusB,0.5675000000000026,D1_BminusR,-0.0975000000000037,0.46999999999999886,0.0
D1_VR_equals_VB_plus_BR,chck_70M,70000000,BLiMP,D1_VminusR,-0.12000000000000455,D1_VminusB,-1.0900000000000034,D1_BminusR,0.9699999999999989,-0.12000000000000455,0.0
D1_VR_equals_VB_plus_BR,chck_70M,70000000,Supplement,D1_VminusR,0.240000000000002,D1_VminusB,-1.1599999999999966,D1_BminusR,1.3999999999999986,0.240000000000002,0.0
D1_VR_equals_VB_plus_BR,chck_70M,70000000,EWoK,D1_VminusR,-3.210000000000001,D1_VminusB,-1.1799999999999997,D1_BminusR,-2.030000000000001,-3.210000000000001,0.0
D1_VR_equals_VB_plus_BR,chck_70M,70000000,COMPS,D1_VminusR,0.04999999999999716,D1_VminusB,-0.740000000000002,D1_BminusR,0.7899999999999991,0.04999999999999716,0.0
D1_VR_equals_VB_plus_BR,chck_70M,70000000,Reading,D1_VminusR,-0.5,D1_VminusB,-0.1349999999999998,D1_BminusR,-0.3650000000000002,-0.5,0.0
D1_VR_equals_VB_plus_BR,chck_70M,70000000,exEntity5,D1_VminusR,-0.7079999999999984,D1_VminusB,-0.8609999999999971,D1_BminusR,0.1529999999999987,-0.7079999999999984,0.0
D1_VR_equals_VB_plus_BR,chck_70M,70000000,exEntity4_noReading,D1_VminusR,-0.7600000000000051,D1_VminusB,-1.042500000000004,D1_BminusR,0.28249999999999886,-0.7600000000000051,0.0
D1_VR_equals_VB_plus_BR,chck_80M,80000000,BLiMP,D1_VminusR,0.269999999999996,D1_VminusB,-0.8700000000000045,D1_BminusR,1.1400000000000006,0.269999999999996,0.0
D1_VR_equals_VB_plus_BR,chck_80M,80000000,Supplement,D1_VminusR,2.539999999999999,D1_VminusB,1.8200000000000003,D1_BminusR,0.7199999999999989,2.539999999999999,0.0
D1_VR_equals_VB_plus_BR,chck_80M,80000000,EWoK,D1_VminusR,-0.9299999999999997,D1_VminusB,-0.15000000000000568,D1_BminusR,-0.779999999999994,-0.9299999999999997,0.0
D1_VR_equals_VB_plus_BR,chck_80M,80000000,Entity,D1_VminusR,4.5,D1_VminusB,3.1000000000000014,D1_BminusR,1.3999999999999986,4.5,0.0
D1_VR_equals_VB_plus_BR,chck_80M,80000000,COMPS,D1_VminusR,0.13000000000000256,D1_VminusB,-1.1799999999999997,D1_BminusR,1.3100000000000023,0.13000000000000256,0.0
D1_VR_equals_VB_plus_BR,chck_80M,80000000,Reading,D1_VminusR,-0.3750000000000009,D1_VminusB,0.0699999999999994,D1_BminusR,-0.4450000000000003,-0.3750000000000009,0.0
D1_VR_equals_VB_plus_BR,chck_80M,80000000,cheap6_no_GlobalPIQA,D1_VminusR,1.0225000000000009,D1_VminusB,0.4649999999999963,D1_BminusR,0.5575000000000045,1.0225000000000009,0.0
D1_VR_equals_VB_plus_BR,chck_80M,80000000,cheap5_no_GlobalPIQA_Reading,D1_VminusR,1.3019999999999996,D1_VminusB,0.544000000000004,D1_BminusR,0.7579999999999956,1.3019999999999996,0.0
D1_VR_equals_VB_plus_BR,chck_80M,80000000,exEntity5,D1_VminusR,0.3269999999999982,D1_VminusB,-0.06200000000000472,D1_BminusR,0.3890000000000029,0.3269999999999982,0.0
D1_VR_equals_VB_plus_BR,chck_80M,80000000,exEntity4_noReading,D1_VminusR,0.5024999999999977,D1_VminusB,-0.09500000000000597,D1_BminusR,0.5975000000000037,0.5024999999999977,0.0
D1_VR_equals_VB_plus_BR,chck_80M,80000000,EWoK_plus_Entity_sum,D1_VminusR,1.7850000000000037,D1_VminusB,1.4750000000000014,D1_BminusR,0.3100000000000023,1.7850000000000037,0.0
D1_VR_equals_VB_plus_BR,chck_90M,90000000,BLiMP,D1_VminusR,0.1599999999999966,D1_VminusB,-0.6099999999999994,D1_BminusR,0.769999999999996,0.1599999999999966,0.0
D1_VR_equals_VB_plus_BR,chck_90M,90000000,Supplement,D1_VminusR,1.6300000000000026,D1_VminusB,1.1899999999999977,D1_BminusR,0.44000000000000483,1.6300000000000026,0.0
D1_VR_equals_VB_plus_BR,chck_90M,90000000,EWoK,D1_VminusR,0.47000000000000597,D1_VminusB,1.2600000000000051,D1_BminusR,-0.7899999999999991,0.47000000000000597,0.0
D1_VR_equals_VB_plus_BR,chck_90M,90000000,Entity,D1_VminusR,3.66,D1_VminusB,3.080000000000002,D1_BminusR,0.5799999999999983,3.66,0.0
D1_VR_equals_VB_plus_BR,chck_90M,90000000,COMPS,D1_VminusR,-0.21999999999999886,D1_VminusB,-1.3599999999999994,D1_BminusR,1.1400000000000006,-0.21999999999999886,0.0
D1_VR_equals_VB_plus_BR,chck_90M,90000000,Reading,D1_VminusR,-0.3749999999999982,D1_VminusB,-0.0649999999999995,D1_BminusR,-0.3099999999999987,-0.3749999999999982,0.0
D1_VR_equals_VB_plus_BR,chck_90M,90000000,cheap6_no_GlobalPIQA,D1_VminusR,0.8874999999999957,D1_VminusB,0.582499999999996,D1_BminusR,0.3049999999999997,0.8874999999999957,0.0
D1_VR_equals_VB_plus_BR,chck_90M,90000000,cheap5_no_GlobalPIQA_Reading,D1_VminusR,1.1400000000000006,D1_VminusB,0.7119999999999962,D1_BminusR,0.4280000000000044,1.1400000000000006,0.0
D1_VR_equals_VB_plus_BR,chck_90M,90000000,exEntity5,D1_VminusR,0.3330000000000055,D1_VminusB,0.08300000000000551,D1_BminusR,0.25,0.3330000000000055,0.0
D1_VR_equals_VB_plus_BR,chck_90M,90000000,exEntity4_noReading,D1_VminusR,0.509999999999998,D1_VminusB,0.11999999999999744,D1_BminusR,0.39000000000000057,0.509999999999998,0.0
D1_VR_equals_VB_plus_BR,chck_90M,90000000,EWoK_plus_Entity_sum,D1_VminusR,2.065000000000005,D1_VminusB,2.1700000000000017,D1_BminusR,-0.10499999999999687,2.065000000000005,0.0
D1_VR_equals_VB_plus_BR,chck_100M,100000000,BLiMP,D1_VminusR,0.21000000000000796,D1_VminusB,-0.5499999999999972,D1_BminusR,0.7600000000000051,0.21000000000000796,0.0
D1_VR_equals_VB_plus_BR,chck_100M,100000000,Supplement,D1_VminusR,1.9299999999999997,D1_VminusB,1.6999999999999957,D1_BminusR,0.23000000000000398,1.9299999999999997,0.0
D1_VR_equals_VB_plus_BR,chck_100M,100000000,EWoK,D1_VminusR,0.269999999999996,D1_VminusB,0.8999999999999986,D1_BminusR,-0.6300000000000026,0.269999999999996,0.0
D1_VR_equals_VB_plus_BR,chck_100M,100000000,Entity,D1_VminusR,3.8900000000000006,D1_VminusB,2.8000000000000007,D1_BminusR,1.0899999999999999,3.8900000000000006,0.0
D1_VR_equals_VB_plus_BR,chck_100M,100000000,COMPS,D1_VminusR,-0.1599999999999966,D1_VminusB,-1.3499999999999943,D1_BminusR,1.1899999999999977,-0.1599999999999966,0.0
D1_VR_equals_VB_plus_BR,chck_100M,100000000,Reading,D1_VminusR,-0.28500000000000014,D1_VminusB,-0.05000000000000071,D1_BminusR,-0.23499999999999943,-0.28500000000000014,0.0
D1_VR_equals_VB_plus_BR,chck_100M,100000000,cheap6_no_GlobalPIQA,D1_VminusR,0.975833333333334,D1_VminusB,0.5750000000000028,D1_BminusR,0.40083333333333115,0.975833333333334,0.0
D1_VR_equals_VB_plus_BR,chck_100M,100000000,cheap5_no_GlobalPIQA_Reading,D1_VminusR,1.2280000000000086,D1_VminusB,0.7000000000000028,D1_BminusR,0.5280000000000058,1.2280000000000086,0.0
D1_VR_equals_VB_plus_BR,chck_100M,100000000,exEntity5,D1_VminusR,0.3930000000000007,D1_VminusB,0.13000000000000256,D1_BminusR,0.2629999999999981,0.3930000000000007,0.0
D1_VR_equals_VB_plus_BR,chck_100M,100000000,exEntity4_noReading,D1_VminusR,0.5625000000000071,D1_VminusB,0.17500000000000426,D1_BminusR,0.38750000000000284,0.5625000000000071,0.0
D1_VR_equals_VB_plus_BR,chck_100M,100000000,EWoK_plus_Entity_sum,D1_VminusR,2.0799999999999983,D1_VminusB,1.8500000000000014,D1_BminusR,0.22999999999999687,2.0799999999999983,0.0
D1_VCold_equals_VB_plus_BCold,chck_10M,10000000,BLiMP,D1_VminusCold,2.180000000000007,D1_VminusB,-1.4199999999999946,D1_BminusCold,3.6000000000000014,2.180000000000007,0.0
D1_VCold_equals_VB_plus_BCold,chck_10M,10000000,Supplement,D1_VminusCold,-2.5799999999999983,D1_VminusB,-1.3900000000000006,D1_BminusCold,-1.1899999999999977,-2.5799999999999983,0.0
D1_VCold_equals_VB_plus_BCold,chck_10M,10000000,EWoK,D1_VminusCold,-0.75,D1_VminusB,-0.9699999999999989,D1_BminusCold,0.21999999999999886,-0.75,0.0
D1_VCold_equals_VB_plus_BCold,chck_10M,10000000,COMPS,D1_VminusCold,0.09000000000000341,D1_VminusB,0.18999999999999773,D1_BminusCold,-0.09999999999999432,0.09000000000000341,0.0
D1_VCold_equals_VB_plus_BCold,chck_10M,10000000,Reading,D1_VminusCold,0.4450000000000003,D1_VminusB,-0.3650000000000002,D1_BminusCold,0.8100000000000005,0.4450000000000003,0.0
D1_VCold_equals_VB_plus_BCold,chck_10M,10000000,exEntity5,D1_VminusCold,-0.12299999999999756,D1_VminusB,-0.7910000000000039,D1_BminusCold,0.6680000000000064,-0.12299999999999756,0.0
D1_VCold_equals_VB_plus_BCold,chck_10M,10000000,exEntity4_noReading,D1_VminusCold,-0.26499999999999346,D1_VminusB,-0.8975000000000009,D1_BminusCold,0.6325000000000074,-0.26499999999999346,0.0
D1_VCold_equals_VB_plus_BCold,chck_20M,20000000,BLiMP,D1_VminusCold,1.25,D1_VminusB,-1.9099999999999966,D1_BminusCold,3.1599999999999966,1.25,0.0
D1_VCold_equals_VB_plus_BCold,chck_20M,20000000,Supplement,D1_VminusCold,0.6899999999999977,D1_VminusB,1.2999999999999972,D1_BminusCold,-0.6099999999999994,0.6899999999999977,0.0
D1_VCold_equals_VB_plus_BCold,chck_20M,20000000,EWoK,D1_VminusCold,1.0600000000000023,D1_VminusB,1.2000000000000028,D1_BminusCold,-0.14000000000000057,1.0600000000000023,0.0
D1_VCold_equals_VB_plus_BCold,chck_20M,20000000,COMPS,D1_VminusCold,-0.7299999999999969,D1_VminusB,0.2600000000000051,D1_BminusCold,-0.990000000000002,-0.7299999999999969,0.0
D1_VCold_equals_VB_plus_BCold,chck_20M,20000000,Reading,D1_VminusCold,-0.3200000000000003,D1_VminusB,-0.48499999999999943,D1_BminusCold,0.16499999999999915,-0.3200000000000003,0.0
D1_VCold_equals_VB_plus_BCold,chck_20M,20000000,exEntity5,D1_VminusCold,0.39000000000000057,D1_VminusB,0.0730000000000004,D1_BminusCold,0.31700000000000017,0.39000000000000057,0.0
D1_VCold_equals_VB_plus_BCold,chck_20M,20000000,exEntity4_noReading,D1_VminusCold,0.5675000000000026,D1_VminusB,0.21250000000000568,D1_BminusCold,0.3549999999999969,0.5675000000000026,0.0
D1_VCold_equals_VB_plus_BCold,chck_30M,30000000,BLiMP,D1_VminusCold,-1.5500000000000043,D1_VminusB,-2.470000000000006,D1_BminusCold,0.9200000000000017,-1.5500000000000043,0.0
D1_VCold_equals_VB_plus_BCold,chck_30M,30000000,Supplement,D1_VminusCold,-2.4599999999999937,D1_VminusB,-0.7299999999999969,D1_BminusCold,-1.7299999999999969,-2.4599999999999937,0.0
D1_VCold_equals_VB_plus_BCold,chck_30M,30000000,EWoK,D1_VminusCold,0.6699999999999946,D1_VminusB,-3.1600000000000037,D1_BminusCold,3.8299999999999983,0.6699999999999946,0.0
D1_VCold_equals_VB_plus_BCold,chck_30M,30000000,COMPS,D1_VminusCold,-0.6700000000000017,D1_VminusB,-0.3500000000000014,D1_BminusCold,-0.3200000000000003,-0.6700000000000017,0.0
D1_VCold_equals_VB_plus_BCold,chck_30M,30000000,Reading,D1_VminusCold,1.535000000000001,D1_VminusB,0.4150000000000009,D1_BminusCold,1.12,1.535000000000001,0.0
D1_VCold_equals_VB_plus_BCold,chck_30M,30000000,exEntity5,D1_VminusCold,-0.49499999999999744,D1_VminusB,-1.2590000000000003,D1_BminusCold,0.7640000000000029,-0.49499999999999744,0.0
D1_VCold_equals_VB_plus_BCold,chck_30M,30000000,exEntity4_noReading,D1_VminusCold,-1.0024999999999977,D1_VminusB,-1.677500000000002,D1_BminusCold,0.6750000000000043,-1.0024999999999977,0.0
D1_VCold_equals_VB_plus_BCold,chck_40M,40000000,BLiMP,D1_VminusCold,0.44999999999999574,D1_VminusB,-1.0700000000000003,D1_BminusCold,1.519999999999996,0.44999999999999574,0.0
D1_VCold_equals_VB_plus_BCold,chck_40M,40000000,Supplement,D1_VminusCold,3.4299999999999997,D1_VminusB,2.009999999999998,D1_BminusCold,1.4200000000000017,3.4299999999999997,0.0
D1_VCold_equals_VB_plus_BCold,chck_40M,40000000,EWoK,D1_VminusCold,1.1600000000000037,D1_VminusB,-0.18999999999999773,D1_BminusCold,1.3500000000000014,1.1600000000000037,0.0
D1_VCold_equals_VB_plus_BCold,chck_40M,40000000,COMPS,D1_VminusCold,-0.03999999999999915,D1_VminusB,0.5499999999999972,D1_BminusCold,-0.5899999999999963,-0.03999999999999915,0.0
D1_VCold_equals_VB_plus_BCold,chck_40M,40000000,Reading,D1_VminusCold,0.6199999999999992,D1_VminusB,0.5950000000000006,D1_BminusCold,0.02499999999999858,0.6199999999999992,0.0
D1_VCold_equals_VB_plus_BCold,chck_40M,40000000,exEntity5,D1_VminusCold,1.1240000000000023,D1_VminusB,0.3790000000000049,D1_BminusCold,0.7449999999999974,1.1240000000000023,0.0
D1_VCold_equals_VB_plus_BCold,chck_40M,40000000,exEntity4_noReading,D1_VminusCold,1.25,D1_VminusB,0.32500000000000284,D1_BminusCold,0.9249999999999972,1.25,0.0
D1_VCold_equals_VB_plus_BCold,chck_50M,50000000,BLiMP,D1_VminusCold,1.6199999999999974,D1_VminusB,-0.19000000000001194,D1_BminusCold,1.8100000000000094,1.6199999999999974,0.0
D1_VCold_equals_VB_plus_BCold,chck_50M,50000000,Supplement,D1_VminusCold,4.100000000000001,D1_VminusB,2.3700000000000045,D1_BminusCold,1.7299999999999969,4.100000000000001,0.0
D1_VCold_equals_VB_plus_BCold,chck_50M,50000000,EWoK,D1_VminusCold,-0.05999999999999517,D1_VminusB,1.220000000000006,D1_BminusCold,-1.2800000000000011,-0.05999999999999517,0.0
D1_VCold_equals_VB_plus_BCold,chck_50M,50000000,COMPS,D1_VminusCold,0.0799999999999983,D1_VminusB,-0.12999999999999545,D1_BminusCold,0.20999999999999375,0.0799999999999983,0.0
D1_VCold_equals_VB_plus_BCold,chck_50M,50000000,Reading,D1_VminusCold,0.8399999999999981,D1_VminusB,0.3999999999999986,D1_BminusCold,0.4399999999999995,0.8399999999999981,0.0
D1_VCold_equals_VB_plus_BCold,chck_50M,50000000,exEntity5,D1_VminusCold,1.3159999999999954,D1_VminusB,0.7339999999999947,D1_BminusCold,0.5820000000000007,1.3159999999999954,0.0
D1_VCold_equals_VB_plus_BCold,chck_50M,50000000,exEntity4_noReading,D1_VminusCold,1.4349999999999952,D1_VminusB,0.8174999999999955,D1_BminusCold,0.6174999999999997,1.4349999999999952,0.0
D1_VCold_equals_VB_plus_BCold,chck_60M,60000000,BLiMP,D1_VminusCold,1.3800000000000097,D1_VminusB,-0.45999999999999375,D1_BminusCold,1.8400000000000034,1.3800000000000097,0.0
D1_VCold_equals_VB_plus_BCold,chck_60M,60000000,Supplement,D1_VminusCold,4.190000000000005,D1_VminusB,2.0600000000000023,D1_BminusCold,2.1300000000000026,4.190000000000005,0.0
D1_VCold_equals_VB_plus_BCold,chck_60M,60000000,EWoK,D1_VminusCold,0.14000000000000057,D1_VminusB,0.6999999999999957,D1_BminusCold,-0.5599999999999952,0.14000000000000057,0.0
D1_VCold_equals_VB_plus_BCold,chck_60M,60000000,COMPS,D1_VminusCold,0.46000000000000085,D1_VminusB,-0.030000000000001137,D1_BminusCold,0.490000000000002,0.46000000000000085,0.0
D1_VCold_equals_VB_plus_BCold,chck_60M,60000000,Reading,D1_VminusCold,0.625,D1_VminusB,-0.10999999999999943,D1_BminusCold,0.7349999999999994,0.625,0.0
D1_VCold_equals_VB_plus_BCold,chck_60M,60000000,exEntity5,D1_VminusCold,1.3590000000000089,D1_VminusB,0.43200000000000216,D1_BminusCold,0.9270000000000067,1.3590000000000089,0.0
D1_VCold_equals_VB_plus_BCold,chck_60M,60000000,exEntity4_noReading,D1_VminusCold,1.542500000000004,D1_VminusB,0.5675000000000026,D1_BminusCold,0.9750000000000014,1.542500000000004,0.0
D1_VCold_equals_VB_plus_BCold,chck_70M,70000000,BLiMP,D1_VminusCold,1.6099999999999994,D1_VminusB,-1.0900000000000034,D1_BminusCold,2.700000000000003,1.6099999999999994,0.0
D1_VCold_equals_VB_plus_BCold,chck_70M,70000000,Supplement,D1_VminusCold,0.5600000000000023,D1_VminusB,-1.1599999999999966,D1_BminusCold,1.7199999999999989,0.5600000000000023,0.0
D1_VCold_equals_VB_plus_BCold,chck_70M,70000000,EWoK,D1_VminusCold,-0.46999999999999886,D1_VminusB,-1.1799999999999997,D1_BminusCold,0.7100000000000009,-0.46999999999999886,0.0
D1_VCold_equals_VB_plus_BCold,chck_70M,70000000,COMPS,D1_VminusCold,0.04999999999999716,D1_VminusB,-0.740000000000002,D1_BminusCold,0.7899999999999991,0.04999999999999716,0.0
D1_VCold_equals_VB_plus_BCold,chck_70M,70000000,Reading,D1_VminusCold,0.15000000000000036,D1_VminusB,-0.1349999999999998,D1_BminusCold,0.28500000000000014,0.15000000000000036,0.0
D1_VCold_equals_VB_plus_BCold,chck_70M,70000000,exEntity5,D1_VminusCold,0.38000000000000256,D1_VminusB,-0.8609999999999971,D1_BminusCold,1.2409999999999997,0.38000000000000256,0.0
D1_VCold_equals_VB_plus_BCold,chck_70M,70000000,exEntity4_noReading,D1_VminusCold,0.4375,D1_VminusB,-1.042500000000004,D1_BminusCold,1.480000000000004,0.4375,0.0
D1_VCold_equals_VB_plus_BCold,chck_80M,80000000,BLiMP,D1_VminusCold,1.7199999999999989,D1_VminusB,-0.8700000000000045,D1_BminusCold,2.5900000000000034,1.7199999999999989,0.0
D1_VCold_equals_VB_plus_BCold,chck_80M,80000000,Supplement,D1_VminusCold,1.769999999999996,D1_VminusB,1.8200000000000003,D1_BminusCold,-0.05000000000000426,1.769999999999996,0.0
D1_VCold_equals_VB_plus_BCold,chck_80M,80000000,EWoK,D1_VminusCold,0.8200000000000003,D1_VminusB,-0.15000000000000568,D1_BminusCold,0.970000000000006,0.8200000000000003,0.0
D1_VCold_equals_VB_plus_BCold,chck_80M,80000000,Entity,D1_VminusCold,3.25,D1_VminusB,3.1000000000000014,D1_BminusCold,0.14999999999999858,3.25,0.0
D1_VCold_equals_VB_plus_BCold,chck_80M,80000000,COMPS,D1_VminusCold,-0.3500000000000014,D1_VminusB,-1.1799999999999997,D1_BminusCold,0.8299999999999983,-0.3500000000000014,0.0
D1_VCold_equals_VB_plus_BCold,chck_80M,80000000,Reading,D1_VminusCold,0.20999999999999996,D1_VminusB,0.0699999999999994,D1_BminusCold,0.14000000000000057,0.20999999999999996,0.0
D1_VCold_equals_VB_plus_BCold,chck_80M,80000000,cheap6_no_GlobalPIQA,D1_VminusCold,1.2366666666666646,D1_VminusB,0.4649999999999963,D1_BminusCold,0.7716666666666683,1.2366666666666646,0.0
