arm,role,reference,seed,checkpoint,words,family,payload,description,score,is_aggregate
D1_V,V,deberta_basin1,43022,chck_70M,70000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_70M.json,DeBERTa basin1 MAX compact source-conditioned view,27.72,
D1_V,V,deberta_basin1,43022,chck_70M,70000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_70M.json,DeBERTa basin1 MAX compact source-conditioned view,51.18,
D1_V,V,deberta_basin1,43022,chck_70M,70000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_70M.json,DeBERTa basin1 MAX compact source-conditioned view,7.455,
D1_V,V,deberta_basin1,43022,chck_80M,80000000,BLiMP,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_80M.json,DeBERTa basin1 MAX compact source-conditioned view,66.3,
D1_V,V,deberta_basin1,43022,chck_80M,80000000,Supplement,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_80M.json,DeBERTa basin1 MAX compact source-conditioned view,60.37,
D1_V,V,deberta_basin1,43022,chck_80M,80000000,EWoK,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_80M.json,DeBERTa basin1 MAX compact source-conditioned view,49.8,
D1_V,V,deberta_basin1,43022,chck_80M,80000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_80M.json,DeBERTa basin1 MAX compact source-conditioned view,27.98,
D1_V,V,deberta_basin1,43022,chck_80M,80000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_80M.json,DeBERTa basin1 MAX compact source-conditioned view,50.93,
D1_V,V,deberta_basin1,43022,chck_80M,80000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_80M.json,DeBERTa basin1 MAX compact source-conditioned view,7.6499999999999995,
D1_V,V,deberta_basin1,43022,chck_90M,90000000,BLiMP,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_90M.json,DeBERTa basin1 MAX compact source-conditioned view,66.86,
D1_V,V,deberta_basin1,43022,chck_90M,90000000,Supplement,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_90M.json,DeBERTa basin1 MAX compact source-conditioned view,59.54,
D1_V,V,deberta_basin1,43022,chck_90M,90000000,EWoK,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_90M.json,DeBERTa basin1 MAX compact source-conditioned view,50.45,
D1_V,V,deberta_basin1,43022,chck_90M,90000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_90M.json,DeBERTa basin1 MAX compact source-conditioned view,28.19,
D1_V,V,deberta_basin1,43022,chck_90M,90000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_90M.json,DeBERTa basin1 MAX compact source-conditioned view,50.94,
D1_V,V,deberta_basin1,43022,chck_90M,90000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_90M.json,DeBERTa basin1 MAX compact source-conditioned view,7.665000000000001,
D1_V,V,deberta_basin1,43022,chck_100M,100000000,BLiMP,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_100M.json,DeBERTa basin1 MAX compact source-conditioned view,66.84,
D1_V,V,deberta_basin1,43022,chck_100M,100000000,Supplement,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_100M.json,DeBERTa basin1 MAX compact source-conditioned view,59.55,
D1_V,V,deberta_basin1,43022,chck_100M,100000000,EWoK,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_100M.json,DeBERTa basin1 MAX compact source-conditioned view,50.15,
D1_V,V,deberta_basin1,43022,chck_100M,100000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_100M.json,DeBERTa basin1 MAX compact source-conditioned view,28.09,
D1_V,V,deberta_basin1,43022,chck_100M,100000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_100M.json,DeBERTa basin1 MAX compact source-conditioned view,50.88,
D1_V,V,deberta_basin1,43022,chck_100M,100000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_view_chck_100M.json,DeBERTa basin1 MAX compact source-conditioned view,7.685,
D1_R,R,deberta_basin1,43022,chck_10M,10000000,BLiMP,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_10M.json,DeBERTa basin1 MAX exact repeat,56.22,
D1_R,R,deberta_basin1,43022,chck_10M,10000000,Supplement,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_10M.json,DeBERTa basin1 MAX exact repeat,53.52,
D1_R,R,deberta_basin1,43022,chck_10M,10000000,EWoK,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_10M.json,DeBERTa basin1 MAX exact repeat,48.89,
D1_R,R,deberta_basin1,43022,chck_10M,10000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_10M.json,DeBERTa basin1 MAX exact repeat,18.39,
D1_R,R,deberta_basin1,43022,chck_10M,10000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_10M.json,DeBERTa basin1 MAX exact repeat,50.23,
D1_R,R,deberta_basin1,43022,chck_10M,10000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_10M.json,DeBERTa basin1 MAX exact repeat,8.61,
D1_R,R,deberta_basin1,43022,chck_20M,20000000,BLiMP,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_20M.json,DeBERTa basin1 MAX exact repeat,60.87,
D1_R,R,deberta_basin1,43022,chck_20M,20000000,Supplement,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_20M.json,DeBERTa basin1 MAX exact repeat,57.9,
D1_R,R,deberta_basin1,43022,chck_20M,20000000,EWoK,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_20M.json,DeBERTa basin1 MAX exact repeat,50.16,
D1_R,R,deberta_basin1,43022,chck_20M,20000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_20M.json,DeBERTa basin1 MAX exact repeat,19.8,
D1_R,R,deberta_basin1,43022,chck_20M,20000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_20M.json,DeBERTa basin1 MAX exact repeat,50.63,
D1_R,R,deberta_basin1,43022,chck_20M,20000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_20M.json,DeBERTa basin1 MAX exact repeat,8.98,
D1_R,R,deberta_basin1,43022,chck_30M,30000000,BLiMP,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_30M.json,DeBERTa basin1 MAX exact repeat,62.44,
D1_R,R,deberta_basin1,43022,chck_30M,30000000,Supplement,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_30M.json,DeBERTa basin1 MAX exact repeat,54.98,
D1_R,R,deberta_basin1,43022,chck_30M,30000000,EWoK,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_30M.json,DeBERTa basin1 MAX exact repeat,50.76,
D1_R,R,deberta_basin1,43022,chck_30M,30000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_30M.json,DeBERTa basin1 MAX exact repeat,23.01,
D1_R,R,deberta_basin1,43022,chck_30M,30000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_30M.json,DeBERTa basin1 MAX exact repeat,50.38,
D1_R,R,deberta_basin1,43022,chck_30M,30000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_30M.json,DeBERTa basin1 MAX exact repeat,8.280000000000001,
D1_R,R,deberta_basin1,43022,chck_40M,40000000,BLiMP,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_40M.json,DeBERTa basin1 MAX exact repeat,62.5,
D1_R,R,deberta_basin1,43022,chck_40M,40000000,Supplement,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_40M.json,DeBERTa basin1 MAX exact repeat,56.78,
D1_R,R,deberta_basin1,43022,chck_40M,40000000,EWoK,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_40M.json,DeBERTa basin1 MAX exact repeat,49.47,
D1_R,R,deberta_basin1,43022,chck_40M,40000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_40M.json,DeBERTa basin1 MAX exact repeat,25.64,
D1_R,R,deberta_basin1,43022,chck_40M,40000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_40M.json,DeBERTa basin1 MAX exact repeat,50.12,
D1_R,R,deberta_basin1,43022,chck_40M,40000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_40M.json,DeBERTa basin1 MAX exact repeat,7.734999999999999,
D1_R,R,deberta_basin1,43022,chck_50M,50000000,BLiMP,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_50M.json,DeBERTa basin1 MAX exact repeat,64.34,
D1_R,R,deberta_basin1,43022,chck_50M,50000000,Supplement,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_50M.json,DeBERTa basin1 MAX exact repeat,57.83,
D1_R,R,deberta_basin1,43022,chck_50M,50000000,EWoK,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_50M.json,DeBERTa basin1 MAX exact repeat,50.75,
D1_R,R,deberta_basin1,43022,chck_50M,50000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_50M.json,DeBERTa basin1 MAX exact repeat,25.61,
D1_R,R,deberta_basin1,43022,chck_50M,50000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_50M.json,DeBERTa basin1 MAX exact repeat,50.9,
D1_R,R,deberta_basin1,43022,chck_50M,50000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_50M.json,DeBERTa basin1 MAX exact repeat,7.985,
D1_R,R,deberta_basin1,43022,chck_60M,60000000,BLiMP,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_60M.json,DeBERTa basin1 MAX exact repeat,65.73,
D1_R,R,deberta_basin1,43022,chck_60M,60000000,Supplement,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_60M.json,DeBERTa basin1 MAX exact repeat,59.44,
D1_R,R,deberta_basin1,43022,chck_60M,60000000,EWoK,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_60M.json,DeBERTa basin1 MAX exact repeat,49.63,
D1_R,R,deberta_basin1,43022,chck_60M,60000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_60M.json,DeBERTa basin1 MAX exact repeat,21.67,
D1_R,R,deberta_basin1,43022,chck_60M,60000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_60M.json,DeBERTa basin1 MAX exact repeat,51.56,
D1_R,R,deberta_basin1,43022,chck_60M,60000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_60M.json,DeBERTa basin1 MAX exact repeat,7.404999999999999,
D1_R,R,deberta_basin1,43022,chck_70M,70000000,BLiMP,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_70M.json,DeBERTa basin1 MAX exact repeat,66.14,
D1_R,R,deberta_basin1,43022,chck_70M,70000000,Supplement,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_70M.json,DeBERTa basin1 MAX exact repeat,58.54,
D1_R,R,deberta_basin1,43022,chck_70M,70000000,EWoK,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_70M.json,DeBERTa basin1 MAX exact repeat,51.68,
D1_R,R,deberta_basin1,43022,chck_70M,70000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_70M.json,DeBERTa basin1 MAX exact repeat,25.62,
D1_R,R,deberta_basin1,43022,chck_70M,70000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_70M.json,DeBERTa basin1 MAX exact repeat,51.13,
D1_R,R,deberta_basin1,43022,chck_70M,70000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_70M.json,DeBERTa basin1 MAX exact repeat,7.955,
D1_R,R,deberta_basin1,43022,chck_80M,80000000,BLiMP,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_80M.json,DeBERTa basin1 MAX exact repeat,66.03,
D1_R,R,deberta_basin1,43022,chck_80M,80000000,Supplement,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_80M.json,DeBERTa basin1 MAX exact repeat,57.83,
D1_R,R,deberta_basin1,43022,chck_80M,80000000,EWoK,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_80M.json,DeBERTa basin1 MAX exact repeat,50.73,
D1_R,R,deberta_basin1,43022,chck_80M,80000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_80M.json,DeBERTa basin1 MAX exact repeat,23.48,
D1_R,R,deberta_basin1,43022,chck_80M,80000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_80M.json,DeBERTa basin1 MAX exact repeat,50.8,
D1_R,R,deberta_basin1,43022,chck_80M,80000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_80M.json,DeBERTa basin1 MAX exact repeat,8.025,
D1_R,R,deberta_basin1,43022,chck_90M,90000000,BLiMP,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_90M.json,DeBERTa basin1 MAX exact repeat,66.7,
D1_R,R,deberta_basin1,43022,chck_90M,90000000,Supplement,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_90M.json,DeBERTa basin1 MAX exact repeat,57.91,
D1_R,R,deberta_basin1,43022,chck_90M,90000000,EWoK,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_90M.json,DeBERTa basin1 MAX exact repeat,49.98,
D1_R,R,deberta_basin1,43022,chck_90M,90000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_90M.json,DeBERTa basin1 MAX exact repeat,24.53,
D1_R,R,deberta_basin1,43022,chck_90M,90000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_90M.json,DeBERTa basin1 MAX exact repeat,51.16,
D1_R,R,deberta_basin1,43022,chck_90M,90000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_90M.json,DeBERTa basin1 MAX exact repeat,8.04,
D1_R,R,deberta_basin1,43022,chck_100M,100000000,BLiMP,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_100M.json,DeBERTa basin1 MAX exact repeat,66.63,
D1_R,R,deberta_basin1,43022,chck_100M,100000000,Supplement,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_100M.json,DeBERTa basin1 MAX exact repeat,57.62,
D1_R,R,deberta_basin1,43022,chck_100M,100000000,EWoK,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_100M.json,DeBERTa basin1 MAX exact repeat,49.88,
D1_R,R,deberta_basin1,43022,chck_100M,100000000,Entity,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_100M.json,DeBERTa basin1 MAX exact repeat,24.2,
D1_R,R,deberta_basin1,43022,chck_100M,100000000,COMPS,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_100M.json,DeBERTa basin1 MAX exact repeat,51.04,
D1_R,R,deberta_basin1,43022,chck_100M,100000000,Reading,experiments/archive/frontier_consolidation/data/dose_ladder_stable_eval/eval/per_target/dose_max_repeat_chck_100M.json,DeBERTa basin1 MAX exact repeat,7.97,
D1_B,B,deberta_basin1,43022,chck_10M,10000000,BLiMP,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_10M.json,DeBERTa basin1 MAX same-population unrelated breadth,57.51,
D1_B,B,deberta_basin1,43022,chck_10M,10000000,Supplement,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_10M.json,DeBERTa basin1 MAX same-population unrelated breadth,53.43,
D1_B,B,deberta_basin1,43022,chck_10M,10000000,EWoK,experiments/archive/frontier_consolidation/data/breadth_entity_ewok_eval/eval/per_target/max_breadth_seed43022_chck_10M.json,DeBERTa basin1 MAX same-population unrelated breadth,50.54,
