contrast,quantity,window,n,mean_delta,min_delta,max_delta,checkpoints
deberta_basin1_VminusR,Entity,common10_80,8,2.062499999999999,-1.8100000000000023,6.5,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
deberta_basin1_VminusR,Entity,late80_100,2,3.7750000000000004,3.66,3.8900000000000006,chck_90M;chck_100M
deberta_basin1_VminusR,Reading,common10_80,8,-0.06687500000000024,-0.6750000000000007,0.8849999999999998,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
deberta_basin1_VminusR,Reading,late80_100,2,-0.3299999999999992,-0.3749999999999982,-0.28500000000000014,chck_90M;chck_100M
deberta_basin1_VminusR,Supplement,common10_80,8,1.1037500000000016,-1.480000000000004,3.4100000000000037,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
deberta_basin1_VminusR,Supplement,late80_100,2,1.7800000000000011,1.6300000000000026,1.9299999999999997,chck_90M;chck_100M
deberta_basin1_VminusR,cheap5_no_GlobalPIQA_Reading,common10_80,8,0.4894999999999996,-0.6019999999999968,1.676000000000002,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
deberta_basin1_VminusR,cheap5_no_GlobalPIQA_Reading,late80_100,2,1.1840000000000046,1.1400000000000006,1.2280000000000086,chck_90M;chck_100M
deberta_basin1_VminusR,cheap6_no_GlobalPIQA,common10_80,8,0.39677083333333396,-0.6141666666666694,1.4350000000000023,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
deberta_basin1_VminusR,cheap6_no_GlobalPIQA,late80_100,2,0.9316666666666649,0.8874999999999957,0.975833333333334,chck_90M;chck_100M
deberta_basin1_VminusR,exEntity4_noReading,common10_80,8,0.09624999999999861,-0.9375,1.0949999999999989,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
deberta_basin1_VminusR,exEntity4_noReading,late80_100,2,0.5362500000000026,0.509999999999998,0.5625000000000071,chck_90M;chck_100M
deberta_basin1_VminusR,exEntity5,common10_80,8,0.06362500000000093,-0.7079999999999984,0.8880000000000052,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
deberta_basin1_VminusR,exEntity5,late80_100,2,0.3630000000000031,0.3330000000000055,0.3930000000000007,chck_90M;chck_100M
deberta_basin2_VminusR,Entity,common10_80,1,2.6900000000000013,2.6900000000000013,2.6900000000000013,chck_80M
deberta_basin2_VminusR,Entity,late80_100,2,2.4650000000000016,2.200000000000003,2.7300000000000004,chck_90M;chck_100M
roberta_VminusC_maxgeom,BLiMP,common10_80,8,0.4350000000000005,-1.2299999999999969,1.8800000000000026,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
roberta_VminusC_maxgeom,BLiMP,late80_100,2,-1.3400000000000034,-1.4000000000000057,-1.2800000000000011,chck_90M;chck_100M
roberta_VminusC_maxgeom,COMPS,common10_80,8,0.536249999999999,-0.509999999999998,1.75,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
roberta_VminusC_maxgeom,COMPS,late80_100,2,0.6550000000000047,0.5800000000000054,0.730000000000004,chck_90M;chck_100M
roberta_VminusC_maxgeom,EWoK,common10_80,8,0.7262499999999976,-1.1500000000000057,2.6699999999999946,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
roberta_VminusC_maxgeom,EWoK,late80_100,2,0.6099999999999994,0.519999999999996,0.7000000000000028,chck_90M;chck_100M
roberta_VminusC_maxgeom,EWoK_plus_Entity_sum,common10_80,8,0.3506249999999973,-0.8300000000000054,2.759999999999998,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
roberta_VminusC_maxgeom,EWoK_plus_Entity_sum,late80_100,2,0.327499999999997,0.2499999999999929,0.40500000000000114,chck_90M;chck_100M
roberta_VminusC_maxgeom,Entity,common10_80,8,-0.025000000000000355,-1.6999999999999993,2.849999999999998,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
roberta_VminusC_maxgeom,Entity,late80_100,2,0.04499999999999993,-0.019999999999999574,0.10999999999999943,chck_90M;chck_100M
roberta_VminusC_maxgeom,Reading,common10_80,8,0.07562499999999972,-1.2850000000000001,0.5999999999999996,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
roberta_VminusC_maxgeom,Reading,late80_100,2,-0.5099999999999998,-0.5549999999999997,-0.46499999999999986,chck_90M;chck_100M
roberta_VminusC_maxgeom,Supplement,common10_80,8,-0.8512499999999994,-3.9399999999999977,1.6700000000000017,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
roberta_VminusC_maxgeom,Supplement,late80_100,2,-3.019999999999996,-3.1899999999999977,-2.8499999999999943,chck_90M;chck_100M
roberta_VminusC_maxgeom,cheap5_no_GlobalPIQA_Reading,common10_80,8,0.16425,-0.46999999999999886,1.283999999999999,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
roberta_VminusC_maxgeom,cheap5_no_GlobalPIQA_Reading,late80_100,2,-0.6099999999999994,-0.6099999999999994,-0.6099999999999994,chck_90M;chck_100M
roberta_VminusC_maxgeom,cheap6_no_GlobalPIQA,common10_80,8,0.1494791666666666,-0.4158333333333317,1.1374999999999957,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
roberta_VminusC_maxgeom,cheap6_no_GlobalPIQA,late80_100,2,-0.5933333333333337,-0.600833333333334,-0.5858333333333334,chck_90M;chck_100M
roberta_VminusC_maxgeom,exEntity4_noReading,common10_80,8,0.21156249999999854,-0.6724999999999994,1.1099999999999994,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
roberta_VminusC_maxgeom,exEntity4_noReading,late80_100,2,-0.7737500000000033,-0.7900000000000063,-0.7575000000000003,chck_90M;chck_100M
roberta_VminusC_maxgeom,exEntity5,common10_80,8,0.18437500000000018,-0.6200000000000045,0.9410000000000025,chck_10M;chck_20M;chck_30M;chck_40M;chck_50M;chck_60M;chck_70M;chck_80M
roberta_VminusC_maxgeom,exEntity5,late80_100,2,-0.7210000000000001,-0.7430000000000021,-0.6989999999999981,chck_90M;chck_100M
roberta_VminusR,EWoK,common10_80,1,-0.3100000000000023,-0.3100000000000023,-0.3100000000000023,chck_10M
roberta_VminusR,Entity,common10_80,1,0.509999999999998,0.509999999999998,0.509999999999998,chck_80M
roberta_VminusR,Entity,late80_100,2,0.125,-0.019999999999999574,0.2699999999999996,chck_90M;chck_100M
