seed,comparison,checkpoint,probe_set,packet_type,slot_mode,n_packets,mean_delta_full_new_minus_source_T,se_delta_full_new_minus_source_T,frac_pos_delta_full_new_minus_source_T,mean_delta_full_new_minus_source_U,se_delta_full_new_minus_source_U,frac_pos_delta_full_new_minus_source_U,mean_delta_full_new_minus_source_N,se_delta_full_new_minus_source_N,frac_pos_delta_full_new_minus_source_N,mean_delta_full_new_minus_source_T_minus_U,se_delta_full_new_minus_source_T_minus_U,frac_pos_delta_full_new_minus_source_T_minus_U,mean_delta_full_new_minus_source_T_minus_N,se_delta_full_new_minus_source_T_minus_N,frac_pos_delta_full_new_minus_source_T_minus_N,mean_delta_content_new_minus_source_T,se_delta_content_new_minus_source_T,frac_pos_delta_content_new_minus_source_T,mean_delta_content_new_minus_source_U,se_delta_content_new_minus_source_U,frac_pos_delta_content_new_minus_source_U,mean_delta_content_new_minus_source_N,se_delta_content_new_minus_source_N,frac_pos_delta_content_new_minus_source_N,mean_delta_content_new_minus_source_T_minus_U,se_delta_content_new_minus_source_T_minus_U,frac_pos_delta_content_new_minus_source_T_minus_U,mean_delta_content_new_minus_source_T_minus_N,se_delta_content_new_minus_source_T_minus_N,frac_pos_delta_content_new_minus_source_T_minus_N,mean_delta_full_source_minus_new_T,se_delta_full_source_minus_new_T,frac_pos_delta_full_source_minus_new_T,mean_delta_full_source_minus_new_U,se_delta_full_source_minus_new_U,frac_pos_delta_full_source_minus_new_U,mean_delta_full_source_minus_new_N,se_delta_full_source_minus_new_N,frac_pos_delta_full_source_minus_new_N,mean_delta_full_source_minus_new_T_minus_U,se_delta_full_source_minus_new_T_minus_U,frac_pos_delta_full_source_minus_new_T_minus_U,mean_delta_full_source_minus_new_T_minus_N,se_delta_full_source_minus_new_T_minus_N,frac_pos_delta_full_source_minus_new_T_minus_N,mean_delta_content_source_minus_new_T,se_delta_content_source_minus_new_T,frac_pos_delta_content_source_minus_new_T,mean_delta_content_source_minus_new_U,se_delta_content_source_minus_new_U,frac_pos_delta_content_source_minus_new_U,mean_delta_content_source_minus_new_N,se_delta_content_source_minus_new_N,frac_pos_delta_content_source_minus_new_N,mean_delta_content_source_minus_new_T_minus_U,se_delta_content_source_minus_new_T_minus_U,frac_pos_delta_content_source_minus_new_T_minus_U,mean_delta_content_source_minus_new_T_minus_N,se_delta_content_source_minus_new_T_minus_N,frac_pos_delta_content_source_minus_new_T_minus_N
43122,repeat_split_minus_clean,final,extended_nontrain,UNCHANGED_DISTRACTOR_USE,template,200,-0.08983679473587215,0.056074650163955894,0.465,0.18000453472700062,0.061320715236540355,0.585,0.1890886447869758,0.06532908411379966,0.57,-0.26984132946287276,0.06202151340424742,0.385,-0.27892543952284793,0.05796795710616942,0.395,-0.06473556345430131,0.0698481395441393,0.47,0.2378629567934583,0.07559875473062706,0.575,0.2499518159255815,0.08163207202459859,0.565,-0.30259852024775963,0.07512994902570254,0.415,-0.31468737937988284,0.07254859550513715,0.405,0.08983679473587215,0.056074650163955894,0.535,-0.18000453472700062,0.061320715236540355,0.415,-0.1890886447869758,0.06532908411379966,0.43,0.26984132946287276,0.06202151340424742,0.615,0.27892543952284793,0.05796795710616942,0.605,0.06473556345430131,0.0698481395441393,0.53,-0.2378629567934583,0.07559875473062706,0.425,-0.2499518159255815,0.08163207202459859,0.435,0.30259852024775963,0.07512994902570254,0.585,0.31468737937988284,0.07254859550513715,0.595
43122,repeat_split_minus_clean,final,extended_nontrain,UPDATED_USE,template,1125,0.10247491558150415,0.03942570933736894,0.5306666666666666,0.3479563206480935,0.039810603503139835,0.6008888888888889,0.31504063713616776,0.04001586269135052,0.5893333333333334,-0.2454814050665894,0.03462489785039591,0.4097777777777778,-0.21256572155466358,0.03532038207287658,0.4151111111111111,0.12011829965450499,0.04446460863658658,0.5244444444444445,0.37057211374953186,0.0451252213755164,0.6044444444444445,0.3410076922430364,0.04478210729285761,0.6088888888888889,-0.25045381409502687,0.03830353120419206,0.4088888888888889,-0.2208893925885314,0.03882425769199384,0.41333333333333333,-0.10247491558150415,0.03942570933736894,0.4693333333333333,-0.3479563206480935,0.039810603503139835,0.39911111111111114,-0.31504063713616776,0.04001586269135052,0.4106666666666667,0.2454814050665894,0.03462489785039591,0.5902222222222222,0.21256572155466358,0.03532038207287658,0.5848888888888889,-0.12011829965450499,0.04446460863658658,0.47555555555555556,-0.37057211374953186,0.0451252213755164,0.39555555555555555,-0.3410076922430364,0.04478210729285761,0.39111111111111113,0.25045381409502687,0.03830353120419206,0.5911111111111111,0.2208893925885314,0.03882425769199384,0.5866666666666667
43122,view_minus_clean,final,balanced_heldout,UNCHANGED_DISTRACTOR_USE,template,200,0.027953962905643705,0.06729056706061151,0.535,-0.1260460646706201,0.06729118914271658,0.43,-0.1597436329983562,0.07231577980010358,0.405,0.1540000275762638,0.06437936469271674,0.58,0.18769759590399993,0.06426089813273832,0.57,0.06507887377915648,0.08970640771362072,0.535,-0.15007626888584813,0.08600126549215441,0.415,-0.2013153452979295,0.09357957660990182,0.41,0.2151551426650046,0.07885093721156082,0.595,0.26639421907708594,0.0806862873239604,0.59,-0.027953962905643705,0.06729056706061151,0.465,0.1260460646706201,0.06729118914271658,0.57,0.1597436329983562,0.07231577980010358,0.595,-0.1540000275762638,0.06437936469271674,0.42,-0.18769759590399993,0.06426089813273832,0.43,-0.06507887377915648,0.08970640771362072,0.465,0.15007626888584813,0.08600126549215441,0.585,0.2013153452979295,0.09357957660990182,0.59,-0.2151551426650046,0.07885093721156082,0.405,-0.26639421907708594,0.0806862873239604,0.41
43122,view_minus_clean,final,balanced_heldout,UPDATED_USE,template,200,0.43753176855931775,0.08216642417638227,0.635,0.0026764402111839137,0.0897262039091474,0.505,-0.020895729274580457,0.09432289531829208,0.465,0.4348553283481338,0.08025842416478261,0.665,0.4584274978338982,0.0833358683191103,0.65,0.4706567963503604,0.09223134140562303,0.61,-0.03308921485765008,0.10006056524560109,0.5,-0.04489156832270304,0.10778147751176446,0.475,0.5037460112080104,0.08991093372133596,0.66,0.5155483646730634,0.09276333425984448,0.66,-0.43753176855931775,0.08216642417638227,0.365,-0.0026764402111839137,0.0897262039091474,0.495,0.020895729274580457,0.09432289531829208,0.535,-0.4348553283481338,0.08025842416478261,0.335,-0.4584274978338982,0.0833358683191103,0.35,-0.4706567963503604,0.09223134140562303,0.39,0.03308921485765008,0.10006056524560109,0.5,0.04489156832270304,0.10778147751176446,0.525,-0.5037460112080104,0.08991093372133596,0.34,-0.5155483646730634,0.09276333425984448,0.34
43122,view_minus_clean,final,extended_nontrain,UNCHANGED_DISTRACTOR_USE,template,200,0.027953962905643705,0.06729056706061151,0.535,-0.1260460646706201,0.06729118914271658,0.43,-0.1597436329983562,0.07231577980010358,0.405,0.1540000275762638,0.06437936469271674,0.58,0.18769759590399993,0.06426089813273832,0.57,0.06507887377915648,0.08970640771362072,0.535,-0.15007626888584813,0.08600126549215441,0.415,-0.2013153452979295,0.09357957660990182,0.41,0.2151551426650046,0.07885093721156082,0.595,0.26639421907708594,0.0806862873239604,0.59,-0.027953962905643705,0.06729056706061151,0.465,0.1260460646706201,0.06729118914271658,0.57,0.1597436329983562,0.07231577980010358,0.595,-0.1540000275762638,0.06437936469271674,0.42,-0.18769759590399993,0.06426089813273832,0.43,-0.06507887377915648,0.08970640771362072,0.465,0.15007626888584813,0.08600126549215441,0.585,0.2013153452979295,0.09357957660990182,0.59,-0.2151551426650046,0.07885093721156082,0.405,-0.26639421907708594,0.0806862873239604,0.41
43122,view_minus_clean,final,extended_nontrain,UPDATED_USE,template,1125,0.47894193695363996,0.040217401718678235,0.6586666666666666,0.07529545839480922,0.039224095844750895,0.5022222222222222,-0.015259970987586472,0.04180741756379952,0.4791111111111111,0.40364647855883073,0.037648146452016154,0.6355555555555555,0.4942019079412264,0.03841149437400011,0.6755555555555556,0.5138664288378036,0.04443703460555462,0.648,0.04134565518928219,0.04451939273959941,0.49777777777777776,-0.06907750647013737,0.046412957853342304,0.46044444444444443,0.4725207736485214,0.04249289770259008,0.6328888888888888,0.582943935307941,0.04353005681404742,0.6782222222222222,-0.47894193695363996,0.040217401718678235,0.3413333333333333,-0.07529545839480922,0.039224095844750895,0.49777777777777776,0.015259970987586472,0.04180741756379952,0.5208888888888888,-0.40364647855883073,0.037648146452016154,0.36444444444444446,-0.4942019079412264,0.03841149437400011,0.3244444444444444,-0.5138664288378036,0.04443703460555462,0.352,-0.04134565518928219,0.04451939273959941,0.5022222222222222,0.06907750647013737,0.046412957853342304,0.5395555555555556,-0.4725207736485214,0.04249289770259008,0.3671111111111111,-0.582943935307941,0.04353005681404742,0.3217777777777778
43122,view_split_minus_clean,final,balanced_heldout,UNCHANGED_DISTRACTOR_USE,template,200,-0.06317482037139356,0.06132327272119037,0.51,0.11098731984611576,0.0628434957450951,0.535,0.04161408240930013,0.06580081297959864,0.51,-0.17416214021750928,0.06562854352313745,0.435,-0.10478890278069367,0.06251222866305889,0.47,-0.011102760053058856,0.08083083766213475,0.5,0.1677982394993603,0.07939226135030407,0.56,0.07987864918426771,0.08315007478216847,0.51,-0.17890099955241917,0.07762621523081863,0.44,-0.09098140923732663,0.0765431500954716,0.48,0.06317482037139356,0.06132327272119037,0.49,-0.11098731984611576,0.0628434957450951,0.465,-0.04161408240930013,0.06580081297959864,0.49,0.17416214021750928,0.06562854352313745,0.565,0.10478890278069367,0.06251222866305889,0.53,0.011102760053058856,0.08083083766213475,0.5,-0.1677982394993603,0.07939226135030407,0.44,-0.07987864918426771,0.08315007478216847,0.49,0.17890099955241917,0.07762621523081863,0.56,0.09098140923732663,0.0765431500954716,0.52
43122,view_split_minus_clean,final,balanced_heldout,UPDATED_USE,template,200,0.20946060954298013,0.0829001945647604,0.53,0.37579654858043626,0.08467512783709898,0.625,0.21524717118344155,0.09155898463459308,0.585,-0.16633593903745617,0.07938451652638524,0.485,-0.005786561640461427,0.07837601027626719,0.5,0.25693921505952927,0.09365034453724103,0.525,0.41099209126091896,0.09782615178689176,0.635,0.22715536015436016,0.10282484083184296,0.6,-0.15405287620138974,0.09087892243936425,0.51,0.029783854905169112,0.0913383713971654,0.52,-0.20946060954298013,0.0829001945647604,0.47,-0.37579654858043626,0.08467512783709898,0.375,-0.21524717118344155,0.09155898463459308,0.415,0.16633593903745617,0.07938451652638524,0.515,0.005786561640461427,0.07837601027626719,0.5,-0.25693921505952927,0.09365034453724103,0.475,-0.41099209126091896,0.09782615178689176,0.365,-0.22715536015436016,0.10282484083184296,0.4,0.15405287620138974,0.09087892243936425,0.49,-0.029783854905169112,0.0913383713971654,0.48
43122,view_split_minus_clean,final,extended_nontrain,UNCHANGED_DISTRACTOR_USE,template,200,-0.06317482037139356,0.06132327272119037,0.51,0.11098731984611576,0.0628434957450951,0.535,0.04161408240930013,0.06580081297959864,0.51,-0.17416214021750928,0.06562854352313745,0.435,-0.10478890278069367,0.06251222866305889,0.47,-0.011102760053058856,0.08083083766213475,0.5,0.1677982394993603,0.07939226135030407,0.56,0.07987864918426771,0.08315007478216847,0.51,-0.17890099955241917,0.07762621523081863,0.44,-0.09098140923732663,0.0765431500954716,0.48,0.06317482037139356,0.06132327272119037,0.49,-0.11098731984611576,0.0628434957450951,0.465,-0.04161408240930013,0.06580081297959864,0.49,0.17416214021750928,0.06562854352313745,0.565,0.10478890278069367,0.06251222866305889,0.53,0.011102760053058856,0.08083083766213475,0.5,-0.1677982394993603,0.07939226135030407,0.44,-0.07987864918426771,0.08315007478216847,0.49,0.17890099955241917,0.07762621523081863,0.56,0.09098140923732663,0.0765431500954716,0.52
43122,view_split_minus_clean,final,extended_nontrain,UPDATED_USE,template,1125,0.21276383491346101,0.03762024291840447,0.5475555555555556,0.3438790824685693,0.04016239699630417,0.5902222222222222,0.19830763344194435,0.03908423793747738,0.5662222222222222,-0.13111524755510828,0.03561919043651388,0.4693333333333333,0.014456201471516692,0.03604614856036733,0.5084444444444445,0.2739686883943349,0.0418887231686282,0.5653333333333334,0.39291398559379387,0.045189250908140056,0.5982222222222222,0.2234649415762866,0.04386545703511863,0.5591111111111111,-0.11894529719945895,0.04005011012772289,0.4648888888888889,0.05050374681804833,0.04066632815389408,0.5137777777777778,-0.21276383491346101,0.03762024291840447,0.4524444444444444,-0.3438790824685693,0.04016239699630417,0.4097777777777778,-0.19830763344194435,0.03908423793747738,0.43377777777777776,0.13111524755510828,0.03561919043651388,0.5306666666666666,-0.014456201471516692,0.03604614856036733,0.4915555555555556,-0.2739686883943349,0.0418887231686282,0.43466666666666665,-0.39291398559379387,0.045189250908140056,0.4017777777777778,-0.2234649415762866,0.04386545703511863,0.4408888888888889,0.11894529719945895,0.04005011012772289,0.5351111111111111,-0.05050374681804833,0.04066632815389408,0.4862222222222222
