i,item_id,split_key,source,target_kind,target_text,target_id,nll_base,top1_base,rank_base,nll_true,top1_true,rank_true,nll_decoy,top1_decoy,rank_decoy,changed_frac_bin,changed_target_frac_proxy,content_overlap,decoy_pair_id,decoy_row_index,doc_id,example_id,overlap_bin,pair_id,rewrite_words,row_index,source_words,target_char_end,target_char_start,target_id_in_decoy_source,target_id_in_source
10,edit:frontier_consolidation_fwcompact_medium_015436:0:17-20,row:487,compact_edit,content,zed,7912,6.480072498321533,0,82,4.901796340942383,0,25,6.548301696777344,0,114,0p2_0p4,0.23529411764705882,0.4666666666666667,frontier_consolidation_fwcompact_medium_034375,1184,5686,750487,0p4_0p6,frontier_consolidation_fwcompact_medium_015436,16,487,33,20,17,False,False
11,edit:frontier_consolidation_fwcompact_medium_006478:0:0-3,row:1661,compact_edit,content,One,1620,10.253499984741211,0,2451,10.437727928161621,0,2497,10.280421257019043,0,2121,ge0p6,0.6666666666666666,0.4444444444444444,frontier_consolidation_fwcompact_medium_049011,1331,15070,751661,0p4_0p6,frontier_consolidation_fwcompact_medium_006478,9,1661,12,3,0,False,False
12,edit:frontier_consolidation_fwcompact_medium_031612:0:18-23,row:603,compact_edit,content,ining,1494,4.992344856262207,0,21,5.961236953735352,0,8,4.31984806060791,0,8,0p4_0p6,0.4666666666666667,0.47368421052631576,frontier_consolidation_fwcompact_medium_014937,530,1014,750603,0p4_0p6,frontier_consolidation_fwcompact_medium_031612,15,603,25,23,18,False,False
13,edit:frontier_consolidation_fwcompact_medium_048907:0:69-71,row:2202,compact_edit,content,'s,249,2.811117649078369,0,4,3.895228862762451,0,11,2.110841989517212,1,1,0p4_0p6,0.5263157894736842,0.5,frontier_consolidation_fwcompact_medium_030187,673,15740,752202,0p4_0p6,frontier_consolidation_fwcompact_medium_048907,19,2202,31,71,69,True,False
14,edit:frontier_consolidation_fwcompact_medium_009515:0:0-1,row:2352,compact_edit,content,P,327,6.65174674987793,0,120,9.633978843688965,0,861,7.535088062286377,0,230,0p4_0p6,0.5,0.4,frontier_consolidation_fwcompact_medium_049481,1838,16116,752352,0p4_0p6,frontier_consolidation_fwcompact_medium_009515,8,2352,12,1,0,False,False
15,edit:frontier_consolidation_fwcompact_medium_023592:0:31-37,row:1088,compact_edit,content,ations,895,3.9874329566955566,0,2,3.759427309036255,0,3,3.205678939819336,1,1,0p4_0p6,0.4117647058823529,0.5625,frontier_consolidation_fwcompact_medium_045568,1832,15864,751088,0p4_0p6,frontier_consolidation_fwcompact_medium_023592,17,1088,26,37,31,False,False
16,edit:frontier_consolidation_fwcompact_medium_033468:0:0-2,row:1671,compact_edit,content,Al,927,9.900978088378906,0,2643,13.783883094787598,0,10093,11.902024269104004,0,4494,0p4_0p6,0.5,0.3888888888888889,frontier_consolidation_fwcompact_medium_001015,1856,12767,751671,lt0p4,frontier_consolidation_fwcompact_medium_033468,12,1671,33,2,0,False,False
17,edit:frontier_consolidation_fwcompact_medium_053963:0:28-33,row:1659,compact_edit,content,iders,9223,9.570802688598633,0,1794,11.563748359680176,0,1485,8.714932441711426,0,1056,0p2_0p4,0.3333333333333333,0.65,frontier_consolidation_fwcompact_medium_027596,587,6181,751659,0p6_0p8,frontier_consolidation_fwcompact_medium_053963,21,1659,28,33,28,False,False
18,edit:frontier_consolidation_fwcompact_medium_005325:0:80-86,row:351,compact_edit,content,ations,895,10.393630981445312,0,1222,3.8017160892486572,0,2,10.415977478027344,0,1410,0p4_0p6,0.42857142857142855,0.3888888888888889,frontier_consolidation_fwcompact_medium_021562,947,3689,750351,lt0p4,frontier_consolidation_fwcompact_medium_005325,14,351,28,86,80,False,False
19,edit:frontier_consolidation_fwcompact_medium_027899:0:80-84,row:2167,compact_edit,content,hers,2338,5.995055198669434,0,51,9.67039680480957,0,1437,5.787863731384277,0,58,0p4_0p6,0.47058823529411764,0.47058823529411764,frontier_consolidation_fwcompact_medium_023191,856,12367,752167,0p4_0p6,frontier_consolidation_fwcompact_medium_027899,17,2167,29,84,80,False,False
20,edit:frontier_consolidation_fwcompact_medium_054906:0:65-67,row:2184,compact_edit,content,ps,666,6.701916217803955,0,119,7.409058570861816,0,153,8.17581844329834,0,462,0p4_0p6,0.4444444444444444,0.5555555555555556,frontier_consolidation_fwcompact_medium_028575,1729,16342,752184,0p4_0p6,frontier_consolidation_fwcompact_medium_054906,9,2184,13,67,65,False,False
21,edit:frontier_consolidation_fwcompact_medium_057447:0:60-63,row:670,compact_edit,content,ing,212,5.111256122589111,0,8,3.2880699634552,0,3,4.686435699462891,0,6,0p2_0p4,0.25,0.5,frontier_consolidation_fwcompact_medium_007876,580,5270,750670,0p4_0p6,frontier_consolidation_fwcompact_medium_057447,12,670,23,63,60,False,False
22,edit:frontier_consolidation_fwcompact_medium_021140:0:43-45,row:292,compact_edit,content,ed,214,4.771862506866455,0,14,8.368552207946777,0,19,4.281851768493652,0,4,ge0p6,0.6470588235294118,0.4,frontier_consolidation_fwcompact_medium_057376,467,3878,750292,0p4_0p6,frontier_consolidation_fwcompact_medium_021140,17,292,30,45,43,False,False
23,edit:frontier_consolidation_fwcompact_medium_009970:0:48-52,row:2656,compact_edit,content,ored,2169,3.9813311100006104,0,7,4.736819267272949,0,12,3.8740243911743164,0,4,0p4_0p6,0.4,0.5,frontier_consolidation_fwcompact_medium_055276,2053,2877,752656,0p4_0p6,frontier_consolidation_fwcompact_medium_009970,10,2656,20,52,48,False,False
24,edit:frontier_consolidation_fwcompact_medium_041978:0:67-71,row:493,compact_edit,content,ated,641,3.9682488441467285,0,7,6.735546588897705,0,27,3.7331438064575195,0,7,0p2_0p4,0.3333333333333333,0.5454545454545454,frontier_consolidation_fwcompact_medium_030170,444,8280,750493,0p4_0p6,frontier_consolidation_fwcompact_medium_041978,12,493,25,71,67,False,False
25,edit:frontier_consolidation_fwcompact_medium_030361:0:39-41,row:2530,compact_edit,content,-b,1516,6.326021194458008,0,100,8.51252555847168,0,244,6.365511894226074,0,102,0p4_0p6,0.4166666666666667,0.4117647058823529,frontier_consolidation_fwcompact_medium_021165,1962,12538,752530,0p4_0p6,frontier_consolidation_fwcompact_medium_030361,12,2530,24,41,39,False,False
26,edit:frontier_consolidation_fwcompact_medium_010361:0:35-37,row:1236,compact_edit,content,'s,249,0.8696867227554321,1,1,5.62354040145874,0,3,0.816256582736969,1,1,0p2_0p4,0.2631578947368421,0.75,frontier_consolidation_fwcompact_medium_005344,1603,6342,751236,0p6_0p8,frontier_consolidation_fwcompact_medium_010361,18,1236,25,37,35,False,False
27,edit:frontier_consolidation_fwcompact_medium_039007:0:48-53,row:2850,compact_edit,content,ounds,1129,5.734255790710449,0,50,5.62074089050293,0,44,4.817081928253174,0,23,0p4_0p6,0.5,0.4166666666666667,frontier_consolidation_fwcompact_medium_025688,2202,6156,752850,0p4_0p6,frontier_consolidation_fwcompact_medium_039007,12,2850,24,53,48,False,False
28,edit:frontier_consolidation_fwcompact_medium_013127:0:4-8,row:2769,compact_edit,content,hers,2338,6.772085189819336,0,105,4.984234809875488,0,15,5.375494956970215,0,24,0p4_0p6,0.5,0.5714285714285714,frontier_consolidation_fwcompact_medium_055913,2137,3956,752769,0p4_0p6,frontier_consolidation_fwcompact_medium_013127,8,2769,12,8,4,False,False
29,edit:frontier_consolidation_fwcompact_medium_055329:0:15-17,row:271,compact_edit,content,ed,214,4.39797830581665,0,16,2.963766098022461,0,4,4.7261199951171875,0,15,ge0p6,0.6,0.6,frontier_consolidation_fwcompact_medium_010558,2248,15175,750271,0p6_0p8,frontier_consolidation_fwcompact_medium_055329,10,271,16,17,15,False,False
30,edit:frontier_consolidation_fwcompact_medium_020869:0:17-18,row:2643,compact_edit,content,s,87,5.457602500915527,0,22,9.065458297729492,0,261,5.002384185791016,0,18,0p2_0p4,0.25,0.4,frontier_consolidation_fwcompact_medium_002904,435,16567,752643,0p4_0p6,frontier_consolidation_fwcompact_medium_020869,16,2643,21,18,17,True,False
31,edit:frontier_consolidation_fwcompact_medium_015829:0:74-77,row:2800,compact_edit,content,ing,212,5.656652927398682,0,19,5.9669084548950195,0,31,7.577062606811523,0,62,0p2_0p4,0.25,0.6666666666666666,frontier_consolidation_fwcompact_medium_052431,1752,4099,752800,0p6_0p8,frontier_consolidation_fwcompact_medium_015829,12,2800,16,77,74,False,False
32,edit:frontier_consolidation_fwcompact_medium_014843:0:115-119,row:1954,compact_edit,content,-sha,12182,11.560619354248047,0,6064,18.415449142456055,0,12765,11.98202133178711,0,7213,0p4_0p6,0.4117647058823529,0.55,frontier_consolidation_fwcompact_medium_043567,2904,11483,751954,0p4_0p6,frontier_consolidation_fwcompact_medium_014843,17,1954,33,119,115,False,False
33,edit:frontier_consolidation_fwcompact_medium_053410:0:14-18,row:585,compact_edit,content,ates,785,6.792129039764404,0,90,9.149426460266113,0,485,4.413121223449707,0,10,0p2_0p4,0.3333333333333333,0.4,frontier_consolidation_fwcompact_medium_041300,519,14623,750585,0p4_0p6,frontier_consolidation_fwcompact_medium_053410,9,585,14,18,14,False,False
34,edit:frontier_consolidation_fwcompact_medium_007146:0:1-5,row:2926,compact_edit,content,ever,933,9.298725128173828,0,1330,12.753822326660156,0,2794,8.339666366577148,0,609,ge0p6,0.6666666666666666,0.625,frontier_consolidation_fwcompact_medium_023558,1848,11990,752926,0p6_0p8,frontier_consolidation_fwcompact_medium_007146,9,2926,16,5,1,False,False
35,edit:frontier_consolidation_fwcompact_medium_000097:0:0-5,row:652,compact_edit,connective,After,1482,8.693222045898438,0,441,6.846302509307861,0,70,9.047584533691406,0,494,0p2_0p4,0.35294117647058826,0.5294117647058824,frontier_consolidation_fwcompact_medium_003817,44,2306,750652,0p4_0p6,frontier_consolidation_fwcompact_medium_000097,17,652,23,5,0,False,False
36,edit:frontier_consolidation_fwcompact_medium_040187:0:61-64,row:1163,compact_edit,content,one,449,8.201778411865234,0,364,7.243888854980469,0,141,7.581779956817627,0,283,0p2_0p4,0.34782608695652173,0.6470588235294118,frontier_consolidation_fwcompact_medium_029765,612,13328,751163,0p6_0p8,frontier_consolidation_fwcompact_medium_040187,23,1163,31,64,61,False,False
37,edit:frontier_consolidation_fwcompact_medium_030421:0:5-7,row:85,compact_edit,content,'s,249,2.7154176235198975,0,2,0.9058219194412231,1,1,2.097740888595581,1,1,0p2_0p4,0.36363636363636365,0.5,frontier_consolidation_fwcompact_medium_037997,146,15876,750085,0p4_0p6,frontier_consolidation_fwcompact_medium_030421,11,85,19,7,5,False,False
38,edit:frontier_consolidation_fwcompact_medium_024541:0:65-67,row:1592,compact_edit,content,'s,249,3.0626635551452637,0,6,5.071843147277832,0,17,2.1496124267578125,0,2,0p4_0p6,0.5,0.45,frontier_consolidation_fwcompact_medium_059734,1777,12039,751592,0p4_0p6,frontier_consolidation_fwcompact_medium_024541,16,1592,32,67,65,False,False
39,edit:frontier_consolidation_fwcompact_medium_037995:0:0-2,row:2716,compact_edit,function,In,565,7.823024272918701,0,41,5.346290111541748,0,14,5.952237129211426,0,17,0p2_0p4,0.34615384615384615,0.5384615384615384,frontier_consolidation_fwcompact_medium_026364,1909,10010,752716,0p4_0p6,frontier_consolidation_fwcompact_medium_037995,26,2716,48,2,0,True,False
40,edit:frontier_consolidation_fwcompact_medium_007012:0:85-92,row:995,compact_edit,content,rations,13742,5.755243301391602,0,51,5.8729143142700195,0,54,5.116555213928223,0,28,0p4_0p6,0.5238095238095238,0.4117647058823529,frontier_consolidation_fwcompact_medium_050287,1261,14327,750995,0p4_0p6,frontier_consolidation_fwcompact_medium_007012,18,995,29,92,85,False,False
41,edit:frontier_consolidation_fwcompact_medium_061405:0:0-1,row:1367,compact_edit,content,E,367,9.197359085083008,0,1331,11.482998847961426,0,3722,10.096111297607422,0,2071,0p4_0p6,0.4,0.4444444444444444,frontier_consolidation_fwcompact_medium_000944,1156,12931,751367,0p4_0p6,frontier_consolidation_fwcompact_medium_061405,20,1367,31,1,0,False,False
42,edit:frontier_consolidation_fwcompact_medium_022587:0:50-52,row:1215,compact_edit,content,-l,2648,9.313858032226562,0,998,9.591657638549805,0,772,8.013823509216309,0,436,0p2_0p4,0.36363636363636365,0.5833333333333334,frontier_consolidation_fwcompact_medium_036761,1035,10377,751215,0p4_0p6,frontier_consolidation_fwcompact_medium_022587,11,1215,15,52,50,False,False
43,edit:frontier_consolidation_fwcompact_medium_052825:0:45-48,row:1827,compact_edit,content,its,1194,4.556888580322266,0,11,7.647369861602783,0,43,4.5931806564331055,0,11,0p4_0p6,0.42857142857142855,0.5,frontier_consolidation_fwcompact_medium_005431,1492,1001,751827,0p4_0p6,frontier_consolidation_fwcompact_medium_052825,7,1827,12,48,45,False,False
44,edit:frontier_consolidation_fwcompact_medium_008899:0:24-26,row:2853,compact_edit,content,'s,249,7.28041934967041,0,42,7.434931755065918,0,33,6.809764862060547,0,34,0p2_0p4,0.26666666666666666,0.6153846153846154,frontier_consolidation_fwcompact_medium_051019,1803,13085,752853,0p6_0p8,frontier_consolidation_fwcompact_medium_008899,15,2853,25,26,24,False,False
45,edit:frontier_consolidation_fwcompact_medium_006567:0:11-16,row:2767,compact_edit,content,-year,4586,6.752356052398682,0,100,4.869569301605225,0,3,5.304768085479736,0,24,ge0p6,0.6,0.75,frontier_consolidation_fwcompact_medium_045840,1735,2595,752767,0p6_0p8,frontier_consolidation_fwcompact_medium_006567,9,2767,13,16,11,False,False
46,edit:frontier_consolidation_fwcompact_medium_004205:0:3-7,row:1953,compact_edit,content,vent,1039,9.231995582580566,0,1388,9.900129318237305,0,1496,9.635083198547363,0,469,0p4_0p6,0.5714285714285714,0.625,frontier_consolidation_fwcompact_medium_035762,997,9084,751953,0p6_0p8,frontier_consolidation_fwcompact_medium_004205,7,1953,14,7,3,False,False
47,edit:frontier_consolidation_fwcompact_medium_030959:0:20-26,row:1946,compact_edit,content,-sized,16169,11.553876876831055,0,675,9.745881080627441,0,661,9.845620155334473,0,396,lt0p2,0.16666666666666666,0.7368421052631579,frontier_consolidation_fwcompact_medium_007126,2201,7574,751946,0p6_0p8,frontier_consolidation_fwcompact_medium_030959,18,1946,28,26,20,False,False
48,edit:frontier_consolidation_fwcompact_medium_020719:0:20-24,row:557,compact_edit,content,ores,7565,5.99888801574707,0,47,5.8000640869140625,0,40,6.081002235412598,0,47,0p4_0p6,0.4666666666666667,0.4,frontier_consolidation_fwcompact_medium_009944,513,12187,750557,0p4_0p6,frontier_consolidation_fwcompact_medium_020719,15,557,21,24,20,False,False
49,edit:frontier_consolidation_fwcompact_medium_055989:0:0-4,row:162,compact_edit,content,Like,3033,11.155552864074707,0,2645,9.539338111877441,0,892,11.390116691589355,0,3502,0p2_0p4,0.23076923076923078,0.4444444444444444,frontier_consolidation_fwcompact_medium_046914,220,2561,750162,0p4_0p6,frontier_consolidation_fwcompact_medium_055989,13,162,24,4,0,False,False
50,edit:frontier_consolidation_fwcompact_medium_016040:0:0-3,row:1549,compact_edit,content,Med,3362,8.907828330993652,0,1120,13.22695541381836,0,6608,11.243206024169922,0,4710,0p2_0p4,0.375,0.5,frontier_consolidation_fwcompact_medium_008352,1275,7395,751549,0p4_0p6,frontier_consolidation_fwcompact_medium_016040,8,1549,13,3,0,False,False
51,edit:frontier_consolidation_fwcompact_medium_034504:0:86-90,row:1231,compact_edit,content,ally,456,8.123321533203125,0,508,9.409663200378418,0,297,7.391257286071777,0,210,0p4_0p6,0.5882352941176471,0.38461538461538464,frontier_consolidation_fwcompact_medium_016066,178,12664,751231,lt0p4,frontier_consolidation_fwcompact_medium_034504,17,1231,33,90,86,False,False
52,edit:frontier_consolidation_fwcompact_medium_053556:0:2-5,row:2469,compact_edit,content,ove,562,8.810043334960938,0,575,9.68024730682373,0,419,8.533236503601074,0,497,0p2_0p4,0.25,0.4444444444444444,frontier_consolidation_fwcompact_medium_016547,1944,16870,752469,0p4_0p6,frontier_consolidation_fwcompact_medium_053556,15,2469,26,5,2,False,False
53,edit:frontier_consolidation_fwcompact_medium_011245:0:3-6,row:828,compact_edit,content,ure,537,9.531524658203125,0,489,7.611254692077637,0,149,7.711508274078369,0,166,0p4_0p6,0.4666666666666667,0.5,frontier_consolidation_fwcompact_medium_061319,727,8456,750828,0p4_0p6,frontier_consolidation_fwcompact_medium_011245,15,828,20,6,3,False,False
54,edit:frontier_consolidation_fwcompact_medium_041247:0:12-15,row:116,compact_edit,content,ays,2251,6.950675010681152,0,155,8.424201965332031,0,191,7.1437530517578125,0,197,0p2_0p4,0.2,0.5454545454545454,frontier_consolidation_fwcompact_medium_045173,187,963,750116,0p4_0p6,frontier_consolidation_fwcompact_medium_041247,14,116,18,15,12,False,False
55,edit:frontier_consolidation_fwcompact_medium_014789:0:128-134,row:577,compact_edit,content,stream,7942,8.240296363830566,0,195,5.717228889465332,0,2,7.082551002502441,0,176,0p2_0p4,0.2916666666666667,0.52,frontier_consolidation_fwcompact_medium_000778,1514,12573,750577,0p4_0p6,frontier_consolidation_fwcompact_medium_014789,24,577,34,134,128,False,False
56,edit:frontier_consolidation_fwcompact_medium_029203:0:60-64,row:1639,compact_edit,content,seen,13649,8.841952323913574,0,779,7.257326126098633,0,244,7.703447341918945,0,423,0p2_0p4,0.2857142857142857,0.5833333333333334,frontier_consolidation_fwcompact_medium_055908,1347,2068,751639,0p4_0p6,frontier_consolidation_fwcompact_medium_029203,14,1639,27,64,60,False,False
57,edit:frontier_consolidation_fwcompact_medium_003642:0:14-16,row:2212,compact_edit,content,'s,249,4.595428943634033,0,11,2.2728986740112305,0,3,3.8998594284057617,0,7,0p2_0p4,0.23529411764705882,0.5384615384615384,frontier_consolidation_fwcompact_medium_008790,1124,16149,752212,0p4_0p6,frontier_consolidation_fwcompact_medium_003642,17,2212,22,16,14,False,False
58,edit:frontier_consolidation_fwcompact_medium_017392:0:0-3,row:2862,compact_edit,function,The,308,5.213560104370117,0,10,7.441362380981445,0,154,5.751786708831787,0,19,0p4_0p6,0.42857142857142855,0.44,frontier_consolidation_fwcompact_medium_039509,2951,15522,752862,0p4_0p6,frontier_consolidation_fwcompact_medium_017392,21,2862,36,3,0,False,False
59,edit:frontier_consolidation_fwcompact_medium_049672:0:83-87,row:1253,compact_edit,content,ives,2799,7.396024703979492,0,292,5.666877269744873,0,16,5.798798561096191,0,40,0p4_0p6,0.5384615384615384,0.4117647058823529,frontier_consolidation_fwcompact_medium_060029,1072,15939,751253,0p4_0p6,frontier_consolidation_fwcompact_medium_049672,13,1253,27,87,83,False,False
60,edit:frontier_consolidation_fwcompact_medium_018829:0:15-18,row:79,compact_edit,content,ces,1204,12.566726684570312,0,6398,10.555681228637695,0,1819,11.334537506103516,0,2811,0p4_0p6,0.4,0.5333333333333333,frontier_consolidation_fwcompact_medium_004245,162,7656,750079,0p4_0p6,frontier_consolidation_fwcompact_medium_018829,10,79,17,18,15,False,False
61,edit:frontier_consolidation_fwcompact_medium_026047:0:7-9,row:1171,compact_edit,content,'s,249,4.732520580291748,0,9,2.7594895362854004,0,5,4.481097221374512,0,13,0p2_0p4,0.2727272727272727,0.5555555555555556,frontier_consolidation_fwcompact_medium_054362,1013,12141,751171,0p4_0p6,frontier_consolidation_fwcompact_medium_026047,11,1171,16,9,7,False,False
62,edit:frontier_consolidation_fwcompact_medium_010084:0:72-75,row:2638,compact_edit,content,ils,3286,7.302488327026367,0,200,10.736466407775879,0,159,6.514002799987793,0,106,0p2_0p4,0.23529411764705882,0.45454545454545453,frontier_consolidation_fwcompact_medium_039819,2199,9381,752638,0p4_0p6,frontier_consolidation_fwcompact_medium_010084,17,2638,35,75,72,False,False
63,edit:frontier_consolidation_fwcompact_medium_038922:0:0-1,row:1683,compact_edit,function,A,263,7.247871398925781,0,109,6.510378360748291,0,67,7.01552677154541,0,93,0p2_0p4,0.25,0.5,frontier_consolidation_fwcompact_medium_032130,1403,5828,751683,0p4_0p6,frontier_consolidation_fwcompact_medium_038922,12,1683,16,1,0,True,False
64,edit:frontier_consolidation_fwcompact_medium_042868:0:44-45,row:1854,compact_edit,content,s,87,3.1442930698394775,0,4,3.1250600814819336,0,6,3.168968439102173,0,4,0p4_0p6,0.4,0.6666666666666666,frontier_consolidation_fwcompact_medium_037330,888,1000,751854,0p6_0p8,frontier_consolidation_fwcompact_medium_042868,15,1854,21,45,44,False,False
65,edit:frontier_consolidation_fwcompact_medium_023535:0:50-52,row:388,compact_edit,content,er,202,6.043878555297852,0,72,5.5401763916015625,0,46,6.348727226257324,0,99,0p4_0p6,0.5,0.4166666666666667,frontier_consolidation_fwcompact_medium_022670,962,16512,750388,0p4_0p6,frontier_consolidation_fwcompact_medium_023535,18,388,41,52,50,False,False
66,edit:frontier_consolidation_fwcompact_medium_021734:0:2-5,row:2276,compact_edit,content,ban,4703,8.288244247436523,0,576,11.783428192138672,0,768,8.515382766723633,0,401,0p4_0p6,0.5,0.42857142857142855,frontier_consolidation_fwcompact_medium_058159,1818,6529,752276,0p4_0p6,frontier_consolidation_fwcompact_medium_021734,12,2276,28,5,2,False,False
67,edit:frontier_consolidation_fwcompact_medium_017210:0:38-42,row:2327,compact_edit,content,ning,967,8.593131065368652,0,671,7.78419828414917,0,184,9.289717674255371,0,1106,0p2_0p4,0.2727272727272727,0.5833333333333334,frontier_consolidation_fwcompact_medium_016019,1859,7,752327,0p4_0p6,frontier_consolidation_fwcompact_medium_017210,11,2327,20,42,38,False,False
68,edit:frontier_consolidation_fwcompact_medium_047126:0:21-23,row:2377,compact_edit,content,ks,787,8.493706703186035,0,260,8.620219230651855,0,707,8.54293441772461,0,231,lt0p2,0.15,0.5294117647058824,frontier_consolidation_fwcompact_medium_044323,2360,7046,752377,0p4_0p6,frontier_consolidation_fwcompact_medium_047126,20,2377,29,23,21,False,False
69,edit:frontier_consolidation_fwcompact_medium_048103:0:0-4,row:1375,compact_edit,content,Dire,6428,10.242136001586914,0,2958,12.337822914123535,0,5122,11.150505065917969,0,2797,0p4_0p6,0.4,0.625,frontier_consolidation_fwcompact_medium_023401,288,1620,751375,0p6_0p8,frontier_consolidation_fwcompact_medium_048103,15,1375,23,4,0,False,False
70,edit:frontier_consolidation_fwcompact_medium_020778:0:44-50,row:2603,compact_edit,content,ations,895,1.6950104236602783,1,1,3.3464276790618896,0,2,2.345965623855591,1,1,0p2_0p4,0.2777777777777778,0.38461538461538464,frontier_consolidation_fwcompact_medium_010979,152,2985,752603,lt0p4,frontier_consolidation_fwcompact_medium_020778,18,2603,24,50,44,False,False
71,edit:frontier_consolidation_fwcompact_medium_034422:0:52-58,row:2151,compact_edit,content,itched,3548,2.7911458015441895,1,1,7.113449573516846,0,189,4.430384635925293,0,8,0p2_0p4,0.35714285714285715,0.6666666666666666,frontier_consolidation_fwcompact_medium_049294,1228,14376,752151,0p6_0p8,frontier_consolidation_fwcompact_medium_034422,14,2151,22,58,52,False,False
72,edit:frontier_consolidation_fwcompact_medium_055261:0:67-71,row:1624,compact_edit,content,orse,8779,13.670230865478516,0,2797,11.134017944335938,0,2219,12.709966659545898,0,2395,0p2_0p4,0.25,0.6111111111111112,frontier_consolidation_fwcompact_medium_019179,671,12447,751624,0p6_0p8,frontier_consolidation_fwcompact_medium_055261,16,1624,29,71,67,False,False
73,edit:frontier_consolidation_fwcompact_medium_017389:0:0-3,row:1147,compact_edit,content,Air,4384,11.776961326599121,0,5025,10.981415748596191,0,3239,13.984004020690918,0,9237,0p2_0p4,0.36363636363636365,0.46153846153846156,frontier_consolidation_fwcompact_medium_009313,998,15522,751147,0p4_0p6,frontier_consolidation_fwcompact_medium_017389,11,1147,18,3,0,False,False
