label,baseline,checkpoint,group,n,baseline_accuracy_pct,label_accuracy_pct,delta_accuracy_pct,mean_relevant_updates,mean_total_ops
binding_alpha1p00,chck82,eval,total_ops_1,331,33.53474320241692,23.564954682779454,-9.969788519637465,0.22356495468277945,1.0
binding_alpha1p00,chck82,eval,total_ops_10,733,26.330150068212824,22.237380627557982,-4.092769440654841,2.8076398362892223,10.0
binding_alpha1p00,chck82,eval,total_ops_11,828,26.207729468599034,24.516908212560388,-1.690821256038646,2.9504830917874396,11.0
binding_alpha1p00,chck82,eval,total_ops_12,919,27.20348204570185,23.177366702937977,-4.026115342763873,3.115342763873776,12.0
binding_alpha1p00,chck82,eval,total_ops_2,339,30.088495575221238,22.4188790560472,-7.669616519174038,0.4424778761061947,2.0
binding_alpha1p00,chck82,eval,total_ops_3,358,28.491620111731844,23.18435754189944,-5.307262569832403,0.723463687150838,3.0
binding_alpha1p00,chck82,eval,total_ops_4,369,28.726287262872628,19.51219512195122,-9.214092140921409,1.005420054200542,4.0
binding_alpha1p00,chck82,eval,total_ops_5,393,27.480916030534353,20.356234096692113,-7.12468193384224,1.3231552162849873,5.0
binding_alpha1p00,chck82,eval,total_ops_6,446,28.026905829596412,22.42152466367713,-5.605381165919283,1.6591928251121075,6.0
binding_alpha1p00,chck82,eval,total_ops_7,508,25.984251968503937,21.25984251968504,-4.724409448818896,2.045275590551181,7.0
binding_alpha1p00,chck82,eval,total_ops_8,592,27.7027027027027,21.4527027027027,-6.25,2.285472972972973,8.0
binding_alpha1p00,chck82,eval,total_ops_9,660,26.363636363636363,22.575757575757574,-3.787878787878789,2.5196969696969695,9.0
binding_alpha1p00,chck82,eval,type_ambiref,2315,25.91792656587473,21.123110151187905,-4.794816414686824,2.0872570194384448,7.525701943844492
binding_alpha1p00,chck82,eval,type_move_contents,2227,29.636281993713517,23.215087561742255,-6.421194431971262,1.8792096991468343,7.292321508756174
binding_alpha1p00,chck82,eval,type_regular,2238,28.194816800714925,23.14566577301162,-5.0491510277033065,2.0178731009830204,7.254691689008043
coherent86,chck82,eval,ALL,6780,27.89085545722714,27.831858407079647,-0.05899705014749301,1.9960176991150442,7.359587020648967
coherent86,chck82,eval,rel1_postrel_ops0,345,19.71014492753623,19.130434782608695,-0.5797101449275353,1.0,4.573913043478261
coherent86,chck82,eval,rel1_postrel_ops_gt0,978,15.74642126789366,16.05316973415133,0.30674846625766783,1.0,6.931492842535787
coherent86,chck82,eval,rel1_stale_available_not_gold,16,31.25,31.25,0.0,1.0,8.5
coherent86,chck82,eval,rel2_postrel_ops0,391,27.877237851662404,29.41176470588235,1.5345268542199477,2.0,7.040920716112532
coherent86,chck82,eval,rel2_postrel_ops_gt0,875,21.02857142857143,20.685714285714287,-0.34285714285714164,2.0,8.676571428571428
coherent86,chck82,eval,rel2_stale_available_not_gold,489,21.676891615541923,22.494887525562373,0.8179959100204499,2.0,8.366053169734151
coherent86,chck82,eval,rel3_postrel_ops0,469,32.6226012793177,32.19616204690831,-0.4264392324093862,3.0,8.867803837953092
coherent86,chck82,eval,rel3_postrel_ops_gt0,761,24.83574244415243,24.441524310118265,-0.3942181340341655,3.0,9.797634691195794
coherent86,chck82,eval,rel3_stale_available_not_gold,296,29.054054054054053,28.04054054054054,-1.0135135135135123,3.0,9.54054054054054
coherent86,chck82,eval,rel4_postrel_ops0,501,34.3313373253493,34.131736526946106,-0.19960079840319622,4.0,9.684630738522953
coherent86,chck82,eval,rel4_postrel_ops_gt0,611,30.114566284779052,30.27823240589198,0.16366612111292866,4.0,10.297872340425531
coherent86,chck82,eval,rel4_stale_available_not_gold,326,31.595092024539877,30.368098159509202,-1.2269938650306749,4.0,10.13803680981595
coherent86,chck82,eval,rel5_postrel_ops0,144,41.666666666666664,41.666666666666664,0.0,5.0,10.083333333333334
coherent86,chck82,eval,rel5_postrel_ops_gt0,164,25.0,25.609756097560975,0.6097560975609753,5.0,10.75609756097561
coherent86,chck82,eval,rel5_stale_available_not_gold,94,37.234042553191486,39.361702127659576,2.1276595744680904,5.0,10.106382978723405
coherent86,chck82,eval,rel_eq0,1541,37.44321868916288,37.18364698247891,-0.2595717066839711,0.0,3.388059701492537
coherent86,chck82,eval,rel_eq0_irrelevant_ops_1,257,38.91050583657587,38.521400778210115,-0.3891050583657574,0.0,1.0
coherent86,chck82,eval,rel_eq0_irrelevant_ops_10,36,25.0,27.77777777777778,2.7777777777777786,0.0,10.0
coherent86,chck82,eval,rel_eq0_irrelevant_ops_11,32,28.125,25.0,-3.125,0.0,11.0
coherent86,chck82,eval,rel_eq0_irrelevant_ops_12,30,23.333333333333332,26.666666666666668,3.3333333333333357,0.0,12.0
coherent86,chck82,eval,rel_eq0_irrelevant_ops_1to3,641,39.0015600624025,38.68954758190328,-0.31201248049922015,0.0,1.8673946957878316
coherent86,chck82,eval,rel_eq0_irrelevant_ops_2,212,39.15094339622642,39.62264150943396,0.4716981132075446,0.0,2.0
coherent86,chck82,eval,rel_eq0_irrelevant_ops_3,172,38.95348837209303,37.7906976744186,-1.1627906976744242,0.0,3.0
coherent86,chck82,eval,rel_eq0_irrelevant_ops_4,131,39.69465648854962,40.458015267175576,0.7633587786259568,0.0,4.0
coherent86,chck82,eval,rel_eq0_irrelevant_ops_4to6,323,43.03405572755418,42.10526315789474,-0.9287925696594428,0.0,4.86687306501548
coherent86,chck82,eval,rel_eq0_irrelevant_ops_5,104,44.23076923076923,41.34615384615385,-2.884615384615387,0.0,5.0
coherent86,chck82,eval,rel_eq0_irrelevant_ops_6,88,46.59090909090909,45.45454545454545,-1.1363636363636402,0.0,6.0
coherent86,chck82,eval,rel_eq0_irrelevant_ops_7,66,28.78787878787879,27.272727272727273,-1.5151515151515156,0.0,7.0
coherent86,chck82,eval,rel_eq0_irrelevant_ops_8,63,28.571428571428573,28.571428571428573,0.0,0.0,8.0
coherent86,chck82,eval,rel_eq0_irrelevant_ops_9,46,41.30434782608695,41.30434782608695,0.0,0.0,9.0
coherent86,chck82,eval,rel_eq0_irrelevant_ops_ge7,273,29.67032967032967,29.67032967032967,0.0,0.0,8.981684981684982
coherent86,chck82,eval,rel_eq0_irrelevant_ops_gt0,1237,37.99514955537591,37.5909458367017,-0.4042037186742107,0.0,4.22069523039612
coherent86,chck82,eval,rel_eq0_total_ops0,304,35.19736842105263,35.526315789473685,0.3289473684210549,0.0,0.0
coherent86,chck82,eval,rel_ge1,5239,25.081122351593816,25.081122351593816,0.0,2.5831265508684864,8.527772475663294
coherent86,chck82,eval,rel_ge1_postrel_ops0,1850,30.37837837837838,30.43243243243243,0.054054054054052614,2.842162162162162,7.996756756756756
coherent86,chck82,eval,rel_ge1_postrel_ops_0,1850,30.37837837837838,30.43243243243243,0.054054054054052614,2.842162162162162,7.996756756756756
coherent86,chck82,eval,rel_ge1_postrel_ops_1,1200,27.166666666666668,27.166666666666668,0.0,2.7025,8.214166666666667
coherent86,chck82,eval,rel_ge1_postrel_ops_10,15,6.666666666666667,6.666666666666667,0.0,1.1333333333333333,11.466666666666667
coherent86,chck82,eval,rel_ge1_postrel_ops_11,6,0.0,0.0,0.0,1.0,12.0
coherent86,chck82,eval,rel_ge1_postrel_ops_2,817,24.23500611995104,23.990208078335375,-0.24479804161566676,2.5813953488372094,8.664626682986537
coherent86,chck82,eval,rel_ge1_postrel_ops_3,513,23.391812865497077,23.976608187134502,0.5847953216374258,2.415204678362573,9.015594541910332
coherent86,chck82,eval,rel_ge1_postrel_ops_4,343,14.868804664723031,14.577259475218659,-0.29154518950437236,2.250728862973761,9.177842565597668
coherent86,chck82,eval,rel_ge1_postrel_ops_5,214,11.214953271028037,10.74766355140187,-0.4672897196261676,2.0186915887850465,9.686915887850468
coherent86,chck82,eval,rel_ge1_postrel_ops_6,143,12.587412587412587,13.286713286713287,0.6993006993007,1.8391608391608392,9.937062937062937
coherent86,chck82,eval,rel_ge1_postrel_ops_7,75,8.0,6.666666666666667,-1.333333333333333,1.48,10.24
coherent86,chck82,eval,rel_ge1_postrel_ops_8,40,17.5,17.5,0.0,1.325,10.3
coherent86,chck82,eval,rel_ge1_postrel_ops_9,23,4.3478260869565215,4.3478260869565215,0.0,1.3043478260869565,11.130434782608695
coherent86,chck82,eval,rel_ge1_postrel_ops_gt0,3389,22.18943641192092,22.159929182649748,-0.029507229271171553,2.4417232221894363,8.817645323104161
coherent86,chck82,eval,rel_ge3,2650,30.150943396226417,30.0,-0.15094339622641684,3.6520754716981134,9.80188679245283
coherent86,chck82,eval,rel_ge3_postrel_ops0,1114,34.56014362657091,34.29084380610413,-0.26929982046678447,3.708258527827648,9.392280071813286
coherent86,chck82,eval,rel_ge3_postrel_ops_gt0,1536,26.953125,26.888020833333332,-0.06510416666666785,3.611328125,10.098958333333334
coherent86,chck82,eval,rel_updates_0,1541,37.44321868916288,37.18364698247891,-0.2595717066839711,0.0,3.388059701492537
coherent86,chck82,eval,rel_updates_1,1323,16.780045351473923,16.855631141345427,0.07558578987150355,1.0,6.316704459561603
coherent86,chck82,eval,rel_updates_2,1266,23.143759873617693,23.380726698262244,0.23696682464455066,2.0,8.171406003159557
coherent86,chck82,eval,rel_updates_3,1230,27.804878048780488,27.398373983739837,-0.4065040650406502,3.0,9.44308943089431
coherent86,chck82,eval,rel_updates_4,1112,32.014388489208635,32.014388489208635,0.0,4.0,10.02158273381295
coherent86,chck82,eval,rel_updates_5,308,32.79220779220779,33.116883116883116,0.3246753246753258,5.0,10.441558441558442
coherent86,chck82,eval,reported_numops_0,1541,37.44321868916288,37.18364698247891,-0.2595717066839711,0.0,3.388059701492537
coherent86,chck82,eval,reported_numops_1,1274,15.85557299843014,15.934065934065934,0.07849293563579351,1.0,6.229199372056515
coherent86,chck82,eval,reported_numops_2,1217,22.67871815940838,22.843056696795397,0.16433853738701742,1.9597370583401807,8.054231717337716
coherent86,chck82,eval,reported_numops_3,1240,28.548387096774192,28.14516129032258,-0.4032258064516121,2.9290322580645163,9.390322580645162
coherent86,chck82,eval,reported_numops_4,1175,31.148936170212767,31.23404255319149,0.0851063829787222,3.9191489361702128,10.04595744680851
coherent86,chck82,eval,reported_numops_5,333,34.83483483483484,35.13513513513514,0.3003003003003002,4.915915915915916,10.483483483483484
coherent86,chck82,eval,stale_available_not_gold,1221,27.436527436527438,27.354627354627354,-0.08190008190008413,2.994266994266994,9.25962325962326
coherent86,chck82,eval,total_ops_0,304,35.19736842105263,35.526315789473685,0.3289473684210549,0.0,0.0
coherent86,chck82,eval,total_ops_1,331,33.53474320241692,32.93051359516616,-0.6042296072507582,0.22356495468277945,1.0
coherent86,chck82,eval,total_ops_10,733,26.330150068212824,26.875852660300136,0.5457025920873129,2.8076398362892223,10.0
coherent86,chck82,eval,total_ops_11,828,26.207729468599034,26.08695652173913,-0.1207729468599048,2.9504830917874396,11.0
coherent86,chck82,eval,total_ops_12,919,27.20348204570185,27.094668117519042,-0.10881392818280844,3.115342763873776,12.0
coherent86,chck82,eval,total_ops_2,339,30.088495575221238,30.678466076696164,0.5899705014749266,0.4424778761061947,2.0
coherent86,chck82,eval,total_ops_3,358,28.491620111731844,27.932960893854748,-0.5586592178770964,0.723463687150838,3.0
coherent86,chck82,eval,total_ops_4,369,28.726287262872628,28.726287262872628,0.0,1.005420054200542,4.0
coherent86,chck82,eval,total_ops_5,393,27.480916030534353,27.2264631043257,-0.25445292620865345,1.3231552162849873,5.0
coherent86,chck82,eval,total_ops_6,446,28.026905829596412,28.251121076233183,0.22421524663677062,1.6591928251121075,6.0
coherent86,chck82,eval,total_ops_7,508,25.984251968503937,25.0,-0.984251968503937,2.045275590551181,7.0
coherent86,chck82,eval,total_ops_8,592,27.7027027027027,27.195945945945947,-0.5067567567567544,2.285472972972973,8.0
coherent86,chck82,eval,total_ops_9,660,26.363636363636363,26.818181818181817,0.45454545454545325,2.5196969696969695,9.0
coherent86,chck82,eval,type_ambiref,2315,25.91792656587473,25.615550755939523,-0.3023758099352065,2.0872570194384448,7.525701943844492
coherent86,chck82,eval,type_move_contents,2227,29.636281993713517,29.815895823978448,0.17961383026493039,1.8792096991468343,7.292321508756174
coherent86,chck82,eval,type_regular,2238,28.194816800714925,28.15013404825737,-0.04468275245755393,2.0178731009830204,7.254691689008043
