sentence_uid,source,row_example_id,axis_row_index,sentence_words,row_words,char_start,char_end,mode,n_target_tokens,n_masked,target_truncated_right,loss,arm,family,relation,seed,checkpoint,description
r1783_s00,gutenberg,920001783,1783,22,160,0,132,row_context,31,4,False,7.240536212921143,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r1959_s02,open_subtitles,920001959,1959,10,160,196,248,row_context,13,2,False,4.684390068054199,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2124_s00,open_subtitles,920002124,2124,8,160,133,184,row_context,20,3,False,5.59588098526001,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,row_context,10,1,False,0.27868369221687317,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,row_context,13,1,False,3.134673833847046,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,row_context,17,4,False,0.37656259536743164,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,row_context,17,2,False,0.18788695335388184,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2944_s05,simple_wiki,920002944,2944,10,160,745,791,row_context,18,2,False,3.670647144317627,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2945_s00,simple_wiki,920002945,2945,11,160,0,66,row_context,21,2,False,3.6705374717712402,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2992_s02,switchboard,920002992,2992,9,160,259,314,row_context,12,2,False,5.253444671630859,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2994_s06,switchboard,920002994,2994,32,160,560,741,row_context,43,5,False,4.166751384735107,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2997_s03,switchboard,920002997,2997,12,160,442,499,row_context,16,2,False,1.927819013595581,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2999_s05,switchboard,920002999,2999,20,160,677,767,row_context,25,6,False,2.849661111831665,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,isolation,31,8,False,4.1903462409973145,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0165_s03,bnc_spoken,920000165,165,32,160,567,740,isolation,37,4,False,2.2641658782958984,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,isolation,63,10,False,4.734636306762695,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0179_s06,bnc_spoken,920000179,179,13,160,658,732,isolation,20,4,False,5.085953712463379,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0451_s00,childes,920000451,451,16,160,15,103,isolation,23,4,False,3.1224067211151123,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0617_s02,childes,920000617,617,12,160,461,532,isolation,22,2,False,2.2044668197631836,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0893_s01,childes,920000893,893,9,160,290,336,isolation,14,2,False,4.691032886505127,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r1149_s01,childes,920001149,1149,13,160,232,302,isolation,20,4,False,2.5988125801086426,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r1254_s05,gutenberg,920001254,1254,9,160,356,405,isolation,15,2,False,10.442705154418945,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r1341_s05,gutenberg,920001341,1341,9,160,537,579,isolation,11,1,False,2.149488687515259,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r1448_s03,gutenberg,920001448,1448,15,160,231,321,isolation,22,1,False,7.639493942260742,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r1783_s00,gutenberg,920001783,1783,22,160,0,132,isolation,31,4,False,7.011253356933594,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r1959_s02,open_subtitles,920001959,1959,10,160,196,248,isolation,13,2,False,5.485626220703125,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2124_s00,open_subtitles,920002124,2124,8,160,133,184,isolation,20,3,False,5.536247253417969,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,isolation,10,1,False,2.031271457672119,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,isolation,13,1,False,3.0886690616607666,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,isolation,17,4,False,3.824497699737549,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,isolation,17,2,False,1.2644156217575073,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2944_s05,simple_wiki,920002944,2944,10,160,745,791,isolation,18,2,False,4.690008640289307,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2945_s00,simple_wiki,920002945,2945,11,160,0,66,isolation,21,2,False,3.4420409202575684,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2992_s02,switchboard,920002992,2992,9,160,259,314,isolation,12,2,False,5.473567962646484,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2994_s06,switchboard,920002994,2994,32,160,560,741,isolation,43,5,False,4.3684587478637695,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2997_s03,switchboard,920002997,2997,12,160,442,499,isolation,16,2,False,2.2249841690063477,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r2999_s05,switchboard,920002999,2999,20,160,677,767,isolation,25,6,False,3.5183334350585938,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,row_context,31,8,False,3.6950454711914062,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0165_s03,bnc_spoken,920000165,165,32,160,567,740,row_context,37,4,False,1.5609569549560547,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,row_context,63,10,False,3.9375243186950684,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0179_s06,bnc_spoken,920000179,179,13,160,658,732,row_context,20,4,False,3.4310359954833984,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0451_s00,childes,920000451,451,16,160,15,103,row_context,23,4,False,4.408706188201904,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0617_s02,childes,920000617,617,12,160,461,532,row_context,22,2,False,1.5471158027648926,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0893_s01,childes,920000893,893,9,160,290,336,row_context,14,2,False,2.5585899353027344,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r1149_s01,childes,920001149,1149,13,160,232,302,row_context,20,4,False,2.5467185974121094,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r1254_s05,gutenberg,920001254,1254,9,160,356,405,row_context,15,2,False,3.676703929901123,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r1341_s05,gutenberg,920001341,1341,9,160,537,579,row_context,11,1,False,2.29689359664917,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r1448_s03,gutenberg,920001448,1448,15,160,231,321,row_context,22,1,False,5.67623233795166,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r1783_s00,gutenberg,920001783,1783,22,160,0,132,row_context,31,4,False,6.847436428070068,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r1959_s02,open_subtitles,920001959,1959,10,160,196,248,row_context,13,2,False,2.642416000366211,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2124_s00,open_subtitles,920002124,2124,8,160,133,184,row_context,20,3,False,5.557731628417969,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,row_context,10,1,False,0.1526084840297699,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,row_context,13,1,False,3.6734540462493896,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,row_context,17,4,False,0.04197579622268677,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,row_context,17,2,False,0.258896142244339,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2944_s05,simple_wiki,920002944,2944,10,160,745,791,row_context,18,2,False,4.1894330978393555,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2945_s00,simple_wiki,920002945,2945,11,160,0,66,row_context,21,2,False,3.992341995239258,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2992_s02,switchboard,920002992,2992,9,160,259,314,row_context,12,2,False,0.745942234992981,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2994_s06,switchboard,920002994,2994,32,160,560,741,row_context,43,5,False,3.675804853439331,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2997_s03,switchboard,920002997,2997,12,160,442,499,row_context,16,2,False,2.0979456901550293,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2999_s05,switchboard,920002999,2999,20,160,677,767,row_context,25,6,False,2.748957633972168,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,isolation,31,8,False,4.415033340454102,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0165_s03,bnc_spoken,920000165,165,32,160,567,740,isolation,37,4,False,1.6125277280807495,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,isolation,63,10,False,5.135391712188721,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0179_s06,bnc_spoken,920000179,179,13,160,658,732,isolation,20,4,False,5.277825355529785,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0451_s00,childes,920000451,451,16,160,15,103,isolation,23,4,False,4.010245323181152,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0617_s02,childes,920000617,617,12,160,461,532,isolation,22,2,False,2.6417500972747803,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0893_s01,childes,920000893,893,9,160,290,336,isolation,14,2,False,6.350858688354492,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r1149_s01,childes,920001149,1149,13,160,232,302,isolation,20,4,False,2.082656145095825,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r1254_s05,gutenberg,920001254,1254,9,160,356,405,isolation,15,2,False,10.771812438964844,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r1341_s05,gutenberg,920001341,1341,9,160,537,579,isolation,11,1,False,1.6836683750152588,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r1448_s03,gutenberg,920001448,1448,15,160,231,321,isolation,22,1,False,6.021449089050293,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r1783_s00,gutenberg,920001783,1783,22,160,0,132,isolation,31,4,False,8.394453048706055,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r1959_s02,open_subtitles,920001959,1959,10,160,196,248,isolation,13,2,False,5.18295955657959,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2124_s00,open_subtitles,920002124,2124,8,160,133,184,isolation,20,3,False,5.44224739074707,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,isolation,10,1,False,2.8683438301086426,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,isolation,13,1,False,2.595942497253418,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,isolation,17,4,False,3.549009084701538,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,isolation,17,2,False,1.6444718837738037,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2944_s05,simple_wiki,920002944,2944,10,160,745,791,isolation,18,2,False,3.987250804901123,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2945_s00,simple_wiki,920002945,2945,11,160,0,66,isolation,21,2,False,5.264560699462891,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2992_s02,switchboard,920002992,2992,9,160,259,314,isolation,12,2,False,1.6764416694641113,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2994_s06,switchboard,920002994,2994,32,160,560,741,isolation,43,5,False,3.6983261108398438,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2997_s03,switchboard,920002997,2997,12,160,442,499,isolation,16,2,False,2.1301887035369873,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r2999_s05,switchboard,920002999,2999,20,160,677,767,isolation,25,6,False,3.7250053882598877,ALN43022,compact_experience,ALN,43022,chck_100M,original plus own rewrite in same window
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,row_context,31,8,False,3.1940536499023438,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0165_s03,bnc_spoken,920000165,165,32,160,567,740,row_context,37,4,False,2.082958936691284,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,row_context,63,10,False,4.102770805358887,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0179_s06,bnc_spoken,920000179,179,13,160,658,732,row_context,20,4,False,4.135518550872803,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0451_s00,childes,920000451,451,16,160,15,103,row_context,23,4,False,4.190988063812256,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0617_s02,childes,920000617,617,12,160,461,532,row_context,22,2,False,1.5360766649246216,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0893_s01,childes,920000893,893,9,160,290,336,row_context,14,2,False,2.329324960708618,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r1149_s01,childes,920001149,1149,13,160,232,302,row_context,20,4,False,2.682321786880493,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r1254_s05,gutenberg,920001254,1254,9,160,356,405,row_context,15,2,False,9.147045135498047,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r1341_s05,gutenberg,920001341,1341,9,160,537,579,row_context,11,1,False,5.217205047607422,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r1448_s03,gutenberg,920001448,1448,15,160,231,321,row_context,22,1,False,4.188165187835693,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r1783_s00,gutenberg,920001783,1783,22,160,0,132,row_context,31,4,False,7.433764457702637,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r1959_s02,open_subtitles,920001959,1959,10,160,196,248,row_context,13,2,False,4.321223258972168,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2124_s00,open_subtitles,920002124,2124,8,160,133,184,row_context,20,3,False,5.647759914398193,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,row_context,10,1,False,0.20148691534996033,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,row_context,13,1,False,3.2873599529266357,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,row_context,17,4,False,0.1618443876504898,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,row_context,17,2,False,0.37374597787857056,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2944_s05,simple_wiki,920002944,2944,10,160,745,791,row_context,18,2,False,4.530033111572266,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2945_s00,simple_wiki,920002945,2945,11,160,0,66,row_context,21,2,False,4.104824542999268,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2992_s02,switchboard,920002992,2992,9,160,259,314,row_context,12,2,False,6.756618499755859,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2994_s06,switchboard,920002994,2994,32,160,560,741,row_context,43,5,False,4.336392879486084,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2997_s03,switchboard,920002997,2997,12,160,442,499,row_context,16,2,False,1.7778929471969604,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2999_s05,switchboard,920002999,2999,20,160,677,767,row_context,25,6,False,2.757389783859253,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,isolation,31,8,False,3.5771682262420654,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0165_s03,bnc_spoken,920000165,165,32,160,567,740,isolation,37,4,False,2.4571585655212402,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,isolation,63,10,False,5.323546409606934,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0179_s06,bnc_spoken,920000179,179,13,160,658,732,isolation,20,4,False,4.679296493530273,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0451_s00,childes,920000451,451,16,160,15,103,isolation,23,4,False,4.152833938598633,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0617_s02,childes,920000617,617,12,160,461,532,isolation,22,2,False,2.1811928749084473,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0893_s01,childes,920000893,893,9,160,290,336,isolation,14,2,False,4.910699844360352,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r1149_s01,childes,920001149,1149,13,160,232,302,isolation,20,4,False,2.7710976600646973,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r1254_s05,gutenberg,920001254,1254,9,160,356,405,isolation,15,2,False,11.19145393371582,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r1341_s05,gutenberg,920001341,1341,9,160,537,579,isolation,11,1,False,2.8221356868743896,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r1448_s03,gutenberg,920001448,1448,15,160,231,321,isolation,22,1,False,5.109827995300293,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r1783_s00,gutenberg,920001783,1783,22,160,0,132,isolation,31,4,False,7.89250373840332,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r1959_s02,open_subtitles,920001959,1959,10,160,196,248,isolation,13,2,False,5.259062767028809,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2124_s00,open_subtitles,920002124,2124,8,160,133,184,isolation,20,3,False,4.930924415588379,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,isolation,10,1,False,2.08618426322937,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,isolation,13,1,False,3.2439661026000977,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,isolation,17,4,False,3.5742084980010986,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,isolation,17,2,False,1.167035698890686,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2944_s05,simple_wiki,920002944,2944,10,160,745,791,isolation,18,2,False,4.215951919555664,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2945_s00,simple_wiki,920002945,2945,11,160,0,66,isolation,21,2,False,4.975396156311035,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2992_s02,switchboard,920002992,2992,9,160,259,314,isolation,12,2,False,5.1230902671813965,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2994_s06,switchboard,920002994,2994,32,160,560,741,isolation,43,5,False,4.136679649353027,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2997_s03,switchboard,920002997,2997,12,160,442,499,isolation,16,2,False,2.601797342300415,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r2999_s05,switchboard,920002999,2999,20,160,677,767,isolation,25,6,False,3.618037223815918,SHUF43022,compact_experience,SHUF,43022,chck_100M,original plus wrong rewrite in same window
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,row_context,31,8,False,3.6006252765655518,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0165_s03,bnc_spoken,920000165,165,32,160,567,740,row_context,37,4,False,2.6558144092559814,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,row_context,63,10,False,4.4765825271606445,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0179_s06,bnc_spoken,920000179,179,13,160,658,732,row_context,20,4,False,4.710187911987305,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0451_s00,childes,920000451,451,16,160,15,103,row_context,23,4,False,4.084587574005127,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0617_s02,childes,920000617,617,12,160,461,532,row_context,22,2,False,2.1226119995117188,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0893_s01,childes,920000893,893,9,160,290,336,row_context,14,2,False,2.049553155899048,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r1149_s01,childes,920001149,1149,13,160,232,302,row_context,20,4,False,3.360907793045044,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r1254_s05,gutenberg,920001254,1254,9,160,356,405,row_context,15,2,False,8.04691219329834,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r1341_s05,gutenberg,920001341,1341,9,160,537,579,row_context,11,1,False,3.157806158065796,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r1448_s03,gutenberg,920001448,1448,15,160,231,321,row_context,22,1,False,5.0608296394348145,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r1783_s00,gutenberg,920001783,1783,22,160,0,132,row_context,31,4,False,7.337823867797852,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r1959_s02,open_subtitles,920001959,1959,10,160,196,248,row_context,13,2,False,4.395480632781982,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2124_s00,open_subtitles,920002124,2124,8,160,133,184,row_context,20,3,False,5.689366817474365,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,row_context,10,1,False,0.44452133774757385,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
