arm,checkpoint,seed,role,probe_family,span_len,n,mean_copy_gain,sd_copy_gain,se_copy_gain,mean_repeated_nll,mean_unrepeated_nll
D_V_43122,chck_100M,43122,V,actual_packet_source_repeat,ALL,2700,5.47128421533198,4.4248763578312795,0.08515678521082333,0.3486188473086508,5.8199030626406305
D_V_43122,chck_100M,43122,V,random_token_span,1,700,0.4902519064290183,0.9101552203526392,0.034400633821718235,11.717843488795417,12.208095395224435
D_V_43122,chck_100M,43122,V,random_token_span,4,700,7.508289719962382,3.989470681065455,0.15078781835546676,4.709982623400699,12.21827234336308
D_V_43122,chck_100M,43122,V,random_token_span,8,700,9.380611546892407,3.4579423005558,0.13069793393258877,2.8024723531505358,12.183083900042943
D_V_43122,chck_100M,43122,V,random_token_span,ALL,2100,5.793051057761269,4.920499180809589,0.10737409501441975,6.410099488448884,12.203150546210153
D_V_43122,chck_80M,43122,V,ALL,1,1600,3.581520937075902,4.818820288658213,0.12047050721645533,5.487677863320487,9.06919880039639
D_V_43122,chck_80M,43122,V,ALL,4,1600,6.395119278248776,4.120088619179351,0.10300221547948378,2.2746867771867345,8.66980605543551
D_V_43122,chck_80M,43122,V,ALL,8,1600,6.72705763669971,4.2354243026896095,0.10588560756724023,1.4073186403300224,8.134376277029732
D_V_43122,chck_80M,43122,V,ALL,ALL,4800,5.56789928400813,4.622719912588849,0.06672321464803538,3.0565610936124146,8.624460377620544
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,900,6.03452763953154,5.190376662224225,0.17301255540747418,0.6027640664679509,6.637291705999491
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,4,900,5.6454576464960216,4.14259707833313,0.138086569277771,0.2850575962023868,5.930515242698409
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,8,900,4.771239106145917,3.718074874475475,0.1239358291491825,0.23018838430077368,5.001427490446691
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,ALL,2700,5.483741464057826,4.425772187470689,0.08517402546027204,0.3726700156570371,5.856411479714863
D_V_43122,chck_80M,43122,V,random_token_span,1,700,0.42765517677579606,0.8695740295194885,0.03286680898098437,11.768281316416605,12.1959364931924
D_V_43122,chck_80M,43122,V,random_token_span,4,700,7.358969947645175,3.883869551438926,0.14679647082461975,4.832781438452325,12.191751386097499
D_V_43122,chck_80M,43122,V,random_token_span,8,700,9.241681461697445,3.4623281069725707,0.1308637018336923,2.920771826653342,12.162453288350786
D_V_43122,chck_80M,43122,V,random_token_span,ALL,2100,5.676102195372805,4.862095333250322,0.10609961857481495,6.507278193840757,12.183380389213562
D_V_43122,chck_90M,43122,V,ALL,1,1600,3.608500021868058,4.810722647090449,0.12026806617726123,5.459582659707012,9.06808268157507
D_V_43122,chck_90M,43122,V,ALL,4,1600,6.484771043733471,4.21004189196732,0.105251047299183,2.2071525368726,8.69192358060607
D_V_43122,chck_90M,43122,V,ALL,8,1600,6.8239731641165005,4.308766332980368,0.1077191583245092,1.3372675560172684,8.161240720133769
D_V_43122,chck_90M,43122,V,ALL,ALL,4800,5.6390814099060105,4.678867121821234,0.06753362980714947,3.0013342508656264,8.640415660771637
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,900,6.032669644529038,5.2003599924842705,0.17334533308280903,0.5601721687326466,6.5928418132616855
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,4,900,5.648284801973463,4.1536037591802435,0.13845345863934144,0.2674910891526896,5.915775891126153
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,8,900,4.7851243974856255,3.7480395487075953,0.12493465162358651,0.22479464983609634,5.009919047321722
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,ALL,2700,5.488692947996042,4.44073408383035,0.08546196728996662,0.3508193025738109,5.839512250569853
D_V_43122,chck_90M,43122,V,random_token_span,1,700,0.49171050701822555,0.9262149040004872,0.035007632808383614,11.758824719531196,12.25053522654942
D_V_43122,chck_90M,43122,V,random_token_span,4,700,7.560253354567768,4.0342357661665815,0.1524797795354128,4.701002969655342,12.26125632422311
D_V_43122,chck_90M,43122,V,random_token_span,8,700,9.445350149784769,3.4867875743777668,0.13178818280448143,2.7675898639644894,12.21294001374926
D_V_43122,chck_90M,43122,V,random_token_span,ALL,2100,5.832438003790254,4.961601559647161,0.1082710224537813,6.409139184383675,12.24157718817393
