source_block,dose_name,rho,dose_multiplier,contrast,family_set,label,n,mean_net,rms_family_delta,centered_rms_family_delta,mean_abs_delta,abs_net_over_rms,centered_over_abs_net,positive_count,negative_count,positive_sum,negative_sum,max_abs_column,max_abs_delta,columns,vector_json
dose_common10_80,dose1,0.042352,1.0,V_minus_R,stable4_exEntity_noReading,dose1:V_minus_R:stable4_exEntity_noReading,4,-0.3406250000000006,0.5534120018123934,0.4361644794398095,0.4856250000000002,0.6154998425846797,1.280482875419622,1,3,0.28999999999999915,-1.6525000000000016,EWoK,-0.8825000000000012,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": -0.20375000000000032, ""COMPS"": 0.28999999999999915, ""EWoK"": -0.8825000000000012, ""Supplement"": -0.5662500000000001}"
dose_common10_80,dose1,0.042352,1.0,repeat_growth_vs_1x,stable6,dose1:repeat_growth_vs_1x:stable6,6,0.0,0.0,0.0,0.0,,,0,0,0,0,BLiMP,0.0,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.0, ""COMPS"": 0.0, ""EWoK"": 0.0, ""Entity"": 0.0, ""Reading"": 0.0, ""Supplement"": 0.0}"
dose_common10_80,dose1,0.042352,1.0,repeat_growth_vs_1x,stable5_exEntity,dose1:repeat_growth_vs_1x:stable5_exEntity,5,0.0,0.0,0.0,0.0,,,0,0,0,0,BLiMP,0.0,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.0, ""COMPS"": 0.0, ""EWoK"": 0.0, ""Reading"": 0.0, ""Supplement"": 0.0}"
dose_common10_80,dose1,0.042352,1.0,repeat_growth_vs_1x,stable4_exEntity_noReading,dose1:repeat_growth_vs_1x:stable4_exEntity_noReading,4,0.0,0.0,0.0,0.0,,,0,0,0,0,BLiMP,0.0,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 0.0, ""COMPS"": 0.0, ""EWoK"": 0.0, ""Supplement"": 0.0}"
dose_common10_80,dose1,0.042352,1.0,view_growth_vs_1x,stable6,dose1:view_growth_vs_1x:stable6,6,0.0,0.0,0.0,0.0,,,0,0,0,0,BLiMP,0.0,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.0, ""COMPS"": 0.0, ""EWoK"": 0.0, ""Entity"": 0.0, ""Reading"": 0.0, ""Supplement"": 0.0}"
dose_common10_80,dose1,0.042352,1.0,view_growth_vs_1x,stable5_exEntity,dose1:view_growth_vs_1x:stable5_exEntity,5,0.0,0.0,0.0,0.0,,,0,0,0,0,BLiMP,0.0,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.0, ""COMPS"": 0.0, ""EWoK"": 0.0, ""Reading"": 0.0, ""Supplement"": 0.0}"
dose_common10_80,dose1,0.042352,1.0,view_growth_vs_1x,stable4_exEntity_noReading,dose1:view_growth_vs_1x:stable4_exEntity_noReading,4,0.0,0.0,0.0,0.0,,,0,0,0,0,BLiMP,0.0,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 0.0, ""COMPS"": 0.0, ""EWoK"": 0.0, ""Supplement"": 0.0}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,R_minus_C,stable6,dose1p82:R_minus_C:stable6,6,0.48114583333333377,0.6147048432140695,0.38257121080500234,0.5282291666666669,0.782726602278902,0.7951252703459665,5,1,3.028125000000002,-0.14124999999999943,Entity,1.1187500000000004,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.6200000000000001, ""COMPS"": -0.14124999999999943, ""EWoK"": 0.6212500000000007, ""Entity"": 1.1187500000000004, ""Reading"": 0.3018749999999999, ""Supplement"": 0.36625000000000085}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,R_minus_C,stable5_exEntity,dose1p82:R_minus_C:stable5_exEntity,5,0.3536250000000004,0.4506818618770898,0.27939846098359233,0.4101250000000002,0.7846444019893598,0.7900981576064815,4,1,1.9093750000000016,-0.14124999999999943,EWoK,0.6212500000000007,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.6200000000000001, ""COMPS"": -0.14124999999999943, ""EWoK"": 0.6212500000000007, ""Reading"": 0.3018749999999999, ""Supplement"": 0.36625000000000085}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,R_minus_C,stable4_exEntity_noReading,dose1p82:R_minus_C:stable4_exEntity_noReading,4,0.36656250000000057,0.48073958322047955,0.311034532598472,0.4371875000000003,0.7624970208286044,0.848517053977075,3,1,1.6075000000000017,-0.14124999999999943,EWoK,0.6212500000000007,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 0.6200000000000001, ""COMPS"": -0.14124999999999943, ""EWoK"": 0.6212500000000007, ""Supplement"": 0.36625000000000085}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,VR_growth_vs_1x,stable6,dose1p82:VR_growth_vs_1x:stable6,6,0.2038541666666666,0.5367238218464874,0.49650371566599466,0.4878125,0.3798120343631264,2.4355828668337,3,3,2.0749999999999997,-0.851875,Supplement,0.7925000000000004,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.7749999999999995, ""COMPS"": -0.27250000000000085, ""EWoK"": -0.28249999999999886, ""Entity"": 0.5074999999999998, ""Reading"": -0.29687500000000033, ""Supplement"": 0.7925000000000004}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,VR_growth_vs_1x,stable5_exEntity,dose1p82:VR_growth_vs_1x:stable5_exEntity,5,0.14312499999999997,0.5423796669538783,0.5231547930584216,0.483875,0.26388341731875936,3.655229995168012,2,3,1.5675,-0.851875,Supplement,0.7925000000000004,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.7749999999999995, ""COMPS"": -0.27250000000000085, ""EWoK"": -0.28249999999999886, ""Reading"": -0.29687500000000033, ""Supplement"": 0.7925000000000004}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,VR_growth_vs_1x,stable4_exEntity_noReading,dose1p82:VR_growth_vs_1x:stable4_exEntity_noReading,4,0.25312500000000004,0.5879506250528185,0.5306728482549299,0.5306249999999999,0.43052084514283934,2.096485326439229,2,2,1.5675,-0.5549999999999997,Supplement,0.7925000000000004,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 0.7749999999999995, ""COMPS"": -0.27250000000000085, ""EWoK"": -0.28249999999999886, ""Supplement"": 0.7925000000000004}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,V_minus_C,stable6,dose1p82:V_minus_C:stable6,6,0.6224999999999999,1.0834724269680331,0.8867954950268974,0.8450000000000001,0.5745416168475935,1.4245710763484296,4,2,4.4025,-0.6675000000000004,Entity,2.185,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 1.1912499999999993, ""COMPS"": -0.12375000000000114, ""EWoK"": -0.5437499999999993, ""Entity"": 2.185, ""Reading"": 0.43374999999999986, ""Supplement"": 0.5925000000000011}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,V_minus_C,stable5_exEntity,dose1p82:V_minus_C:stable5_exEntity,5,0.30999999999999994,0.6736839021380872,0.5981220611213065,0.5770000000000002,0.4601564606429593,1.929426003617118,3,2,2.2175000000000002,-0.6675000000000004,BLiMP,1.1912499999999993,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 1.1912499999999993, ""COMPS"": -0.12375000000000114, ""EWoK"": -0.5437499999999993, ""Reading"": 0.43374999999999986, ""Supplement"": 0.5925000000000011}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,V_minus_C,stable4_exEntity_noReading,dose1p82:V_minus_C:stable4_exEntity_noReading,4,0.2790625,0.7213028035263691,0.6651329607445039,0.6128125000000002,0.38688675357380353,2.3834551784797453,2,2,1.7837500000000004,-0.6675000000000004,BLiMP,1.1912499999999993,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 1.1912499999999993, ""COMPS"": -0.12375000000000114, ""EWoK"": -0.5437499999999993, ""Supplement"": 0.5925000000000011}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,V_minus_R,stable6,dose1p82:V_minus_R:stable6,6,0.14135416666666623,0.6939412743074876,0.6793920015377515,0.5296874999999995,0.20369759214528538,4.806310401446157,5,1,2.0131249999999974,-1.165,EWoK,-1.165,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.5712499999999991, ""COMPS"": 0.017499999999998295, ""EWoK"": -1.165, ""Entity"": 1.0662499999999997, ""Reading"": 0.13187499999999996, ""Supplement"": 0.22625000000000028}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,V_minus_R,stable5_exEntity,dose1p82:V_minus_R:stable5_exEntity,5,-0.04362500000000047,0.5920199136219996,0.5904103975202332,0.42237499999999956,0.0736883996572026,13.533762693873394,4,1,0.9468749999999977,-1.165,EWoK,-1.165,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.5712499999999991, ""COMPS"": 0.017499999999998295, ""EWoK"": -1.165, ""Reading"": 0.13187499999999996, ""Supplement"": 0.22625000000000028}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,V_minus_R,stable4_exEntity_noReading,dose1p82:V_minus_R:stable4_exEntity_noReading,4,-0.08750000000000058,0.6586058903092196,0.6527675457235904,0.49499999999999944,0.13285638845246098,7.46020052255527,3,1,0.8149999999999977,-1.165,EWoK,-1.165,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 0.5712499999999991, ""COMPS"": 0.017499999999998295, ""EWoK"": -1.165, ""Supplement"": 0.22625000000000028}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,repeat_growth_vs_1x,stable6,dose1p82:repeat_growth_vs_1x:stable6,6,-0.23125000000000015,0.3671809839847376,0.28521099645700915,0.32208333333333355,0.629798410283721,1.2333448495438226,2,4,0.2725000000000002,-1.660000000000001,BLiMP,-0.5975000000000001,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": -0.5975000000000001, ""COMPS"": -0.27249999999999996, ""EWoK"": -0.3125000000000009, ""Entity"": 0.22250000000000014, ""Reading"": 0.050000000000000044, ""Supplement"": -0.47750000000000004}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,repeat_growth_vs_1x,stable5_exEntity,dose1p82:repeat_growth_vs_1x:stable5_exEntity,5,-0.3220000000000002,0.38972426149779305,0.2195472614267826,0.3420000000000002,0.8262251848588688,0.6818237932508773,1,4,0.050000000000000044,-1.660000000000001,BLiMP,-0.5975000000000001,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": -0.5975000000000001, ""COMPS"": -0.27249999999999996, ""EWoK"": -0.3125000000000009, ""Reading"": 0.050000000000000044, ""Supplement"": -0.47750000000000004}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,repeat_growth_vs_1x,stable4_exEntity_noReading,dose1p82:repeat_growth_vs_1x:stable4_exEntity_noReading,4,-0.41500000000000026,0.435007183848727,0.13040801355744966,0.41500000000000026,0.954007233462875,0.3142361772468665,0,4,0,-1.660000000000001,BLiMP,-0.5975000000000001,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": -0.5975000000000001, ""COMPS"": -0.27249999999999996, ""EWoK"": -0.3125000000000009, ""Supplement"": -0.47750000000000004}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,view_growth_vs_1x,stable6,dose1p82:view_growth_vs_1x:stable6,6,-0.027395833333333525,0.47882295190480734,0.47803858378462055,0.4348958333333334,0.057214954346591074,17.44931712673888,3,3,1.2224999999999997,-1.3868750000000007,Entity,0.73,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.17749999999999932, ""COMPS"": -0.5450000000000008, ""EWoK"": -0.5949999999999998, ""Entity"": 0.73, ""Reading"": -0.2468750000000003, ""Supplement"": 0.3150000000000004}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,view_growth_vs_1x,stable5_exEntity,dose1p82:view_growth_vs_1x:stable5_exEntity,5,-0.17887500000000023,0.4105431805851854,0.36952596322856673,0.37587500000000007,0.43570325475881255,2.065833477168784,2,3,0.4924999999999997,-1.3868750000000007,EWoK,-0.5949999999999998,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.17749999999999932, ""COMPS"": -0.5450000000000008, ""EWoK"": -0.5949999999999998, ""Reading"": -0.2468750000000003, ""Supplement"": 0.3150000000000004}"
dose_common10_80,dose1p82,0.07712,1.8209293539856442,view_growth_vs_1x,stable4_exEntity_noReading,dose1p82:view_growth_vs_1x:stable4_exEntity_noReading,4,-0.1618750000000002,0.4420919728970434,0.4113900787269913,0.40812500000000007,0.3661568404855396,2.5414058917497497,2,2,0.4924999999999997,-1.1400000000000006,EWoK,-0.5949999999999998,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 0.17749999999999932, ""COMPS"": -0.5450000000000008, ""EWoK"": -0.5949999999999998, ""Supplement"": 0.3150000000000004}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,R_minus_C,stable6,dose2p64:R_minus_C:stable6,6,0.508541666666667,0.7145006633423565,0.501892987777829,0.5856250000000004,0.7117441491065443,0.9869259898949518,5,1,3.2825000000000024,-0.23125000000000018,BLiMP,1.2875000000000014,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 1.2875000000000014, ""COMPS"": -0.23125000000000018, ""EWoK"": 0.9275000000000002, ""Entity"": 0.37875000000000103, ""Reading"": 0.5800000000000001, ""Supplement"": 0.10874999999999968}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,R_minus_C,stable5_exEntity,dose2p64:R_minus_C:stable5_exEntity,5,0.5345000000000002,0.7641486275588021,0.5461070179003384,0.6270000000000003,0.6994712556214986,1.0217156555665823,4,1,2.9037500000000014,-0.23125000000000018,BLiMP,1.2875000000000014,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 1.2875000000000014, ""COMPS"": -0.23125000000000018, ""EWoK"": 0.9275000000000002, ""Reading"": 0.5800000000000001, ""Supplement"": 0.10874999999999968}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,R_minus_C,stable4_exEntity_noReading,dose2p64:R_minus_C:stable4_exEntity_noReading,4,0.5231250000000003,0.8036192545291588,0.6100361797672338,0.6387500000000004,0.6509612569033075,1.1661384559469217,3,1,2.3237500000000013,-0.23125000000000018,BLiMP,1.2875000000000014,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 1.2875000000000014, ""COMPS"": -0.23125000000000018, ""EWoK"": 0.9275000000000002, ""Supplement"": 0.10874999999999968}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,VR_growth_vs_1x,stable6,dose2p64:VR_growth_vs_1x:stable6,6,0.4592708333333338,0.949660472495741,0.8312191736660911,0.6907291666666672,0.4836158254816629,1.8098671052833901,3,3,3.450000000000003,-0.6943750000000001,Supplement,1.6700000000000017,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": -0.0012500000000006395, ""COMPS"": -0.1974999999999989, ""EWoK"": 0.2762500000000019, ""Entity"": 1.5037499999999993, ""Reading"": -0.49562500000000054, ""Supplement"": 1.6700000000000017}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,VR_growth_vs_1x,stable5_exEntity,dose2p64:VR_growth_vs_1x:stable5_exEntity,5,0.25037500000000074,0.7937085126953102,0.7531836180507387,0.5281250000000007,0.3154495586166341,3.0082221389944546,2,3,1.9462500000000036,-0.6943750000000001,Supplement,1.6700000000000017,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": -0.0012500000000006395, ""COMPS"": -0.1974999999999989, ""EWoK"": 0.2762500000000019, ""Reading"": -0.49562500000000054, ""Supplement"": 1.6700000000000017}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,VR_growth_vs_1x,stable4_exEntity_noReading,dose2p64:VR_growth_vs_1x:stable4_exEntity_noReading,4,0.436875000000001,0.8520888854749847,0.7315707095865721,0.5362500000000008,0.5127105956281443,1.6745538416859982,2,2,1.9462500000000036,-0.19874999999999954,Supplement,1.6700000000000017,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": -0.0012500000000006395, ""COMPS"": -0.1974999999999989, ""EWoK"": 0.2762500000000019, ""Supplement"": 1.6700000000000017}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,V_minus_C,stable6,dose2p64:V_minus_C:stable6,6,0.9053125000000004,1.223888233808205,0.8235967983169414,0.9515625000000004,0.7397019392719086,0.9097375749444983,5,1,5.570625000000002,-0.13874999999999993,Entity,2.44125,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 1.0825000000000005, ""COMPS"": -0.13874999999999993, ""EWoK"": 0.3212500000000009, ""Entity"": 2.44125, ""Reading"": 0.5131249999999998, ""Supplement"": 1.2125000000000012}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,V_minus_C,stable5_exEntity,dose2p64:V_minus_C:stable5_exEntity,5,0.5981250000000005,0.7781661635698387,0.4977841525199454,0.6536250000000005,0.7686340373065065,0.8322410073478704,4,1,3.1293750000000022,-0.13874999999999993,Supplement,1.2125000000000012,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 1.0825000000000005, ""COMPS"": -0.13874999999999993, ""EWoK"": 0.3212500000000009, ""Reading"": 0.5131249999999998, ""Supplement"": 1.2125000000000012}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,V_minus_C,stable4_exEntity_noReading,dose2p64:V_minus_C:stable4_exEntity_noReading,4,0.6193750000000007,0.8313265942155352,0.5545074531735351,0.6887500000000006,0.7450441310427,0.8952693492206409,3,1,2.6162500000000026,-0.13874999999999993,Supplement,1.2125000000000012,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 1.0825000000000005, ""COMPS"": -0.13874999999999993, ""EWoK"": 0.3212500000000009, ""Supplement"": 1.2125000000000012}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,V_minus_R,stable6,dose2p64:V_minus_R:stable6,6,0.39677083333333335,0.9911914455698421,0.9083134853049388,0.689479166666667,0.40029687010184734,2.2892647568725155,3,3,3.258750000000001,-0.8781250000000005,Entity,2.062499999999999,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": -0.20500000000000096, ""COMPS"": 0.09250000000000025, ""EWoK"": -0.6062499999999993, ""Entity"": 2.062499999999999, ""Reading"": -0.06687500000000024, ""Supplement"": 1.1037500000000016}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,V_minus_R,stable5_exEntity,dose2p64:V_minus_R:stable5_exEntity,5,0.06362500000000026,0.5728623989449828,0.5693181777354387,0.4148750000000005,0.11106506574209761,8.948026369122772,2,3,1.1962500000000018,-0.8781250000000005,Supplement,1.1037500000000016,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": -0.20500000000000096, ""COMPS"": 0.09250000000000025, ""EWoK"": -0.6062499999999993, ""Reading"": -0.06687500000000024, ""Supplement"": 1.1037500000000016}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,V_minus_R,stable4_exEntity_noReading,dose2p64:V_minus_R:stable4_exEntity_noReading,4,0.09625000000000039,0.6396062020884419,0.6323227271338591,0.5018750000000005,0.15048321871446046,6.569586775416691,2,2,1.1962500000000018,-0.8112500000000002,Supplement,1.1037500000000016,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": -0.20500000000000096, ""COMPS"": 0.09250000000000025, ""EWoK"": -0.6062499999999993, ""Supplement"": 1.1037500000000016}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,repeat_growth_vs_1x,stable6,dose2p64:repeat_growth_vs_1x:stable6,6,-0.20385416666666686,0.4187367068785591,0.36576482665797583,0.3365625000000006,0.48683137474687194,1.7942474889711624,2,4,0.3981250000000014,-1.6212500000000025,Supplement,-0.7350000000000012,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.07000000000000117, ""COMPS"": -0.3625000000000007, ""EWoK"": -0.006250000000001421, ""Entity"": -0.5174999999999992, ""Reading"": 0.3281250000000002, ""Supplement"": -0.7350000000000012}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,repeat_growth_vs_1x,stable5_exEntity,dose2p64:repeat_growth_vs_1x:stable5_exEntity,5,-0.1411250000000004,0.3960394748317401,0.37004188952063305,0.30037500000000095,0.3563407411848484,2.622086019632468,2,3,0.3981250000000014,-1.1037500000000033,Supplement,-0.7350000000000012,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.07000000000000117, ""COMPS"": -0.3625000000000007, ""EWoK"": -0.006250000000001421, ""Reading"": 0.3281250000000002, ""Supplement"": -0.7350000000000012}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,repeat_growth_vs_1x,stable4_exEntity_noReading,dose2p64:repeat_growth_vs_1x:stable4_exEntity_noReading,4,-0.25843750000000054,0.4112694714235432,0.3199259863136321,0.29343750000000113,0.6283897005665425,1.2379240099197348,1,3,0.07000000000000117,-1.1037500000000033,Supplement,-0.7350000000000012,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 0.07000000000000117, ""COMPS"": -0.3625000000000007, ""EWoK"": -0.006250000000001421, ""Supplement"": -0.7350000000000012}"
dose_common10_80,dose2p64,0.111872,2.641480921798262,view_growth_vs_1x,stable6,dose2p64:view_growth_vs_1x:stable6,6,0.2554166666666669,0.6145725987763095,0.558982831181384,0.49791666666666695,0.415600479382311,2.1885135315421214,4,2,2.2600000000000016,-0.7274999999999999,Entity,0.9862500000000001,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.06875000000000053, ""COMPS"": -0.5599999999999996, ""EWoK"": 0.27000000000000046, ""Entity"": 0.9862500000000001, ""Reading"": -0.16750000000000032, ""Supplement"": 0.9350000000000005}"
