source_block,label,intervention_family,exposure,record_note,source,family_set,n,mean_net,rms_family_delta,centered_rms_family_delta,mean_abs_delta,abs_net_over_rms,centered_over_abs_net,positive_count,negative_count,positive_sum,negative_sum,max_abs_column,max_abs_delta,columns,vector_json
archive,LAMB lr0.007:20M:stable5_noGlobalPIQA_noReading,optimizer,20M,trust-ratio clamp/rank collapse failure,experiments/archive/frontier_consolidation/data/lamb_20M_eval_merged/lamb_20M_eval_merged.json,stable5_noGlobalPIQA_noReading,5,-3.001999999999998,3.773706400874343,2.286669193390246,3.001999999999998,0.7955043877564122,0.7617152542938865,0,5,0,-15.009999999999991,BLiMP,-5.949999999999996,BLiMP;Supplement;EWoK;Entity;COMPS,"{""BLiMP"": -5.949999999999996, ""COMPS"": -0.259999999999998, ""EWoK"": -1.7899999999999991, ""Entity"": -1.509999999999998, ""Supplement"": -5.5}"
archive,LAMB lr0.007:20M:stable5_exEntity,optimizer,20M,trust-ratio clamp/rank collapse failure,experiments/archive/frontier_consolidation/data/lamb_20M_eval_merged/lamb_20M_eval_merged.json,stable5_exEntity,5,-3.0059999999999985,3.7753172052160053,2.2840718027242484,3.0059999999999985,0.7962244856794781,0.75983759238997,0,5,0,-15.029999999999992,BLiMP,-5.949999999999996,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": -5.949999999999996, ""COMPS"": -0.259999999999998, ""EWoK"": -1.7899999999999991, ""Reading"": -1.5299999999999994, ""Supplement"": -5.5}"
archive,Adapter scale1.75 train:20M:cheap7,architecture,20M,"current residual-capacity route, early point",experiments/archive/frontier_consolidation/data/scaled_train_20M_eval_merged/scaled_train_20M_merged.json,cheap7,7,0.6421428571428576,1.3038856764083484,1.1347997216087355,0.8707142857142853,0.4924840181630713,1.767207575363992,4,3,5.295,-0.7999999999999972,GlobalPIQA,2.9549999999999983,BLiMP;Supplement;EWoK;Entity;COMPS;GlobalPIQA;Reading,"{""BLiMP"": -0.0799999999999983, ""COMPS"": -0.28999999999999915, ""EWoK"": 1.490000000000002, ""Entity"": -0.4299999999999997, ""GlobalPIQA"": 2.9549999999999983, ""Reading"": 0.02999999999999936, ""Supplement"": 0.8200000000000003}"
archive,Adapter scale1.75 train:20M:stable6_noGlobalPIQA,architecture,20M,"current residual-capacity route, early point",experiments/archive/frontier_consolidation/data/scaled_train_20M_eval_merged/scaled_train_20M_merged.json,stable6_noGlobalPIQA,6,0.25666666666666743,0.7267278261724496,0.679893782553978,0.5233333333333331,0.35318128386315767,2.648936815145361,3,3,2.3400000000000016,-0.7999999999999972,EWoK,1.490000000000002,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": -0.0799999999999983, ""COMPS"": -0.28999999999999915, ""EWoK"": 1.490000000000002, ""Entity"": -0.4299999999999997, ""Reading"": 0.02999999999999936, ""Supplement"": 0.8200000000000003}"
archive,Adapter scale1.75 train:20M:stable5_noGlobalPIQA_noReading,architecture,20M,"current residual-capacity route, early point",experiments/archive/frontier_consolidation/data/scaled_train_20M_eval_merged/scaled_train_20M_merged.json,stable5_noGlobalPIQA_noReading,5,0.30200000000000105,0.7959773866134647,0.7364618116372366,0.6219999999999999,0.37940776343518856,2.438615270321967,2,3,2.3100000000000023,-0.7999999999999972,EWoK,1.490000000000002,BLiMP;Supplement;EWoK;Entity;COMPS,"{""BLiMP"": -0.0799999999999983, ""COMPS"": -0.28999999999999915, ""EWoK"": 1.490000000000002, ""Entity"": -0.4299999999999997, ""Supplement"": 0.8200000000000003}"
archive,Adapter scale1.75 train:20M:stable5_exEntity,architecture,20M,"current residual-capacity route, early point",experiments/archive/frontier_consolidation/data/scaled_train_20M_eval_merged/scaled_train_20M_merged.json,stable5_exEntity,5,0.39400000000000085,0.7725153720153413,0.6644877726489785,0.5419999999999998,0.5100222135025378,1.6865171894644089,3,2,2.3400000000000016,-0.36999999999999744,EWoK,1.490000000000002,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": -0.0799999999999983, ""COMPS"": -0.28999999999999915, ""EWoK"": 1.490000000000002, ""Reading"": 0.02999999999999936, ""Supplement"": 0.8200000000000003}"
archive,Adapter scale2.00 train:20M:cheap7,architecture,20M,amplitude interpolation showed weaker signal,experiments/archive/frontier_consolidation/data/scaled_train_20M_eval_merged/scaled_train_20M_merged.json,cheap7,7,0.05928571428571493,0.6652953157379481,0.66264852012548,0.5449999999999999,0.08911187691131567,11.17720395392364,4,3,2.115000000000002,-1.6999999999999975,Entity,-1.1999999999999993,BLiMP;Supplement;EWoK;Entity;COMPS;GlobalPIQA;Reading,"{""BLiMP"": 0.23000000000000398, ""COMPS"": 0.20000000000000284, ""EWoK"": -0.18999999999999773, ""Entity"": -1.1999999999999993, ""GlobalPIQA"": 0.9249999999999972, ""Reading"": -0.3100000000000005, ""Supplement"": 0.759999999999998}"
archive,Adapter scale2.00 train:20M:stable6_noGlobalPIQA,architecture,20M,amplitude interpolation showed weaker signal,experiments/archive/frontier_consolidation/data/scaled_train_20M_eval_merged/scaled_train_20M_merged.json,stable6_noGlobalPIQA,6,-0.08499999999999878,0.611378224451389,0.6054406109052589,0.4816666666666671,0.13903013977357837,7.12283071653256,3,3,1.1900000000000048,-1.6999999999999975,Entity,-1.1999999999999993,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.23000000000000398, ""COMPS"": 0.20000000000000284, ""EWoK"": -0.18999999999999773, ""Entity"": -1.1999999999999993, ""Reading"": -0.3100000000000005, ""Supplement"": 0.759999999999998}"
archive,Adapter scale2.00 train:20M:stable5_noGlobalPIQA_noReading,architecture,20M,amplitude interpolation showed weaker signal,experiments/archive/frontier_consolidation/data/scaled_train_20M_eval_merged/scaled_train_20M_merged.json,stable5_noGlobalPIQA_noReading,5,-0.03999999999999844,0.6552251521423759,0.6540030580968255,0.5160000000000003,0.06104771752001779,16.350076452421273,3,2,1.1900000000000048,-1.389999999999997,Entity,-1.1999999999999993,BLiMP;Supplement;EWoK;Entity;COMPS,"{""BLiMP"": 0.23000000000000398, ""COMPS"": 0.20000000000000284, ""EWoK"": -0.18999999999999773, ""Entity"": -1.1999999999999993, ""Supplement"": 0.759999999999998}"
archive,Adapter scale2.00 train:20M:stable5_exEntity,architecture,20M,amplitude interpolation showed weaker signal,experiments/archive/frontier_consolidation/data/scaled_train_20M_eval_merged/scaled_train_20M_merged.json,stable5_exEntity,5,0.13800000000000132,0.40067443142781134,0.3761595406207312,0.33800000000000063,0.3444192820296408,2.7257937726139683,3,2,1.1900000000000048,-0.4999999999999982,Supplement,0.759999999999998,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.23000000000000398, ""COMPS"": 0.20000000000000284, ""EWoK"": -0.18999999999999773, ""Reading"": -0.3100000000000005, ""Supplement"": 0.759999999999998}"
archive,Minfreq50 support-floor:80M:cheap7,tokenizer,80M,legal tokenizer support-floor repair closed,experiments/archive/frontier_consolidation/data/minfreq50_decision/minfreq50_decision.json,cheap7,7,-0.1678571428571427,1.4170051416380145,1.4070279140871393,1.0264285714285715,0.11845909229595666,8.382293956263817,3,4,3.005000000000001,-4.18,GlobalPIQA,2.539999999999999,BLiMP;Supplement;EWoK;Entity;COMPS;GlobalPIQA;Reading,"{""BLiMP"": -0.4200000000000017, ""COMPS"": -0.030000000000001137, ""EWoK"": -1.4399999999999977, ""Entity"": 0.25, ""GlobalPIQA"": 2.539999999999999, ""Reading"": 0.21500000000000163, ""Supplement"": -2.289999999999999}"
archive,Minfreq50 support-floor:80M:stable6_noGlobalPIQA,tokenizer,80M,legal tokenizer support-floor repair closed,experiments/archive/frontier_consolidation/data/minfreq50_decision/minfreq50_decision.json,stable6_noGlobalPIQA,6,-0.6191666666666663,1.1257386464006638,0.9401702712215952,0.7741666666666669,0.5500092482800821,1.5184445833996163,2,4,0.46500000000000163,-4.18,Supplement,-2.289999999999999,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": -0.4200000000000017, ""COMPS"": -0.030000000000001137, ""EWoK"": -1.4399999999999977, ""Entity"": 0.25, ""Reading"": 0.21500000000000163, ""Supplement"": -2.289999999999999}"
archive,Minfreq50 support-floor:80M:stable5_noGlobalPIQA_noReading,tokenizer,80M,legal tokenizer support-floor repair closed,experiments/archive/frontier_consolidation/data/minfreq50_decision/minfreq50_decision.json,stable5_noGlobalPIQA_noReading,5,-0.7859999999999999,1.22943076258893,0.9453591909956756,0.8859999999999999,0.6393202642374464,1.2027470623354652,1,4,0.25,-4.18,Supplement,-2.289999999999999,BLiMP;Supplement;EWoK;Entity;COMPS,"{""BLiMP"": -0.4200000000000017, ""COMPS"": -0.030000000000001137, ""EWoK"": -1.4399999999999977, ""Entity"": 0.25, ""Supplement"": -2.289999999999999}"
archive,Minfreq50 support-floor:80M:stable5_exEntity,tokenizer,80M,legal tokenizer support-floor repair closed,experiments/archive/frontier_consolidation/data/minfreq50_decision/minfreq50_decision.json,stable5_exEntity,5,-0.7929999999999996,1.228106265760418,0.9377611636232325,0.8790000000000002,0.6457095954225023,1.1825487561453127,1,4,0.21500000000000163,-4.18,Supplement,-2.289999999999999,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": -0.4200000000000017, ""COMPS"": -0.030000000000001137, ""EWoK"": -1.4399999999999977, ""Reading"": 0.21500000000000163, ""Supplement"": -2.289999999999999}"
archive,Word-mean MLM:80M:cheap7,objective,80M,global word-mean group credit closed,experiments/archive/frontier_consolidation/data/wordmean_70_80M_eval/per_target/wordmean_mlm_seed43022_80M.json,cheap7,7,-0.24571428571428364,2.1033188060776715,2.08891706149285,1.684285714285713,0.11682217883673973,8.501406645610507,2,5,5.035000000000004,-6.754999999999989,GlobalPIQA,4.525000000000006,BLiMP;Supplement;EWoK;Entity;COMPS;GlobalPIQA;Reading,"{""BLiMP"": -1.5600000000000023, ""COMPS"": 0.509999999999998, ""EWoK"": -1.8099999999999952, ""Entity"": -1.1499999999999986, ""GlobalPIQA"": 4.525000000000006, ""Reading"": -0.5249999999999995, ""Supplement"": -1.7099999999999937}"
archive,Word-mean MLM:80M:stable6_noGlobalPIQA,objective,80M,global word-mean group credit closed,experiments/archive/frontier_consolidation/data/wordmean_70_80M_eval/per_target/wordmean_mlm_seed43022_80M.json,stable6_noGlobalPIQA,6,-1.040833333333332,1.3223731823253704,0.8156818041096371,1.2108333333333312,0.787095010126449,0.7836814771269542,1,5,0.509999999999998,-6.754999999999989,EWoK,-1.8099999999999952,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": -1.5600000000000023, ""COMPS"": 0.509999999999998, ""EWoK"": -1.8099999999999952, ""Entity"": -1.1499999999999986, ""Reading"": -0.5249999999999995, ""Supplement"": -1.7099999999999937}"
archive,Word-mean MLM:80M:stable5_noGlobalPIQA_noReading,objective,80M,global word-mean group credit closed,experiments/archive/frontier_consolidation/data/wordmean_70_80M_eval/per_target/wordmean_mlm_seed43022_80M.json,stable5_noGlobalPIQA_noReading,5,-1.1439999999999984,1.4294334542048444,0.8570554241121144,1.3479999999999976,0.8003170743169538,0.7491743217763249,1,4,0.509999999999998,-6.22999999999999,EWoK,-1.8099999999999952,BLiMP;Supplement;EWoK;Entity;COMPS,"{""BLiMP"": -1.5600000000000023, ""COMPS"": 0.509999999999998, ""EWoK"": -1.8099999999999952, ""Entity"": -1.1499999999999986, ""Supplement"": -1.7099999999999937}"
archive,Word-mean MLM:80M:stable5_exEntity,objective,80M,global word-mean group credit closed,experiments/archive/frontier_consolidation/data/wordmean_70_80M_eval/per_target/wordmean_mlm_seed43022_80M.json,stable5_exEntity,5,-1.0189999999999986,1.354217486225899,0.891932732889648,1.2229999999999976,0.7524640690025898,0.8753019949849355,1,4,0.509999999999998,-5.604999999999991,EWoK,-1.8099999999999952,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": -1.5600000000000023, ""COMPS"": 0.509999999999998, ""EWoK"": -1.8099999999999952, ""Reading"": -0.5249999999999995, ""Supplement"": -1.7099999999999937}"
archive,Strict content-innovation WWM:80M:cheap7,objective,80M,targeted innovation masking closed,experiments/archive/frontier_consolidation/data/strict_innovation_70_80M_eval/per_target/strict_content_innovation_seed43022_80M.json,cheap7,7,-1.0528571428571418,1.6240975516091565,1.2366020758018939,1.3214285714285707,0.6482721076784892,1.1745202890927091,1,6,0.9400000000000013,-8.309999999999993,Supplement,-2.719999999999999,BLiMP;Supplement;EWoK;Entity;COMPS;GlobalPIQA;Reading,"{""BLiMP"": -0.45999999999999375, ""COMPS"": -0.75, ""EWoK"": -1.8500000000000014, ""Entity"": 0.9400000000000013, ""GlobalPIQA"": -2.4450000000000003, ""Reading"": -0.08499999999999908, ""Supplement"": -2.719999999999999}"
archive,Strict content-innovation WWM:80M:stable6_noGlobalPIQA,objective,80M,targeted innovation masking closed,experiments/archive/frontier_consolidation/data/strict_innovation_70_80M_eval/per_target/strict_content_innovation_seed43022_80M.json,stable6_noGlobalPIQA,6,-0.820833333333332,1.4425570468211413,1.1862560736292243,1.1341666666666657,0.5690127368911636,1.4451850643198696,1,5,0.9400000000000013,-5.864999999999993,Supplement,-2.719999999999999,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": -0.45999999999999375, ""COMPS"": -0.75, ""EWoK"": -1.8500000000000014, ""Entity"": 0.9400000000000013, ""Reading"": -0.08499999999999908, ""Supplement"": -2.719999999999999}"
archive,Strict content-innovation WWM:80M:stable5_noGlobalPIQA_noReading,objective,80M,targeted innovation masking closed,experiments/archive/frontier_consolidation/data/strict_innovation_70_80M_eval/per_target/strict_content_innovation_seed43022_80M.json,stable5_noGlobalPIQA_noReading,5,-0.9679999999999985,1.5797847954705726,1.2484774727643273,1.343999999999999,0.612741686573619,1.2897494553350508,1,4,0.9400000000000013,-5.779999999999994,Supplement,-2.719999999999999,BLiMP;Supplement;EWoK;Entity;COMPS,"{""BLiMP"": -0.45999999999999375, ""COMPS"": -0.75, ""EWoK"": -1.8500000000000014, ""Entity"": 0.9400000000000013, ""Supplement"": -2.719999999999999}"
archive,Strict content-innovation WWM:80M:stable5_exEntity,objective,80M,targeted innovation masking closed,experiments/archive/frontier_consolidation/data/strict_innovation_70_80M_eval/per_target/strict_content_innovation_seed43022_80M.json,stable5_exEntity,5,-1.1729999999999987,1.523300692575172,0.9718621301398681,1.1729999999999987,0.7700383815995103,0.8285269651661289,0,5,0,-5.864999999999993,Supplement,-2.719999999999999,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": -0.45999999999999375, ""COMPS"": -0.75, ""EWoK"": -1.8500000000000014, ""Reading"": -0.08499999999999908, ""Supplement"": -2.719999999999999}"
archive,Muon wdmatched lr0.008:80M:cheap7,optimizer,80M,mature reversal despite early gain,experiments/archive/frontier_consolidation/data/muon_wdmatched_mature_eval/muon_wdmatched_mature_comparison.json,cheap7,7,-0.16071428571428495,1.7696216302604661,1.7623086088006996,1.2249999999999976,0.09081844557394443,10.965475788093295,2,5,3.7249999999999943,-4.849999999999989,GlobalPIQA,3.4849999999999994,BLiMP;Supplement;EWoK;Entity;COMPS;GlobalPIQA;Reading,"{""BLiMP"": 0.23999999999999488, ""COMPS"": -0.4099999999999966, ""EWoK"": -0.28999999999999915, ""Entity"": -2.889999999999997, ""GlobalPIQA"": 3.4849999999999994, ""Reading"": -1.0299999999999994, ""Supplement"": -0.22999999999999687}"
archive,Muon wdmatched lr0.008:80M:stable6_noGlobalPIQA,optimizer,80M,mature reversal despite early gain,experiments/archive/frontier_consolidation/data/muon_wdmatched_mature_eval/muon_wdmatched_mature_comparison.json,stable6_noGlobalPIQA,6,-0.7683333333333323,1.276433834295115,1.0192876052529136,0.8483333333333306,0.6019374547194051,1.3266216120428393,1,5,0.23999999999999488,-4.849999999999989,Entity,-2.889999999999997,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.23999999999999488, ""COMPS"": -0.4099999999999966, ""EWoK"": -0.28999999999999915, ""Entity"": -2.889999999999997, ""Reading"": -1.0299999999999994, ""Supplement"": -0.22999999999999687}"
archive,Muon wdmatched lr0.008:80M:stable5_noGlobalPIQA_noReading,optimizer,80M,mature reversal despite early gain,experiments/archive/frontier_consolidation/data/muon_wdmatched_mature_eval/muon_wdmatched_mature_comparison.json,stable5_noGlobalPIQA_noReading,5,-0.715999999999999,1.3202121041711423,1.1091906959580922,0.811999999999997,0.5423370969996668,1.5491490167012483,1,4,0.23999999999999488,-3.8199999999999896,Entity,-2.889999999999997,BLiMP;Supplement;EWoK;Entity;COMPS,"{""BLiMP"": 0.23999999999999488, ""COMPS"": -0.4099999999999966, ""EWoK"": -0.28999999999999915, ""Entity"": -2.889999999999997, ""Supplement"": -0.22999999999999687}"
archive,Muon wdmatched lr0.008:80M:stable5_exEntity,optimizer,80M,mature reversal despite early gain,experiments/archive/frontier_consolidation/data/muon_wdmatched_mature_eval/muon_wdmatched_mature_comparison.json,stable5_exEntity,5,-0.3439999999999994,0.5335916041318476,0.4079019490024517,0.4399999999999974,0.6446878049359241,1.1857614796582918,1,4,0.23999999999999488,-1.959999999999992,Reading,-1.0299999999999994,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.23999999999999488, ""COMPS"": -0.4099999999999966, ""EWoK"": -0.28999999999999915, ""Reading"": -1.0299999999999994, ""Supplement"": -0.22999999999999687}"
archive,Muon20->AdamW:80M:cheap7,optimizer_switch,80M,early Muon then AdamW switch,experiments/archive/frontier_consolidation/data/muon_switch_actual_merged/actual_switch_eval_merged.json,cheap7,7,-0.14357142857142843,1.6553862302884401,1.6491485125138161,1.2621428571428568,0.0867298675949552,11.486606554822611,4,3,3.914999999999999,-4.919999999999998,Entity,-3.469999999999999,BLiMP;Supplement;EWoK;Entity;COMPS;GlobalPIQA;Reading,"{""BLiMP"": 0.269999999999996, ""COMPS"": 0.29999999999999716, ""EWoK"": -0.9299999999999997, ""Entity"": -3.469999999999999, ""GlobalPIQA"": 2.0250000000000057, ""Reading"": -0.5199999999999996, ""Supplement"": 1.3200000000000003}"
archive,Muon20->AdamW:80M:stable6_noGlobalPIQA,optimizer_switch,80M,early Muon then AdamW switch,experiments/archive/frontier_consolidation/data/muon_switch_actual_merged/actual_switch_eval_merged.json,stable6_noGlobalPIQA,6,-0.5050000000000008,1.5854284384144657,1.5028500701445007,1.1349999999999987,0.3185258872390573,2.9759407329594025,3,3,1.8899999999999935,-4.919999999999998,Entity,-3.469999999999999,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.269999999999996, ""COMPS"": 0.29999999999999716, ""EWoK"": -0.9299999999999997, ""Entity"": -3.469999999999999, ""Reading"": -0.5199999999999996, ""Supplement"": 1.3200000000000003}"
archive,Muon20->AdamW:80M:stable5_noGlobalPIQA_noReading,optimizer_switch,80M,early Muon then AdamW switch,experiments/archive/frontier_consolidation/data/muon_switch_actual_merged/actual_switch_eval_merged.json,stable5_noGlobalPIQA_noReading,5,-0.502000000000001,1.7211101068786965,1.646273367336056,1.2579999999999985,0.291672216666253,3.2794290185977144,3,2,1.8899999999999935,-4.399999999999999,Entity,-3.469999999999999,BLiMP;Supplement;EWoK;Entity;COMPS,"{""BLiMP"": 0.269999999999996, ""COMPS"": 0.29999999999999716, ""EWoK"": -0.9299999999999997, ""Entity"": -3.469999999999999, ""Supplement"": 1.3200000000000003}"
archive,Muon20->AdamW:80M:stable5_exEntity,optimizer_switch,80M,early Muon then AdamW switch,experiments/archive/frontier_consolidation/data/muon_switch_actual_merged/actual_switch_eval_merged.json,stable5_exEntity,5,0.08799999999999883,0.7798204921647027,0.7748393381856651,0.6679999999999986,0.11284648311269654,8.804992479382674,3,2,1.8899999999999935,-1.4499999999999993,Supplement,1.3200000000000003,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.269999999999996, ""COMPS"": 0.29999999999999716, ""EWoK"": -0.9299999999999997, ""Reading"": -0.5199999999999996, ""Supplement"": 1.3200000000000003}"
archive,Muon40->AdamW:80M:cheap7,optimizer_switch,80M,longer Muon then AdamW switch,experiments/archive/frontier_consolidation/data/muon_switch_actual_merged/actual_switch_eval_merged.json,cheap7,7,-0.5964285714285705,1.051959056780661,0.8665395642015039,0.8878571428571428,0.5669693773575535,1.4528807064456375,1,6,1.0200000000000031,-5.194999999999997,Entity,-1.8399999999999999,BLiMP;Supplement;EWoK;Entity;COMPS;GlobalPIQA;Reading,"{""BLiMP"": -0.12999999999999545, ""COMPS"": -0.2700000000000031, ""EWoK"": -0.7899999999999991, ""Entity"": -1.8399999999999999, ""GlobalPIQA"": -1.4450000000000003, ""Reading"": -0.7199999999999989, ""Supplement"": 1.0200000000000031}"
