source_block,contrast,checkpoint,family_set,label,n,mean_net,rms_family_delta,centered_rms_family_delta,mean_abs_delta,abs_net_over_rms,centered_over_abs_net,positive_count,negative_count,positive_sum,negative_sum,max_abs_column,max_abs_delta,columns,vector_json,official_all18_delta_pp_mean,neutral_zero_nonzero_delta_pp_mean
max_breadth_clean_reference_visible,D1_RminusCold,chck_20M,stable5_exEntity,D1_RminusCold:chck_20M:stable5_exEntity,5,0.7649999999999985,1.1239506216911817,0.8234318429596926,0.9129999999999974,0.6806348830955947,1.0763814940649599,4,1,4.19499999999999,-0.36999999999999744,BLiMP,2.1299999999999955,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 2.1299999999999955, ""COMPS"": -0.36999999999999744, ""EWoK"": 1.019999999999996, ""Reading"": 0.3550000000000004, ""Supplement"": 0.6899999999999977}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_20M,stable4_exEntity_noReading,D1_RminusCold:chck_20M:stable4_exEntity_noReading,4,0.8674999999999979,1.2440156751423963,0.8916382394222421,1.0524999999999967,0.6973384800000205,1.027825059852731,3,1,3.839999999999989,-0.36999999999999744,BLiMP,2.1299999999999955,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 2.1299999999999955, ""COMPS"": -0.36999999999999744, ""EWoK"": 1.019999999999996, ""Supplement"": 0.6899999999999977}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_30M,stable6,D1_RminusCold:chck_30M:stable6,6,0.3516666666666664,1.6339165625371848,1.595623354331744,1.4049999999999987,0.21522926857451644,4.537317595256147,4,2,5.269999999999995,-3.1599999999999966,Supplement,-2.5700000000000003,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.5899999999999963, ""COMPS"": -0.5899999999999963, ""EWoK"": 2.309999999999995, ""Entity"": 1.7200000000000024, ""Reading"": 0.6500000000000012, ""Supplement"": -2.5700000000000003}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_30M,stable5_exEntity,D1_RminusCold:chck_30M:stable5_exEntity,5,0.07799999999999922,1.6161497455372118,1.6142663968502828,1.3419999999999979,0.0482628544881971,20.695723036542294,3,2,3.5499999999999927,-3.1599999999999966,Supplement,-2.5700000000000003,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.5899999999999963, ""COMPS"": -0.5899999999999963, ""EWoK"": 2.309999999999995, ""Reading"": 0.6500000000000012, ""Supplement"": -2.5700000000000003}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_30M,stable4_exEntity_noReading,D1_RminusCold:chck_30M:stable4_exEntity_noReading,4,-0.06500000000000128,1.7774419821755063,1.7762530788150637,1.514999999999997,0.03656940741348098,27.326970443308134,2,2,2.8999999999999915,-3.1599999999999966,Supplement,-2.5700000000000003,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 0.5899999999999963, ""COMPS"": -0.5899999999999963, ""EWoK"": 2.309999999999995, ""Supplement"": -2.5700000000000003}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_40M,stable6,D1_RminusCold:chck_40M:stable6,6,0.3349999999999997,0.867976574184658,0.800723631057143,0.7916666666666679,0.3859551167203851,2.390219794200429,4,2,3.3800000000000026,-1.3700000000000045,EWoK,1.4200000000000017,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": -0.3400000000000034, ""COMPS"": -1.0300000000000011, ""EWoK"": 1.4200000000000017, ""Entity"": 0.8300000000000018, ""Reading"": 0.5599999999999987, ""Supplement"": 0.5700000000000003}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_40M,stable5_exEntity,D1_RminusCold:chck_40M:stable5_exEntity,5,0.23599999999999924,0.8753742056971987,0.8429614463307334,0.784000000000001,0.26959898802596677,3.5718705352997295,3,2,2.5500000000000007,-1.3700000000000045,EWoK,1.4200000000000017,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": -0.3400000000000034, ""COMPS"": -1.0300000000000011, ""EWoK"": 1.4200000000000017, ""Reading"": 0.5599999999999987, ""Supplement"": 0.5700000000000003}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_40M,stable4_exEntity_noReading,D1_RminusCold:chck_40M:stable4_exEntity_noReading,4,0.15499999999999936,0.9377899551605373,0.9248918855736613,0.8400000000000016,0.16528221394039713,5.967044423055904,2,2,1.990000000000002,-1.3700000000000045,EWoK,1.4200000000000017,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": -0.3400000000000034, ""COMPS"": -1.0300000000000011, ""EWoK"": 1.4200000000000017, ""Supplement"": 0.5700000000000003}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_50M,stable6,D1_RminusCold:chck_50M:stable6,6,0.7908333333333334,1.089107050140925,0.7488236144483934,0.8075000000000014,0.7261300284770019,0.9468791752772098,5,1,4.795000000000004,-0.05000000000000426,Entity,2.3099999999999987,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.970000000000006, ""COMPS"": -0.05000000000000426, ""EWoK"": 0.3100000000000023, ""Entity"": 2.3099999999999987, ""Reading"": 0.5149999999999997, ""Supplement"": 0.6899999999999977}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_50M,stable5_exEntity,D1_RminusCold:chck_50M:stable5_exEntity,5,0.48700000000000027,0.5967956099034257,0.34495796845413174,0.507000000000002,0.8160247694831523,0.708332584094726,4,1,2.4850000000000056,-0.05000000000000426,BLiMP,0.970000000000006,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.970000000000006, ""COMPS"": -0.05000000000000426, ""EWoK"": 0.3100000000000023, ""Reading"": 0.5149999999999997, ""Supplement"": 0.6899999999999977}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_50M,stable4_exEntity_noReading,D1_RminusCold:chck_50M:stable4_exEntity_noReading,4,0.4800000000000004,0.6155485358604978,0.38535697735995667,0.5050000000000026,0.779792286125725,0.8028270361665757,3,1,1.970000000000006,-0.05000000000000426,BLiMP,0.970000000000006,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 0.970000000000006, ""COMPS"": -0.05000000000000426, ""EWoK"": 0.3100000000000023, ""Supplement"": 0.6899999999999977}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_60M,stable6,D1_RminusCold:chck_60M:stable6,6,0.16250000000000261,2.0826035388426667,2.076254139068722,1.6325000000000003,0.07802733308054698,12.776948548115007,4,2,5.385000000000009,-4.409999999999993,Entity,-3.7099999999999973,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 1.460000000000008, ""COMPS"": 0.490000000000002, ""EWoK"": -0.6999999999999957, ""Entity"": -3.7099999999999973, ""Reading"": 0.3949999999999996, ""Supplement"": 3.039999999999999}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_60M,stable5_exEntity,D1_RminusCold:chck_60M:stable5_exEntity,5,0.9370000000000026,1.565843223314519,1.2545501185684045,1.217000000000001,0.5983996265070495,1.3389008736055508,4,1,5.385000000000009,-0.6999999999999957,Supplement,3.039999999999999,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 1.460000000000008, ""COMPS"": 0.490000000000002, ""EWoK"": -0.6999999999999957, ""Reading"": 0.3949999999999996, ""Supplement"": 3.039999999999999}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_60M,stable4_exEntity_noReading,D1_RminusCold:chck_60M:stable4_exEntity_noReading,4,1.0725000000000033,1.7394898677485888,1.3695140561527641,1.4225000000000012,0.6165600730909307,1.2769361828930161,3,1,4.990000000000009,-0.6999999999999957,Supplement,3.039999999999999,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 1.460000000000008, ""COMPS"": 0.490000000000002, ""EWoK"": -0.6999999999999957, ""Supplement"": 3.039999999999999}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_70M,stable6,D1_RminusCold:chck_70M:stable6,6,1.0783333333333347,1.4192897284674957,0.9228112242249534,1.0783333333333347,0.7597697014954692,0.8557754784157208,5,0,6.470000000000008,0,EWoK,2.740000000000002,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 1.730000000000004, ""COMPS"": 0.0, ""EWoK"": 2.740000000000002, ""Entity"": 1.0300000000000011, ""Reading"": 0.6500000000000004, ""Supplement"": 0.3200000000000003}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_70M,stable5_exEntity,D1_RminusCold:chck_70M:stable5_exEntity,5,1.0880000000000014,1.4849511776486137,1.0106116959544857,1.0880000000000014,0.7326840211156468,0.9288710440758129,4,0,5.440000000000007,0,EWoK,2.740000000000002,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 1.730000000000004, ""COMPS"": 0.0, ""EWoK"": 2.740000000000002, ""Reading"": 0.6500000000000004, ""Supplement"": 0.3200000000000003}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_70M,stable4_exEntity_noReading,D1_RminusCold:chck_70M:stable4_exEntity_noReading,4,1.1975000000000016,1.6281047263613009,1.1030497495580163,1.1975000000000016,0.7355177960058684,0.9211271395056492,3,0,4.790000000000006,0,EWoK,2.740000000000002,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 1.730000000000004, ""COMPS"": 0.0, ""EWoK"": 2.740000000000002, ""Supplement"": 0.3200000000000003}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_80M,stable6,D1_RminusCold:chck_80M:stable6,6,0.2141666666666661,1.1469543001648626,1.1267816139587825,1.0475000000000019,0.18672641676820245,5.261237107978765,3,3,3.7850000000000037,-2.500000000000007,EWoK,1.75,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 1.4500000000000028, ""COMPS"": -0.480000000000004, ""EWoK"": 1.75, ""Entity"": -1.25, ""Reading"": 0.5850000000000009, ""Supplement"": -0.7700000000000031}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_80M,stable5_exEntity,D1_RminusCold:chck_80M:stable5_exEntity,5,0.5069999999999993,1.1252133131100093,1.0045177947652317,1.0070000000000021,0.4505812312144508,1.9812974255724518,3,2,3.7850000000000037,-1.250000000000007,EWoK,1.75,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 1.4500000000000028, ""COMPS"": -0.480000000000004, ""EWoK"": 1.75, ""Reading"": 0.5850000000000009, ""Supplement"": -0.7700000000000031}",,
max_breadth_clean_reference_visible,D1_RminusCold,chck_80M,stable4_exEntity_noReading,D1_RminusCold:chck_80M:stable4_exEntity_noReading,4,0.48749999999999893,1.2235501624371614,1.1222382768378583,1.1125000000000025,0.39843074274041934,2.3020272345392017,2,2,3.200000000000003,-1.250000000000007,EWoK,1.75,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 1.4500000000000028, ""COMPS"": -0.480000000000004, ""EWoK"": 1.75, ""Supplement"": -0.7700000000000031}",,
max_breadth_clean_reference_visible,D1_VminusB,chck_80M,stable6,D1_VminusB:chck_80M:stable6,6,0.4649999999999985,1.5863532603637405,1.5166712454143354,1.1983333333333352,0.2931251264257351,3.261658592288904,3,3,4.990000000000001,-2.20000000000001,Entity,3.1000000000000014,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": -0.8700000000000045, ""COMPS"": -1.1799999999999997, ""EWoK"": -0.15000000000000568, ""Entity"": 3.1000000000000014, ""Reading"": 0.0699999999999994, ""Supplement"": 1.8200000000000003}",,
max_breadth_clean_reference_visible,D1_VminusB,chck_80M,stable5_exEntity,D1_VminusB:chck_80M:stable5_exEntity,5,-0.06200000000000205,1.0477690585238724,1.0459330762529704,0.818000000000002,0.05917334501874818,16.869888326660252,2,3,1.8899999999999997,-2.20000000000001,Supplement,1.8200000000000003,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": -0.8700000000000045, ""COMPS"": -1.1799999999999997, ""EWoK"": -0.15000000000000568, ""Reading"": 0.0699999999999994, ""Supplement"": 1.8200000000000003}",,
max_breadth_clean_reference_visible,D1_VminusB,chck_80M,stable4_exEntity_noReading,D1_VminusB:chck_80M:stable4_exEntity_noReading,4,-0.09500000000000242,1.1709184429327273,1.1670582676113486,1.0050000000000026,0.08113289236615129,12.284823869592831,1,3,1.8200000000000003,-2.20000000000001,Supplement,1.8200000000000003,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": -0.8700000000000045, ""COMPS"": -1.1799999999999997, ""EWoK"": -0.15000000000000568, ""Supplement"": 1.8200000000000003}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_10M,stable6,D1_VminusCold:chck_10M:stable6,6,0.05083333333333565,1.4733083519752421,1.4724311434570467,1.1608333333333352,0.03450284746243661,28.965858559809433,4,2,3.635000000000012,-3.3299999999999983,Supplement,-2.5799999999999983,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 2.180000000000007, ""COMPS"": 0.09000000000000341, ""EWoK"": -0.75, ""Entity"": 0.9200000000000017, ""Reading"": 0.4450000000000003, ""Supplement"": -2.5799999999999983}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_10M,stable5_exEntity,D1_VminusCold:chck_10M:stable5_exEntity,5,-0.12299999999999756,1.560604049719212,1.5557493371362898,1.2090000000000019,0.07881563553684744,12.648368594604234,3,2,2.7150000000000105,-3.3299999999999983,Supplement,-2.5799999999999983,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 2.180000000000007, ""COMPS"": 0.09000000000000341, ""EWoK"": -0.75, ""Reading"": 0.4450000000000003, ""Supplement"": -2.5799999999999983}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_10M,stable4_exEntity_noReading,D1_VminusCold:chck_10M:stable4_exEntity_noReading,4,-0.264999999999997,1.7305634920452948,1.710153501882216,1.4000000000000021,0.15312931378599837,6.453409441065038,2,2,2.2700000000000102,-3.3299999999999983,Supplement,-2.5799999999999983,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 2.180000000000007, ""COMPS"": 0.09000000000000341, ""EWoK"": -0.75, ""Supplement"": -2.5799999999999983}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_20M,stable6,D1_VminusCold:chck_20M:stable6,6,0.05833333333333357,1.0293606429883229,1.0277064539816592,0.9416666666666664,0.056669480935259836,17.6178249253998,3,3,3.0,-2.6499999999999986,Entity,-1.6000000000000014,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 1.25, ""COMPS"": -0.7299999999999969, ""EWoK"": 1.0600000000000023, ""Entity"": -1.6000000000000014, ""Reading"": -0.3200000000000003, ""Supplement"": 0.6899999999999977}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_20M,stable5_exEntity,D1_VminusCold:chck_20M:stable5_exEntity,5,0.39000000000000057,0.8714929718592109,0.779358710735948,0.8099999999999994,0.4475079118171073,1.9983556685537098,3,2,3.0,-1.0499999999999972,BLiMP,1.25,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 1.25, ""COMPS"": -0.7299999999999969, ""EWoK"": 1.0600000000000023, ""Reading"": -0.3200000000000003, ""Supplement"": 0.6899999999999977}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_20M,stable4_exEntity_noReading,D1_VminusCold:chck_20M:stable4_exEntity_noReading,4,0.5675000000000008,0.9611321449207696,0.7757053242050092,0.9324999999999992,0.59044950582397,1.3668816285550802,3,1,3.0,-0.7299999999999969,BLiMP,1.25,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 1.25, ""COMPS"": -0.7299999999999969, ""EWoK"": 1.0600000000000023, ""Supplement"": 0.6899999999999977}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_30M,stable6,D1_VminusCold:chck_30M:stable6,6,0.17583333333333284,2.0070303518714736,1.9993132501492157,1.7358333333333327,0.08760870664929181,11.37050189658325,3,3,5.734999999999997,-4.68,Entity,3.530000000000001,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": -1.5500000000000043, ""COMPS"": -0.6700000000000017, ""EWoK"": 0.6699999999999946, ""Entity"": 3.530000000000001, ""Reading"": 1.535000000000001, ""Supplement"": -2.4599999999999937}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_30M,stable5_exEntity,D1_VminusCold:chck_30M:stable5_exEntity,5,-0.49500000000000083,1.530236909762667,1.4479640879524587,1.3769999999999991,0.3234793232616335,2.925179975661528,2,3,2.2049999999999956,-4.68,Supplement,-2.4599999999999937,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": -1.5500000000000043, ""COMPS"": -0.6700000000000017, ""EWoK"": 0.6699999999999946, ""Reading"": 1.535000000000001, ""Supplement"": -2.4599999999999937}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_30M,stable4_exEntity_noReading,D1_VminusCold:chck_30M:stable4_exEntity_noReading,4,-1.0025000000000013,1.5290438188619693,1.1545426583717,1.3374999999999986,0.655638502725277,1.151663499622642,1,3,0.6699999999999946,-4.68,Supplement,-2.4599999999999937,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": -1.5500000000000043, ""COMPS"": -0.6700000000000017, ""EWoK"": 0.6699999999999946, ""Supplement"": -2.4599999999999937}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_40M,stable6,D1_VminusCold:chck_40M:stable6,6,1.3983333333333332,1.8873217355112863,1.2675358859701853,1.4116666666666662,0.7409088270551373,0.9064618969989408,5,1,8.429999999999998,-0.03999999999999915,Supplement,3.4299999999999997,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.44999999999999574, ""COMPS"": -0.03999999999999915, ""EWoK"": 1.1600000000000037, ""Entity"": 2.7699999999999996, ""Reading"": 0.6199999999999992, ""Supplement"": 3.4299999999999997}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_40M,stable5_exEntity,D1_VminusCold:chck_40M:stable5_exEntity,5,1.1239999999999999,1.655234122412899,1.2150818902444398,1.1399999999999995,0.6790580164946706,1.081033710181886,4,1,5.659999999999998,-0.03999999999999915,Supplement,3.4299999999999997,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.44999999999999574, ""COMPS"": -0.03999999999999915, ""EWoK"": 1.1600000000000037, ""Reading"": 0.6199999999999992, ""Supplement"": 3.4299999999999997}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_40M,stable4_exEntity_noReading,D1_VminusCold:chck_40M:stable4_exEntity_noReading,4,1.25,1.824458823870794,1.3289657632911394,1.2699999999999996,0.6851346731673477,1.0631726106329116,3,1,5.039999999999999,-0.03999999999999915,Supplement,3.4299999999999997,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 0.44999999999999574, ""COMPS"": -0.03999999999999915, ""EWoK"": 1.1600000000000037, ""Supplement"": 3.4299999999999997}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_50M,stable6,D1_VminusCold:chck_50M:stable6,6,1.8866666666666665,2.6651328922463384,1.8823979978267669,1.9066666666666647,0.7079071637123758,0.9977374546784984,5,1,11.379999999999994,-0.05999999999999517,Entity,4.739999999999998,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 1.6199999999999974, ""COMPS"": 0.0799999999999983, ""EWoK"": -0.05999999999999517, ""Entity"": 4.739999999999998, ""Reading"": 0.8399999999999981, ""Supplement"": 4.100000000000001}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_50M,stable5_exEntity,D1_VminusCold:chck_50M:stable5_exEntity,5,1.316,2.0074859899884734,1.5159630602359677,1.339999999999998,0.6555462935049207,1.1519476141610696,4,1,6.639999999999995,-0.05999999999999517,Supplement,4.100000000000001,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 1.6199999999999974, ""COMPS"": 0.0799999999999983, ""EWoK"": -0.05999999999999517, ""Reading"": 0.8399999999999981, ""Supplement"": 4.100000000000001}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_50M,stable4_exEntity_noReading,D1_VminusCold:chck_50M:stable4_exEntity_noReading,4,1.4350000000000005,2.204790239455899,1.6738802227160698,1.464999999999998,0.6508555663572475,1.1664670541575395,3,1,5.799999999999997,-0.05999999999999517,Supplement,4.100000000000001,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 1.6199999999999974, ""COMPS"": 0.0799999999999983, ""EWoK"": -0.05999999999999517, ""Supplement"": 4.100000000000001}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_60M,stable6,D1_VminusCold:chck_60M:stable6,6,1.597500000000003,2.1550879719089613,1.44651232855675,1.597500000000003,0.7412690436877847,0.9054850257006243,6,0,9.585000000000019,0,Supplement,4.190000000000005,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 1.3800000000000097, ""COMPS"": 0.46000000000000085, ""EWoK"": 0.14000000000000057, ""Entity"": 2.7900000000000027, ""Reading"": 0.625, ""Supplement"": 4.190000000000005}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_60M,stable5_exEntity,D1_VminusCold:chck_60M:stable5_exEntity,5,1.359000000000003,2.0041120228170914,1.4729507798972798,1.359000000000003,0.6781058067251735,1.0838489918302254,5,0,6.795000000000016,0,Supplement,4.190000000000005,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 1.3800000000000097, ""COMPS"": 0.46000000000000085, ""EWoK"": 0.14000000000000057, ""Reading"": 0.625, ""Supplement"": 4.190000000000005}",,
max_breadth_clean_reference_visible,D1_VminusCold,chck_60M,stable4_exEntity_noReading,D1_VminusCold:chck_60M:stable4_exEntity_noReading,4,1.542500000000004,2.2187665492340596,1.5948726438183096,1.542500000000004,0.6952060821957544,1.0339530916164055,4,0,6.170000000000016,0,Supplement,4.190000000000005,BLiMP;Supplement;EWoK;COMPS,"{""BLiMP"": 1.3800000000000097, ""COMPS"": 0.46000000000000085, ""EWoK"": 0.14000000000000057, ""Supplement"": 4.190000000000005}",,
