family,rank_abs,feature,feature_group,contribution_to_profile_js_child_minus_adult,sign,child_js_contribution,adult_js_contribution
BLiMP,19,punct:sentence_.,punctuation,-0.0029017175205064043,negative_adult_block_farther,8.558834474554217e-06,0.0029102763549809585
BLiMP,20,func_word:in,function_word_identity,-0.0024922351538088344,negative_adult_block_farther,0.001343540978759688,0.003835776132568522
BLiMP,21,func_word:the,function_word_identity,-0.002390999049132012,negative_adult_block_farther,7.54830621125022e-05,0.002466482111244514
BLiMP,22,tok_len:3-4,token_length,-0.0023683384352577905,negative_adult_block_farther,6.63611537531321e-05,0.0024346995890109227
BLiMP,23,format:bracketed_stage_or_note,transcript_or_markup_format,0.0021549053967895764,positive_child_block_farther,0.0022158649704629965,6.095957367342023e-05
BLiMP,24,func_word:and,function_word_identity,-0.002134560657187887,negative_adult_block_farther,0.0002631840440685258,0.002397744701256413
BLiMP,25,func_word:i,function_word_identity,0.002079743099365465,positive_child_block_farther,0.004049602918129521,0.0019698598187640566
BLiMP,26,func_cat:pronoun,function_category,0.0019017806264938208,positive_child_block_farther,0.007875215609666671,0.00597343498317285
BLiMP,27,sent_len:21-35,sentence_length,-0.0017223917150848223,negative_adult_block_farther,0.000427116391782742,0.0021495081068675643
BLiMP,28,func_cat:preposition,function_category,-0.0017107447125662082,negative_adult_block_farther,0.0001521147678025215,0.0018628594803687297
BLiMP,29,open_shape:lower,open_class_abstract_shape,0.0016468602905085443,positive_child_block_farther,0.002792623436689824,0.00114576314618128
BLiMP,30,punct:dash,punctuation,-0.001487188972600473,negative_adult_block_farther,0.001141199251749744,0.002628388224350217
BLiMP,31,func_cat:determiner,function_category,0.0014535973222624277,positive_child_block_farther,0.0014822392424435876,2.8641920181159716e-05
BLiMP,32,open_suffix:s,open_class_abstract_shape,0.0012047083653199753,positive_child_block_farther,0.003922323235992965,0.0027176148706729896
BLiMP,33,func_word:his,function_word_identity,-0.0010991591700143999,negative_adult_block_farther,0.0003198544709333429,0.0014190136409477428
BLiMP,34,func_word:he,function_word_identity,-0.0010416219200936028,negative_adult_block_farther,0.0006252026289283526,0.0016668245490219554
BLiMP,35,tok_len:1-2,token_length,-0.0010162026716162916,negative_adult_block_farther,0.0006411242271363024,0.001657326898752594
BLiMP,36,func_word:yeah,function_word_identity,0.0009935302592708262,positive_child_block_farther,0.0009935302592708262,0.0
BLiMP,37,func_word:as,function_word_identity,-0.0009690213146474055,negative_adult_block_farther,0.0001043539778941654,0.001073375292541571
BLiMP,38,func_word:had,function_word_identity,0.0009467127675247915,positive_child_block_farther,0.0011677040741802044,0.0002209913066554129
BLiMP,39,func_cat:quantifier,function_category,0.0009278383669564984,positive_child_block_farther,0.004257766037492495,0.0033299276705359964
BLiMP,40,punct:sentence_!,punctuation,0.0008822660116939072,positive_child_block_farther,0.0015414029125312818,0.0006591369008373746
Supplement,1,punct:transcript_or_markup,punctuation,0.01559117155774248,positive_child_block_farther,0.015715484887741146,0.00012431332999866663
Supplement,2,format:speaker_marker,transcript_or_markup_format,0.015262750855382692,positive_child_block_farther,0.015262750855382692,0.0
Supplement,3,open_shape:upper,open_class_abstract_shape,0.012946831023813492,positive_child_block_farther,0.013181964585865532,0.00023513356205204022
Supplement,4,sent_len:1-5,sentence_length,0.008932495184636862,positive_child_block_farther,0.009006327752255287,7.383256761842526e-05
Supplement,5,open_shape:title,open_class_abstract_shape,-0.008903624050233998,negative_adult_block_farther,0.0018484953249911988,0.010752119375225197
Supplement,6,punct:sentence_?,punctuation,-0.008166436993424722,negative_adult_block_farther,0.0017357214588856183,0.00990215845231034
Supplement,7,punct:sentence_.,punctuation,0.007511616497647901,positive_child_block_farther,0.010210266669325459,0.002698650171677558
Supplement,8,open_len:3-4,open_class_abstract_shape,0.005762077543951409,positive_child_block_farther,0.0061460011320267575,0.00038392358807534796
Supplement,9,open_len:8-11,open_class_abstract_shape,0.005692558740737265,positive_child_block_farther,0.006001800535805693,0.00030924179506842736
Supplement,10,punct:quote,punctuation,-0.005389178368024452,negative_adult_block_farther,0.00025510636393345505,0.005644284731957907
Supplement,11,punct:other_punct,punctuation,-0.004372213631226379,negative_adult_block_farther,0.0008666263467618744,0.005238839977988253
Supplement,12,func_word:the,function_word_identity,0.004100383693450954,positive_child_block_farther,0.005021069318398826,0.0009206856249478722
Supplement,13,func_cat:determiner,function_category,0.0037356759361827545,positive_child_block_farther,0.005384673586812173,0.0016489976506294185
Supplement,14,punct:clause_punct,punctuation,0.0035640286311105825,positive_child_block_farther,0.0075281516173846584,0.003964122986274076
Supplement,15,func_word:and,function_word_identity,-0.003446847378554098,negative_adult_block_farther,0.0017879385239183748,0.005234785902472473
Supplement,16,punct:bracket,punctuation,0.003114150960101648,positive_child_block_farther,0.005010896124036859,0.0018967451639352111
Supplement,17,tok:number,number_token,-0.003075983117725629,negative_adult_block_farther,0.0002914678305677992,0.0033674509482934283
Supplement,18,func_cat:auxiliary,function_category,0.002800912196404246,positive_child_block_farther,0.007726807179862523,0.004925894983458277
Supplement,19,func_cat:discourse,function_category,0.0025339641828524793,positive_child_block_farther,0.002535309152625155,1.344969772675628e-06
Supplement,20,tok_len:3-4,token_length,-0.002278650869522982,negative_adult_block_farther,2.145194464546804e-05,0.00230010281416845
Supplement,21,format:bracketed_stage_or_note,transcript_or_markup_format,0.0021549053967895764,positive_child_block_farther,0.0022158649704629965,6.095957367342023e-05
Supplement,22,open_shape:lower,open_class_abstract_shape,0.0019366529702106953,positive_child_block_farther,0.0036609866562833243,0.001724333686072629
Supplement,23,func_word:you,function_word_identity,0.0018327471134081928,positive_child_block_farther,0.0018427612475259336,1.0014134117740787e-05
Supplement,24,func_word:she,function_word_identity,0.0017142581965112018,positive_child_block_farther,0.0033529162592241604,0.0016386580627129586
Supplement,25,open_len:5-7,open_class_abstract_shape,0.0016807299007476134,positive_child_block_farther,0.0016902332499902396,9.503349242626254e-06
Supplement,26,sent_len:11-20,sentence_length,0.0016795231062722246,positive_child_block_farther,0.003352356235494788,0.0016728331292225635
Supplement,27,func_cat:preposition,function_category,-0.001648154180074179,negative_adult_block_farther,0.0001664409745387237,0.0018145951546129028
Supplement,28,sent_len:6-10,sentence_length,0.0015623859556902714,positive_child_block_farther,0.001562619920579128,2.3396488885654037e-07
Supplement,29,func_word:i,function_word_identity,0.0014975576436651516,positive_child_block_farther,0.002030592561254946,0.0005330349175897943
Supplement,30,punct:dash,punctuation,-0.0013737802128124697,negative_adult_block_farther,0.0008484920969879013,0.002222272309800371
Supplement,31,func_word:what,function_word_identity,0.0012430857036258593,positive_child_block_farther,0.0014448752600305784,0.00020178955640471914
Supplement,32,func_word:as,function_word_identity,-0.0011421114279683469,negative_adult_block_farther,0.00031686664647526347,0.0014589780744436104
Supplement,33,func_word:was,function_word_identity,0.0011119450249240622,positive_child_block_farther,0.0011574467522277403,4.5501727303678095e-05
Supplement,34,func_word:he,function_word_identity,0.001009032507398876,positive_child_block_farther,0.0014708347811945388,0.0004618022737956629
Supplement,35,func_cat:conjunction,function_category,-0.0009974008849622559,negative_adult_block_farther,1.1741240645600027e-05,0.001009142125607856
Supplement,36,func_word:yeah,function_word_identity,0.0009935302592708262,positive_child_block_farther,0.0009935302592708262,0.0
Supplement,37,open_suffix:ed,open_class_abstract_shape,0.0009799386759159008,positive_child_block_farther,0.001149200706663714,0.00016926203074781325
Supplement,38,punct:sentence_!,punctuation,0.0008822660116939072,positive_child_block_farther,0.0015414029125312818,0.0006591369008373746
Supplement,39,open_has_apostrophe,other,0.0008430795994407419,positive_child_block_farther,0.0011486237830962585,0.0003055441836555166
Supplement,40,tok_len:1-2,token_length,-0.0008332950859423512,negative_adult_block_farther,0.00024708123715125915,0.0010803763230936103
EWoK,1,sent_len:1-5,sentence_length,-0.019186207768340284,negative_adult_block_farther,0.005823090608850891,0.025009298377191173
EWoK,2,punct:transcript_or_markup,punctuation,0.01559117155774248,positive_child_block_farther,0.015715484887741146,0.00012431332999866663
EWoK,3,open_shape:upper,open_class_abstract_shape,0.01537926122401506,positive_child_block_farther,0.017053715737123026,0.0016744545131079658
EWoK,4,format:speaker_marker,transcript_or_markup_format,0.015262750855382692,positive_child_block_farther,0.015262750855382692,0.0
EWoK,5,open_len:8-11,open_class_abstract_shape,0.006867129057179779,positive_child_block_farther,0.0076415466629894836,0.0007744176058097048
EWoK,6,punct:quote,punctuation,-0.006448742937781617,negative_adult_block_farther,0.0010462861675730934,0.0074950291053547105
EWoK,7,punct:sentence_?,punctuation,0.0055807495348303236,positive_child_block_farther,0.006142597734037467,0.0005618481992071432
EWoK,8,open_shape:title,open_class_abstract_shape,0.005344770553883191,positive_child_block_farther,0.005480084556054142,0.000135314002170951
EWoK,9,punct:clause_punct,punctuation,0.005195128082077845,positive_child_block_farther,0.016752796474098653,0.011557668392020808
EWoK,10,func_word:the,function_word_identity,0.004496009727528008,positive_child_block_farther,0.005756447915911853,0.001260438188383845
EWoK,11,punct:other_punct,punctuation,-0.004372213631226379,negative_adult_block_farther,0.0008666263467618744,0.005238839977988253
EWoK,12,func_cat:discourse,function_category,0.004265063463187048,positive_child_block_farther,0.00468805320695875,0.00042298974377170153
EWoK,13,func_word:you,function_word_identity,0.0036571067396184978,positive_child_block_farther,0.005037629290240727,0.0013805225506222296
EWoK,14,tok:number,number_token,-0.003279086033177483,negative_adult_block_farther,0.00045740874093935205,0.0037364947741168352
EWoK,15,open_len:5-7,open_class_abstract_shape,0.0031300231583461288,positive_child_block_farther,0.003626195327380474,0.0004961721690343451
EWoK,16,punct:bracket,punctuation,0.003114150960101648,positive_child_block_farther,0.005010896124036859,0.0018967451639352111
EWoK,17,punct:sentence_.,punctuation,-0.003069811118142811,negative_adult_block_farther,2.1134918792565594e-05,0.0030909460369353764
EWoK,18,sent_len:6-10,sentence_length,-0.0028903342751060157,negative_adult_block_farther,0.0002809278863137286,0.0031712621614197445
EWoK,19,func_cat:pronoun,function_category,0.002423875034569303,positive_child_block_farther,0.013601604252444338,0.011177729217875035
EWoK,20,tok_len:3-4,token_length,-0.0023683384352577905,negative_adult_block_farther,6.63611537531321e-05,0.0024346995890109227
EWoK,21,func_word:and,function_word_identity,-0.002258442678911083,negative_adult_block_farther,0.0003357614403758884,0.0025942041192869715
EWoK,22,open_shape:lower,open_class_abstract_shape,0.0022161278254390626,positive_child_block_farther,0.00461188532831653,0.002395757502877467
EWoK,23,format:bracketed_stage_or_note,transcript_or_markup_format,0.0021549053967895764,positive_child_block_farther,0.0022158649704629965,6.095957367342023e-05
EWoK,24,func_word:i,function_word_identity,0.002079743099365465,positive_child_block_farther,0.004049602918129521,0.0019698598187640566
EWoK,25,open_has_apostrophe,other,0.0019092603181820392,positive_child_block_farther,0.00195657842338938,4.7318105207340855e-05
EWoK,26,sent_len:21-35,sentence_length,-0.0017509486823794815,negative_adult_block_farther,0.0005028980324704182,0.0022538467148498996
EWoK,27,func_word:was,function_word_identity,-0.0016682837610663408,negative_adult_block_farther,0.0003854125346223513,0.002053696295688692
EWoK,28,func_word:of,function_word_identity,-0.0014106641713185453,negative_adult_block_farther,5.430451289770914e-08,0.001410718475831443
EWoK,29,func_cat:determiner,function_category,0.0013937283879415351,positive_child_block_farther,0.0014134585807401654,1.9730192798630172e-05
EWoK,30,func_word:what,function_word_identity,0.0013042305456933126,positive_child_block_farther,0.0015763908294815965,0.00027216028378828386
EWoK,31,func_word:in,function_word_identity,-0.0012894308133138514,negative_adult_block_farther,7.01222755147545e-05,0.0013595530888286058
EWoK,32,func_word:he,function_word_identity,-0.0011719962767858028,negative_adult_block_farther,0.0010897696576047523,0.002261765934390555
EWoK,33,punct:dash,punctuation,-0.0011210529804038748,negative_adult_block_farther,0.00042263559648159164,0.0015436885768854664
EWoK,34,func_word:his,function_word_identity,-0.0010678926527165347,negative_adult_block_farther,0.0002474786512429933,0.001315371303959528
EWoK,35,func_word:as,function_word_identity,-0.0010330582279610824,negative_adult_block_farther,0.00015330605003028376,0.0011863642779913661
EWoK,36,open_suffix:ed,open_class_abstract_shape,0.0010074934501581485,positive_child_block_farther,0.0011690873952156214,0.00016159394505747284
EWoK,37,func_cat:preposition,function_category,-0.0010049397099941258,negative_adult_block_farther,0.00035047976819659217,0.001355419478190718
EWoK,38,func_word:yeah,function_word_identity,0.0009935302592708262,positive_child_block_farther,0.0009935302592708262,0.0
EWoK,39,func_word:she,function_word_identity,-0.000980185259619886,negative_adult_block_farther,0.0004769511358607812,0.0014571363954806672
EWoK,40,func_cat:conjunction,function_category,-0.0009577242680966934,negative_adult_block_farther,1.5960690284272155e-05,0.0009736849583809656
COMPS,1,sent_len:1-5,sentence_length,-0.028808677422406066,negative_adult_block_farther,0.02301792700592719,0.051826604428333256
COMPS,2,punct:transcript_or_markup,punctuation,0.01559117155774248,positive_child_block_farther,0.015715484887741146,0.00012431332999866663
COMPS,3,open_shape:upper,open_class_abstract_shape,0.015373922889299375,positive_child_block_farther,0.017031666299220805,0.0016577434099214296
COMPS,4,format:speaker_marker,transcript_or_markup_format,0.015262750855382692,positive_child_block_farther,0.015262750855382692,0.0
COMPS,5,func_cat:preposition,function_category,-0.007920567234816128,negative_adult_block_farther,0.0022580341854813763,0.010178601420297504
COMPS,6,func_cat:determiner,function_category,0.007058614392692019,positive_child_block_farther,0.016067612110395216,0.009008997717703197
COMPS,7,punct:quote,punctuation,-0.006526880941400604,negative_adult_block_farther,0.0012179316014644744,0.007744812542865078
COMPS,8,open_shape:title,open_class_abstract_shape,-0.005984249651859263,negative_adult_block_farther,0.0002935846188856692,0.006277834270744933
COMPS,9,open_has_apostrophe,other,0.005851997247514952,positive_child_block_farther,0.00798779999039084,0.002135802742875888
COMPS,10,func_word:the,function_word_identity,-0.005810868000953724,negative_adult_block_farther,0.0036067832937143026,0.009417651294668027
COMPS,11,punct:sentence_?,punctuation,0.005628726027721341,positive_child_block_farther,0.006277733694262528,0.000649007666541187
COMPS,12,func_cat:conjunction,function_category,-0.005153093736963411,negative_adult_block_farther,0.004295632960449592,0.009448726697413003
COMPS,13,func_cat:discourse,function_category,0.004780644460976088,positive_child_block_farther,0.005784536848348043,0.0010038923873719552
COMPS,14,open_len:8-11,open_class_abstract_shape,0.0047202008208769766,positive_child_block_farther,0.004805144548147802,8.494372727082546e-05
COMPS,15,punct:other_punct,punctuation,-0.004372213631226379,negative_adult_block_farther,0.0008666263467618744,0.005238839977988253
COMPS,16,func_word:you,function_word_identity,0.0036407567714309245,positive_child_block_farther,0.004953346835969453,0.001312590064538529
COMPS,17,func_word:and,function_word_identity,-0.0035279727050045793,negative_adult_block_farther,0.001982102468239024,0.005510075173243603
COMPS,18,sent_len:6-10,sentence_length,0.003496568203753217,positive_child_block_farther,0.00418068095743554,0.0006841127536823227
COMPS,19,tok:number,number_token,-0.003453216854608861,negative_adult_block_farther,0.0007193398317730974,0.004172556686381958
COMPS,20,punct:bracket,punctuation,0.003114150960101648,positive_child_block_farther,0.005010896124036859,0.0018967451639352111
COMPS,21,func_cat:auxiliary,function_category,0.0031060521280638492,positive_child_block_farther,0.009413559695722084,0.006307507567658235
COMPS,22,open_suffix:ed,open_class_abstract_shape,-0.0028861560759420083,negative_adult_block_farther,6.970695668639807e-05,0.0029558630326284065
COMPS,23,func_word:a,function_word_identity,0.0027846356658926125,positive_child_block_farther,0.031547997863630245,0.028763362197737632
COMPS,24,func_word:of,function_word_identity,-0.0027243803550586346,negative_adult_block_farther,0.00037913874334822846,0.0031035190984068633
COMPS,25,punct:sentence_.,punctuation,-0.002696519326369014,negative_adult_block_farther,7.888812913966234e-07,0.0026973082076604104
COMPS,26,func_cat:pronoun,function_category,0.0026911508967117984,positive_child_block_farther,0.018345740325608647,0.01565458942889685
COMPS,27,punct:clause_punct,punctuation,0.002589258903440691,positive_child_block_farther,0.004284167027370711,0.00169490812393002
COMPS,28,tok_len:3-4,token_length,-0.0023642012863695264,negative_adult_block_farther,6.0915206480243977e-05,0.0024251164928497703
COMPS,29,open_shape:lower,open_class_abstract_shape,0.0022907725711741427,positive_child_block_farther,0.0048848431990417135,0.002594070627867571
COMPS,30,format:bracketed_stage_or_note,transcript_or_markup_format,0.0021549053967895764,positive_child_block_farther,0.0022158649704629965,6.095957367342023e-05
COMPS,31,func_word:i,function_word_identity,0.002079743099365465,positive_child_block_farther,0.004049602918129521,0.0019698598187640566
COMPS,32,func_word:was,function_word_identity,-0.0019622904316570224,negative_adult_block_farther,0.0008748526181069353,0.0028371430497639576
COMPS,33,sent_len:11-20,sentence_length,-0.0017893388242493083,negative_adult_block_farther,0.0028524288339527564,0.004641767658202065
COMPS,34,sent_len:21-35,sentence_length,-0.0017509486823794815,negative_adult_block_farther,0.0005028980324704182,0.0022538467148498996
COMPS,35,punct:dash,punctuation,-0.0015854271909295262,negative_adult_block_farther,0.001521291177299023,0.0031067183682285493
COMPS,36,open_len:3-4,open_class_abstract_shape,-0.001372875925208441,negative_adult_block_farther,0.0003231399037544125,0.0016960158289628536
COMPS,37,func_word:what,function_word_identity,0.0013663525475542315,positive_child_block_farther,0.0017636026998610818,0.0003972501523068502
COMPS,38,func_word:to,function_word_identity,-0.001278084357964784,negative_adult_block_farther,0.0015020855741171956,0.0027801699320819796
COMPS,39,func_word:he,function_word_identity,-0.0011719962767858028,negative_adult_block_farther,0.0010897696576047523,0.002261765934390555
COMPS,40,func_word:can,function_word_identity,-0.0011473059338369413,negative_adult_block_farther,0.0035861661481681843,0.004733472082005126
Reading,1,punct:transcript_or_markup,punctuation,0.01559117155774248,positive_child_block_farther,0.015715484887741146,0.00012431332999866663
Reading,2,open_shape:upper,open_class_abstract_shape,0.01537926122401506,positive_child_block_farther,0.017053715737123026,0.0016744545131079658
Reading,3,format:speaker_marker,transcript_or_markup_format,0.015262750855382692,positive_child_block_farther,0.015262750855382692,0.0
Reading,4,sent_len:1-5,sentence_length,0.010919733617661452,positive_child_block_farther,0.01144821813069996,0.0005284845130385081
Reading,5,punct:quote,punctuation,-0.006526880941400604,negative_adult_block_farther,0.0012179316014644744,0.007744812542865078
Reading,6,punct:sentence_?,punctuation,0.005628726027721341,positive_child_block_farther,0.006277733694262528,0.000649007666541187
Reading,7,punct:clause_punct,punctuation,0.00485500000022902,positive_child_block_farther,0.014158442040878773,0.009303442040649753
Reading,8,punct:other_punct,punctuation,-0.004372213631226379,negative_adult_block_farther,0.0008666263467618744,0.005238839977988253
Reading,9,open_suffix:ed,open_class_abstract_shape,0.004366195589549073,positive_child_block_farther,0.005005495129984787,0.0006392995404357138
Reading,10,open_len:8-11,open_class_abstract_shape,-0.00404671513616637,negative_adult_block_farther,1.227960080029902e-05,0.004058994736966669
Reading,11,func_cat:discourse,function_category,0.003813498427717019,positive_child_block_farther,0.004007352670213438,0.00019385424249641886
Reading,12,sent_len:6-10,sentence_length,-0.0035374348790629274,negative_adult_block_farther,0.0006457877384737102,0.004183222617536638
Reading,13,tok:number,number_token,-0.003459202175293644,negative_adult_block_farther,0.0007401941960094617,0.004199396371303106
Reading,14,punct:bracket,punctuation,0.003114150960101648,positive_child_block_farther,0.005010896124036859,0.0018967451639352111
Reading,15,func_word:his,function_word_identity,0.002559778616970226,positive_child_block_farther,0.005638457448437928,0.0030786788314677016
Reading,16,punct:sentence_.,punctuation,-0.002508221634318348,negative_adult_block_farther,9.569186857659245e-07,0.002509178553004114
Reading,17,tok_len:3-4,token_length,-0.0023683384352577905,negative_adult_block_farther,6.63611537531321e-05,0.0024346995890109227
Reading,18,open_shape:title,open_class_abstract_shape,-0.0021632503927204614,negative_adult_block_farther,0.00020207325052364576,0.002365323643244107
Reading,19,format:bracketed_stage_or_note,transcript_or_markup_format,0.0021549053967895764,positive_child_block_farther,0.0022158649704629965,6.095957367342023e-05
Reading,20,open_len:5-7,open_class_abstract_shape,0.0021514953628927586,positive_child_block_farther,0.0022380033175219156,8.650795462915696e-05
Reading,21,func_cat:preposition,function_category,0.001976724813796641,positive_child_block_farther,0.0020747492834638287,9.802446966718724e-05
Reading,22,func_word:and,function_word_identity,0.001968165813863866,positive_child_block_farther,0.002141288093236772,0.00017312227937290583
Reading,23,sent_len:21-35,sentence_length,-0.0017509486823794815,negative_adult_block_farther,0.0005028980324704182,0.0022538467148498996
Reading,24,func_word:the,function_word_identity,0.0015493501604950852,positive_child_block_farther,0.0015526583765738278,3.308216078742697e-06
Reading,25,punct:dash,punctuation,-0.0015073788764880776,negative_adult_block_farther,0.0012052689673121056,0.0027126478438001833
Reading,26,open_len:3-4,open_class_abstract_shape,-0.0015010121281513987,negative_adult_block_farther,0.0002852814991453883,0.001786293627296787
Reading,27,func_word:he,function_word_identity,0.0014645043944102741,positive_child_block_farther,0.0028026416207835476,0.0013381372263732735
Reading,28,open_shape:lower,open_class_abstract_shape,0.0014446464543871208,positive_child_block_farther,0.002257089074965737,0.0008124426205786163
Reading,29,open_has_apostrophe,other,0.0014391826395027463,positive_child_block_farther,0.0015735992943140265,0.00013441665481128012
Reading,30,func_cat:conjunction,function_category,0.0012885105934312359,positive_child_block_farther,0.0012890834557763653,5.728623451294751e-07
Reading,31,sent_len:11-20,sentence_length,0.0012765435873075253,positive_child_block_farther,0.0020813142778284355,0.0008047706905209102
Reading,32,func_word:you,function_word_identity,0.001164130807107004,positive_child_block_farther,0.001196058004404655,3.192719729765099e-05
Reading,33,open_len:12+,open_class_abstract_shape,-0.0011165295104991722,negative_adult_block_farther,0.0005268006281350534,0.0016433301386342255
Reading,34,tok_len:1-2,token_length,-0.0010162026716162916,negative_adult_block_farther,0.0006411242271363024,0.001657326898752594
Reading,35,func_word:yeah,function_word_identity,0.0009935302592708262,positive_child_block_farther,0.0009935302592708262,0.0
Reading,36,func_cat:pronoun,function_category,-0.0009877555343455052,negative_adult_block_farther,0.0012632742900683114,0.0022510298244138166
Reading,37,func_cat:determiner,function_category,0.0009780594714764092,positive_child_block_farther,0.0009815224305788073,3.462959102398008e-06
Reading,38,punct:sentence_!,punctuation,0.0008822660116939072,positive_child_block_farther,0.0015414029125312818,0.0006591369008373746
Reading,39,open_suffix:ion,open_class_abstract_shape,-0.0007585901405057318,negative_adult_block_farther,0.00020188104735684105,0.0009604711878625728
Reading,40,func_word:she,function_word_identity,0.0007029817608685093,positive_child_block_farther,0.0007827606266051067,7.977886573659745e-05
Entity,1,punct:transcript_or_markup,punctuation,0.01559117155774248,positive_child_block_farther,0.015715484887741146,0.00012431332999866663
Entity,2,open_shape:upper,open_class_abstract_shape,0.01537926122401506,positive_child_block_farther,0.017053715737123026,0.0016744545131079658
Entity,3,format:speaker_marker,transcript_or_markup_format,0.015262750855382692,positive_child_block_farther,0.015262750855382692,0.0
Entity,4,func_word:the,function_word_identity,0.010666246781521066,positive_child_block_farther,0.0262356564624682,0.015569409680947133
Entity,5,open_shape:title,open_class_abstract_shape,0.009416587594911069,positive_child_block_farther,0.011514961378782232,0.002098373783871163
Entity,6,tok:number,number_token,0.009412757637584021,positive_child_block_farther,0.022897015948368665,0.013484258310784644
Entity,7,open_len:3-4,open_class_abstract_shape,-0.008006631795422691,negative_adult_block_farther,0.0015209919225625413,0.009527623717985233
Entity,8,func_cat:determiner,function_category,0.006535926455696808,positive_child_block_farther,0.01394542574458733,0.0074094992888905226
Entity,9,punct:quote,punctuation,-0.006526880941400604,negative_adult_block_farther,0.0012179316014644744,0.007744812542865078
Entity,10,open_has_apostrophe,other,0.005860999583872592,positive_child_block_farther,0.008041179140204763,0.0021801795563321713
Entity,11,punct:sentence_?,punctuation,0.005628726027721341,positive_child_block_farther,0.006277733694262528,0.000649007666541187
Entity,12,open_suffix:ed,open_class_abstract_shape,-0.005268290033981136,negative_adult_block_farther,0.0022413401053160945,0.00750963013929723
Entity,13,func_word:and,function_word_identity,0.005033218030380862,positive_child_block_farther,0.009253552465406307,0.004220334435025445
Entity,14,func_cat:discourse,function_category,0.004800244864781956,positive_child_block_farther,0.005863998633777953,0.0010637537689959977
Entity,15,punct:other_punct,punctuation,-0.004372213631226379,negative_adult_block_farther,0.0008666263467618744,0.005238839977988253
Entity,16,tok_len:1-2,token_length,0.0037280328607125837,positive_child_block_farther,0.023326073152763166,0.019598040292050582
Entity,17,func_word:you,function_word_identity,0.0036571067396184978,positive_child_block_farther,0.005037629290240727,0.0013805225506222296
Entity,18,func_cat:auxiliary,function_category,-0.003283162504074939,negative_adult_block_farther,0.01001707463050833,0.01330023713458327
Entity,19,func_cat:conjunction,function_category,0.0032345798508868974,positive_child_block_farther,0.004092454505798017,0.0008578746549111195
Entity,20,sent_len:6-10,sentence_length,-0.0031468039565441222,negative_adult_block_farther,0.00040675111980983643,0.0035535550763539587
Entity,21,punct:bracket,punctuation,0.003114150960101648,positive_child_block_farther,0.005010896124036859,0.0018967451639352111
Entity,22,func_word:of,function_word_identity,-0.0029272359080312928,negative_adult_block_farther,0.000529722550014125,0.003456958458045418
Entity,23,func_cat:pronoun,function_category,0.002765651516610495,positive_child_block_farther,0.02062164990182638,0.017855998385215885
Entity,24,open_len:5-7,open_class_abstract_shape,-0.0026367401460674965,negative_adult_block_farther,0.00024787650779381195,0.0028846166538613084
Entity,25,func_word:in,function_word_identity,-0.0025859496837066756,negative_adult_block_farther,0.0017036889567806474,0.004289638640487323
Entity,26,punct:clause_punct,punctuation,0.0023826968174385753,positive_child_block_farther,0.003732278641180583,0.0013495818237420076
Entity,27,tok_len:3-4,token_length,-0.0023683384352577905,negative_adult_block_farther,6.63611537531321e-05,0.0024346995890109227
