arm,checkpoint,group,n,accuracy_frac,accuracy_pp,pred_not_in_options_frac,pred_option0_frac,pred_option1_frac,pred_option2_frac,pred_option3_frac,pred_option4_frac,pred_index_counts_json
breadth,chck_100M,move_contents_numops_3,406,0.24876847290640394,24.876847290640395,0.0,0.24876847290640394,0.2881773399014778,0.26354679802955666,0.10591133004926108,0.09359605911330049,"{""0"": 101, ""1"": 117, ""2"": 107, ""3"": 43, ""4"": 38}"
breadth,chck_100M,move_contents_numops_4,353,0.254957507082153,25.495750708215297,0.0,0.254957507082153,0.3002832861189802,0.24645892351274787,0.0821529745042493,0.11614730878186968,"{""0"": 90, ""1"": 106, ""2"": 87, ""3"": 29, ""4"": 41}"
breadth,chck_100M,move_contents_numops_5,116,0.3275862068965517,32.758620689655174,0.0,0.3275862068965517,0.1724137931034483,0.25,0.1206896551724138,0.12931034482758622,"{""0"": 38, ""1"": 20, ""2"": 29, ""3"": 14, ""4"": 15}"
breadth,chck_80M,all_18_subtasks,6780,0.24926253687315633,24.926253687315633,0.0,0.24926253687315633,0.28761061946902655,0.2700589970501475,0.09705014749262537,0.09601769911504425,"{""0"": 1690, ""1"": 1950, ""2"": 1831, ""3"": 658, ""4"": 651}"
breadth,chck_80M,zero_ops,1541,0.35431537962362103,35.4315379623621,0.0,0.35431537962362103,0.3082414016872161,0.22517845554834523,0.05256327060350422,0.05970149253731343,"{""0"": 546, ""1"": 475, ""2"": 347, ""3"": 81, ""4"": 92}"
breadth,chck_80M,nonzero_ops,5239,0.21836228287841192,21.83622828784119,0.0,0.21836228287841192,0.28154227906088947,0.2832601641534644,0.11013552204619202,0.10669975186104218,"{""0"": 1144, ""1"": 1475, ""2"": 1484, ""3"": 577, ""4"": 559}"
breadth,chck_80M,numops_0,1541,0.35431537962362103,35.4315379623621,0.0,0.35431537962362103,0.3082414016872161,0.22517845554834523,0.05256327060350422,0.05970149253731343,"{""0"": 546, ""1"": 475, ""2"": 347, ""3"": 81, ""4"": 92}"
breadth,chck_80M,numops_1,1274,0.14678178963893249,14.678178963893249,0.0,0.14678178963893249,0.33124018838304553,0.3202511773940345,0.10047095761381476,0.10125588697017268,"{""0"": 187, ""1"": 422, ""2"": 408, ""3"": 128, ""4"": 129}"
breadth,chck_80M,numops_2,1217,0.20870994248151192,20.87099424815119,0.0,0.20870994248151192,0.31388660640920296,0.27280197206244866,0.11010682004930156,0.09449465899753492,"{""0"": 254, ""1"": 382, ""2"": 332, ""3"": 134, ""4"": 115}"
breadth,chck_80M,numops_3,1240,0.2346774193548387,23.467741935483872,0.0,0.2346774193548387,0.25887096774193546,0.27903225806451615,0.10887096774193548,0.11854838709677419,"{""0"": 291, ""1"": 321, ""2"": 346, ""3"": 135, ""4"": 147}"
breadth,chck_80M,numops_4,1175,0.26978723404255317,26.97872340425532,0.0,0.26978723404255317,0.2374468085106383,0.27489361702127657,0.1072340425531915,0.11063829787234042,"{""0"": 317, ""1"": 279, ""2"": 323, ""3"": 126, ""4"": 130}"
breadth,chck_80M,numops_5,333,0.2852852852852853,28.52852852852853,0.0,0.2852852852852853,0.2132132132132132,0.22522522522522523,0.16216216216216217,0.11411411411411411,"{""0"": 95, ""1"": 71, ""2"": 75, ""3"": 54, ""4"": 38}"
breadth,chck_80M,split_ambiref,2315,0.23801295896328295,23.801295896328295,0.0,0.23801295896328295,0.2673866090712743,0.24665226781857452,0.11663066954643629,0.13131749460043196,"{""0"": 551, ""1"": 619, ""2"": 571, ""3"": 270, ""4"": 304}"
breadth,chck_80M,ambiref_zero_ops,508,0.2618110236220472,26.181102362204726,0.0,0.2618110236220472,0.3188976377952756,0.23622047244094488,0.08464566929133858,0.0984251968503937,"{""0"": 133, ""1"": 162, ""2"": 120, ""3"": 43, ""4"": 50}"
breadth,chck_80M,ambiref_nonzero_ops,1807,0.23132263420033206,23.132263420033205,0.0,0.23132263420033206,0.2529053680132817,0.24958494742667406,0.12562257885998893,0.1405644714997233,"{""0"": 418, ""1"": 457, ""2"": 451, ""3"": 227, ""4"": 254}"
breadth,chck_80M,ambiref_numops_0,508,0.2618110236220472,26.181102362204726,0.0,0.2618110236220472,0.3188976377952756,0.23622047244094488,0.08464566929133858,0.0984251968503937,"{""0"": 133, ""1"": 162, ""2"": 120, ""3"": 43, ""4"": 50}"
breadth,chck_80M,ambiref_numops_1,428,0.14018691588785046,14.018691588785046,0.0,0.14018691588785046,0.352803738317757,0.25,0.12149532710280374,0.13551401869158877,"{""0"": 60, ""1"": 151, ""2"": 107, ""3"": 52, ""4"": 58}"
breadth,chck_80M,ambiref_numops_2,413,0.2179176755447942,21.791767554479417,0.0,0.2179176755447942,0.26634382566585957,0.2542372881355932,0.12832929782082325,0.13317191283292978,"{""0"": 90, ""1"": 110, ""2"": 105, ""3"": 53, ""4"": 55}"
breadth,chck_80M,ambiref_numops_3,409,0.24205378973105135,24.205378973105134,0.0,0.24205378973105135,0.2396088019559902,0.2469437652811736,0.1100244498777506,0.16136919315403422,"{""0"": 99, ""1"": 98, ""2"": 101, ""3"": 45, ""4"": 66}"
breadth,chck_80M,ambiref_numops_4,434,0.2995391705069124,29.953917050691246,0.0,0.2995391705069124,0.18202764976958524,0.2511520737327189,0.1313364055299539,0.1359447004608295,"{""0"": 130, ""1"": 79, ""2"": 109, ""3"": 57, ""4"": 59}"
breadth,chck_80M,ambiref_numops_5,123,0.3170731707317073,31.70731707317073,0.0,0.3170731707317073,0.15447154471544716,0.23577235772357724,0.16260162601626016,0.13008130081300814,"{""0"": 39, ""1"": 19, ""2"": 29, ""3"": 20, ""4"": 16}"
breadth,chck_80M,split_regular,2238,0.24709562109025915,24.709562109025917,0.0,0.24709562109025915,0.3025022341376229,0.29222520107238603,0.08802502234137623,0.07015192135835567,"{""0"": 553, ""1"": 677, ""2"": 654, ""3"": 197, ""4"": 157}"
breadth,chck_80M,regular_zero_ops,517,0.3733075435203095,37.33075435203095,0.0,0.3733075435203095,0.3056092843326886,0.2572533849129594,0.03481624758220503,0.029013539651837523,"{""0"": 193, ""1"": 158, ""2"": 133, ""3"": 18, ""4"": 15}"
breadth,chck_80M,regular_nonzero_ops,1721,0.20918070889018012,20.91807088901801,0.0,0.20918070889018012,0.3015688553166764,0.3027309703660662,0.10400929692039512,0.08251016850668216,"{""0"": 360, ""1"": 519, ""2"": 521, ""3"": 179, ""4"": 142}"
breadth,chck_80M,regular_numops_0,517,0.3733075435203095,37.33075435203095,0.0,0.3733075435203095,0.3056092843326886,0.2572533849129594,0.03481624758220503,0.029013539651837523,"{""0"": 193, ""1"": 158, ""2"": 133, ""3"": 18, ""4"": 15}"
breadth,chck_80M,regular_numops_1,409,0.13447432762836187,13.447432762836186,0.0,0.13447432762836187,0.3374083129584352,0.36185819070904646,0.08312958435207823,0.08312958435207823,"{""0"": 55, ""1"": 138, ""2"": 148, ""3"": 34, ""4"": 34}"
breadth,chck_80M,regular_numops_2,405,0.2074074074074074,20.74074074074074,0.0,0.2074074074074074,0.36049382716049383,0.24444444444444444,0.11358024691358025,0.07407407407407407,"{""0"": 84, ""1"": 146, ""2"": 99, ""3"": 46, ""4"": 30}"
breadth,chck_80M,regular_numops_3,425,0.23529411764705882,23.529411764705884,0.0,0.23529411764705882,0.2541176470588235,0.3176470588235294,0.1011764705882353,0.09176470588235294,"{""0"": 100, ""1"": 108, ""2"": 135, ""3"": 43, ""4"": 39}"
breadth,chck_80M,regular_numops_4,388,0.2551546391752577,25.515463917525775,0.0,0.2551546391752577,0.24484536082474226,0.31443298969072164,0.10051546391752578,0.08505154639175258,"{""0"": 99, ""1"": 95, ""2"": 122, ""3"": 39, ""4"": 33}"
breadth,chck_80M,regular_numops_5,94,0.23404255319148937,23.404255319148938,0.0,0.23404255319148937,0.3404255319148936,0.18085106382978725,0.18085106382978725,0.06382978723404255,"{""0"": 22, ""1"": 32, ""2"": 17, ""3"": 17, ""4"": 6}"
breadth,chck_80M,split_move_contents,2227,0.263134261338123,26.313426133812303,0.0,0.263134261338123,0.29366861248316123,0.27211495285136955,0.08576560395150426,0.08531656937584194,"{""0"": 586, ""1"": 654, ""2"": 606, ""3"": 191, ""4"": 190}"
breadth,chck_80M,move_contents_zero_ops,516,0.4263565891472868,42.63565891472868,0.0,0.4263565891472868,0.3003875968992248,0.1821705426356589,0.03875968992248062,0.05232558139534884,"{""0"": 220, ""1"": 155, ""2"": 94, ""3"": 20, ""4"": 27}"
breadth,chck_80M,move_contents_nonzero_ops,1711,0.21390999415546463,21.390999415546464,0.0,0.21390999415546463,0.29164231443600236,0.2992402104032729,0.09994155464640561,0.09526592635885447,"{""0"": 366, ""1"": 499, ""2"": 512, ""3"": 171, ""4"": 163}"
breadth,chck_80M,move_contents_numops_0,516,0.4263565891472868,42.63565891472868,0.0,0.4263565891472868,0.3003875968992248,0.1821705426356589,0.03875968992248062,0.05232558139534884,"{""0"": 220, ""1"": 155, ""2"": 94, ""3"": 20, ""4"": 27}"
breadth,chck_80M,move_contents_numops_1,437,0.16475972540045766,16.475972540045767,0.0,0.16475972540045766,0.30434782608695654,0.3501144164759725,0.09610983981693363,0.08466819221967964,"{""0"": 72, ""1"": 133, ""2"": 153, ""3"": 42, ""4"": 37}"
breadth,chck_80M,move_contents_numops_2,399,0.20050125313283207,20.050125313283207,0.0,0.20050125313283207,0.3157894736842105,0.3208020050125313,0.08771929824561403,0.07518796992481203,"{""0"": 80, ""1"": 126, ""2"": 128, ""3"": 35, ""4"": 30}"
breadth,chck_80M,move_contents_numops_3,406,0.22660098522167488,22.660098522167488,0.0,0.22660098522167488,0.2832512315270936,0.270935960591133,0.11576354679802955,0.10344827586206896,"{""0"": 92, ""1"": 115, ""2"": 110, ""3"": 47, ""4"": 42}"
breadth,chck_80M,move_contents_numops_4,353,0.24929178470254956,24.929178470254957,0.0,0.24929178470254956,0.29745042492917845,0.26062322946175637,0.08498583569405099,0.10764872521246459,"{""0"": 88, ""1"": 105, ""2"": 92, ""3"": 30, ""4"": 38}"
breadth,chck_80M,move_contents_numops_5,116,0.29310344827586204,29.310344827586206,0.0,0.29310344827586204,0.1724137931034483,0.25,0.14655172413793102,0.13793103448275862,"{""0"": 34, ""1"": 20, ""2"": 29, ""3"": 17, ""4"": 16}"
breadth,chck_90M,all_18_subtasks,6780,0.2513274336283186,25.13274336283186,0.0,0.2513274336283186,0.28584070796460176,0.268141592920354,0.09808259587020648,0.09660766961651918,"{""0"": 1704, ""1"": 1938, ""2"": 1818, ""3"": 665, ""4"": 655}"
breadth,chck_90M,zero_ops,1541,0.35171966255678133,35.17196625567813,0.0,0.35171966255678133,0.30045425048669694,0.23101881894873458,0.05386112913692408,0.06294613887086307,"{""0"": 542, ""1"": 463, ""2"": 356, ""3"": 83, ""4"": 97}"
breadth,chck_90M,nonzero_ops,5239,0.22179805306356176,22.179805306356176,0.0,0.22179805306356176,0.28154227906088947,0.2790608894827257,0.11108990265317809,0.10650887573964497,"{""0"": 1162, ""1"": 1475, ""2"": 1462, ""3"": 582, ""4"": 558}"
breadth,chck_90M,numops_0,1541,0.35171966255678133,35.17196625567813,0.0,0.35171966255678133,0.30045425048669694,0.23101881894873458,0.05386112913692408,0.06294613887086307,"{""0"": 542, ""1"": 463, ""2"": 356, ""3"": 83, ""4"": 97}"
breadth,chck_90M,numops_1,1274,0.14207221350078492,14.207221350078493,0.0,0.14207221350078492,0.33359497645211933,0.3178963893249607,0.10282574568288853,0.10361067503924647,"{""0"": 181, ""1"": 425, ""2"": 405, ""3"": 131, ""4"": 132}"
breadth,chck_90M,numops_2,1217,0.21117502054231718,21.117502054231718,0.0,0.21117502054231718,0.31306491372226786,0.26705012325390304,0.10928512736236648,0.09942481511914544,"{""0"": 257, ""1"": 381, ""2"": 325, ""3"": 133, ""4"": 121}"
breadth,chck_90M,numops_3,1240,0.24838709677419354,24.838709677419356,0.0,0.24838709677419354,0.25887096774193546,0.2685483870967742,0.11209677419354838,0.11209677419354838,"{""0"": 308, ""1"": 321, ""2"": 333, ""3"": 139, ""4"": 139}"
breadth,chck_90M,numops_4,1175,0.2731914893617021,27.319148936170212,0.0,0.2731914893617021,0.24085106382978724,0.26893617021276595,0.10808510638297872,0.10893617021276596,"{""0"": 321, ""1"": 283, ""2"": 316, ""3"": 127, ""4"": 128}"
breadth,chck_90M,numops_5,333,0.2852852852852853,28.52852852852853,0.0,0.2852852852852853,0.19519519519519518,0.24924924924924924,0.15615615615615616,0.11411411411411411,"{""0"": 95, ""1"": 65, ""2"": 83, ""3"": 52, ""4"": 38}"
breadth,chck_90M,split_ambiref,2315,0.23498920086393088,23.49892008639309,0.0,0.23498920086393088,0.26652267818574515,0.2449244060475162,0.1205183585313175,0.1330453563714903,"{""0"": 544, ""1"": 617, ""2"": 567, ""3"": 279, ""4"": 308}"
breadth,chck_90M,ambiref_zero_ops,508,0.2578740157480315,25.787401574803148,0.0,0.2578740157480315,0.3169291338582677,0.24015748031496062,0.08070866141732283,0.10433070866141732,"{""0"": 131, ""1"": 161, ""2"": 122, ""3"": 41, ""4"": 53}"
breadth,chck_90M,ambiref_nonzero_ops,1807,0.2285556170448257,22.855561704482568,0.0,0.2285556170448257,0.2523519645821804,0.24626452684006642,0.13171001660210294,0.14111787493082456,"{""0"": 413, ""1"": 456, ""2"": 445, ""3"": 238, ""4"": 255}"
breadth,chck_90M,ambiref_numops_0,508,0.2578740157480315,25.787401574803148,0.0,0.2578740157480315,0.3169291338582677,0.24015748031496062,0.08070866141732283,0.10433070866141732,"{""0"": 131, ""1"": 161, ""2"": 122, ""3"": 41, ""4"": 53}"
breadth,chck_90M,ambiref_numops_1,428,0.14018691588785046,14.018691588785046,0.0,0.14018691588785046,0.35046728971962615,0.24766355140186916,0.12383177570093458,0.1378504672897196,"{""0"": 60, ""1"": 150, ""2"": 106, ""3"": 53, ""4"": 59}"
breadth,chck_90M,ambiref_numops_2,413,0.22760290556900725,22.760290556900728,0.0,0.22760290556900725,0.26150121065375304,0.2324455205811138,0.13801452784503632,0.14043583535108958,"{""0"": 94, ""1"": 108, ""2"": 96, ""3"": 57, ""4"": 58}"
breadth,chck_90M,ambiref_numops_3,409,0.2469437652811736,24.69437652811736,0.0,0.2469437652811736,0.2371638141809291,0.24205378973105135,0.11735941320293398,0.15647921760391198,"{""0"": 101, ""1"": 97, ""2"": 99, ""3"": 48, ""4"": 64}"
breadth,chck_90M,ambiref_numops_4,434,0.2834101382488479,28.341013824884794,0.0,0.2834101382488479,0.1912442396313364,0.2534562211981567,0.1382488479262673,0.1336405529953917,"{""0"": 123, ""1"": 83, ""2"": 110, ""3"": 60, ""4"": 58}"
breadth,chck_90M,ambiref_numops_5,123,0.2845528455284553,28.45528455284553,0.0,0.2845528455284553,0.14634146341463414,0.2764227642276423,0.16260162601626016,0.13008130081300814,"{""0"": 35, ""1"": 18, ""2"": 34, ""3"": 20, ""4"": 16}"
breadth,chck_90M,split_regular,2238,0.2587131367292225,25.871313672922252,0.0,0.2587131367292225,0.2940125111706881,0.289544235924933,0.08847184986595175,0.06925826630920465,"{""0"": 579, ""1"": 658, ""2"": 648, ""3"": 198, ""4"": 155}"
breadth,chck_90M,regular_zero_ops,517,0.3713733075435203,37.13733075435203,0.0,0.3713733075435203,0.2940038684719536,0.2611218568665377,0.0367504835589942,0.0367504835589942,"{""0"": 192, ""1"": 152, ""2"": 135, ""3"": 19, ""4"": 19}"
breadth,chck_90M,regular_nonzero_ops,1721,0.22486926205694363,22.486926205694363,0.0,0.22486926205694363,0.2940151074956421,0.2980825101685067,0.10400929692039512,0.07902382335851249,"{""0"": 387, ""1"": 506, ""2"": 513, ""3"": 179, ""4"": 136}"
breadth,chck_90M,regular_numops_0,517,0.3713733075435203,37.13733075435203,0.0,0.3713733075435203,0.2940038684719536,0.2611218568665377,0.0367504835589942,0.0367504835589942,"{""0"": 192, ""1"": 152, ""2"": 135, ""3"": 19, ""4"": 19}"
breadth,chck_90M,regular_numops_1,409,0.14180929095354522,14.180929095354523,0.0,0.14180929095354522,0.33251833740831294,0.3594132029339853,0.08312958435207823,0.08312958435207823,"{""0"": 58, ""1"": 136, ""2"": 147, ""3"": 34, ""4"": 34}"
breadth,chck_90M,regular_numops_2,405,0.21728395061728395,21.728395061728396,0.0,0.21728395061728395,0.3530864197530864,0.24938271604938272,0.1037037037037037,0.07654320987654321,"{""0"": 88, ""1"": 143, ""2"": 101, ""3"": 42, ""4"": 31}"
breadth,chck_90M,regular_numops_3,425,0.2541176470588235,25.41176470588235,0.0,0.2541176470588235,0.24941176470588236,0.2988235294117647,0.11529411764705882,0.08235294117647059,"{""0"": 108, ""1"": 106, ""2"": 127, ""3"": 49, ""4"": 35}"
breadth,chck_90M,regular_numops_4,388,0.2860824742268041,28.608247422680414,0.0,0.2860824742268041,0.23969072164948454,0.30412371134020616,0.09536082474226804,0.07474226804123711,"{""0"": 111, ""1"": 93, ""2"": 118, ""3"": 37, ""4"": 29}"
breadth,chck_90M,regular_numops_5,94,0.23404255319148937,23.404255319148938,0.0,0.23404255319148937,0.2978723404255319,0.2127659574468085,0.18085106382978725,0.07446808510638298,"{""0"": 22, ""1"": 28, ""2"": 20, ""3"": 17, ""4"": 7}"
breadth,chck_90M,split_move_contents,2227,0.2608890884598114,26.08890884598114,0.0,0.2608890884598114,0.29770992366412213,0.27076784912438256,0.08441850022451729,0.0862146385271666,"{""0"": 581, ""1"": 663, ""2"": 603, ""3"": 188, ""4"": 192}"
breadth,chck_90M,move_contents_zero_ops,516,0.42441860465116277,42.44186046511628,0.0,0.42441860465116277,0.29069767441860467,0.19186046511627908,0.044573643410852716,0.04844961240310078,"{""0"": 219, ""1"": 150, ""2"": 99, ""3"": 23, ""4"": 25}"
breadth,chck_90M,move_contents_nonzero_ops,1711,0.21157218001168906,21.157218001168907,0.0,0.21157218001168906,0.2998246639392168,0.2945645821157218,0.09643483343074226,0.09760374050263004,"{""0"": 362, ""1"": 513, ""2"": 504, ""3"": 165, ""4"": 167}"
breadth,chck_90M,move_contents_numops_0,516,0.42441860465116277,42.44186046511628,0.0,0.42441860465116277,0.29069767441860467,0.19186046511627908,0.044573643410852716,0.04844961240310078,"{""0"": 219, ""1"": 150, ""2"": 99, ""3"": 23, ""4"": 25}"
breadth,chck_90M,move_contents_numops_1,437,0.14416475972540047,14.416475972540045,0.0,0.14416475972540047,0.3180778032036613,0.34782608695652173,0.10068649885583524,0.08924485125858124,"{""0"": 63, ""1"": 139, ""2"": 152, ""3"": 44, ""4"": 39}"
breadth,chck_90M,move_contents_numops_2,399,0.18796992481203006,18.796992481203006,0.0,0.18796992481203006,0.3258145363408521,0.3208020050125313,0.08521303258145363,0.08020050125313283,"{""0"": 75, ""1"": 130, ""2"": 128, ""3"": 34, ""4"": 32}"
breadth,chck_90M,move_contents_numops_3,406,0.2438423645320197,24.38423645320197,0.0,0.2438423645320197,0.29064039408866993,0.26354679802955666,0.10344827586206896,0.09852216748768473,"{""0"": 99, ""1"": 118, ""2"": 107, ""3"": 42, ""4"": 40}"
