overlap_bin,token_class,contrast,estimand,n_pairs,mean_difference,se_pair_difference,fraction_positive
ALL,overlap,RminusRS,gain_U_vs_N,1200,-0.04189318312370838,0.02962243563470014,0.49083333333333334
high,ALL,RminusC,gain_T_vs_U,400,-0.34370630371198785,0.05377011827184135,0.3625
high,ALL,RminusC,gain_T_vs_N,400,-0.3353974565522973,0.05424615474876835,0.3825
high,ALL,RminusC,gain_U_vs_N,400,0.008308847159690526,0.03138245681859824,0.5275
high,ALL,RSminusC,gain_T_vs_U,400,-0.3277167042970419,0.045281901910733724,0.37
high,ALL,RSminusC,gain_T_vs_N,400,-0.2607520630335663,0.04695504479918561,0.395
high,ALL,RSminusC,gain_U_vs_N,400,0.06696464126347562,0.03302690282447103,0.545
high,ALL,RminusRS,gain_T_vs_U,400,-0.015989599414945897,0.04815885163786841,0.5
high,ALL,RminusRS,gain_T_vs_N,400,-0.07464539351873099,0.04906869843836044,0.465
high,ALL,RminusRS,gain_U_vs_N,400,-0.0586557941037851,0.031330260872783386,0.4625
high,nonoverlap,RminusC,gain_T_vs_U,400,-0.8156134864602549,0.0680193212035238,0.29
high,nonoverlap,RminusC,gain_T_vs_N,400,-0.7942032378523922,0.066927150121565,0.3
high,nonoverlap,RminusC,gain_U_vs_N,400,0.02141024860786275,0.03428777812833296,0.525
high,nonoverlap,RSminusC,gain_T_vs_U,400,-0.32468293139478194,0.04872804887797129,0.36
high,nonoverlap,RSminusC,gain_T_vs_N,400,-0.25144932977389545,0.047868010349529984,0.4025
high,nonoverlap,RSminusC,gain_U_vs_N,400,0.07323360162088648,0.03582969420189797,0.5475
high,nonoverlap,RminusRS,gain_T_vs_U,400,-0.4909305550654729,0.06171085526837872,0.3525
high,nonoverlap,RminusRS,gain_T_vs_N,400,-0.5427539080784967,0.062332043392122026,0.3425
high,nonoverlap,RminusRS,gain_U_vs_N,400,-0.051823353013023744,0.034066680532019736,0.485
high,overlap,RminusC,gain_T_vs_U,400,0.1282008790362791,0.08367072717999052,0.56
high,overlap,RminusC,gain_T_vs_N,400,0.12340832474779745,0.08579927810892192,0.5625
high,overlap,RminusC,gain_U_vs_N,400,-0.004792554288481656,0.05235916040308995,0.5075
high,overlap,RSminusC,gain_T_vs_U,400,-0.33075047719930206,0.078248388463654,0.4375
high,overlap,RSminusC,gain_T_vs_N,400,-0.2700547962932372,0.0814588875317753,0.44
high,overlap,RSminusC,gain_U_vs_N,400,0.06069568090606481,0.052206298973881224,0.5225
high,overlap,RminusRS,gain_T_vs_U,400,0.45895135623558114,0.07730415950950892,0.64
high,overlap,RminusRS,gain_T_vs_N,400,0.3934631210410347,0.07968598318377913,0.6275
high,overlap,RminusRS,gain_U_vs_N,400,-0.06548823519454645,0.0497011205799462,0.4675
low,ALL,RminusC,gain_T_vs_U,400,-0.19946398367280685,0.048491526725611835,0.41
low,ALL,RminusC,gain_T_vs_N,400,-0.1313472183565803,0.04731815513319153,0.4425
low,ALL,RminusC,gain_U_vs_N,400,0.06811676531622653,0.03451664609054133,0.525
low,ALL,RSminusC,gain_T_vs_U,400,-0.24385397418562207,0.04692039345664556,0.405
low,ALL,RSminusC,gain_T_vs_N,400,-0.1764977981069145,0.047461888981704954,0.4225
low,ALL,RSminusC,gain_U_vs_N,400,0.0673561760787076,0.03547912872043041,0.545
low,ALL,RminusRS,gain_T_vs_U,400,0.04438999051281522,0.049857499273959785,0.5375
low,ALL,RminusRS,gain_T_vs_N,400,0.04515057975033415,0.04842139659486011,0.5325
low,ALL,RminusRS,gain_U_vs_N,400,0.0007605892375189238,0.031742736791185173,0.4625
low,nonoverlap,RminusC,gain_T_vs_U,400,-0.34263156235974745,0.05246515683426024,0.3775
low,nonoverlap,RminusC,gain_T_vs_N,400,-0.2843872862811743,0.051941617189964075,0.39
low,nonoverlap,RminusC,gain_U_vs_N,400,0.05824427607857313,0.03687776681372067,0.5475
low,nonoverlap,RSminusC,gain_T_vs_U,400,-0.19025680613568205,0.045972697179256714,0.4225
low,nonoverlap,RSminusC,gain_T_vs_N,400,-0.1180309060411916,0.04603948678535445,0.4375
low,nonoverlap,RSminusC,gain_U_vs_N,400,0.0722259000944905,0.03654085721448199,0.55
low,nonoverlap,RminusRS,gain_T_vs_U,400,-0.1523747562240654,0.04883499085724584,0.485
low,nonoverlap,RminusRS,gain_T_vs_N,400,-0.16635638023998278,0.04979633409330886,0.445
low,nonoverlap,RminusRS,gain_U_vs_N,400,-0.013981624015917375,0.032941891155107914,0.4825
low,overlap,RminusC,gain_T_vs_U,400,-0.05629640498586621,0.07835259837241805,0.48
low,overlap,RminusC,gain_T_vs_N,400,0.021692849568013726,0.07767445975750262,0.5075
low,overlap,RminusC,gain_U_vs_N,400,0.07798925455387994,0.05721402734114771,0.525
low,overlap,RSminusC,gain_T_vs_U,400,-0.297451142235562,0.08342569491046292,0.4225
low,overlap,RSminusC,gain_T_vs_N,400,-0.23496469017263738,0.08318379702957608,0.44
low,overlap,RSminusC,gain_U_vs_N,400,0.0624864520629247,0.0570287282645496,0.54
low,overlap,RminusRS,gain_T_vs_U,400,0.24115473724969583,0.08664860653475691,0.58
low,overlap,RminusRS,gain_T_vs_N,400,0.2566575397406511,0.08449366258077846,0.5825
low,overlap,RminusRS,gain_U_vs_N,400,0.015502802490955238,0.053298470016199806,0.515
medium,ALL,RminusC,gain_T_vs_U,400,-0.2579672601458393,0.054214489929730644,0.41
medium,ALL,RminusC,gain_T_vs_N,400,-0.2741760113183651,0.05306092465367977,0.395
medium,ALL,RminusC,gain_U_vs_N,400,-0.016208751172525817,0.034293128877494625,0.4825
medium,ALL,RSminusC,gain_T_vs_U,400,-0.1957811639635596,0.04518511105674286,0.4225
medium,ALL,RSminusC,gain_T_vs_N,400,-0.17524115665807286,0.045431962515303015,0.4525
medium,ALL,RSminusC,gain_U_vs_N,400,0.020540007305486746,0.032644000111922845,0.5325
medium,ALL,RminusRS,gain_T_vs_U,400,-0.062186096182279764,0.05081350548792608,0.47
medium,ALL,RminusRS,gain_T_vs_N,400,-0.09893485466029231,0.050778342126586926,0.4725
medium,ALL,RminusRS,gain_U_vs_N,400,-0.03674875847801255,0.031864317199618325,0.4925
medium,nonoverlap,RminusC,gain_T_vs_U,400,-0.563245784305036,0.05715232705533445,0.335
medium,nonoverlap,RminusC,gain_T_vs_N,400,-0.5280252631567418,0.059973434889246426,0.3325
medium,nonoverlap,RminusC,gain_U_vs_N,400,0.03522052114829421,0.038511721824642506,0.51
medium,nonoverlap,RSminusC,gain_T_vs_U,400,-0.20188582525899013,0.04349483703716865,0.41
medium,nonoverlap,RSminusC,gain_T_vs_N,400,-0.16886190382220473,0.04813858945639839,0.455
medium,nonoverlap,RSminusC,gain_U_vs_N,400,0.03302392143678541,0.033479089157569655,0.5325
medium,nonoverlap,RminusRS,gain_T_vs_U,400,-0.3613599590460459,0.054550920346368624,0.3925
medium,nonoverlap,RminusRS,gain_T_vs_N,400,-0.35916335933453714,0.056496515715337536,0.39
medium,nonoverlap,RminusRS,gain_U_vs_N,400,0.002196599711508809,0.033142642597845426,0.5025
medium,overlap,RminusC,gain_T_vs_U,400,0.047311264013357376,0.09492657092398198,0.5325
medium,overlap,RminusC,gain_T_vs_N,400,-0.020326759479988472,0.09506272080068817,0.5475
medium,overlap,RminusC,gain_U_vs_N,400,-0.06763802349334581,0.05664989130865056,0.485
medium,overlap,RSminusC,gain_T_vs_U,400,-0.189676502668129,0.08452019697577623,0.4675
medium,overlap,RSminusC,gain_T_vs_N,400,-0.18162040949394098,0.08190541911196032,0.5025
medium,overlap,RSminusC,gain_U_vs_N,400,0.008056093174188081,0.05599781945800301,0.5025
medium,overlap,RminusRS,gain_T_vs_U,400,0.23698776668148638,0.0868335293703695,0.535
medium,overlap,RminusRS,gain_T_vs_N,400,0.1612936500139525,0.0865616567557701,0.565
medium,overlap,RminusRS,gain_U_vs_N,400,-0.07569411666753391,0.0507344668004812,0.49
