column,subtask,n_items,score_70,score_72,score_74,score_76,score_78,score_80,score_82,score_84,score_86,score_88,score_90,score_92,score_94,score_96,score_98,score_100
Entity,regular_1_ops,409,16.13691931540342,15.892420537897312,15.158924205378973,14.180929095354522,16.13691931540342,15.892420537897312,15.403422982885084,15.403422982885084,15.892420537897312,15.647921760391197,16.13691931540342,15.158924205378973,14.91442542787286,14.91442542787286,14.91442542787286,14.91442542787286
Entity,regular_2_ops,405,19.012345679012345,18.765432098765434,19.25925925925926,18.271604938271604,18.765432098765434,19.753086419753085,20.493827160493826,20.493827160493826,21.728395061728396,19.753086419753085,19.753086419753085,19.50617283950617,18.271604938271604,18.765432098765434,19.50617283950617,19.50617283950617
Entity,regular_3_ops,425,23.294117647058822,26.35294117647059,24.705882352941178,24.47058823529412,24.705882352941178,26.11764705882353,28.235294117647058,26.588235294117645,28.705882352941174,28.000000000000004,27.52941176470588,28.235294117647058,26.823529411764707,27.058823529411764,27.294117647058826,27.294117647058826
Entity,regular_4_ops,388,22.164948453608247,23.711340206185564,20.618556701030926,19.329896907216497,19.072164948453608,22.164948453608247,23.969072164948454,24.742268041237114,24.742268041237114,24.22680412371134,23.195876288659793,22.422680412371136,22.68041237113402,22.68041237113402,22.422680412371136,22.68041237113402
Entity,regular_5_ops,94,22.340425531914892,23.404255319148938,24.46808510638298,23.404255319148938,26.595744680851062,28.723404255319153,26.595744680851062,28.723404255319153,26.595744680851062,28.723404255319153,28.723404255319153,28.723404255319153,28.723404255319153,29.78723404255319,29.78723404255319,29.78723404255319
GlobalPIQA,global_piqa_nonparallel,100,48.0,46.0,44.0,46.0,45.0,46.0,47.0,48.0,48.0,48.0,45.0,45.0,45.0,44.0,46.0,46.0
GlobalPIQA,global_piqa_parallel,103,27.184466019417474,29.126213592233007,27.184466019417474,28.155339805825243,31.06796116504854,32.038834951456316,31.06796116504854,32.038834951456316,32.038834951456316,29.126213592233007,32.038834951456316,32.038834951456316,32.038834951456316,31.06796116504854,32.038834951456316,32.038834951456316
Supplement,hypernym,842,50.0,50.3562945368171,50.2375296912114,50.5938242280285,50.475059382422806,49.6437054631829,49.8812351543943,49.7624703087886,50.2375296912114,50.2375296912114,49.524940617577194,49.7624703087886,50.0,49.8812351543943,50.0,50.0
Supplement,qa_congruence_easy,64,60.9375,60.9375,64.0625,60.9375,62.5,60.9375,60.9375,59.375,62.5,60.9375,64.0625,62.5,64.0625,64.0625,64.0625,64.0625
Supplement,qa_congruence_tricky,165,39.39393939393939,43.03030303030303,43.03030303030303,42.42424242424242,41.21212121212121,41.81818181818181,41.21212121212121,44.24242424242424,40.0,40.60606060606061,41.21212121212121,40.60606060606061,40.0,41.81818181818181,41.81818181818181,41.81818181818181
Supplement,subject_aux_inversion,3867,80.11378329454357,79.75174553917765,80.8637186449444,81.92397207137316,82.80320662011896,81.84639255236618,83.32040341349884,83.0618050168089,83.76002068787174,83.55314197051979,82.93250581846394,83.13938453581588,83.55314197051979,83.42384277217482,83.5014222911818,83.4755624515128
Supplement,turn_taking,280,68.21428571428572,69.28571428571428,67.5,68.57142857142857,68.92857142857143,69.28571428571428,68.57142857142857,69.64285714285714,69.28571428571428,69.28571428571428,69.28571428571428,68.92857142857143,68.92857142857143,69.28571428571428,68.92857142857143,68.92857142857143
