sentence_uid,source,row_example_id,axis_row_index,sentence_words,row_words,char_start,char_end,mode,input_form,add_special_tokens,n_target_tokens,n_masked,target_truncated_right,input_content_len,min_masked_input_edge_distance,mean_masked_input_edge_distance,min_masked_target_edge_distance,mean_masked_target_edge_distance,masked_target_edge_bins,loss,endpoint,endpoint_path,description
r2216_s04,open_subtitles,920002216,2216,45,160,477,715,isolation,with_special,True,48,4,False,48,1,9.5,1,9.5,1;8-15;16+;8-15,1.98881995677948,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2224_s04,open_subtitles,920002224,2224,8,160,730,778,isolation,with_special,True,12,1,False,12,0,0.0,0,0.0,0_edge_token,3.598771333694458,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,isolation,with_special,True,10,1,False,10,0,0.0,0,0.0,0_edge_token,0.4948875308036804,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2232_s00,open_subtitles,920002232,2232,10,160,82,127,isolation,with_special,True,13,2,False,13,2,3.0,2,3.0,2-3;4-7,1.2119512557983398,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2233_s07,open_subtitles,920002233,2233,9,160,724,777,isolation,with_special,True,12,3,False,12,3,3.3333333333333335,3,3.3333333333333335,2-3;4-7;2-3,5.625782012939453,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2234_s01,open_subtitles,920002234,2234,9,160,167,216,isolation,with_special,True,11,1,False,11,3,3.0,3,3.0,2-3,0.00025686301523819566,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2257_s05,open_subtitles,920002257,2257,10,160,616,676,isolation,with_special,True,15,3,False,15,3,4.333333333333333,3,4.333333333333333,2-3;4-7;4-7,6.346827030181885,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2260_s04,open_subtitles,920002260,2260,10,160,536,590,isolation,with_special,True,16,1,False,16,5,5.0,5,5.0,4-7,0.0515538826584816,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2264_s04,open_subtitles,920002264,2264,9,160,764,802,isolation,with_special,True,15,4,False,15,1,3.25,1,3.25,4-7;4-7;2-3;1,7.401532173156738,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2268_s04,open_subtitles,920002268,2268,11,160,492,540,isolation,with_special,True,13,4,False,13,0,3.5,0,3.5,0_edge_token;4-7;4-7;2-3,2.9061355590820312,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2270_s08,open_subtitles,920002270,2270,15,160,637,715,isolation,with_special,True,17,2,False,17,1,3.5,1,3.5,4-7;1,8.042072296142578,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2280_s04,open_subtitles,920002280,2280,12,160,488,543,isolation,with_special,True,15,1,False,15,1,1.0,1,1.0,1,4.5143537521362305,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2280_s05,open_subtitles,920002280,2280,12,160,577,629,isolation,with_special,True,13,1,False,13,0,0.0,0,0.0,0_edge_token,0.0727180689573288,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2289_s06,open_subtitles,920002289,2289,16,160,520,601,isolation,with_special,True,22,6,False,22,0,5.5,0,5.5,0_edge_token;4-7;4-7;4-7;8-15;8-15,4.944657325744629,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2292_s08,open_subtitles,920002292,2292,9,160,834,875,isolation,with_special,True,12,1,False,12,0,0.0,0,0.0,0_edge_token,6.478178024291992,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2319_s06,open_subtitles,920002319,2319,9,160,755,792,isolation,with_special,True,13,1,False,13,0,0.0,0,0.0,0_edge_token,3.3846206665039062,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2320_s05,open_subtitles,920002320,2320,14,160,477,546,isolation,with_special,True,18,4,False,18,4,5.25,4,5.25,4-7;4-7;4-7;4-7,4.6671037673950195,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2324_s04,open_subtitles,920002324,2324,10,160,767,811,isolation,with_special,True,13,3,False,13,1,3.3333333333333335,1,3.3333333333333335,1;4-7;4-7,3.098184823989868,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2336_s01,open_subtitles,920002336,2336,15,160,181,263,isolation,with_special,True,18,1,False,18,3,3.0,3,3.0,2-3,0.8476070761680603,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2345_s06,open_subtitles,920002345,2345,12,160,548,597,isolation,with_special,True,22,2,False,22,8,8.5,8,8.5,8-15;8-15,3.495694875717163,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2348_s04,open_subtitles,920002348,2348,9,160,661,715,isolation,with_special,True,13,1,False,13,0,0.0,0,0.0,0_edge_token,8.507667541503906,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2350_s01,open_subtitles,920002350,2350,8,160,159,210,isolation,with_special,True,10,3,False,10,2,2.6666666666666665,2,2.6666666666666665,2-3;4-7;2-3,0.25037455558776855,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2353_s02,open_subtitles,920002353,2353,15,160,155,213,isolation,with_special,True,16,3,False,16,1,2.6666666666666665,1,2.6666666666666665,4-7;2-3;1,3.2791366577148438,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2359_s04,open_subtitles,920002359,2359,13,160,667,733,isolation,with_special,True,18,3,False,18,2,4.333333333333333,2,4.333333333333333,4-7;4-7;2-3,1.4078630208969116,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2360_s03,open_subtitles,920002360,2360,8,160,387,425,isolation,with_special,True,10,1,False,10,0,0.0,0,0.0,0_edge_token,5.9384942054748535,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2379_s04,open_subtitles,920002379,2379,15,160,588,665,isolation,with_special,True,22,3,False,22,1,4.0,1,4.0,8-15;2-3;1,3.2350587844848633,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2383_s02,open_subtitles,920002383,2383,15,160,286,361,isolation,with_special,True,16,4,False,16,2,4.5,2,4.5,4-7;4-7;4-7;2-3,2.483539342880249,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2396_s04,open_subtitles,920002396,2396,30,160,378,520,isolation,with_special,True,31,8,False,31,0,7.125,0,7.125,2-3;4-7;8-15;8-15;8-15;8-15;8-15;0_edge_token,2.866945505142212,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2400_s06,open_subtitles,920002400,2400,10,160,763,815,isolation,with_special,True,12,1,False,12,4,4.0,4,4.0,4-7,0.21456268429756165,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2404_s04,open_subtitles,920002404,2404,10,160,711,776,isolation,with_special,True,18,1,False,18,8,8.0,8,8.0,8-15,4.244843006134033,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2407_s08,open_subtitles,920002407,2407,10,160,601,644,isolation,with_special,True,14,2,False,14,1,3.5,1,3.5,1;4-7,0.6115619540214539,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2410_s03,open_subtitles,920002410,2410,13,160,648,707,isolation,with_special,True,15,1,False,15,4,4.0,4,4.0,4-7,3.98091197013855,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2413_s05,open_subtitles,920002413,2413,13,160,743,811,isolation,with_special,True,18,3,False,18,1,3.6666666666666665,1,3.6666666666666665,1;4-7;4-7,3.083075761795044,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2429_s07,open_subtitles,920002429,2429,12,160,766,837,isolation,with_special,True,20,4,False,20,1,3.75,1,3.75,1;2-3;8-15;4-7,10.395143508911133,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,isolation,with_special,True,13,1,False,13,4,4.0,4,4.0,4-7,3.543010711669922,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2450_s02,open_subtitles,920002450,2450,9,160,161,211,isolation,with_special,True,10,1,False,10,0,0.0,0,0.0,0_edge_token,5.268031120300293,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2451_s00,open_subtitles,920002451,2451,10,160,69,111,isolation,with_special,True,11,1,False,11,0,0.0,0,0.0,0_edge_token,4.823256492614746,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2452_s01,open_subtitles,920002452,2452,8,160,76,121,isolation,with_special,True,12,1,False,12,0,0.0,0,0.0,0_edge_token,0.035596802830696106,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2463_s09,open_subtitles,920002463,2463,8,160,753,806,isolation,with_special,True,14,2,False,14,1,1.5,1,1.5,2-3;1,3.0721802711486816,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2469_s10,open_subtitles,920002469,2469,13,160,695,759,isolation,with_special,True,15,5,False,15,0,2.6,0,2.6,1;4-7;4-7;2-3;0_edge_token,2.5176515579223633,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2483_s03,open_subtitles,920002483,2483,8,160,560,597,isolation,with_special,True,10,2,False,10,0,2.0,0,2.0,4-7;0_edge_token,0.04559503495693207,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2484_s03,open_subtitles,920002484,2484,9,160,623,668,isolation,with_special,True,11,1,False,11,4,4.0,4,4.0,4-7,0.06639361381530762,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2490_s06,open_subtitles,920002490,2490,9,160,679,727,isolation,with_special,True,11,4,False,11,1,3.25,1,3.25,2-3;4-7;4-7;1,7.821315765380859,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2500_s07,open_subtitles,920002500,2500,10,160,680,723,isolation,with_special,True,11,1,False,11,0,0.0,0,0.0,0_edge_token,0.019675560295581818,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2500_s08,open_subtitles,920002500,2500,10,160,724,770,isolation,with_special,True,11,1,False,11,0,0.0,0,0.0,0_edge_token,6.520547866821289,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2505_s06,open_subtitles,920002505,2505,8,160,614,667,isolation,with_special,True,11,1,False,11,0,0.0,0,0.0,0_edge_token,0.0673353299498558,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2506_s01,open_subtitles,920002506,2506,10,160,100,147,isolation,with_special,True,11,3,False,11,1,2.6666666666666665,1,2.6666666666666665,1;2-3;4-7,5.414400100708008,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2513_s03,open_subtitles,920002513,2513,14,160,296,383,isolation,with_special,True,19,3,False,19,2,4.333333333333333,2,4.333333333333333,2-3;4-7;4-7,1.594222903251648,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2520_s06,open_subtitles,920002520,2520,8,160,729,772,isolation,with_special,True,9,1,False,9,0,0.0,0,0.0,0_edge_token,2.167206048965454,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2522_s02,open_subtitles,920002522,2522,10,160,232,276,isolation,with_special,True,11,1,False,11,2,2.0,2,2.0,2-3,0.4560058116912842,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2525_s08,open_subtitles,920002525,2525,11,160,696,770,isolation,with_special,True,17,2,False,17,4,5.0,4,5.0,4-7;4-7,8.451519012451172,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2526_s02,open_subtitles,920002526,2526,11,160,719,777,isolation,with_special,True,12,1,False,12,3,3.0,3,3.0,2-3,2.958167314529419,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2534_s06,open_subtitles,920002534,2534,8,160,673,720,isolation,with_special,True,9,1,False,9,4,4.0,4,4.0,4-7,7.440546035766602,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2562_s07,open_subtitles,920002562,2562,11,160,706,753,isolation,with_special,True,13,2,False,13,1,3.0,1,3.0,4-7;1,3.328138589859009,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2564_s05,open_subtitles,920002564,2564,9,160,737,780,isolation,with_special,True,10,3,False,10,0,1.0,0,1.0,0_edge_token;2-3;1,4.470330715179443,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2566_s04,open_subtitles,920002566,2566,8,160,440,475,isolation,with_special,True,9,1,False,9,0,0.0,0,0.0,0_edge_token,4.969749450683594,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2568_s06,open_subtitles,920002568,2568,10,160,596,656,isolation,with_special,True,11,1,False,11,3,3.0,3,3.0,2-3,1.0990266799926758,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2575_s05,open_subtitles,920002575,2575,13,160,400,461,isolation,with_special,True,17,1,False,17,3,3.0,3,3.0,2-3,4.186460494995117,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2581_s04,open_subtitles,920002581,2581,17,160,537,623,isolation,with_special,True,18,3,False,18,0,1.6666666666666667,0,1.6666666666666667,0_edge_token;4-7;0_edge_token,5.594398498535156,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2582_s05,open_subtitles,920002582,2582,8,160,468,508,isolation,with_special,True,12,1,False,12,0,0.0,0,0.0,0_edge_token,6.100584983825684,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2585_s07,open_subtitles,920002585,2585,15,160,591,659,isolation,with_special,True,19,2,False,19,3,5.0,3,5.0,2-3;4-7,0.5328785181045532,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2587_s05,open_subtitles,920002587,2587,11,160,360,420,isolation,with_special,True,14,1,False,14,6,6.0,6,6.0,4-7,0.35032930970191956,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2594_s08,simple_wiki,920002594,2594,10,160,871,924,isolation,with_special,True,17,3,False,17,3,5.333333333333333,3,5.333333333333333,4-7;4-7;2-3,1.6770905256271362,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2597_s01,simple_wiki,920002597,2597,23,160,221,372,isolation,with_special,True,31,5,False,31,0,5.4,0,5.4,4-7;4-7;8-15;4-7;0_edge_token,4.665494918823242,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2603_s09,simple_wiki,920002603,2603,11,160,940,1023,isolation,with_special,True,17,4,False,17,0,3.0,0,3.0,1;4-7;4-7;0_edge_token,3.4916512966156006,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2605_s06,simple_wiki,920002605,2605,16,160,690,773,isolation,with_special,True,17,2,False,17,4,4.0,4,4.0,4-7;4-7,3.7454657554626465,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2612_s04,simple_wiki,920002612,2612,16,160,427,510,isolation,with_special,True,20,4,False,20,0,4.5,0,4.5,4-7;4-7;4-7;0_edge_token,3.475057363510132,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2612_s06,simple_wiki,920002612,2612,15,160,594,694,isolation,with_special,True,22,4,False,22,1,3.0,1,3.0,1;2-3;4-7;4-7,5.211791515350342,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2622_s04,simple_wiki,920002622,2622,20,160,518,629,isolation,with_special,True,40,3,False,40,1,9.666666666666666,1,9.666666666666666,1;16+;8-15,0.237489715218544,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,isolation,with_special,True,17,4,False,17,0,3.5,0,3.5,0_edge_token;4-7;4-7;1,3.603029489517212,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2626_s02,simple_wiki,920002626,2626,23,160,216,356,isolation,with_special,True,60,9,False,60,3,13.444444444444445,3,13.444444444444445,8-15;8-15;8-15;16+;16+;16+;4-7;4-7;2-3,7.454732418060303,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2632_s08,simple_wiki,920002632,2632,12,160,868,932,isolation,with_special,True,18,2,False,18,4,5.0,4,5.0,4-7;4-7,4.006269931793213,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2633_s02,simple_wiki,920002633,2633,20,160,257,370,isolation,with_special,True,23,3,False,23,6,7.333333333333333,6,7.333333333333333,4-7;8-15;8-15,5.570580005645752,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2637_s00,simple_wiki,920002637,2637,10,160,37,92,isolation,with_special,True,19,5,False,19,0,3.2,0,3.2,2-3;8-15;4-7;1;0_edge_token,2.7981746196746826,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2637_s01,simple_wiki,920002637,2637,13,160,93,163,isolation,with_special,True,22,3,False,22,2,7.0,2,7.0,8-15;8-15;2-3,8.584993362426758,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2639_s03,simple_wiki,920002639,2639,26,160,415,575,isolation,with_special,True,62,9,False,62,3,15.11111111111111,3,15.11111111111111,4-7;16+;16+;16+;16+;16+;16+;8-15;2-3,5.2270097732543945,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2640_s00,simple_wiki,920002640,2640,11,160,0,72,isolation,with_special,True,16,1,False,16,1,1.0,1,1.0,1,10.609859466552734,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2641_s01,simple_wiki,920002641,2641,8,160,105,149,isolation,with_special,True,18,4,False,18,0,2.5,0,2.5,0_edge_token;2-3;4-7;1,1.3353477716445923,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2642_s01,simple_wiki,920002642,2642,34,160,75,250,isolation,with_special,True,65,6,False,65,0,12.666666666666666,0,12.666666666666666,0_edge_token;8-15;16+;16+;8-15;2-3,0.4575246572494507,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2643_s03,simple_wiki,920002643,2643,14,160,187,278,isolation,with_special,True,29,4,False,29,1,7.0,1,7.0,4-7;8-15;8-15;1,3.277581214904785,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
r2653_s07,simple_wiki,920002653,2653,11,160,643,682,isolation,with_special,True,17,3,False,17,1,4.666666666666667,1,4.666666666666667,4-7;4-7;1,9.197012901306152,half_98098_alpha075,experiments/archive/relation_learning/data/format_replay_corrected/half_coherent_half_isolated/seed98098/alpha_0.75,half coherent/half isolated corrected research private endpoint seed98098 alpha0.75
