pair_index,pair_id,probe_id,rewrite_pos,token_class,target_token_id,target_piece,source_token_len,unrelated_source_token_len,neutral_source_token_len,true_source_target_count,unrelated_source_target_count,neutral_source_target_count,true_source_contains_target,unrelated_source_contains_target,neutral_source_contains_target
1357,compact:frontier_consolidation_fwcompact_expansion_043417,rewritecond:1357:9:compact:frontier_consolidation_fwcompact_expansion_043417,9,overlap,6195, Australian,25,25,25,1,0,0,1,0,0
1358,compact:frontier_consolidation_fwcompact_expansion_043523,rewritecond:1358:0:compact:frontier_consolidation_fwcompact_expansion_043523,0,nonoverlap,8199,Federal,15,15,15,0,0,0,0,0,0
1358,compact:frontier_consolidation_fwcompact_expansion_043523,rewritecond:1358:5:compact:frontier_consolidation_fwcompact_expansion_043523,5,nonoverlap,6384, influence,15,15,15,0,0,0,0,0,0
1358,compact:frontier_consolidation_fwcompact_expansion_043523,rewritecond:1358:3:compact:frontier_consolidation_fwcompact_expansion_043523,3,overlap,4741, contract,15,15,15,1,0,0,1,0,0
1358,compact:frontier_consolidation_fwcompact_expansion_043523,rewritecond:1358:6:compact:frontier_consolidation_fwcompact_expansion_043523,6,overlap,12968, wages,15,15,15,1,0,0,1,0,0
1359,compact:frontier_consolidation_fwcompact_expansion_043535,rewritecond:1359:6:compact:frontier_consolidation_fwcompact_expansion_043535,6,nonoverlap,7242, Show,19,19,19,0,0,0,0,0,0
1359,compact:frontier_consolidation_fwcompact_expansion_043535,rewritecond:1359:0:compact:frontier_consolidation_fwcompact_expansion_043535,0,overlap,6364,Gra,19,19,19,1,0,0,1,0,0
1359,compact:frontier_consolidation_fwcompact_expansion_043535,rewritecond:1359:14:compact:frontier_consolidation_fwcompact_expansion_043535,14,overlap,9696, copies,19,19,19,1,0,0,1,0,0
1360,compact:frontier_consolidation_fwcompact_expansion_043538,rewritecond:1360:0:compact:frontier_consolidation_fwcompact_expansion_043538,0,overlap,11260,Press,21,21,21,1,0,0,1,0,0
1360,compact:frontier_consolidation_fwcompact_expansion_043538,rewritecond:1360:18:compact:frontier_consolidation_fwcompact_expansion_043538,18,overlap,13962, colours,21,21,21,1,0,0,1,0,0
1361,compact:frontier_consolidation_fwcompact_expansion_043541,rewritecond:1361:0:compact:frontier_consolidation_fwcompact_expansion_043541,0,nonoverlap,1549,Go,29,29,29,0,0,0,0,0,0
1361,compact:frontier_consolidation_fwcompact_expansion_043541,rewritecond:1361:2:compact:frontier_consolidation_fwcompact_expansion_043541,2,overlap,5480, Fil,29,29,29,1,0,0,1,0,0
1361,compact:frontier_consolidation_fwcompact_expansion_043541,rewritecond:1361:26:compact:frontier_consolidation_fwcompact_expansion_043541,26,overlap,3186, OK,29,29,29,1,0,0,1,0,0
1362,compact:frontier_consolidation_fwcompact_expansion_043548,rewritecond:1362:0:compact:frontier_consolidation_fwcompact_expansion_043548,0,nonoverlap,6151,Back,12,12,12,0,0,0,0,0,0
1362,compact:frontier_consolidation_fwcompact_expansion_043548,rewritecond:1362:2:compact:frontier_consolidation_fwcompact_expansion_043548,2,nonoverlap,755, before,12,12,12,0,0,0,0,0,0
1362,compact:frontier_consolidation_fwcompact_expansion_043548,rewritecond:1362:3:compact:frontier_consolidation_fwcompact_expansion_043548,3,overlap,1826, front,12,12,12,1,0,0,1,0,0
1363,compact:frontier_consolidation_fwcompact_expansion_043607,rewritecond:1363:1:compact:frontier_consolidation_fwcompact_expansion_043607,1,nonoverlap,3056, stopped,15,15,15,0,0,0,0,0,0
1363,compact:frontier_consolidation_fwcompact_expansion_043607,rewritecond:1363:8:compact:frontier_consolidation_fwcompact_expansion_043607,8,nonoverlap,4821, worried,15,15,15,0,0,0,0,0,0
1363,compact:frontier_consolidation_fwcompact_expansion_043607,rewritecond:1363:0:compact:frontier_consolidation_fwcompact_expansion_043607,0,overlap,4906,Jesus,15,15,15,1,0,0,1,0,0
1363,compact:frontier_consolidation_fwcompact_expansion_043607,rewritecond:1363:7:compact:frontier_consolidation_fwcompact_expansion_043607,7,overlap,3423,ples,15,15,15,1,0,0,1,0,0
1364,compact:frontier_consolidation_fwcompact_expansion_043682,rewritecond:1364:3:compact:frontier_consolidation_fwcompact_expansion_043682,3,nonoverlap,5666, helps,15,15,15,0,0,0,0,0,0
1364,compact:frontier_consolidation_fwcompact_expansion_043682,rewritecond:1364:7:compact:frontier_consolidation_fwcompact_expansion_043682,7,nonoverlap,278,ly,15,15,15,0,0,0,0,0,0
1364,compact:frontier_consolidation_fwcompact_expansion_043682,rewritecond:1364:0:compact:frontier_consolidation_fwcompact_expansion_043682,0,overlap,4081,Rec,15,15,15,1,0,0,1,0,0
1364,compact:frontier_consolidation_fwcompact_expansion_043682,rewritecond:1364:6:compact:frontier_consolidation_fwcompact_expansion_043682,6,overlap,5995, positive,15,15,15,1,0,0,1,0,0
1365,compact:frontier_consolidation_fwcompact_expansion_043746,rewritecond:1365:1:compact:frontier_consolidation_fwcompact_expansion_043746,1,nonoverlap,3190, mix,13,13,13,0,0,0,0,0,0
1365,compact:frontier_consolidation_fwcompact_expansion_043746,rewritecond:1365:2:compact:frontier_consolidation_fwcompact_expansion_043746,2,nonoverlap,5666, helps,13,13,13,0,0,0,0,0,0
1365,compact:frontier_consolidation_fwcompact_expansion_043746,rewritecond:1365:4:compact:frontier_consolidation_fwcompact_expansion_043746,4,overlap,7763,ika,13,13,13,1,0,0,1,0,0
1365,compact:frontier_consolidation_fwcompact_expansion_043746,rewritecond:1365:6:compact:frontier_consolidation_fwcompact_expansion_043746,6,overlap,3616, spread,13,13,13,1,0,0,1,0,0
1366,compact:frontier_consolidation_fwcompact_expansion_044042,rewritecond:1366:0:compact:frontier_consolidation_fwcompact_expansion_044042,0,overlap,1115,Re,13,13,13,1,0,0,1,0,0
1366,compact:frontier_consolidation_fwcompact_expansion_044042,rewritecond:1366:11:compact:frontier_consolidation_fwcompact_expansion_044042,11,overlap,12373, Philadelphia,13,13,13,1,0,0,1,0,0
1367,compact:frontier_consolidation_fwcompact_expansion_044133,rewritecond:1367:0:compact:frontier_consolidation_fwcompact_expansion_044133,0,overlap,7803,Add,19,19,19,1,0,0,1,0,0
1367,compact:frontier_consolidation_fwcompact_expansion_044133,rewritecond:1367:14:compact:frontier_consolidation_fwcompact_expansion_044133,14,overlap,548,lf,19,19,19,1,0,0,1,0,0
1368,compact:frontier_consolidation_fwcompact_expansion_044142,rewritecond:1368:1:compact:frontier_consolidation_fwcompact_expansion_044142,1,nonoverlap,3937,lend,14,14,14,0,0,0,0,0,0
1368,compact:frontier_consolidation_fwcompact_expansion_044142,rewritecond:1368:3:compact:frontier_consolidation_fwcompact_expansion_044142,3,nonoverlap,1808, makes,14,14,14,0,0,0,0,0,0
1368,compact:frontier_consolidation_fwcompact_expansion_044142,rewritecond:1368:5:compact:frontier_consolidation_fwcompact_expansion_044142,5,overlap,6619, delicious,14,14,14,1,0,0,1,0,0
1368,compact:frontier_consolidation_fwcompact_expansion_044142,rewritecond:1368:6:compact:frontier_consolidation_fwcompact_expansion_044142,6,overlap,7032, shake,14,14,14,1,0,0,1,0,0
1369,compact:frontier_consolidation_fwcompact_expansion_044199,rewritecond:1369:0:compact:frontier_consolidation_fwcompact_expansion_044199,0,nonoverlap,15584,Eth,14,14,14,0,0,0,0,0,0
1369,compact:frontier_consolidation_fwcompact_expansion_044199,rewritecond:1369:8:compact:frontier_consolidation_fwcompact_expansion_044199,8,nonoverlap,456,ally,14,14,14,0,0,0,0,0,0
1369,compact:frontier_consolidation_fwcompact_expansion_044199,rewritecond:1369:11:compact:frontier_consolidation_fwcompact_expansion_044199,11,overlap,6966, industrial,14,14,14,1,0,0,1,0,0
1369,compact:frontier_consolidation_fwcompact_expansion_044199,rewritecond:1369:12:compact:frontier_consolidation_fwcompact_expansion_044199,12,overlap,3528, product,14,14,14,1,0,0,1,0,0
1370,compact:frontier_consolidation_fwcompact_expansion_044230,rewritecond:1370:1:compact:frontier_consolidation_fwcompact_expansion_044230,1,nonoverlap,3087,resh,20,20,20,0,0,0,0,0,0
1370,compact:frontier_consolidation_fwcompact_expansion_044230,rewritecond:1370:8:compact:frontier_consolidation_fwcompact_expansion_044230,8,nonoverlap,14738, markets,20,20,20,0,0,0,0,0,0
1370,compact:frontier_consolidation_fwcompact_expansion_044230,rewritecond:1370:2:compact:frontier_consolidation_fwcompact_expansion_044230,2,overlap,2395, ve,20,20,20,1,0,0,1,0,0
1370,compact:frontier_consolidation_fwcompact_expansion_044230,rewritecond:1370:10:compact:frontier_consolidation_fwcompact_expansion_044230,10,overlap,15650, nutrition,20,20,20,1,0,0,1,0,0
1371,compact:frontier_consolidation_fwcompact_expansion_044260,rewritecond:1371:3:compact:frontier_consolidation_fwcompact_expansion_044260,3,nonoverlap,12992, kills,13,13,13,0,0,0,0,0,0
1371,compact:frontier_consolidation_fwcompact_expansion_044260,rewritecond:1371:4:compact:frontier_consolidation_fwcompact_expansion_044260,4,nonoverlap,830, many,13,13,13,0,0,0,0,0,0
1371,compact:frontier_consolidation_fwcompact_expansion_044260,rewritecond:1371:0:compact:frontier_consolidation_fwcompact_expansion_044260,0,overlap,811,Ch,13,13,13,1,0,0,1,0,0
1371,compact:frontier_consolidation_fwcompact_expansion_044260,rewritecond:1371:6:compact:frontier_consolidation_fwcompact_expansion_044260,6,overlap,15942, germs,13,13,13,1,0,0,1,0,0
1372,compact:frontier_consolidation_fwcompact_expansion_044357,rewritecond:1372:0:compact:frontier_consolidation_fwcompact_expansion_044357,0,overlap,9461,Card,23,23,23,1,0,0,1,0,0
1372,compact:frontier_consolidation_fwcompact_expansion_044357,rewritecond:1372:17:compact:frontier_consolidation_fwcompact_expansion_044357,17,overlap,2668,co,23,23,23,1,0,0,1,0,0
1373,compact:frontier_consolidation_fwcompact_expansion_044497,rewritecond:1373:1:compact:frontier_consolidation_fwcompact_expansion_044497,1,nonoverlap,397,ack,22,22,22,0,0,0,0,0,0
1373,compact:frontier_consolidation_fwcompact_expansion_044497,rewritecond:1373:19:compact:frontier_consolidation_fwcompact_expansion_044497,19,nonoverlap,5805, collection,22,22,22,0,0,0,0,0,0
1373,compact:frontier_consolidation_fwcompact_expansion_044497,rewritecond:1373:3:compact:frontier_consolidation_fwcompact_expansion_044497,3,overlap,1921, birth,22,22,22,1,0,0,1,0,0
1373,compact:frontier_consolidation_fwcompact_expansion_044497,rewritecond:1373:18:compact:frontier_consolidation_fwcompact_expansion_044497,18,overlap,4210, data,22,22,22,1,0,0,1,0,0
1374,compact:frontier_consolidation_fwcompact_expansion_044509,rewritecond:1374:15:compact:frontier_consolidation_fwcompact_expansion_044509,15,nonoverlap,6184, Step,24,24,24,0,0,0,0,0,0
1374,compact:frontier_consolidation_fwcompact_expansion_044509,rewritecond:1374:0:compact:frontier_consolidation_fwcompact_expansion_044509,0,overlap,4698,Give,24,24,24,1,0,0,1,0,0
1374,compact:frontier_consolidation_fwcompact_expansion_044509,rewritecond:1374:12:compact:frontier_consolidation_fwcompact_expansion_044509,12,overlap,9883, Page,24,24,24,1,0,0,1,0,0
1375,compact:frontier_consolidation_fwcompact_expansion_044561,rewritecond:1375:0:compact:frontier_consolidation_fwcompact_expansion_044561,0,nonoverlap,7775,Hard,13,13,13,0,0,0,0,0,0
1375,compact:frontier_consolidation_fwcompact_expansion_044561,rewritecond:1375:2:compact:frontier_consolidation_fwcompact_expansion_044561,2,nonoverlap,15892, pays,13,13,13,0,0,0,0,0,0
1375,compact:frontier_consolidation_fwcompact_expansion_044561,rewritecond:1375:3:compact:frontier_consolidation_fwcompact_expansion_044561,3,overlap,564, off,13,13,13,1,0,0,1,0,0
1375,compact:frontier_consolidation_fwcompact_expansion_044561,rewritecond:1375:6:compact:frontier_consolidation_fwcompact_expansion_044561,6,overlap,3845, ways,13,13,13,1,0,0,1,0,0
1376,compact:frontier_consolidation_fwcompact_expansion_044758,rewritecond:1376:0:compact:frontier_consolidation_fwcompact_expansion_044758,0,nonoverlap,7499,Us,16,16,16,0,0,0,0,0,0
1376,compact:frontier_consolidation_fwcompact_expansion_044758,rewritecond:1376:7:compact:frontier_consolidation_fwcompact_expansion_044758,7,nonoverlap,897, found,16,16,16,0,0,0,0,0,0
1376,compact:frontier_consolidation_fwcompact_expansion_044758,rewritecond:1376:3:compact:frontier_consolidation_fwcompact_expansion_044758,3,overlap,5812, damage,16,16,16,1,0,0,1,0,0
1376,compact:frontier_consolidation_fwcompact_expansion_044758,rewritecond:1376:5:compact:frontier_consolidation_fwcompact_expansion_044758,5,overlap,12020, defect,16,16,16,1,0,0,1,0,0
1377,compact:frontier_consolidation_fwcompact_expansion_044806,rewritecond:1377:5:compact:frontier_consolidation_fwcompact_expansion_044806,5,nonoverlap,9783, internal,19,19,19,0,0,0,0,0,0
1377,compact:frontier_consolidation_fwcompact_expansion_044806,rewritecond:1377:8:compact:frontier_consolidation_fwcompact_expansion_044806,8,nonoverlap,14271, external,19,19,19,0,0,0,0,0,0
1377,compact:frontier_consolidation_fwcompact_expansion_044806,rewritecond:1377:1:compact:frontier_consolidation_fwcompact_expansion_044806,1,overlap,457, said,19,19,19,1,0,0,1,0,0
1377,compact:frontier_consolidation_fwcompact_expansion_044806,rewritecond:1377:3:compact:frontier_consolidation_fwcompact_expansion_044806,3,overlap,1799,ises,19,19,19,1,0,0,1,0,0
1378,compact:frontier_consolidation_fwcompact_expansion_044836,rewritecond:1378:3:compact:frontier_consolidation_fwcompact_expansion_044836,3,nonoverlap,1503, started,24,24,24,0,0,0,0,0,0
1378,compact:frontier_consolidation_fwcompact_expansion_044836,rewritecond:1378:1:compact:frontier_consolidation_fwcompact_expansion_044836,1,overlap,502,ther,24,24,24,1,0,0,1,0,0
1378,compact:frontier_consolidation_fwcompact_expansion_044836,rewritecond:1378:15:compact:frontier_consolidation_fwcompact_expansion_044836,15,overlap,3295, mid,24,24,24,1,0,0,1,0,0
1379,compact:frontier_consolidation_fwcompact_expansion_044846,rewritecond:1379:2:compact:frontier_consolidation_fwcompact_expansion_044846,2,nonoverlap,1550, means,19,19,19,0,0,0,0,0,0
1379,compact:frontier_consolidation_fwcompact_expansion_044846,rewritecond:1379:8:compact:frontier_consolidation_fwcompact_expansion_044846,8,nonoverlap,1550, means,19,19,19,0,0,0,0,0,0
1379,compact:frontier_consolidation_fwcompact_expansion_044846,rewritecond:1379:1:compact:frontier_consolidation_fwcompact_expansion_044846,1,overlap,8904,ASE,19,19,19,1,0,0,1,0,0
1379,compact:frontier_consolidation_fwcompact_expansion_044846,rewritecond:1379:10:compact:frontier_consolidation_fwcompact_expansion_044846,10,overlap,2420,band,19,19,19,2,0,0,1,0,0
1380,compact:frontier_consolidation_fwcompact_expansion_044853,rewritecond:1380:3:compact:frontier_consolidation_fwcompact_expansion_044853,3,nonoverlap,2674, meant,17,17,17,0,0,0,0,0,0
1380,compact:frontier_consolidation_fwcompact_expansion_044853,rewritecond:1380:9:compact:frontier_consolidation_fwcompact_expansion_044853,9,nonoverlap,2711,itted,17,17,17,0,0,0,0,0,0
1380,compact:frontier_consolidation_fwcompact_expansion_044853,rewritecond:1380:1:compact:frontier_consolidation_fwcompact_expansion_044853,1,overlap,1732, rece,17,17,17,1,0,0,1,0,0
1380,compact:frontier_consolidation_fwcompact_expansion_044853,rewritecond:1380:7:compact:frontier_consolidation_fwcompact_expansion_044853,7,overlap,15822,rans,17,17,17,1,0,0,1,0,0
1381,compact:frontier_consolidation_fwcompact_expansion_044955,rewritecond:1381:3:compact:frontier_consolidation_fwcompact_expansion_044955,3,nonoverlap,6853, records,17,17,17,0,0,0,0,0,0
1381,compact:frontier_consolidation_fwcompact_expansion_044955,rewritecond:1381:4:compact:frontier_consolidation_fwcompact_expansion_044955,4,overlap,1279, heart,17,17,17,1,0,0,1,0,0
1381,compact:frontier_consolidation_fwcompact_expansion_044955,rewritecond:1381:7:compact:frontier_consolidation_fwcompact_expansion_044955,7,overlap,6027, activity,17,17,17,1,0,0,1,0,0
1382,compact:frontier_consolidation_fwcompact_expansion_044979,rewritecond:1382:3:compact:frontier_consolidation_fwcompact_expansion_044979,3,nonoverlap,3546, helped,15,15,15,0,0,0,0,0,0
1382,compact:frontier_consolidation_fwcompact_expansion_044979,rewritecond:1382:5:compact:frontier_consolidation_fwcompact_expansion_044979,5,nonoverlap,2736, learn,15,15,15,0,0,0,0,0,0
1382,compact:frontier_consolidation_fwcompact_expansion_044979,rewritecond:1382:1:compact:frontier_consolidation_fwcompact_expansion_044979,1,overlap,9975, keen,15,15,15,1,0,0,1,0,0
1382,compact:frontier_consolidation_fwcompact_expansion_044979,rewritecond:1382:8:compact:frontier_consolidation_fwcompact_expansion_044979,8,overlap,6393,osis,15,15,15,1,0,0,1,0,0
1383,compact:frontier_consolidation_fwcompact_expansion_044999,rewritecond:1383:2:compact:frontier_consolidation_fwcompact_expansion_044999,2,nonoverlap,5162, causes,22,22,22,0,0,0,0,0,0
1383,compact:frontier_consolidation_fwcompact_expansion_044999,rewritecond:1383:8:compact:frontier_consolidation_fwcompact_expansion_044999,8,nonoverlap,976, feel,22,22,22,0,0,0,0,0,0
1383,compact:frontier_consolidation_fwcompact_expansion_044999,rewritecond:1383:1:compact:frontier_consolidation_fwcompact_expansion_044999,1,overlap,2602, position,22,22,22,1,0,0,1,0,0
1383,compact:frontier_consolidation_fwcompact_expansion_044999,rewritecond:1383:12:compact:frontier_consolidation_fwcompact_expansion_044999,12,overlap,1040,ness,22,22,22,1,0,0,1,0,0
1384,compact:frontier_consolidation_fwcompact_expansion_045016,rewritecond:1384:1:compact:frontier_consolidation_fwcompact_expansion_045016,1,nonoverlap,12754,arents,19,19,19,0,0,0,0,0,0
1384,compact:frontier_consolidation_fwcompact_expansion_045016,rewritecond:1384:9:compact:frontier_consolidation_fwcompact_expansion_045016,9,nonoverlap,550, good,19,19,19,0,0,0,0,0,0
1384,compact:frontier_consolidation_fwcompact_expansion_045016,rewritecond:1384:3:compact:frontier_consolidation_fwcompact_expansion_045016,3,overlap,1045, use,19,19,19,1,0,0,1,0,0
1384,compact:frontier_consolidation_fwcompact_expansion_045016,rewritecond:1384:10:compact:frontier_consolidation_fwcompact_expansion_045016,10,overlap,6343, actions,19,19,19,1,0,0,1,0,0
1385,compact:frontier_consolidation_fwcompact_expansion_045027,rewritecond:1385:0:compact:frontier_consolidation_fwcompact_expansion_045027,0,nonoverlap,9295,Talk,14,14,14,0,0,0,0,0,0
1385,compact:frontier_consolidation_fwcompact_expansion_045027,rewritecond:1385:1:compact:frontier_consolidation_fwcompact_expansion_045027,1,nonoverlap,14285, openly,14,14,14,0,0,0,0,0,0
1385,compact:frontier_consolidation_fwcompact_expansion_045027,rewritecond:1385:3:compact:frontier_consolidation_fwcompact_expansion_045027,3,overlap,391, your,14,14,14,1,0,0,1,0,0
1385,compact:frontier_consolidation_fwcompact_expansion_045027,rewritecond:1385:4:compact:frontier_consolidation_fwcompact_expansion_045027,4,overlap,2184, kids,14,14,14,1,0,0,1,0,0
1386,compact:frontier_consolidation_fwcompact_expansion_045104,rewritecond:1386:3:compact:frontier_consolidation_fwcompact_expansion_045104,3,nonoverlap,444, wor,20,20,20,0,0,0,0,0,0
1386,compact:frontier_consolidation_fwcompact_expansion_045104,rewritecond:1386:6:compact:frontier_consolidation_fwcompact_expansion_045104,6,nonoverlap,13701, hyper,20,20,20,0,0,0,0,0,0
1386,compact:frontier_consolidation_fwcompact_expansion_045104,rewritecond:1386:1:compact:frontier_consolidation_fwcompact_expansion_045104,1,overlap,899, things,20,20,20,1,0,0,1,0,0
1386,compact:frontier_consolidation_fwcompact_expansion_045104,rewritecond:1386:8:compact:frontier_consolidation_fwcompact_expansion_045104,8,overlap,5191,ension,20,20,20,2,0,0,1,0,0
1387,compact:frontier_consolidation_fwcompact_expansion_045246,rewritecond:1387:1:compact:frontier_consolidation_fwcompact_expansion_045246,1,overlap,2150,uct,19,19,19,1,0,0,1,0,0
1387,compact:frontier_consolidation_fwcompact_expansion_045246,rewritecond:1387:15:compact:frontier_consolidation_fwcompact_expansion_045246,15,overlap,6395,ivity,19,19,19,1,0,0,1,0,0
1388,compact:frontier_consolidation_fwcompact_expansion_045311,rewritecond:1388:0:compact:frontier_consolidation_fwcompact_expansion_045311,0,overlap,1997,Good,14,14,14,1,0,0,1,0,0
1388,compact:frontier_consolidation_fwcompact_expansion_045311,rewritecond:1388:9:compact:frontier_consolidation_fwcompact_expansion_045311,9,overlap,6111, healthy,14,14,14,1,0,0,1,0,0
1389,compact:frontier_consolidation_fwcompact_expansion_045332,rewritecond:1389:1:compact:frontier_consolidation_fwcompact_expansion_045332,1,nonoverlap,5666, helps,17,17,17,0,0,0,0,0,0
1389,compact:frontier_consolidation_fwcompact_expansion_045332,rewritecond:1389:6:compact:frontier_consolidation_fwcompact_expansion_045332,6,nonoverlap,985, better,17,17,17,0,0,0,0,0,0
1389,compact:frontier_consolidation_fwcompact_expansion_045332,rewritecond:1389:2:compact:frontier_consolidation_fwcompact_expansion_045332,2,overlap,3222, students,17,17,17,1,0,0,1,0,0
1389,compact:frontier_consolidation_fwcompact_expansion_045332,rewritecond:1389:5:compact:frontier_consolidation_fwcompact_expansion_045332,5,overlap,16365, concepts,17,17,17,1,0,0,1,0,0
1390,compact:frontier_consolidation_fwcompact_expansion_045340,rewritecond:1390:0:compact:frontier_consolidation_fwcompact_expansion_045340,0,nonoverlap,3262,School,18,18,18,0,0,0,0,0,0
1390,compact:frontier_consolidation_fwcompact_expansion_045340,rewritecond:1390:12:compact:frontier_consolidation_fwcompact_expansion_045340,12,nonoverlap,1673, words,18,18,18,0,0,0,0,0,0
1390,compact:frontier_consolidation_fwcompact_expansion_045340,rewritecond:1390:3:compact:frontier_consolidation_fwcompact_expansion_045340,3,overlap,8596, classroom,18,18,18,1,0,0,1,0,0
1390,compact:frontier_consolidation_fwcompact_expansion_045340,rewritecond:1390:11:compact:frontier_consolidation_fwcompact_expansion_045340,11,overlap,2708, written,18,18,18,1,0,0,1,0,0
1391,compact:frontier_consolidation_fwcompact_expansion_045361,rewritecond:1391:0:compact:frontier_consolidation_fwcompact_expansion_045361,0,nonoverlap,3483,Many,14,14,14,0,0,0,0,0,0
1391,compact:frontier_consolidation_fwcompact_expansion_045361,rewritecond:1391:5:compact:frontier_consolidation_fwcompact_expansion_045361,5,nonoverlap,10526, exposure,14,14,14,0,0,0,0,0,0
1391,compact:frontier_consolidation_fwcompact_expansion_045361,rewritecond:1391:1:compact:frontier_consolidation_fwcompact_expansion_045361,1,overlap,5286, companies,14,14,14,1,0,0,1,0,0
1391,compact:frontier_consolidation_fwcompact_expansion_045361,rewritecond:1391:3:compact:frontier_consolidation_fwcompact_expansion_045361,3,overlap,4448, heat,14,14,14,1,0,0,1,0,0
1392,compact:frontier_consolidation_fwcompact_expansion_045546,rewritecond:1392:5:compact:frontier_consolidation_fwcompact_expansion_045546,5,nonoverlap,644, after,17,17,17,0,0,0,0,0,0
1392,compact:frontier_consolidation_fwcompact_expansion_045546,rewritecond:1392:7:compact:frontier_consolidation_fwcompact_expansion_045546,7,nonoverlap,212,ing,17,17,17,0,0,0,0,0,0
1392,compact:frontier_consolidation_fwcompact_expansion_045546,rewritecond:1392:1:compact:frontier_consolidation_fwcompact_expansion_045546,1,overlap,12289, rehe,17,17,17,1,0,0,1,0,0
1392,compact:frontier_consolidation_fwcompact_expansion_045546,rewritecond:1392:6:compact:frontier_consolidation_fwcompact_expansion_045546,6,overlap,2632, cool,17,17,17,1,0,0,1,0,0
1393,compact:frontier_consolidation_fwcompact_expansion_045562,rewritecond:1393:1:compact:frontier_consolidation_fwcompact_expansion_045562,1,nonoverlap,2433, sol,15,15,15,0,0,0,0,0,0
1393,compact:frontier_consolidation_fwcompact_expansion_045562,rewritecond:1393:5:compact:frontier_consolidation_fwcompact_expansion_045562,5,nonoverlap,706, need,15,15,15,0,0,0,0,0,0
1393,compact:frontier_consolidation_fwcompact_expansion_045562,rewritecond:1393:3:compact:frontier_consolidation_fwcompact_expansion_045562,3,overlap,8685, centuries,15,15,15,1,0,0,1,0,0
1393,compact:frontier_consolidation_fwcompact_expansion_045562,rewritecond:1393:9:compact:frontier_consolidation_fwcompact_expansion_045562,9,overlap,3834, iron,15,15,15,1,0,0,1,0,0
1394,compact:frontier_consolidation_fwcompact_expansion_045647,rewritecond:1394:2:compact:frontier_consolidation_fwcompact_expansion_045647,2,nonoverlap,501, now,12,12,12,0,0,0,0,0,0
1394,compact:frontier_consolidation_fwcompact_expansion_045647,rewritecond:1394:6:compact:frontier_consolidation_fwcompact_expansion_045647,6,nonoverlap,278,ly,12,12,12,0,0,0,0,0,0
1394,compact:frontier_consolidation_fwcompact_expansion_045647,rewritecond:1394:4:compact:frontier_consolidation_fwcompact_expansion_045647,4,overlap,4990, pressure,12,12,12,1,0,0,1,0,0
1394,compact:frontier_consolidation_fwcompact_expansion_045647,rewritecond:1394:5:compact:frontier_consolidation_fwcompact_expansion_045647,5,overlap,6906, unique,12,12,12,1,0,0,1,0,0
1395,compact:frontier_consolidation_fwcompact_expansion_045660,rewritecond:1395:1:compact:frontier_consolidation_fwcompact_expansion_045660,1,nonoverlap,626, un,16,16,16,0,0,0,0,0,0
1395,compact:frontier_consolidation_fwcompact_expansion_045660,rewritecond:1395:8:compact:frontier_consolidation_fwcompact_expansion_045660,8,nonoverlap,1990,ering,16,16,16,0,0,0,0,0,0
1395,compact:frontier_consolidation_fwcompact_expansion_045660,rewritecond:1395:5:compact:frontier_consolidation_fwcompact_expansion_045660,5,overlap,10727, disagre,16,16,16,1,0,0,1,0,0
1395,compact:frontier_consolidation_fwcompact_expansion_045660,rewritecond:1395:9:compact:frontier_consolidation_fwcompact_expansion_045660,9,overlap,15932, collaboration,16,16,16,1,0,0,1,0,0
1396,compact:frontier_consolidation_fwcompact_expansion_045775,rewritecond:1396:0:compact:frontier_consolidation_fwcompact_expansion_045775,0,nonoverlap,8099,Floss,23,23,23,0,0,0,0,0,0
1396,compact:frontier_consolidation_fwcompact_expansion_045775,rewritecond:1396:1:compact:frontier_consolidation_fwcompact_expansion_045775,1,overlap,914, night,23,23,23,1,0,0,1,0,0
1396,compact:frontier_consolidation_fwcompact_expansion_045775,rewritecond:1396:7:compact:frontier_consolidation_fwcompact_expansion_045775,7,overlap,533, time,23,23,23,2,0,0,1,0,0
1397,compact:frontier_consolidation_fwcompact_expansion_045872,rewritecond:1397:1:compact:frontier_consolidation_fwcompact_expansion_045872,1,nonoverlap,4598,fection,16,16,16,0,0,0,0,0,0
1397,compact:frontier_consolidation_fwcompact_expansion_045872,rewritecond:1397:3:compact:frontier_consolidation_fwcompact_expansion_045872,3,nonoverlap,7195, doctors,16,16,16,0,0,0,0,0,0
1397,compact:frontier_consolidation_fwcompact_expansion_045872,rewritecond:1397:5:compact:frontier_consolidation_fwcompact_expansion_045872,5,overlap,947, pres,16,16,16,1,0,0,1,0,0
1397,compact:frontier_consolidation_fwcompact_expansion_045872,rewritecond:1397:9:compact:frontier_consolidation_fwcompact_expansion_045872,9,overlap,15117,iotics,16,16,16,1,0,0,1,0,0
1398,compact:frontier_consolidation_fwcompact_expansion_045992,rewritecond:1398:3:compact:frontier_consolidation_fwcompact_expansion_045992,3,nonoverlap,1542, live,18,18,18,0,0,0,0,0,0
1398,compact:frontier_consolidation_fwcompact_expansion_045992,rewritecond:1398:4:compact:frontier_consolidation_fwcompact_expansion_045992,4,nonoverlap,552, over,18,18,18,0,0,0,0,0,0
1398,compact:frontier_consolidation_fwcompact_expansion_045992,rewritecond:1398:0:compact:frontier_consolidation_fwcompact_expansion_045992,0,overlap,15501,Norfolk,18,18,18,1,0,0,1,0,0
