sentence_uid,source,row_example_id,axis_row_index,sentence_words,row_words,char_start,char_end,mode,n_target_tokens,n_masked,target_truncated_right,loss,arm,family,relation,seed,checkpoint,description
r0097_s02,bnc_spoken,920000097,97,11,160,415,477,row_context,14,2,False,2.112858295440674,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0098_s05,bnc_spoken,920000098,98,12,160,352,412,row_context,14,3,False,6.841352939605713,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0098_s07,bnc_spoken,920000098,98,18,160,554,644,row_context,20,4,False,2.774686098098755,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0099_s03,bnc_spoken,920000099,99,21,160,366,478,row_context,25,3,False,5.080050945281982,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0100_s06,bnc_spoken,920000100,100,10,160,732,796,row_context,17,1,False,6.477435111999512,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0102_s01,bnc_spoken,920000102,102,14,160,205,284,row_context,18,2,False,0.6109409928321838,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0102_s05,bnc_spoken,920000102,102,45,160,557,762,row_context,55,7,False,1.9515529870986938,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0104_s03,bnc_spoken,920000104,104,27,160,440,579,row_context,41,6,False,4.889255523681641,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0108_s04,bnc_spoken,920000108,108,45,160,573,801,row_context,52,8,False,3.516867160797119,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0109_s01,bnc_spoken,920000109,109,19,160,46,160,row_context,24,1,False,0.28813233971595764,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0109_s02,bnc_spoken,920000109,109,18,160,161,250,row_context,23,4,False,3.4663829803466797,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0110_s02,bnc_spoken,920000110,110,27,160,351,506,row_context,28,6,False,2.4450619220733643,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0115_s01,bnc_spoken,920000115,115,23,160,81,214,row_context,32,6,False,4.712690830230713,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0117_s03,bnc_spoken,920000117,117,41,160,408,621,row_context,55,6,False,5.266625881195068,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0121_s05,bnc_spoken,920000121,121,9,160,661,720,row_context,12,2,False,5.9620161056518555,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0122_s01,bnc_spoken,920000122,122,45,160,65,285,row_context,54,9,False,2.243976593017578,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0124_s02,bnc_spoken,920000124,124,36,160,445,637,row_context,48,8,False,4.132575511932373,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0130_s03,bnc_spoken,920000130,130,45,160,414,653,row_context,52,5,False,1.4191997051239014,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0131_s02,bnc_spoken,920000131,131,45,160,442,682,row_context,54,7,False,3.68595290184021,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0137_s03,bnc_spoken,920000137,137,45,160,351,567,row_context,49,13,False,4.222179412841797,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0139_s03,bnc_spoken,920000139,139,41,160,306,552,row_context,49,5,False,2.700439929962158,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0139_s05,bnc_spoken,920000139,139,26,160,623,761,row_context,31,4,False,1.4378414154052734,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0140_s03,bnc_spoken,920000140,140,27,160,364,519,row_context,35,1,False,1.2338436841964722,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0141_s01,bnc_spoken,920000141,141,24,160,114,261,row_context,33,8,False,5.478686809539795,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0145_s00,bnc_spoken,920000145,145,45,160,0,245,row_context,50,12,False,4.7671685218811035,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0150_s00,bnc_spoken,920000150,150,45,160,0,264,row_context,63,7,False,4.369312286376953,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0155_s00,bnc_spoken,920000155,155,45,160,0,287,row_context,66,10,False,5.570024490356445,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,row_context,31,8,False,3.2795920372009277,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0156_s04,bnc_spoken,920000156,156,8,160,859,894,row_context,8,1,False,0.20144179463386536,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0158_s05,bnc_spoken,920000158,158,24,160,799,940,row_context,32,8,False,3.0917515754699707,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0163_s04,bnc_spoken,920000163,163,28,160,735,888,row_context,30,7,False,5.457094669342041,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0165_s03,bnc_spoken,920000165,165,32,160,567,740,row_context,37,4,False,1.8809852600097656,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0169_s02,bnc_spoken,920000169,169,12,160,123,181,row_context,15,2,False,1.2596665620803833,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0169_s06,bnc_spoken,920000169,169,17,160,484,554,row_context,20,4,False,0.9563004970550537,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0171_s03,bnc_spoken,920000171,171,23,160,393,514,row_context,27,4,False,1.7135359048843384,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,row_context,63,10,False,3.851074695587158,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0174_s06,bnc_spoken,920000174,174,21,160,727,831,row_context,24,3,False,4.633223533630371,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0177_s03,bnc_spoken,920000177,177,45,160,395,613,row_context,56,9,False,5.067984104156494,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0177_s05,bnc_spoken,920000177,177,9,160,747,794,row_context,11,2,False,0.3848467171192169,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0179_s06,bnc_spoken,920000179,179,13,160,658,732,row_context,20,4,False,4.508910179138184,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0181_s02,bnc_spoken,920000181,181,17,160,259,349,row_context,20,1,False,6.103748798370361,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0182_s00,bnc_spoken,920000182,182,10,160,0,55,row_context,13,2,False,1.8589262962341309,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0191_s04,bnc_spoken,920000191,191,14,160,500,578,row_context,15,1,False,7.485743999481201,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0194_s00,bnc_spoken,920000194,194,45,160,0,208,row_context,52,9,False,1.1383764743804932,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0196_s01,bnc_spoken,920000196,196,45,160,178,378,row_context,48,3,False,0.8778226375579834,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0196_s02,bnc_spoken,920000196,196,24,160,379,497,row_context,28,3,False,7.6868062019348145,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0197_s05,bnc_spoken,920000197,197,15,160,524,601,row_context,18,4,False,1.9417128562927246,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0199_s03,bnc_spoken,920000199,199,26,160,594,727,row_context,29,4,False,6.752392768859863,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0206_s03,bnc_spoken,920000206,206,12,160,784,849,row_context,15,3,False,4.247079372406006,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0207_s00,bnc_spoken,920000207,207,8,160,0,37,row_context,11,1,False,6.669532775878906,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0210_s00,bnc_spoken,920000210,210,14,160,78,180,row_context,18,1,False,2.4903030395507812,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0213_s04,bnc_spoken,920000213,213,25,160,544,666,row_context,31,3,False,6.971978664398193,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0215_s04,bnc_spoken,920000215,215,14,160,789,869,row_context,18,2,False,3.875333070755005,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0216_s02,bnc_spoken,920000216,216,39,160,347,629,row_context,59,8,False,4.13633918762207,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0220_s07,childes,920000220,220,18,160,790,890,row_context,0,0,True,nan,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0223_s08,childes,920000223,223,11,160,757,810,row_context,14,4,True,0.14478202164173126,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0235_s02,childes,920000235,235,19,160,388,479,row_context,26,5,False,1.605940580368042,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0245_s04,childes,920000245,245,11,160,494,546,row_context,21,5,False,2.6503729820251465,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0256_s02,childes,920000256,256,10,160,150,198,row_context,15,2,False,1.8891310691833496,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0261_s02,childes,920000261,261,9,160,138,185,row_context,14,4,False,0.08843474835157394,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0266_s02,childes,920000266,266,14,160,429,512,row_context,22,3,False,0.6306726336479187,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0270_s04,childes,920000270,270,9,160,575,622,row_context,15,1,False,0.005194856319576502,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0271_s05,childes,920000271,271,19,160,465,550,row_context,23,3,False,0.9290345311164856,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0278_s07,childes,920000278,278,8,160,842,878,row_context,0,0,True,nan,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0285_s01,childes,920000285,285,11,160,578,625,row_context,16,1,False,0.001456629834137857,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0292_s07,childes,920000292,292,11,160,646,702,row_context,18,4,False,1.4033668041229248,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0294_s05,childes,920000294,294,12,160,702,777,row_context,17,3,True,2.34989595413208,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0298_s03,childes,920000298,298,9,160,419,469,row_context,14,3,False,1.046073079109192,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0299_s06,childes,920000299,299,13,160,738,808,row_context,18,1,False,1.985045313835144,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0312_s07,childes,920000312,312,8,160,543,579,row_context,12,1,False,2.296217918395996,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0316_s01,childes,920000316,316,17,160,234,314,row_context,20,2,False,3.225008487701416,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0343_s04,childes,920000343,343,8,160,363,400,row_context,13,1,False,0.018369199708104134,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0344_s00,childes,920000344,344,8,160,38,74,row_context,13,2,False,0.008043220266699791,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0345_s09,childes,920000345,345,8,160,758,794,row_context,9,1,True,2.659730911254883,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0347_s01,childes,920000347,347,11,160,99,146,row_context,16,5,False,1.1678931713104248,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0349_s00,childes,920000349,349,9,160,110,151,row_context,14,6,False,0.5943109393119812,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0350_s06,childes,920000350,350,10,160,703,755,row_context,14,1,True,0.0006932000978849828,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0353_s03,childes,920000353,353,8,160,523,558,row_context,12,2,False,0.011890621855854988,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0356_s02,childes,920000356,356,11,160,392,447,row_context,18,5,False,0.16043488681316376,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0360_s02,childes,920000360,360,21,160,419,516,row_context,28,7,False,2.1374340057373047,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0367_s02,childes,920000367,367,18,160,266,369,row_context,25,1,False,1.0949746370315552,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0372_s03,childes,920000372,372,12,160,865,926,row_context,0,0,True,nan,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0395_s05,childes,920000395,395,9,160,468,513,row_context,14,3,False,0.6758138537406921,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0398_s02,childes,920000398,398,10,160,269,320,row_context,13,2,False,0.7000960111618042,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0405_s02,childes,920000405,405,22,160,338,460,row_context,30,4,False,1.5453124046325684,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0407_s04,childes,920000407,407,10,160,647,697,row_context,14,1,False,0.010099027305841446,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
r0414_s06,childes,920000414,414,10,160,632,703,row_context,23,2,False,0.4056515693664551,OFF43022,compact_experience,OFF,43022,chck_100M,"official lengthmatched, no qwen pair practice"
