case_id,family,train_group,actor_group,event_pol,affected_query,final_pol,affected_slot,query_slot,mode,alpha,layer,margin_correct_foil,head_correct,state0_minus_state1
F196_01544,warm_cool,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-7.0303932428359985,False,7.0303932428359985
F196_01545,warm_cool,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-10.035775534808636,False,-10.035775534808636
F196_01546,warm_cool,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,10.22532431781292,True,-10.22532431781292
F196_01547,warm_cool,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,10.16311114281416,True,-10.16311114281416
F196_01548,warm_cool,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-10.258373446762562,False,-10.258373446762562
F196_01549,warm_cool,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-7.490796305239201,False,7.490796305239201
F196_01550,warm_cool,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,7.240704447031021,True,7.240704447031021
F196_01551,warm_cool,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,7.548836812376976,True,7.548836812376976
F196_01552,warm_cool,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-6.987349532544613,False,6.987349532544613
F196_01553,warm_cool,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-10.022622473537922,False,-10.022622473537922
F196_01554,warm_cool,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,10.251211039721966,True,-10.251211039721966
F196_01555,warm_cool,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,10.181301712989807,True,-10.181301712989807
F196_01556,warm_cool,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-10.302026465535164,False,-10.302026465535164
F196_01557,warm_cool,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-7.382224448025227,False,7.382224448025227
F196_01558,warm_cool,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,7.080623209476471,True,7.080623209476471
F196_01559,warm_cool,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,7.446333982050419,True,7.446333982050419
F196_01560,warm_cool,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-6.799984335899353,False,6.799984335899353
F196_01561,warm_cool,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-9.953777611255646,False,-9.953777611255646
F196_01562,warm_cool,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,10.124633766710758,True,-10.124633766710758
F196_01563,warm_cool,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,10.068422764539719,True,-10.068422764539719
F196_01564,warm_cool,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-10.161031261086464,False,-10.161031261086464
F196_01565,warm_cool,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-7.8455494567751884,False,7.8455494567751884
F196_01566,warm_cool,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,7.555001653730869,True,7.555001653730869
F196_01567,warm_cool,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,7.873679757118225,True,7.873679757118225
F196_01568,warm_cool,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-7.288291119039059,False,7.288291119039059
F196_01569,warm_cool,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-9.960626903921366,False,-9.960626903921366
F196_01570,warm_cool,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,10.174400247633457,True,-10.174400247633457
F196_01571,warm_cool,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,10.083700403571129,True,-10.083700403571129
F196_01572,warm_cool,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-10.210504181683064,False,-10.210504181683064
F196_01573,warm_cool,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-7.778740331530571,False,7.778740331530571
F196_01574,warm_cool,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,7.5163082256913185,True,7.5163082256913185
F196_01575,warm_cool,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,7.835133716464043,True,7.835133716464043
F196_01576,warm_cool,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-7.266338735818863,False,7.266338735818863
F196_01577,warm_cool,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-10.193653285503387,False,-10.193653285503387
F196_01578,warm_cool,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,10.3518660441041,True,-10.3518660441041
F196_01579,warm_cool,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,10.300307288765907,True,-10.300307288765907
F196_01580,warm_cool,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-10.368348076939583,False,-10.368348076939583
F196_01581,warm_cool,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-7.706493183970451,False,7.706493183970451
F196_01582,warm_cool,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,7.4949855878949165,True,7.4949855878949165
F196_01583,warm_cool,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,7.767097741365433,True,7.767097741365433
F196_01584,warm_cool,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-7.241793371737003,False,7.241793371737003
F196_01585,warm_cool,heldout_family,heldout_actor,0,1,0,A,A,add_swapped,1.0,5,-10.08190929889679,False,-10.08190929889679
F196_01586,warm_cool,heldout_family,heldout_actor,0,0,1,A,B,add_swapped,1.0,5,10.27389158308506,True,-10.27389158308506
F196_01587,warm_cool,heldout_family,heldout_actor,0,0,1,B,A,add_swapped,1.0,5,10.20582651346922,True,-10.20582651346922
F196_01588,warm_cool,heldout_family,heldout_actor,0,1,0,B,B,add_swapped,1.0,5,-10.291385062038898,False,-10.291385062038898
F196_01589,warm_cool,heldout_family,heldout_actor,1,1,1,A,A,add_swapped,1.0,5,-7.548132345080376,False,7.548132345080376
F196_01590,warm_cool,heldout_family,heldout_actor,1,0,0,A,B,add_swapped,1.0,5,7.227561987936497,True,7.227561987936497
F196_01591,warm_cool,heldout_family,heldout_actor,1,0,0,B,A,add_swapped,1.0,5,7.584344461560249,True,7.584344461560249
F196_01592,warm_cool,heldout_family,heldout_actor,1,1,1,B,B,add_swapped,1.0,5,-6.968681745231152,False,6.968681745231152
F196_01593,warm_cool,heldout_family,heldout_actor,0,1,0,A,A,add_swapped,1.0,5,-10.054880619049072,False,-10.054880619049072
F196_01594,warm_cool,heldout_family,heldout_actor,0,0,1,A,B,add_swapped,1.0,5,10.215120993554592,True,-10.215120993554592
F196_01595,warm_cool,heldout_family,heldout_actor,0,0,1,B,A,add_swapped,1.0,5,10.15499908477068,True,-10.15499908477068
F196_01596,warm_cool,heldout_family,heldout_actor,0,1,0,B,B,add_swapped,1.0,5,-10.228737235069275,False,-10.228737235069275
F196_01597,warm_cool,heldout_family,heldout_actor,1,1,1,A,A,add_swapped,1.0,5,-7.769572742283344,False,7.769572742283344
F196_01598,warm_cool,heldout_family,heldout_actor,1,0,0,A,B,add_swapped,1.0,5,7.495219215750694,True,7.495219215750694
F196_01599,warm_cool,heldout_family,heldout_actor,1,0,0,B,A,add_swapped,1.0,5,7.829342752695084,True,7.829342752695084
F196_01600,warm_cool,heldout_family,heldout_actor,1,1,1,B,B,add_swapped,1.0,5,-7.248244732618332,False,7.248244732618332
F196_01601,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.901130765676498,False,-6.901130765676498
F196_01602,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,6.999451130628586,True,-6.999451130628586
F196_01603,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,6.990455746650696,True,-6.990455746650696
F196_01604,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-7.028117924928665,False,-7.028117924928665
F196_01605,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.120257139205933,False,5.120257139205933
F196_01606,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,4.925033420324326,True,4.925033420324326
F196_01607,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.167852342128754,True,5.167852342128754
F196_01608,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-4.783144533634186,False,4.783144533634186
F196_01609,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.761999130249023,False,-6.761999130249023
F196_01610,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,6.81495600938797,True,-6.81495600938797
F196_01611,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,6.861277222633362,True,-6.861277222633362
F196_01612,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-6.85317987203598,False,-6.85317987203598
F196_01613,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.290519699454308,False,5.290519699454308
F196_01614,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,5.172874271869659,True,5.172874271869659
F196_01615,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.318846821784973,True,5.318846821784973
F196_01616,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-5.034477025270462,False,5.034477025270462
F196_01617,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.981857776641846,False,-6.981857776641846
F196_01618,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,7.030088782310486,True,-7.030088782310486
F196_01619,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,7.05884113907814,True,-7.05884113907814
F196_01620,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-7.071604073047638,False,-7.071604073047638
F196_01621,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.176678508520126,False,5.176678508520126
F196_01622,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,5.0157798528671265,True,5.0157798528671265
F196_01623,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.193009108304977,True,5.193009108304977
F196_01624,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-4.891817331314087,False,4.891817331314087
F196_01625,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.9892624616622925,False,-6.9892624616622925
F196_01626,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,7.037511646747589,True,-7.037511646747589
F196_01627,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,7.070265471935272,True,-7.070265471935272
F196_01628,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-7.0939620435237885,False,-7.0939620435237885
F196_01629,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.049283087253571,False,5.049283087253571
F196_01630,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,4.869763761758804,True,4.869763761758804
F196_01631,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.09806627035141,True,5.09806627035141
F196_01632,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-4.769995212554932,False,4.769995212554932
F196_01633,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.992231458425522,False,-6.992231458425522
F196_01634,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,7.035783439874649,True,-7.035783439874649
F196_01635,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,7.073004752397537,True,-7.073004752397537
F196_01636,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-7.0804063975811005,False,-7.0804063975811005
F196_01637,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.2894501984119415,False,5.2894501984119415
F196_01638,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,5.131505191326141,True,5.131505191326141
F196_01639,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.328667938709259,True,5.328667938709259
F196_01640,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-5.0193756222724915,False,5.0193756222724915
F196_01641,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.829116597771645,False,-6.829116597771645
F196_01642,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,6.905276328325272,True,-6.905276328325272
F196_01643,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,6.888555064797401,True,-6.888555064797401
F196_01644,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-6.942120313644409,False,-6.942120313644409
F196_01645,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.152690649032593,False,5.152690649032593
F196_01646,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,4.9352275133132935,True,4.9352275133132935
F196_01647,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.181838363409042,True,5.181838363409042
F196_01648,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-4.82930189371109,False,4.82930189371109
F196_01649,loose_tight,heldout_family,heldout_actor,0,1,0,A,A,add_swapped,1.0,5,-6.941257894039154,False,-6.941257894039154
F196_01650,loose_tight,heldout_family,heldout_actor,0,0,1,A,B,add_swapped,1.0,5,7.005767464637756,True,-7.005767464637756
F196_01651,loose_tight,heldout_family,heldout_actor,0,0,1,B,A,add_swapped,1.0,5,7.017368942499161,True,-7.017368942499161
F196_01652,loose_tight,heldout_family,heldout_actor,0,1,0,B,B,add_swapped,1.0,5,-7.052255362272263,False,-7.052255362272263
F196_01653,loose_tight,heldout_family,heldout_actor,1,1,1,A,A,add_swapped,1.0,5,-5.095710605382919,False,5.095710605382919
F196_01654,loose_tight,heldout_family,heldout_actor,1,0,0,A,B,add_swapped,1.0,5,4.877793371677399,True,4.877793371677399
F196_01655,loose_tight,heldout_family,heldout_actor,1,0,0,B,A,add_swapped,1.0,5,5.137026637792587,True,5.137026637792587
F196_01656,loose_tight,heldout_family,heldout_actor,1,1,1,B,B,add_swapped,1.0,5,-4.752782642841339,False,4.752782642841339
F196_01657,loose_tight,heldout_family,heldout_actor,0,1,0,A,A,add_swapped,1.0,5,-6.814887672662735,False,-6.814887672662735
F196_01658,loose_tight,heldout_family,heldout_actor,0,0,1,A,B,add_swapped,1.0,5,6.869323551654816,True,-6.869323551654816
F196_01659,loose_tight,heldout_family,heldout_actor,0,0,1,B,A,add_swapped,1.0,5,6.8995101749897,True,-6.8995101749897
F196_01660,loose_tight,heldout_family,heldout_actor,0,1,0,B,B,add_swapped,1.0,5,-6.915505826473236,False,-6.915505826473236
F196_01661,loose_tight,heldout_family,heldout_actor,1,1,1,A,A,add_swapped,1.0,5,-5.366616249084473,False,5.366616249084473
F196_01662,loose_tight,heldout_family,heldout_actor,1,0,0,A,B,add_swapped,1.0,5,5.206647634506226,True,5.206647634506226
F196_01663,loose_tight,heldout_family,heldout_actor,1,0,0,B,A,add_swapped,1.0,5,5.4121725261211395,True,5.4121725261211395
F196_01664,loose_tight,heldout_family,heldout_actor,1,1,1,B,B,add_swapped,1.0,5,-5.068059951066971,False,5.068059951066971
F196_01665,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.563456624746323,False,-6.563456624746323
F196_01666,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,6.361113727092743,True,-6.361113727092743
F196_01667,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,6.5097858011722565,True,-6.5097858011722565
F196_01668,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-6.269274979829788,False,-6.269274979829788
F196_01669,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-4.9889757335186005,False,4.9889757335186005
F196_01670,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,5.2867394387722015,True,5.2867394387722015
F196_01671,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.181193679571152,True,5.181193679571152
F196_01672,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-5.1872043907642365,False,5.1872043907642365
F196_01673,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.44557049870491,False,-6.44557049870491
F196_01674,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,6.190760046243668,True,-6.190760046243668
F196_01675,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,6.409093976020813,True,-6.409093976020813
F196_01676,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-6.10123547911644,False,-6.10123547911644
F196_01677,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.213462561368942,False,5.213462561368942
F196_01678,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,5.507659539580345,True,5.507659539580345
F196_01679,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.367743626236916,True,5.367743626236916
F196_01680,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-5.390950471162796,False,5.390950471162796
F196_01681,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.6810658276081085,False,-6.6810658276081085
F196_01682,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,6.421865344047546,True,-6.421865344047546
F196_01683,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,6.627175390720367,True,-6.627175390720367
F196_01684,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-6.330220401287079,False,-6.330220401287079
F196_01685,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.10979038476944,False,5.10979038476944
F196_01686,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,5.37199804186821,True,5.37199804186821
F196_01687,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.2824254631996155,True,5.2824254631996155
F196_01688,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-5.284860789775848,False,5.284860789775848
F196_01689,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.675426214933395,False,-6.675426214933395
F196_01690,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,6.435388147830963,True,-6.435388147830963
F196_01691,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,6.595542758703232,True,-6.595542758703232
F196_01692,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-6.3300192058086395,False,-6.3300192058086395
F196_01693,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-4.977475702762604,False,4.977475702762604
F196_01694,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,5.206063628196716,True,5.206063628196716
F196_01695,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.16732719540596,True,5.16732719540596
F196_01696,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-5.138999849557877,False,5.138999849557877
F196_01697,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.68295419216156,False,-6.68295419216156
F196_01698,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,6.45507276058197,True,-6.45507276058197
F196_01699,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,6.61816942691803,True,-6.61816942691803
F196_01700,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-6.36118945479393,False,-6.36118945479393
F196_01701,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.162408798933029,False,5.162408798933029
F196_01702,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,5.476932764053345,True,5.476932764053345
F196_01703,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.340810239315033,True,5.340810239315033
F196_01704,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-5.377837508916855,False,5.377837508916855
F196_01705,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.471541672945023,False,-6.471541672945023
F196_01706,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,6.23848032951355,True,-6.23848032951355
F196_01707,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,6.396600157022476,True,-6.396600157022476
F196_01708,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-6.153314620256424,False,-6.153314620256424
F196_01709,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.034931808710098,False,5.034931808710098
F196_01710,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,5.302953332662582,True,5.302953332662582
F196_01711,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.200619429349899,True,5.200619429349899
F196_01712,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-5.228607505559921,False,5.228607505559921
F196_01713,loose_tight,heldout_family,heldout_actor,0,1,0,A,A,add_swapped,1.0,5,-6.624782681465149,False,-6.624782681465149
F196_01714,loose_tight,heldout_family,heldout_actor,0,0,1,A,B,add_swapped,1.0,5,6.384880691766739,True,-6.384880691766739
F196_01715,loose_tight,heldout_family,heldout_actor,0,0,1,B,A,add_swapped,1.0,5,6.549585819244385,True,-6.549585819244385
F196_01716,loose_tight,heldout_family,heldout_actor,0,1,0,B,B,add_swapped,1.0,5,-6.283748120069504,False,-6.283748120069504
F196_01717,loose_tight,heldout_family,heldout_actor,1,1,1,A,A,add_swapped,1.0,5,-5.006192862987518,False,5.006192862987518
F196_01718,loose_tight,heldout_family,heldout_actor,1,0,0,A,B,add_swapped,1.0,5,5.281650871038437,True,5.281650871038437
F196_01719,loose_tight,heldout_family,heldout_actor,1,0,0,B,A,add_swapped,1.0,5,5.1751512587070465,True,5.1751512587070465
F196_01720,loose_tight,heldout_family,heldout_actor,1,1,1,B,B,add_swapped,1.0,5,-5.183885484933853,False,5.183885484933853
F196_01721,loose_tight,heldout_family,heldout_actor,0,1,0,A,A,add_swapped,1.0,5,-6.50128111243248,False,-6.50128111243248
F196_01722,loose_tight,heldout_family,heldout_actor,0,0,1,A,B,add_swapped,1.0,5,6.246216267347336,True,-6.246216267347336
F196_01723,loose_tight,heldout_family,heldout_actor,0,0,1,B,A,add_swapped,1.0,5,6.436847448348999,True,-6.436847448348999
F196_01724,loose_tight,heldout_family,heldout_actor,0,1,0,B,B,add_swapped,1.0,5,-6.136296421289444,False,-6.136296421289444
F196_01725,loose_tight,heldout_family,heldout_actor,1,1,1,A,A,add_swapped,1.0,5,-5.271359294652939,False,5.271359294652939
F196_01726,loose_tight,heldout_family,heldout_actor,1,0,0,A,B,add_swapped,1.0,5,5.53443643450737,True,5.53443643450737
F196_01727,loose_tight,heldout_family,heldout_actor,1,0,0,B,A,add_swapped,1.0,5,5.430834203958511,True,5.430834203958511
F196_01728,loose_tight,heldout_family,heldout_actor,1,1,1,B,B,add_swapped,1.0,5,-5.426659911870956,False,5.426659911870956
F196_01729,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.507009565830231,False,-6.507009565830231
F196_01730,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,6.744542106986046,True,-6.744542106986046
F196_01731,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,6.679764822125435,True,-6.679764822125435
F196_01732,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-6.740107402205467,False,-6.740107402205467
F196_01733,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.460586249828339,False,5.460586249828339
F196_01734,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,5.594971776008606,True,5.594971776008606
F196_01735,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.629590451717377,True,5.629590451717377
F196_01736,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-5.497731387615204,False,5.497731387615204
F196_01737,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.3708105981349945,False,-6.3708105981349945
F196_01738,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,6.591982468962669,True,-6.591982468962669
F196_01739,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,6.566823735833168,True,-6.566823735833168
F196_01740,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-6.616765230894089,False,-6.616765230894089
F196_01741,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.673151314258575,False,5.673151314258575
F196_01742,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,5.720171868801117,True,5.720171868801117
F196_01743,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.705618187785149,True,5.705618187785149
F196_01744,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-5.566886097192764,False,5.566886097192764
F196_01745,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.595514595508575,False,-6.595514595508575
F196_01746,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,6.8161317110061646,True,-6.8161317110061646
F196_01747,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,6.787171185016632,True,-6.787171185016632
F196_01748,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-6.840260058641434,False,-6.840260058641434
F196_01749,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.593130111694336,False,5.593130111694336
F196_01750,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,5.627006873488426,True,5.627006873488426
F196_01751,loose_tight,heldout_family,train_actor,1,0,0,B,A,add_swapped,1.0,5,5.575747489929199,True,5.575747489929199
F196_01752,loose_tight,heldout_family,train_actor,1,1,1,B,B,add_swapped,1.0,5,-5.439404636621475,False,5.439404636621475
F196_01753,loose_tight,heldout_family,train_actor,0,1,0,A,A,add_swapped,1.0,5,-6.569613486528397,False,-6.569613486528397
F196_01754,loose_tight,heldout_family,train_actor,0,0,1,A,B,add_swapped,1.0,5,6.804862603545189,True,-6.804862603545189
F196_01755,loose_tight,heldout_family,train_actor,0,0,1,B,A,add_swapped,1.0,5,6.733793571591377,True,-6.733793571591377
F196_01756,loose_tight,heldout_family,train_actor,0,1,0,B,B,add_swapped,1.0,5,-6.812346026301384,False,-6.812346026301384
F196_01757,loose_tight,heldout_family,train_actor,1,1,1,A,A,add_swapped,1.0,5,-5.402480930089951,False,5.402480930089951
F196_01758,loose_tight,heldout_family,train_actor,1,0,0,A,B,add_swapped,1.0,5,5.468122586607933,True,5.468122586607933
