arm,role,seed,checkpoint,pair_id,target_occurrence_index,target_token_id,overlap_bin,overlap_class,target_word,transcript_id,intact_nll,replaced_nll,delta
D_C_43022,C,43022,chck_100M,childes_vs_05a1336e8ba0b157,0,529,partial,nonoverlap,how,childes/CHILDES_NA/MacWhinney/060714c.cha,3.3366634845733643,2.5418014526367188,-0.7948620319366455
D_C_43022,C,43022,chck_100M,childes_vs_05a1336e8ba0b157,1,610,partial,nonoverlap,come,childes/CHILDES_NA/MacWhinney/060714c.cha,4.138111591339111,1.0424188375473022,-3.095692753791809
D_C_43022,C,43022,chck_100M,childes_vs_05a1336e8ba0b157,4,464,partial,overlap,here,childes/CHILDES_NA/MacWhinney/060714c.cha,0.08842180669307709,3.8948724269866943,3.8064506202936172
D_C_43022,C,43022,chck_100M,childes_vs_06509c6fd4b52f1f,3,877,low,nonoverlap,give,childes/CHILDES_NA/HSLLD/HV1/MT/mormt1.cha,0.8875226974487305,0.08158145099878311,-0.8059412464499474
D_C_43022,C,43022,chck_100M,childes_vs_06509c6fd4b52f1f,4,391,low,overlap,your,childes/CHILDES_NA/HSLLD/HV1/MT/mormt1.cha,4.280176162719727,5.971695899963379,1.6915197372436523
D_C_43022,C,43022,chck_100M,childes_vs_06509c6fd4b52f1f,5,3312,low,nonoverlap,juice,childes/CHILDES_NA/HSLLD/HV1/MT/mormt1.cha,4.622885704040527,3.2095465660095215,-1.4133391380310059
D_C_43022,C,43022,chck_100M,childes_vs_065eff1ff38dc6db,0,369,low,overlap,know,childes/CHILDES_NA/HSLLD/HV1/MT/kurmt1.cha,4.201106071472168,1.5515457391738892,-2.649560332298279
D_C_43022,C,43022,chck_100M,childes_vs_065eff1ff38dc6db,1,552,low,nonoverlap,over,childes/CHILDES_NA/HSLLD/HV1/MT/kurmt1.cha,6.294137001037598,7.6247453689575195,1.3306083679199219
D_C_43022,C,43022,chck_100M,childes_vs_065eff1ff38dc6db,2,381,low,nonoverlap,there,childes/CHILDES_NA/HSLLD/HV1/MT/kurmt1.cha,2.1687095165252686,5.2919158935546875,3.123206377029419
D_C_43022,C,43022,chck_100M,childes_vs_06d0e219244deab3,0,519,low,nonoverlap,got,childes/CHILDES_NA/HSLLD/HV5/MT/jesmt5.cha,0.49942144751548767,1.8832952976226807,1.383873850107193
D_C_43022,C,43022,chck_100M,childes_vs_06d0e219244deab3,1,786,low,overlap,big,childes/CHILDES_NA/HSLLD/HV5/MT/jesmt5.cha,0.1540953665971756,2.815981388092041,2.6618860214948654
D_C_43022,C,43022,chck_100M,childes_vs_06d0e219244deab3,2,13278,low,nonoverlap,appetite,childes/CHILDES_NA/HSLLD/HV5/MT/jesmt5.cha,14.333046913146973,9.010897636413574,-5.322149276733398
D_C_43022,C,43022,chck_100M,childes_vs_071536e0ec2e0a76,0,714,partial,nonoverlap,why,childes/CHILDES_NA/MacWhinney/030512.cha,4.7649946212768555,5.610936641693115,0.8459420204162598
D_C_43022,C,43022,chck_100M,childes_vs_071536e0ec2e0a76,1,1320,partial,nonoverlap,leave,childes/CHILDES_NA/MacWhinney/030512.cha,2.6009511947631836,2.9703712463378906,0.36942005157470703
D_C_43022,C,43022,chck_100M,childes_vs_0739ef3a388b5ab4,0,481,low,nonoverlap,when,childes/CHILDES_NA/HSLLD/HV2/TP/rostp2.cha,9.598712921142578,5.451685428619385,-4.147027492523193
D_C_43022,C,43022,chck_100M,childes_vs_0739ef3a388b5ab4,1,521,low,nonoverlap,little,childes/CHILDES_NA/HSLLD/HV2/TP/rostp2.cha,1.6310569047927856,1.0538828372955322,-0.5771740674972534
D_C_43022,C,43022,chck_100M,childes_vs_0739ef3a388b5ab4,3,391,low,overlap,your,childes/CHILDES_NA/HSLLD/HV2/TP/rostp2.cha,0.2730119824409485,1.2481193542480469,0.9751073718070984
D_C_43022,C,43022,chck_100M,childes_vs_074d61f3a11e731f,0,2521,partial,nonoverlap,standing,childes/CHILDES_NA/Brown/Adam/020603.cha,9.872444152832031,9.56710433959961,-0.3053398132324219
D_C_43022,C,43022,chck_100M,childes_vs_074d61f3a11e731f,2,2676,partial,overlap,truck,childes/CHILDES_NA/Brown/Adam/020603.cha,1.3058743476867676,4.016937255859375,2.7110629081726074
D_C_43022,C,43022,chck_100M,childes_vs_079c845bc6d01741,0,6773,low,nonoverlap,shook,childes/CHILDES_NA/HSLLD/HV2/BR/jacbr2.cha,8.617688179016113,10.857697486877441,2.240009307861328
D_C_43022,C,43022,chck_100M,childes_vs_079c845bc6d01741,1,1212,low,nonoverlap,stick,childes/CHILDES_NA/HSLLD/HV2/BR/jacbr2.cha,6.881555557250977,7.456936359405518,0.575380802154541
D_C_43022,C,43022,chck_100M,childes_vs_079c845bc6d01741,2,6398,low,overlap,balloon,childes/CHILDES_NA/HSLLD/HV2/BR/jacbr2.cha,3.8878540992736816,7.4128241539001465,3.524970054626465
D_C_43022,C,43022,chck_100M,childes_vs_07ba3016b0405921,0,520,partial,nonoverlap,which,childes/CHILDES_NA/MacWhinney/060401.cha,4.152523517608643,5.829320430755615,1.6767969131469727
D_C_43022,C,43022,chck_100M,childes_vs_07ba3016b0405921,4,12447,partial,overlap,painter,childes/CHILDES_NA/MacWhinney/060401.cha,0.08089716732501984,7.113094806671143,7.032197639346123
D_C_43022,C,43022,chck_100M,childes_vs_07db632489d87193,0,602,low,overlap,well,childes/CHILDES_NA/MacWhinney/050913a.cha,4.963885307312012,8.210739135742188,3.246853828430176
D_C_43022,C,43022,chck_100M,childes_vs_07db632489d87193,2,985,low,nonoverlap,better,childes/CHILDES_NA/MacWhinney/050913a.cha,0.6775749325752258,0.9567267894744873,0.2791518568992615
D_C_43022,C,43022,chck_100M,childes_vs_07db632489d87193,4,304,low,nonoverlap,me,childes/CHILDES_NA/MacWhinney/050913a.cha,0.45935043692588806,0.5443227887153625,0.08497235178947449
D_C_43022,C,43022,chck_100M,childes_vs_08c22f7a60ee0110,0,2734,low,nonoverlap,yours,childes/CHILDES_NA/Suppes/020526.cha,7.478541374206543,9.2611083984375,1.782567024230957
D_C_43022,C,43022,chck_100M,childes_vs_08c22f7a60ee0110,1,721,low,overlap,made,childes/CHILDES_NA/Suppes/020526.cha,0.008143199607729912,3.411878824234009,3.403735624626279
D_C_43022,C,43022,chck_100M,childes_vs_08c22f7a60ee0110,2,1812,low,nonoverlap,wood,childes/CHILDES_NA/Suppes/020526.cha,6.572063446044922,5.431100368499756,-1.140963077545166
D_C_43022,C,43022,chck_100M,childes_vs_08d8837935abca8c,4,2771,low,nonoverlap,fit,childes/CHILDES_NA/HSLLD/HV7/MT/jebmt7.cha,1.5245330333709717,2.227910041809082,0.7033770084381104
D_C_43022,C,43022,chck_100M,childes_vs_08d8837935abca8c,5,521,low,nonoverlap,little,childes/CHILDES_NA/HSLLD/HV7/MT/jebmt7.cha,2.3355178833007812,2.32421875,-0.01129913330078125
D_C_43022,C,43022,chck_100M,childes_vs_08d8837935abca8c,7,4204,low,overlap,basket,childes/CHILDES_NA/HSLLD/HV7/MT/jebmt7.cha,0.0898892879486084,5.589554786682129,5.4996654987335205
D_C_43022,C,43022,chck_100M,childes_vs_09071d5af90e7248,0,391,partial,overlap,your,childes/CHILDES_NA/MacWhinney/050309c.cha,3.6733059883117676,1.9850066900253296,-1.688299298286438
D_C_43022,C,43022,chck_100M,childes_vs_09071d5af90e7248,2,1279,partial,nonoverlap,heart,childes/CHILDES_NA/MacWhinney/050309c.cha,4.988180160522461,4.271650314331055,-0.7165298461914062
D_C_43022,C,43022,chck_100M,childes_vs_09071d5af90e7248,3,575,partial,nonoverlap,going,childes/CHILDES_NA/MacWhinney/050309c.cha,3.2321882247924805,1.6610053777694702,-1.5711828470230103
D_C_43022,C,43022,chck_100M,childes_vs_09c8af6e1eeaa89e,1,3888,low,nonoverlap,nut,childes/CHILDES_NA/HSLLD/HV1/MT/termt1.cha,6.229816436767578,5.761204242706299,-0.4686121940612793
D_C_43022,C,43022,chck_100M,childes_vs_09c8af6e1eeaa89e,2,11041,low,nonoverlap,bolt,childes/CHILDES_NA/HSLLD/HV1/MT/termt1.cha,7.275217056274414,6.801575183868408,-0.47364187240600586
D_C_43022,C,43022,chck_100M,childes_vs_09c8af6e1eeaa89e,3,869,low,overlap,thing,childes/CHILDES_NA/HSLLD/HV1/MT/termt1.cha,1.7253139019012451,3.4308204650878906,1.7055065631866455
D_C_43022,C,43022,chck_100M,childes_vs_0a109ee85b727393,1,3243,low,nonoverlap,share,childes/CHILDES_NA/HSLLD/HV1/MT/rosmt1.cha,4.250205039978027,5.4543561935424805,1.2041511535644531
D_C_43022,C,43022,chck_100M,childes_vs_0a109ee85b727393,2,5402,low,nonoverlap,eleven,childes/CHILDES_NA/HSLLD/HV1/MT/rosmt1.cha,6.333550930023193,7.8838677406311035,1.5503168106079102
D_C_43022,C,43022,chck_100M,childes_vs_0a109ee85b727393,4,3998,low,overlap,dollars,childes/CHILDES_NA/HSLLD/HV1/MT/rosmt1.cha,0.08117111027240753,2.4748263359069824,2.393655225634575
D_C_43022,C,43022,chck_100M,childes_vs_0a715f8dddd64d1b,0,563,low,nonoverlap,put,childes/CHILDES_NA/MacWhinney/060027c.cha,3.6170318126678467,3.769503355026245,0.15247154235839844
D_C_43022,C,43022,chck_100M,childes_vs_0a715f8dddd64d1b,2,1279,low,overlap,heart,childes/CHILDES_NA/MacWhinney/060027c.cha,3.732255220413208,6.998336315155029,3.2660810947418213
D_C_43022,C,43022,chck_100M,childes_vs_0a715f8dddd64d1b,3,810,low,nonoverlap,away,childes/CHILDES_NA/MacWhinney/060027c.cha,2.800241708755493,2.0560762882232666,-0.7441654205322266
D_C_43022,C,43022,chck_100M,childes_vs_0baf01c2447fb01f,0,490,low,nonoverlap,look,childes/CHILDES_NA/HSLLD/HV1/BR/emibr1.cha,4.28465461730957,4.493692398071289,0.20903778076171875
D_C_43022,C,43022,chck_100M,childes_vs_0baf01c2447fb01f,4,519,low,nonoverlap,got,childes/CHILDES_NA/HSLLD/HV1/BR/emibr1.cha,0.10113338381052017,0.08489775657653809,-0.016235627233982086
D_C_43022,C,43022,chck_100M,childes_vs_0baf01c2447fb01f,12,1227,low,overlap,red,childes/CHILDES_NA/HSLLD/HV1/BR/emibr1.cha,0.4399076998233795,6.1219282150268555,5.682020515203476
D_C_43022,C,43022,chck_100M,childes_vs_0bbec64b32b03f16,3,4349,partial,overlap,pretend,childes/CHILDES_NA/Suppes/020314.cha,0.004069025628268719,3.5431809425354004,3.5391119169071317
D_C_43022,C,43022,chck_100M,childes_vs_0bbec64b32b03f16,4,5033,partial,nonoverlap,couch,childes/CHILDES_NA/Suppes/020314.cha,8.529342651367188,8.069583892822266,-0.4597587585449219
D_C_43022,C,43022,chck_100M,childes_vs_0bbec64b32b03f16,7,569,partial,nonoverlap,okay,childes/CHILDES_NA/Suppes/020314.cha,2.1936943531036377,2.005784511566162,-0.18790984153747559
D_C_43022,C,43022,chck_100M,childes_vs_0c697b51f19fbf5c,0,459,partial,nonoverlap,yeah,childes/CHILDES_NA/HSLLD/HV5/MT/diamt5.cha,5.618268013000488,10.215622901916504,4.597354888916016
D_C_43022,C,43022,chck_100M,childes_vs_0c697b51f19fbf5c,5,1298,partial,nonoverlap,hafta,childes/CHILDES_NA/HSLLD/HV5/MT/diamt5.cha,5.464532852172852,6.1905598640441895,0.7260270118713379
D_C_43022,C,43022,chck_100M,childes_vs_0c697b51f19fbf5c,7,2995,partial,overlap,cheese,childes/CHILDES_NA/HSLLD/HV5/MT/diamt5.cha,0.027901550754904747,4.383928298950195,4.356026748195291
D_C_43022,C,43022,chck_100M,childes_vs_0c6ed9e5f9886b10,0,841,partial,nonoverlap,wanna,childes/CHILDES_NA/HSLLD/HV1/BR/clabr1.cha,0.04708988592028618,0.06790699809789658,0.020817112177610397
D_C_43022,C,43022,chck_100M,childes_vs_0c6ed9e5f9886b10,5,841,partial,nonoverlap,wanna,childes/CHILDES_NA/HSLLD/HV1/BR/clabr1.cha,0.09191901981830597,0.3254270851612091,0.23350806534290314
D_C_43022,C,43022,chck_100M,childes_vs_0c6ed9e5f9886b10,7,345,partial,overlap,one,childes/CHILDES_NA/HSLLD/HV1/BR/clabr1.cha,0.018744124099612236,0.03648820146918297,0.017744077369570732
D_C_43022,C,43022,chck_100M,childes_vs_0c7512f4d4cf858e,2,519,low,nonoverlap,got,childes/CHILDES_NA/HSLLD/HV1/BR/jusbr1.cha,4.52705192565918,3.759352207183838,-0.7676997184753418
D_C_43022,C,43022,chck_100M,childes_vs_0c7512f4d4cf858e,5,2072,low,overlap,listen,childes/CHILDES_NA/HSLLD/HV1/BR/jusbr1.cha,12.042474746704102,13.41219425201416,1.3697195053100586
D_C_43022,C,43022,chck_100M,childes_vs_0c7512f4d4cf858e,7,1079,low,nonoverlap,saw,childes/CHILDES_NA/HSLLD/HV1/BR/jusbr1.cha,2.491873264312744,3.391383409500122,0.8995101451873779
D_C_43022,C,43022,chck_100M,childes_vs_0cd7b16cb3ad7766,0,481,partial,nonoverlap,when,childes/CHILDES_NA/HSLLD/HV7/LW/raulw7.cha,4.172741889953613,3.3387413024902344,-0.8340005874633789
D_C_43022,C,43022,chck_100M,childes_vs_0cd7b16cb3ad7766,1,2379,partial,nonoverlap,caterpillar,childes/CHILDES_NA/HSLLD/HV7/LW/raulw7.cha,1.88701331615448,3.0438053607940674,1.1567920446395874
D_C_43022,C,43022,chck_100M,childes_vs_0cd7b16cb3ad7766,3,1750,partial,overlap,egg,childes/CHILDES_NA/HSLLD/HV7/LW/raulw7.cha,0.1662907749414444,3.069690704345703,2.9033999294042587
D_C_43022,C,43022,chck_100M,childes_vs_0d01ec20a8bfbbe5,1,415,low,overlap,him,childes/CHILDES_NA/MacWhinney/070318b.cha,0.34993216395378113,0.9539884924888611,0.60405632853508
D_C_43022,C,43022,chck_100M,childes_vs_0d01ec20a8bfbbe5,4,490,low,nonoverlap,look,childes/CHILDES_NA/MacWhinney/070318b.cha,0.9800297617912292,1.5716694593429565,0.5916396975517273
D_C_43022,C,43022,chck_100M,childes_vs_0d01ec20a8bfbbe5,5,5345,low,nonoverlap,concerned,childes/CHILDES_NA/MacWhinney/070318b.cha,12.033105850219727,13.01987075805664,0.9867649078369141
D_C_43022,C,43022,chck_100M,childes_vs_0e235d80a2888bf1,0,9697,partial,overlap,grandma,childes/CHILDES_NA/HSLLD/HV1/BR/rasbr1.cha,0.32467424869537354,5.054279327392578,4.729605078697205
D_C_43022,C,43022,chck_100M,childes_vs_0e235d80a2888bf1,1,1053,partial,nonoverlap,took,childes/CHILDES_NA/HSLLD/HV1/BR/rasbr1.cha,1.7524755001068115,1.8861281871795654,0.1336526870727539
D_C_43022,C,43022,chck_100M,childes_vs_0e235d80a2888bf1,3,10003,partial,nonoverlap,crib,childes/CHILDES_NA/HSLLD/HV1/BR/rasbr1.cha,7.06640100479126,6.359172821044922,-0.7072281837463379
D_C_43022,C,43022,chck_100M,childes_vs_0e714e2f24192a82,0,814,partial,nonoverlap,yes,childes/CHILDES_NA/Brown/Adam/020918.cha,9.535561561584473,8.683619499206543,-0.8519420623779297
D_C_43022,C,43022,chck_100M,childes_vs_0e714e2f24192a82,2,3030,partial,nonoverlap,giving,childes/CHILDES_NA/Brown/Adam/020918.cha,0.43014827370643616,1.9503906965255737,1.5202424228191376
D_C_43022,C,43022,chck_100M,childes_vs_0e714e2f24192a82,3,2124,partial,overlap,yourself,childes/CHILDES_NA/Brown/Adam/020918.cha,0.10238607972860336,4.148893356323242,4.046507276594639
D_C_43022,C,43022,chck_100M,childes_vs_0e7c12a316167f74,1,1747,low,nonoverlap,guess,childes/CHILDES_NA/Suppes/020129.cha,2.900397300720215,2.431163787841797,-0.46923351287841797
D_C_43022,C,43022,chck_100M,childes_vs_0e7c12a316167f74,4,3749,low,overlap,dogs,childes/CHILDES_NA/Suppes/020129.cha,0.051337722688913345,6.6944193840026855,6.643081661313772
D_C_43022,C,43022,chck_100M,childes_vs_0e7c12a316167f74,5,2946,low,nonoverlap,yesterday,childes/CHILDES_NA/Suppes/020129.cha,7.089345932006836,8.331076622009277,1.2417306900024414
D_C_43022,C,43022,chck_100M,childes_vs_0f1c25429e31e98b,1,4666,partial,overlap,italian,childes/CHILDES_NA/HSLLD/HV1/MT/sarmt1.cha,2.1047935485839844,4.012860298156738,1.908066749572754
D_C_43022,C,43022,chck_100M,childes_vs_0f1c25429e31e98b,2,4294,partial,nonoverlap,regular,childes/CHILDES_NA/HSLLD/HV1/MT/sarmt1.cha,13.76280403137207,13.930968284606934,0.16816425323486328
D_C_43022,C,43022,chck_100M,childes_vs_0f1c25429e31e98b,3,4666,partial,overlap,italian,childes/CHILDES_NA/HSLLD/HV1/MT/sarmt1.cha,1.8912451267242432,5.470786094665527,3.579540967941284
D_C_43022,C,43022,chck_100M,childes_vs_0f405cf6c557a463,0,1438,partial,nonoverlap,ross,childes/CHILDES_NA/MacWhinney/060701c.cha,9.712041854858398,8.966449737548828,-0.7455921173095703
D_C_43022,C,43022,chck_100M,childes_vs_0f405cf6c557a463,1,457,partial,overlap,said,childes/CHILDES_NA/MacWhinney/060701c.cha,0.7151384949684143,2.0354626178741455,1.3203241229057312
D_C_43022,C,43022,chck_100M,childes_vs_0f405cf6c557a463,4,742,partial,nonoverlap,something,childes/CHILDES_NA/MacWhinney/060701c.cha,2.8607232570648193,7.697943687438965,4.8372204303741455
D_C_43022,C,43022,chck_100M,childes_vs_0ff0a5921eab40c4,1,1199,low,nonoverlap,remember,childes/CHILDES_NA/HSLLD/HV2/MT/clamt2.cha,7.996335506439209,7.177052021026611,-0.8192834854125977
D_C_43022,C,43022,chck_100M,childes_vs_0ff0a5921eab40c4,2,877,low,nonoverlap,give,childes/CHILDES_NA/HSLLD/HV2/MT/clamt2.cha,2.682868242263794,3.347978115081787,0.6651098728179932
D_C_43022,C,43022,chck_100M,childes_vs_0ff0a5921eab40c4,4,375,low,nonoverlap,my,childes/CHILDES_NA/HSLLD/HV2/MT/clamt2.cha,7.535388469696045,5.127458572387695,-2.4079298973083496
D_C_43022,C,43022,chck_100M,childes_vs_102e92a1f4cf19a4,1,575,low,overlap,going,childes/CHILDES_NA/MacWhinney/020617b.cha,0.05475715547800064,0.9321082830429077,0.8773511275649071
