role,seed,pair_id,overlap_bin,overlap_class,transcript_id,n_checkpoints,n_targets,delta,intact_nll,replaced_nll
C,43022,childes_vs_12f46cfd752fce64,low,nonoverlap,childes/CHILDES_NA/MacWhinney/020514b.cha,3,3.0,-0.24556189113193091,3.662213020854526,3.416651129722595
C,43022,childes_vs_1316882ac6c4f73a,low,nonoverlap,childes/CHILDES_NA/MacWhinney/060714d.cha,3,2.0,0.24064618349075317,1.15732937057813,1.3979755540688832
C,43022,childes_vs_1316882ac6c4f73a,low,overlap,childes/CHILDES_NA/MacWhinney/060714d.cha,3,1.0,-4.158574357628822,4.274139960606893,0.11556560297807057
C,43022,childes_vs_134342ff2fb99e6d,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/kevbr2.cha,3,2.0,-0.08138551314671834,3.4005978082617125,3.319212295114994
C,43022,childes_vs_134342ff2fb99e6d,low,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/kevbr2.cha,3,1.0,1.860191027323405,4.932199796040853,6.792390823364258
C,43022,childes_vs_135693c3d7d38aa9,low,nonoverlap,childes/CHILDES_NA/Suppes/030301.cha,3,1.0,2.9881780544916787,0.7616413036982218,3.749819358189901
C,43022,childes_vs_135693c3d7d38aa9,low,overlap,childes/CHILDES_NA/Suppes/030301.cha,3,1.0,-1.882245699564616,9.132436434427897,7.250190734863281
C,43022,childes_vs_1371fc858ef742a6,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/BR/kevbr2.cha,3,2.0,0.39886474609375,8.193291823069254,8.592156569163004
C,43022,childes_vs_1371fc858ef742a6,partial,overlap,childes/CHILDES_NA/HSLLD/HV2/BR/kevbr2.cha,3,1.0,2.116796890894572,1.34244966506958,3.459246555964152
C,43022,childes_vs_13da441bd142d54d,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/070518c.cha,3,2.0,0.07610861460367839,5.517803033192952,5.593911647796631
C,43022,childes_vs_13da441bd142d54d,partial,overlap,childes/CHILDES_NA/MacWhinney/070518c.cha,3,1.0,2.6406539604067802,0.06509547183911006,2.70574943224589
C,43022,childes_vs_13ed527258063f5a,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/TP/castp2.cha,3,2.0,0.429698904355367,4.56494661172231,4.994645516077678
C,43022,childes_vs_13ed527258063f5a,low,overlap,childes/CHILDES_NA/HSLLD/HV2/TP/castp2.cha,3,1.0,0.8684780597686768,2.274224042892456,3.142702102661133
C,43022,childes_vs_1450fd8f16387649,low,nonoverlap,childes/CHILDES_NA/Brown/Adam/021128.cha,3,2.0,-0.36585236589113873,2.5531983375549316,2.187345971663793
C,43022,childes_vs_1450fd8f16387649,low,overlap,childes/CHILDES_NA/Brown/Adam/021128.cha,3,1.0,2.0483808666467667,0.08435700833797455,2.132737874984741
C,43022,childes_vs_14ba7521664b1aaf,partial,nonoverlap,childes/CHILDES_NA/MacWhinney/060401.cha,3,2.0,-0.41347487767537433,7.812589883804321,7.399115006128947
C,43022,childes_vs_14ba7521664b1aaf,partial,overlap,childes/CHILDES_NA/MacWhinney/060401.cha,3,1.0,5.513996601104736,0.7308042844136556,6.244800885518392
C,43022,childes_vs_14c7dd6c6d6d28ee,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/jacmt1.cha,3,2.0,-1.03634508450826,8.742119630177816,7.705774545669556
C,43022,childes_vs_14c7dd6c6d6d28ee,low,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/jacmt1.cha,3,1.0,3.060044308503469,0.4530029892921448,3.5130472977956138
C,43022,childes_vs_14ec093333ea6c17,low,nonoverlap,childes/CHILDES_NA/MacWhinney/060701c.cha,3,3.0,-0.22715929937031534,2.5938766780826783,2.3667173787123628
C,43022,childes_vs_15b231a21dd7384b,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/MT/zenmt2.cha,3,3.0,-0.006828169027964274,3.7914070023430715,3.7845788333151074
C,43022,childes_vs_15de7cf00f90180c,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/LW/geolw7.cha,3,2.0,-0.639057477315267,6.1361356774965925,5.497078200181325
C,43022,childes_vs_15de7cf00f90180c,low,overlap,childes/CHILDES_NA/HSLLD/HV7/LW/geolw7.cha,3,1.0,3.778902510801951,0.7886546651522318,4.567557175954183
C,43022,childes_vs_167d454458f5ccf5,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/TP/zentp1.cha,3,2.0,0.7129331429799398,6.49590277671814,7.208835919698079
C,43022,childes_vs_167d454458f5ccf5,partial,overlap,childes/CHILDES_NA/HSLLD/HV1/TP/zentp1.cha,3,1.0,0.19130020899077257,0.011008480563759804,0.20230868955453238
C,43022,childes_vs_170c6ef336cd0859,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/brabr1.cha,3,2.0,-0.5562957922617594,4.218961636225383,3.662665843963623
C,43022,childes_vs_170c6ef336cd0859,low,overlap,childes/CHILDES_NA/HSLLD/HV1/BR/brabr1.cha,3,1.0,2.2280360956986747,0.02575833598772685,2.2537944316864014
C,43022,childes_vs_1733eb554833fa81,low,nonoverlap,childes/CHILDES_NA/Suppes/030107.cha,3,2.0,0.8519706347336372,1.837295242274801,2.689265877008438
C,43022,childes_vs_1733eb554833fa81,low,overlap,childes/CHILDES_NA/Suppes/030107.cha,3,1.0,-1.526651938756307,4.7849195798238116,3.258267641067505
C,43022,childes_vs_1785c531eb97583f,low,nonoverlap,childes/CHILDES_NA/MacWhinney/050622a.cha,3,1.0,-0.4357512791951497,7.343138853708903,6.907387574513753
C,43022,childes_vs_1785c531eb97583f,low,overlap,childes/CHILDES_NA/MacWhinney/050622a.cha,3,2.0,-1.292978897690773,5.1834292362133665,3.890450338522593
C,43022,childes_vs_1794c08ac2fc87df,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/MT/melmt1.cha,3,2.0,-0.49401653309663135,5.71187499165535,5.217858458558719
C,43022,childes_vs_1794c08ac2fc87df,low,overlap,childes/CHILDES_NA/HSLLD/HV1/MT/melmt1.cha,3,1.0,3.23049267133077,1.104527235031128,4.3350199063618975
C,43022,childes_vs_17b3f56be3c15fd7,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV3/MT/allmt3.cha,3,2.0,-0.9393669664859772,6.230825066566467,5.29145810008049
C,43022,childes_vs_17b3f56be3c15fd7,low,overlap,childes/CHILDES_NA/HSLLD/HV3/MT/allmt3.cha,3,1.0,4.832788705825806,2.512626886367798,7.3454155921936035
C,43022,childes_vs_18396db1c47ec054,partial,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/BR/annbr1.cha,3,2.0,1.1448789636294048,5.3251800288756685,6.4700589925050735
C,43022,childes_vs_18396db1c47ec054,partial,overlap,childes/CHILDES_NA/HSLLD/HV1/BR/annbr1.cha,3,1.0,4.061731738969684,0.028102315341432888,4.089834054311116
C,43022,childes_vs_185a24a23b79f0dd,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV1/TP/bratp1.cha,3,2.0,-0.2662455042203267,2.72381583849589,2.4575703342755637
C,43022,childes_vs_185a24a23b79f0dd,low,overlap,childes/CHILDES_NA/HSLLD/HV1/TP/bratp1.cha,3,1.0,6.826297501722972,0.7427663207054138,7.569063822428386
C,43022,childes_vs_188e0d6e184323e3,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV7/LW/nedlw7.cha,3,1.0,-1.0089654127756755,3.32553768157959,2.3165722688039145
C,43022,childes_vs_18954d719bf5a2b2,low,nonoverlap,childes/CHILDES_NA/HSLLD/HV2/MT/conmt2.cha,3,3.0,0.08693333466847737,3.159973528650072,3.2469068633185496
C,43022,childes_vs_1897fb786f806bd9,low,nonoverlap,childes/CHILDES_NA/Suppes/030301.cha,3,2.0,1.2807812690734863,9.250378608703613,10.5311598777771
C,43022,childes_vs_1897fb786f806bd9,low,overlap,childes/CHILDES_NA/Suppes/030301.cha,3,1.0,4.549807071685791,4.9009725252787275,9.450779596964518
