column,subtask,n_items,score_70,score_72,score_74,score_76,score_78,score_80,score_82,score_84,score_86,score_88,score_90,score_92,score_100,delta_84_minus_82,delta_86_minus_84,delta_100_minus_84
Entity,regular_0_ops,517,38.49129593810445,40.81237911025145,40.232108317214696,42.94003868471953,42.5531914893617,40.03868471953578,40.81237911025145,40.232108317214696,40.61895551257253,39.458413926499034,41.77949709864603,41.97292069632495,43.133462282398455,-0.5802707930367532,0.38684719535783785,2.901353965183759
Entity,regular_4_ops,388,27.835051546391753,26.288659793814436,28.865979381443296,23.969072164948454,27.31958762886598,27.577319587628867,27.835051546391753,28.350515463917525,30.670103092783506,30.927835051546392,28.09278350515464,27.577319587628867,26.54639175257732,0.5154639175257714,2.319587628865982,-1.8041237113402033
Entity,regular_2_ops,405,21.728395061728396,20.74074074074074,21.975308641975307,20.74074074074074,22.962962962962962,22.469135802469136,22.962962962962962,23.456790123456788,23.209876543209877,23.950617283950617,23.456790123456788,22.71604938271605,22.469135802469136,0.4938271604938258,-0.24691358024691112,-0.9876543209876516
Entity,ambiref_2_ops,413,23.002421307506054,23.24455205811138,23.728813559322035,21.791767554479417,24.455205811138015,23.24455205811138,23.97094430992736,24.455205811138015,24.455205811138015,25.423728813559322,23.97094430992736,24.455205811138015,24.213075060532688,0.4842615012106535,0.0,-0.24213075060532674
Entity,ambiref_4_ops,434,35.25345622119816,33.41013824884793,35.714285714285715,32.25806451612903,34.7926267281106,35.02304147465438,34.7926267281106,35.25345622119816,36.175115207373274,37.096774193548384,36.405529953917046,35.02304147465438,34.7926267281106,0.4608294930875587,0.9216589861751174,-0.4608294930875587
Entity,ambiref_5_ops,123,33.33333333333333,30.89430894308943,30.89430894308943,29.268292682926827,34.146341463414636,35.77235772357724,32.52032520325203,32.52032520325203,33.33333333333333,35.77235772357724,31.70731707317073,33.33333333333333,32.52032520325203,0.0,0.8130081300813004,0.0
Entity,move_contents_5_ops,116,41.37931034482759,38.793103448275865,43.103448275862064,35.3448275862069,36.206896551724135,41.37931034482759,42.241379310344826,42.241379310344826,40.51724137931034,44.827586206896555,43.96551724137931,41.37931034482759,41.37931034482759,0.0,-1.724137931034484,-0.8620689655172384
GlobalPIQA,global_piqa_nonparallel,100,48.0,49.0,47.0,49.0,49.0,50.0,47.0,51.0,48.0,47.0,44.0,45.0,46.0,4.0,-3.0,-5.0
GlobalPIQA,global_piqa_parallel,103,21.35922330097087,24.271844660194176,26.21359223300971,25.24271844660194,26.21359223300971,26.21359223300971,28.155339805825243,25.24271844660194,24.271844660194176,24.271844660194176,23.300970873786408,24.271844660194176,26.21359223300971,-2.9126213592233015,-0.9708737864077648,0.9708737864077683
Supplement,qa_congruence_easy,64,64.0625,65.625,68.75,68.75,70.3125,68.75,67.1875,68.75,67.1875,67.1875,67.1875,67.1875,65.625,1.5625,-1.5625,-3.125
Supplement,qa_congruence_tricky,165,41.21212121212121,44.84848484848485,47.27272727272727,52.72727272727272,47.878787878787875,46.666666666666664,49.09090909090909,50.303030303030305,47.878787878787875,47.878787878787875,49.09090909090909,49.09090909090909,49.696969696969695,1.212121212121211,-2.424242424242429,-0.6060606060606091
Supplement,turn_taking,280,66.78571428571428,65.71428571428571,65.71428571428571,67.85714285714286,66.42857142857143,68.21428571428572,67.5,68.21428571428572,67.14285714285714,68.57142857142857,67.85714285714286,67.5,67.5,0.7142857142857224,-1.0714285714285836,-0.7142857142857224
Supplement,hypernym,842,49.8812351543943,49.287410926365794,48.45605700712589,49.049881235154395,48.33729216152019,48.574821852731596,49.7624703087886,49.287410926365794,49.7624703087886,50.0,49.8812351543943,49.8812351543943,50.712589073634206,-0.4750593824228062,0.4750593824228062,1.4251781472684115
Supplement,subject_aux_inversion,3867,80.21722265321955,79.31212826480476,80.03620377553659,81.92397207137316,80.94129816395139,80.91543832428239,81.14817688130333,80.8637186449444,81.40677527799328,80.50168088957848,80.42410137057149,80.60512024825445,80.94129816395139,-0.28445823635892964,0.5430566330488773,0.07757951900698856
