family,subtask,items,correct,wrong,score_pct,disc_tokens_correct_mean,disc_tokens_wrong_mean,disc_tokens_wrong_minus_correct,disc_tokens_wrong_high_auc,disc_low_lt50_frac_correct_mean,disc_low_lt50_frac_wrong_mean,disc_low_lt50_frac_wrong_minus_correct,disc_low_lt50_frac_wrong_high_auc,disc_low_lt100_frac_correct_mean,disc_low_lt100_frac_wrong_mean,disc_low_lt100_frac_wrong_minus_correct,disc_low_lt100_frac_wrong_high_auc,disc_rescue_lt50_ge50_frac_all_correct_mean,disc_rescue_lt50_ge50_frac_all_wrong_mean,disc_rescue_lt50_ge50_frac_all_wrong_minus_correct,disc_rescue_lt50_ge50_frac_all_wrong_high_auc,disc_rescue_lt100_ge50_frac_all_correct_mean,disc_rescue_lt100_ge50_frac_all_wrong_mean,disc_rescue_lt100_ge50_frac_all_wrong_minus_correct,disc_rescue_lt100_ge50_frac_all_wrong_high_auc,support_share_opportunity_correct_mean,support_share_opportunity_wrong_mean,support_share_opportunity_wrong_minus_correct,support_share_opportunity_wrong_high_auc
Supplement,turn_taking,280,183,97,65.35714285714286,2.0,2.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
EWoK,agent-properties,2210,1138,1072,51.49321266968326,1.3532513181019332,1.3097014925373134,-0.04354982556461984,0.49031178684783466,0.02270064440538957,0.012904228855721392,-0.00979641554966818,0.49461611100910213,0.03219097832454599,0.028949004975124377,-0.003241973349421612,0.4998581892820607,0.02270064440538957,0.012904228855721392,-0.00979641554966818,0.49461611100910213,0.03219097832454599,0.028949004975124377,-0.003241973349421612,0.4998581892820607,0.046386934530157346,0.038995910681615134,-0.007391023848542212,0.49969424625554126
EWoK,material-dynamics,770,391,379,50.77922077922078,2.1713554987212276,2.3245382585751977,0.15318275985397012,0.5609491932599585,0.11807331628303494,0.13236587510993844,0.014292558826903501,0.5145962250909312,0.526001705029838,0.41468777484608615,-0.11131393018375185,0.40546531793857843,0.11466325660699063,0.1218117854001759,0.007148528793185269,0.5056077036757114,0.5225916453537938,0.40413368513632364,-0.11845796021747013,0.40403471242804795,0.6316991026699662,0.5078122039031253,-0.12388689876684089,0.4195216918934604
EWoK,material-properties,170,101,69,59.411764705882355,2.9603960396039604,3.318840579710145,0.35844454010618465,0.5875304921796527,0.12871287128712872,0.10628019323671498,-0.02243267805041374,0.4776151528196298,0.18811881188118812,0.20048309178743962,0.012364279906251496,0.5133448127421438,0.12871287128712872,0.10628019323671498,-0.02243267805041374,0.4776151528196298,0.18811881188118812,0.20048309178743962,0.012364279906251496,0.5133448127421438,0.2943815198428711,0.2991272215885101,0.004745701745638986,0.5078920935571818
EWoK,physical-dynamics,120,60,60,50.0,3.3,2.7,-0.5999999999999996,0.4166666666666667,0.05555555555555556,0.1388888888888889,0.08333333333333334,0.5902777777777778,0.05555555555555556,0.1388888888888889,0.08333333333333334,0.5902777777777778,0.05555555555555556,0.1388888888888889,0.08333333333333334,0.5902777777777778,0.05555555555555556,0.1388888888888889,0.08333333333333334,0.5902777777777778,0.07207196569421602,0.2102647294412585,0.13819276374704248,0.5972222222222222
EWoK,physical-interactions,556,275,281,49.460431654676256,2.2981818181818183,2.3843416370106763,0.08615981882885793,0.5192559042381106,0.09621212121212121,0.10873157092018301,0.012519449708061806,0.49384018117114203,0.14166666666666666,0.13898068124046772,-0.002685985426198939,0.48938854739566484,0.0696969696969697,0.08956109134045077,0.019864121643481072,0.5070786153348431,0.11515151515151516,0.11981020166073546,0.0046586865092203,0.502122290520867,0.18365657580250472,0.2083345756737307,0.024677999871225986,0.5024716920090586
EWoK,physical-relations,818,419,399,51.22249388753056,1.9976133651551313,1.9824561403508771,-0.015157224804254188,0.4956274935548896,0.013365155131264917,0.006015037593984964,-0.007350117537279954,0.49081235307840004,0.02211614956245028,0.021888053467000835,-0.00022809609544944404,0.5008972311446875,0.013365155131264917,0.006015037593984964,-0.007350117537279954,0.49081235307840004,0.02211614956245028,0.021888053467000835,-0.00022809609544944404,0.5008972311446875,0.03443421792418183,0.0274318457801754,-0.0070023721440064315,0.5008972311446875
EWoK,quantitative-properties,314,176,138,56.05095541401274,2.7556818181818183,2.6594202898550723,-0.09626152832674606,0.48097826086956524,0.03172348484848485,0.034420289855072464,0.002696805006587616,0.499217720685112,0.09327651515151515,0.08152173913043478,-0.011754776021080368,0.47455533596837945,0.03172348484848485,0.034420289855072464,0.002696805006587616,0.499217720685112,0.09327651515151515,0.08152173913043478,-0.011754776021080368,0.47455533596837945,0.1151490866706705,0.10920526930942653,-0.005943817361243969,0.47702569169960474
EWoK,social-interactions,294,145,149,49.31972789115646,2.1586206896551725,2.087248322147651,-0.07137236750752152,0.4810229113631104,0.12126436781609194,0.133668903803132,0.012404535987040069,0.5208285119185374,0.1994252873563218,0.22539149888143178,0.025966211525109972,0.5136079611201111,0.12126436781609194,0.133668903803132,0.012404535987040069,0.5208285119185374,0.1994252873563218,0.22539149888143178,0.025966211525109972,0.5136079611201111,0.3122532898068003,0.356616601536096,0.044363311729295696,0.5103679703772275
EWoK,social-properties,328,161,167,49.08536585365854,2.391304347826087,2.461077844311377,0.0697734964852903,0.521237029047495,0.19254658385093168,0.11377245508982035,-0.07877412876111133,0.423420240264812,0.2515527950310559,0.20658682634730538,-0.044965968683750496,0.4636627366385242,0.19254658385093168,0.11377245508982035,-0.07877412876111133,0.423420240264812,0.2515527950310559,0.20658682634730538,-0.044965968683750496,0.4636627366385242,0.4006457955769388,0.28694940054860635,-0.11369639502833245,0.44785584111280546
EWoK,social-relations,1548,793,755,51.22739018087855,1.7843631778058007,1.6728476821192053,-0.11151549568659536,0.48587307817575975,0.06773854560739807,0.06704194260485652,-0.0006966030025415543,0.49329397125510466,0.11975620008406894,0.12101545253863134,0.001259252454562404,0.49571582472461856,0.06773854560739807,0.06704194260485652,-0.0006966030025415543,0.49329397125510466,0.11975620008406894,0.12101545253863134,0.001259252454562404,0.49571582472461856,0.18435277791733795,0.18477962622252336,0.00042684830518541217,0.49478883943111496
EWoK,spatial-relations,490,236,254,48.16326530612245,2.1652542372881354,1.9724409448818898,-0.19281329240624556,0.45073735486454025,0.05649717514124294,0.05774278215223097,0.0012456070109880327,0.49699719738422526,0.10522598870056497,0.10301837270341208,-0.002207615997152898,0.49491191778993726,0.05649717514124294,0.05774278215223097,0.0012456070109880327,0.49699719738422526,0.10522598870056497,0.10301837270341208,-0.002207615997152898,0.49491191778993726,0.1678456055712206,0.1612637364006724,-0.006581869170548205,0.4942446283197651
