column,subtask,fine_group,n_items,score_82,score_84,score_alpha075,delta_84_minus_82,gains_82_to_84,losses_82_to_84,net_items_82_to_84,delta_alpha075_minus_82,gains_82_to_alpha075,losses_82_to_alpha075,net_items_82_to_alpha075,delta_alpha075_minus_84,gains_84_to_alpha075,losses_84_to_alpha075,net_items_84_to_alpha075
Entity,ambiref_3_ops,numops=3,409,27.383863080684595,26.405867970660147,26.65036674816626,-0.9779951100244482,5,9,-4,-0.7334963325183352,1,4,-3,0.24449877750611293,8,7,1
Entity,ambiref_4_ops,numops=4,434,34.7926267281106,35.25345622119816,34.56221198156682,0.4608294930875587,6,4,2,-0.23041474654377936,3,4,-1,-0.6912442396313381,5,8,-3
Entity,ambiref_5_ops,numops=5,123,32.520325203252035,32.520325203252035,31.70731707317073,0.0,4,4,0,-0.8130081300813039,1,2,-1,-0.8130081300813039,2,3,-1
Entity,move_contents_0_ops,numops=0,516,45.15503875968992,46.31782945736434,45.542635658914726,1.1627906976744171,16,10,6,0.38759689922480334,4,2,2,-0.7751937984496138,13,17,-4
Entity,move_contents_1_ops,numops=1,437,16.933638443935926,16.247139588100687,17.162471395881006,-0.6864988558352394,2,5,-3,0.2288329519450798,2,1,1,0.9153318077803192,7,3,4
Entity,move_contents_2_ops,numops=2,399,21.05263157894737,22.305764411027567,21.55388471177945,1.2531328320801975,8,3,5,0.5012531328320797,4,2,2,-0.7518796992481178,4,7,-3
Entity,move_contents_3_ops,numops=3,406,27.832512315270936,29.310344827586206,26.600985221674875,1.4778325123152705,13,7,6,-1.2315270935960605,2,7,-5,-2.709359605911331,9,20,-11
Entity,move_contents_4_ops,numops=4,353,30.311614730878187,31.444759206798867,31.161473087818695,1.1331444759206803,8,4,4,0.8498583569405085,5,2,3,-0.28328611898017186,7,8,-1
Entity,move_contents_5_ops,numops=5,116,42.241379310344826,42.241379310344826,43.10344827586207,0.0,3,3,0,0.8620689655172455,1,0,1,0.8620689655172455,4,3,1
Entity,regular_0_ops,numops=0,517,40.81237911025145,40.2321083172147,40.61895551257253,-0.5802707930367461,13,16,-3,-0.19342359767891537,4,5,-1,0.38684719535783074,15,13,2
Entity,regular_1_ops,numops=1,409,15.403422982885086,16.13691931540342,15.647921760391197,0.7334963325183352,7,4,3,0.24449877750611115,4,3,1,-0.4889975550122241,6,8,-2
Entity,regular_2_ops,numops=2,405,22.962962962962962,23.45679012345679,21.97530864197531,0.49382716049382935,7,5,2,-0.9876543209876516,1,5,-4,-1.481481481481481,5,11,-6
Entity,regular_3_ops,numops=3,425,30.352941176470587,29.176470588235293,31.058823529411764,-1.1764705882352935,5,10,-5,0.7058823529411775,5,2,3,1.882352941176471,12,4,8
Entity,regular_4_ops,numops=4,388,27.835051546391753,28.350515463917525,27.577319587628867,0.5154639175257714,10,8,2,-0.2577319587628857,1,2,-1,-0.773195876288657,8,11,-3
Entity,regular_5_ops,numops=5,94,28.72340425531915,30.851063829787233,29.78723404255319,2.1276595744680833,5,3,2,1.0638297872340416,2,1,1,-1.0638297872340416,3,4,-1
GlobalPIQA,global_piqa_nonparallel,,100,47.0,51.0,48.0,4.0,4,0,4,1.0,1,0,1,-3.0,0,3,-3
GlobalPIQA,global_piqa_parallel,english_piqa,7,28.571428571428573,28.571428571428573,28.571428571428573,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
GlobalPIQA,global_piqa_parallel,ewok,19,26.31578947368421,26.31578947368421,26.31578947368421,0.0,1,1,0,0.0,0,0,0,0.0,1,1,0
GlobalPIQA,global_piqa_parallel,glenberg_robertson,3,33.333333333333336,33.333333333333336,33.333333333333336,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
GlobalPIQA,global_piqa_parallel,globalpiqa_nonparallel,39,35.8974358974359,30.76923076923077,35.8974358974359,-5.128205128205128,0,2,-2,0.0,1,1,0,5.128205128205128,3,1,2
GlobalPIQA,global_piqa_parallel,hellaswag,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
GlobalPIQA,global_piqa_parallel,new,20,20.0,15.0,20.0,-5.0,0,1,-1,0.0,0,0,0,5.0,1,0,1
GlobalPIQA,global_piqa_parallel,prost,8,37.5,37.5,37.5,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0
GlobalPIQA,global_piqa_parallel,tram,6,0.0,0.0,16.666666666666668,0.0,0,0,0,16.666666666666668,1,0,1,16.666666666666668,1,0,1
Supplement,hypernym,supplement,842,49.7624703087886,49.287410926365794,49.8812351543943,-0.4750593824228062,13,17,-4,0.11876484560569622,10,9,1,0.5938242280285024,17,12,5
Supplement,qa_congruence_easy,supplement,64,67.1875,68.75,70.3125,1.5625,1,0,1,3.125,2,0,2,1.5625,1,0,1
Supplement,qa_congruence_tricky,supplement,165,49.09090909090909,50.303030303030305,49.696969696969695,1.212121212121211,3,1,2,0.606060606060602,2,1,1,-0.6060606060606091,2,3,-1
Supplement,subject_aux_inversion,supplement,3867,81.14817688130334,80.8637186449444,80.78613912593742,-0.28445823635894385,30,41,-11,-0.3620377553659182,13,27,-14,-0.07757951900697435,42,45,-3
Supplement,turn_taking,supplement,280,67.5,68.21428571428571,67.5,0.7142857142857082,4,2,2,0.0,0,0,0,-0.7142857142857082,2,4,-2
